DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l
decimal places,2,3,2,2,3,2,2,2,2
0,29.06,33.957,4.44,8.265,2.322,0.53,1.94,0,0.13
10,29.65,34.826,4.39,8.262,2.382,0.51,1.99,0,0.19
24,29.67,34.835,4.45,8.264,2.382,0.52,1.98,0,0.03
47,29.71,34.89,4.45,8.261,2.382,0.53,1.99,0.01,0.2
70,29.79,35.01,4.46,8.25,2.387,0.55,2,0.01,0.12
94,29.66,35.315,4.5,8.232,2.411,0.57,2.03,0.04,0.53
117,28.25,35.608,3.98,8.189,2.422,0.85,2.08,1.64,2.3
141,26.58,35.855,3.68,8.182,2.438,1,2.11,0.78,3.1
188,21.5,35.878,2.38,8.145,2.438,1.1,2.17,0.02,8.1
235,14.93,35.167,2.37,8.017,2.402,1.81,2.23,0.01,18.4,,,
283,11.45,34.872,2.6,8.009,2.403,2.08,2.24,0.01,23.2,,,
330,9.7,34.739,2.35,7.99,2.398,2.23,2.24,0.01,26.5,,,
377,9.06,34.691,2.48,7.95,2.387,2.31,2.26,,26.5,,,
470,8.36,34.645,2.51,7.958,2.401,2.47,2.27,,25.3,,,
564,7.27,34.575,3.18,7.984,2.394,2.41,2.27,,27.6,,,
656,6.77,34.557,,,,,,,,,,
748,5.94,34.54,2.71,7.903,2.401,2.71,2.31,,32.9,,,
839,5.3,34.547,,,,,,,,,,
933,4.95,34.547,2.3,7.882,2.428,2.95,2.35,,33.8,,,
1126,4.03,34.558,2.69,7.898,2.436,2.91,2.35,,32.4,,,


STATION,29,,,,,,,,,52,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
3,48,,S,170,0,,E,6,18,1966,BORA III,4111

HEADERS,,,,
TIME,12,0,,local
AIRTEMP,27.2,C,,
RELAT HUMID,82,percent,,
BARPRESS,1011.3,mbar,,
WAVEDIR,300,degrees,,
WAVEHT,1,m,,
WAVEPER,9,sec,,
WINDDIR,310,degrees,,
WINDSP,4.1,m/sec,,

DETAILS,TEMP,,,
DEPTH,C,,,
decimal places,2,,,
0,29.5,,,


STATION,30,,,,,,,,,53,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
3,36,,S,170,0,,E,6,18,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,18,0,,local,,,,,,,,
AIRTEMP,27.8,C,,,,,,,,,,
RELAT HUMID,80,percent,,,,,,,,,,
BARPRESS,1009,mbar,,,,,,,,,,
WAVEDIR,130,degrees,,,,,,,,,,
WAVEHT,1,m,,,,,,,,,,
WAVEPER,11,sec,,,,,,,,,,
WINDDIR,290,degrees,,,,,,,,,,
WINDSP,4.1,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.8,,,,,,,,,,,


STATION,7 / B,,,,,,,,,54,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
4,0,,S,170,0,,E,6,18,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,19,39,,local,,,,,,,,
BOTTOM DEPTH,3600,M,,,,,,,,,,

DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3,,,
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l
decimal places,2,3,2,2,3,2,2,2,2
0,29.54,34.911,4.37,8.245,2.387,0.53,2,0.01,0.22
10,29.56,34.919,4.46,8.253,2.396,0.48,2,0.01,0.21
24,29.68,35.014,4.44,8.249,2.396,0.51,2.01,0.01,0.06
47,29.81,35.275,4.45,8.235,2.408,0.57,2.02,0.01,0.28
70,29.75,35.344,4.52,8.222,2.412,0.61,2.04,0.03,0.37
93,28.88,35.457,4.1,8.2,2.423,0.67,2.07,0.66,1.12
115,27.55,35.723,3.77,8.176,2.436,0.91,2.11,1.81,3.3
138,25.85,36.08,3.54,8.181,2.455,0.98,2.13,0.13,5.4
183,20.36,35.746,3.29,8.119,2.436,1.16,2.18,0.02,8.9
229,14.55,35.133,2.23,7.984,2.401,1.9,2.25,0.02,19
274,11.47,34.874,2.87,8.055,2.407,2.01,2.24,0.01,21
318,10.02,34.801,2.28,7.986,2.401,2.33,2.25,0.02,25.3
364,9.41,34.714,2.33,7.932,2.39,2.37,2.27,,24.5
454,8.47,34.658,2.38,7.925,2.396,2.47,2.29,,25.8
544,7.52,34.595,2.8,7.934,2.391,2.47,2.29,,26.5,,,
727,5.79,34.545,2.42,7.895,2.404,2.82,2.32,,33.2,,,
912,4.81,34.55,2.23,7.854,2.425,2.99,2.35,,31,,,
1098,4,34.569,2.6,7.941,2.422,3.02,2.34,,29.3,,,


STATION,7B,,,,,,,,,55,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
4,0,,S,170,0,,E,6,18,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TOW DISTANCE,4480,m,,,,,,,,,,
TIME,20,56,,local,,,,,,,,


DETAILS,TAX COUNT B740,TAX WET WT B740,TAX NAME,,,,,,,,,
DEPTH,#/haul,mg/haul,
decimal places,0,0,
,104,2782,AMPHIPODES
,7,1793,CARIDES
,105,2296,CHETOGNATHES
,74,726,COPEPODES
,1783,54661,EUPHAUSIACES
,7,40,CRUSTACEA LARVA
,37,500,FISH LARVA
,7,692,LEPTOCERHALES
,,83245,GELATINOUS ANIMALS
,27,2904,PENEIDES
,125,35930,FISH
,137,2426,PTEROPODES THECOSOMES
,22,4421,SERGESTIDES


STATION,31,,,,,,,,,56,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
3,24,,S,170,12,,E,6,19,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,0,0,,local,,,,,,,,
AIRTEMP,29.5,C,,,,,,,,,,
RELAT HUMID,75,percent,,,,,,,,,,
BARPRESS,1011,mbar,,,,,,,,,,
WAVEDIR,220,degrees,,,,,,,,,,
WAVEHT,1,m,,,,,,,,,,
WAVEPER,11,sec,,,,,,,,,,
WINDDIR,300,degrees,,,,,,,,,,
WINDSP,5.1,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.7,,,,,,,,,,,


STATION,8 / A,,,,,,,,,57,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
3,26,,S,170,14,,E,6,19,1966,BORA III,4111

HEADERS,,,,,,,,,,,,

DETAILS,CHL A,CHL B/A,CHL C/A,,,,,,,,,
DEPTH,mg/m3,,,,,,,,,,,
decimal places,2,1,1,,,,,,,,,
0,0.17,0.2,0.5,,,,,,,,,
25,0.16,0.2,0.6,,,,,,,,,
50,0.17,0.3,0.8,,,,,,,,,
75,0.16,0.3,0.6,,,,,,,,,
100,0.13,0.3,0.7,,,,,,,,,
110,0.1,0.5,0.8,,,,,,,,,
125,0.04,,1.4,,,,,,,,,
150,0.02,,,,,,,,,,,
175,0.02,,,,,,,,,,,


STATION,32,,,,,,,,,58,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
3,6,,S,170,0,,E,6,19,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,6,0,,local,,,,,,,,
AIRTEMP,28.8,C,,,,,,,,
RELAT HUMID,76,percent,,,,,,,,
BARPRESS,1009,mbar,,,,,,,,
WAVEDIR,320,degrees,,,,,,,,
WAVEHT,1,m,,,,,,,,
WAVEPER,9,sec,,,,,,,,
WINDDIR,340,degrees,,,,,,,,
WINDSP,3.6,m/sec,,,,,,,,

DETAILS,TEMP,,,,,,,,,
DEPTH,C,,,,,,,,,
decimal places,2,,,,,,,,,
0,29.7,,,,,,,,,


STATION,8 / A,,,,,,,,,59
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
3,26,,S,170,14,,E,6,19,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,8,55,,local,,,,,,,,
BOTTOM DEPTH,3600,M,,,,,,,,,,

DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3,,,
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l,,,
decimal places,2,3,2,2,3,2,2,2,2,,,
0,29.61,35.262,4.48,8.23,2.411,0.6,2.03,0.02,0.42,,,
9,29.6,35.263,4.45,8.236,2.415,0.55,2.03,0.03,0.3,,,
23,29.61,35.262,4.47,8.237,2.409,0.53,2.03,0.02,0.23,,,
46,29.65,35.272,4.47,8.235,2.411,0.52,2.03,0.02,0.3,,,
69,29.35,35.387,4.52,8.212,2.415,0.62,2.05,0.05,1.19,,,
92,29.15,35.403,4.44,8.207,2.419,0.66,2.06,0.06,1.64,,,
115,28.95,35.424,4.33,8.193,2.417,0.74,2.07,0.15,2.2
137,25.91,35.665,3.42,8.159,2.43,1.03,2.12,0.06,7.6
183,20.87,35.614,2.96,8.119,2.424,1.2,2.17,0.02,11.3
229,14.83,35.171,2.85,8.047,2.404,1.67,2.18,0.02,17.3
274,11.55,34.88,2.99,8.076,2.415,1.95,2.23,0.02,21.1
320,9.97,34.758,2.07,8.023,2.413,2.34,2.25,0.02,26.3
365,9.42,34.715,2.11,7.946,2.399,2.41,2.27,,25
456,8.33,34.655,1.98,7.897,2.402,2.64,2.31,,30.2
548,7.45,34.602,2.46,7.918,2.394,2.67,2.3,,28.6
638,6.56,34.563,,,,,,,
729,5.74,34.548,2.24,7.847,2.402,2.89,2.33,,35.5
821,5.29,34.557,,,,,,,
912,4.93,34.552,2.11,7.867,2.434,3.03,2.36,,36.2
1100,3.99,34.565,2.55,7.868,2.442,3,2.36,,33


STATION,33,,,,,,,,,60,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
3,0,,S,170,0,,E,6,19,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,12,0,,local,,,,,,,,
AIRTEMP,28.5,C,,,,,,,,,,
RELAT HUMID,76,percent,,,,,,,,,,
BARPRESS,1010.7,mbar,,,,,,,,,,
WAVEDIR,320,degrees,,,,,,,,,,
WAVEHT,1,m,,,,,,,,,,
WAVEPER,5,sec,,,,,,,,,,
WINDDIR,320,degrees,,,,,,,,,,
WINDSP,9.3,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.6,,,,,,,,,,,


STATION,8A,,,,,,,,,61,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
3,26,,S,170,14,,E,6,19,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TOW DISTANCE,5790,m,,,,,,,,,,
TIME,12,57,,local,,,,,,,,


DETAILS,TAX COUNT B620,TAX WET WT B620,TAX NAME,,,,,,,,,
DEPTH,#/haul,mg/haul,,,,,,,,,,
decimal places,0,0,
,55,5773,AMPHIPODES
,14,9591,CARIDES
,5,9508,CEPHALOPODES
,110,3491,CHETOGNATHES
,47,298,COPEPODES
,392,24490,EUPHAUSIACES
,3,615,HETEROPODES
,13,292,CRUSTACEA LARVA
,27,1043,FISH LARVA
,2,85,STOMATOPODA LARVA
,3,65,LEPTOCERHALES
,,84560,GELATINOUS ANIMALS
,157,64042,FISH
,311,5731,PTEROPODES THECOSOMES
,22,2234,SERGESTIDES


STATION,34,,,,,,,,,62,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
2,30,,S,170,0,,E,6,19,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,18,0,,local,,,,,,,,
AIRTEMP,27.9,C,,,,,,,,,,
RELAT HUMID,82,percent,,,,,,,,,,
BARPRESS,1009.5,mbar,,,,,,,,,,
WAVEDIR,330,degrees,,,,,,,,,,
WAVEHT,1,m,,,,,,,,,,
WAVEPER,7,sec,,,,,,,,,,
WINDDIR,320,degrees,,,,,,,,,,
WINDSP,2.6,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.5,,,,,,,,,,,


STATION,8 / B,,,,,,,,,63,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
3,0,,S,170,0,,E,6,19,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,19,35,,local,,,,,,,,
BOTTOM DEPTH,3600,M,,,,,,,,,,

DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3,,,
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l
decimal places,2,3,2,2,3,2,2,2,2
0,29.52,35.111,4.49,8.254,2.404,0.54,2.01,0.01,0.32
10,29.53,35.114,4.49,8.256,2.409,0.5,2.01,0.01,0.19
24,29.56,35.197,4.5,8.259,2.413,0.49,2.02,0.01,0.15
48,29.37,35.418,4.5,8.229,2.42,0.62,2.04,0.03,1.34
71,29.31,35.413,4.53,8.224,2.422,0.67,2.05,0.06,1.32
94,28.95,35.409,4.36,8.212,2.42,0.74,2.06,0.12,2.19
117,28.78,35.424,4.27,8.21,2.418,0.75,2.06,0.38,2.3
140,25.92,35.549,3.43,8.174,2.423,1.09,2.1,0.05,8.2
162,22.12,35.571,2.92,8.141,2.424,1.21,2.15,0.04,11.4
185,17.92,35.426,2.79,8.098,2.417,1.49,2.2,0.02,14.7
209,14.92,35.187,2.98,8.153,2.431,1.61,2.19,0.01,16.3
232,12.9,35.012,3.08,,,1.79,,,18.2
256,11.97,34.913,3.1,8.071,2.406,1.87,2.23,,20.5
279,11.64,34.88,2.99,8.07,2.408,1.93,2.23,,20.7
326,10.38,34.783,2.75,8.043,2.408,2.11,2.24,,24.1,,,
372,9.7,34.73,2.7,8.013,2.402,2.27,2.24,,26.6,,,
419,9.09,34.681,2.4,7.953,2.393,2.42,2.26,,28.3,,,
465,7.98,34.681,2,,,2.75,,,30.6,,,


STATION,8B,,,,,,,,,64,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
3,0,,S,170,0,,E,6,19,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TOW DISTANCE,4700,m,,,,,,,,,,
TIME,20,57,,local,,,,,,,,


DETAILS,TAX COUNT B700,TAX WET WT B700,TAX NAME,,,,,,,,,
DEPTH,#/haul,mg/haul,
decimal places,0,0,
,148,2857,AMPHIPODES
,16,21743,CARIDES
,12,1152,CEPHALOPODES
,257,4677,CHETOGNATHES
,109,950,COPEPODES
,1666,59050,EUPHAUSIACES
,35,516,CRUSTACEA LARVA
,247,4013,FISH LARVA
,2,511,STOMATOPODA LARVA
,9,2755,LEPTOCERHALES
,1,371,MYSIDACES
,,127105,GELATINOUS ANIMALS
,26,3484,PENEIDES
,203,48171,FISH
,479,19071,PTEROPODES THECOSOMES,,,,,,,,,
,53,13178,SERGESTIDES,,,,,,,,,


STATION,35,,,,,,,,,65,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
2,24,,S,169,48,,E,6,20,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,0,0,,local,,,,,,,,
AIRTEMP,29,C,,,,,,,,,,
RELAT HUMID,77,percent,,,,,,,,,,
BARPRESS,1010.5,mbar,,,,,,,,,,
WAVEDIR,130,degrees,,,,,,,,,,
WAVEHT,1,m,,,,,,,,,,
WAVEPER,9,sec,,,,,,,,,,
WINDDIR,0,degrees,,,,,,,,,,
WINDSP,0,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.8,,,,,,,,,,,


STATION,36,,,,,,,,,66,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
2,0,,S,169,54,,E,6,20,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,6,0,,local,,,,,,,,
AIRTEMP,28.9,C,,,,,,,,,,
RELAT HUMID,77,percent,,,,,,,,,,
BARPRESS,1008.1,mbar,,,,,,,,,,
WAVEDIR,130,degrees,,,,,,,,,,
WAVEHT,1,m,,,,,,,,,,
WAVEPER,9,sec,,,,,,,,,,
WINDDIR,0,degrees,,,,,,,,,,
WINDSP,0,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,30,,,,,,,,,,,


STATION,9 / A,,,,,,,,,67,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
2,25,,S,169,50,,E,6,20,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,6,45,,local,,,,,,,,

DETAILS,CHL A,CHL B/A,CHL C/A,LC14,PRIM PROD_INT,,,,,,,
DEPTH,mg/m3,,,mgC/m3/hr,GC/M2/DAY,,,,,,,
decimal places,2,1,1,2,2,,,,,,,
0,0.17,0.2,0.5,0.2,,,,,,,,
20,,,,0.27,0.05,,,,,,,
25,0.21,0.2,0.6,,,,,,,,,
40,,,,0.13,0.09,,,,,,,
50,0.24,0.3,0.6,,,,,,,,,
60,,,,0.17,0.12,,,,,,,
75,0.13,0.4,0.9,,,,,,,,,
80,,,,0.09,0.14,,,,,,,
100,0.11,0.7,0.9,0,0.15,,,,,,,
110,0.05,0.7,1.3,,,,,,,,,
125,0.05,0.7,,0,0.15,,,,,,,
150,0.02,,,0,0.15,,,,,,,
175,,,,0.02,,,,,,,,


STATION,9 / A,,,,,,,,,68,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
2,25,,S,169,50,,E,6,20,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,8,35,,local,,,,,,,,
BOTTOM DEPTH,4000,M,,,,,,,,,,

DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3,,,
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l
decimal places,2,3,2,2,3,2,2,2,2
0,29.16,35.349,4.51,8.217,2.418,0.66,2.05,0.02,1.08
23,29.16,35.381,4.47,8.216,2.422,0.6,2.06,0.08,0.93
41,29.09,35.459,4.41,8.209,2.423,0.65,2.06,0.09,1.38
67,28.51,35.443,4.2,8.19,2.42,0.78,2.08,0.43,2.8
89,27.7,35.479,3.86,8.189,2.415,0.91,2.08,0.92,4.3
102,27.38,35.508,3.68,8.161,2.42,0.94,2.11,0.36,4.1
110,25.82,35.548,3.43,8.147,2.421,1.06,2.12,0.06,7.9
131,23.57,35.659,2.95,8.114,2.427,1.19,2.17,0.02,10.6
174,19.42,35.557,2.84,8.094,2.423,1.38,2.19,0.03,13.2
194,16.02,35.277,2.89,8.079,2.413,1.59,2.2,0.03,15.9
216,13.04,35.003,3.07,8.111,2.421,1.7,2.21,0.03,18.4
257,12.19,34.905,2.92,8.081,2.411,1.87,2.23,,19.5
341,10.65,34.795,2.58,8.021,2.404,2.12,2.22,,23.9
423,9.81,34.739,2.74,8.008,2.402,2.19,2.25,,22.3
509,8.54,34.669,2.21,7.952,2.407,2.46,2.28,,27.5,,,
595,7.34,34.599,,,,,,,,,,
683,6.37,34.555,2.43,7.901,2.406,2.78,2.32,,33.9,,,
773,5.56,34.548,,,,,,,,,,
864,5.04,34.552,2.26,7.974,2.451,2.95,2.34,,35.5,,,
1056,4.19,34.566,2.29,7.912,2.442,3.07,2.35,,32.5,,,


STATION,37,,,,,,,,,69,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
1,54,,S,170,0,,E,6,20,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,12,0,,local,,,,,,,,
AIRTEMP,28,C,,,,,,,,,,
RELAT HUMID,80,percent,,,,,,,,,,
BARPRESS,1010.7,mbar,,,,,,,,,,
WAVEDIR,200,degrees,,,,,,,,,,
WAVEHT,1,m,,,,,,,,,,
WAVEPER,9,sec,,,,,,,,,,
WINDDIR,320,degrees,,,,,,,,,,
WINDSP,4.1,m/sec,,,,,,,,,,

DETAILS,TEMP,,,,,,,,,,,
DEPTH,C,,,,,,,,,,,
decimal places,2,,,,,,,,,,,
0,29.5,,,,,,,,,,,


STATION,9A,,,,,,,,,70,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
2,19,,S,169,52,,E,6,20,1966,BORA III,4111

HEADERS,,,,
TOW DISTANCE,6415,m,,
TIME,13,6,,local


DETAILS,TAX COUNT B600,TAX WET WT B600,TAX NAME,
DEPTH,#/haul,mg/haul,,
decimal places,0,0,,
,498,7770,AMPHIPODES,
,10,3648,CARIDES,
,2,187,CEPHALOPODES,
,166,2712,CHETOGNATHES,
,186,890,COPEPODES,
,227,16049,EUPHAUSIACES,
,7,7367,HETEROPODES,
,34,474,CRUSTACEA LARVA,,,,,,,,,
,75,2072,FISH LARVA,,,,,,,,,
,6,119,STOMATOPODA LARVA,,,,,,,,,
,2,2181,LEPTOCERHALES,,,,,,,,,
,,103101,GELATINOUS ANIMALS,,,,,,,,,
,165,77559,FISH,,,,,,,,,
,249,7713,PTEROPODES THECOSOMES,,,,,,,,,
,45,18698,SERGESTIDES,,,,,,,,,


STATION,38,,,,,,,,,71,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
1,36,,S,170,0,,E,6,20,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,18,0,,local,,,,,,,,
AIRTEMP,27.8,C,,,,,,,,
RELAT HUMID,80,percent,,,,,,,,
BARPRESS,1009,mbar,,,,,,,,
WAVEDIR,170,degrees,,,,,,,,
WAVEHT,1,m,,,,,,,,
WAVEPER,11,sec,,,,,,,,
WINDDIR,130,degrees,,,,,,,,
WINDSP,1.5,m/sec,,,,,,,,

DETAILS,TEMP,,,,,,,,,
DEPTH,C,,,,,,,,,
decimal places,2,,,,,,,,,
0,29.3,,,,,,,,,


STATION,9 / B,,,,,,,,,72
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
1,58,,S,169,59,,E,6,20,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,19,37,,local,,,,,,,,
BOTTOM DEPTH,4000,M,,,,,,,,,,

DETAILS,TEMP,SAL,OXY,PH,ALK,PO4,TCO2,NO2,NO3,,,
DEPTH,C,psu,ml/l,,meq/l,ug-at/l,MMOL/L,ug-at/l,ug-at/l,,,
decimal places,2,3,2,2,3,2,2,2,2,,,
0,29.67,35.439,4.56,8.215,2.421,0.7,2.05,0.03,0.97,,,
9,29.2,35.428,4.64,8.224,2.436,0.68,2.06,0.05,0.95,,,
23,29.18,35.426,4.59,8.222,2.436,0.65,2.06,0.04,0.91,,,
45,28.58,35.405,4.36,8.194,2.422,0.76,2.08,0.21,2.7,,,
68,28.41,35.413,4.25,8.183,2.422,0.85,2.08,0.33,2.6,,,
90,27.77,35.487,3.86,8.175,2.423,0.91,2.1,0.66,4.8,,,
113,27.09,35.52,3.61,8.163,2.423,0.96,2.11,0.09,6.4,,,
135,24.55,35.622,3.05,8.136,2.426,1.17,2.15,0.02,9.5,,,
158,23.12,35.677,2.92,8.119,2.423,1.24,2.16,0.02,10.9,,,
181,20.66,35.613,2.83,8.12,2.427,1.34,2.18,0.02,12.3,,,
202,15.45,35.228,2.97,8.105,2.42,1.6,2.2,0.01,16.2,,,
225,13.08,34.96,3.21,8.091,2.406,1.74,2.21,0,18.1,,,
248,12.73,34.94,3.18,8.164,2.398,1.82,2.17,,18.8,,,
270,12.43,34.915,2.98,8.05,2.399,1.85,2.23,,18.5,,,
317,11.35,34.831,2.5,7.986,2.393,2.14,2.24,,23.5,,,
365,10.63,34.789,2.51,,,2.21,,,24.2,,,
413,10.14,34.753,2.51,7.958,2.39,2.38,2.25,,25.1,,,
461,9.44,34.717,2.45,7.975,2.42,2.23,2.28,,25.6,,,


STATION,9B,,,,,,,,,73,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
1,58,,S,169,59,,E,6,20,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TOW DISTANCE,5300,m,,,,,,,,,,
TIME,20,44,,local,,,,,,,,


DETAILS,TAX COUNT B590,TAX WET WT B590,TAX NAME,,,,,,,,,
DEPTH,#/haul,mg/haul,,,,,,,,,,
decimal places,0,0,,,,,,,,,,
,87,2727,AMPHIPODES,,,,,,,,,
,9,3781,CARIDES,,,,,,,,,
,7,1383,CEPHALOPODES,,,,,,,,,
,201,3984,CHETOGNATHES,,,,,,,,,
,146,976,COPEPODES,,,,,,,,,
,751,28140,EUPHAUSIACES,,,,,,,,,
,72,841,CRUSTACEA LARVA,,,,,,,,,
,102,2023,FISH LARVA,,,,,,,,,
,4,2833,LEPTOCERHALES,,,,,,,,,
,,121162,GELATINOUS ANIMALS,,,,,,,,,
,30,5168,PENEIDES,,,,,,,,,
,195,274741,FISH,,,,,,,,,
,592,11749,PTEROPODES THECOSOMES,,,,,,,,,
,41,9626,SERGESTIDES,,,,,,,,,


STATION,39,,,,,,,,,74,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR,CRUISE,SHIP
1,24,,S,169,54,,E,6,21,1966,BORA III,4111

HEADERS,,,,,,,,,,,,
TIME,0,0,,local,,,,,,,,
AIRTEMP,28.8,C,,,,,,,,
RELAT HUMID,79,percent,,,,,,,,
BARPRESS,1009,mbar,,,,,,,,
WAVEDIR,140,degrees,,,,,,,,
WAVEHT,1.5,m,,,,,,,,
WAVEPER,11,sec,,,,,,,,
WINDDIR,130,degrees,,,,,,,,
WINDSP,3.1,m/sec,,,,,,,,

DETAILS,TEMP,,,,,,,,,
