market	freq_block	round_num	bid_amt	bidder_num	date	time	net_bid_amt	sort_col_1	sort_col_2
B092	E	30	3286030	2737	9/25/96	09:14:12	3286030	11	17
B092	E	30	3286000	2714	9/25/96	09:34:23	3286000	11	17
B006	D	30	2245000	2699	9/25/96	09:27:38	2245000	11	19
B022	F	30	213001	2753	9/25/96	09:05:56	213001	11	27
B334	D	30	826000	2699	9/25/96	09:27:38	826000	11	28
B334	E	30	761000	2714	9/25/96	09:34:23	761000	11	29
B384	F	30	37000	2790	9/25/96	09:12:18	31450	11	33
B237	E	30	386000	2714	9/25/96	09:34:23	386000	11	41
B298	E	30	1706001	2766	9/25/96	09:25:19	1706001	12	2
B277	F	30	726000	2689	9/25/96	09:04:23	544500	12	12
B391	F	30	363000	2689	9/25/96	09:04:23	272250	12	15
B477	E	30	38000	2706	9/25/96	09:13:06	38000	12	29
B001	F	30	18000	2662	9/25/96	09:08:56	13500	12	45
B301	F	30	8400	2775	9/25/96	09:59:45	7140	12	48
B054	E	30	25000	2706	9/25/96	09:13:06	25000	12	50
B440	D	30	17951000	2714	9/25/96	09:34:23	17951000	13	1
B440	E	30	16986000	2714	9/25/96	09:34:23	16986000	13	2
B408	D	30	3263000	2714	9/25/96	09:34:23	3263000	13	7
B239	D	30	2351000	2714	9/25/96	09:34:23	2351000	13	10
B326	D	30	1033000	2699	9/25/96	09:27:38	1033000	13	19
B326	E	30	1025000	2699	9/25/96	09:27:38	1025000	13	20
B238	E	30	1148000	2699	9/25/96	09:27:38	1148000	14	8
B238	F	30	265000	2744	9/25/96	09:40:33	265000	14	9
B151	D	30	6170000	2699	9/25/96	09:27:38	6170000	15	7
B151	E	30	6170000	2699	9/25/96	09:27:38	6170000	15	8
B151	F	30	614000	2782	9/25/96	09:09:01	460500	15	9
B152	E	30	204000	2702	9/25/96	09:12:33	204000	15	11
B152	F	30	130000	2609	9/25/96	09:13:29	97500	15	12
B313	D	30	1320000	2699	9/25/96	09:27:38	1320000	15	13
B313	E	30	1597000	2699	9/25/96	09:27:38	1597000	15	14
B313	F	30	722000	2782	9/25/96	09:09:01	541500	15	15
B131	F	30	28100	2686	9/25/96	09:29:32	21075	16	12
B320	E	30	5619007	2734	9/25/96	09:42:43	5619007	17	2
B320	E	30	5619000	2702	9/25/96	09:12:33	5619000	17	2
B320	F	30	1455001	2656	9/25/96	09:04:16	1091250	17	3
B032	D	30	755001	2642	9/25/96	09:30:07	755001	17	4
B302	E	30	1127000	2702	9/25/96	09:12:33	1127000	17	8
B343	D	30	1557030	2737	9/25/96	09:14:12	1557030	17	13
B042	E	30	996001	2637	9/25/96	09:37:12	996001	17	17
B009	D	30	515000	2791	9/25/96	09:24:56	515000	17	19
B195	D	30	321000	2699	9/25/96	09:27:38	321000	17	22
B195	E	30	320013	2744	9/25/96	09:40:33	320013	17	23
B195	F	30	160000	2744	9/25/96	09:40:33	160000	17	24
B154	D	30	1037000	2699	9/25/96	09:27:38	1037000	17	25
B269	D	30	572000	2670	9/25/96	09:12:57	572000	17	31
B269	E	30	572000	2670	9/25/96	09:12:57	572000	17	32
B394	D	30	850000	2718	9/25/96	09:16:44	850000	19	1
B173	D	30	94000	2702	9/25/96	09:12:33	94000	20	10
B173	E	30	159000	2702	9/25/96	09:12:33	159000	20	11
B148	D	30	28501	2639	9/25/96	09:31:11	28501	20	28
B276	F	30	9926	2606	9/25/96	09:41:14	8437	20	33
B132	D	30	9800	2702	9/25/96	09:12:33	9800	20	40
B132	E	30	5100	2702	9/25/96	09:12:33	5100	20	41
B089	F	30	230007	2705	9/25/96	09:36:37	172505	22	6
B376	F	30	61500	2686	9/25/96	09:29:32	46125	23	9
B430	E	30	132000	2773	9/25/96	09:08:33	132000	23	17
B413	F	30	10000	2749	9/25/96	09:42:43	10000	24	3
B331	F	30	1001	2687	9/25/96	09:09:57	750	24	6
B331	F	30	360	2749	9/25/96	09:42:43	360	24	6
B331	F	30	100	2686	9/25/96	09:29:32	75	24	6
B036	F	30	55000	2688	9/25/96	09:03:39	41250	24	18
B002	F	30	360	2749	9/25/96	09:42:43	360	24	21
B356	E	30	57000	2688	9/25/96	09:03:39	57000	24	23
B488	D	30	19250000	2720	9/25/96	09:10:14	19250000	25	1
B488	E	30	18271000	2714	9/25/96	09:34:23	18271000	25	2
B489	D	30	10350000	2720	9/25/96	09:10:14	10350000	25	4
B489	E	30	10436000	2720	9/25/96	09:10:14	10436000	25	5
B052	F	30	88000	2747	9/25/96	09:08:39	66000	26	12
B322	F	30	4000	2752	9/25/96	09:08:35	3000	27	21
B210	D	30	2220100	2605	9/25/96	09:24:41	2220100	28	4
B210	F	30	986100	2604	9/25/96	09:46:58	739575	28	6
B449	F	30	499007	2734	9/25/96	09:42:43	499007	28	9
B175	D	30	702000	2714	9/25/96	09:34:23	702000	28	13
B292	D	30	340100	2605	9/25/96	09:24:41	340100	28	16
B292	F	30	240000	2756	9/25/96	09:42:13	240000	28	18
B094	E	30	615000	2699	9/25/96	09:27:38	615000	28	20
B120	E	30	264000	2714	9/25/96	09:34:23	264000	28	23
B049	E	30	8930	2737	9/25/96	09:14:12	8930	28	26
B315	D	30	191000	2714	9/25/96	09:34:23	191000	28	28
B455	F	30	18100	2604	9/25/96	09:46:58	13575	28	33
B044	F	30	250000	2756	9/25/96	09:42:13	250000	29	3
B305	D	30	3280027	2783	9/25/96	09:15:00	3280027	29	4
B115	D	30	1819027	2783	9/25/96	09:15:00	1819027	29	13
B158	D	30	388030	2737	9/25/96	09:14:12	388030	29	16
B415	D	30	152030	2737	9/25/96	09:14:12	152030	29	28
B204	D	30	742015	2760	9/25/96	09:47:16	742015	31	1
B047	E	30	47015	2760	9/25/96	09:47:16	47015	31	11
B233	D	30	202000	2702	9/25/96	09:12:33	202000	31	13
B233	E	30	166000	2702	9/25/96	09:12:33	166000	31	14
B309	D	30	144000	2702	9/25/96	09:12:33	144000	31	16
B309	E	30	144000	2702	9/25/96	09:12:33	144000	31	17
B015	D	30	144000	2702	9/25/96	09:12:33	144000	31	19
B015	E	30	144000	2702	9/25/96	09:12:33	144000	31	20
B111	F	30	293089	2721	9/25/96	09:40:23	219816	32	3
B086	F	30	15000	2648	9/25/96	09:18:47	12750	32	21
B399	F	30	132000	2609	9/25/96	09:13:29	99000	36	3
B353	F	30	18000	2775	9/25/96	09:59:45	15300	36	18
B439	D	30	3652000	2699	9/25/96	09:27:38	3652000	37	4
B159	E	30	1761030	2737	9/25/96	09:14:12	1761030	37	8
B159	E	30	1761000	2714	9/25/96	09:34:23	1761000	37	8
B340	D	30	1386030	2737	9/25/96	09:14:12	1386030	37	10
B454	D	30	1385027	2783	9/25/96	09:15:00	1385027	37	13
B467	D	30	1088027	2783	9/25/96	09:15:00	1088027	37	16
B467	E	30	1075030	2737	9/25/96	09:14:12	1075030	37	17
B058	E	30	425030	2737	9/25/96	09:14:12	425030	37	20
B257	F	30	184001	2656	9/25/96	09:04:16	138000	40	3
B460	F	30	15000	2615	9/25/96	09:07:04	11250	42	12
B190	F	30	215888	2631	9/25/96	09:17:35	161916	47	6
B222	E	30	207000	2714	9/25/96	09:34:23	207000	47	8
B254	E	30	97000	2714	9/25/96	09:34:23	97000	47	11
B088	F	30	10	2749	9/25/96	09:42:43	10	48	9
B014	E	30	836000	2709	9/25/96	09:07:14	836000	49	2
B136	D	30	56000	2723	9/25/96	09:01:46	56000	49	4
B221	E	30	45000	2723	9/25/96	09:01:46	45000	49	8
B490	F	30	76090	2728	9/25/96	09:20:55	76090	50	3
