Table 45.  PAD District 3—Year-to-Date Imports of Crude Oil and Petroleum Products into the United States by ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malaysia,,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,726,726,0,3,3
,Mexico,,"379,890",926,550,"8,801",0,200,200,0,"1,684","1,684",0,0,0,0,0,0,0,0,0,0,0,110,14,368,0,"5,408","5,776","12,029",0,3,0,0,0,0,"30,093","409,983","1,392",110,"1,502"
,Netherlands,,0,0,284,"4,774",0,133,133,81,"2,679","2,760",0,0,0,154,0,0,0,154,0,0,0,0,186,0,0,288,288,318,131,0,0,0,0,0,"9,028","9,028",0,33,33
,Netherlands Antilles,,0,0,0,395,0,135,135,0,460,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,"1,073","1,073",0,4,4
,Norway,,"4,836",0,"5,361","3,975",0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,167,0,"2,508",0,74,0,0,0,"12,148","16,984",18,44,62
,Oman,,"2,940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,940",11,0,11
,Portugal,,0,0,0,270,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,316,316,0,1,1
,Russia,,"27,224",0,0,"22,839",0,0,0,0,867,867,0,0,0,0,0,927,0,927,0,0,0,0,0,811,"5,668","6,134","12,613",200,"2,526",0,0,0,0,0,"39,972","67,196",100,146,246
,Spain,,0,0,42,182,0,444,444,0,"2,645","2,645",0,0,0,122,61,0,0,183,0,0,0,0,0,0,0,0,0,44,0,0,0,0,61,0,"3,601","3,601",0,13,13
,Sweden,,0,0,0,330,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,250,630,0,0,0,0,0,0,0,961,961,0,4,4
,Syria,,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,"1,016",2,1,4
,Trinidad and Tobago,,"12,666",691,0,"1,610",0,138,138,0,557,557,14,0,0,0,0,0,0,0,0,0,0,0,0,321,342,249,912,50,0,0,0,0,0,0,"3,972","16,638",46,15,61
,United Kingdom,,"22,034",0,0,"1,647",0,"1,512","1,512",0,978,978,0,0,0,0,0,103,0,103,0,0,0,0,94,0,0,169,169,415,0,4,0,0,0,0,"4,922","26,956",81,18,99
,Vietnam,,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,1,0,1
,"Virgin Islands, U.S.",,0,0,0,"5,496",0,0,0,0,73,73,0,0,0,0,0,110,0,110,0,0,0,0,396,0,0,0,0,328,0,0,0,0,0,0,"6,479","6,479",0,24,24
,Yemen,,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,269,0,1,1
,Other,,"4,868",0,149,"7,927",0,406,406,0,918,918,461,0,0,302,0,"1,176",0,"1,478",0,0,0,0,115,0,867,701,"1,568","1,943",266,57,25,0,40,1,"15,375","20,243",18,56,74
Total,,,"1,543,298","8,410","22,629","130,356",0,"7,773","7,773",986,"18,261","19,247",922,0,0,"2,610",61,"3,715",120,"6,506",7,0,0,"1,296","3,185","3,725","9,932","15,814","29,471","20,778","39,546",346,"2,970",73,"2,458",48,"296,133","1,839,431","5,653","1,085","6,738"
Persian Gulfb,,,"362,591",0,"3,006",931,0,0,0,0,0,0,0,0,0,0,0,632,0,632,0,0,0,316,710,0,0,360,360,0,0,0,704,0,0,0,"6,659","369,250","1,328",24,"1,353"
