# StationID,Lat(deg.NAD27),Lon(deg.NAD27),Elev(m.NGVD29),Obs_grav(mGal),Free_air_anom(mGal),Inner_terr_corr(mGal),Total_terr_corr(mGal),Complete_Bouguer_anom(mGal),Isostatic_anom(mGal) -- see USGS OFR2006-1396 for more info
LM319qe,36.2927,-114.1735,1183.9,979523.50,45.24,0.23,2.00,-86.47,25.44
LM320rf,36.2920,-114.1827,1173.1,979524.96,43.43,0.34,2.05,-87.01,24.42
LM321sg,36.2868,-114.1923,1148.3,979530.27,41.54,0.37,1.98,-86.19,24.70
LM322th,36.2963,-114.1663,1146.6,979527.57,37.49,0.29,1.92,-90.10,22.19
LM563xl,36.4352,-114.1683,662.0,979612.91,-38.66,0.09,0.78,-112.76,1.80
LM564ym,36.4268,-114.1795,691.6,979610.78,-30.95,0.17,0.79,-108.38,5.39
LM565zn,36.4107,-114.1797,762.2,979596.85,-21.70,0.19,0.95,-106.93,6.51
LM566ao,36.4388,-114.1998,609.2,979634.74,-33.43,0.28,1.00,-101.35,11.61
LM567bp,36.4460,-114.2242,576.3,979646.52,-32.43,0.08,0.77,-96.86,15.08
LM568cq,36.4337,-114.2292,600.0,979643.10,-27.46,0.41,1.07,-94.28,17.19
LM569dr,36.4422,-114.2157,586.3,979644.07,-31.46,0.06,0.80,-97.00,15.28
LM570es,36.4627,-114.1688,698.9,979606.44,-36.11,0.05,0.67,-114.49,0.55
LM571ft,36.4567,-114.1833,660.1,979616.67,-37.35,0.62,1.21,-110.80,3.37
LM572gu,36.5635,-114.1948,794.0,979600.68,-21.26,0.13,1.97,-109.07,6.87
LM573hv,36.4047,-114.1797,789.4,979593.58,-16.05,0.49,1.33,-103.98,9.36
LM574iw,36.4327,-114.1560,680.4,979607.95,-37.72,0.05,0.74,-113.95,1.18
LM575jx,36.2555,-114.2438,1023.0,979558.23,33.54,0.30,1.78,-80.28,27.93
LM576ky,36.2507,-114.2853,838.7,979591.85,10.73,0.18,1.22,-82.88,23.55
LM577lz,36.2577,-114.2825,872.7,979586.53,15.30,0.16,1.28,-82.08,24.53
LM578ma,36.2703,-114.3167,685.5,979618.56,-11.54,0.94,1.78,-87.29,18.13
LM579nb,36.2735,-114.3335,557.4,979639.51,-30.39,0.61,1.36,-92.10,12.77
LM580oc,36.2835,-114.3392,504.7,979645.12,-41.89,0.21,0.98,-98.02,6.80
LM581pd,36.2950,-114.3313,548.5,979642.30,-32.18,0.28,1.02,-93.22,12.02
LM582qe,36.2872,-114.3225,587.7,979637.23,-24.50,0.36,1.20,-89.79,15.68
LM583rf,36.2777,-114.3068,656.6,979627.21,-12.44,1.27,2.21,-84.50,21.40
LM584sg,36.2765,-114.2973,701.4,979621.85,-3.86,1.51,2.49,-80.70,25.56
LM585th,36.3020,-114.3198,610.9,979633.87,-21.96,0.23,1.01,-90.07,15.66
LM586ui,36.2615,-114.2625,961.2,979570.11,25.83,0.23,1.54,-81.26,26.22
LM587vj,36.2583,-114.2032,1167.4,979524.97,44.58,0.59,2.46,-84.81,25.26
LM605zn,36.4625,-114.2600,526.5,979648.61,-47.11,0.63,1.15,-105.54,5.03
LM606ao,36.4612,-114.2627,502.5,979652.40,-50.62,0.20,0.78,-106.71,3.70
LM607bp,36.4622,-114.2660,497.4,979649.88,-54.79,0.10,0.66,-110.43,-0.15
LM608cq,36.4623,-114.2693,491.8,979648.09,-58.34,0.09,0.63,-113.37,-3.22
LM609dr,36.4622,-114.2728,482.8,979647.05,-62.13,0.08,0.61,-116.16,-6.17
LM610es,36.4615,-114.2762,475.3,979646.12,-65.33,0.07,0.59,-118.53,-8.68
LM611ft,36.4608,-114.2797,467.7,979645.38,-68.36,0.06,0.57,-120.73,-11.04
LM612gu,36.4600,-114.2830,463.1,979644.12,-70.94,0.07,0.55,-122.81,-13.27
LM613hv,36.4587,-114.2863,459.4,979643.10,-73.00,0.07,0.54,-124.46,-15.11
LM614iw,36.4592,-114.2897,455.8,979641.85,-75.40,0.05,0.49,-126.50,-17.27
LM615jx,36.4597,-114.2932,451.9,979641.00,-77.51,0.04,0.46,-128.20,-19.07
LM616ky,36.4607,-114.2970,447.4,979640.23,-79.76,0.04,0.44,-129.96,-20.95
LM617lz,36.4615,-114.3003,443.7,979639.71,-81.48,0.05,0.43,-131.27,-22.38
LM618ma,36.4612,-114.3038,440.0,979639.24,-83.07,0.08,0.45,-132.43,-23.68
LM619nb,36.4608,-114.3072,436.5,979639.04,-84.33,0.15,0.50,-133.23,-24.62
LM620oc,36.4618,-114.3107,434.1,979638.90,-85.29,0.18,0.51,-133.92,-25.43
LM621pd,36.4618,-114.3140,429.8,979639.37,-86.14,0.17,0.48,-134.31,-25.97
LM622qe,36.4630,-114.3178,421.4,979640.94,-87.27,0.15,0.45,-134.52,-26.28
LM623rf,36.4617,-114.3212,415.7,979641.55,-88.28,0.50,0.80,-134.55,-26.44
LM624sg,36.4603,-114.3228,386.4,979647.57,-91.19,0.20,0.58,-134.36,-26.33
LM625th,36.3980,-114.3293,369.9,979659.39,-79.09,0.02,0.67,-120.30,-13.57
LM626ui,36.3955,-114.3275,372.2,979660.15,-77.42,0.04,0.73,-118.82,-12.05
LM627vj,36.3928,-114.3268,376.9,979660.08,-75.79,0.05,0.76,-117.70,-10.94
LM628wk,36.3900,-114.3265,383.4,979659.40,-74.23,0.06,0.77,-116.87,-10.14
LM629xl,36.3875,-114.3253,390.7,979658.86,-72.31,0.08,0.80,-115.74,-9.01
LM630ym,36.3848,-114.3242,399.0,979658.14,-70.22,0.10,0.83,-114.56,-7.84
LM631zn,36.3823,-114.3225,407.3,979657.50,-68.08,0.12,0.87,-113.32,-6.59
LM632ao,36.3802,-114.3203,414.5,979657.21,-65.96,0.16,0.94,-111.95,-5.18
LM633bp,36.3777,-114.3185,422.4,979656.86,-63.66,0.22,1.03,-110.44,-3.64
LM634cq,36.3758,-114.3157,430.0,979656.78,-61.24,0.23,1.11,-108.80,-1.95
LM635dr,36.3737,-114.3133,438.6,979656.52,-58.66,0.19,1.13,-107.17,-0.27
LM636es,36.3720,-114.3107,446.7,979656.22,-56.31,0.22,1.23,-105.65,1.32
LM637ft,36.3700,-114.3082,455.5,979655.87,-53.78,0.28,1.37,-103.97,3.08
LM638gu,36.3680,-114.3060,465.0,979655.79,-50.75,0.19,1.34,-102.05,5.06
LM639hv,36.3663,-114.3032,472.3,979656.76,-47.38,0.27,1.54,-99.31,7.89
LM640iw,36.3647,-114.3007,483.0,979657.73,-42.96,0.41,1.78,-95.86,11.41
LM641jx,36.3628,-114.2980,511.0,979656.21,-35.69,0.54,1.91,-91.61,15.74
LM642ky,36.4030,-114.3188,370.3,979661.50,-77.28,0.04,0.81,-118.39,-11.21
LM643lz,36.3757,-114.3555,370.2,979656.18,-80.29,0.03,0.53,-121.66,-16.11
LM644ma,36.3505,-114.3650,370.0,979660.64,-73.72,0.10,0.64,-114.96,-10.04
LM645nb,36.3428,-114.3688,370.0,979661.39,-72.29,0.05,0.58,-113.60,-8.88
LM646oc,36.3025,-114.3698,369.9,979663.49,-66.76,0.08,0.76,-107.87,-3.75
LM647pd,36.2793,-114.3735,369.9,979659.85,-68.40,0.05,0.75,-109.52,-5.83
LM648qe,36.2635,-114.3743,369.9,979662.39,-64.49,0.08,0.81,-105.56,-2.09
LM653vj,36.2623,-114.4105,369.9,979662.70,-64.08,1.57,2.33,-103.63,-1.10
LM729vj,36.2507,-114.8760,639.2,979612.56,-30.13,0.08,0.26,-102.17,1.91
LM735bp,36.2505,-114.8345,624.8,979620.03,-27.06,0.08,0.40,-97.36,5.82
LM736cq,36.2590,-114.8257,654.4,979615.59,-23.11,0.16,0.52,-96.62,6.71
LM737dr,36.2518,-114.8375,625.4,979619.22,-27.80,0.10,0.42,-98.14,5.16
LM738es,36.2518,-114.8475,636.1,979616.43,-27.30,0.15,0.41,-98.85,4.64
LM804qe,36.3897,-114.2793,551.7,979647.91,-33.75,1.11,2.33,-93.85,14.65
LM805rf,36.4332,-114.2757,490.0,979655.51,-48.95,0.22,0.98,-103.43,5.93
LM806sg,36.4330,-114.2842,447.9,979654.93,-62.49,0.09,0.86,-112.34,-3.36
LM807th,36.4140,-114.1585,769.2,979591.15,-25.53,0.34,1.02,-111.49,3.12
LM808ui,36.3977,-114.1470,863.5,979581.78,-4.37,1.24,2.00,-100.00,14.87
LM809vj,36.3577,-114.1717,1504.8,979442.14,57.24,7.80,16.48,-96.06,16.75
LM810wk,36.3595,-114.1978,1240.5,979505.07,38.50,3.99,7.48,-94.10,17.51
LM811xl,36.3490,-114.1170,987.2,979539.40,-4.39,0.94,1.93,-114.03,1.56
LM812ym,36.3588,-114.0837,859.9,979559.28,-24.63,0.16,0.78,-121.07,-3.52
LM813zn,36.3858,-114.0858,751.4,979579.59,-40.14,0.05,0.52,-124.59,-6.58
LM814ao,36.3677,-114.2923,519.8,979652.78,-36.84,0.38,1.88,-93.78,13.85
LM815bp,36.3055,-114.5215,642.4,979613.46,-32.97,1.07,1.28,-104.36,-2.54
LM816cq,36.3373,-114.5127,996.4,979534.39,-5.58,7.55,11.35,-106.82,-4.35
LM817dr,36.3395,-114.5315,824.1,979578.84,-14.44,2.00,2.89,-104.73,-2.25
LM818es,36.3473,-114.5607,683.0,979609.06,-28.44,0.07,0.36,-105.34,-2.66
LM819ft,36.3628,-114.5923,799.5,979584.28,-18.61,0.33,0.78,-108.24,-5.05
LM820gu,36.3148,-114.5913,681.9,979607.75,-27.30,0.91,1.12,-103.31,-1.21
LM821hv,36.2880,-114.5955,652.7,979613.09,-28.63,0.09,0.26,-102.21,-0.73
LM827nb,36.2503,-114.7043,884.0,979565.49,-1.65,1.56,2.59,-98.99,2.26
LM831rf,36.2505,-114.6647,713.3,979601.03,-18.77,1.23,1.79,-97.66,3.30
LM842cq,36.3880,-114.2085,816.1,979596.51,-3.43,0.44,1.42,-94.28,17.33
LM843dr,36.4872,-114.1447,785.0,979586.05,-32.05,0.18,1.18,-119.63,-2.78
LM844es,36.4883,-114.1153,878.0,979567.81,-21.71,0.19,1.46,-119.50,-0.93
LM845ft,36.4573,-114.1183,790.2,979580.67,-33.27,0.14,0.87,-121.75,-4.06
LM846gu,36.4422,-114.0932,840.8,979568.11,-28.90,0.50,1.11,-122.85,-4.14
LM847hv,36.4682,-114.0763,972.0,979549.62,-9.17,0.72,2.07,-116.94,3.31
LM848iw,36.4680,-114.0635,1175.1,979507.98,11.87,3.14,5.73,-115.12,5.79
LM849jx,36.4648,-114.0383,1001.0,979531.98,-17.57,1.65,2.85,-127.83,-5.43
LM850ky,36.4708,-114.0177,960.9,979536.13,-26.29,0.16,1.09,-133.81,-9.98
LM851lz,36.4027,-114.0162,722.9,979585.10,-44.87,0.57,1.17,-125.46,-3.00
LM861ma,36.3407,-114.0805,872.6,979557.92,-20.50,0.30,1.09,-118.06,-0.58
LM862nb,36.3297,-114.0832,921.0,979548.43,-14.11,0.80,1.88,-116.33,0.79
LM863oc,36.3023,-114.0305,651.8,979584.64,-58.61,0.65,1.64,-130.71,-10.92
LM864pd,36.3092,-114.0595,712.3,979582.56,-42.60,0.58,2.03,-121.14,-2.95
LM865qe,36.2748,-114.0650,696.4,979584.83,-42.27,1.45,3.65,-117.40,-0.01
LM866rf,36.2785,-114.6148,721.2,979600.62,-19.16,0.36,0.59,-100.13,1.22
LM876bp,36.2733,-114.4505,634.6,979614.86,-31.19,0.60,0.97,-102.01,-0.10
LM877cq,36.2907,-114.4233,644.0,979604.09,-40.55,2.45,3.42,-109.99,-7.30
LM878dr,36.2918,-114.4495,468.9,979643.19,-55.59,0.27,0.55,-108.11,-5.88
LM879es,36.3097,-114.3493,462.4,979653.42,-48.90,0.18,0.78,-100.46,4.39
LM880ft,36.3627,-114.3238,501.6,979643.68,-51.10,0.11,0.74,-107.14,-0.76
LM881gu,36.3423,-114.3045,723.8,979617.69,-6.79,2.21,3.36,-85.29,21.50
LM882hv,36.3328,-114.2732,983.5,979564.68,21.12,3.73,5.92,-84.09,23.81
LM883iw,36.2987,-114.2833,878.3,979591.13,18.07,0.73,2.06,-79.15,27.90
LM891qe,36.2665,-114.3493,487.6,979649.39,-41.42,0.30,0.96,-95.64,8.63
LM892rf,36.3913,-114.4795,990.0,979542.44,-4.16,3.43,7.40,-108.63,-5.00
LM893sg,36.3905,-114.4480,633.6,979616.70,-39.78,0.99,1.65,-109.81,-5.94
LM894th,36.4035,-114.4603,521.9,979647.50,-44.56,0.66,1.20,-102.42,1.57
LM895ui,36.4487,-114.4743,711.9,979599.19,-38.15,1.58,2.17,-116.50,-11.75
LM896vj,36.3913,-114.5245,972.1,979555.69,3.57,1.56,3.51,-102.78,0.74
LM897wk,36.3807,-114.5687,875.9,979573.20,-7.68,1.05,1.72,-104.97,-1.54
LM898xl,36.3813,-114.6182,1136.1,979518.96,18.28,3.82,6.37,-103.67,0.15
LM899ym,36.3977,-114.6215,1148.5,979514.62,16.37,1.44,3.99,-109.36,-5.12
LM900zn,36.3880,-114.6585,1248.0,979486.62,19.90,3.43,7.62,-113.40,-8.95
LM901ao,36.3700,-114.6458,937.0,979556.33,-4.78,0.86,1.64,-109.04,-5.18
LM902bp,36.3068,-114.6538,861.2,979569.03,-10.01,0.16,1.03,-106.34,-4.00
LM903cq,36.2805,-114.6440,813.8,979581.82,-9.56,0.43,1.05,-100.52,1.06
LM904dr,36.2637,-114.6362,743.2,979591.00,-20.70,0.15,0.51,-104.25,-3.17
LM907gu,36.2592,-114.7805,755.4,979593.63,-13.93,0.18,0.61,-98.75,3.75
LM908hv,36.2738,-114.7740,832.3,979577.51,-7.58,0.54,1.09,-100.59,2.29
LM909iw,36.2703,-114.8127,834.5,979573.95,-10.16,2.61,3.15,-101.36,2.08
LM910jx,36.2985,-114.8313,929.6,979553.72,-3.50,0.76,1.54,-107.02,-2.15
LM911ky,36.3122,-114.8165,891.2,979561.13,-9.10,0.07,0.49,-109.35,-4.30
LM912lz,36.2868,-114.7358,999.9,979543.35,8.83,0.66,2.23,-101.93,0.79
LM913ma,36.2675,-114.7348,995.0,979546.80,12.43,0.78,2.33,-97.68,4.39
LM914nb,36.2663,-114.7157,1097.0,979523.38,20.57,1.84,4.55,-98.80,2.97
LM915oc,36.3168,-114.6997,1081.0,979519.76,7.67,1.17,2.90,-111.55,-8.43
LM916pd,36.3505,-114.7052,923.1,979558.93,-4.79,0.59,1.24,-107.88,-3.66
LM917qe,36.4892,-114.6680,648.4,979620.78,-39.64,0.03,0.08,-112.92,-5.63
LM918rf,36.4900,-114.6148,865.4,979583.15,-10.39,0.73,1.31,-106.92,-0.57
LM919sg,36.4877,-114.5725,668.9,979621.79,-32.18,0.07,0.15,-107.69,-1.88
LM961th,36.3428,-114.0558,785.9,979569.08,-36.29,0.50,1.18,-123.97,-5.08
LM962ui,36.3243,-114.1218,1023.7,979538.42,8.00,0.29,1.46,-106.21,8.70
LM964wk,36.2707,-114.6938,969.9,979550.10,7.71,1.20,2.79,-99.11,2.57
LR11em,36.4070,-114.1803,781.8,979594.57,-17.60,0.31,1.11,-104.89,8.45
LR12fn,36.4098,-114.1810,769.0,979596.26,-20.10,0.20,0.97,-106.10,7.25
LR13go,36.4118,-114.1820,773.3,979595.11,-20.11,0.25,0.97,-106.58,6.75
LR1hp,36.3862,-114.1782,901.6,979577.51,4.09,2.02,3.13,-94.69,18.39
LR2iq,36.3878,-114.1770,885.1,979580.99,2.35,1.87,2.96,-94.75,18.43
LR3jr,36.3900,-114.1762,870.5,979583.99,0.65,1.62,2.69,-95.07,18.21
LR4ks,36.3920,-114.1755,859.5,979585.98,-0.92,1.51,2.54,-95.54,17.80
LR5lt,36.3938,-114.1760,851.0,979587.48,-2.21,1.29,2.30,-96.12,17.23
LR6mu,36.3950,-114.1755,840.3,979589.16,-3.92,1.30,2.28,-96.64,16.77
LR7nv,36.3982,-114.1773,823.3,979591.00,-7.62,0.84,1.78,-98.92,14.43
LR8ow,36.4003,-114.1782,813.2,979591.76,-10.15,0.61,1.52,-100.58,12.77
LR9px,36.4028,-114.1788,801.9,979592.50,-13.10,0.49,1.36,-102.42,10.93
LV185ry,36.9817,-114.9525,778.8,979612.29,-50.60,0.06,0.84,-137.82,-2.62
LV186sz,36.9877,-114.9302,812.9,979606.38,-46.50,0.04,0.66,-137.75,-2.76
LV187ta,36.9985,-114.9380,833.3,979605.11,-42.41,0.03,0.63,-136.00,-0.34
LV188ub,36.9878,-114.9162,826.6,979606.25,-42.41,0.05,0.65,-135.22,-0.55
LV189vc,36.9988,-114.9005,846.1,979607.40,-36.20,0.03,0.67,-131.19,3.68
LV190wd,36.9795,-114.9318,823.9,979603.91,-44.88,0.04,0.61,-137.42,-2.80
LV191xe,36.9710,-114.9288,813.5,979605.33,-45.92,0.01,0.59,-137.31,-3.19
LV192yf,36.9565,-114.9240,800.4,979603.88,-50.15,0.01,0.62,-140.03,-6.65
LV194zg,36.9293,-114.9118,770.2,979604.47,-56.51,0.01,0.76,-142.84,-11.04
LV198ah,36.8757,-114.8822,752.9,979608.43,-53.25,0.30,1.52,-136.87,-8.30
LV199bi,36.8495,-114.8720,736.1,979612.37,-52.21,0.41,1.46,-134.00,-6.87
LV200ck,36.8067,-114.8568,783.0,979610.65,-35.73,0.08,0.58,-123.70,1.06
LV202dl,36.7937,-114.8568,716.3,979623.91,-41.94,0.17,0.74,-122.21,2.07
LV203em,36.7922,-114.8412,726.9,979626.33,-36.10,0.09,0.58,-117.73,5.90
LV205fn,36.7785,-114.8103,680.0,979638.04,-37.68,0.07,0.58,-114.02,7.90
LV206go,36.7727,-114.7943,687.3,979641.29,-31.67,0.19,0.62,-108.80,12.30
LV207hp,36.7637,-114.7802,677.9,979644.21,-30.89,0.39,0.76,-106.80,13.44
LV208iq,36.7577,-114.7658,640.4,979651.28,-34.86,0.30,0.73,-106.58,12.94
LV210jr,36.8098,-114.9025,673.0,979631.38,-49.22,0.05,1.07,-124.28,2.43
LV211ks,36.8290,-114.9030,677.9,979632.70,-48.06,0.08,1.08,-123.65,3.77
LV213lt,36.7885,-114.9012,670.9,979628.08,-51.33,0.06,1.13,-126.09,-0.24
LV215mu,36.7677,-114.9405,764.1,979600.58,-48.25,0.09,1.50,-133.17,-6.31
LV216nv,36.7833,-114.9430,749.2,979607.22,-47.58,0.05,1.48,-130.82,-3.36
LV217ow,36.7993,-114.9457,771.8,979604.80,-44.43,0.08,1.36,-130.34,-2.26
LV219px,36.8107,-114.9483,779.4,979604.53,-43.33,0.08,1.33,-130.13,-1.56
LV221qy,36.8463,-114.9540,767.2,979612.58,-42.13,0.04,1.27,-127.62,2.36
LV222rz,36.8603,-114.9563,778.8,979610.79,-41.57,0.06,1.21,-128.42,2.10
LV225sa,36.8997,-114.9633,780.6,979613.37,-41.84,0.05,1.11,-128.99,3.18
LV226tb,36.9125,-114.9655,778.5,979611.95,-45.03,0.05,1.09,-131.97,0.76
LV227uc,36.9323,-114.9687,764.4,979615.46,-47.57,0.05,1.12,-132.89,0.71
LV228vd,36.9758,-114.9762,759.0,979614.75,-53.75,0.04,1.13,-138.44,-2.88
MESCno,36.8037,-114.0672,484.9,979624.12,-113.97,0.02,1.09,-167.76,-40.47
MV001cr,36.6325,-114.6787,539.6,979653.20,-53.21,0.09,0.18,-114.09,-2.23
MV002ds,36.6250,-114.6930,551.0,979649.88,-52.35,0.10,0.21,-114.49,-2.53
MV003et,36.6170,-114.7082,565.0,979644.33,-52.89,0.11,0.26,-116.57,-4.47
MV004fu,36.6092,-114.7232,573.9,979639.37,-54.43,0.11,0.32,-119.05,-6.74
MV005gv,36.6017,-114.7377,600.1,979632.65,-52.40,0.22,0.43,-119.87,-7.36
MV006hw,36.6100,-114.7517,609.2,979635.63,-47.35,0.20,0.53,-115.74,-2.45
MV007ix,36.6842,-114.6477,542.5,979653.75,-56.24,0.02,0.04,-117.58,-4.41
MV008jy,36.6630,-114.6402,494.1,979665.63,-57.45,0.05,0.14,-113.22,-1.07
MV009kz,36.6457,-114.6343,511.1,979659.87,-56.45,0.11,0.15,-114.15,-2.76
MV010la,36.6405,-114.6508,521.0,979655.67,-57.16,0.06,0.11,-116.01,-4.54
MV011mb,36.6263,-114.6583,528.2,979654.20,-55.19,0.02,0.08,-114.88,-3.74
MV012nc,36.5383,-114.7323,600.1,979621.45,-58.14,0.02,0.10,-125.94,-15.60
MV013od,36.5470,-114.7272,586.3,979623.18,-61.42,0.11,0.22,-127.54,-17.11
MV014pe,36.5787,-114.7073,576.4,979629.53,-60.85,0.07,0.15,-125.92,-15.11
MV015qf,36.5700,-114.7288,598.6,979624.30,-58.49,0.11,0.22,-126.00,-14.84
MV016rg,36.5930,-114.7932,781.2,979606.80,-21.64,1.59,2.02,-107.96,6.26
MV017sh,36.6270,-114.8617,964.7,979573.56,-1.21,2.18,3.69,-106.55,11.80
MV018ti,36.6220,-114.8477,887.9,979587.83,-10.21,0.60,2.03,-108.54,9.01
MV019uj,36.6143,-114.8312,827.2,979600.87,-15.21,0.09,1.05,-107.69,8.87
MV020vk,36.6088,-114.8177,776.6,979612.21,-19.01,0.06,0.74,-106.09,9.71
MV021wl,36.6018,-114.8025,720.8,979617.11,-30.73,0.18,0.70,-111.55,3.39
MV022xm,36.5860,-114.7873,693.7,979624.10,-30.72,0.05,0.39,-108.79,5.00
MV023yn,36.5860,-114.7683,675.1,979621.20,-39.35,0.02,0.26,-115.46,-2.39
MV024zo,36.5938,-114.7537,640.8,979623.99,-47.82,0.15,0.36,-119.96,-7.19
MV025ap,36.5742,-114.7647,649.4,979621.16,-46.31,0.13,0.35,-119.42,-6.90
MV026bq,36.5752,-114.7887,704.1,979620.98,-29.70,0.17,0.47,-108.87,4.57
MV027cr,36.5755,-114.7978,808.3,979599.16,-19.39,1.53,2.06,-108.74,5.06
MV028ds,36.5593,-114.7987,866.2,979583.01,-16.28,4.44,5.36,-108.85,4.44
MV029et,36.5655,-114.7538,628.7,979621.06,-52.03,0.13,0.29,-122.87,-11.00
MV030fu,36.5557,-114.7668,638.4,979619.15,-50.12,0.09,0.29,-122.04,-10.01
MV031gv,36.5448,-114.7800,641.3,979620.62,-46.82,0.14,0.39,-118.98,-6.82
MV032hw,36.5347,-114.7923,647.9,979621.39,-43.13,0.17,0.43,-115.99,-3.73
MV033ix,36.5242,-114.8048,676.5,979619.39,-35.38,0.13,0.37,-111.54,0.84
MV034jy,36.5108,-114.8207,656.5,979622.38,-37.41,0.01,0.32,-111.36,1.18
MV035kz,36.5280,-114.8205,684.9,979618.08,-34.45,0.03,0.37,-111.55,1.58
MV036la,36.5852,-114.7283,602.3,979626.72,-56.24,0.12,0.25,-124.13,-12.46
MV037mb,36.5955,-114.7153,584.1,979634.77,-54.70,0.02,0.13,-120.65,-9.05
MV038nc,36.6050,-114.7030,549.6,979643.19,-57.75,0.12,0.28,-119.66,-8.12
MV039od,36.6163,-114.6888,550.0,979646.92,-54.87,0.08,0.17,-116.94,-5.42
MV040pe,36.6260,-114.6762,533.8,979652.39,-55.24,0.09,0.18,-115.47,-3.90
MV041qf,36.6357,-114.6633,525.0,979654.70,-56.49,0.08,0.15,-115.74,-4.13
MV042rg,36.6445,-114.6697,495.8,979663.83,-57.12,0.28,0.48,-112.76,-0.67
MV043sh,36.6557,-114.6633,485.9,979665.35,-59.61,0.17,0.39,-114.22,-1.87
MV044ti,36.6525,-114.6513,476.0,979665.07,-62.67,0.47,0.69,-115.86,-3.90
MV045uj,36.5375,-114.7002,560.0,979628.72,-63.15,0.12,0.23,-126.28,-16.95
MV046vk,36.5235,-114.7152,574.9,979624.31,-61.76,0.13,0.23,-126.58,-17.23
MV047wl,36.5122,-114.7282,587.8,979620.68,-60.42,0.15,0.24,-126.69,-17.29
MV048xm,36.5033,-114.7433,598.0,979619.09,-58.10,0.11,0.22,-125.54,-15.95
MV049yn,36.5438,-114.6793,569.9,979630.56,-58.83,0.10,0.17,-123.13,-14.08
MV050zo,36.5463,-114.6627,591.3,979628.83,-54.17,0.13,0.18,-120.89,-12.19
MV051ap,36.5427,-114.6433,623.5,979630.39,-42.35,0.19,0.28,-112.61,-4.44
MV052bq,36.5442,-114.6262,661.2,979626.14,-35.09,0.50,0.55,-109.34,-1.40
MV053cr,36.5362,-114.5793,759.9,979606.63,-23.45,0.82,0.99,-108.40,-1.35
MV054ds,36.5415,-114.5967,720.7,979614.51,-28.15,0.33,0.39,-109.26,-1.90
MV055et,36.5472,-114.6083,691.6,979625.04,-27.09,0.50,0.57,-104.74,2.98
MV056fu,36.5593,-114.6487,599.1,979632.42,-49.30,0.18,0.23,-116.85,-8.06
MV057gv,36.6725,-114.6032,514.5,979664.39,-53.22,0.04,0.03,-111.41,0.54
MV058hw,36.6647,-114.5948,496.2,979667.34,-55.22,0.06,0.08,-111.30,0.22
MV059ix,36.6807,-114.6087,506.1,979662.23,-58.66,0.08,0.10,-115.84,-3.46
MV060jy,36.7037,-114.5928,465.9,979668.35,-66.93,0.10,0.36,-119.31,-6.09
MV061kz,36.6873,-114.5923,472.5,979669.17,-62.68,0.11,0.25,-115.91,-3.44
MV062la,36.6768,-114.5848,460.1,979676.11,-58.66,0.09,0.26,-110.48,1.43
MV063mb,36.7032,-114.6123,495.0,979661.89,-64.39,0.08,0.20,-120.21,-6.74
MV064nc,36.6980,-114.5872,467.9,979669.02,-65.16,0.06,0.29,-117.83,-4.91
MV065od,36.7478,-114.6087,497.8,979664.47,-64.82,0.04,0.43,-120.72,-5.08
MV066pe,36.7353,-114.6010,484.8,979665.28,-66.92,0.11,0.50,-121.30,-6.44
MV067qf,36.7293,-114.5965,483.7,979665.19,-66.84,0.12,0.48,-121.10,-6.58
MV068rg,36.7230,-114.5910,483.6,979664.73,-66.79,0.15,0.47,-121.05,-6.90
MV069sh,36.7148,-114.5925,473.8,979666.35,-67.48,0.09,0.39,-120.71,-6.96
MV070ti,36.7043,-114.5717,501.7,979659.90,-64.41,0.13,0.29,-120.90,-7.81
MV071uj,36.7070,-114.5563,575.3,979645.48,-56.36,0.24,0.27,-121.18,-8.10
MV072vk,36.7173,-114.5578,568.8,979646.73,-58.00,0.26,0.33,-122.03,-8.44
MV073wl,36.6895,-114.5743,467.9,979674.01,-59.43,0.07,0.28,-112.12,0.28
MV074xm,36.6782,-114.5745,461.0,979679.20,-55.39,0.07,0.25,-107.32,4.58
MV075yn,36.6808,-114.5573,486.2,979675.68,-51.39,0.13,0.24,-106.17,5.68
MV076zo,36.6847,-114.5395,543.2,979660.77,-49.04,0.15,0.15,-110.36,1.57
MV077ap,36.6927,-114.5262,521.5,979665.56,-51.62,0.39,0.52,-110.12,2.19
MV078bq,36.7075,-114.5023,644.3,979638.17,-42.41,0.31,0.34,-114.97,-2.00
MV079cr,36.7010,-114.5122,634.7,979641.80,-41.19,0.26,0.28,-112.71,-0.05
MV080ds,36.6852,-114.5192,711.4,979623.83,-34.12,4.11,4.54,-110.04,1.89
MV081et,36.6938,-114.5035,630.1,979638.82,-44.96,0.06,0.09,-116.16,-3.87
MV082fu,36.6488,-114.5110,513.1,979656.85,-59.14,0.24,0.19,-117.02,-6.68
MV083gv,36.6570,-114.5228,575.9,979649.67,-47.64,0.47,0.43,-112.37,-1.67
MV084hw,36.6450,-114.5498,445.5,979679.44,-57.08,0.40,0.68,-106.82,3.47
MV085ix,36.6587,-114.5442,479.7,979675.70,-51.43,0.06,0.14,-105.59,5.25
MV086jy,36.6398,-114.5228,447.5,979673.16,-62.29,0.71,0.88,-112.07,-2.06
MV087kz,36.6492,-114.5975,513.1,979671.58,-44.43,0.12,0.14,-102.36,8.57
MV088la,36.6045,-114.6575,541.1,979648.43,-55.08,0.04,0.09,-116.22,-5.84
MV089mb,36.5562,-114.7070,564.1,979629.32,-62.91,0.14,0.23,-126.51,-16.41
