"FIPS","Region","State","1948.1","1948.2","1948.3","1948.4","1949.1","1949.2","1949.3","1949.4","1950.1","1950.2","1950.3","1950.4","1951.1","1951.2","1951.3","1951.4","1952.1","1952.2","1952.3","1952.4","1953.1","1953.2","1953.3","1953.4","1954.1","1954.2","1954.3","1954.4","1955.1","1955.2","1955.3","1955.4","1956.1","1956.2","1956.3","1956.4","1957.1","1957.2","1957.3","1957.4","1958.1","1958.2","1958.3","1958.4","1959.1","1959.2","1959.3","1959.4","1960.1","1960.2","1960.3","1960.4","1961.1","1961.2","1961.3","1961.4","1962.1","1962.2","1962.3","1962.4","1963.1","1963.2","1963.3","1963.4","1964.1","1964.2","1964.3","1964.4","1965.1","1965.2","1965.3","1965.4","1966.1","1966.2","1966.3","1966.4","1967.1","1967.2","1967.3","1967.4","1968.1","1968.2","1968.3","1968.4","1969.1","1969.2","1969.3","1969.4","1970.1","1970.2","1970.3","1970.4","1971.1","1971.2","1971.3","1971.4","1972.1","1972.2","1972.3","1972.4","1973.1","1973.2","1973.3","1973.4","1974.1","1974.2","1974.3","1974.4","1975.1","1975.2","1975.3","1975.4","1976.1","1976.2","1976.3","1976.4","1977.1","1977.2","1977.3","1977.4","1978.1","1978.2","1978.3","1978.4","1979.1","1979.2","1979.3","1979.4","1980.1","1980.2","1980.3","1980.4","1981.1","1981.2","1981.3","1981.4","1982.1","1982.2","1982.3","1982.4","1983.1","1983.2","1983.3","1983.4","1984.1","1984.2","1984.3","1984.4","1985.1","1985.2","1985.3","1985.4","1986.1","1986.2","1986.3","1986.4","1987.1","1987.2","1987.3","1987.4","1988.1","1988.2","1988.3","1988.4","1989.1","1989.2","1989.3","1989.4","1990.1","1990.2","1990.3","1990.4","1991.1","1991.2","1991.3","1991.4","1992.1","1992.2","1992.3","1992.4","1993.1","1993.2","1993.3","1993.4","1994.1","1994.2","1994.3","1994.4","1995.1","1995.2","1995.3","1995.4","1996.1","1996.2","1996.3","1996.4","1997.1","1997.2","1997.3","1997.4","1998.1","1998.2","1998.3","1998.4","1999.1","1999.2","1999.3","1999.4","2000.1","2000.2","2000.3","2000.4","2001.1","2001.2","2001.3","2001.4","2002.1","2002.2","2002.3","2002.4","2003.1"
"31","4","Nebraska",1905,2010,1994,1975,1760,1737,1717,1798,1957,2004,2153,2165,2244,2162,2108,2125,2168,2296,2431,2342,2253,2238,2171,2172,2318,2318,2371,2389,2306,2273,2259,2230,2207,2281,2377,2497,2504,2630,2799,2862,2719,2796,2827,2859,2828,2813,2794,2865,2860,3001,3075,3109,3077,3014,3073,3177,3241,3353,3405,3422,3439,3449,3456,3480,3458,3487,3568,3669,3734,3858,3962,4074,4163,4124,4255,4289,4306,4322,4380,4419,4514,4592,4693,4786,5013,5194,5361,5494,5532,5581,5697,5783,5975,6161,6272,6390,6581,6664,6940,7305,7514,7847,8138,8716,8336,8156,8442,8682,9094,9415,9773,9747,9902,9929,9967,10184,10533,10609,10906,11430,11955,12577,12641,13523,13091,13592,13974,14311,14439,14111,14460,15302,16353,16480,17255,17377,17257,17907,17650,18229,17964,18302,18396,18855,19783,20413,21011,21196,21697,21754,21684,21977,21977,22257,22575,22705,23073,23410,23667,24060,24718,24903,25419,25435,26200,26476,26594,27055,28010,28506,28733,29116,29328,29756,30049,30281,30901,31489,31575,32229,31742,32572,32531,33206,33469,34110,34477,35245,35612,35862,36482,37217,38736,39503,39815,40416,40095,40482,40949,41368,42223,43044,43858,44128,44253,44681,45499,46741,46642,47414,48088,48252,49123,49476,49887,50084,50408,50774,51397,51767,53094
"32","8","Nevada",269,274,282,272,274,277,280,296,311,312,328,339,346,361,376,403,412,425,444,455,466,478,482,482,490,504,521,542,583,593,609,611,616,617,623,633,651,673,676,665,664,679,717,731,738,763,772,796,815,828,853,868,879,903,930,1012,1065,1103,1136,1179,1220,1251,1268,1302,1334,1347,1388,1400,1439,1456,1476,1487,1538,1548,1546,1561,1579,1609,1675,1711,1798,1865,1951,2022,2036,2130,2219,2293,2362,2422,2444,2531,2601,2683,2753,2835,2818,2945,3094,3296,3288,3409,3532,3684,3739,3835,3911,4005,4130,4275,4405,4568,4730,4906,5075,5260,5461,5656,5883,6191,6499,6858,7248,7536,7796,8046,8384,8721,9196,9272,9629,10079,10422,10684,11055,11169,11324,11387,11501,11581,11731,12027,12215,12608,12874,13199,13544,13788,14240,14435,14685,14966,15289,15571,15844,16160,16575,16979,17486,18082,18613,19303,19825,20435,21396,21979,22411,23238,24201,24845,25676,26054,26567,27169,27610,28052,29280,29771,30336,31410,31534,32087,32541,33381,34247,35474,36337,37452,38356,38861,39785,40507,41723,42852,43953,44796,45883,46779,47624,48746,50191,51367,52667,53841,54411,54981,55377,56986,58401,59989,60602,61604,62527,63415,63839,63020,64384,65121,65891,66889,67429
"33","1","New Hampshire",661,665,680,679,675,679,679,682,712,695,719,742,777,799,799,816,829,837,844,866,878,903,917,920,928,933,949,962,989,1012,1035,1039,1057,1067,1083,1095,1124,1145,1158,1164,1138,1140,1180,1199,1221,1254,1282,1308,1317,1334,1345,1355,1375,1394,1426,1443,1483,1512,1523,1530,1551,1564,1576,1608,1648,1677,1708,1735,1758,1801,1867,1897,1946,1989,2040,2097,2153,2181,2219,2261,2352,2405,2469,2532,2621,2682,2743,2797,2819,2884,2909,2949,3002,3100,3192,3212,3379,3386,3478,3586,3749,3858,3959,4085,4191,4278,4361,4423,4442,4561,4709,4856,5054,5197,5422,5531,5725,5895,6081,6335,6605,6842,7088,7306,7665,7863,8117,8383,8826,8957,9194,9679,9896,10129,10608,10873,10936,11151,11495,11552,11882,12260,12684,13156,13711,13966,14368,14747,15273,15564,15855,16377,16868,17264,17522,17942,18420,18956,19645,20454,20728,21140,21511,22184,22636,22764,22799,22970,22872,23053,23180,23013,23229,23535,23685,23985,24233,24470,24594,25310,24527,25103,25605,25856,26075,26870,27179,27835,27970,28692,28750,29186,29583,30025,30447,30859,31432,32082,32707,33367,33929,34830,35736,36297,36108,36668,37407,38300,40481,40773,41521,42285,42913,42752,42729,42722,43055,43865,43847,44047,44447
"34","2","New Jersey",7601,7796,8043,8029,8005,7927,7889,7946,8411,8481,8884,9349,9706,10004,10103,10244,10470,10649,10883,11325,11479,11694,11751,11757,11762,11831,11906,12077,12306,12507,12759,13051,13291,13637,13904,14148,14495,14611,14720,14708,14556,14648,15017,15265,15539,15889,16189,16386,16675,16874,16963,16969,17298,17595,17824,18202,18621,18995,19215,19425,19637,19880,20114,20404,20921,21277,21696,21998,22395,22766,23457,23799,24374,24763,25176,25763,26269,26717,27157,27718,28577,29347,30050,30741,30891,31734,32472,33327,33511,34631,35255,35658,36340,37060,37778,38159,38900,39804,40868,42458,43189,43851,44534,45734,46581,47964,48749,49650,50001,51006,52124,53501,54815,55765,57333,58376,59898,61298,62798,64528,66097,68369,70269,72087,74139,75884,78096,80632,83809,85260,87437,91002,93098,95065,98705,99998,101352,103137,105032,106573,108615,110559,113207,116756,119256,123123,126379,128749,130419,132690,134087,137001,139125,141583,144033,145727,149858,152537,156552,161769,165320,168538,172184,177011,179480,181634,183111,184965,188414,191610,194207,194238,192962,195239,196967,198013,203791,205998,208374,214627,207123,212829,214379,219345,213238,219928,223219,226885,229197,232128,234309,237200,240970,245611,248062,251992,256112,258199,261805,266702,272805,277385,281839,283122,285959,285982,288208,295035,306809,316979,321275,327824,326632,327969,329812,330559,337578,338845,341099,342035,344653
"35","6","New Mexico",643,665,698,710,698,729,751,772,820,816,818,864,894,936,1000,1028,1030,1042,1054,1059,1089,1090,1093,1094,1095,1100,1118,1151,1163,1209,1236,1237,1270,1294,1320,1358,1390,1438,1514,1531,1538,1594,1648,1687,1725,1737,1735,1768,1776,1793,1798,1821,1845,1870,1902,1917,1952,1963,1964,1976,1992,2002,2037,2094,2100,2132,2164,2189,2195,2238,2324,2350,2362,2392,2406,2448,2455,2484,2497,2524,2589,2662,2734,2787,2869,2919,2984,3042,3135,3262,3316,3372,3467,3599,3647,3741,3867,3945,4093,4310,4361,4478,4631,4803,4922,5073,5270,5377,5577,5747,5965,6175,6322,6491,6690,6921,7121,7320,7544,7849,8082,8424,8776,9002,9321,9578,9880,10246,10619,10730,11136,11522,11885,12181,12688,13007,13268,13423,13499,13784,13894,14283,14662,14982,15297,15712,16186,16359,16922,17151,17342,17621,17815,17804,17921,17992,18299,18570,18887,19268,19422,19772,19926,20296,20785,21083,21244,21618,22153,22440,22986,23375,23910,24270,24445,24806,25408,25895,26114,26439,27111,27621,27925,28618,28798,29301,29959,30624,31236,31480,31897,32252,32723,33093,33439,33672,34240,34725,35030,35443,36370,36627,37003,37430,37054,37618,37832,38396,38764,39593,39945,40467,41451,41979,42630,42982,43677,44098,44438,45193,45676
"36","2","New York",25072,25419,26082,26137,25744,25761,25715,25772,27020,27014,27724,28698,29177,29679,29957,30453,30571,30849,31448,32120,32532,33359,33392,33849,33909,34065,34518,35112,35491,36184,37152,37733,38021,38516,39170,39970,40466,41173,41684,41833,41475,41921,42809,43325,43823,44765,45301,46005,46562,46777,47099,47309,47776,48522,49155,50143,50608,51380,51968,52258,52676,53210,53798,54730,55959,56850,57822,58275,59177,59892,61392,62284,63577,64628,65790,66996,68588,69641,70952,72289,74596,76692,78588,80268,80936,82549,84158,85743,86943,89178,90375,90673,93161,94729,95626,96943,97717,99994,102478,106354,106896,107913,109023,111379,113126,116289,118885,120994,121718,124515,126729,128717,130962,132507,136262,137849,141217,143588,146881,150491,152737,157403,161173,165142,168119,171955,177627,182462,187783,191301,196614,203928,209430,213119,221470,224793,227971,232276,236913,241708,242221,247732,252826,261003,268389,276608,283709,288471,292407,295290,298756,304462,311506,315432,320529,324189,330024,335808,342792,351649,363560,365045,370771,379297,386857,393870,398419,400942,412126,418257,424839,423747,424219,431370,434582,436515,446114,449604,455580,471330,446274,462438,467640,480450,462398,479234,482055,490658,496780,500494,505809,509570,523729,529480,531787,538964,543714,547334,556184,566942,579024,590674,595243,596684,613387,610420,621989,619371,647339,661036,669618,685055,691345,683685,682727,681059,676590,686279,685909,687503,691855
"37","5","North Carolina",3706,3939,3898,3850,3795,3730,3796,3844,4151,4180,4532,4658,4750,4917,4892,5078,5011,5021,5023,5159,5231,5279,5326,5154,5277,5266,5331,5499,5599,5719,5897,5996,6031,6176,6186,6350,6259,6236,6234,6146,6508,6475,6644,6714,6881,7023,7094,7186,7186,7429,7553,7621,7607,7708,8057,8123,8217,8402,8554,8663,8701,8799,8917,9195,9369,9533,9659,10021,10142,10191,10548,10797,11095,11391,11741,12044,12208,12324,12517,12966,13197,13636,14016,14278,14720,15202,15668,15815,16301,16660,16900,17132,17513,18055,18610,18842,19898,20220,20784,21687,22322,23101,23685,24862,25283,25595,26276,26462,26334,27441,28304,29477,30140,30721,31777,32292,32887,33793,34771,35907,37045,38331,39530,40777,41731,42494,43584,45343,46647,47371,49118,51456,52674,53724,55963,56455,56847,58103,59023,59324,60901,62602,64620,66617,69230,71772,74039,75596,77084,78339,79544,81453,82983,84182,85792,86992,88703,90473,92589,95170,96519,98930,101364,103971,107137,108330,107911,110962,114086,115585,116610,116153,117104,119524,121942,124023,126884,129493,131524,134608,134674,138446,140396,143441,143717,146522,148876,152054,154775,156458,157867,161435,162788,166895,169333,171535,176044,178072,180399,184249,187616,191204,194497,196993,199873,202023,200989,206935,212844,216603,219838,221626,223903,224212,224210,224050,227740,228855,229994,230836,233200
"38","4","North Dakota",821,926,865,827,728,744,724,694,822,766,842,936,901,854,850,885,803,827,810,765,806,818,797,833,827,817,832,858,874,907,954,931,925,951,956,984,927,980,995,1011,1112,1124,1118,1122,1073,1029,1020,1029,1085,1145,1202,1186,1052,967,1065,1155,1236,1413,1534,1729,1540,1373,1314,1291,1298,1327,1389,1468,1507,1584,1614,1689,1666,1598,1620,1605,1607,1632,1635,1615,1644,1641,1700,1769,1774,1886,1956,1966,1966,1923,1996,2071,2159,2277,2320,2442,2526,2374,2916,3230,3285,3791,3879,4659,4349,3886,3524,3766,3757,3988,4254,4178,4025,3999,3933,4003,3876,3857,4080,4876,5002,5059,5099,6016,5233,5245,5474,5956,5410,5353,5046,5378,6436,6598,7021,7225,6888,7092,7108,8319,7503,7684,7709,7921,8267,8294,8442,8497,8594,8643,8664,8790,8591,8734,8905,8923,8832,8978,8991,9073,9198,8722,8168,7322,9209,9242,9256,9411,9946,10076,10189,10273,10234,10286,10339,10415,11013,11135,11307,11513,11276,11493,11112,11566,12027,12091,12170,12420,12089,12205,12209,12470,13243,13531,13857,13796,13001,13204,13480,13645,14408,14595,14808,15026,14530,14797,14756,15307,15726,16097,16153,16111,16304,16398,16533,16452,16787,16608,16931,17059,17875
"39","3","Ohio",11740,11978,12396,12384,11877,11630,11528,11395,12208,12469,13060,13601,14254,14719,14908,15277,15442,15520,15792,16660,16999,17451,17624,17469,17301,17287,17380,17762,18033,18683,19167,19392,19728,19959,20044,20621,20896,21095,21271,21181,20727,20520,20995,21364,21837,22577,22399,22700,23250,23403,23317,23143,23130,23520,23880,24257,24574,24977,25097,25240,25449,25876,26165,26516,26982,27456,28069,28521,29140,29633,30307,31202,31839,32491,33230,33897,33975,33810,34655,35414,36526,37716,38506,39356,40259,41099,42057,42806,43045,43488,44190,44271,45097,46531,46766,47450,48979,49564,50561,52534,54007,55252,56887,58607,59521,60849,62737,63781,63558,64456,66117,68094,70044,71658,73357,75386,76871,79749,82528,84477,85349,88708,91333,94156,96922,98111,100897,103666,106321,107040,109371,113747,115147,116653,120686,121430,121227,123132,124064,125766,125760,128977,132061,135793,139715,143099,146489,148327,151097,152726,153569,156430,158196,159294,161030,162424,165624,166485,169641,172921,175846,178998,182352,185832,190823,191700,193524,196092,199640,204142,205787,206888,206872,207929,211456,214210,217739,221691,223061,228756,226098,231493,233512,238748,238636,243895,246671,251423,252728,254449,255900,258175,259167,262633,266647,268199,274399,277466,280665,284936,288128,291215,294817,298672,300339,302789,304584,309656,316931,318569,321035,322078,324581,326608,328330,327985,330130,334343,336601,338255,340769
"40","6","Oklahoma",2215,2461,2423,2455,2395,2474,2478,2473,2674,2475,2473,2579,2691,2756,2903,3052,2974,3080,3220,3157,3186,3249,3199,3236,3233,3202,3216,3232,3314,3371,3418,3541,3522,3630,3642,3687,3692,3718,3847,3865,3941,4013,4177,4135,4219,4240,4219,4325,4298,4491,4529,4582,4589,4590,4650,4701,4792,4819,4851,4896,4946,4938,5033,5136,5236,5335,5414,5502,5586,5677,5827,5949,6067,6097,6185,6362,6534,6603,6800,6965,7093,7270,7512,7644,7784,7994,8249,8405,8577,8890,9063,9170,9438,9692,9760,9974,10325,10451,10767,11186,11451,11908,12438,12956,13101,13346,13878,14168,14511,14863,15481,15850,16344,16534,17037,17552,17654,17951,18945,20946,19866,21099,22146,22961,23863,24570,25572,26796,27888,27958,29686,30990,32094,33108,34961,36103,37537,37850,38005,38155,38009,38424,38399,39484,40475,41389,42159,42709,43035,43242,43561,43745,44042,43361,42915,42572,42652,42989,43491,43752,44063,44857,45524,46166,47185,47710,48330,49134,49993,50646,51507,51961,52158,52650,53113,53868,55119,55914,56435,57153,57535,58218,58484,59342,59252,60540,61077,62330,62348,63048,63615,64323,65126,66003,66737,67288,68880,69326,70060,71539,73542,74415,75165,75584,76247,77118,77540,79144,80479,82367,83896,84982,85713,86339,86925,87221,86961,87622,88168,88522,89302
"41","8","Oregon",2260,2261,2366,2363,2286,2309,2274,2313,2424,2474,2596,2663,2770,2836,2845,2943,2966,2966,3078,3086,3124,3075,3050,3019,3042,3017,2948,3136,3216,3228,3330,3354,3412,3524,3578,3548,3486,3530,3529,3526,3531,3553,3650,3739,3805,3893,3955,4017,4058,4037,4049,4040,4079,4197,4225,4286,4326,4420,4507,4613,4620,4636,4735,4841,4939,5020,5146,5173,5396,5449,5571,5680,5815,5952,5989,6128,6180,6279,6374,6506,6651,6835,6995,7158,7288,7532,7712,7798,8033,8210,8379,8483,8726,8984,9137,9378,9700,9914,10258,10739,11010,11298,11545,12134,12409,12857,13345,13637,13576,14088,14693,15113,15651,16114,16670,17158,17596,18018,18608,19502,20231,20925,21583,22347,23082,23821,24657,25539,26297,26339,27023,28060,28467,28629,29443,29383,29317,29518,29709,30072,30405,31103,31580,32479,33320,33999,34781,35134,35745,36030,36270,36776,37370,37771,38272,38602,39103,39724,40713,41556,42351,43470,44634,45666,46748,47749,48296,49447,50677,51957,52768,53309,53908,54652,55227,55777,56965,57691,58536,59459,60541,61637,62127,63360,63810,65426,66845,68437,69546,70563,71695,73033,73650,74829,76266,77498,78832,79816,81215,82437,83746,84864,85733,86876,87368,88401,89317,91234,93634,95150,96589,96659,98003,97966,98167,97967,98842,100211,100896,101974,102835
"42","2","Pennsylvania",14351,14509,15048,15165,14864,14700,14474,14346,15749,15983,16451,17040,17524,17944,18066,18125,18421,18338,18639,19742,19919,20276,20374,20209,19735,19667,19694,19972,20250,20723,21266,21543,22112,22530,22545,23346,23680,23783,23949,23856,23621,23583,24091,24408,24756,25575,25029,25315,26172,26171,26043,25881,26053,26399,26769,27147,27435,27629,27749,27952,28127,28570,28851,29189,29706,30396,31002,31569,31986,32443,33268,33825,34393,35022,35767,36643,37192,37539,38173,38743,39931,40826,41639,42306,43406,44387,45330,46062,46821,48033,48690,49067,49697,50855,51434,52156,54159,54830,56044,57986,59425,60658,61894,63702,64960,66830,68746,70159,70949,72239,74177,76281,78213,79662,81966,83505,85708,87914,90216,92303,94010,97413,100174,102560,105494,107654,110912,114073,117475,118130,120931,125376,128347,130228,135249,136703,137995,140207,141943,143063,144103,145516,148917,151210,154693,158367,161839,163710,167092,169062,170686,173295,175610,177985,180405,181752,185100,188548,192080,196898,199373,202537,207063,211828,218306,220555,223211,226709,230827,234863,238096,239422,240789,243953,245856,248971,253594,256681,258544,263926,260398,266721,268661,272302,268604,274221,277429,281094,282731,284788,286732,289443,292980,297512,301167,304345,308126,311352,314473,319875,324095,329377,332736,336723,336728,340480,343042,349180,356945,363197,368419,373942,376335,377739,380035,379292,386067,389692,392285,394198,397745
"44","1","Rhode Island",1114,1135,1145,1117,1110,1097,1099,1107,1194,1183,1214,1290,1343,1368,1323,1349,1365,1404,1427,1465,1504,1515,1526,1501,1503,1496,1514,1515,1566,1583,1639,1656,1665,1671,1687,1689,1712,1735,1729,1714,1731,1746,1799,1819,1832,1854,1888,1910,1910,1912,1903,1916,1952,1982,2010,2048,2087,2143,2164,2167,2199,2213,2236,2293,2317,2358,2404,2446,2478,2517,2622,2635,2715,2751,2835,2892,2957,2985,3064,3122,3205,3305,3351,3398,3494,3580,3630,3705,3805,3870,3989,3977,4025,4059,4205,4272,4427,4467,4484,4684,4767,4876,4888,4920,5001,5104,5222,5287,5321,5479,5595,5728,5897,5991,6200,6283,6468,6588,6760,6943,7004,7301,7475,7675,7930,8048,8348,8563,8930,9072,9295,9673,9978,10079,10541,10627,10765,10962,11277,11290,11514,11769,11982,12321,12664,13053,13403,13657,13989,14124,14221,14582,14868,15120,15335,15610,15886,16157,16679,17190,17528,17985,18370,18937,19397,19625,19702,19956,20184,20307,20370,20288,20315,20358,20484,20619,20833,21124,21310,21811,21537,22003,22350,22470,22186,22550,22665,23048,23319,23728,23976,24123,24314,24673,24939,25347,25835,26187,26308,26840,27055,27466,27914,28256,28303,28473,28935,29334,30101,30489,30977,31396,31817,31919,32245,32261,32779,33202,33467,33659,34129
"45","5","South Carolina",1740,1820,1852,1861,1792,1745,1756,1789,1922,1872,1957,2065,2209,2374,2469,2616,2508,2592,2665,2652,2734,2741,2665,2617,2606,2498,2484,2557,2603,2665,2772,2773,2725,2788,2829,2895,2895,2941,2941,2920,2960,2986,3071,3116,3190,3232,3297,3351,3329,3457,3483,3483,3464,3538,3647,3788,3812,3844,3898,3970,4020,4068,4112,4227,4295,4362,4439,4596,4640,4749,4996,5144,5282,5418,5581,5658,5785,5814,5963,6145,6293,6530,6694,6792,6951,7178,7402,7526,7715,7936,8001,8191,8381,8679,8840,8959,9403,9532,9914,10330,10626,10963,11310,11827,12239,12456,12900,13117,12948,13445,13868,14496,14910,15214,15764,15961,16270,16707,17180,17804,18390,18917,19570,20177,20735,21302,22030,22909,23536,23906,24633,25642,26640,27132,27916,28327,28466,28868,29266,29782,30286,31185,31975,33011,34324,35301,36273,36887,37640,38184,38760,39560,40243,40699,41188,41767,42692,43575,44528,45749,46211,47459,48550,49472,51250,51627,48929,53299,54754,55992,56773,57114,57814,58104,58476,59229,60507,61432,62102,63174,63397,64585,65098,65767,66624,68050,69156,70213,71151,71672,72146,73231,74258,75893,77096,77902,79585,80355,81403,82839,84164,85834,87748,88942,89220,90518,91509,93051,95124,97267,98213,99036,100603,100513,101332,101158,102912,104156,104718,105420,106015
"46","4","South Dakota",911,968,983,875,741,694,672,708,767,797,872,925,975,998,988,960,889,856,860,850,876,939,908,1000,997,946,947,928,908,889,879,884,886,931,954,1033,1015,1078,1157,1195,1119,1152,1161,1136,1045,991,1040,1095,1143,1244,1342,1380,1316,1254,1280,1313,1420,1473,1471,1534,1477,1431,1416,1395,1378,1385,1397,1447,1484,1541,1633,1649,1717,1688,1697,1726,1706,1697,1745,1768,1804,1828,1876,1912,1923,1963,2028,2088,2101,2170,2196,2215,2256,2317,2419,2510,2537,2626,2797,3056,3131,3424,3505,3961,3766,3453,3441,3421,3697,3804,3949,3998,3934,3853,3658,3915,4313,4171,4374,4646,4855,4929,5009,5465,5371,5511,5705,5897,5876,5092,5461,6072,6282,6395,6678,6714,6642,6815,6835,7096,6859,7005,7095,7302,7872,8027,8218,8287,8290,8342,8346,8382,8458,8623,8805,8877,9028,9124,9225,9420,9670,9647,9705,9535,10090,10210,10315,10537,11028,11224,11429,11568,11639,11873,11903,12174,12467,12695,12780,12988,13081,13337,13213,13559,13970,14114,14145,14478,14288,14306,14478,14745,15434,15840,16125,16132,15909,16207,16477,16557,17133,17340,17547,17969,17929,18339,18529,18971,19260,19505,19569,19709,19868,20086,20282,20347,20043,20095,20466,20660,21518
"47","5","Tennessee",2996,3125,3145,3144,3052,3048,3088,3123,3351,3352,3392,3532,3689,3797,3809,3838,3804,3884,4018,4091,4161,4238,4278,4265,4305,4220,4251,4336,4399,4503,4556,4661,4745,4816,4913,4946,5025,5066,5099,5086,5117,5186,5302,5393,5475,5588,5692,5760,5683,5812,5797,5848,5966,6050,6150,6324,6340,6463,6566,6643,6692,6827,6957,7108,7238,7308,7459,7641,7789,7901,8206,8432,8611,8818,9027,9203,9349,9416,9586,9824,10085,10463,10886,11092,11192,11441,11728,11893,12078,12432,12709,13008,13304,13759,13966,14328,14920,15225,15668,16462,16930,17452,18057,18706,18975,19441,20085,20425,20440,20960,21659,22452,23326,23749,24399,25052,25672,26386,27247,28242,28959,30363,31432,32292,33413,33828,34870,36027,37102,37089,38682,40198,41238,41920,43460,43605,44146,44809,45360,45856,46459,47282,48174,49622,51528,53241,54560,55371,56430,57487,57901,59181,60188,61061,62144,62929,64755,65634,66798,68910,69702,71295,72582,74025,75721,76609,77481,78608,80628,81622,83228,83592,84804,85997,87002,88530,91709,93772,94921,97457,97640,99775,101035,103126,103222,105922,107839,110438,112390,113596,114724,116330,116819,118628,120231,121471,123100,124318,125831,128578,131015,133861,135340,136750,138030,140299,141801,144055,147282,149179,151095,152187,152906,153934,154928,154751,156391,158810,159256,160411,161695
"48","6","Texas",8787,9228,9465,9548,9464,9860,10030,10293,10881,10201,10436,10891,11392,11863,12433,12583,12756,12865,13215,13161,13294,13413,13211,13372,13406,13476,13783,13978,14285,14552,14809,15137,15293,15603,15944,16170,16352,16671,17164,17159,17177,17074,17383,17610,17975,18273,18409,18643,18472,18848,18874,19068,19261,19688,19989,20444,20754,20784,20923,21124,21563,21615,22003,22393,22782,23268,23683,24108,24523,24920,25454,26100,26718,27121,27796,28727,29150,29679,30487,31105,31930,33023,34321,35084,35865,36692,37890,38582,39339,40869,41477,42189,43316,44204,44632,45582,47349,48130,49622,52049,53120,55288,57276,59448,60871,62483,64941,66583,68778,70706,73100,75883,78828,80611,83159,85751,87801,90287,93225,96924,99826,104845,109422,113107,117702,121023,125592,131697,136532,138524,144410,151621,159459,163623,171695,177128,181080,182754,183526,186152,188036,191542,194070,201523,205104,212036,218342,222240,225944,229702,232394,235973,236654,235167,234452,232102,236594,238391,242201,245945,247827,253442,257813,262525,268449,271846,275903,281173,288846,295391,302151,303890,307537,312800,316716,321850,329221,334822,339112,348581,347343,355754,358182,365859,364735,374805,380624,390166,393664,399280,404227,411216,417189,425232,432449,440036,454747,464170,474188,482695,498700,507960,517394,523800,527772,535007,541017,554313,571394,582434,593873,598645,608532,606204,609412,609717,611202,618643,620373,624021,629962
"49","7","Utah",784,810,850,838,839,850,848,851,907,901,948,997,1042,1089,1093,1136,1127,1144,1171,1180,1200,1186,1181,1173,1169,1168,1175,1206,1239,1287,1329,1364,1370,1410,1435,1475,1496,1526,1563,1566,1547,1562,1618,1653,1685,1718,1715,1736,1793,1824,1846,1863,1899,1935,1971,2026,2074,2127,2163,2182,2201,2196,2234,2255,2289,2340,2331,2376,2425,2433,2489,2541,2573,2594,2640,2708,2738,2760,2791,2800,2835,2965,3048,3089,3139,3209,3291,3355,3481,3573,3664,3739,3860,3988,4066,4190,4359,4404,4542,4753,4830,4961,5133,5302,5405,5602,5793,5944,6073,6211,6467,6669,6915,7167,7425,7700,7923,8163,8409,8828,9051,9462,9786,10123,10456,10772,11233,11645,12082,12169,12470,13136,13562,13684,14407,14662,14870,15166,15435,15656,15695,16245,16702,17281,17569,18006,18537,18779,19105,19342,19555,19847,20278,20313,20388,20489,20812,21167,21278,21576,21625,22009,22450,22815,23194,23653,23984,24539,25111,25675,26317,26651,27105,27653,27952,28289,29054,29438,29998,30663,31044,31697,32124,32937,33215,34304,34961,35835,36449,36782,37331,38552,39078,40016,40859,41463,42681,43280,44196,44627,45596,46433,47204,47855,47862,48577,49292,49960,51426,52319,52885,53442,54120,54787,55027,55122,55522,55771,55952,56568,57108
"50","1","Vermont",418,428,438,428,412,416,413,420,437,430,443,462,489,508,506,514,515,511,519,526,532,545,546,548,554,546,544,551,558,564,577,587,604,618,632,642,642,645,649,652,641,653,663,675,686,704,715,731,740,746,750,756,761,768,787,794,800,813,821,825,827,837,850,864,876,895,911,934,946,974,1010,1038,1074,1103,1143,1188,1195,1201,1229,1256,1289,1332,1364,1394,1423,1463,1500,1536,1575,1610,1637,1665,1697,1743,1771,1797,1881,1896,1946,2014,2055,2109,2151,2209,2219,2284,2336,2376,2387,2447,2520,2613,2687,2745,2852,2880,2908,2986,3072,3198,3326,3461,3571,3665,3823,3895,4015,4153,4293,4358,4502,4687,4841,4902,5119,5178,5214,5298,5431,5418,5552,5705,5780,5922,6106,6278,6438,6559,6733,6816,6924,7076,7237,7327,7414,7591,7753,7959,8186,8501,8512,8747,9045,9315,9652,9756,9727,9942,10133,10213,10228,10196,10200,10298,10362,10470,10732,10971,11079,11213,11126,11284,11461,11557,11557,11819,11968,12248,12326,12350,12488,12630,12851,12991,13205,13243,13525,13620,13757,14106,14410,14648,14884,15011,15209,15460,15690,15939,16318,16743,16788,17160,17447,17622,17685,17752,17900,18093,18238,18439,18733
