UT	Glat	Glon	Radius	Dst	Kp	E22.7-29.8eV	E29.8-39.2eV	E39.2-51.5eV	E51.5-67.7eV	E67.7-88.9eV	E88.9-115.0eV	E115.0-151.0eV	E151.0-196.0eV	E196.0-259.0eV	E259.0-342.0eV	E342.0-447.0eV	E447.0-593.0eV	E593.0-776.0eV	E.776-1.03keV	E1.03-1.35kev	E1.35-1.77keV	E1.77-2.31keV	E2.31-3.05keV	E3.05-4.00keV	E4.00-5.28keV	E5.28-6.94keV	E6.94-9.12keV	E9.12-12.0keV	E12.0-15.8keV	E15.8-20.7keV	E20.7-27.3keV	E27.3-35.8keV	E35.8-47.1keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P0.70-1.27eV	P1.27-2.3eV	P2.3-3.3eV	P3.3-3.9eV	P3.94.8eV	P4.8-6.1eV	P6.1-8.1eV	P8.1-10.5eV	P10.5-12.3eV	P12.3-15.8eV	P15.8-20.4eV	P20.4-26.2eV	P26.2-33.1eV	P33.1-42.7eV	P42.7-55.6eV	P55.6-72.2	P72.2-93.6eV	P93.6-124.0eV	P124.0-161.0eV	P161.0-211.0eV	P211.0-276.0eV	P276.0-365.0eV	P365.0-480.0eV	P480.0-626.0eV	P626.0-825.0eV	P.825-1.090keV	P1.09-1.42keV	P1.42-1.87keV	P1.87-2.45keV	P2.45-3.20keV	P3.20-4.20keV	P4.20-5.53keV	P5.53-7.26keV	P7.26-9.53keV	P9.53-12.5keV	P12.5-16.4keV	P16.4-21.6keV	P21.6-28.3keV	P28.3-37.1keV	P37.1-48.7keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
10.792900	-0.189040	103.870000	6.605300 -41	2.0	1.1247e+08	6.1053e+07	3.4084e+07	2.9104e+07	1.5287e+07	1.4442e+07	1.0907e+07	7.5366e+06	4.6285e+06	3.4458e+06	2.5294e+06	1.8067e+06	1.1964e+06	601460	408220	442850	226410	251830	354960	323720	302260	215460	223340	168580	72414	69885	48558	42710	103785	21643.6	12023.8	7468.79	3763.09	1609.99	585.803	226.291	81.9433	37.4633	68.8608	4.67915	0.15568	0.00685642	0.00121546	0.00162114	1.3824e+08	9.0213e+07	6.9087e+07	1.5525e+08	3.2321e+08	5.4037e+08	7.2107e+08	6.4571e+08	3.4575e+08	1.1754e+08	5.4183e+07	2.5637e+07	2.4148e+07	1.0402e+07	4.8627e+06	4.6729e+06	1.728e+06	988310	669320	1.3456e+06	342130	222600	112290	320700	-999	85862	27906	98814	26666	64657	222960	137630	130660	108200	94352	85401	96542	70343	58651	48300	59775.2	15447.2	4169.02	1030.65	153.788	161.489	7.59968	1.84377	0.289495	0.115556	0.0800912	0.0149988	-999	-999	-999	17.826	0.48276	0.12349	6608.8	6321	820.61	744.78	23.335	12.069	166.34	58.826	-0.10038	
10.816800	-0.193120	103.870000	6.605300 -41	2.0	8.3248e+07	5.438e+07	2.7568e+07	2.2345e+07	1.655e+07	1.1279e+07	8.4571e+06	5.5936e+06	4.9426e+06	3.478e+06	1.8995e+06	1.2647e+06	652590	621850	360190	177140	278660	224230	314120	311270	331890	352280	200750	154530	80460	63414	56389	41864	101891	21606.9	11983.1	7438.59	3696.47	1611.91	586.839	226.332	80.0201	38.1289	68.6308	4.68403	0.154906	0.00738624	0.00110327	0.00163236	2.6391e+08	8.3273e+07	4.7497e+07	1.2222e+08	1.3422e+08	1.3828e+08	8.5898e+07	3.0874e+07	4.9102e+07	1.5331e+07	1.9823e+07	0.4069	4.4272e+06	5.3584e+06	2.6745e+06	2.243e+06	1.008e+06	219620	669320	512600	244380	222600	28073	128280	113780	147190	65114	105870	69332	96986	149660	165160	125500	79865	83761	78224	75740	72319	59526	46368	59564.3	15363.3	4230.6	1043.98	158.26	157.136	7.92116	1.47645	0.196875	0.113044	0.104819	0.0132799	-999	-999	-999	6.684	0.5301	0.11288	6395.6	5689.7	815.62	936.66	4.9251	51.672	96.858	-16.421	-0.1018	
10.840600	-0.194480	103.870000	6.605300 -41	2.0	9.8833e+07	5.9718e+07	4.0349e+07	2.1218e+07	1.5147e+07	1.2544e+07	9.1685e+06	7.6543e+06	6.2877e+06	2.8017e+06	1.7793e+06	1.3009e+06	1.1556e+06	672820	184100	309990	309140	258730	301560	328700	256820	275220	205770	151520	96552	64708	55867	41441	101581	21605.8	11870.9	7438.42	3671	1602.96	587.281	224.425	80.0786	40.0915	68.7615	4.71347	0.156399	0.00691703	0.00137753	0.00154344	1.2567e+07	1.3879e+07	6.0451e+07	9.5793e+07	1.1504e+08	1.5145e+08	1.3643e+08	9.5195e+07	6.4773e+07	4.4291e+07	3.1056e+07	2.3073e+07	8.0494e+06	6.6192e+06	5.1059e+06	373830	2.3039e+06	988310	1.0876e+06	1.0252e+06	48876	445200	477240	0.0063578	211300	122660	167440	105870	85331	125270	198530	165160	142700	94034	87612	82530	81074	76271	59526	53667	59167.7	15056.8	4214.43	1016.59	162.828	155.351	7.93412	1.39559	0.238749	0.113044	0.107258	0.0141059	-999	-999	-999	6.2822	0.49087	0.11396	6070.6	6453.4	862.71	787.78	94.267	0.49081	79.284	-61.579	-0.10175	
10.864500	-0.195840	103.870000	6.605300 -41	2.0	8.502e+07	5.2712e+07	3.3833e+07	2.5161e+07	1.655e+07	1.3599e+07	1.5966e+07	8.9497e+06	4.8904e+06	2.0288e+06	1.587e+06	1.084e+06	761360	499520	520280	328970	300430	286330	414640	258980	266700	272070	230870	158540	107010	71826	65266	45247	100523	21488.1	11668.1	7384.24	3668.78	1601.03	592.663	225.82	81.1025	38.5562	69.0997	4.71118	0.156704	0.00694992	0.00136506	0.00160431	10.417	1.8043e+08	1.8135e+08	2.9068e+08	5.0125e+08	5.4089e+08	4.915e+08	2.8044e+08	1.4313e+08	6.7288e+07	3.5682e+07	1.8459e+07	1.5294e+07	1.1662e+07	5.8353e+06	3.5514e+06	1.44e+06	2.9649e+06	585650	704830	146630	1.113e+06	364950	427600	292570	196260	288360	119990	202660	169720	219910	204160	128940	91458	86650	76789	70407	73900	59526	48944	59239.4	15061.9	4172.76	984.296	160.848	154.209	8.09314	1.56323	0.227975	-999	0.0913229	0.0124558	-999	-999	-999	13.828	0.51733	0.10535	5849.8	6341.6	863.27	933.99	90.769	16.837	111.63	23.572	-0.10054	
10.888400	-0.198560	103.870000	6.605300 -41	2.0	6.5536e+07	2.3687e+07	1.4536e+07	1.2768e+07	9.2566e+06	6.4303e+06	5.2165e+06	4.1216e+06	4.1481e+06	2.8339e+06	1.8514e+06	813030	598210	305830	232120	265710	204640	258730	288990	244040	233110	242190	193230	152520	86092	66649	52735	29178	98377.5	21291.1	11529.8	7306.87	3657.25	1588.23	600.263	226.594	82.3291	37.8542	69.1076	4.70351	0.153934	0.00754207	0.00127156	0.00173894	7.5402e+07	-999	5.6133e+07	6.2761e+07	4.6565e+07	3.7313e+07	5.7266e+07	3.3447e+07	2.4029e+07	1.2776e+07	5.2862e+06	1.5382e+06	804940	7.5648e+06	2.6745e+06	1.6822e+06	1.584e+06	1.0981e+06	501990	-999	146630	296800	168440	149660	48762	183990	111620	127050	170660	169720	171040	142220	101430	92746	91463	72483	89075	73504	65945	46154	58561.1	15554.5	4142.2	998.106	161.958	152.972	8.12956	1.52174	0.229447	-999	0.0962465	0.0139805	-999	-999	-999	4.2358	0.52004	0.079838	6440.2	5974.1	1014.7	1147.9	25.521	11.58	99.336	13.655	-0.10327	
10.912300	-0.201280	103.870000	6.605300 -41	2.0	6.0665e+07	3.2361e+07	1.8044e+07	1.1642e+07	6.8723e+06	2.8462e+06	2.7663e+06	1.8253e+06	1.8339e+06	1.3526e+06	937750	831100	421470	316020	344180	272030	309140	217330	232450	313760	274600	267350	207030	157540	96552	56296	52212	47784	96853.4	21145.6	11456.1	7294.58	3633.84	1575.37	593.343	224.626	80.2475	38.8208	68.9688	4.66903	0.151372	0.00713692	0.00137441	0.00170716	6.2835e+07	6.9394e+07	7.7723e+07	3.3032e+06	3.5608e+07	2.4144e+07	1.6843e+07	3.0874e+07	6.2683e+06	1.2776e+07	7.2685e+06	9.7421e+06	4.0247e+06	3.4672e+06	972540	186920	1.728e+06	1.0981e+06	334660	128150	146630	630700	0.027974	149660	97524	159460	176740	134110	63999	198010	213800	130750	113470	105630	92426	84683	74674	69948	51648	52164	58450	15761.7	4151.94	1018.08	160.934	152.532	7.96359	1.43859	0.231975	-999	0.127738	0.0123863	-999	-999	-999	4.2784	0.5058	0.073186	6605.9	6023.3	1140.3	1337.3	9.6704	40.855	107.2	-8.4185	-0.10353	
10.936200	-0.204000	103.870000	6.605300 -41	2.0	8.9891e+07	5.9718e+07	3.5337e+07	1.5022e+07	1.2482e+07	6.1141e+06	4.2681e+06	2.0019e+06	1.3973e+06	708490	553030	632360	339890	438350	232120	379580	113210	255280	270140	353600	266700	231180	170640	161550	93334	60179	45947	41864	96131.2	21054	11424.2	7270.95	3643.33	1581.53	583.069	221.324	79.2741	38.6028	68.5664	4.62	0.149688	0.0067941	0.00129961	0.00180813	6.2835e+07	9.7152e+07	9.9313e+07	2.048e+08	5.7038e+08	1.0132e+09	1.2578e+09	8.4321e+08	3.4625e+08	8.5174e+07	3.1717e+07	1.4357e+07	1.0062e+07	5.0432e+06	5.5921e+06	4.299e+06	2.3039e+06	109810	1.0876e+06	-999	928650	333900	336870	-999	48762	183990	158130	119990	112000	161640	189360	162870	123780	68272	90501	69612	77341	71528	60110	43578	58786.8	15390.5	4133.46	1001.57	163.285	146.606	8.28219	1.38594	0.223086	-999	0.117491	0.00935897	-999	-999	-999	13.121	0.54651	0.10297	5397.3	5718.4	860.11	944.1	97.852	12.71	95.017	1.4853	-4.3297	
10.960100	-0.205360	103.870000	6.605300 -41	2.0	1.0495e+08	4.8375e+07	3.0074e+07	2.3096e+07	1.5007e+07	1.0858e+07	8.0619e+06	6.0646e+06	3.0565e+06	2.4797e+06	1.2022e+06	903370	448660	428160	440240	278360	335270	286330	235590	328700	244970	217030	218320	161550	96552	69885	59000	43133	95844.5	21069.6	11417.9	7258.11	3626.31	1586.51	584.257	221.853	80.5768	38.9623	68.7729	4.65705	0.14914	0.00691703	0.00139519	0.00182952	1.131e+08	1.9531	4.3179e+07	1.9489e+08	3.4786e+08	9.6368e+08	1.3949e+09	1.3122e+09	6.5379e+08	1.2435e+08	3.9646e+07	1.5895e+07	8.8544e+06	4.0976e+06	6.0784e+06	2.9906e+06	1.728e+06	2.8551e+06	752980	256300	146630	185500	112290	641390	113780	134930	195340	197630	144000	173770	210740	176630	135820	92746	100130	86118	84808	77851	58942	49159	58875.4	15059.7	4061.77	981.903	164.503	145.935	8.12468	1.43249	0.251631	-999	0.135762	0.0101138	-999	-999	-999	13.09	0.50909	0.11627	6457.4	6060.2	837.94	789.13	12.234	-57.84	4.6439	-77.771	-5.403	
10.984000	-0.208080	103.870000	6.605300 -41	2.0	9.4762e+07	5.6113e+07	3.5135e+07	2.8773e+07	1.4058e+07	1.2565e+07	1.0765e+07	5.2403e+06	3.3185e+06	1.8356e+06	673250	813030	407870	458740	312170	398560	187230	217330	248160	288860	242990	278360	158090	145500	98161	57590	53779	33407	95535.6	21150.8	11408.8	7226.14	3589.29	1584.07	594.171	225.659	81.9908	38.6219	69.5877	4.72461	0.149802	0.00698109	0.00136506	0.00169033	1.508e+08	6.2455e+07	4.3179e+07	6.6064e+07	3.5608e+08	1.0203e+09	1.4561e+09	1.3079e+09	5.723e+08	9.795e+07	3.7003e+07	1.0255e+07	7.2445e+06	7.5648e+06	2.9176e+06	934580	2.016e+06	109810	752980	961130	0.027974	556500	449160	235180	211300	183990	195340	49407	128000	185890	256560	107810	85962	99187	86650	69612	79474	69948	61277	49159	59064.8	14885.2	4039.21	993.013	164.551	152.574	7.77281	1.40739	0.213189	-999	0.128876	0.0102957	-999	-999	-999	13.002	0.55708	0.14371	6055.1	5520.7	575.86	652.63	174.18	43.776	94.026	72.138	-5.403	
11.007900	-0.210800	103.870000	6.605300 -41	2.0	1.1522e+08	7.4398e+07	3.8595e+07	1.9528e+07	1.4306e+07	1.1912e+07	8.22e+06	4.7104e+06	2.9255e+06	1.8356e+06	1.2984e+06	849170	802140	672820	352190	354280	226410	231130	307840	291350	244970	294090	239650	152520	100570	64061	74142	41441	94386.1	21192.5	11372.5	7232.94	3600.58	1589.89	593.84	225.133	81.1081	38.0096	69.5272	4.73126	0.149986	0.00704343	0.00108457	0.00158562	1.508e+08	7.6334e+07	7.7723e+07	2.3453e+08	4.7999e+08	1.1215e+09	1.4361e+09	1.4586e+09	7.7288e+08	1.6865e+08	3.436e+07	1.6408e+07	6.4395e+06	5.9888e+06	4.6196e+06	2.6168e+06	1.008e+06	2.4159e+06	2.3426e+06	640750	488760	0.020345	280730	149660	455110	282120	223250	183510	112000	198010	164930	160570	89400	110780	84724	91142	88542	60858	65945	54096	58413.7	14662.2	3984.26	991.23	165.654	149.369	7.90434	1.39615	0.226239	-999	0.0810087	0.00882683	-999	-999	-999	14.183	0.58593	0.13365	5129.2	5743.9	769	715.59	107.02	24.244	178.47	13.853	-5.403	
11.031800	-0.212160	103.870000	6.605300 -41	2.0	7.9706e+07	5.7717e+07	4.3165e+07	2.5537e+07	1.6162e+07	1.1385e+07	7.8248e+06	2.4729e+06	2.4016e+06	740690	721340	578160	503040	336410	328180	221420	152390	203530	248160	249020	254840	187150	204520	161550	92529	56296	50124	30447	93672.6	21300.2	11397.1	7233.58	3602.75	1595.07	584.918	226.34	81.9861	38.5582	69.6835	4.73654	0.15145	0.00649803	0.00124351	0.0016174	5.0268e+07	3.4697e+07	4.3179e+07	7.5974e+07	3.3417e+08	8.8762e+08	1.2906e+09	1.2256e+09	6.5641e+08	1.3713e+08	3.436e+07	1.5382e+07	1.1269e+07	6.9344e+06	4.8627e+06	2.9906e+06	575990	768690	669320	-999	782020	296800	449160	363460	130030	12266	130230	141160	106660	210140	250450	151400	103150	70848	89538	91142	96542	54140	56608	52164	57794.1	14551.9	3954.66	974.921	166.482	145.547	7.84638	1.63451	0.280355	-999	0.0842334	0.00988581	-999	-999	-999	12.845	0.5438	0.1344	6104.6	5652.3	703.15	657.5	36.135	-6.3738	13.007	-74.528	-5.403	
11.055700	-0.214880	103.870000	6.605300 -41	2.0	8.502e+07	5.4047e+07	2.9573e+07	2.5724e+07	1.8373e+07	1.1596e+07	7.8248e+06	6.0646e+06	3.6678e+06	1.6746e+06	1.5629e+06	794970	312700	672820	344180	278360	317850	262180	223030	239060	278550	207590	166880	130450	91724	60826	54823	45247	93328.6	21218.6	11380.8	7198.11	3603.3	1593.99	584.842	228.055	82.0743	38.008	69.6248	4.71156	0.152222	0.00646686	0.00150531	0.00172211	5.2083	3.4697e+07	5.6133e+07	1.2883e+08	3.7252e+08	7.5148e+08	1.0209e+09	8.2036e+08	3.9142e+08	9.7099e+07	2.2466e+07	2.5637e+07	1.0464e+07	6.6192e+06	5.349e+06	2.6168e+06	1.296e+06	1.0981e+06	1.757e+06	961130	439890	593600	84218	128280	146290	122660	148830	49407	128000	198010	216850	121580	110030	63119	88575	71048	81608	67972	58651	55384	57468.1	14375.6	3926.2	963.284	159.144	143.218	7.26763	1.72571	0.243049	-999	0.0841005	0.012269	-999	-999	-999	21.516	0.58915	0.12509	5726	5216.7	672.72	769.57	8.1493	-41.657	90.315	11.473	-0.1003	
11.079600	-0.216240	103.870000	6.605300 -41	2.0	9.3433e+07	5.3713e+07	3.4084e+07	1.934e+07	1.5147e+07	1.1174e+07	7.4296e+06	4.1216e+06	3.5368e+06	1.9322e+06	1.4186e+06	560090	462250	377190	368200	291010	265600	241480	295270	261470	264720	199730	225850	128440	83678	67296	56389	32561	92449	20993.7	11265.1	7164.94	3558.6	1581.17	587.115	220.722	80.0942	37.0395	68.8239	4.67341	0.150692	0.0073291	0.00145856	0.00175536	3.5807	9.0213e+07	5.1815e+07	1.5195e+08	4.1413e+08	1.0841e+09	1.2861e+09	9.5256e+08	4.4187e+08	8.4323e+07	3.1717e+07	9.7421e+06	8.0494e+06	7.2496e+06	2.4314e+06	186910	2.016e+06	1.9766e+06	501990	256300	391010	-999	224580	213800	113780	147190	139530	105870	128000	193970	164930	130750	56735	87594	88575	66024	77874	54140	54274	47871	57416.1	14296.2	3859.87	955.383	151.265	140.487	7.32668	1.46699	0.210252	-999	0.100171	0.0130394	-999	-999	-999	10.713	0.55398	0.12027	5912	5196.8	872.26	750.37	174.81	89.719	168.84	-86.227	-5.403	
11.103500	-0.220320	103.870000	6.605400 -41	2.0	8.502e+07	3.4029e+07	2.5814e+07	1.7275e+07	1.0379e+07	8.7494e+06	6.4021e+06	5.358e+06	4.0608e+06	2.3831e+06	1.4908e+06	1.0118e+06	897310	377190	432230	360600	222060	286330	342390	328700	266700	262640	225850	123420	65173	62120	54301	49053	91509.1	20951	11218.4	7150.3	3541.69	1560.75	585.536	216.438	79.5665	37.4248	68.3572	4.60074	0.149111	0.00747973	0.00114441	0.00178756	0	9.0213e+07	4.7497e+07	2.5435e+08	6.1356e+08	9.2005e+08	9.1281e+08	5.2993e+08	1.9118e+08	5.5363e+07	2.4449e+07	1.487e+07	9.2568e+06	5.6736e+06	2.1882e+06	2.4299e+06	3.0239e+06	658880	1.9243e+06	192230	391010	630700	393020	513110	308830	380250	223250	162340	106660	149520	201580	119280	91119	87594	88575	64589	86408	61254	53107	50232	57432.9	14281.2	3826.55	957.367	153.03	139.294	7.72203	1.57387	0.320595	-999	0.0913606	0.013194	-999	-999	-999	9.2653	0.51861	0.093437	6098.6	5696.1	895.02	985.22	18.346	-41.415	102.44	22.895	-4.3297	
11.127400	-0.221680	103.870000	6.605400 -41	2.0	7.085e+07	3.7699e+07	2.1804e+07	1.3519e+07	1.0098e+07	5.6924e+06	6.0069e+06	4.8281e+06	3.1002e+06	2.2865e+06	1.5148e+06	1.2828e+06	693380	336410	432230	322640	209000	293230	279570	356090	353620	245340	212050	136470	88506	56943	61611	38904	92047.1	21044.4	11327.4	7178.47	3579.71	1577.36	575.075	216.724	78.8238	38.1094	68.075	4.57495	0.148641	0.00776023	0.00107288	0.00185487	5.0268e+07	1.3185e+08	1.684e+08	2.3783e+08	3.7526e+08	4.0941e+08	3.1553e+08	2.8711e+08	1.2781e+08	2.5552e+07	1.1233e+07	2.5637e+06	7.647e+06	1.576e+06	2.1882e+06	3.3645e+06	863980	1.4276e+06	1.506e+06	1.0893e+06	537640	0.071208	505310	149660	308830	85862	232550	190570	181330	129310	177150	105520	87681	90170	85687	73918	89608	68762	54566	51091	57105.5	14108	3804.83	960.456	149.347	137.398	7.40828	1.68494	0.38215	0.113044	0.0816269	0.0118177	-999	-999	-999	12.267	0.55381	0.090609	5767.6	5431.2	1110.4	1018.4	9.5436	-70.959	12.942	-15.425	-0.10063	
11.151300	-0.224400	103.870000	6.605400 -41	2.0	6.9079e+07	3.5364e+07	1.8044e+07	8.6374e+06	6.0308e+06	7.5899e+06	3.9519e+06	4.5337e+06	2.7072e+06	2.0933e+06	1.6591e+06	1.2105e+06	462250	479130	416220	303670	252540	210430	339250	296330	316090	257920	229610	131450	75632	51767	73620	42287	92763.2	21123.4	11413.6	7137.34	3587.28	1581.78	573.112	218.893	79.647	38.294	68.536	4.61859	0.147583	0.00779139	0.00130896	0.00189601	1.8851e+08	4.8576e+07	5.1815e+07	7.5974e+07	6.2999e+07	5.9262e+07	6.4003e+07	4.3738e+07	1.776e+07	4.2587e+06	1.3215e+07	7.6911e+06	2.8173e+06	6.304e+06	2.9176e+06	2.0561e+06	0.05722	439250	1.0876e+06	-999	1.2219e+06	445200	421090	342080	276320	196260	204640	176450	160000	157600	192420	103220	73927	90170	65469	63153	82674	69553	52231	51950	56603.1	13970.5	3788.36	939.274	149.064	138.151	7.24094	1.44802	0.286757	0.113044	0.10255	0.00980517	-999	-999	-999	4.3643	0.5057	0.075161	6339.4	5814.5	1151.1	1298.6	19.827	-41.277	102.73	-0.02786	-0.1035	
11.175200	-0.225760	103.870000	6.605400 -41	2.0	7.1293e+07	3.1694e+07	1.5789e+07	8.6374e+06	5.049e+06	4.4274e+06	2.9244e+06	2.2374e+06	1.8339e+06	515260	553030	668490	543830	407770	216120	278360	317850	286330	348680	271430	252870	204450	202010	156540	103790	67296	65266	42287	91965	21153.5	11386.3	7080.88	3562.03	1565.45	576.518	224.172	81.1632	39.1763	69.6458	4.58836	0.145772	0.00738624	0.00138376	0.00167911	1.0054e+08	6.9394e+07	4.3179e+07	2.3122e+07	4.9304e+07	1.7559e+07	2.0211e+07	1.2864e+07	1.2537e+07	4.2587e+06	5.9469e+06	7.6911e+06	1.0579	1.576e+06	2.4314e+06	2.4299e+06	2.016e+06	988310	167330	640750	391010	222600	196510	577250	178790	183990	139530	14116	176000	226300	119120	96343	77366	94034	75096	71048	83208	53350	55149	49803	55796.5	13834.6	3701.2	908.06	148.958	137.812	7.35207	1.35898	0.27754	0.113044	0.0995992	0.00921913	-999	-999	-999	3.0615	0.52025	0.067285	6315.3	5640.5	1212.9	1456.4	175.43	-87.061	94.917	8.8657	-0.10679	
11.199100	-0.227120	103.870000	6.605400 -41	2.0	7.0407e+07	3.036e+07	1.8796e+07	1.4834e+07	2.805e+06	2.7408e+06	3.7938e+06	1.7664e+06	2.0959e+06	1.5136e+06	985840	849170	747760	560680	224120	259380	283020	244930	248160	323720	256820	257920	209540	137470	71609	54355	67876	47784	89835.1	20744.8	11238.2	6973.78	3514.67	1548.91	579.081	223.609	79.7343	38.4083	69.3292	4.48118	0.144089	0.00709363	0.00143051	0.00150106	1.131e+08	2.7758e+07	6.4769e+07	6.6064e+07	6.026e+07	3.9508e+07	1.8527e+07	1.6723e+07	7.3131e+06	6.8139e+06	1.1233e+07	1.1793e+07	1.6099e+06	2.2064e+06	4.3764e+06	1.8692e+06	2.016e+06	1.0981e+06	334660	-999	391010	964600	617600	320700	308830	159460	148830	112930	90665	250550	140500	103220	79085	105630	73171	86118	99743	60068	46395	55170	55251.1	13456.8	3601.06	910.261	151.028	133.597	7.29738	1.24499	0.287286	-999	0.0835338	0.0120774	-999	-999	-999	3.3599	0.52361	0.060704	5447.5	5941.1	1438	1309	84.084	-15.828	77.158	-77.115	-0.10441	
11.222900	-0.229840	103.870000	6.605400 -41	2.0	6.9079e+07	4.2036e+07	1.8295e+07	1.1454e+07	7.2931e+06	3.1624e+06	2.6873e+06	3.5917e+06	873290	740690	504940	849170	244720	356800	256140	278360	169810	151790	282710	281390	241020	250050	185700	125430	83678	56296	49080	29601	88598.3	20353.3	11049.8	6855.75	3477.01	1528.35	579.496	218.818	76.0613	37.3933	67.9425	4.37156	0.140436	0.00663826	0.00134636	0.00162301	1.2567e+08	1.1797e+08	1.1658e+08	2.9399e+08	5.7645e+08	1.0405e+09	1.1137e+09	7.2487e+08	2.3452e+08	4.5994e+07	2.4449e+07	4.6147e+06	7.2445e+06	6.304e+06	3.1608e+06	186920	0.061035	-999	1.004e+06	576680	439890	296800	168440	299320	373840	257590	55812	176450	186660	181850	131330	96343	82523	63119	63543	75354	79474	60858	58942	55599	54994.1	13078.1	3569.56	903.611	156.589	130.84	6.70004	1.11247	0.244124	-999	0.0874191	0.0132905	-999	-999	-999	22.528	0.49784	0.071217	5608.8	6044.1	1197.2	1063.6	96.828	4.5378	29.553	-62.061	-0.10024	
11.246800	-0.232560	103.870000	6.605400 -41	2.0	7.0493e+07	2.9692e+07	1.4285e+07	6.5719e+06	3.366e+06	3.3733e+06	3.6358e+06	1.7664e+06	960620	1.0949e+06	480900	849170	380680	377190	184100	309990	169810	224230	213600	268940	241020	251630	190720	120410	69196	60179	43858	30024	88038.4	20160.8	10934.3	6843.19	3460.1	1515	572.886	213.104	73.0103	36.4826	66.4239	4.3154	0.139019	0.00666943	0.00112197	0.00172024	8.797e+07	4.8576e+07	6.9087e+07	2.1141e+08	5.4025e+08	9.519e+08	1.2402e+09	9.3883e+08	4.1851e+08	4.4291e+07	1.3876e+07	1.2306e+07	6.4395e+06	8.5104e+06	3.647e+06	2.9906e+06	2.1599e+06	1.0981e+06	1.1713e+06	64075	537640	630700	112290	256560	146290	-999	-999	28233	160000	193970	177150	66523	103150	87594	77022	73201	83208	58487	53982	53238	54846.6	12948.3	3558.86	908.312	149.11	128.55	6.02381	1.27243	0.192877	-999	0.0893675	0.0113897	-999	-999	-999	12.798	0.50709	0.06456	5456.9	5845.1	1083	1193.7	108.37	38.663	113.93	-8.7012	-4.3297	
11.270700	-0.235280	103.870000	6.605400 -41	2.0	5.668e+07	3.0026e+07	1.0526e+07	8.4496e+06	5.1893e+06	3.3733e+06	1.1856e+06	1.0598e+06	1.6156e+06	1.256e+06	577080	415550	367080	91748	320170	265710	178520	200090	245020	226600	280530	201300	195740	118400	67586	60179	52735	29601	86582.1	19808.8	10856	6804.47	3416.77	1505.63	564.189	205.31	72.18	36.3256	65.3096	4.21989	0.136543	0.00604612	0.00114067	0.00163984	13.672	6.9394e+07	6.4769e+07	1.9489e+08	4.0044e+08	5.2982e+08	4.8676e+08	3.0874e+08	1.4208e+08	3.7477e+07	2.8413e+07	7.1784e+06	1.0867e+07	1.576e+06	3.1608e+06	2.4299e+06	1.728e+06	439250	836650	192230	635390	185500	168440	149660	292570	171720	213950	63523	192000	193970	125220	103220	77366	83729	77022	91860	81074	50979	58067	59678	54984.4	12858.9	3581.79	926.545	153.124	126.523	6.46917	1.30848	0.192877	-999	0.0836921	0.0104034	-999	-999	-999	11.731	0.42903	0.052159	6604	6875.3	1284.9	1487	123.46	-21.591	104.31	-5.1521	-0.10048	
11.294600	-0.236640	103.870000	6.605400 -41	2.0	5.9779e+07	4.0368e+07	1.6541e+07	8.2618e+06	5.61e+06	4.2166e+06	3.0035e+06	1.7075e+06	1.3099e+06	1.4814e+06	745390	234880	557420	407770	288150	284690	217710	255280	210460	283880	235090	234330	200750	111380	66782	66002	55867	33830	86330.3	19537.9	10835.3	6741.74	3380.49	1498.34	557.703	200.927	72.3809	36.0968	64.9138	4.10501	0.133453	0.00576563	0.00140246	0.00152765	1.8851e+08	0	1.3386e+08	2.9729e+08	5.2708e+08	8.902e+08	9.1341e+08	6.7625e+08	2.7506e+08	7.7509e+07	2.7752e+07	1.7433e+07	1.3684e+07	1.0402e+07	6.5647e+06	3.5514e+06	3.0239e+06	3.2944e+06	1.8406e+06	897050	830890	630700	449160	363460	373840	73596	130230	112930	165330	226300	140500	84874	146130	94034	70282	71765	84275	45841	54857	54740	54620.3	12855.2	3658.74	929.239	145.469	125.249	6.50411	1.13657	0.192322	0.113044	0.0789912	0.0097358	-999	-999	-999	19.52	0.58225	0.060226	4854.9	5350.7	1187.1	1386.2	107.88	-10.471	108.73	-6.4429	-0.10028	
