UT	Glat	Glon	Radius	Dst	Kp	E22.7-29.8eV	E29.8-39.2eV	E39.2-51.5eV	E51.5-67.7eV	E67.7-88.9eV	E88.9-115.0eV	E115.0-151.0eV	E151.0-196.0eV	E196.0-259.0eV	E259.0-342.0eV	E342.0-447.0eV	E447.0-593.0eV	E593.0-776.0eV	E.776-1.03keV	E1.03-1.35kev	E1.35-1.77keV	E1.77-2.31keV	E2.31-3.05keV	E3.05-4.00keV	E4.00-5.28keV	E5.28-6.94keV	E6.94-9.12keV	E9.12-12.0keV	E12.0-15.8keV	E15.8-20.7keV	E20.7-27.3keV	E27.3-35.8keV	E35.8-47.1keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P0.70-1.27eV	P1.27-2.3eV	P2.3-3.3eV	P3.3-3.9eV	P3.94.8eV	P4.8-6.1eV	P6.1-8.1eV	P8.1-10.5eV	P10.5-12.3eV	P12.3-15.8eV	P15.8-20.4eV	P20.4-26.2eV	P26.2-33.1eV	P33.1-42.7eV	P42.7-55.6eV	P55.6-72.2	P72.2-93.6eV	P93.6-124.0eV	P124.0-161.0eV	P161.0-211.0eV	P211.0-276.0eV	P276.0-365.0eV	P365.0-480.0eV	P480.0-626.0eV	P626.0-825.0eV	P.825-1.090keV	P1.09-1.42keV	P1.42-1.87keV	P1.87-2.45keV	P2.45-3.20keV	P3.20-4.20keV	P4.20-5.53keV	P5.53-7.26keV	P7.26-9.53keV	P9.53-12.5keV	P12.5-16.4keV	P16.4-21.6keV	P21.6-28.3keV	P28.3-37.1keV	P37.1-48.7keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
3.816000	0.408230	103.740000	6.601700 -60	4.0	3.5052e+08	2.5147e+08	1.6499e+08	1.0445e+08	5.624e+07	4.2292e+07	2.2684e+07	1.8959e+07	1.1527e+07	9.1781e+06	4.7849e+06	3.7038e+06	2.4744e+06	1.8068e+06	1.3287e+06	1.0565e+06	923070	1.1384e+06	1.6412e+06	1.7614e+06	1.8607e+06	1.3503e+06	926710	752570	510350	261300	105470	74848	237509	50734.3	21809.6	10510.4	4861.9	2202.89	962.001	435.958	165.861	74.7478	92.5885	9.01495	0.278225	0.0184188	0.00181385	0.00116678	1.508e+08	1.3185e+08	3.4544e+07	3.6335e+07	3.2869e+07	1.9754e+07	4.0423e+07	1.2864e+07	1.3581e+07	2.6404e+07	2.3127e+07	1.1793e+07	6.4395e+06	7.5648e+06	-999	8.2243e+06	5.0399e+06	2.0864e+06	2.3426e+06	1.9222e+06	1.564e+06	964600	617600	320700	422610	515170	241850	190570	250660	64657	103840	18351	75646	64407	108790	114820	83208	65601	44061	47871	60515.2	8036.51	1622.42	404.98	76.7273	250.489	12.1969	2.75	0.246942	-999	0.127327	0.0101209	-999	-999	-999	5.4359	0.65694	0.40861	3935.4	4573.9	754.91	1054.8	97.092	18.636	106.33	-2.0731	-0.13844	
3.839900	0.406870	103.740000	6.601700 -60	4.0	3.2704e+08	2.3558e+08	1.4845e+08	9.604e+07	5.4664e+07	3.5882e+07	2.4818e+07	1.6781e+07	1.227e+07	7.2137e+06	4.7368e+06	2.7643e+06	2.5696e+06	1.4068e+06	1.5384e+06	1.1641e+06	997090	1.1591e+06	1.5933e+06	1.7562e+06	1.7367e+06	1.4189e+06	960030	697680	510010	258310	123740	106140	245915	52422.1	21797.5	10516.8	4911.9	2205.32	974.231	441.63	168.617	76.5786	92.196	9.0357	0.27916	0.018824	0.00200084	0.00121165	2.2621e+08	5.5515e+07	2.5908e+07	5.2851e+07	5.7521e+07	6.5847e+06	1.179e+07	1.2864e+06	2.1939e+07	-999	1.1233e+07	1.1793e+07	4.0247e+06	5.9888e+06	1.9451e+06	3.5514e+06	3.5999e+06	658880	501990	1.8582e+06	782020	371000	84218	277940	276320	85862	195340	303500	112000	125270	58031	27527	99716	79865	93389	96165	75207	63230	48146	44222	61280.1	8119.47	1628.95	397.296	78.6559	259.131	12.3671	2.98271	0.292758	-999	0.11137	0.00903103	-999	-999	-999	5.8389	0.67351	0.39189	3814.3	4612.2	824.53	1107.9	88.739	8.7517	108.15	-4.6169	-0.13421	
3.863800	0.406870	103.740000	6.601700 -60	4.0	3.7587e+08	2.5982e+08	1.6557e+08	9.361e+07	5.1813e+07	3.3733e+07	2.6162e+07	1.8076e+07	1.0305e+07	7.4069e+06	4.9773e+06	3.3967e+06	2.6512e+06	1.5189e+06	1.2247e+06	1.2589e+06	910010	1.0832e+06	1.5933e+06	1.8417e+06	1.7983e+06	1.3021e+06	887140	720250	493950	207070	120610	79500	253504	53675.9	21604.2	10517	4906.51	2210.93	980.944	437.218	171.549	76.4616	92.5934	9.07813	0.281653	0.0186682	0.00173905	0.00129766	3.7701e+07	4.1637e+07	6.4769e+07	8.258e+07	2.4652e+07	4.3898e+07	3.3686e+07	2.1869e+07	-999	1.0221e+07	8.59e+06	2.3586e+07	2.4148e+06	5.9888e+06	4.3764e+06	4.486e+06	3.3119e+06	1.6472e+06	501990	768900	1.3685e+06	333900	336870	320700	308830	208520	176740	289380	208000	133360	64139	68817	77366	81153	94352	91142	90142	69157	46103	47442	61229.3	7953.5	1619.62	401.833	77.736	267.013	12.9128	2.83422	0.254322	0.108333	0.0916075	0.012492	-999	-999	-999	5.861	0.59793	0.39687	4375.9	5028.2	785.4	1065.7	93.135	6.6729	107.82	-4.0939	-0.13238	
3.887700	0.405510	103.740000	6.601700 -60	4.0	3.1888e+08	2.2536e+08	1.296e+08	8.2198e+07	4.9816e+07	3.8476e+07	2.5213e+07	1.9195e+07	1.1309e+07	7.2459e+06	4.3281e+06	3.5231e+06	2.5152e+06	1.6311e+06	1.3287e+06	1.1324e+06	966610	1.0315e+06	1.6906e+06	1.7878e+06	1.6372e+06	1.2879e+06	928830	712780	455790	245400	149330	98952	262388	54719.3	21290.5	10525.5	4920.65	2220.21	984.572	442.003	171.733	75.8112	93.3275	9.06288	0.282186	0.0183253	0.00173905	0.00128457	6.2835e+07	1.943e+08	3.8862e+07	4.9548e+07	7.1216e+07	4.1703e+07	2.1896e+07	7.7185e+06	3.761e+07	2.3849e+07	1.3876e+07	7.1784e+06	1.2074e+06	7.5648e+06	3.647e+06	-999	4.4639e+06	2.7453e+06	1.506e+06	1.73e+06	830890	1.113e+06	729890	299320	357590	269850	251150	239980	202660	109110	64139	41290	27508	95323	82798	92577	85875	63625	45520	46154	61232.8	7793.57	1586.68	412.121	75.6538	270.042	12.5411	3.0031	0.209442	0.108333	0.0845153	0.013871	-999	-999	-999	5.3976	0.617	0.36791	4204.2	4784.7	841.13	1145.6	90.216	8.0743	108.19	-3.2944	-0.13895	
3.911600	0.405510	103.740000	6.601700 -60	4.0	3.7302e+08	2.289e+08	1.4023e+08	8.7742e+07	5.757e+07	4.0731e+07	2.545e+07	1.7311e+07	1.0567e+07	6.5696e+06	4.2078e+06	2.4752e+06	2.1481e+06	1.7432e+06	1.1766e+06	1.2526e+06	988380	1.2074e+06	1.6252e+06	1.5415e+06	1.6415e+06	1.3113e+06	918470	668150	453150	254300	134710	109950	272016	56010.9	21221.1	10531.1	4947.7	2236.9	985.77	443.596	167.373	76.165	93.2526	9.08059	0.283059	0.0177955	0.00209434	0.00132945	8.797e+07	1.3879e+07	8.2041e+07	1.9819e+07	3.013e+07	5.9262e+07	6.7371e+06	1.0291e+07	2.1939e+07	0.36621	2.4449e+07	5.6402e+06	3.2198e+06	3.4672e+06	1.2157e+06	186920	2.016e+06	2.8551e+06	0.08138	897050	1.2219e+06	445200	449160	277940	406350	98129	55812	148220	58665	76780	54976	45878	61892	86306	74133	83965	73607	75085	37641	38426	61764.5	7844.47	1559	410.687	76.6529	273.007	12.1085	2.83511	0.285738	-999	0.0794548	0.0105655	-999	-999	-999	4.4366	0.52187	0.37545	4593.5	5035.1	829.53	1103.3	82.136	5.6328	108.78	-4.0728	-0.15638	
3.935500	0.404150	103.740000	6.601700 -60	4.0	3.6371e+08	2.1468e+08	1.4786e+08	8.523e+07	5.4111e+07	3.797e+07	2.5134e+07	1.8194e+07	1.0349e+07	7.9222e+06	4.304e+06	3.3063e+06	2.0665e+06	1.4884e+06	1.0966e+06	1.1008e+06	1.1059e+06	1.2151e+06	1.6969e+06	1.688e+06	1.6616e+06	1.2437e+06	846230	670740	455530	241360	144110	100640	286703	58234.7	21616.1	10596.6	4956.09	2221.75	982.224	436.587	165.961	76.9073	92.5046	9.09661	0.287523	0.0189487	0.00224393	0.00126027	1.2567e+08	6.9394e+07	-999	3.6335e+07	2.7391e+06	3.5118e+07	1.6843e+07	1.4151e+07	2.6118e+07	6.8139e+06	1.5858e+07	512740	6.0371e+06	7.88e+06	3.8902e+06	2.9906e+06	2.7359e+06	3.1846e+06	501990	576670	537640	1.1872e+06	252650	513110	552640	220790	213950	197630	112000	113150	15271	11469	37823	91458	79910	80377	80007	60463	42018	45080	62346.6	7860.5	1567.38	416.469	76.2439	281.536	12.0355	2.55585	0.28524	-999	0.0742465	0.0102388	-999	-999	-999	4.5479	0.57194	0.38458	4277.3	4903.7	812.51	1067.4	96.63	15.319	109.08	-1.7717	-0.15306	
3.959400	0.404150	103.740000	6.601700 -60	4.0	3.5168e+08	2.3257e+08	1.4331e+08	9.4896e+07	5.1687e+07	3.8712e+07	2.7031e+07	1.4602e+07	1.3187e+07	6.9883e+06	4.304e+06	3.1979e+06	2.5424e+06	1.784e+06	1.4008e+06	1.183e+06	1.0711e+06	1.4366e+06	1.7363e+06	1.7015e+06	1.6342e+06	1.2324e+06	872290	643920	449780	264130	140450	114170	300268	59723.2	21797.3	10637.2	4950.75	2212.57	972.722	435.428	167.378	75.6129	91.8411	8.99346	0.28272	0.019759	0.00222523	0.0011593	3.5188e+08	1.1797e+08	8.6359e+07	4.6245e+07	1.0956e+07	2.6339e+07	3.7054e+07	1.9296e+07	1.985e+07	9.3692e+06	1.5198e+07	4.1019e+06	1.6099e+06	2.2064e+06	5.349e+06	4.299e+06	4.0319e+06	658880	-999	1.9223e+06	684270	853300	364950	555870	97524	392510	232550	367020	170660	40411	79410	82580	39542	77289	89538	88271	78407	70343	49897	45080	62770.8	7833.11	1555.24	436.105	77.34	294.157	12.0826	2.72296	0.238364	-999	0.0844415	0.0100098	-999	-999	-999	5.7225	0.64035	0.38484	4186.2	4732.5	817.07	1076.8	92.864	4.8172	108.2	-7.0196	-0.13297	
3.983300	0.402790	103.740000	6.601700 -60	4.0	3.7297e+08	2.4744e+08	1.5444e+08	8.9667e+07	5.1807e+07	3.3964e+07	2.2842e+07	1.7546e+07	1.2881e+07	8.0832e+06	5.0735e+06	3.5989e+06	1.9034e+06	1.4476e+06	1.1126e+06	778140	962260	1.0211e+06	1.5109e+06	1.6951e+06	1.5859e+06	1.1861e+06	899330	660220	408580	230490	149330	104450	311097	59545.2	21522.6	10652.3	5004.11	2231.17	978.275	441.603	169.856	74.0922	92.133	8.99356	0.281367	0.0210367	0.00203824	0.00123409	1.131e+08	6.9394e+07	6.4769e+07	3.3032e+07	4.1086e+07	1.0975e+07	2.8633e+07	1.4151e+07	3.1342e+06	1.7887e+07	7.2685e+06	-999	9.6593e+06	1.2608e+06	4.6196e+06	3.1776e+06	3.5999e+06	1.757e+06	2.0916e+06	1.0252e+06	1.0264e+06	519400	56145	363460	357590	122660	176740	211740	170660	153560	64139	11469	68769	105630	80873	91860	72540	68762	40559	38855	62696.5	7830.25	1555.51	446.135	76.9035	297.609	11.3012	3.03901	0.294487	-999	0.0867686	0.01067	-999	-999	-999	5.2044	0.56129	0.3739	4346.2	5124.5	810.53	1081.1	98.15	9.9604	106.84	-2.4091	-0.13832	
4.007100	0.402790	103.740000	6.601700 -59	4.0	3.3354e+08	2.6019e+08	1.5437e+08	9.9567e+07	6.1712e+07	3.7317e+07	2.6478e+07	1.8312e+07	1.2051e+07	7.5679e+06	4.0636e+06	3.0895e+06	2.6104e+06	1.6617e+06	1.4728e+06	1.2906e+06	1.1277e+06	1.2805e+06	1.5298e+06	1.6509e+06	1.5255e+06	1.1231e+06	836480	616630	421460	226480	172300	124750	318387	59049.9	21383.1	10750.1	5069.03	2259.12	990.678	451.594	171.873	74.3572	92.6577	9.12997	0.286934	0.0211614	0.00215044	0.00140611	2.8904e+08	1.4573e+08	1.2522e+08	-999	3.8347e+07	5.9262e+07	2.1896e+07	2.4442e+07	1.4626e+07	1.7887e+07	1.8502e+07	2.5637e+06	1.0464e+07	7.2496e+06	5.349e+06	2.9906e+06	5.0399e+06	3.4042e+06	2.5936e+06	1.9863e+06	684270	927500	814110	726910	471370	478380	427890	374080	234660	165680	54976	66523	80804	87594	92426	99036	94942	56511	46687	50447	62883	7800.2	1595.65	440.229	76.813	296.161	12.1402	3.59043	0.277079	-999	0.103844	0.0112089	-999	-999	-999	5.9539	0.72546	0.40424	3851.6	4214.4	782.2	1027.5	91.269	4.0925	103.86	-2.8957	-0.13117	
4.031000	0.402790	103.740000	6.601700 -59	4.0	3.6752e+08	2.5193e+08	1.5391e+08	9.5165e+07	5.9587e+07	4.063e+07	2.4739e+07	1.7605e+07	1.1178e+07	6.4086e+06	5.3379e+06	2.7643e+06	2.1345e+06	1.7942e+06	1.3047e+06	1.24e+06	1.0406e+06	962480	1.521e+06	1.6499e+06	1.5838e+06	1.2004e+06	820470	668050	430160	229710	160390	128130	327555	58877.9	21282.5	10890.7	5144.53	2294.2	1003.61	457.828	171.247	76.269	92.3651	9.21656	0.290721	0.0203823	0.00211304	0.00136498	1.7594e+08	18.229	4.3179e+06	5.9458e+07	4.9304e+07	2.4144e+07	2.1896e+07	1.6723e+07	4.1789e+06	1.3628e+07	1.5198e+07	1.4357e+07	7.647e+06	4.4128e+06	6.3215e+06	373830	719980	109810	2.5099e+06	1.666e+06	146630	742000	757960	277940	390100	0.031789	232550	275270	192000	92945	0.0050863	27527	82523	73424	99166	108370	75207	64810	44644	47227	63285.4	7732.87	1611.41	433.636	78.9291	299.246	13.2211	3.59397	0.285738	-999	0.109768	0.013533	-999	-999	-999	5.0837	0.60421	0.4001	4333.2	4936.8	778.74	1029	98.851	-3.3286	106.51	-2.9192	-0.1413	
4.054900	0.401430	103.740000	6.601700 -59	4.0	3.3778e+08	2.5688e+08	1.5687e+08	9.2517e+07	6.0329e+07	3.2277e+07	2.5213e+07	1.8488e+07	1.1405e+07	7.2781e+06	4.4002e+06	3.1799e+06	2.6783e+06	1.5189e+06	1.6889e+06	1.183e+06	1.1625e+06	1.2523e+06	1.651e+06	1.7207e+06	1.376e+06	1.0874e+06	776030	614820	388200	210300	159770	142930	330336	57452.5	20925.7	10913.5	5143.09	2288.54	1004.37	454.326	169.903	77.1361	92.1791	9.20152	0.289164	0.0209744	0.00200084	0.00127148	4.2728e+08	1.8736e+08	5.6133e+07	6.2761e+07	4.1086e+07	2.4144e+07	6.2318e+07	7.7185e+06	3.9699e+07	-999	5.9469e+06	7.6911e+06	8.0494e+06	6.6192e+06	6.3215e+06	3.9252e+06	3.8879e+06	3.2944e+06	1.757e+06	1.9223e+06	1.3685e+06	1.113e+06	786040	427600	341340	404780	297660	289380	293330	173770	94682	34408	72208	87594	111680	82530	83741	61254	42894	54096	63038	7649.74	1595.42	428.645	76.1841	295.343	12.4685	3.06605	0.327128	-999	0.0950798	0.0141955	-999	-999	-999	6.5518	0.60253	0.38542	4298.3	4786.5	765.65	1000.5	83.593	-8.3906	106.27	-3.9367	-0.12135	
4.078800	0.400070	103.740000	6.601700 -59	4.0	3.209e+08	2.1589e+08	1.5114e+08	9.3245e+07	5.6601e+07	3.9361e+07	2.6004e+07	1.6192e+07	9.9556e+06	6.634e+06	5.0013e+06	3.4147e+06	2.7055e+06	1.5903e+06	1.825e+06	1.4487e+06	1.2235e+06	1.0798e+06	1.5341e+06	1.6166e+06	1.4015e+06	1.1426e+06	769510	659510	375750	257540	175960	140390	326986	55094.8	20539.9	10882.3	5069.89	2264.33	987.831	447.559	171.612	74.9105	92.564	9.14942	0.287764	0.0191045	0.00208499	0.00132758	2.6391e+08	1.4573e+08	11.068	8.258e+07	7.6695e+07	5.4873e+07	3.8739e+07	4.1165e+07	2.4029e+07	2.1294e+07	1.5858e+07	1.128e+07	1.0464e+07	6.9344e+06	6.0784e+06	5.0467e+06	4.3199e+06	2.9649e+06	2.5936e+06	1.666e+06	1.3197e+06	1.4098e+06	786040	555870	357590	355720	306970	296440	255990	133360	58031	57347	72208	96611	119380	103340	87475	55721	46687	49374	63023.6	7644	1582.99	410.555	79.4884	288.562	12.3446	2.70346	0.253989	-999	0.0806335	0.0135871	-999	-999	-999	5.1779	0.64616	0.36966	4104.1	4599.4	845.02	1061	100.73	-1.2104	107.42	-0.98956	-0.1378	
4.102700	0.400070	103.740000	6.601700 -59	4.0	2.8526e+08	2.1293e+08	1.3465e+08	8.5596e+07	5.562e+07	3.8316e+07	2.5687e+07	1.5309e+07	1.013e+07	6.795e+06	4.3521e+06	3.3605e+06	2.42e+06	1.6107e+06	1.2327e+06	1.3538e+06	1.1408e+06	1.2454e+06	1.5744e+06	1.694e+06	1.3863e+06	1.015e+06	843590	577880	390730	227130	193190	159420	323788	53509.7	20335.8	10820.3	5026.72	2269.91	979.355	442.011	170.884	74.2604	92.0809	9.08654	0.28932	0.018076	0.00206629	0.00131262	2.2621e+08	1.2491e+08	6.9087e+07	-999	5.4782e+07	1.3169e+07	4.716e+07	2.4442e+07	1.5671e+07	1.8738e+07	1.6519e+07	1.128e+07	1.2074e+07	1.3238e+07	5.8353e+06	2.8037e+06	2.8799e+06	2.3061e+06	3.0956e+06	1.9863e+06	879770	890400	617600	598630	357590	380250	269760	494070	74665	145480	91627	66523	89400	92746	95314	104060	90142	65206	48438	52164	63281	7685.88	1590.2	403.428	82.5794	287.79	12.3125	2.44858	0.211436	-999	0.0775709	0.012634	-999	-999	-999	6.1275	0.67359	0.36533	4090.4	4578.7	862.97	1128.3	90.974	17.971	105.52	-2.6505	-0.12851	
4.126600	0.398710	103.740000	6.601700 -59	4.0	3.1573e+08	2.0971e+08	1.3172e+08	7.5349e+07	5.1285e+07	3.6072e+07	2.0708e+07	1.3307e+07	1.0785e+07	7.2137e+06	4.1117e+06	3.5447e+06	2.0394e+06	1.4986e+06	1.3847e+06	1.2083e+06	1.3846e+06	1.204e+06	1.5216e+06	1.3452e+06	1.2768e+06	931200	750440	582280	377050	218840	190580	147160	321918	52514.4	20227.3	10857.7	5000.87	2279.37	990.779	439.863	169.815	74.7877	90.4726	9.02197	0.286774	0.0204758	0.00217849	0.00119482	5.0268e+07	1.1103e+08	4.3179e+06	4.9548e+07	2.7391e+06	-999	1.6843e+07	2.5728e+06	1.4626e+07	1.7035e+06	1.3215e+07	2.5637e+06	7.2445e+06	6.304e+06	486270	1.8692e+06	2.5919e+06	1.9766e+06	752980	1.0893e+06	48876	742000	505310	106900	195050	147190	213950	141160	192000	56575	79410	73404	68769	101760	98203	81095	75207	56907	43186	54526	63683.2	7857.11	1615.06	411.026	90.022	286.2	12.1639	2.66267	0.356615	-999	0.0760638	0.0145905	-999	-999	-999	5.0935	0.55063	0.34724	4624.6	5454.2	868.47	1133.7	92.778	8.2182	105.23	0.52007	-0.13857	
4.150500	0.398710	103.740000	6.601700 -59	4.0	3.2893e+08	2.3185e+08	1.2295e+08	8.5854e+07	4.5068e+07	3.2814e+07	2.0787e+07	1.3954e+07	9.5189e+06	5.8933e+06	4.4002e+06	2.8366e+06	2.2025e+06	1.5087e+06	1.1606e+06	1.3665e+06	1.0885e+06	1.135e+06	1.5361e+06	1.7026e+06	1.3306e+06	1.049e+06	759410	601110	310580	221300	173350	166690	319714	51739	20192.1	10922	4991.37	2258.66	976.305	441.174	173.04	76.6102	90.737	9.01794	0.285635	0.0208809	0.00221588	0.001221	2.3877e+08	1.0409e+08	5.6133e+07	1.9819e+07	5.4782e+07	5.4873e+07	3.2001e+07	3.8592e+07	8.3578e+06	-999	1.5198e+07	7.6911e+06	4.4272e+06	7.2496e+06	4.8627e+06	3.3645e+06	2.8799e+06	1.9766e+06	1.0876e+06	2.4349e+06	830890	853300	196510	342080	390100	159460	260460	112930	85331	125270	48868	25233	85962	88882	98203	81095	78941	52164	49021	45080	63387	7814.29	1608.37	427.761	91.6046	276.731	12.6637	2.70566	0.379553	0.110639	0.0888298	0.0131599	-999	-999	-999	5.8552	0.54556	0.3352	4335.4	5144	891.8	1139.5	100.71	5.4654	107.44	-0.33952	-0.12712	
4.174400	0.397340	103.740000	6.601700 -59	4.0	3.3156e+08	2.1954e+08	1.3135e+08	8.3942e+07	4.6764e+07	3.5124e+07	1.8732e+07	1.5132e+07	9.1259e+06	7.3103e+06	4.5204e+06	2.8727e+06	2.4336e+06	1.7962e+06	1.3847e+06	1.4234e+06	1.1147e+06	1.2937e+06	1.4833e+06	1.4437e+06	1.3586e+06	905570	754270	519590	330690	253130	180130	160770	313965	50655.7	20053.9	10918.5	4980.29	2225.79	963.785	442.354	170.429	75.224	91.8088	8.99366	0.287764	0.0189798	0.00209434	0.00139863	1.3824e+08	10.417	4.7497e+07	6.2761e+07	1.0956e+07	3.5118e+07	1.179e+07	3.0874e+07	3.0297e+07	1.8738e+07	1.2555e+07	7.1784e+06	9.2568e+06	5.0432e+06	3.4039e+06	2.243e+06	1.872e+06	1.2079e+06	2.0916e+06	1.4737e+06	879770	1.2614e+06	786040	320700	715180	367980	344170	211740	16000	109110	79410	80286	75646	83729	100130	81095	81608	57302	50480	48086	62716.5	7625.45	1574.33	429.718	85.2015	269.609	12.3146	2.55718	0.294125	0.110639	0.105607	0.00944563	-999	-999	-999	5.0489	0.64222	0.34697	4001.1	4842.8	903.54	1119	99.033	-7.1864	104.65	-1.1409	-0.13968	
4.198300	0.397340	103.740000	6.601700 -59	4.0	3.4517e+08	2.0632e+08	1.3471e+08	7.7541e+07	4.5368e+07	3.291e+07	1.9997e+07	1.4072e+07	9.6499e+06	6.4086e+06	4.0155e+06	2.6559e+06	1.9714e+06	1.5699e+06	1.3367e+06	1.5816e+06	1.2583e+06	1.0004e+06	1.4481e+06	1.5693e+06	1.4361e+06	936650	742560	507930	334940	217420	198930	156880	309875	49605.6	19944.3	10810.9	4957.93	2176.23	980.602	444.011	165.186	72.7224	90.8858	8.96869	0.287583	0.0199269	0.00226056	0.00140217	1.8851e+08	8.3273e+07	5.6133e+07	4.2942e+07	4.1086e+07	6.3652e+07	2.5264e+07	2.6042	1.4626e+07	2.4701e+07	1.1894e+07	5.6402e+06	1.4489e+07	1.8912e+06	7.0509e+06	6.1682e+06	144000	1.0981e+06	1.004e+06	2.0504e+06	1.1242e+06	890400	505310	491730	503880	147190	204640	254090	154660	16164	67193	52759	97996	94034	104940	96165	75207	61649	45520	53238	62384.7	7616.03	1568.6	422.707	87.2623	265.804	11.853	2.69435	0.294125	0.110639	0.106792	0.0091146	-999	-999	-999	5.339	0.64758	0.34257	4075.5	4805.5	893.52	1118.5	91.128	8.3787	105.45	0.3281	-0.13414	
4.222200	0.395980	103.740000	6.601700 -59	4.0	3.1317e+08	1.9481e+08	1.2819e+08	8.4183e+07	5.2541e+07	3.2192e+07	2.1815e+07	1.419e+07	1.0873e+07	6.0221e+06	4.3281e+06	2.4933e+06	2.0258e+06	1.4782e+06	1.0806e+06	1.4867e+06	1.2148e+06	1.4428e+06	1.6113e+06	1.6375e+06	1.2475e+06	923680	681140	509320	298510	205120	188590	139550	308860	48927	19842.2	10727.5	4901.25	2165.96	985.998	434.589	164.366	74.4964	88.9232	8.97002	0.286866	0.0205069	0.00226263	0.00138742	3.7701e+07	7.6334e+07	4.2318	1.3213e+07	4.9304e+07	0.65104	2.5264e+07	-999	2.0894e+07	1.8738e+07	4.6254e+06	6.1529e+06	0.12207	1.1347e+07	3.1608e+06	186920	1.872e+06	3.0748e+06	1.4223e+06	576680	48876	148400	729890	427600	438860	257590	186040	282330	112000	80821	54976	27527	63612	81153	98203	84683	79474	58092	56024	46798	62404.5	7611.19	1589.43	430.719	85.4586	263.295	12.1026	2.62145	0.259308	0.108333	0.110539	0.0090175	-999	-999	-999	4.7909	0.63139	0.34906	4162.1	4971.3	856.84	1096.8	91.674	-6.0613	105.7	-1.1103	-0.14233	
4.246100	0.395980	103.740000	6.601700 -59	4.0	3.6996e+08	2.4161e+08	1.5781e+08	9.7264e+07	6.7567e+07	3.7378e+07	2.1815e+07	1.5368e+07	9.8682e+06	5.8933e+06	3.8472e+06	2.4572e+06	1.8898e+06	1.6515e+06	1.3367e+06	1.3665e+06	1.119e+06	1.2385e+06	1.5436e+06	1.4475e+06	1.2555e+06	904460	687230	469270	293680	227770	197890	151390	304011	47836.2	19523.9	10632.4	4814.57	2195.33	965.437	423.096	164.657	76.2211	88.5378	8.90114	0.285264	0.019385	0.00209434	0.0013388	2.0107e+08	7.6334e+07	7.3405e+07	4.2942e+07	1.3695e+07	4.6093e+07	2.0211e+07	7.7185e+06	1.985e+07	2.2997e+07	3.9646e+06	8.7166e+06	2.0124e+06	1.576e+06	3.4039e+06	4.1121e+06	1.152e+06	439250	2.7609e+06	384450	1.7107e+06	111300	589530	0.052134	292570	196260	251150	211740	117330	149520	39705	32114	32665	81153	97240	96165	84275	47027	44061	47871	62452.3	7657.8	1579.17	444.658	84.8006	258.94	11.4602	2.36746	0.311533	0.108333	0.0917553	0.0116159	-999	-999	-999	5.7525	0.60029	0.38457	4224.1	4991.7	771.23	975.34	95.899	-0.9967	106.36	-1.2165	-0.12718	
4.270000	0.394620	103.740000	6.601700 -59	4.0	3.4243e+08	2.3512e+08	1.224e+08	7.6005e+07	5.3335e+07	3.2152e+07	2.0471e+07	1.5721e+07	1.0436e+07	6.2798e+06	3.9674e+06	2.8185e+06	2.2705e+06	1.3253e+06	1.3527e+06	1.2463e+06	1.1495e+06	1.1177e+06	1.6152e+06	1.4752e+06	1.3833e+06	957470	682580	426460	323450	227130	199450	147160	296487	45796.3	19054.9	10406.8	4733.05	2197.23	935.881	417.379	164.472	71.984	88.9201	8.76001	0.280708	0.0192136	0.00202889	0.00115182	1.508e+08	7.6334e+07	1.209e+08	5.2851e+07	8.4912e+07	5.9262e+07	5.0528e+07	1.6723e+07	1.8805e+07	5.1105e+06	1.1233e+07	5.6402e+06	1.0464e+07	1.8912e+06	3.4039e+06	0.42216	4.3199e+06	3.4042e+06	1.757e+06	1.8582e+06	635390	1.113e+06	561450	235180	162540	233060	213950	239980	202660	72739	39705	57347	79085	94034	106870	86836	75207	65206	57483	50876	62241.9	7581.67	1551.17	444.985	87.3936	252.204	10.6024	2.28502	0.404421	-999	0.0725684	0.0116268	-999	-999	-999	5.4272	0.54967	0.34573	4933.5	5563.1	863.47	1061.3	85.099	12.106	107.16	2.433	-0.13006	
