Holstein
Changes in May 2006 productive life and Net Merit using formulas to be implemented August 2006
PL diff is NewPL - (1.4 x OldPL) [see: http://aipl.arsusda.gov/reference/changes/eval0608.html]
UNOFFICIAL - NOT TO BE USED FOR ADVERTISING!  

                   ________PL_______ _REL__   ___NM$___
Bull ID             New   Old  Diff  New Old  Old  Diff NAAB Code  Name
HOUSA000002248391  -2.6  -1.8  -0.1  67  68  -104   -12 008HO03699 CAERNARVON JOCKEY-ET
HOUSA000002249675  -2.2  -1.3  -0.4  70  71  -104   -40 011HO04208 RIMARK WINBUCK-ET
HOUSA000002252844  -1.8  -0.6  -1.0  69  71  -104   -27 009HO02128 MEDOVUE ADRIAN-RED
HOUSA000002262251  -0.2   0.0  -0.2  71  72  -104    18 014HO02638 MD-MAPLE-DELL HT MACHO-ET
HOUSA000002268171  -2.6  -2.5   0.9  77  79  -104    -8 029HO08425 SHER-EST JURIST SIGFRED-ET
HOUSA000002294219  -2.1  -1.6   0.1  66  67  -104   -30 007HO05533 CHANCE LUKE LB DUKE
HOUSA000017130069  -1.6  -0.8  -0.5  72  73  -104   -10 011HO05226 OPSAL EXPEDITE-ET
HOUSA000017308144  -1.8  -0.9  -0.5  64  65  -104    -5 001HO02294 DUNCAN PATRON BRANDON-ET
HOUSA000123868372  -0.2   0.6  -1.0  68  69  -104   -11 138HO01565 REGANCREST DELIVERANCE-ET
HOUSA00021WZA5750  -1.4  -1.5   0.7  56  58  -104    15 001HO03136 GRADE 0021
HOCAN000010670674  -1.0  -0.5  -0.3  59  63  -105     8 151HO05628 WEST PORT RUBENS MOUNTY
HOUSA000001789611   2.8   1.7   0.4  63  64  -105    77 011HO02192 LOS-PADRES GLADIATOR-OC
HOUSA000001930394  -1.5  -1.3   0.3  99  99  -105    17 008HO01659 HICKS-HOLLOW PROMPT
HOUSA000002005386   0.4  -0.1   0.5  69  70  -105    48 001HO00604 KENJO MARKO
HOUSA000002008850   0.5   0.1   0.4  68  70  -105    21 049HO07011 STRICKLER MARK SHERBROOKE-ET
HOUSA000002012080   1.6   0.9   0.3  61  62  -105    63 029HO05601 CURTMAID BELL DURAN DURAN
HOUSA000002015264   1.1   0.6   0.3  53  54  -105    39 100HO02765 WILBAR CHIEF MARK CHAD
HOUSA000002038492  -0.3  -0.5   0.4  44  44  -105    18 140HO00084 LUTZ-MEADOWS ROTATE MCLIND
HOUSA000002038712   0.8   0.5   0.1  63  64  -105    40 130HO00076 FAIR-HILL SHUFFLE-RED-ET
HOUSA000002041441   0.8   0.8  -0.3  64  66  -105    20 008HO02380 WELCOME-KINDA ROTAT PROCTOR
HOUSA000002043232   1.3   1.1  -0.2  67  69  -105    45 021HO01610 AGRIPRIZE IMPRESSION-ET
HOUSA000002057095  -2.1  -1.4  -0.1  96  96  -105    -4 007HO03663 VO-SIN ROTATE CLASSIC
HOUSA000002061435   0.2   0.4  -0.4  60  61  -105    10 014HO01434 MAR-GAR JESSE JONAH-ET
HOUSA000002066797   1.1   0.6   0.3  66  67  -105    56 100HO05556 ARLINDA GUIDEPOST
HOUSA000002073911  -0.7  -0.5   0.0  56  56  -105    11 091HO02800 HALO BELL OLAY
HOUSA000002089222   0.0   0.4  -0.6  61  61  -105    12 021HO01902 CHEL-BROOK-F A METEOR-ET
HOUSA000002102615   1.7   0.7   0.7  98  99  -105    67 014HO01700 DIX-JIM CLEITUS DIAMOND JIM
HOUSA000002115290  -0.3  -0.2  -0.0  49  50  -105    -3 100HO06102 QUIETCOVE MARK DYNASTY
HOUSA000002116146  -0.6  -0.4  -0.0  60  61  -105    13 009HO01921 MOODY-MEADOWS JESSE JOE-ET
HOUSA000002121014   0.8   0.5   0.1  76  77  -105    40 014HO01627 C SUNTOR HOTSHOT-ET
HOUSA000002121157  -0.2  -0.2   0.1  66  67  -105    25 029HO06595 RUSSELLDALE SWIZZLER-ET
HOUSA000002122119  -0.8  -0.9   0.5  68  68  -105     3 140HO00156 PRICES BOOTPEG SALUTE-ET
HOUSA000002156663   1.4   0.6   0.6  69  70  -105    77 029HO07050 OAKENBOUND FASTLANE
HOUSA000002167659  -1.9  -0.9  -0.6  69  70  -105   -20 001HO00841 SLAVE-ACRES TOTAL RECALL-ET
HOUSA000002167673  -1.5  -0.5  -0.8  64  65  -105     2 014HO02064 SHANNONDOAH PRECISION-ET
HOUSA000002174633  -0.1   0.0  -0.1  71  72  -105    19 029HO07163 PAULO-BRO CAPER-ET
HOUSA000002185934  -2.4  -2.1   0.5  98  98  -105   -15 007HO04716 ROCKY-VU TANGO-ET
HOUSA000002186688  -1.1  -1.1   0.4  67  68  -105     2 001HO03239 LANE-MEADOW HOLIDAY JOE
HOUSA000002188564  -1.1  -1.1   0.4  65  66  -105    15 076HO00129 DUNWOOD COLA CHECKERS-ET
HOUSA000002197440  -0.6  -0.4  -0.0  64  65  -105     7 007HO04677 MOBILECREST THOR EXPLOIT-ET
HOUSA000002204720   3.2   2.0   0.4  63  65  -105    90 001HO04500 HAYESCREST HAMLET-RED
HOUSA000002221077  -1.8  -1.7   0.6  62  62  -105    -4 009HO01970 SPRENG LA ELUSIVE MISER
HOUSA000002228977  -1.5  -1.1   0.0  62  63  -105    -8 001HO00983 ILLINI SUN LYNX-ET
HOUSA000002252507  -1.0  -0.1  -0.9  63  64  -105   -14 007HO05001 HENKESEEN GARTH-ET
HOUSA000002254619  -0.4  -0.5   0.3  75  76  -105    13 011HO04414 DUNCAN BALANCE STAR-ET
HOUSA000002257863  -2.1  -1.0  -0.7  74  75  -105   -34 001HO03822 TIDY-BROOK WALKER-ET
HOUSA000002258210  -0.3   0.1  -0.4  58  59  -105    -1 072HO00931 MARKWELL EXERT-ET
HOUSA000002263484  -2.1  -1.5   0.0  94  95  -105   -34 007HO06245 TIDY-BROOK LATIN-ET
HOUSA000002285769  -0.8  -0.5  -0.1  54  56  -105   -10 073HO02672 MAR-GAR GALAHAD-ET
HOUSA000002288352  -1.4  -0.9  -0.1  60  61  -105     4 036HO00172 COLDSPRINGS ENOS-ET
HOUSA000002295669  -0.7  -0.2  -0.4  73  75  -105   -12 007HO05573 RUPP-VUE JUROR GUNNER-ET
HOUSA000017000330  -1.8  -0.8  -0.7  65  65  -105   -15 007HO05622 MEADOW-WOOD BERT JERRY-ET
HOUSA000017005743  -2.9  -1.5  -0.8  62  63  -105   -41 014HO02867 RED-OAK-DB EM MITA CHET-ET
HOUSA000017073062  -4.6  -3.0  -0.4  68  70  -105   -70 001HO06103 WELCOME LACUNA
HOUSA000017117598  -1.7  -1.6   0.5  61  62  -105   -13 100HO08732 MR WEBBCO MATT ALEXANDER-ET
HOUSA000017180584  -4.0  -3.0   0.2  65  66  -105   -52 007HO05816 DYK-VUE MANDY RICK-ET
HOUSA000121283791  -3.4  -2.0  -0.6  70  73  -105   -46 001HO05545 DON-LIN-SONS FORMA CUPID-ET
HOUSA000131552658   1.1   0.5   0.4  52  54  -105    34 076HO00416 MARAH-DELIGHT SATAN-RED-ET
HOUSA000001802133   1.1   0.5   0.4  97  97  -106    70 021HO00538 HONADEL NEIL PEPPER
HOUSA000001972865   2.2   1.8  -0.3  70  71  -106    65 016HO04022 CARLIN-MAYER BOVA HELLO-ET
HOUSA000001977646   3.0   2.5  -0.5  78  79  -106    58 029HO05502 SIEMERS BOVA MONOPOLY
HOUSA000001978352   2.4   1.8  -0.1  44  44  -106    52 122HO00317 RUANN BOVA ADEQUATE 4-634
HOUSA000002048678  -0.6  -0.5   0.1  91  92  -106     4 023HO00397 LUTZ-MEADOWS COUNT RITZ-ET
HOUSA000002049665  -0.2   0.0  -0.2  72  74  -106     1 007HO03487 CURTMAID ROT JAN-MICHAEL-ET
HOUSA000002074029   0.1   0.4  -0.5  51  51  -106    17 091HO02412 DREAMSTREET BELL EMERY-ET
HOUSA000002087894  -2.6  -2.0   0.2  69  70  -106    -2 007HO03732 HEDGECREST DIXIECRAT PAT-ET
HOUSA000002109208  -0.5   0.5  -1.2  66  67  -106    -6 007HO03838 Q-G-P STOCKBROKER-ET
HOUSA000002112546  -0.9  -0.2  -0.6  73  75  -106    -1 029HO06692 SHEY-LAND PAPPY-ET
HOUSA000002119025   0.5   0.0   0.5  56  56  -106    53 021HO02052 NEW-SOME SILVER SAINT-ET
HOUSA000002121508  -0.1  -0.3   0.3  71  72  -106    13 009HO01576 INTERGEN-I CLEITUS ROMAN-ET
HOUSA000002121996  -0.7  -0.1  -0.6  68  69  -106     0 029HO06758 TRI-SEC ABBOT-ET
HOUSA000002127320   0.3   0.6  -0.5  82  83  -106     3 044HO00134 JO-WAL APOLLO MOORE-ET
HOUSA000002131120   0.2   0.5  -0.5  69  70  -106    29 001HO04004 CURTMAID TRIFECTA TRON-ET
HOUSA000002135553   0.3   0.6  -0.5  65  66  -106    19 107HO00991 STARDELL ASSET-TW
HOUSA000002147202  -3.7  -2.5  -0.2  67  68  -106   -39 029HO06889 MR SHANNONDOAH PORTRAIT-ET
HOUSA000002166039   1.2   1.2  -0.5  66  67  -106    35 007HO04314 NICLO RAMBOS ROCKET-ET
HOUSA000002181849  -0.7  -0.6   0.1  66  68  -106    -1 007HO04600 ROBTHOM TRAD CRITERION
HOUSA000002185335  -0.2  -0.1  -0.1  70  71  -106    18 029HO07290 PEN-COL MECHLIN-ET
HOUSA000002190060   1.2   0.7   0.2  64  65  -106    24 001HO04431 RICECREST CHAD-ET
HOUSA000002197867  -1.2  -0.4  -0.6  68  69  -106   -26 029HO07564 CAERNARVON JERYL-ET
HOUSA000002215348  -1.4  -0.4  -0.8  66  66  -106   -31 014HO02326 NICLO MASCOTS MASTER-ET
HOUSA000002227852   0.9   0.7  -0.1  92  94  -106    25 014HO01945 SAN-D-K MOMNTUM WYNN-RED-ET
HOUSA000002227993  -0.5  -0.4   0.1  65  66  -106     4 007HO04940 CMV CHOICE MILTON-ET
HOUSA000002230609  -0.8  -0.2  -0.5  56  57  -106     2 001HO04755 MR RAINBOW FIREBALL-ET
HOUSA000002246112  -2.8  -1.9  -0.1  69  70  -106   -63 007HO05090 EDGEMEAD MARK JOE
HOUSA000002247106  -1.7  -1.3   0.1  70  72  -106   -18 009HO02122 MELL-WOOD MOUNTAIN CHASE-ET
HOUSA000002259005   0.8   0.6  -0.0  57  58  -106    42 100HO08469 ZONNEVELD GLAMOUR MAKER
HOUSA000002277724  -2.0  -1.7   0.4  72  74  -106    17 007HO05311 KRANZDALE RICKLAND ALAMO-ET
HOUSA000002286341  -1.7  -0.5  -1.0  68  69  -106   -15 014HO02751 NECK-TIE NICHOLAS-ET
HOUSA000002300749   1.0   0.6   0.2  66  68  -106    50 007HO05641 MR REGAN AIRLINE HARRELL-ET
HOUSA00000B001310  -1.0  -1.0   0.4  60  61  -106    20 001HO03031 GRADE 0015
HOUSA000017180421  -3.6  -2.5  -0.1  65  66  -106   -33 007HO05812 MR PRESCOTT CHARLES-ET
HOUSA000017394261  -2.0  -1.0  -0.6  68  70  -106   -32 001HO05512 DE-SU BELLWOOD CROCKET-ET
HOUSA000121063061  -1.6  -1.4   0.4  65  68  -106    14 001HO06379 WELCOME GENUS-ET
HOUSA000123262019  -1.1  -0.7  -0.1  47  48  -106   -12 122HO01384 SWEET-HAVEN KBJ TRINADAD-ET
HOUSA000125492434  -3.9  -2.2  -0.8  67  70  -106   -58 200HO04471 REGANCREST DARTON-ET
HOUSA00021WWL7452  -2.2  -1.6   0.0  49  48  -106    -5 091HO05003 21WWL7452
HOCAN000000390409   0.6  -0.2   0.9  99  99  -107    28 072HO00561 HANOVERHILL RAIDER ET
HOCAN000000394719   1.5   0.8   0.4  93  94  -107    16 073HO01388 HANOVERHILL KAYAK ET
HOCAN000005945257   0.4  -0.2   0.7  63  63  -107    34 071HO01411 HAVENVALLEY ZION
HOUSA000001879492   1.6   1.3  -0.2  62  63  -107    41 091HO01153 AUDETS PETE MANNIX-ET
HOUSA000001909488   1.3   0.6   0.5  74  75  -107    62 014HO01532 EXRANCO THONOLAN-ET
HOUSA000001936474   0.4   0.7  -0.6  57  57  -107    26 006HO00655 EXCLUSIVE RON-DE-RO ALLIANCE
HOUSA000001953651  -1.8  -0.7  -0.8  90  91  -107     5 009HO01150 CURTMAID CHAIRMAN REGIS-ET
HOUSA000001962371  -2.1  -1.4  -0.1  97  97  -107    24 008HO01768 KNOXLAND JETSON GIPPER-ET
HOUSA000002010506   1.5   0.7   0.5  62  63  -107    63 100HO02611 OCEAN-VIEW STARBUCK NEIL-ET
HOUSA000002040735  -0.9  -0.9   0.4  62  62  -107    16 021HO01627 JUNIPER ROTATE IRWIN-ET
HOUSA000002044025   0.0  -0.3   0.4  66  67  -107    34 011HO03021 AGI NED BOY PROGRESS-ET
HOUSA000002057730  -2.5  -1.5  -0.4  52  53  -107   -32 014HO01378 ODYSSEY ENHANCER BLUEBOY
HOUSA000002080812   0.1   0.4  -0.5  67  68  -107    30 029HO06346 HOLLE-HILL R WINNER OF HOW-EL
HOUSA000002090948  -1.5  -1.4   0.5  66  66  -107    14 007HO03776 ROCKALLI O-HENRY-ET
HOUSA000002094150  -0.3  -0.6   0.5  60  61  -107    39 036HO00030 MIKAL MARAUDER-ET
HOUSA000002097358  -0.5  -0.4   0.1  46  46  -107    30 100HO05893 MEL-DELIN KEYSTONE
HOUSA000002098703  -0.1   0.5  -0.8  68  70  -107     8 007HO03848 ELYSIAN-MEADOWS SR BOOTS-ET
HOUSA000002108083  -2.0  -1.3  -0.2  69  70  -107     8 011HO03302 PLUSHANSKI WILLOW-ET
HOUSA000002111093   2.3   1.4   0.3  54  55  -107    67 099HO02119 RICH-J MAJOR PAYOLA
HOUSA000002112649   1.3   0.6   0.5  67  68  -107    37 021HO01988 ROYAL-FLUSH MELLOW JACOB-ET
HOUSA000002116674  -0.4   0.0  -0.4  67  69  -107    23 100HO06046 KEYSTONE PROMISE ANDREW-ET
HOUSA000002119533  -1.7  -0.7  -0.7  64  65  -107   -30 014HO01693 LUTZ-MEADOWS B STAR SAKS-ET
HOUSA000002135529  -0.6   0.4  -1.2  51  52  -107    -6 122HO00949 CURTMAID BLACKSTAR SUN-ET
HOUSA000002137954  -0.1   0.0  -0.1  64  65  -107    13 100HO06130 CURTMAID TRIFECTA MERIT-ET
HOUSA000002166047  -0.3  -0.8   0.8  75  76  -107    33 029HO07174 LYLEHAVEN ASCENT-ET
HOUSA000002190545   0.4  -0.2   0.7  62  62  -107    49 100HO06712 CURTMAID LEADMAN MADRID-ET
HOUSA000002190669  -0.6   0.1  -0.7  60  61  -107   -12 029HO07328 DAE-PY ANNA ANVIL
HOUSA000002198847  -1.7  -1.2  -0.0  73  73  -107     3 011HO03655 C CALBRETT CHARIOT-ET
HOUSA000002204411  -0.5  -0.6   0.3  62  63  -107    36 076HO00145 DIAMOND-OAK PATTERN-ET
HOUSA000002205287  -1.9  -1.2  -0.2  69  69  -107    -5 011HO03883 DUNCAN MASCOT SHOBOY-ET
HOUSA000002221915  -0.9  -0.4  -0.3  67  68  -107    20 014HO02363 DE-MATT GANON JELLY BEAN-ET
HOUSA000002225411  -1.1  -1.0   0.3  70  71  -107    10 001HO04785 LONGVIEW-HAVEN CARSON-ET
HOUSA000002241700  -0.9  -0.6  -0.1  63  64  -107     7 001HO04868 FOUR-OF-A-KIND JARED-ET
HOUSA000002244053  -1.4  -1.3   0.4  59  61  -107    14 001HO04814 VALLE-OAKS R SHADOW TCG-ET
HOUSA000002246900  -1.5  -0.7  -0.5  58  59  -107   -14 001HO03654 HI-STEPPING ASTAR PHILIP-ET
HOUSA000002252410  -2.9  -1.5  -0.8  75  76  -107   -41 029HO08103 MILEY MELWOOD GAVIN-TW
HOUSA000002259505  -3.0  -1.8  -0.5  90  91  -107   -67 014HO02592 FUSTEAD VETERAN-ET
HOUSA000002261838  -0.1   0.1  -0.2  65  65  -107    10 007HO05220 WA-DEL BRAXTON-ET
HOUSA000002264874  -3.8  -2.9   0.3  66  67  -107   -19 001HO05042 SILVER-SHADE MARVEL-ET
HOUSA000002269175  -2.1  -1.5   0.0  66  67  -107    19 001HO05108 LONDONDALE M MYSTERY TCG-ET
HOUSA000002285840  -2.0  -1.3  -0.2  71  73  -107   -16 029HO08626 CHAR-A-DEN BLWD LISBON-ET
HOUSA000017022133  -4.0  -2.9   0.1  67  68  -107   -45 001HO05160 HI-VAL CEL SENTRY-ET
HOUSA000017026805  -2.8  -1.5  -0.7  72  73  -107   -30 029HO09034 OAKLEIGH SAND HOWARD-ET
HOUSA000017045376  -2.6  -1.7  -0.2  65  66  -107   -30 001HO06027 VERN-MONT CRUSADER
HOUSA000017117549  -2.5  -1.9   0.2  80  81  -107   -54 029HO09030 SIKKEMA-STAR-W JOR MEGA-ET
HOUSA000017348649   0.5   0.2   0.2  64  65  -107    33 001HO06304 C&M-R-RUN LEADOFF NASH-ET
HOUSA000120654271  -3.5  -2.4  -0.1  66  67  -107   -44 009HO02603 OAKLEIGH LUKE HARPO-ET
HOUSA000121628772   0.9  -0.1   1.0  61  63  -107    31 001HO06402 SENECA-VALLEY SNAPPER
HOUSA000124067242   0.3   0.1   0.2  58  61  -107    25 138HO01570 J-ROC JASMO-RED-ET
HOUSA00023DYH3682  -1.6  -1.2   0.1  69  71  -107     2 078HO05865 23DYH3682
HOCAN000005278036   0.8   1.0  -0.6  53  54  -108    30 073HO01854 ARNELL DECIBEL
HOUSA000001909165   1.2  -0.2   1.5  66  67  -108    60 029HO04607 RIPVALLEY SWEET-H TRAPPER-TWIN
HOUSA000001914082   1.5   1.4  -0.5  96  97  -108    62 029HO06360 RUANN TOPP-R-BELL JAKE
HOUSA000001954357   0.1  -0.3   0.5  67  68  -108    31 007HO01946 GEE-AYE SHADOW-TWIN
HOUSA000001984926  -0.1  -0.1   0.0  58  59  -108    11 130HO00030 PETICOTE GALEN-ET
HOUSA000001992506   1.4   1.4  -0.6  63  64  -108    36 021HO01148 MARLU SYMBOL-ET
HOUSA000001993944   0.3  -0.1   0.4  92  92  -108    25 011HO01845 MACY-L MARK KELBY-TWIN
HOUSA000002030893  -0.6   0.0  -0.6  98  98  -108     9 001HO00608 SCARLETS PACEMAKER-ET
HOUSA000002071286   0.6   1.1  -0.9  59  60  -108    19 029HO06142 KENTOVEMAN TRUMPET-ET
HOUSA000002076044   2.3   1.0   0.9  63  64  -108    78 021HO01818 COASTAL-VIEW BELL TOWER-ET
HOUSA000002093626  -1.6  -0.9  -0.3  99  99  -108    -5 001HO09215 BOMAZ DESTRUCTION-ET
HOUSA000002097220   0.3   0.4  -0.3  76  78  -108     8 009HO01554 RON-NAN MARK BRICE-ET
HOUSA000002101011   0.1   0.5  -0.6  66  66  -108    22 023HO00444 LUTZ-BROOKVIEW DESIGN-ET
HOUSA000002109912   0.3  -0.2   0.6  60  61  -108    32 029HO06490 URE BOUTONNIERE-ET
HOUSA000002124873   1.3   0.9   0.0  83  84  -108    39 029HO06895 CAMANO-ISLAND BLAZE GLOW-ET
HOUSA000002125511   0.4   0.2   0.1  69  70  -108    41 029HO06638 OCEAN-VIEW SAHARA-TW
HOUSA000002141487  -0.5   0.1  -0.6  69  69  -108   -13 007HO04091 SOLLIEN BLACKSTAR DESIGN-TW
HOUSA000002147904  -1.2  -1.3   0.6  73  74  -108    11 011HO03459 GBI ORLYNN-ET
HOUSA000002150981  -0.5  -0.3  -0.1  69  71  -108    12 100HO06160 ROCHA-VUE BLACKSTAR NINO-ET
HOUSA000002150998   0.8   0.9  -0.5  81  82  -108    26 029HO06952 QUIETCOVE-PEG MASTERSTAR-ET
HOUSA000002160822  -1.2  -0.2  -0.9  65  66  -108    -6 100HO06527 HILMAR B STAR SUNRISE
HOUSA000002165368   0.1  -0.2   0.4  71  72  -108    16 007HO04276 FIER-VIEW-BBW TOMAR
HOUSA000002166345  -2.5  -1.7  -0.1  60  61  -108   -17 014HO01982 BIC PROMPT FORESTER-ET
HOUSA000002172735  -3.3  -2.6   0.3  68  69  -108   -34 008HO02971 BILJEAN SOUTHWIND SAXON-ET
HOUSA000002193819  -0.7  -0.6   0.1  69  70  -108    20 007HO04428 GBI THANE-ET
HOUSA000002196799  -0.6   0.2  -0.9  71  72  -108    -4 001HO04511 FOLCIK PRESTIGE TARGET-ET
HOUSA000002198820  -2.3  -2.2   0.8  71  73  -108    -7 029HO07643 CLEAR-ECHO ROMULUS-ET
HOUSA000002215232  -0.5  -0.4   0.1  59  60  -108    -3 011HO03953 WILL-O-CREST ZEST-ET
HOUSA000002215836  -1.0  -0.3  -0.6  67  69  -108    -3 122HO01185 QUIETCOVE FASTRACK-ET
HOUSA000002216260  -2.0  -1.1  -0.5  65  66  -108   -12 100HO06905 PAULO-BRO T JAZZ-ET
HOUSA000002216302  -2.3  -1.6  -0.1  65  65  -108   -23 100HO08020 PAULO-BRO ELUSIVE COLUMBO
HOUSA000002221539   0.1  -0.4   0.7  69  71  -108    35 001HO04662 MO-CAL BELLMAN-ET
HOUSA000002224517  -2.2  -1.6   0.0  64  65  -108    -9 007HO04918 LATUCH DEREK-ET
HOUSA000002232032  -2.1  -0.5  -1.4  65  68  -108   -41 029HO00797 WILLOW-MARSH MILO-RED-ET
HOUSA000002233330   0.5   0.2   0.2  68  69  -108     9 014HO02418 TRI-PINES BUGTUSSLE
HOUSA000002237843  -1.2  -0.6  -0.4  67  68  -108    -9 001HO04765 SUNSHINE-DAIRY DAN O-ET
HOUSA000002237998   0.5   0.3   0.1  71  73  -108    37 009HO02045 COOKS-VALLEY PRE CAMELOT-ET
HOUSA000002239785  -2.7  -1.6  -0.5  63  64  -108   -18 007HO04953 LANG-NORRBOM STYLES-ET
HOUSA000002240281  -1.7  -1.4   0.3  73  75  -108   -20 029HO08031 H-R-Z BENJI-ET
HOUSA000002271268  -2.5  -1.2  -0.8  69  70  -108   -25 001HO02220 DE-SU ELTON CROSSFIRE-ET
HOUSA000002277117   1.2   0.7   0.2  75  76  -108    35 001HO05065 ROCK-WILLS PAPPY DAKOTA-ET
HOUSA000002277827   0.4   0.4  -0.2  50  50  -108     0 100HO08559 MCCLELLAND HIGHLIGHT EAGER
HOUSA000002290138  -3.3  -2.9   0.8  69  70  -108   -21 007HO05576 TIDY-BROOK JACOB-ET
HOUSA000002297918  -3.4  -2.5   0.1  70  71  -108   -30 029HO08901 JUNGE HUNTER SKAR-ET
HOUSA000002299038  -1.3  -0.9  -0.0  48  49  -108    -1 100HO08819 FERNJO PRIDE ROCK-ET
HOUSA000017237614  -1.2  -0.5  -0.5  58  59  -108   -34 100HO08761 GEN-ACE LUKE BEAUTY-TW
HOUSA000121042392  -2.2  -1.8   0.3  64  66  -108   -14 001HO06346 AMMON FARM BARLO NOLAN-ET
HOUSA000122022186   0.1   0.2  -0.2  80  83  -108    47 029HO09944 TRI-DAY MASTER ADEEN-ET
HOUSA000123778866   0.3   0.6  -0.5  65  68  -108    19 138HO02303 STAR-SUMMIT BEST BET-ET
HOUSA000130502874  -2.7  -1.4  -0.7  62  63  -108   -50 014HO03907 EASTVIEW SPOT MG-ET
HOCAN000005607108  -0.2   0.3  -0.6  57  57  -109    -7 039HO00499 MAPEL WOOD AEROGOLD
HOCAN000006404941  -1.0  -0.3  -0.6  67  68  -109   -22 039HO00715 GILLETTE D L CANDYMAN-ET
HOCAN000007125362  -1.1  -0.4  -0.5  73  76  -109   -13 011HO05853 ALTAGEN LIMITLESS-ET
HOUSA000001967027  -0.2  -0.4   0.4  98  98  -109    28 007HO03000 LONG-HAVEN BOVA SAL-ET
HOUSA000001992370   2.6   2.3  -0.6  67  68  -109    52 021HO01149 JACK-BROOK CANNON-ET
HOUSA000001997884   3.2   2.3  -0.0  79  81  -109    81 091HO02013 FIDELITY CORNELIUS-RED
HOUSA000002015769   0.7  -0.1   0.8  95  95  -109    30 029HO05713 FAIR-HILL CHEYENNE-ET
HOUSA000002033421   0.1  -0.1   0.2  60  62  -109    38 008HO02368 PREBLE BELL PARROT
HOUSA000002034739  -1.5  -1.0  -0.1  63  64  -109    15 152HO00066 PARK-FOREST NED BOY JOHN-ET
HOUSA000002062793  -2.0  -1.7   0.4  64  65  -109     1 002HO00655 LAR-LIN STORM-ET
HOUSA000002075850  -1.6  -1.7   0.8  69  70  -109    15 007HO03688 WHITNEY-OAKS ROTATE WIMP-ET
HOUSA000002086415  -1.4  -0.7  -0.4  72  73  -109     7 029HO06377 CAMANO-ISLAND SECRET ACE ETTA
HOUSA000002088324   0.5   0.2   0.2  47  47  -109    28 100HO05624 RAYLINDA MARK MAN
HOUSA000002089186   0.6   0.0   0.6  68  68  -109    52 029HO06392 LA-POE P HAT TRICK
HOUSA000002100655   2.3   1.7  -0.1  66  66  -109    32 007HO03898 COLDSPRINGS UPHOLD
HOUSA000002101166  -1.3  -0.8  -0.2  89  90  -109     1 001HO00738 ROYALDON CLEITUS PROVOCATOR
HOUSA000002116147  -0.8   0.4  -1.4  59  59  -109     6 001HO00764 MOODY-MEADOWS SECRET SAM-ET
HOUSA000002144174  -1.9  -1.2  -0.2  90  91  -109   -19 074HO00306 DIAMOND-W SW KADDY-ETS
HOUSA000002172249   0.5   0.7  -0.5  62  62  -109    19 138HO00680 MAIZEFIELD BUSTER
HOUSA000002185652   0.1   0.1  -0.0  61  61  -109     8 001HO04415 GLEN-TROY ISSAC-ET
HOUSA000002186137  -0.8  -0.8   0.3  65  67  -109    15 001HO03154 LATUCH BELLMAN PARKER-ET
HOUSA000002186432   0.3   0.6  -0.5  69  70  -109    21 001HO04486 YEARS-AHEAD B S BELLMAN
HOUSA000002189987  -0.9  -1.1   0.6  61  62  -109    21 007HO04589 TO-MAR WISTER LADYSMAN-ET
HOUSA000002190596  -1.5  -1.1   0.0  61  61  -109   -24 107HO01011 STARDELL DELUGE-ET
HOUSA000002196560  -2.0  -0.9  -0.7  64  66  -109   -11 001HO03326 END-ROAD MASCOT BANGO
HOUSA000002199922  -2.4  -1.5  -0.3  75  77  -109   -12 011HO03787 KREGNOL C-STAR-ET
HOUSA000002200771  -1.1  -1.0   0.3  64  65  -109     3 001HO04595 MR BULLS EYE-TW
HOUSA000002201482  -2.0  -1.4  -0.0  62  64  -109   -18 122HO01170 DE-SU MASCOT CERT-ET
HOUSA000002204144  -0.1   0.0  -0.1  64  65  -109    24 001HO04648 CHERRY-LOR QUARTER TARGT-ET
HOUSA000002205589  -2.5  -1.9   0.2  71  72  -109   -15 009HO01889 LANGACRES CROSSROADS
HOUSA000002206432  -3.1  -2.1  -0.2  68  69  -109   -26 147HO02086 ADAMS-DREAM-RW MASSIVE-ET
HOUSA000002219130  -1.5  -0.6  -0.7  67  69  -109    -8 008HO03518 SCHULTZ FARM THOR POCK-ET
HOUSA000002228815  -1.1  -0.7  -0.1  69  71  -109   -17 014HO02407 KNOB-LICK FLAME-ET
HOUSA000002229390  -1.9  -1.0  -0.5  76  78  -109   -47 029HO07880 BARNES-VIEW-T SUN-ET
HOUSA000002230677  -2.0  -1.6   0.2  68  69  -109    11 011HO03960 MILEY TESK LM GUSTO-ET
HOUSA000002240077  -0.4   0.1  -0.5  68  69  -109    13 009HO02070 TIDY-BROOK MOUNTAIN SETH-ET
HOUSA000002240638  -0.8  -0.7   0.2  63  64  -109   -12 122HO01202 BLOK-BROS CHOICE CODY-ET
HOUSA000002245085   0.2   0.0   0.2  64  66  -109    11 009HO02084 BURKET-FALLS DURACEL-RED-ET
HOUSA000002272861  -1.8  -1.6   0.4  77  78  -109   -10 029HO08428 SHADE-E-LANE-S SIMBA-ET
HOUSA000002274147  -1.8  -0.6  -1.0  70  71  -109   -21 009HO02261 SHADE-E-LANE-S SUPERJET-ET
HOUSA000002290002  -0.2  -0.3   0.2  66  68  -109    22 001HO02241 WORMONT INFINITY DANGER-ET
HOUSA000017013609  -3.2  -2.4   0.2  70  71  -109   -19 001HO05189 WA-FU RC CONGO
