Holstein
Changes in May 2006 productive life and Net Merit using formulas to be implemented August 2006
PL diff is NewPL - (1.4 x OldPL) [see: http://aipl.arsusda.gov/reference/changes/eval0608.html]
UNOFFICIAL - NOT TO BE USED FOR ADVERTISING!  

                   ________PL_______ _REL__   ___NM$___
Bull ID             New   Old  Diff  New Old  Old  Diff NAAB Code  Name
HOUSA000127554675   0.0  -0.1   0.1  61  64   384   -32 001HO06652 HICKORYMEA OMAR-P-ET
HOUSA000128819243   1.2   1.3  -0.6  67  70   384   -56 011HO06396 JOHANSSON TRAYLOR
HOUSA000130983729   1.2   0.7   0.2  61  64   384   -39 007HO07173 TERRICK EMERSON ROLEX-ET
HOUSA000017379286   1.2   0.8   0.1  70  73   383   -23 007HO05970 ROZ-ACRES RICK MAROZI
HOUSA000018016696   3.8   2.8  -0.1  76  78   383    11 200HO00047 MARKWELL RAMSES-ET
HOUSA000123586603   0.8   0.5   0.1  72  76   383   -30 007HO06539 PARADISE-R WIN SONATA
HOUSA000124796151   4.3   3.1  -0.0  68  70   383    -8 014HO03392 PARADISE-D MAN GILBERT-ET
HOUSA000129333267   2.5   2.0  -0.3  53  55   383    -7 100HO09316 BROOKS-TWAIN T JOHN BOY
HOUSA000122986503   1.0   1.3  -0.8  66  68   382   -52 001HO05697 LEXVOLD CORINTH CRI-ET
HOUSA000126633993   1.3   1.0  -0.1  61  63   382   -26 100HO09189 HAKKER-PAULO AMEL DAYS-ET
HOUSA000130050201   0.0  -0.1   0.1  67  71   382   -45 011HO06818 VER-HAGES LANGLEY
HOUSA000130247861   1.3   0.7   0.3  68  71   382   -18 029HO10483 RIDGE-STAR JAMMER-ET
HOUSA000131743070  -1.0  -0.3  -0.6  56  60   382   -96 100HO09692 PANACHE MANTON-ET
HOUSA000002283503   1.7   1.2   0.0  99  99   381   -10 001HO03906 J-MOR ELTON GRANGER-ET
HOUSA000060082231   2.3   1.5   0.2  48  49   381    20 076HO00413 PEN-COL M DRAPER-ET
HOUSA000121008176   2.3   1.0   0.9  64  67   381    25 009HO02747 JUNGE MANFRED LUCK-ET
HOUSA000128509052   0.0  -0.3   0.4  66  69   381   -20 009HO02824 NOR-SOM MTOTO MCKINLEY-ET
HOUSA000129542467   2.7   1.4   0.7  65  68   381    -3 014HO03728 DEWGOOD BEAUTY VINCE-ET
HOCAN000010743430  -0.8  -0.2  -0.5  65  69   380   -84 011HO06872 CEDARWAL IMPERIAL-ET
HOUSA000002297600   2.4   1.3   0.6  97  98   380    10 007HO05605 LADYS-MANOR WARRIOR-ET
HOUSA000122917167   3.1   2.1   0.2  69  72   380    12 007HO06332 NORRIELAKE TERRY ANTONIO-ET
HOUSA000123600525   2.9   2.3  -0.3  61  62   380     2 031HO00706 SIKKEMA-STAR-W MARLON-ET
HOUSA000002183007   4.8   3.1   0.5  99  99   379    46 014HO02090 HA-HO CUBBY MANFRED-ET
HOUSA000121895105  -0.1   0.4  -0.7  61  63   379   -64 200HO04245 COOKS-VALLEY CALEB-ET
HOUSA000124307797   5.1   4.1  -0.6  77  80   379    33 029HO09848 RICECREST TUNDRA-ET
HOCAN000006805289   3.3   2.1   0.4  72  74   378    21 200HO01091 TEMPLEDALE GRANDEUR
HOUSA000017205420   1.4   0.9   0.1  79  83   378     4 007HO05886 PASEN PRESCOTT MONROE-ET
HOUSA000120190412   3.1   2.6  -0.5  67  69   378   -16 007HO06190 CARTERS-CORNER WISHBONE-ET
HOUSA000127921190   2.1   1.2   0.4  73  77   378     8 011HO06141 APPLOUIS ARGO
HOUSA000017144771   1.2   1.2  -0.5  62  64   377   -16 001HO06182 OAKENBOUND FORTIFIED
HOUSA000130855187  -1.1  -0.9   0.2  49  51   377   -63 138HO02335 HORSTYLE ACCENT-ET
HOFRA006118311775   1.2   1.1  -0.3  60  63   376   -45 183HO00122 PALIER
HOUSA000002291596   4.6   3.2   0.1  74  76   376    26 001HO05155 MR RICKLAND INFINITY LORON
HOUSA000050460181   4.7   3.2   0.2  73  76   376    28 014HO03582 DEV-LIN DANCER DALLAS-ET
HOUSA000121133845   3.4   2.4   0.0  80  83   376    -1 029HO09629 FA-BA ELTON MERLOT
HOUSA000123639703   3.1   2.0   0.3  61  64   376     1 001HO06552 LEE-GIN MANFRED FLASH
HOUSA000128803259   3.5   2.6  -0.1  68  70   376     1 001HO05793 NORRIELAKE MAN EXTREME-ET
HOUSA000131241167   0.4   0.3  -0.0  68  72   376  -103 007HO07193 RAGGI MARSHALL DESIGN-ET
HOUSA000017359441   3.0   2.2  -0.1  71  74   375     7 007HO06051 HENKESEEN HOUSTON
HOUSA000050460466   2.5   2.2  -0.6  56  58   375   -23 007HO06622 DEV-LIN DASH-ET
HOUSA000060050307   2.4   1.2   0.7  77  81   375    -5 007HO06739 PARADISE-R CVN SEAN-ET
HOUSA000060225521  -1.4  -0.6  -0.6  62  64   375   -98 001HO06994 NORTH-RUSH COPPER AUSTIN-ET
HOUSA000207125713   1.5   0.8   0.4  70  73   375    -8 014HO03401 KERNDT MAXIE REMINGTON-ET
HOUSA000060162889   1.7   1.4  -0.3  66  69   374   -37 001HO05963 SHADYCREST-H LEG UP CRI-ET
HOUSA000120566842   1.7   1.4  -0.3  73  76   374    -3 100HO09995 HOSKING RUDOLPH LIONEL-ET
HOUSA000121592767   3.5   2.3   0.3  72  75   374    38 014HO03360 GCGR MNFD 1265 AWESOME-ETS
HOUSA000002259250   5.9   3.5   1.0  99  99   373    23 014HO02586 PARADISE-R SAILOR 95-ET
HOUSA000002261772   3.1   1.8   0.6  94  96   373     8 001HO03766 VEAZLAND CONQUEST-ET
HOUSA000129661290   4.1   3.2  -0.4  69  72   373    10 029HO10434 MLK-M BEARCAT-ET
HOUSA000121592178   0.5   0.6  -0.3  68  71   372   -54 011HO05619 HC-GEN CELRON-ET
HOUSA000127677185   4.2   3.3  -0.4  68  71   372    -2 001HO06647 VAN-AIR MANFRED HENRY-ET
HOUSA000129289942   0.6   0.9  -0.7  57  59   372   -48 044HO00313 BO-IRISH CONVINCER PHIL-ET
HOUSA000129536035   1.9   1.3   0.1  59  63   372   -17 029HO10621 HICKORYMEA OTTAWA-P-ET
HOUSA000129741138   1.9   1.4  -0.1  59  61   372   -11 100HO09363 CODERVIEW MANFRED MANUEL
HOUSA000130978688   0.4   0.6  -0.4  67  71   372   -46 029HO10696 RICECREST ENRICO-ET
HOUSA000131538454   0.5   0.3   0.1  61  65   372   -59 001HO07171 PROBSTLAND BRETT EDGAR-ET
HOUSA000060162884   3.0   2.4  -0.4  67  70   371    -7 001HO05956 SHADYCREST-H LEASURE CRI-ET
HOUSA000127492784   0.5   0.3   0.1  61  64   371   -66 031HO00748 MR DAYTONA-ET
HOUSA000128530465   1.5   1.2  -0.2  50  51   371   -12 122HO01498 BRANDT-VIEW MTOTO TONTO-ET
HOUSA000128795059   0.4   0.2   0.1  74  77   371   -69 029HO10388 ENGLAND DAILEY-ET
HOUSA000130954149  -2.1  -1.4  -0.1  46  48   371   -87 122HO07513 POTTERS-FIELD SOLUTION-ET
HOUSA000131206883  -0.7   0.0  -0.7  59  61   371  -111 014HO03878 VAN-WAGNER ADANTE-ET
HOUSA000122149346  -1.8  -1.2  -0.1  74  76   370   -65 007HO06300 JEFFANA GOLDFIN ABSOLUTE-ET
HOUSA000124202225   0.8   0.2   0.5  69  71   370   -10 011HO06671 SIKKEMA-STAR MOTION-ETS
HOUSA000128473168  -0.4  -0.1  -0.3  65  68   370   -37 001HO06693 NIGH-HEAVEN EDDIE SKIP
HOUSA000128598513   2.0   1.4   0.0  69  72   370   -25 001HO02392 LONDONDALE MANFRED MASON-ET
HOUSA000060083723   0.7   0.5  -0.0  60  63   369   -92 014HO03913 WALHOWDON MARSHALL HARRY-ET
HOUSA000060148417  -2.0  -1.7   0.4  65  68   369   -76 183HO01005 WALNUT-S CON 821 FRICK-ET
HOUSA000128865244   1.7   1.1   0.2  67  70   369   -27 007HO06804 KEYSTONE PRESLEY-ET
HOUSA000131278437  -2.4  -1.3  -0.6  63  65   369  -100 001HO07108 HALO ADDISON DUDE-ET
HOUSA000207124691   1.4   0.5   0.7  79  83   369    10 007HO06759 REGANCREST-BE MTO MORGAN-ET
HOUSA000207184198   4.5   2.9   0.4  73  78   369    48 029HO10480 CROCKETT-ACRES EMERALD-ET
HOUSA000125990307   2.5   1.6   0.3  71  74   368    20 001HO06578 HOB-BEE WINCHESTER STAN-ET
HOUSA000127049856   0.2   0.5  -0.5  57  60   368   -46 031HO00738 NEU-WAY MARTY ALDON-ET
HOUSA000129901660  -0.2   0.0  -0.2  63  66   368   -50 007HO06934 LUTZ-BROOKVIEW CLINT-ET
HOUSA000002127469   4.2   2.8   0.3  83  84   367    58 011HO03348 LEXY-LANE PROMISE LANCE-ET
HOUSA000017216187   0.9   0.7  -0.1  73  74   367   -49 029HO09122 ART-ACRES BELLWOOD IKE-ET
HOUSA000060119748   0.5   1.0  -0.9  62  65   367   -60 029HO10823 RI-VAL-RE BRETT BREEZE-ET
HOUSA000127303822   4.1   3.1  -0.2  69  72   367    24 014HO03427 FA-BA SCORE MARTY-ET
HOUSA000129008732   3.0   2.7  -0.8  66  69   367   -35 001HO06738 GEM-HILL AMEL DON-ET
HOUSA000129383431   1.9   1.8  -0.6  62  64   367   -13 007HO06868 CRESCENTMEAD PATRIOT BEN-ET
HOUSA000129664686  -2.1  -1.5   0.0  54  58   367  -104 151HO00381 VANTAGE-PT BOOSTER-ET
HOUSA000130535935  -2.2  -1.6   0.0  59  61   367  -107 029HO10748 GLEN-TOCTIN BOYD-ET
HOUSA000131080296  -2.4  -1.3  -0.6  57  60   367  -136 001HO07209 AFTON-SPRINGS SPARKLER-ET
HOUSA000131206940  -1.3  -0.4  -0.7  59  61   367  -121 001HO07128 VAN-WAGNER ALLEGRO-ET
HOUSA000002275578   4.0   2.6   0.4  99  99   366    37 029HO08538 REGANCREST RBK DIE-HARD-ET
HOUSA000017336444   4.5   3.1   0.2  63  65   366     9 001HO06306 DOLLY-VARDEN DUSTER RONNIE
HOUSA000017362094   4.9   3.6  -0.1  73  76   366    35 007HO06055 D-P-M RUDOLPH BRIGHT-ET
HOUSA000060180345   1.6   1.3  -0.2  64  67   366   -42 007HO07109 SHADYCREST-H MARSH 179-ET
HOUSA000128923243   2.0   1.5  -0.1  71  74   366   -50 007HO06762 CREEK DURHAM SORRY-ET
HOUSA000130494834   2.7   1.7   0.3  64  67   366     4 007HO06988 J-ROC SHOWTIME-RED-ET
HOUSA000017034509   1.8   1.6  -0.4  94  95   365    16 014HO02888 HARDYS JUROR PALMER-ET
HOUSA000017058140   2.7   1.4   0.7  98  98   365   -10 014HO02958 SILDAHL BW DUTCH BOY-ET
HOUSA000017062963  -0.1   0.5  -0.8  88  91   365   -29 007HO05682 SILVER-SHADE MB SAUNDERS-ET
HOUSA000060030320   3.2   2.0   0.4  70  73   365    17 011HO06403 LANGS-TWIN-B JET-ET
HOUSA000121066224   1.1   1.3  -0.7  47  47   365   -34 200HO04232 KICK-IT-UP AMO-ET
HOUSA000125422958   4.5   3.0   0.3  74  77   365    35 029HO09893 PASEN MERIDIAN
HOUSA000129584382   0.8   0.5   0.1  60  64   365   -21 100HO09475 MARKWELL MTOTO DESIGN-ET
HOUSA000017131025  -0.5  -0.6   0.3  97  98   364   -81 001HO06149 WELCOME GARTER-ET
HOUSA000122067394   5.6   3.6   0.6  67  69   364    64 001HO06461 KNOXLAND MANFRED 52 ARLO-ET
HOUSA000127935173   3.9   2.6   0.3  69  72   364     6 007HO06664 GOLDEN-OAKS CARLTON-ET
HOUSA000128325018   1.4   1.0  -0.0  67  70   364   -45 014HO03564 RICECREST MAZDA-ET
HOUSA000128341915   4.4   3.0   0.2  72  76   364    38 029HO10246 CAERNARVON PEN-COL JOSH-ET
HOUSA000130781699  -1.1  -0.6  -0.3  62  65   364   -77 007HO07232 POTTERS-FIELD CON SILAS-ET
HOUSA000131234592   0.5   0.4  -0.1  56  57   364   -42 029HO10855 WA-DEL JAYBIRD-ET
HOUSA000018014386   4.2   2.7   0.4  74  76   363    36 029HO09788 MISTE-HOLLOW WARDEN-ET
HOUSA000060119870   2.0   1.5  -0.1  60  63   363   -18 014HO03709 WILRA SATURN-ET
HOUSA000060475805  -0.5  -0.2  -0.2  57  58   363   -56 001HO07046 MURANDA LUGNUT CRI-ET
HOUSA000124351303  -0.1   0.0  -0.1  54  56   363   -53 074HO00356 FUTURALAND M ZUIDER ZEE-ET
HOUSA000002286327   1.2   0.8   0.1  96  97   362   -35 007HO05442 MURANDA MANDEL MOE-ET
HOUSA000017286871   1.6   1.1   0.1  86  89   362    -7 001HO05500 STARSTRUCK J PARADOX-RED-ET
HOUSA000124654077   2.2   2.2  -0.9  76  79   362   -42 011HO05889 NORRIELAKE ACCLAIM-ET
HOUSA000129825173   1.7   0.8   0.6  67  72   362    -6 029HO10680 TEEMAR ATTITUDE-ET
HOUSA000130161235   2.4   1.6   0.2  66  69   362    27 007HO06989 KED MTOTO JEWEL DOS-ET
HOCAN000009255022   0.3  -0.3   0.7  62  65   361   -38 011HO07472 ALTA-I GOLIATH-ET
HOCAN000010752095  -1.6  -0.7  -0.6  63  65   361   -89 200HO01505 STANTONS SHERMAN-ET
HOUSA000060123191  -1.1  -0.3  -0.7  64  67   361   -93 001HO06819 CLEAR-ECHO COPPER L-RAC 654
HOUSA000060222199  -0.3   0.3  -0.7  66  69   361   -82 001HO06909 CO-OP LANTZ EIGNOR-ET
HOUSA000128705412   1.2   1.7  -1.2  67  70   361   -42 011HO06505 EVER-GREEN-VIEW CENTURY-ET
HOUSA000131042487   3.7   2.5   0.2  58  60   361     5 029HO10794 FLICKSTEAD BRETON DONALD
HOUSA000124801648   1.3   1.2  -0.4  74  77   360   -15 001HO06487 RICECREST MACK-ET
HOUSA000125966816   0.9   0.7  -0.1  71  74   360   -79 009HO02805 SANDY-VALLEY BONIFAY-ET
HOUSA000128665367   1.7   1.1   0.2  49  50   360     2 138HO01990 VER-HAGES BRILLIANCE-ET
HOUSA000130612049   0.4   0.3  -0.0  60  63   360   -42 001HO07112 WHITTIER-FARMS CONSOLE-ET
HOUSA000130669890   1.7   1.3  -0.1  62  65   360   -43 001HO06986 SCOTTIANN HERSCHAL SMOKY-ET
HOUSA000207125571   4.2   3.1  -0.1  69  73   360    38 011HO06175 KERNDT QUINN MARKET-ET
HOUSA000050425800   0.3   0.3  -0.1  63  68   359   -93 029HO10484 ROCKY-ROAD VANTAGE
HOUSA000060047267   1.6   1.1   0.1  63  66   359   -26 001HO06769 AURORA EDDIE DUNDEE-ET
HOUSA000060050399   4.5   3.3  -0.1  61  64   359    -7 029HO10818 PARADISE-R BLACK INK-ET
HOUSA000130154709  -0.4  -0.4   0.2  67  71   359   -60 029HO10584 JEFFANA AARON SAUL-ET
HOUSA000131207062   3.1   1.9   0.4  59  62   359    -8 029HO10769 VAN-WAGNER SYMBOL-ET
HOUSA000002289441   4.8   3.2   0.3  91  93   358    14 007HO05439 APPLENOTCH CELSIUS CONGO-ET
HOUSA000017348551   0.6   0.2   0.3  62  63   358   -40 007HO05995 DIRIGO JARVA-ET
HOUSA000050425871   2.4   1.6   0.2  70  73   358    18 001HO06802 BEYERCREST JUDD-ET
HOUSA000127706595   2.7   2.1  -0.2  59  62   358     7 001HO06611 WILL-O-CREST SILHOUETTE-ET
HOUSA000129120296  -0.3   0.3  -0.7  58  60   358  -112 203HO00496 ALTAGEN-I CELSIUS IDEAL
HOUSA000129873680   1.9   1.2   0.2  62  66   358   -35 007HO06828 ZIEMS LANTZ IZZARD-ET
HOUSA000130019127  -0.6  -0.4  -0.0  73  77   358   -77 001HO06884 LYNNCREST ADDISON HARLOW-ET
HOUSA000130411778  -0.1   0.2  -0.4  65  68   358   -49 029HO10684 SANDY-VALLEY FIRSTAID-ET
HOUSA000130411835  -3.1  -2.1  -0.2  64  66   358  -141 011HO07299 SANDY-VALLEY ALTON-ET
HOUSA000002235433   2.8   1.4   0.8  62  63   357    25 009HO02061 CO-VISTA LINE DRIVE-ET
HOUSA000002246111   3.5   2.5   0.0  66  67   357    21 004HO01107 THUMB-KREST STARDAN-TW
HOUSA000124351367   2.5   1.4   0.5  65  67   357     9 044HO00286 FUTURALAND TT ZEIGLER-ET
HOUSA000126110768   5.2   4.3  -0.8  70  73   357    44 029HO10335 HARKDALE CASHTON-ET
HOUSA000126839728   0.1   0.6  -0.7  58  61   357   -74 001HO06615 ARMSON GLENWOOD ALONZO-ET
HOUSA000127408077   1.7   1.3  -0.1  70  73   357     1 200HO00139 MARKWELL DAWSON-ET
HOUSA000128385672   1.4   0.7   0.4  69  72   357    18 001HO06773 SANDY-VALLEY PAINTER-ET
HOUSA000130423469   1.6   0.4   1.0  66  69   357   -30 014HO03778 LUND-LANE SAILOR SPAZ
HOUSA000130937625   1.5   0.9   0.2  62  65   357    -5 029HO10815 LUTZ-BROOKVIEW KEVIN T-ET
HOUSA000207485196   0.0   0.4  -0.6  61  64   357   -82 007HO07121 REGANCREST DURHAM DEMAS-ET
HOUSA000128711693  -2.0  -1.2  -0.3  60  63   356   -69 001HO08155 LAWNVUE GLENWOOD HANS
HOUSA000129766641  -0.5  -0.3  -0.1  65  69   356   -61 007HO06960 KAMPS-HOLLOW CONVCD RSVP-ET
HOUSA000129909510   0.8   0.6  -0.0  62  65   356   -51 001HO06943 NOR-BERT EMERSON EVERETT-ET
HOUSA000131946156   1.8   1.3  -0.0  57  59   356   -56 029HO10942 RICECREST HAZE-ET
HOUSA000207189296  -0.3  -0.1  -0.2  63  66   356   -79 007HO06919 REGANCREST-BE LANTZ DAIN-ET
HOUSA000002283775   1.6   1.3  -0.2  92  94   355     0 100HO08675 ZONNEVELD BELL FORTE-ET
HOUSA000128007831   1.7   1.1   0.2  67  70   355     1 001HO02394 PECKENSTEIN AMEL GIBSON-ET
HOUSA000128616644   5.6   4.0  -0.0  69  72   355    56 009HO02803 HALO MANFRED DARIEN-ET
HOUSA000129076681   0.3   0.7  -0.7  71  74   355   -35 029HO10312 MAINSTREAM PROSPECT-ET
HOUSA000129196741   0.8   0.7  -0.2  63  65   355   -22 007HO07308 RAGGI MTOTO MAVERICK-ET
HOUSA000129567318  -2.0  -1.1  -0.5  60  62   355   -99 007HO06827 RO-N-AN LANTZ BEAU-ET
HOUSA000130735193   1.6   0.8   0.5  65  69   355    -4 001HO06939 BE-WARE CONVINCER DILLON-ET
HOUSA000002276856   3.0   1.8   0.5  77  80   354     9 122HO01245 LEPRECHAUN BRAVO
HOUSA000060475808  -0.5  -0.8   0.6  58  61   354   -47 001HO07048 CO-OP BRETT KLINK-ET
HOUSA000122985490   1.3   1.3  -0.5  66  68   354   -33 001HO05669 CO-OP METRO TALLY HO-ET
HOUSA000125995889   5.3   3.2   0.8  77  80   354    52 029HO10096 SANDY-VALLEY B BADGER-ET
HOUSA000126023376   3.4   2.0   0.6  75  78   354    19 007HO06478 CHAN-LEE TERRY GLANTZ-ET
HOUSA000128385690   0.7   0.9  -0.6  79  83   354    -7 007HO06745 SANDY-VALLEY ONYX-ET
HOUSA000130745574   0.4   0.7  -0.6  62  65   354   -65 001HO06976 MR SHIPS-HOLM CON GERHARD
HOUSA000017192679   1.2   1.1  -0.3  94  96   353   -46 001HO06248 MR SHIPSHOLM GLENWOOD-ET
HOUSA000124268531   0.9   0.4   0.3  73  77   353    -9 029HO10059 OLD-FRIENDS COUGAR-ET
HOUSA000126440524   0.9   0.8  -0.2  48  49   353   -30 100HO09338 J-LOPES AMEL MAURIE-TW
HOUSA000130083625  -0.5  -0.5   0.2  57  60   353   -41 200HO01554 SANDY-VALLEY BYRLE-ET
HOUSA000131524453  -0.7  -0.7   0.3  57  62   353   -43 029HO10787 ZIMMERVIEW CONV THUMPER-ET
HOUSA000122985780  -1.8  -1.3   0.0  65  68   352   -78 001HO05817 PEN-COL GW CANNONADE CRI-ET
HOUSA000125030199   4.2   2.9   0.1  72  75   352    28 009HO02667 CLARKHOME TESK TRIDENT-ET
HOUSA000127617222   1.8   1.6  -0.4  75  78   352   -15 029HO10278 WA-DEL MOONRIDGE-ET
HOUSA000128017016   0.7   0.3   0.3  68  70   352   -33 001HO06675 PASEN MOE-ET
HOUSA000128881431  -1.4  -1.1   0.1  57  59   352   -73 007HO06930 APPLE-FER LANTZ CLARENCE-ET
HOUSA000129776004   1.5   0.8   0.4  63  65   352    -8 007HO06823 J-R-BUTTON MAX-ET
HOUSA000131044292  -0.8  -0.6   0.0  60  64   352   -82 011HO07681 MY-JOHN DENBY-ET
HOUSA000129474144   1.4   1.1  -0.1  63  66   351   -17 001HO06854 JIMTOWN NATASHA NIHAWK-ET
HOCAN000006797081  -0.1   0.2  -0.4  76  79   350   -53 200HO00048 CEDARWAL HARMONIZE
HOCAN000010640649   1.3   0.8   0.2  65  68   350   -25 001HO05746 HOLLAND-I THOMAS
HOUSA000120754720   5.0   3.5   0.1  80  85   350    66 001HO06360 NORZ-HILL FORM WIZARD-ET
HOCAN000009094699   1.0   0.2   0.7  67  69   349   -25 001HO05785 DONNANDALE EXODUS
HOFRA005800799757   3.0   1.9   0.3  60  63   349    -8 183HO00125 PEPONE
HOGBR000000574334   1.3   1.0  -0.1  62  66   349   -34 224HO07631 CRICHEL PRINCIPAL PI *TL *TV
HOITA003604039709   2.3   1.9  -0.4  87  90   349     3 198HO00013 ALZI JUROR FORD TV TM TL
HONLD000234346772   0.9   0.6   0.1  65  69   349   -36 029HO09975 GREAT EARTH RAPSODY
HOUSA000017139420   5.7   4.0   0.1  68  69   349    24 001HO02281 CARTERS-CORNER DEFEND-TW
HOUSA000060000299   2.0   1.2   0.3  64  67   349     4 001HO06827 ENGLAND-SCHILL DEANN 58A-ET
HOUSA000121902180   1.8   1.5  -0.3  73  75   349   -23 007HO06168 BAY-BOB AMATEUR-ET
HOUSA000129439431   2.7   1.9   0.0  68  71   349    11 001HO05791 BIGLER MANFRED CHAMPION-ET
HOUSA000129835022   3.8   2.5   0.3  69  73   349    18 029HO10379 SUNSHINE-DAIRY H PREMIUM-ET
HOUSA000129918525  -0.2  -0.5   0.5  60  63   349   -58 007HO07319 MOMENTARY MAGNATE-ET
HOUSA000130432009   0.7   0.7  -0.3  63  66   349    -5 007HO07039 HEATHERSTONE-DR MESSIAH-ET
HOUSA000002286706   1.2   1.0  -0.2  78  81   348   -14 001HO05223 NOVAGEN M VENTURA TCG-ET
HOUSA000129475695   2.2   1.7  -0.2  79  82   348    21 029HO10356 ASKEW REECE-ET
HOUSA000017120091   0.8   0.6  -0.0  69  71   347   -33 009HO02444 HILLSIDE SMARTRAK-ET
HOUSA000017214653   2.0   1.7  -0.4  94  95   347   -47 011HO05293 SANDY-VALLEY BULLET-ET
HOUSA000129776992  -2.9  -2.3   0.3  67  71   347  -114 029HO10683 SANDY-VALLEY ARTHUR-ET
HOUSA000002292218   1.0   0.6   0.2  96  97   346   -34 029HO08768 B-Y-U MANDEL BOMBAY-ET
HOUSA000125537922   1.1   0.8  -0.0  70  72   346   -24 011HO05601 RUCH EPIC-ET
HOUSA000127692607   3.3   2.3   0.1  69  73   346     9 001HO06587 BREND-EL MEL STRATUS-ET
HOUSA000128197691   3.8   2.9  -0.3  66  68   346    -7 001HO05765 EVER-GREEN-VIEW M KODIAC-ET
HOUSA000129444086   1.7   1.6  -0.5  63  65   346   -22 014HO03732 JON-DE LANTZ BUCSHOT
HOUSA000129565633  -1.5  -0.7  -0.5  51  54   346   -97 100HO09562 GEN-ACE CONVINCER BAY-ET
HOUSA000129571412   0.7   0.2   0.4  68  72   346   -32 029HO10336 TOP-RUNG DAKOTA-ET
HOUSA000002272874   2.1   1.1   0.6  99  99   345    21 029HO08614 STARKY MERR MARATHON
HOUSA000060000326  -0.9  -0.2  -0.6  66  68   345   -83 029HO10743 PENN-ENGLAND ENTERPRISE-ET
HOUSA000126464102   5.1   3.7  -0.1  73  76   345    41 009HO02701 LEXVOLD TERRY ELI-ET
HOUSA000126853070   1.1   0.6   0.3  68  72   345   -54 001HO02374 B-HIDDENHILLS AMEL MIKE-ET
HOUSA000129076159  -0.7  -0.2  -0.4  65  69   345   -97 007HO06737 DOUGHTY-VALLEY KILO ALLAN
HOUSA000129879033  -0.5  -0.4   0.1  52  53   345   -52 151HO00383 SANDY-VALLEY WARRIOR-ET
HOUSA000130246589   0.2  -0.3   0.6  75  79   345   -17 011HO07119 HIDDEN-VIEW PATTON-ET
HOUSA000060000320   0.2   0.4  -0.4  72  76   344   -40 029HO10644 PENN-ENGLAND GARRISON-ET
HOUSA000060178848  -0.8  -0.8   0.3  61  63   343   -59 007HO07061 SPRINGHILL-OH FORECAST-TW
HOUSA000060540164   1.9   1.6  -0.3  53  53   343   -51 011HO08342 REGANCREST-HHF MAC-ET
HOUSA000125997890   3.1   2.3  -0.1  69  72   343   -14 014HO03394 RICH-J SHAQ-ET
HOUSA000002276980   2.9   2.0   0.1  95  96   342    21 014HO02687 AR-JOY SLOCUM ADAM
HOUSA000017120245   1.5   1.3  -0.3  89  91   342   -32 014HO03000 TOPPATION ZEBO DISARRAY
HOUSA000060482631  -0.2  -0.2   0.1  55  56   342   -37 001HO07224 ROORDA MARSHALL BOISE-ET
HOUSA000129847580   0.9   0.3   0.5  61  65   342   -33 007HO06876 KEYSTONE PHANTOM
HOUSA000131063914  -0.6   0.1  -0.7  51  53   342   -90 029HO10851 O-BEE JOSEPH-ET
HOCAN000010752094  -3.1  -1.7  -0.7  61  64   341  -125 007HO07046 STANTONS STYLE-ET
HOUSA000018012501   2.3   1.9  -0.4  63  65   341    -8 001HO08116 WHITTIER-FARMS Q KASHER
HOUSA000060030292   1.5   1.1  -0.0  57  58   341   -37 100HO09390 LANGS-TWIN-B CELSIUS BRIT
HOUSA000130352303  -0.1   0.1  -0.2  60  62   341   -46 014HO03833 INTEGRITY LADYS-MAN-TW
HOUSA000130535878  -1.8  -1.5   0.3  56  58   341   -84 200HO03246 GLEN-TOCTIN BONDS-ET
HOUSA000130824989  -1.3  -1.1   0.2  57  60   341   -57 029HO10763 SANDY-VALLEY ALABASTER-ET
HOUSA000121437453   1.0   0.9  -0.3  59  60   340   -20 036HO00208 PASEN TERRY MORTY-ET
HOUSA000121972198   4.2   2.5   0.7  77  80   340    44 007HO06310 KERNDT MAXIE GOLDSTAR-ET
HOUSA000122986307   1.2   1.3  -0.6  59  61   340   -37 001HO05679 CO-OP MNFRD TALLY
HOUSA000126384349   0.9   0.6   0.1  63  66   340   -20 014HO03460 FAUNCE METRO LORANGER
HOUSA000130188599  -1.7  -1.0  -0.3  59  62   340   -84 029HO10651 VANTAGE-PT BUCKLEY-ET
HOUSA000130202176   1.6   1.3  -0.2  63  67   340   -41 007HO07106 BRANDT-VIEW ADDSN EXPERT-ET
HOUSA000130896814   0.4   0.1   0.3  64  67   340   -29 007HO07218 PINE-SHELTER LYLE VINCER-ET
HOUSA00021ZFK9110   1.6   1.2  -0.1  51  54   340     4 078HO05943 21ZFK9110
HOUSA000017270864   2.8   1.6   0.6  87  89   339   -10 097HO00034 528 DELTA LUXEMBURG
HOUSA000017332204   1.7   1.5  -0.4  71  73   339   -13 007HO06027 SHADYCREST PATRON EQUINOX
HOUSA000125607313   3.0   1.8   0.5  72  75   339     2 029HO10104 R-E-W REFLECTION SOVEREIGN
HOUSA000127145468   2.8   2.8  -1.1  54  57   339   -22 100HO09489 JUNGE DURHAM FROSTY
HOUSA000127459158   2.6   2.2  -0.5  64  67   339   -12 200HO04529 CREEK DURANGO-ET
HOUSA000127877026   2.5   2.1  -0.4  65  68   339   -17 001HO06640 WINDROSE MANFRED SPITZER-ET
HOUSA000128365089  -1.6  -1.3   0.2  62  64   339   -67 076HO00387 CORMDALE G-R MYSTERY-ET
