UT	Glat	Glon	Radius	Dst	Kp	E26.7-33.8eV	E33.8-43.8eV	E43.8-55.0eV	E55.0-72.9eV	E72.9-94.8eV	E94.8-121.0eV	E121.0-159.0eV	E159.0-207.0eV	E207.0-270.0eV	E270.0-353.0eV	E353.0-468.0eV	E468.0-607.0eV	E607.0-796.0eV	E.796-1.05keV	E1.05-1.39kev	E1.39-1.83keV	E1.83-2.40keV	E2.40-3.10keV	E3.10-4.11keV	E4.11-5.39keV	E5.39-7.08keV	E7.08-9.29keV	E9.29-12.2keV	E12.2-16.0keV	E16.0-21.0keV	E21.0-27.6keV	E27.6-36.2keV	E36.2-47.5keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P1.35-1.8eV	P1.8-2.2eV	P2.2-2.9eV	P2.9-3.8eV	P3.8-5.0eV	P5.0-6.8eV	P6.8-9.1eV	P9.1-11.8eV	P11.8-14.8eV	P14.8-18.4eV	P18.4-22.8eV	P22.8-29.3eV	P29.3-35.9eV	P35.9-45.9eV	P45.9-59.1eV	P59.1-75.7eV	P75.7-97.6eV	P97.6-126.0eV	P126.0-163.0eV	P163.0-212.0eV	P212.0-276.0eV	P276.0-362.0eV	P362.0-475.0eV	P475.0-619.0eV	P619.0-811.0eV	P.811-1.070keV	P1.07-1.40keV	P1.40-1.84keV	P1.84-2.38keV	P2.38-3.13keV	P3.13-4.09keV	P4.09-5.37keV	P5.37-7.04keV	P7.04-9.21keV	P9.21-12.1keV	P12.1-15.8keV	P15.8-20.7keV	P20.7-27.1keV	P27.1-35.5keV	P35.5-46.5keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
18.573100	1.699500	70.447000	6.608400 -28	3.0	7.4487e+07	4.7943e+07	3.0833e+07	2.5721e+07	2.3e+07	2.0331e+07	2.1226e+07	2.1981e+07	2.438e+07	2.5968e+07	2.8212e+07	3.0633e+07	3.3635e+07	3.3261e+07	2.9438e+07	2.9326e+07	2.8143e+07	2.7818e+07	2.6585e+07	2.633e+07	2.3668e+07	1.3922e+07	3.8106e+06	394880	89346	50836	26831	19347	25785.3	2275.13	1412.19	858.348	397.74	203.547	55.1871	15.4797	4.24156	1.94496	6.75593	0.297343	0.00758711	0.00349054	0.00220654	0.0017726	7.235e+06	5.5894e+06	2.2637e+06	2.2014e+07	3.8633e+06	8.6637e+06	2.8872e+06	3.2799e+06	4.2531e+06	1.0374e+06	2.2064e+06	1.5235e+06	2.6088e+06	4.4301e+06	2.5896e+06	844200	783950	966410	707850	331570	534900	512020	457430	533060	488970	492230	427350	364900	314190	288570	287730	238040	268350	362750	390640	335660	251380	155250	97470	53228	79444.1	4096.02	686.207	104.222	13.9305	29.6975	0.598334	0.23849	0.090635	-999	0.0401611	0.00342879	-999	-999	-999	0	0.95044	1.1555	6544.8	6956.5	1728	2104.9	109.3	1.0193	115.76	3.9124	-128.66	
18.597000	1.685900	70.447000	6.608300 -28	3.0	6.3842e+07	4.2259e+07	2.778e+07	2.3795e+07	1.9816e+07	1.6633e+07	1.8589e+07	2.0188e+07	2.2947e+07	2.6768e+07	2.9068e+07	3.331e+07	3.4762e+07	3.3149e+07	3.06e+07	2.8518e+07	2.7906e+07	2.7709e+07	2.6991e+07	2.5962e+07	2.217e+07	1.2506e+07	3.0316e+06	281440	68034	39575	23107	18953	26016.6	2284.13	1436.77	877.856	402.178	213.725	56.8496	16.2346	4.36539	2.01759	6.85405	0.301082	0.00773193	0.00400304	0.00228705	0.00178891	2.5172e+07	2.0114e+07	2.0126e+07	1.3496e+07	7.7266e+06	4.8758e+06	4.988e+06	1.0883e+06	841150	1.7195e+06	1.1147e+06	2.3716e+06	6.9022e+06	3.605e+06	1.0935e+06	1.513e+06	1.1104e+06	1.3187e+06	820740	390260	603490	479540	362910	318780	407730	409730	418850	327450	345120	300030	245170	251610	280380	364710	383220	333490	233570	147260	97762	51687	78873.2	4147.17	677.953	104.259	13.9344	30.469	0.564086	0.18521	0.090635	-999	0.039979	0.00384793	-999	-999	-999	0	0.90739	1.1273	6511.9	7071.7	1690.3	2045.3	111.02	-8.0297	116.48	7.0361	-129.58	
18.620900	1.685900	70.447000	6.608300 -28	3.0	6.2184e+07	4.1051e+07	3.2264e+07	2.5091e+07	2.0022e+07	1.8462e+07	1.7712e+07	2.0243e+07	2.3191e+07	2.523e+07	2.9891e+07	3.3658e+07	3.5209e+07	3.3665e+07	2.9836e+07	2.7981e+07	2.7732e+07	2.6546e+07	2.6147e+07	2.5318e+07	2.052e+07	1.0742e+07	2.4742e+06	242090	83666	47840	24140	20321	26135.7	2305.36	1439.21	897.653	402.675	219.328	57.0196	15.4645	4.78245	2.27214	6.9485	0.31152	0.00785638	0.00367754	0.00214109	0.00166228	3.6275e+07	4.2707e+07	6.7292e+06	1.7035e+07	1.0494e+07	-999	6.4614e+06	7.0359e+06	3.4001e+06	3.7564e+06	1.9278e+06	7.3539e+06	8.4926e+06	3.1905e+06	2.2757e+06	1.188e+06	389250	919120	746570	423370	764830	654730	432350	340480	384750	444710	360940	415320	350310	329760	268180	240540	281450	375680	408800	308490	232160	136230	103680	53005	78402.7	4162.92	666.306	108.261	15.6922	29.4227	0.598334	0.158389	0.090635	-999	0.0454432	0.00347329	-999	-999	-999	0	0.92654	1.0919	6440.9	6859.9	1665.8	1932.4	111.11	6.1321	117.14	7.1615	-114.04	
18.644800	1.685900	70.447000	6.608300 -28	3.0	6.6014e+07	4.6837e+07	3.3582e+07	2.5789e+07	2.3225e+07	2.0658e+07	1.8948e+07	2.2038e+07	2.3353e+07	2.6657e+07	3.0478e+07	3.2864e+07	3.2951e+07	3.0584e+07	2.9205e+07	2.7728e+07	2.6612e+07	2.5782e+07	2.6327e+07	2.4988e+07	2.0821e+07	1.3446e+07	3.5508e+06	325920	74491	57581	27392	18915	25757.7	2275.51	1447.09	897.678	411.332	220.466	56.2937	14.7815	5.08139	2.6143	7.06922	0.322849	0.00770054	0.00349054	0.00190734	0.00160431	1.7836e+07	2.8419e+07	1.3583e+07	1.1868e+07	1.6873e+07	1.9342e+06	1.2236e+07	5.4413e+06	3.8563e+06	3.7279e+06	4.1266e+06	6.3272e+06	6.9119e+06	2.7606e+06	1.5141e+06	1.347e+06	1.1104e+06	1.1655e+06	587330	422530	602200	480530	486630	451980	408820	439020	417730	375260	392420	363550	248580	277400	295740	359100	354840	321670	237700	137690	100280	53545	78358.4	4136.28	681.723	108.504	17.2225	30.2342	0.754004	0.18521	0.090635	-999	0.0453522	0.00269297	-999	-999	-999	0	0.93079	1.1317	6477.1	6660.7	1696.5	2033.4	93.663	56.726	118.68	5.8397	-127.33	
18.668700	1.685900	70.447000	6.608300 -28	3.0	7.2262e+07	4.8435e+07	3.7947e+07	3.0594e+07	2.5633e+07	2.2255e+07	1.9724e+07	2.0715e+07	2.3484e+07	2.659e+07	2.9911e+07	3.222e+07	3.3972e+07	3.3439e+07	3.0165e+07	2.7682e+07	2.7556e+07	2.6915e+07	2.5814e+07	2.3736e+07	2.0545e+07	1.3188e+07	3.349e+06	280620	88331	45085	25347	21136	25041.2	2204.1	1439.17	888.512	411.543	217.624	55.4583	14.7477	4.87417	2.3597	7.01269	0.31862	0.00784017	0.00386453	0.00179515	0.0015744	-999	2.834e+07	6.6672e+06	6.7953e+06	9.1102e+06	5.8295e+06	1.4337e+06	5.9628e+06	2.5827e+06	2.0558e+06	3.0272e+06	2.6108e+06	4.3175e+06	2.7722e+06	1.7334e+06	920200	654810	919120	712210	424210	464370	498490	365160	288370	274760	332930	383240	420570	447180	301920	259440	276140	326400	352900	363410	321680	214440	140920	102520	53572	78715.9	4059.25	685.001	117.497	16.3662	29.8849	0.63573	0.21185	-999	0.0530643	0.0397363	0.00239375	-999	-999	-999	0	0.93616	1.1317	6377.6	6993.6	1679.7	1980.7	108.78	25.563	117.87	-1.7918	-121.01	
18.692500	1.685900	70.447000	6.608300 -28	3.0	6.8241e+07	4.4889e+07	3.3656e+07	2.9104e+07	2.4017e+07	2.3057e+07	2.0741e+07	1.9593e+07	2.3354e+07	2.5993e+07	2.7902e+07	3.2218e+07	3.4469e+07	3.3596e+07	3.0852e+07	2.7398e+07	2.7059e+07	2.619e+07	2.4801e+07	2.3533e+07	2.0118e+07	1.2959e+07	2.8726e+06	253190	83166	48216	25631	16782	24021.7	2133.38	1417.85	862.917	404.417	213.165	55.4813	14.643	4.67546	2.05013	6.74701	0.305584	0.00788131	0.00373987	0.00181385	0.00170155	2.9141e+07	2.834e+07	1.7986e+07	1.3685e+07	5.175e+06	5.8832e+06	2.1405e+06	3.7863e+06	2.5235e+06	2.7474e+06	2.9966e+06	6.2727e+06	6.5644e+06	1.6772e+06	1.5231e+06	756510	920370	608510	546430	694580	675300	425660	389490	453120	400440	403550	333580	374030	342780	270950	281690	268200	303520	351040	340420	280240	269940	192370	104200	55210	77544.5	4101.51	664.92	126.391	16.3357	28.832	0.518289	0.222252	0.090635	0.0530643	0.0545843	0.00239802	-999	-999	-999	0	0.95482	1.1123	7099	6844	1646.1	1957.3	16.959	-63.29	116.22	-2.372	-116.26	
18.716400	1.672300	70.447000	6.608300 -28	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23555.2	2124.45	1404.1	850.245	412.264	208.599	54.8875	15.1412	4.56474	2.21122	6.65135	0.303175	0.00775914	0.00322564	0.0017858	0.00178195	1.0903e+07	8.6202e+06	8.931e+06	6.8425e+06	5.2469e+06	3.8684e+06	1.4536e+06	1.6551e+06	3.4357e+06	1.3642e+06	836000	2.4018e+06	880880	821250	542260	585800	263740	254840	315210	153000	186140	142210	120720	112640	102480	89173	54222	85270	75240	73088	53710	75431	96282	123640	133240	105280	100680	79078	46911	21065	76904.2	4031.77	650.045	123.443	16.6668	29.2946	0.541324	0.237855	0.090635	0.0530643	0.0595248	0.00239741	-999	-999	-999	0.32292	0.33335	0	9036.7	4665.5	0	0	31.693	89.445	0	0	-0.10007	
18.740300	1.672300	70.447000	6.608300 -28	3.0	7.9233e+07	6.1138e+07	4.6726e+07	3.5145e+07	2.718e+07	2.3519e+07	2.0279e+07	2.1133e+07	2.1102e+07	2.4094e+07	2.7425e+07	3.0245e+07	3.3746e+07	3.416e+07	3.002e+07	3.0009e+07	2.832e+07	2.6793e+07	2.3869e+07	2.1464e+07	1.9279e+07	1.284e+07	2.9665e+06	230940	74055	47412	20888	18025	23508.5	2135.4	1393.77	859.932	419.937	207.636	55.1272	15.5532	4.65886	2.06298	6.75502	0.312299	0.00776039	0.00356846	0.0018419	0.00173707	2.894e+07	1.3973e+07	2.4653e+07	1.1915e+07	1.0386e+07	3.8147e+06	5.0875e+06	4.3379e+06	1.706e+06	1.7005e+06	5.4435e+06	5.4246e+06	2.9467e+06	2.0647e+06	1.0695e+06	920200	853980	913470	545340	754100	604130	441650	483630	522360	407300	421610	408980	440650	375840	378790	292220	265190	259350	279720	272900	289360	324620	210780	109790	55546	77023.6	3920.42	647.234	124.101	17.4569	29.5611	0.530562	0.18086	0.090635	0.0530643	0.0529109	0.00239375	-999	-999	-999	0	0.98043	1.1172	7206.3	6912.9	1588.4	1938.3	164.45	63.9	114.77	4.8777	-111.76	
18.764200	1.672300	70.447000	6.608300 -28	3.0	2.7285e+06	3.6454e+06	2.5171e+06	8.2937e+06	4.895e+06	2.5844e+06	1.9772e+06	1.8211e+06	1.7713e+06	1.6895e+06	2.3047e+06	2.4886e+06	2.9272e+06	3.0613e+06	2.9423e+06	2.2491e+06	2.1431e+06	1.9457e+06	1.737e+06	1.585e+06	1.4875e+06	916970	305050	24034	6820.2	2103.2	971.07	202.43	23731.5	2165.79	1411.54	864.395	422.755	208.887	55.1274	15.1215	4.99378	2.03309	6.82494	0.314989	0.00791913	0.00359097	0.00206629	0.00164587	1.1003e+07	1.3973e+07	6.6052e+06	6.7953e+06	1.0278e+07	3.8953e+06	2.1206e+06	2.7433e+06	0.1119	0.1119	2.2217e+06	1.7385e+06	1.3901e+06	1.521e+06	1.6118e+06	2.4952e+06	1.2951e+06	808990	430270	212520	510100	461090	415320	410860	415250	372780	391240	436810	371800	313970	299400	244910	254100	286020	262090	288180	333930	238260	117250	56504	77451.1	3986.27	666.384	127.857	17.2677	29.4547	0.510726	0.158429	0.090635	-999	0.0729916	0.00293139	-999	-999	-999	0.71668	1.0297	0.0812	7093.6	6760.5	67.673	1799	151.04	17.572	89.699	71.685	-0.26734	
18.788100	1.672300	70.447000	6.608300 -28	3.0	1.1717e+08	9.7202e+07	8.7232e+07	7.7457e+07	6.2846e+07	5.4313e+07	4.3734e+07	3.3879e+07	2.905e+07	2.8602e+07	2.9158e+07	3.0371e+07	3.2501e+07	3.3838e+07	3.216e+07	3.1471e+07	2.9169e+07	2.71e+07	2.4537e+07	2.2242e+07	2.0669e+07	1.3343e+07	3.685e+06	297990	74491	39842	20888	19009	24290	2238.79	1448.95	884.093	431.077	213.746	54.2425	15.0734	4.95758	2.19694	6.91053	0.320923	0.00843981	0.00305423	0.00216914	0.00166415	3.6175e+07	2.834e+07	1.7986e+07	3.3505e+06	7.7266e+06	4.9027e+06	7.8951e+06	4.8594e+06	2.5471e+06	1.3642e+06	4.6763e+06	6.2908e+06	2.7705e+06	2.5023e+06	1.6238e+06	1.3353e+06	649350	555560	746570	572180	510740	371280	392860	328630	273240	474490	435970	399460	423350	308990	289240	296830	252270	280050	292860	304720	340430	192040	99228	56449	78079.4	4114.23	690.71	130.817	16.9287	29.5071	0.540355	0.158253	0.090635	-999	0.0960046	0.00311444	-999	-999	-999	0.011323	0.96212	1.3016	6714.3	7051.3	1435	1709.4	101.33	72.835	119.25	3.1841	-82.775	
18.812000	1.658700	70.447000	6.608200 -28	3.0	7.7911e+07	5.7541e+07	5.273e+07	4.6861e+07	4.4389e+07	4.3273e+07	4.4703e+07	4.4129e+07	4.0661e+07	3.8302e+07	3.6553e+07	3.5441e+07	3.4115e+07	3.4571e+07	3.489e+07	3.3814e+07	3.1624e+07	2.9354e+07	2.6463e+07	2.3043e+07	2.0381e+07	1.1916e+07	3.2596e+06	478700	89792	40527	23155	18976	24487.3	2279.56	1467.43	917.575	443.529	216.445	55.1218	15.344	5.05847	2.18433	7.0831	0.331011	0.00883874	0.00321005	0.00244963	0.00175016	2.8638e+07	2.2672e+07	2.0312e+07	6.8425e+06	1.2902e+07	1.1686e+07	6.5212e+06	7.1417e+06	2.9914e+06	2.0748e+06	6.6193e+06	1.177e+07	5.2177e+06	2.8898e+06	1.9497e+06	498100	983120	1.0695e+06	668040	601100	557120	512020	472210	472530	406860	373930	391240	440080	412680	320140	275520	256360	264560	260590	252060	292830	336020	178220	105620	54892	78035.6	4261.85	718.481	130.7	16.9019	30.6276	0.56587	0.158147	0.0913657	-999	0.0558433	0.00311828	-999	-999	-999	0.013227	0.95024	1.2982	7187.5	6730.8	1383.1	1801.5	133.49	-18.408	119.04	-0.89296	-87.34	
18.835900	1.658700	70.447000	6.608200 -28	3.0	1.1794e+08	1.1385e+08	9.3881e+07	8.6912e+07	7.0939e+07	5.7107e+07	4.4394e+07	3.4581e+07	2.9806e+07	2.7951e+07	3.0173e+07	3.1549e+07	3.3421e+07	3.3323e+07	3.2047e+07	3.2134e+07	2.9311e+07	2.6926e+07	2.3656e+07	2.1406e+07	1.9025e+07	1.0698e+07	2.7191e+06	383370	84879	46219	24417	18183	24136.7	2281.93	1473.88	926.397	438.136	212.194	55.2899	14.8805	5.12726	2.16791	7.17163	0.331022	0.00890108	0.00355287	0.00250573	0.00170155	-999	5.6681e+06	1.1195e+07	1.8805e+07	6.5227e+06	5.8564e+06	4.2811e+06	8.2149e+06	4.6974e+06	2.3827e+06	4.932e+06	1.0044e+07	5.208e+06	3.3236e+06	1.0815e+06	1.5154e+06	787590	661450	430270	574700	375490	513000	566360	443550	463380	361560	382120	385630	320170	323700	272420	272940	282580	305140	276140	332350	297380	187200	103740	57038	77266.4	4328.68	738.501	127.665	16.8178	30.5606	0.590415	0.15857	0.0920964	-999	0.0516359	0.00329781	-999	-999	-999	0.033908	0.9796	1.2685	6491.1	6822.5	1290.5	1655.4	69.586	-83.151	117.28	-2.0519	-68.427	
18.859800	1.658700	70.447000	6.608200 -28	3.0	7.0567e+07	5.2464e+07	4.3726e+07	4.2523e+07	3.9017e+07	4.1738e+07	4.1627e+07	4.1593e+07	4.1289e+07	3.9589e+07	3.7725e+07	3.7435e+07	3.5179e+07	3.4168e+07	3.3038e+07	3.3905e+07	3.271e+07	3.0317e+07	2.5887e+07	2.3306e+07	2.0053e+07	1.1056e+07	2.9031e+06	370460	83944	43557	26089	16968	23858	2283.47	1493.72	927.667	430.909	210.076	55.7965	13.8564	5.04122	2.37516	6.96916	0.322934	0.00819921	0.00316331	0.00218784	0.00154635	3.9943e+07	8.6202e+06	1.352e+07	6.8425e+06	2.5516e+06	4.8758e+06	3.614e+06	536580	1.6941e+06	3.1027e+06	7.4477e+06	3.047e+06	3.6562e+06	2.0917e+06	1.5261e+06	666470	1.1104e+06	1.0222e+06	468990	962440	438930	298950	484010	400440	408170	433490	436090	402250	347680	292190	318990	298760	271960	266380	276600	270920	282020	252920	124690	56068	77479.2	4416.57	747.074	122.027	16.8178	30.036	0.637619	0.189777	0.090635	-999	0.0555883	0.00286482	-999	-999	-999	0.019177	0.93601	1.2598	7173.8	7473.2	1354.9	1787.2	81.349	-36.938	117.02	-0.45618	-77.708	
18.883700	1.658700	70.447000	6.608200 -28	3.0	8.6729e+07	6.9423e+07	6.0893e+07	5.3255e+07	5.6361e+07	5.5155e+07	5.2607e+07	4.9592e+07	4.508e+07	4.2043e+07	3.7513e+07	3.6914e+07	3.7924e+07	3.7204e+07	3.6183e+07	3.4952e+07	3.2982e+07	2.7393e+07	2.4494e+07	2.1846e+07	1.9086e+07	1.1209e+07	3.1092e+06	360570	96476	45910	24099	16411	24300.3	2302.21	1503.44	936.444	433.751	209.253	56.8638	14.9813	4.82591	2.52344	7.0143	0.327789	0.00832415	0.00278153	0.00222524	0.00156993	2.904e+07	1.6926e+07	6.6052e+06	1.0193e+07	1.4177e+07	1.264e+07	2.1804e+06	6.5749e+06	3.8444e+06	4.1022e+06	1.1334e+07	9.8527e+06	3.6514e+06	3.2021e+06	3.0222e+06	1.444e+06	983120	1.174e+06	626050	785540	439580	478560	579270	422140	320500	325430	336770	269450	345270	274240	299110	315530	288920	284500	263850	264700	322430	193470	103920	55025	77692.3	4413.28	744.471	130.527	15.7366	30.3122	0.620725	0.263015	0.090635	0.0530643	0.0510895	0.00238575	-999	-999	-999	0.033318	0.96813	1.3156	6487.3	6924.7	1297.4	1662.7	93.324	3.4616	117.15	4.5499	-68.288	
18.907600	1.645100	70.447000	6.608200 -28	3.0	9.2309e+07	7.509e+07	7.118e+07	6.3924e+07	6.404e+07	5.9703e+07	5.2622e+07	4.9496e+07	4.2702e+07	4.0337e+07	3.9441e+07	3.8165e+07	3.8e+07	3.3551e+07	3.6829e+07	3.5202e+07	3.26e+07	2.8522e+07	2.427e+07	2.1246e+07	1.8603e+07	1.127e+07	3.4491e+06	357720	75994	49126	29751	17531	24466.4	2321.29	1517.53	938.99	434.857	210.716	56.6222	17.0314	5.01501	2.55291	7.23038	0.334923	0.00895717	0.00302306	0.00230003	0.00164545	1.0702e+07	3.9598e+07	6.6672e+06	8.4234e+06	7.6907e+06	1.9611e+06	7.9349e+06	2.698e+06	3.4238e+06	4.1306e+06	7.7263e+06	6.524e+06	3.3087e+06	2.0724e+06	1.7364e+06	1.1739e+06	920370	1.3243e+06	1.0209e+06	663980	558410	619300	378440	452550	407510	302990	387180	252450	329620	276570	299690	309040	313920	272490	270830	297890	322090	185810	103250	53419	77485	4362.77	764.06	140.155	15.3902	31.3011	0.681801	0.28365	0.090635	0.0530643	0.0545046	0.00268817	-999	-999	-999	0.040763	0.93374	1.3274	7126.3	6858	1308.1	1636.8	35.992	83.987	120.13	0.90969	-67.104	
18.931500	1.645100	70.447000	6.608200 -28	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24148.3	2313.81	1503.26	942.244	432.463	216.504	58.2072	16.5158	5.12551	2.48081	7.08034	0.328525	0.00856697	0.00342821	0.00209434	0.00155196	3.6677e+06	1.1336e+07	0	5.1201e+06	1.3117e+06	980540	2.1804e+06	1.1034e+06	432420	345790	3.6074e+06	2.8198e+06	1.3756e+06	821250	865210	422100	455640	204720	275400	304320	186780	211600	80480	185020	70460	94535	112130	85554	124450	98437	83461	101250	85129	78052	72214	68374	78094	42301	23346	16284	78115.1	4365.72	766.184	132.642	14.8962	31.3405	0.697316	0.189269	-999	-999	0.0529109	0.00335638	-999	-999	-999	0.28101	0.28186	0	2214	5678.2	0	0	89.632	88.415	0	0	-0.10007	
18.955400	1.645100	70.447000	6.608200 -28	3.0	8.044e+07	5.5467e+07	4.4679e+07	4.2548e+07	3.994e+07	3.8241e+07	3.7301e+07	3.406e+07	3.3623e+07	3.0981e+07	3.108e+07	3.1793e+07	3.3696e+07	3.5047e+07	3.6965e+07	3.5902e+07	3.3173e+07	2.8487e+07	2.4127e+07	2.1239e+07	1.8984e+07	1.3238e+07	4.6868e+06	640440	102390	39875	23877	13407	24009.1	2307.34	1475.7	940.56	422.51	217.883	58.9557	15.4293	5.06895	2.22859	6.93785	0.320321	0.00855949	0.00345938	0.00213174	0.00156692	2.894e+07	1.1179e+07	1.78e+07	3.4448e+06	7.8344e+06	5.8295e+06	3.6339e+06	1.6551e+06	1.2973e+06	4.0832e+06	5.2565e+06	1.9596e+06	1.7424e+06	1.9355e+06	1.0905e+06	1.0149e+06	660270	556980	468990	482890	349410	636270	363280	246690	297740	279400	287850	375930	314690	315810	317350	301440	299950	283480	275450	273390	294330	256680	118890	53527	80170.9	4380.39	731.257	123.834	13.4224	30.6875	0.575943	0.158026	-999	-999	0.0456253	0.00359543	-999	-999	-999	0.0088038	0.935	1.2416	7500.2	7292.8	1491.9	1873.5	105.61	-5.8107	120.33	-28.426	-91.447	
18.979300	1.645100	70.447000	6.608200 -28	3.0	7.4444e+07	4.5084e+07	3.5105e+07	2.9856e+07	2.8606e+07	2.8243e+07	2.8298e+07	2.932e+07	2.9297e+07	3.1082e+07	3.2023e+07	3.2473e+07	3.6065e+07	3.6616e+07	3.8285e+07	3.7427e+07	3.4686e+07	3.0399e+07	2.5331e+07	2.1223e+07	1.9343e+07	1.6157e+07	7.104e+06	1.0299e+06	111660	51187	21374	15776	23904.6	2309.47	1489.62	922.929	419.277	214.907	55.483	15.3563	5.00126	2.19909	6.98032	0.31763	0.00882378	0.00330355	0.00221588	0.00156318	3.9541e+07	2.8419e+07	6.6672e+06	3.4448e+06	1.6981e+07	8.798e+06	4.3607e+06	1.64e+06	420580	4.8222e+06	1.9201e+06	2.1868e+06	4.6699e+06	7.1753e+06	1.6268e+06	839520	195530	459560	710030	634220	346190	339300	404650	277380	314080	379790	328770	368450	355360	339270	335110	270480	298580	299290	267600	280340	294530	184240	96182	56510	82962.4	4402.37	718.017	122.566	12.491	32.1595	0.588383	0.157809	0.0920964	-999	0.048661	0.00313718	-999	-999	-999	0	0.92194	1.2776	6634.4	7063.3	1667.7	2088.1	87.05	-80.041	118.14	-8.2761	-133.1	
19.003200	1.631500	70.447000	6.608100 -30	3.0	7.6024e+07	5.2046e+07	3.6659e+07	3.4075e+07	3.1508e+07	3.0542e+07	3.2125e+07	3.4331e+07	3.149e+07	3.3056e+07	3.3229e+07	3.3459e+07	3.4812e+07	3.6697e+07	3.7576e+07	3.6987e+07	3.4307e+07	2.9389e+07	2.4696e+07	2.1122e+07	1.9609e+07	1.6196e+07	6.6539e+06	824640	94111	53332	29293	19167	23585.3	2307.24	1498.05	919.555	417.657	213.11	55.151	15.4247	4.73269	2.55041	6.97013	0.317653	0.00885633	0.00338493	0.00214576	0.0015611	3.6175e+07	3.9834e+07	1.7862e+07	1.7224e+06	1.1482e+07	1.0625e+07	1.2236e+07	3.2648e+06	6.3679e+06	3.7658e+06	2.4775e+06	2.1626e+06	2.7705e+06	6.7647e+06	4.4628e+06	2.7056e+06	1.5106e+06	1.0194e+06	466810	669010	625710	459120	324920	329200	415900	315200	309530	419530	421440	383550	363260	331600	255620	296840	257350	267230	298580	197050	97385	52445	83684.1	4424.73	714.593	114.753	12.4069	31.0732	0.691472	0.157724	0.0920964	-999	0.0485193	0.00283829	-999	-999	-999	0	0.90379	1.2699	6893.8	7145.5	1616	2010.9	83.285	-53.179	119.18	-1.7365	-120.42	
19.027100	1.631500	70.447000	6.608100 -30	3.0	8.1173e+07	4.7086e+07	3.6345e+07	3.1832e+07	2.9895e+07	2.7238e+07	3.2186e+07	3.2201e+07	3.5506e+07	3.6871e+07	3.6352e+07	3.5544e+07	3.5696e+07	3.5332e+07	3.5623e+07	3.7046e+07	3.4157e+07	2.9713e+07	2.4644e+07	2.0877e+07	1.8421e+07	1.6037e+07	7.3038e+06	862860	96849	46037	22123	15360	23594.1	2311.9	1498.12	923.444	414.353	213.944	55.8308	16.2145	4.4204	2.58098	6.94065	0.320327	0.00855824	0.00327238	0.00209434	0.00159684	1.8238e+07	1.1494e+07	1.3396e+07	1.0287e+07	6.3789e+06	6.7563e+06	1.4536e+06	2.6829e+06	4.65e+06	1.3737e+06	557330	1.7628e+06	1.2043e+06	2.3423e+06	3.5555e+06	2.4472e+06	1.8407e+06	1.6723e+06	707850	573020	346190	514480	551570	420710	274760	392990	436090	330900	347680	382130	358820	321960	295340	269290	248710	302350	301900	185450	95741	53491	83469.4	4422.63	718.99	107.233	12.9024	30.3146	0.752039	0.157724	-999	-999	0.0397628	0.00330741	-999	-999	-999	0	0.92539	1.2811	7076.2	6845.5	1649.9	2004.2	8.7855	65.117	120.2	1.0386	-120.61	
19.050900	1.631500	70.447000	6.608100 -30	3.0	6.1686e+07	5.1458e+07	3.8156e+07	3.4813e+07	3.0945e+07	3.0798e+07	3.1164e+07	3.0443e+07	3.3806e+07	3.3179e+07	3.5315e+07	3.681e+07	3.7178e+07	3.687e+07	3.5539e+07	3.6396e+07	3.2922e+07	2.7402e+07	2.2741e+07	1.9709e+07	1.8174e+07	1.4831e+07	6.1947e+06	767060	87428	34933	26338	16563	23570.4	2306.31	1509.93	908.462	412.561	216.228	55.699	16.0737	4.525	2.39301	6.95361	0.321418	0.0082578	0.00352171	0.00198214	0.00170529	4.3108e+07	1.4288e+07	0	6.8425e+06	9.0383e+06	6.7832e+06	3.5742e+06	6.5598e+06	432420	2.719e+06	2.5004e+06	2.1868e+06	1.909e+06	5.7719e+06	3.1139e+06	1.3423e+06	1.5088e+06	562620	550790	601940	419290	585340	361410	391160	415030	350840	324090	361160	287660	343710	389190	303500	304020	265730	232870	265550	305950	193640	93635	55868	82767.1	4445.75	721.682	110.847	14.3025	30.7061	0.647625	0.239124	-999	-999	0.0470576	0.00320447	-999	-999	-999	0.004034	0.94784	1.2443	6958.6	6627.5	1581.6	1916.7	176.5	83.865	121.06	-2.0141	-108.12	
