NASA Ames Airborne Tracking 14-Channel Sunphotometer, AATS-14
SAFARI-2000  8/29/2000
Date processed: 28-Jan-2002 by Beat Schmid, Version 1.6
NO2 [molec/cm2]: 2e+015
O3 [DU]: 291
Relative Std Dev Filter Aerosol[%]: 3.0
Relative Std Dev Filter H2O [%]: 6.0
Max m_aero: Inf
Max tau_aero: 5.0
Max tau_aero error: Inf
Min Alpha Angstrom: 0.00
H2O coeff.  a: 0.005994 b: 0.6356
aerosol wavelengths [10^-6 m] 0.3535 0.3800 0.4490 0.4994 0.5246 0.6057 0.6751 0.7784 0.8645 1.0191 1.2413 1.5574
UT[h] Lat[deg] Long[deg] GPS_Alt[km] p_Alt[km] p[hPa] H2O[cm] H2O_Err[cm] AOD_flag AOD0354 AOD0380 AOD0449 AOD0499 AOD0525 AOD0606 AOD0675 AOD0778 AOD0865 AOD1019 AOD1241 AOD1557  Err0354 Err0380 Err0449 Err0499 Err0525 Err0606 Err0675 Err0778 Err0865 Err1019 Err1241 Err1557  a2_fit a1_fit a0_fit
09.70528 -22.75974  29.08882   2.883   2.890  727.35  0.2445  0.1052             1  0.2106  0.1956  0.1490  0.1222  0.1153  0.0893  0.0680  0.0518  0.0436  0.0313  0.0243  0.0178  0.0105  0.0212  0.0242  0.0293  0.0507  0.0325  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1116 -1.6680 -3.3440
09.70639 -22.76134  29.08527   2.879   2.890  727.35  0.2448  0.1053             1  0.2105  0.1955  0.1491  0.1224  0.1156  0.0892  0.0681  0.0519  0.0436  0.0313  0.0243  0.0177  0.0105  0.0212  0.0242  0.0293  0.0507  0.0325  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1040 -1.6752 -3.3442
09.70750 -22.76134  29.08527   2.879   2.895  726.88  0.2442  0.1052             1  0.2108  0.1958  0.1491  0.1224  0.1154  0.0893  0.0682  0.0518  0.0436  0.0314  0.0243  0.0178  0.0105  0.0212  0.0242  0.0293  0.0507  0.0325  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1112 -1.6680 -3.3425
09.70861 -22.76394  29.07935   2.881   2.894  727.01  0.2440  0.1052             1  0.2108  0.1961  0.1491  0.1226  0.1149  0.0898  0.0684  0.0519  0.0438  0.0314  0.0245  0.0183  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0104  0.1301 -1.6447 -3.3363
09.70972 -22.76394  29.07935   2.881   2.887  727.55  0.2432  0.1052             1  0.2095  0.1944  0.1487  0.1214  0.1162  0.0883  0.0674  0.0516  0.0433  0.0313  0.0242  0.0170  0.0106  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.0755 -1.7073 -3.3548
09.71083 -22.76600  29.07462   2.883   2.892  727.15  0.2458  0.1053             1  0.2131  0.1978  0.1509  0.1236  0.1172  0.0900  0.0688  0.0525  0.0441  0.0318  0.0247  0.0178  0.0105  0.0212  0.0242  0.0293  0.0507  0.0325  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1021 -1.6768 -3.3325
09.71194 -22.76739  29.07146   2.882   2.891  727.22  0.2413  0.1052             1  0.2096  0.1949  0.1481  0.1220  0.1139  0.0892  0.0679  0.0515  0.0434  0.0311  0.0243  0.0182  0.0106  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0026  0.0034  0.0026  0.0035  0.0105  0.1344 -1.6430 -3.3441
09.71306 -22.76877  29.06828   2.880   2.890  727.35  0.2383  0.1051             1  0.2060  0.1916  0.1456  0.1197  0.1123  0.0877  0.0667  0.0506  0.0427  0.0306  0.0238  0.0178  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0104  0.1282 -1.6496 -3.3622
09.71417 -22.77065  29.06394   2.880   2.886  727.69  0.2387  0.1052             1  0.2051  0.1903  0.1455  0.1188  0.1136  0.0864  0.0659  0.0503  0.0423  0.0305  0.0236  0.0166  0.0106  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.0794 -1.7068 -3.3790
09.71528 -22.77151  29.06196   2.882   2.892  727.15  0.2434  0.1052             1  0.2084  0.1932  0.1476  0.1206  0.1151  0.0878  0.0670  0.0512  0.0430  0.0311  0.0241  0.0172  0.0105  0.0212  0.0242  0.0293  0.0507  0.0325  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.0939 -1.6871 -3.3577
09.71639 -22.77151  29.06196   2.882   2.890  727.35  0.2422  0.1052             1  0.2061  0.1915  0.1458  0.1196  0.1130  0.0874  0.0667  0.0508  0.0428  0.0308  0.0240  0.0177  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1206 -1.6540 -3.3601
09.71750 -22.77510  29.05371   2.877   2.896  726.81  0.2450  0.1053             1  0.2103  0.1951  0.1487  0.1218  0.1155  0.0888  0.0678  0.0517  0.0435  0.0314  0.0244  0.0177  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1105 -1.6681 -3.3453
09.71861 -22.77649  29.05059   2.882   2.897  726.75  0.2445  0.1052             1  0.2113  0.1959  0.1497  0.1222  0.1168  0.0888  0.0679  0.0520  0.0436  0.0316  0.0245  0.0174  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.0919 -1.6887 -3.3442
09.71972 -22.77735  29.04862   2.878   2.889  727.42  0.2418  0.1052             1  0.2086  0.1938  0.1478  0.1211  0.1149  0.0884  0.0675  0.0515  0.0434  0.0314  0.0245  0.0178  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1137 -1.6571 -3.3450
09.72083 -22.77907  29.04471   2.875   2.893  727.08  0.2406  0.1052             1  0.2060  0.1915  0.1458  0.1197  0.1130  0.0875  0.0667  0.0508  0.0428  0.0308  0.0240  0.0177  0.0106  0.0212  0.0243  0.0294  0.0507  0.0326  0.0045  0.0026  0.0035  0.0026  0.0036  0.0105  0.1206 -1.6543 -3.3603
09.72194 -22.77995  29.04278   2.879   2.886  727.69  0.2392  0.1052             1  0.2038  0.1895  0.1443  0.1185  0.1119  0.0867  0.0661  0.0503  0.0425  0.0306  0.0239  0.0176  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0104  0.1234 -1.6467 -3.3663
09.72306 -22.77995  29.04278   2.879   2.888  727.49  0.2400  0.1052             1  0.2042  0.1896  0.1448  0.1185  0.1129  0.0864  0.0660  0.0505  0.0425  0.0308  0.0239  0.0172  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1016 -1.6710 -3.3689
09.72417 -22.78327  29.03539   2.889   2.892  727.15  0.2418  0.1052             1  0.2067  0.1919  0.1465  0.1200  0.1140  0.0875  0.0669  0.0512  0.0431  0.0312  0.0243  0.0176  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1120 -1.6567 -3.3527
09.72528 -22.78327  29.03539   2.889   2.891  727.22  0.2484  0.1053             1  0.2140  0.1985  0.1516  0.1241  0.1180  0.0904  0.0692  0.0529  0.0445  0.0323  0.0251  0.0182  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1090 -1.6617 -3.3204
09.72639 -22.78327  29.03539   2.889   2.889  727.42  0.2516  0.1054             1  0.2148  0.1994  0.1521  0.1248  0.1180  0.0911  0.0697  0.0532  0.0449  0.0325  0.0254  0.0187  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1264 -1.6383 -3.3096
09.72750 -22.78730  29.02648   2.888   2.901  726.34  0.2532  0.1054             1  0.2165  0.2007  0.1530  0.1256  0.1186  0.0916  0.0701  0.0535  0.0452  0.0328  0.0256  0.0189  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1333 -1.6315 -3.3024
09.72861 -22.78817  29.02454   2.883   2.892  727.15  0.2533  0.1054             1  0.2157  0.2002  0.1526  0.1253  0.1184  0.0914  0.0700  0.0535  0.0451  0.0327  0.0256  0.0189  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1319 -1.6311 -3.3038
09.72972 -22.78992  29.02067   2.880   2.893  727.08  0.2524  0.1054             1  0.2169  0.2010  0.1535  0.1258  0.1196  0.0915  0.0702  0.0537  0.0452  0.0329  0.0256  0.0186  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1145 -1.6515 -3.3030
09.73083 -22.79079  29.01875   2.881   2.893  727.08  0.2512  0.1054             1  0.2174  0.2016  0.1539  0.1260  0.1196  0.0917  0.0703  0.0537  0.0452  0.0328  0.0255  0.0185  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1133 -1.6577 -3.3050
09.73194 -22.79306  29.01377   2.883   2.894  726.95  0.2483  0.1053             1  0.2153  0.1996  0.1523  0.1247  0.1184  0.0908  0.0695  0.0531  0.0447  0.0324  0.0252  0.0183  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1122 -1.6604 -3.3166
09.73306 -22.79394  29.01185   2.883   2.887  727.62  0.2442  0.1052             1  0.2101  0.1951  0.1488  0.1218  0.1158  0.0889  0.0679  0.0519  0.0437  0.0316  0.0246  0.0178  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1108 -1.6617 -3.3400
09.73417 -22.79568  29.00801   2.882   2.889  727.42  0.2430  0.1052             1  0.2095  0.1945  0.1483  0.1215  0.1153  0.0887  0.0678  0.0518  0.0436  0.0316  0.0247  0.0179  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1166 -1.6526 -3.3397
09.73528 -22.79655  29.00610   2.882   2.892  727.15  0.2487  0.1053             1  0.2156  0.2000  0.1525  0.1251  0.1183  0.0912  0.0698  0.0534  0.0449  0.0326  0.0254  0.0186  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1243 -1.6431 -3.3092
09.73639 -22.79830  29.00227   2.880   2.889  727.42  0.2514  0.1054             1  0.2169  0.2013  0.1534  0.1259  0.1187  0.0920  0.0704  0.0537  0.0452  0.0327  0.0256  0.0189  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1315 -1.6345 -3.3012
09.73750 -22.79916  29.00033   2.882   2.887  727.62  0.2462  0.1053             1  0.2113  0.1961  0.1497  0.1226  0.1165  0.0893  0.0682  0.0522  0.0438  0.0317  0.0247  0.0178  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0104  0.1039 -1.6707 -3.3368
09.73861 -22.80127  28.99576   2.887   2.888  727.49  0.2414  0.1052             1  0.2055  0.1908  0.1455  0.1192  0.1131  0.0870  0.0665  0.0507  0.0427  0.0308  0.0240  0.0174  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1097 -1.6634 -3.3627
09.73972 -22.80213  28.99382   2.878   2.895  726.88  0.2420  0.1052             1  0.2043  0.1899  0.1445  0.1188  0.1118  0.0870  0.0664  0.0506  0.0427  0.0307  0.0240  0.0179  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1327 -1.6345 -3.3608
09.74083 -22.80354  28.99077   2.876   2.891  727.22  0.2393  0.1052             1  0.1997  0.1857  0.1415  0.1161  0.1101  0.0849  0.0647  0.0494  0.0417  0.0301  0.0236  0.0172  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1179 -1.6500 -3.3848
09.74194 -22.80440  28.98885   2.876   2.895  726.88  0.2441  0.1052             1  0.2037  0.1893  0.1442  0.1184  0.1121  0.0866  0.0661  0.0505  0.0426  0.0308  0.0241  0.0177  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0104  0.1241 -1.6403 -3.3618
09.74306 -22.80633  28.98466   2.876   2.892  727.15  0.2446  0.1053             1  0.2049  0.1901  0.1453  0.1189  0.1138  0.0866  0.0662  0.0507  0.0427  0.0310  0.0241  0.0171  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0104  0.0915 -1.6787 -3.3644
09.74417 -22.80773  28.98162   2.877   2.892  727.15  0.2395  0.1052             1  0.2012  0.1870  0.1427  0.1169  0.1111  0.0855  0.0652  0.0499  0.0421  0.0305  0.0238  0.0173  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1138 -1.6519 -3.3759
09.74528 -22.80897  28.97896   2.882   2.893  727.08  0.2377  0.1051             1  0.1998  0.1857  0.1417  0.1161  0.1104  0.0849  0.0648  0.0495  0.0418  0.0302  0.0236  0.0171  0.0106  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1130 -1.6535 -3.3835
09.74639 -22.81090  28.97475   2.880   2.890  727.28  0.2367  0.1051             1  0.2000  0.1859  0.1417  0.1162  0.1103  0.0849  0.0647  0.0494  0.0417  0.0301  0.0235  0.0170  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1095 -1.6615 -3.3872
09.74750 -22.81229  28.97168   2.879   2.888  727.49  0.2376  0.1051             1  0.1998  0.1858  0.1415  0.1161  0.1099  0.0850  0.0648  0.0495  0.0418  0.0302  0.0236  0.0173  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1232 -1.6429 -3.3828
09.74861 -22.81370  28.96862   2.883   2.884  727.82  0.2391  0.1052             1  0.2001  0.1861  0.1419  0.1164  0.1103  0.0852  0.0650  0.0496  0.0419  0.0303  0.0237  0.0173  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1189 -1.6457 -3.3798
09.74972 -22.81563  28.96438   2.886   2.887  727.55  0.2403  0.1052             1  0.2033  0.1885  0.1444  0.1178  0.1134  0.0855  0.0653  0.0502  0.0422  0.0306  0.0237  0.0164  0.0106  0.0212  0.0243  0.0294  0.0507  0.0326  0.0045  0.0026  0.0035  0.0026  0.0036  0.0105  0.0708 -1.7074 -3.3813
09.75083 -22.81702  28.96131   2.883   2.894  727.01  0.2441  0.1052             1  0.2066  0.1921  0.1460  0.1202  0.1127  0.0881  0.0673  0.0512  0.0433  0.0313  0.0245  0.0184  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1438 -1.6175 -3.3437
09.75194 -22.81843  28.95822   2.879   2.890  727.28  0.2434  0.1052             1  0.2050  0.1907  0.1450  0.1193  0.1121  0.0875  0.0667  0.0508  0.0430  0.0310  0.0243  0.0182  0.0106  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1380 -1.6244 -3.3525
09.75306 -22.81914  28.95667   2.882   2.886  727.69  0.2443  0.1052             1  0.2038  0.1893  0.1445  0.1184  0.1125  0.0866  0.0661  0.0506  0.0426  0.0309  0.0242  0.0175  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1154 -1.6489 -3.3620
09.75417 -22.82123  28.95206   2.879   2.889  727.42  0.2448  0.1053             1  0.2018  0.1875  0.1432  0.1173  0.1117  0.0857  0.0655  0.0502  0.0423  0.0307  0.0241  0.0174  0.0106  0.0212  0.0242  0.0294  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1133 -1.6482 -3.3693
09.75528 -22.82262  28.94900   2.878   2.889  727.42  0.2446  0.1053             1  0.2010  0.1867  0.1427  0.1168  0.1114  0.0853  0.0652  0.0500  0.0422  0.0307  0.0241  0.0173  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1119 -1.6470 -3.3712
09.75639 -22.82350  28.94708   2.877   2.890  727.28  0.2498  0.1053             1  0.2072  0.1925  0.1470  0.1204  0.1145  0.0880  0.0673  0.0516  0.0435  0.0317  0.0248  0.0180  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1200 -1.6381 -3.3395
09.75750 -22.82491  28.94402   2.879   2.897  726.68  0.2484  0.1053             1  0.2060  0.1914  0.1458  0.1196  0.1134  0.0875  0.0669  0.0512  0.0432  0.0313  0.0247  0.0181  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1301 -1.6289 -3.3461
09.75861 -22.82614  28.94134   2.881   2.891  727.22  0.2487  0.1053             1  0.2055  0.1910  0.1456  0.1195  0.1131  0.0874  0.0669  0.0511  0.0432  0.0313  0.0247  0.0181  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1326 -1.6244 -3.3457
09.75972 -22.82808  28.93712   2.884   2.887  727.55  0.2465  0.1053             1  0.2036  0.1889  0.1445  0.1182  0.1129  0.0863  0.0660  0.0506  0.0427  0.0310  0.0244  0.0174  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0104  0.1086 -1.6518 -3.3606
09.76083 -22.82932  28.93444   2.886   2.896  726.81  0.2415  0.1052             1  0.1997  0.1855  0.1417  0.1160  0.1106  0.0846  0.0647  0.0496  0.0419  0.0304  0.0238  0.0171  0.0106  0.0212  0.0243  0.0294  0.0507  0.0326  0.0045  0.0026  0.0035  0.0027  0.0036  0.0105  0.1115 -1.6514 -3.3813
09.76194 -22.83107  28.93058   2.885   2.894  726.95  0.2415  0.1052             1  0.1996  0.1855  0.1416  0.1160  0.1103  0.0849  0.0649  0.0497  0.0420  0.0305  0.0240  0.0174  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1243 -1.6319 -3.3748
09.76306 -22.83195  28.92865   2.881   2.895  726.88  0.2453  0.1053             1  0.2041  0.1898  0.1447  0.1187  0.1123  0.0870  0.0665  0.0508  0.0430  0.0311  0.0245  0.0181  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1342 -1.6219 -3.3512
09.76417 -22.83371  28.92479   2.883   2.895  726.88  0.2460  0.1053             1  0.2042  0.1898  0.1447  0.1188  0.1124  0.0871  0.0666  0.0509  0.0431  0.0313  0.0247  0.0182  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1374 -1.6141 -3.3466
09.76528 -22.83458  28.92286   2.883   2.890  727.28  0.2453  0.1053             1  0.2031  0.1888  0.1442  0.1182  0.1123  0.0865  0.0662  0.0507  0.0429  0.0312  0.0246  0.0180  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1286 -1.6232 -3.3525
09.76639 -22.83616  28.91937   2.884   2.891  727.22  0.2430  0.1052             1  0.2007  0.1866  0.1425  0.1168  0.1109  0.0855  0.0653  0.0500  0.0424  0.0308  0.0243  0.0177  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1284 -1.6250 -3.3659
09.76750 -22.83755  28.91627   2.885   2.890  727.28  0.2443  0.1052             1  0.2020  0.1877  0.1434  0.1174  0.1118  0.0859  0.0657  0.0503  0.0425  0.0309  0.0243  0.0176  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1214 -1.6341 -3.3623
09.76861 -22.83931  28.91238   2.885   2.897  726.75  0.2456  0.1053             1  0.2037  0.1892  0.1444  0.1183  0.1124  0.0866  0.0663  0.0508  0.0429  0.0312  0.0246  0.0180  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1315 -1.6220 -3.3517
09.76972 -22.84017  28.91046   2.887   2.887  727.62  0.2505  0.1054             1  0.2073  0.1927  0.1471  0.1207  0.1143  0.0885  0.0677  0.0518  0.0439  0.0319  0.0252  0.0186  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1375 -1.6112 -3.3286
09.77083 -22.84192  28.90659   2.886   2.891  727.22  0.2479  0.1053             1  0.2043  0.1899  0.1449  0.1189  0.1127  0.0871  0.0667  0.0510  0.0432  0.0314  0.0248  0.0183  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1371 -1.6123 -3.3441
09.77194 -22.84279  28.90465   2.881   2.888  727.49  0.2465  0.1053             1  0.2026  0.1885  0.1437  0.1181  0.1115  0.0867  0.0662  0.0506  0.0429  0.0310  0.0245  0.0183  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1426 -1.6081 -3.3524
09.77306 -22.84470  28.90037   2.881   2.894  726.95  0.2493  0.1053             1  0.2041  0.1896  0.1449  0.1187  0.1130  0.0868  0.0664  0.0510  0.0431  0.0314  0.0247  0.0180  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1262 -1.6259 -3.3484
09.77417 -22.84558  28.89844   2.883   2.896  726.81  0.2503  0.1053             1  0.2040  0.1895  0.1447  0.1186  0.1126  0.0868  0.0665  0.0510  0.0431  0.0314  0.0248  0.0182  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1367 -1.6128 -3.3460
09.77528 -22.84734  28.89458   2.882   2.897  726.75  0.2529  0.1054             1  0.2044  0.1907  0.1445  0.1211  0.1098  0.0883  0.0674  0.0511  0.0434  0.0307  0.0246  0.0197  0.0107  0.0212  0.0244  0.0294  0.0508  0.0326  0.0046  0.0027  0.0036  0.0028  0.0037  0.0105  0.1948 -1.5550 -3.3362
09.77639 -22.84734  28.89458   2.878   2.888  727.49  0.2539  0.1054             1  0.2063  0.1921  0.1462  0.1207  0.1129  0.0887  0.0678  0.0517  0.0439  0.0317  0.0252  0.0193  0.0106  0.0212  0.0242  0.0294  0.0507  0.0326  0.0045  0.0025  0.0034  0.0026  0.0035  0.0105  0.1668 -1.5755 -3.3241
09.77750 -22.84945  28.88995   2.881   2.893  727.08  0.2537  0.1054             1  0.2093  0.1934  0.1493  0.1214  0.1186  0.0873  0.0671  0.0521  0.0436  0.0320  0.0247  0.0161  0.0107  0.0212  0.0244  0.0294  0.0508  0.0326  0.0046  0.0027  0.0035  0.0027  0.0036  0.0105  0.0251 -1.7470 -3.3513
09.77861 -22.85195  28.88509   2.873   2.897  726.75  0.2466  0.1053             1  0.2015  0.1871  0.1431  0.1170  0.1120  0.0853  0.0653  0.0502  0.0423  0.0308  0.0242  0.0173  0.0105  0.0212  0.0242  0.0293  0.0507  0.0326  0.0045  0.0025  0.0034  0.0025  0.0035  0.0104  0.1108 -1.6478 -3.3686
09.77972 -22.85301  28.88329   2.876   2.887  727.55  0.2442  0.1053             1  0.1995  0.1847  0.1424  0.1158  0.1131  0.0834  0.0639  0.0496  0.0414  0.0302  0.0234  0.0153  0.0108  0.0212  0.0244  0.0294  0.0508  0.0326  0.0046  0.0027  0.0036  0.0028  0.0037  0.0105  0.0240 -1.7538 -3.4032
09.78083 -22.85529  28.87985   2.876   2.887  727.55  0.2430  0.1053             1  0.1994  0.1843  0.1425  0.1157  0.1137  0.0830  0.0635  0.0494  0.0412  0.0300  0.0231  0.0145  0.0109  0.0212  0.0245  0.0295  0.0509  0.0326  0.0047  0.0028  0.0037  0.0029  0.0038  0.0105 -0.0123 -1.7999 -3.4158
09.78194 -22.85779  28.87660   2.868   2.890  727.35  0.2435  0.1053             1  0.2003  0.1849  0.1433  0.1164  0.1153  0.0828  0.0634  0.0496  0.0412  0.0300  0.0230  0.0137  0.0111  0.0213  0.0248  0.0296  0.0510  0.0326  0.0048  0.0031  0.0039  0.0031  0.0040  0.0106 -0.0590 -1.8547 -3.4228
09.78306 -22.85914  28.87510   2.871   2.889  727.42  0.2417  0.1053             1  0.1982  0.1832  0.1416  0.1150  0.1133  0.0824  0.0630  0.0491  0.0410  0.0299  0.0230  0.0143  0.0112  0.0213  0.0249  0.0296  0.0510  0.0326  0.0049  0.0032  0.0039  0.0032  0.0040  0.0106 -0.0199 -1.8066 -3.4219
09.78417 -22.86197  28.87225   2.874   2.895  726.88  0.2414  0.1052             1  0.1981  0.1830  0.1415  0.1148  0.1129  0.0823  0.0629  0.0490  0.0409  0.0299  0.0230  0.0144  0.0108  0.0212  0.0245  0.0295  0.0508  0.0326  0.0047  0.0028  0.0036  0.0029  0.0037  0.0105 -0.0091 -1.7959 -3.4221
09.78528 -22.86197  28.87225   2.874   2.885  727.76  0.2453  0.1053             1  0.2012  0.1860  0.1438  0.1168  0.1149  0.0836  0.0642  0.0500  0.0417  0.0304  0.0235  0.0147  0.0108  0.0212  0.0245  0.0295  0.0508  0.0326  0.0047  0.0028  0.0036  0.0029  0.0037  0.0105 -0.0100 -1.7927 -3.4023
09.78639 -22.86197  28.87225   2.889   2.884  727.82  0.2485  0.1053             1  0.2046  0.1890  0.1462  0.1187  0.1167  0.0850  0.0652  0.0508  0.0424  0.0310  0.0239  0.0150  0.0109  0.0212  0.0245  0.0295  0.0509  0.0326  0.0047  0.0028  0.0037  0.0029  0.0038  0.0105 -0.0095 -1.7921 -3.3859
09.78750 -22.86909  28.86672   2.888   2.882  728.02  0.2473  0.1053             1  0.2026  0.1875  0.1446  0.1176  0.1150  0.0846  0.0649  0.0503  0.0421  0.0306  0.0237  0.0153  0.0107  0.0212  0.0243  0.0294  0.0508  0.0326  0.0046  0.0026  0.0035  0.0027  0.0036  0.0105  0.0138 -1.7662 -3.3906
09.78861 -22.87240  28.86478   2.894   2.883  727.96  0.2498  0.1054             1  0.2050  0.1899  0.1462  0.1191  0.1155  0.0861  0.0659  0.0509  0.0428  0.0311  0.0242  0.0162  0.0107  0.0212  0.0243  0.0294  0.0508  0.0326  0.0046  0.0026  0.0035  0.0027  0.0036  0.0105  0.0477 -1.7249 -3.3692
