NASA Ames Airborne Tracking 14-Channel Sunphotometer, AATS-14
SAFARI-2000  8/29/2000
Date processed: 28-Jan-2002 by Beat Schmid, Version 1.6
NO2 [molec/cm2]: 2e+015
O3 [DU]: 291
Relative Std Dev Filter Aerosol[%]: 3.0
Relative Std Dev Filter H2O [%]: 6.0
Max m_aero: Inf
Max tau_aero: 5.0
Max tau_aero error: Inf
Min Alpha Angstrom: 0.00
H2O coeff.  a: 0.005994 b: 0.6356
aerosol wavelengths [10^-6 m] 0.3535 0.3800 0.4490 0.4994 0.5246 0.6057 0.6751 0.7784 0.8645 1.0191 1.2413 1.5574
UT[h] Lat[deg] Long[deg] GPS_Alt[km] p_Alt[km] p[hPa] H2O[cm] H2O_Err[cm] AOD_flag AOD0354 AOD0380 AOD0449 AOD0499 AOD0525 AOD0606 AOD0675 AOD0778 AOD0865 AOD1019 AOD1241 AOD1557  Err0354 Err0380 Err0449 Err0499 Err0525 Err0606 Err0675 Err0778 Err0865 Err1019 Err1241 Err1557  a2_fit a1_fit a0_fit
09.12306 -23.05768  28.73228   2.908   2.904  726.14  0.2320  0.1049             1  0.1877  0.1729  0.1344  0.1090  0.1098  0.0765  0.0581  0.0461  0.0373  0.0278  0.0200  0.0099  0.0114  0.0207  0.0245  0.0288  0.0496  0.0316  0.0050  0.0035  0.0041  0.0035  0.0042  0.0104 -0.2537 -2.0942 -3.5467
09.12417 -23.05913  28.74228   2.908   2.907  725.87  0.2337  0.1050             1  0.1879  0.1733  0.1344  0.1089  0.1090  0.0770  0.0585  0.0461  0.0374  0.0279  0.0201  0.0107  0.0113  0.0206  0.0244  0.0287  0.0495  0.0316  0.0049  0.0033  0.0040  0.0034  0.0041  0.0104 -0.1965 -2.0291 -3.5334
09.12528 -23.05913  28.74228   2.908   2.900  726.48  0.2370  0.1050             1  0.1894  0.1747  0.1356  0.1099  0.1100  0.0776  0.0590  0.0465  0.0379  0.0282  0.0203  0.0108  0.0109  0.0206  0.0240  0.0286  0.0493  0.0315  0.0047  0.0030  0.0037  0.0030  0.0038  0.0103 -0.2020 -2.0331 -3.5243
09.12639 -23.05897  28.74828   2.907   2.907  725.80  0.2332  0.1049             1  0.1856  0.1713  0.1327  0.1075  0.1075  0.0762  0.0579  0.0455  0.0371  0.0275  0.0199  0.0107  0.0109  0.0206  0.0240  0.0286  0.0493  0.0315  0.0047  0.0030  0.0037  0.0031  0.0038  0.0103 -0.1851 -2.0173 -3.5437
09.12750 -23.05837  28.75259   2.903   2.907  725.87  0.2359  0.1050             1  0.1888  0.1740  0.1351  0.1096  0.1099  0.0772  0.0588  0.0464  0.0378  0.0280  0.0202  0.0106  0.0112  0.0206  0.0243  0.0287  0.0494  0.0316  0.0049  0.0032  0.0039  0.0033  0.0040  0.0103 -0.2071 -2.0401 -3.5295
09.12861 -23.05794  28.75472   2.900   2.902  726.27  0.2332  0.1049             1  0.1846  0.1703  0.1320  0.1070  0.1072  0.0756  0.0575  0.0453  0.0370  0.0276  0.0197  0.0106  0.0110  0.0206  0.0241  0.0286  0.0493  0.0316  0.0047  0.0030  0.0038  0.0031  0.0039  0.0103 -0.1909 -2.0205 -3.5477
09.12972 -23.05794  28.75472   2.908   2.899  726.54  0.2283  0.1048             1  0.1791  0.1654  0.1280  0.1035  0.1035  0.0737  0.0560  0.0439  0.0360  0.0268  0.0191  0.0106  0.0109  0.0206  0.0240  0.0286  0.0493  0.0316  0.0047  0.0030  0.0037  0.0030  0.0038  0.0103 -0.1666 -1.9936 -3.5734
09.13083 -23.05570  28.76189   2.912   2.900  726.48  0.2333  0.1049             1  0.1833  0.1694  0.1311  0.1060  0.1057  0.0756  0.0575  0.0450  0.0369  0.0275  0.0198  0.0112  0.0107  0.0206  0.0238  0.0285  0.0492  0.0315  0.0046  0.0028  0.0036  0.0029  0.0037  0.0102 -0.1476 -1.9687 -3.5428
09.13194 -23.05411  28.76552   2.916   2.900  726.48  0.2319  0.1049             1  0.1825  0.1687  0.1306  0.1057  0.1056  0.0753  0.0569  0.0449  0.0368  0.0275  0.0197  0.0109  0.0108  0.0206  0.0239  0.0286  0.0493  0.0316  0.0046  0.0029  0.0037  0.0030  0.0038  0.0102 -0.1681 -1.9907 -3.5502
09.13306 -23.05288  28.76786   2.920   2.900  726.41  0.2374  0.1050             1  0.1872  0.1727  0.1338  0.1086  0.1086  0.0769  0.0585  0.0462  0.0377  0.0282  0.0202  0.0109  0.0111  0.0206  0.0243  0.0287  0.0495  0.0316  0.0048  0.0032  0.0039  0.0033  0.0040  0.0103 -0.1855 -2.0081 -3.5271
09.13417 -23.05288  28.76786   2.917   2.909  725.67  0.2367  0.1050             1  0.1866  0.1724  0.1332  0.1078  0.1071  0.0771  0.0586  0.0459  0.0378  0.0281  0.0203  0.0118  0.0107  0.0206  0.0238  0.0285  0.0492  0.0316  0.0046  0.0028  0.0036  0.0029  0.0037  0.0102 -0.1174 -1.9319 -3.5170
09.13528 -23.04957  28.77305   2.917   2.900  726.41  0.2335  0.1049             1  0.1845  0.1706  0.1318  0.1067  0.1059  0.0765  0.0582  0.0454  0.0375  0.0279  0.0202  0.0119  0.0109  0.0206  0.0240  0.0286  0.0493  0.0316  0.0047  0.0030  0.0037  0.0030  0.0038  0.0103 -0.1087 -1.9196 -3.5236
09.13639 -23.04957  28.77305   2.917   2.903  726.21  0.2315  0.1048             1  0.1826  0.1691  0.1303  0.1055  0.1042  0.0760  0.0576  0.0449  0.0371  0.0275  0.0200  0.0121  0.0104  0.0205  0.0235  0.0284  0.0491  0.0315  0.0044  0.0025  0.0034  0.0026  0.0035  0.0101 -0.0825 -1.8917 -3.5300
09.13750 -23.04957  28.77305   2.917   2.897  726.68  0.2310  0.1049             1  0.1828  0.1692  0.1307  0.1058  0.1051  0.0758  0.0575  0.0450  0.0371  0.0275  0.0199  0.0116  0.0110  0.0206  0.0241  0.0287  0.0494  0.0316  0.0047  0.0031  0.0038  0.0031  0.0039  0.0103 -0.1238 -1.9383 -3.5369
09.13861 -23.04957  28.77305   2.917   2.900  726.41  0.2260  0.1048             1  0.1773  0.1642  0.1268  0.1024  0.1019  0.0734  0.0556  0.0434  0.0357  0.0264  0.0190  0.0110  0.0106  0.0206  0.0237  0.0285  0.0492  0.0316  0.0045  0.0027  0.0035  0.0028  0.0036  0.0102 -0.1328 -1.9565 -3.5766
09.13972 -23.04957  28.77305   2.917   2.902  726.27  0.2251  0.1048             1  0.1766  0.1635  0.1263  0.1020  0.1019  0.0730  0.0552  0.0432  0.0356  0.0262  0.0189  0.0107  0.0107  0.0206  0.0238  0.0285  0.0492  0.0316  0.0046  0.0028  0.0036  0.0028  0.0037  0.0102 -0.1534 -1.9820 -3.5863
09.14083 -23.04957  28.77305   2.909   2.908  725.74  0.2242  0.1048             1  0.1763  0.1631  0.1260  0.1019  0.1016  0.0728  0.0550  0.0431  0.0355  0.0261  0.0188  0.0106  0.0110  0.0206  0.0241  0.0287  0.0494  0.0316  0.0047  0.0031  0.0038  0.0031  0.0039  0.0103 -0.1526 -1.9818 -3.5890
09.14194 -23.03262  28.78738   2.909   2.900  726.48  0.2241  0.1048             1  0.1761  0.1629  0.1260  0.1019  0.1019  0.0726  0.0550  0.0431  0.0354  0.0260  0.0187  0.0103  0.0110  0.0206  0.0241  0.0287  0.0494  0.0316  0.0047  0.0030  0.0038  0.0031  0.0039  0.0103 -0.1808 -2.0131 -3.5951
09.14306 -23.03064  28.78830   2.907   2.905  726.01  0.2264  0.1048             1  0.1786  0.1651  0.1275  0.1031  0.1030  0.0736  0.0557  0.0436  0.0358  0.0264  0.0190  0.0105  0.0107  0.0206  0.0239  0.0286  0.0493  0.0316  0.0046  0.0028  0.0036  0.0029  0.0037  0.0102 -0.1670 -1.9998 -3.5814
09.14417 -23.02691  28.78977   2.916   2.900  726.41  0.2286  0.1048             1  0.1772  0.1652  0.1254  0.1042  0.0967  0.0759  0.0571  0.0437  0.0364  0.0261  0.0195  0.0143  0.0106  0.0206  0.0238  0.0285  0.0493  0.0316  0.0045  0.0028  0.0035  0.0028  0.0036  0.0102  0.0639 -1.7308 -3.5309
09.14528 -23.02269  28.79098   2.914   2.912  725.40  0.2243  0.1047             1  0.1717  0.1606  0.1210  0.1013  0.0919  0.0744  0.0557  0.0422  0.0355  0.0252  0.0191  0.0150  0.0104  0.0206  0.0236  0.0285  0.0492  0.0316  0.0044  0.0025  0.0034  0.0026  0.0035  0.0102  0.1306 -1.6566 -3.5497
09.14639 -23.01840  28.79188   2.909   2.906  725.94  0.2231  0.1047             1  0.1686  0.1587  0.1185  0.1016  0.0877  0.0739  0.0555  0.0414  0.0350  0.0239  0.0186  0.0159  0.0104  0.0206  0.0235  0.0285  0.0491  0.0316  0.0044  0.0025  0.0033  0.0025  0.0035  0.0101  0.1935 -1.5987 -3.5624
09.14750 -23.01840  28.79188   2.912   2.908  725.74  0.2309  0.1048             1  0.1792  0.1671  0.1266  0.1047  0.0976  0.0768  0.0577  0.0439  0.0368  0.0265  0.0199  0.0147  0.0103  0.0206  0.0235  0.0284  0.0491  0.0316  0.0044  0.0025  0.0033  0.0025  0.0034  0.0101  0.0835 -1.7093 -3.5174
09.14861 -23.01191  28.79313   2.907   2.908  725.74  0.2398  0.1050             1  0.1876  0.1748  0.1326  0.1093  0.1021  0.0802  0.0605  0.0461  0.0386  0.0279  0.0210  0.0156  0.0104  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0025  0.0034  0.0026  0.0035  0.0101  0.0953 -1.6915 -3.4658
09.14972 -23.01191  28.79313   2.911   2.898  726.61  0.2407  0.1050             1  0.1884  0.1754  0.1335  0.1094  0.1038  0.0801  0.0606  0.0463  0.0388  0.0282  0.0211  0.0152  0.0103  0.0206  0.0234  0.0284  0.0491  0.0316  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0681 -1.7201 -3.4654
09.15083 -23.00755  28.79405   2.913   2.904  726.14  0.2425  0.1050             1  0.1914  0.1783  0.1354  0.1113  0.1043  0.0818  0.0619  0.0471  0.0395  0.0287  0.0217  0.0162  0.0105  0.0206  0.0236  0.0285  0.0492  0.0316  0.0044  0.0026  0.0034  0.0026  0.0035  0.0102  0.1063 -1.6742 -3.4395
09.15194 -23.00323  28.79499   2.913   2.909  725.67  0.2411  0.1050             1  0.1928  0.1792  0.1364  0.1117  0.1060  0.0817  0.0619  0.0473  0.0395  0.0289  0.0216  0.0155  0.0104  0.0206  0.0236  0.0285  0.0492  0.0316  0.0044  0.0025  0.0034  0.0026  0.0035  0.0102  0.0706 -1.7190 -3.4449
09.15306 -22.99934  28.79589   2.918   2.908  725.74  0.2421  0.1050             1  0.1931  0.1795  0.1366  0.1119  0.1062  0.0819  0.0620  0.0474  0.0397  0.0290  0.0218  0.0156  0.0103  0.0206  0.0235  0.0284  0.0491  0.0316  0.0043  0.0024  0.0033  0.0025  0.0034  0.0101  0.0767 -1.7099 -3.4399
09.15417 -22.99422  28.79710   2.912   2.907  725.87  0.2462  0.1051             1  0.1974  0.1833  0.1397  0.1141  0.1088  0.0834  0.0633  0.0484  0.0405  0.0296  0.0223  0.0158  0.0103  0.0206  0.0235  0.0284  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.0682 -1.7207 -3.4215
09.15528 -22.99422  28.79710   2.907   2.901  726.34  0.2441  0.1051             1  0.1964  0.1827  0.1390  0.1139  0.1080  0.0834  0.0633  0.0483  0.0404  0.0295  0.0222  0.0160  0.0103  0.0206  0.0235  0.0284  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.0808 -1.7039 -3.4203
09.15639 -22.98950  28.79828   2.907   2.906  725.94  0.2436  0.1051             1  0.1971  0.1833  0.1394  0.1144  0.1079  0.0837  0.0635  0.0484  0.0406  0.0296  0.0223  0.0163  0.0104  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0025  0.0033  0.0025  0.0034  0.0101  0.0896 -1.6943 -3.4158
09.15750 -22.98477  28.79952   2.915   2.907  725.87  0.2435  0.1051             1  0.1967  0.1831  0.1391  0.1142  0.1076  0.0837  0.0635  0.0484  0.0406  0.0296  0.0224  0.0165  0.0105  0.0206  0.0236  0.0285  0.0492  0.0316  0.0044  0.0026  0.0034  0.0026  0.0035  0.0102  0.1015 -1.6789 -3.4133
09.15861 -22.98477  28.79952   2.919   2.909  725.67  0.2452  0.1051             1  0.2001  0.1861  0.1414  0.1160  0.1094  0.0850  0.0645  0.0492  0.0412  0.0301  0.0228  0.0167  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.0996 -1.6818 -3.3980
09.15972 -22.97920  28.80098   2.919   2.903  726.21  0.2472  0.1051             1  0.2035  0.1893  0.1439  0.1181  0.1113  0.0865  0.0657  0.0501  0.0420  0.0307  0.0232  0.0171  0.0104  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0025  0.0033  0.0025  0.0034  0.0101  0.1018 -1.6774 -3.3785
09.16083 -22.97453  28.80218   2.913   2.900  726.41  0.2492  0.1051             1  0.2062  0.1917  0.1458  0.1196  0.1129  0.0874  0.0664  0.0507  0.0425  0.0311  0.0235  0.0172  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.0968 -1.6836 -3.3674
09.16194 -22.97067  28.80322   2.914   2.900  726.48  0.2529  0.1052             1  0.2093  0.1945  0.1479  0.1216  0.1141  0.0889  0.0676  0.0516  0.0432  0.0316  0.0240  0.0178  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.1116 -1.6643 -3.3472
09.16306 -22.97067  28.80322   2.911   2.909  725.67  0.2556  0.1053             1  0.2128  0.1975  0.1501  0.1232  0.1161  0.0900  0.0685  0.0523  0.0438  0.0321  0.0243  0.0179  0.0104  0.0206  0.0236  0.0285  0.0492  0.0316  0.0044  0.0025  0.0034  0.0025  0.0035  0.0102  0.1075 -1.6710 -3.3347
09.16417 -22.96642  28.80435   2.917   2.904  726.07  0.2580  0.1053             1  0.2147  0.1989  0.1520  0.1241  0.1185  0.0900  0.0688  0.0528  0.0441  0.0325  0.0245  0.0172  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.0697 -1.7139 -3.3340
09.16528 -22.96214  28.80554   2.917   2.905  726.01  0.2555  0.1052             1  0.2124  0.1970  0.1500  0.1231  0.1160  0.0898  0.0685  0.0524  0.0439  0.0322  0.0245  0.0180  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.1096 -1.6645 -3.3325
09.16639 -22.96214  28.80554   2.917   2.907  725.87  0.2532  0.1052             1  0.2104  0.1953  0.1486  0.1217  0.1151  0.0889  0.0678  0.0518  0.0434  0.0318  0.0242  0.0176  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.1048 -1.6720 -3.3445
09.16750 -22.95406  28.80777   2.916   2.914  725.27  0.2495  0.1052             1  0.2079  0.1928  0.1467  0.1200  0.1139  0.0874  0.0665  0.0510  0.0427  0.0313  0.0237  0.0170  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.0907 -1.6928 -3.3647
09.16861 -22.94982  28.80894   2.913   2.903  726.21  0.2478  0.1051             1  0.2061  0.1914  0.1456  0.1192  0.1127  0.0870  0.0662  0.0506  0.0424  0.0310  0.0235  0.0171  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.1021 -1.6795 -3.3697
09.16972 -22.94768  28.80955   2.919   2.905  726.01  0.2452  0.1051             1  0.2024  0.1880  0.1429  0.1169  0.1109  0.0854  0.0649  0.0496  0.0416  0.0305  0.0231  0.0167  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.0974 -1.6860 -3.3899
09.17083 -22.94427  28.81050   2.922   2.907  725.87  0.2448  0.1051             1  0.2023  0.1880  0.1429  0.1169  0.1107  0.0854  0.0649  0.0496  0.0416  0.0304  0.0231  0.0167  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.1002 -1.6833 -3.3901
09.17194 -22.94004  28.81166   2.918   2.904  726.07  0.2450  0.1051             1  0.2027  0.1882  0.1433  0.1171  0.1114  0.0853  0.0649  0.0496  0.0416  0.0305  0.0231  0.0165  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.0865 -1.6996 -3.3916
09.17306 -22.93790  28.81225   2.920   2.907  725.87  0.2478  0.1051             1  0.2059  0.1912  0.1454  0.1189  0.1127  0.0868  0.0660  0.0504  0.0422  0.0309  0.0234  0.0169  0.0103  0.0206  0.0235  0.0285  0.0492  0.0316  0.0044  0.0024  0.0033  0.0025  0.0034  0.0101  0.0959 -1.6889 -3.3742
09.17417 -22.93576  28.81285   2.914   2.905  726.01  0.2477  0.1051             1  0.2063  0.1916  0.1458  0.1193  0.1129  0.0871  0.0663  0.0507  0.0425  0.0311  0.0236  0.0172  0.0103  0.0206  0.0235  0.0285  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.1011 -1.6792 -3.3675
09.17528 -22.93236  28.81379   2.914   2.902  726.27  0.2474  0.1051             1  0.2061  0.1913  0.1459  0.1191  0.1136  0.0867  0.0660  0.0507  0.0424  0.0311  0.0235  0.0167  0.0103  0.0206  0.0235  0.0285  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0776 -1.7063 -3.3736
09.17639 -22.92724  28.81519   2.913   2.909  725.67  0.2448  0.1051             1  0.2037  0.1891  0.1439  0.1176  0.1116  0.0858  0.0652  0.0499  0.0418  0.0306  0.0232  0.0166  0.0103  0.0206  0.0235  0.0285  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0910 -1.6949 -3.3867
09.17750 -22.92383  28.81614   2.913   2.908  725.74  0.2450  0.1051             1  0.2023  0.1878  0.1430  0.1168  0.1114  0.0849  0.0646  0.0495  0.0414  0.0303  0.0228  0.0161  0.0103  0.0206  0.0235  0.0285  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0702 -1.7212 -3.4000
09.17861 -22.92084  28.81697   2.916   2.910  725.60  0.2386  0.1050             1  0.1961  0.1823  0.1385  0.1133  0.1075  0.0826  0.0626  0.0479  0.0400  0.0292  0.0221  0.0157  0.0104  0.0206  0.0236  0.0285  0.0493  0.0317  0.0044  0.0025  0.0034  0.0025  0.0035  0.0102  0.0805 -1.7124 -3.4312
09.17972 -22.91740  28.81794   2.920   2.907  725.80  0.2372  0.1050             1  0.1950  0.1812  0.1377  0.1124  0.1067  0.0822  0.0622  0.0475  0.0397  0.0289  0.0219  0.0157  0.0103  0.0206  0.0235  0.0285  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0846 -1.7109 -3.4391
09.18083 -22.91314  28.81912   2.918   2.901  726.34  0.2362  0.1049             1  0.1948  0.1811  0.1378  0.1126  0.1068  0.0821  0.0622  0.0474  0.0397  0.0288  0.0218  0.0155  0.0103  0.0206  0.0235  0.0285  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0772 -1.7209 -3.4421
09.18194 -22.90974  28.82006   2.916   2.900  726.48  0.2374  0.1050             1  0.1969  0.1830  0.1395  0.1137  0.1084  0.0828  0.0628  0.0480  0.0401  0.0292  0.0220  0.0155  0.0103  0.0206  0.0235  0.0285  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0649 -1.7328 -3.4321
09.18306 -22.90676  28.82090   2.916   2.910  725.60  0.2373  0.1050             1  0.1973  0.1836  0.1392  0.1142  0.1070  0.0836  0.0633  0.0481  0.0403  0.0292  0.0222  0.0164  0.0104  0.0206  0.0236  0.0286  0.0494  0.0317  0.0044  0.0025  0.0034  0.0026  0.0035  0.0102  0.1108 -1.6806 -3.4208
09.18417 -22.90162  28.82234   2.924   2.900  726.41  0.2359  0.1049             1  0.1971  0.1832  0.1395  0.1139  0.1079  0.0831  0.0629  0.0480  0.0401  0.0292  0.0220  0.0157  0.0103  0.0206  0.0236  0.0285  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0776 -1.7208 -3.4306
09.18528 -22.90162  28.82234   2.924   2.902  726.27  0.2344  0.1049             1  0.1963  0.1823  0.1391  0.1131  0.1085  0.0821  0.0623  0.0477  0.0398  0.0290  0.0218  0.0150  0.0103  0.0206  0.0235  0.0285  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0472 -1.7581 -3.4439
09.18639 -22.89567  28.82396   2.912   2.904  726.14  0.2360  0.1049             1  0.1989  0.1849  0.1406  0.1148  0.1089  0.0837  0.0635  0.0484  0.0405  0.0294  0.0222  0.0159  0.0103  0.0206  0.0235  0.0285  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0813 -1.7170 -3.4216
09.18750 -22.89396  28.82443   2.914   2.903  726.21  0.2407  0.1050             1  0.2046  0.1898  0.1449  0.1181  0.1128  0.0855  0.0650  0.0498  0.0415  0.0302  0.0227  0.0158  0.0104  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0025  0.0034  0.0026  0.0035  0.0102  0.0543 -1.7487 -3.4003
09.18861 -22.88841  28.82596   2.913   2.904  726.14  0.2472  0.1051             1  0.2093  0.1941  0.1481  0.1208  0.1150  0.0877  0.0669  0.0512  0.0428  0.0313  0.0237  0.0168  0.0103  0.0206  0.0235  0.0286  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0790 -1.7114 -3.3645
09.18972 -22.88627  28.82656   2.915   2.904  726.14  0.2495  0.1052             1  0.2107  0.1955  0.1488  0.1217  0.1151  0.0886  0.0675  0.0516  0.0431  0.0316  0.0239  0.0174  0.0103  0.0206  0.0235  0.0286  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.1013 -1.6849 -3.3525
09.19083 -22.88244  28.82761   2.913   2.909  725.67  0.2535  0.1052             1  0.2145  0.1989  0.1514  0.1238  0.1169  0.0901  0.0687  0.0525  0.0439  0.0322  0.0245  0.0179  0.0103  0.0206  0.0235  0.0286  0.0493  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.1098 -1.6746 -3.3327
09.19194 -22.87860  28.82867   2.913   2.901  726.34  0.2509  0.1052             1  0.2132  0.1978  0.1505  0.1231  0.1163  0.0897  0.0684  0.0522  0.0437  0.0320  0.0243  0.0178  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.1096 -1.6740 -3.3378
09.19306 -22.87860  28.82867   2.912   2.903  726.21  0.2501  0.1052             1  0.2119  0.1965  0.1496  0.1223  0.1156  0.0889  0.0677  0.0517  0.0433  0.0317  0.0240  0.0174  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.1019 -1.6869 -3.3495
09.19417 -22.87097  28.83085   2.912   2.903  726.21  0.2475  0.1051             1  0.2080  0.1929  0.1468  0.1200  0.1137  0.0872  0.0663  0.0508  0.0424  0.0310  0.0235  0.0170  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0989 -1.6922 -3.3704
09.19528 -22.87097  28.83085   2.913   2.903  726.21  0.2489  0.1052             1  0.2088  0.1937  0.1473  0.1204  0.1137  0.0877  0.0667  0.0509  0.0426  0.0311  0.0236  0.0172  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.1050 -1.6857 -3.3659
09.19639 -22.86589  28.83232   2.913   2.904  726.14  0.2482  0.1052             1  0.2081  0.1930  0.1467  0.1200  0.1135  0.0872  0.0664  0.0506  0.0423  0.0309  0.0234  0.0169  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0977 -1.6964 -3.3729
09.19750 -22.86123  28.83367   2.912   2.903  726.21  0.2469  0.1051             1  0.2082  0.1931  0.1470  0.1201  0.1137  0.0873  0.0664  0.0506  0.0423  0.0309  0.0234  0.0169  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0944 -1.7010 -3.3735
09.19861 -22.85953  28.83416   2.912   2.898  726.61  0.2474  0.1051             1  0.2105  0.1953  0.1485  0.1215  0.1146  0.0882  0.0671  0.0511  0.0427  0.0310  0.0234  0.0169  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0904 -1.7105 -3.3678
09.19972 -22.85531  28.83541   2.912   2.905  726.01  0.2484  0.1052             1  0.2117  0.1962  0.1493  0.1220  0.1153  0.0885  0.0673  0.0513  0.0428  0.0312  0.0236  0.0170  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0904 -1.7109 -3.3632
09.20083 -22.85194  28.83642   2.912   2.901  726.34  0.2451  0.1051             1  0.2082  0.1932  0.1469  0.1201  0.1133  0.0872  0.0663  0.0504  0.0422  0.0306  0.0232  0.0168  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0951 -1.7066 -3.3789
09.20194 -22.84861  28.83742   2.912   2.904  726.07  0.2475  0.1051             1  0.2117  0.1962  0.1492  0.1219  0.1154  0.0885  0.0673  0.0513  0.0429  0.0313  0.0236  0.0170  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0916 -1.7080 -3.3619
09.20306 -22.84861  28.83742   2.912   2.902  726.27  0.2541  0.1052             1  0.2186  0.2026  0.1541  0.1261  0.1189  0.0915  0.0697  0.0532  0.0445  0.0325  0.0246  0.0180  0.0103  0.0207  0.0236  0.0286  0.0494  0.0317  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.1069 -1.6866 -3.3226
09.20417 -22.84181  28.83945   2.912   2.905  726.01  0.2535  0.1052             1  0.2194  0.2033  0.1545  0.1265  0.1191  0.0919  0.0701  0.0534  0.0447  0.0326  0.0248  0.0182  0.0103  0.0207  0.0236  0.0286  0.0494  0.0318  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.1115 -1.6802 -3.3175
09.20528 -22.83801  28.84062   2.912   2.901  726.34  0.2583  0.1053             1  0.2247  0.2080  0.1584  0.1295  0.1224  0.0938  0.0716  0.0546  0.0456  0.0334  0.0252  0.0182  0.0104  0.0207  0.0236  0.0286  0.0494  0.0318  0.0044  0.0024  0.0033  0.0025  0.0034  0.0102  0.0973 -1.6983 -3.2983
