SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,10,001,Delaware,Kent County,8,8,10178,5015,5163,3702,3675,1081,1182,33,26,148,204,1,6,50,70,3740,3732,1103,1217,57,54,164,228,2,7,3494,3511,1066,1156,31,24,147,201,1,4,50,67,3532,3565,1088,1188,55,52,163,225,2,5,208,164,15,26,2,2,1,3,0,2,0,3,208,167,15,29,2,2,1,3,0,2
050,10,001,Delaware,Kent County,8,9,11032,5405,5627,4221,4236,1014,1184,8,29,123,116,3,4,36,58,4249,4281,1029,1214,22,57,138,134,3,4,4087,4120,994,1166,7,28,123,114,3,1,36,56,4115,4163,1009,1194,21,56,138,132,3,1,134,116,20,18,1,1,0,2,0,3,0,2,134,118,20,20,1,1,0,2,0,3
050,10,001,Delaware,Kent County,8,10,10811,5166,5645,3995,4258,997,1154,51,36,74,135,1,2,48,60,4030,4302,1016,1184,80,72,88,150,1,2,3875,4149,983,1132,45,35,74,135,0,1,48,58,3910,4191,1002,1160,74,71,88,150,0,1,120,109,14,22,6,1,0,0,1,1,0,2,120,111,14,24,6,1,0,0,1,1
050,10,001,Delaware,Kent County,8,11,8642,4133,4509,3273,3375,748,928,32,33,38,120,1,2,41,51,3305,3414,766,950,59,67,46,131,1,3,3195,3310,729,913,32,33,36,119,1,2,40,51,3226,3349,746,935,59,67,44,130,1,3,78,65,19,15,0,0,2,1,0,0,1,0,79,65,20,15,0,0,2,1,0,0
050,10,001,Delaware,Kent County,8,12,8085,3880,4205,3125,3264,636,764,26,30,52,104,2,6,39,37,3158,3294,650,782,53,55,57,109,3,6,3064,3185,627,756,26,29,52,103,2,3,37,35,3095,3213,640,772,52,54,57,108,3,3,61,79,9,8,0,1,0,1,0,3,2,2,63,81,10,10,1,1,0,1,0,3
050,10,001,Delaware,Kent County,8,13,6353,2990,3363,2444,2701,471,548,17,18,33,69,0,0,25,27,2463,2722,480,560,34,36,38,74,0,0,2396,2655,465,543,17,18,30,69,0,0,25,27,2415,2676,474,555,34,36,35,74,0,0,48,46,6,5,0,0,3,0,0,0,0,0,48,46,6,5,0,0,3,0,0,0
050,10,001,Delaware,Kent County,8,14,5059,2357,2702,1908,2204,385,405,22,18,25,56,0,0,17,19,1921,2218,390,411,34,32,29,61,0,0,1871,2154,383,400,21,18,25,56,0,0,17,19,1884,2168,388,406,33,32,29,61,0,0,37,50,2,5,1,0,0,0,0,0,0,0,37,50,2,5,1,0,0,0,0,0
050,10,001,Delaware,Kent County,8,15,4733,2241,2492,1844,2021,354,392,17,14,15,46,1,0,10,19,1852,2035,357,399,24,25,17,52,1,0,1813,1995,353,390,17,14,15,45,1,0,9,19,1820,2009,355,397,24,25,17,51,1,0,31,26,1,2,0,0,0,1,0,0,1,0,32,26,2,2,0,0,0,1,0,0
050,10,001,Delaware,Kent County,8,16,3300,1464,1836,1256,1577,187,209,7,13,8,26,0,1,6,10,1260,1583,189,213,12,20,9,29,0,1,1222,1545,184,207,7,13,8,26,0,1,6,10,1226,1551,186,211,12,20,9,29,0,1,34,32,3,2,0,0,0,0,0,0,0,0,34,32,3,2,0,0,0,0,0,0
050,10,001,Delaware,Kent County,8,17,2522,900,1622,754,1415,133,181,7,6,3,9,0,2,3,9,757,1422,133,183,10,13,3,11,0,2,743,1397,133,180,7,6,3,9,0,2,3,9,746,1404,133,182,10,13,3,11,0,2,11,18,0,1,0,0,0,0,0,0,0,0,11,18,0,1,0,0,0,0,0,0
050,10,001,Delaware,Kent County,8,18,2120,651,1469,551,1301,89,148,6,7,2,2,0,0,3,11,554,1310,89,154,8,16,3,5,0,2,549,1280,89,148,6,7,2,2,0,0,3,11,552,1289,89,154,8,16,3,5,0,2,2,21,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0
050,10,003,Delaware,New Castle County,1,0,500265,242943,257322,184243,192994,48764,54253,578,556,6583,6670,112,113,2663,2736,186464,195225,50318,55970,1434,1515,7356,7381,194,203,172225,182600,47393,52813,409,409,6511,6609,76,74,2397,2456,174231,184600,48752,54308,1160,1266,7251,7285,149,156,12018,10394,1371,1440,169,147,72,61,36,39,266,280,12233,10625,1566,1662,274,249,105,96,45,47
050,10,003,Delaware,New Castle County,1,1,33384,17089,16295,11752,11061,4204,4136,42,41,548,518,8,5,535,534,12242,11548,4603,4537,124,127,664,636,16,16,10452,9822,4009,3929,17,20,540,513,4,2,492,472,10905,10256,4380,4280,77,85,654,623,11,12,1300,1239,195,207,25,21,8,5,4,3,43,62,1337,1292,223,257,47,42,10,13,5,4
050,10,003,Delaware,New Castle County,1,2,36150,18569,17581,12730,12083,4881,4687,48,38,477,396,9,7,424,370,13112,12407,5176,4957,128,110,592,487,14,12,11556,10934,4678,4498,29,24,470,386,4,4,372,334,11892,11229,4928,4734,95,86,578,476,9,9,1174,1149,203,189,19,14,7,10,5,3,52,36,1220,1178,248,223,33,24,14,11,5,3
050,10,003,Delaware,New Castle County,1,3,34961,18046,16915,12607,11647,4695,4520,35,42,408,413,3,10,298,283,12860,11888,4879,4706,113,119,500,491,10,17,11630,10751,4542,4360,29,30,398,407,2,6,268,258,11860,10971,4705,4529,99,99,481,478,8,12,977,896,153,160,6,12,10,6,1,4,30,25,1000,917,174,177,14,20,19,13,2,5
050,10,003,Delaware,New Castle County,1,4,36309,18128,18181,13139,13286,4265,4150,41,58,405,400,11,16,267,271,13358,13517,4413,4313,124,144,492,482,22,21,11925,12325,4147,4020,24,38,399,397,10,13,237,246,12121,12534,4275,4166,93,114,483,475,20,18,1214,961,118,130,17,20,6,3,1,3,30,25,1237,983,138,147,31,30,9,7,2,3
050,10,003,Delaware,New Castle County,1,5,35499,17458,18041,13140,13504,3527,3757,64,57,464,501,27,19,236,203,13339,13674,3650,3889,137,120,548,559,34,24,11616,12465,3415,3621,41,35,459,496,18,11,203,176,11788,12611,3515,3734,101,87,540,551,24,15,1524,1039,112,136,23,22,5,5,9,8,33,27,1551,1063,135,155,36,33,8,8,10,9
050,10,003,Delaware,New Castle County,1,6,34869,17493,17376,12835,12388,3637,3969,41,40,807,794,11,14,162,171,12961,12525,3717,4057,92,96,876,861,18,25,11442,11308,3498,3818,25,28,801,787,6,6,140,147,11550,11425,3564,3887,67,73,866,852,13,17,1393,1080,139,151,16,12,6,7,5,8,22,24,1411,1100,153,170,25,23,10,9,5,8
050,10,003,Delaware,New Castle County,1,7,39000,19235,19765,14280,14029,4058,4764,61,43,682,750,16,9,138,170,14390,14160,4121,4861,120,128,724,786,24,18,13097,13005,3946,4623,31,32,674,744,9,6,118,149,13189,13120,3996,4702,81,109,713,778,17,14,1183,1024,112,141,30,11,8,6,7,3,20,21,1201,1040,125,159,39,19,11,8,7,4
050,10,003,Delaware,New Castle County,1,8,42472,20933,21539,15860,15751,4188,4905,51,58,687,645,8,13,139,167,15961,15867,4252,5003,121,143,728,688,13,19,14898,14948,4094,4813,43,48,679,641,7,9,127,152,14992,15052,4148,4897,106,131,719,682,12,14,962,803,94,92,8,10,8,4,1,4,12,15,969,815,104,106,15,12,9,6,1,5
050,10,003,Delaware,New Castle County,1,9,41144,20231,20913,15656,15655,3867,4524,51,51,532,536,6,4,119,143,15740,15754,3919,4602,120,129,567,571,12,12,14975,15096,3787,4460,43,40,530,531,5,2,109,130,15052,15184,3832,4527,107,114,565,565,9,10,681,559,80,64,8,11,2,5,1,2,10,13,688,570,87,75,13,15,2,6,3,2
050,10,003,Delaware,New Castle County,1,10,35685,17222,18463,13583,13962,3077,3874,38,37,433,484,3,2,88,104,13649,14030,3116,3922,92,103,454,511,5,7,13095,13489,3018,3820,30,33,429,480,3,2,83,95,13157,13551,3052,3863,84,94,449,506,4,5,488,473,59,54,8,4,4,4,0,0,5,9,492,479,64,59,8,9,5,5,1,2
050,10,003,Delaware,New Castle County,1,11,31197,15043,16154,12012,12636,2550,2974,35,27,354,419,4,3,88,95,12077,12702,2586,3018,94,87,376,440,9,9,11617,12264,2503,2936,30,22,350,415,4,3,84,89,11680,12325,2535,2976,87,78,372,435,8,9,395,372,47,38,5,5,4,4,0,0,4,6,397,377,51,42,7,9,4,5,1,0
050,10,003,Delaware,New Castle County,1,12,23739,11327,12412,9240,9960,1751,2105,20,17,258,265,3,5,55,60,9277,10003,1776,2137,54,53,274,279,5,6,8989,9695,1726,2081,18,15,257,264,3,5,55,53,9026,9733,1751,2107,52,49,273,275,5,6,251,265,25,24,2,2,1,1,0,0,0,7,251,270,25,30,2,4,1,4,0,0
050,10,003,Delaware,New Castle County,1,13,17953,8534,9419,6836,7513,1394,1624,21,18,243,222,0,3,40,39,6869,7545,1409,1644,39,38,257,231,3,6,6670,7357,1377,1604,20,17,240,222,0,2,39,35,6702,7385,1391,1620,38,36,254,231,3,5,166,156,17,20,1,1,3,0,0,1,1,4,167,160,18,24,1,2,3,0,0,1
050,10,003,Delaware,New Castle County,1,14,16183,7428,8755,6246,7244,1018,1338,11,9,126,134,1,0,26,30,6267,7267,1029,1349,28,28,132,142,3,1,6121,7111,1012,1327,10,8,126,134,1,0,25,29,6142,7134,1022,1337,26,26,132,142,3,1,125,133,6,11,1,1,0,0,0,0,1,1,125,133,7,12,2,2,0,0,0,0
050,10,003,Delaware,New Castle County,1,15,14721,6465,8256,5672,7101,699,1027,8,9,71,86,0,0,15,33,5684,7121,705,1045,16,34,77,92,0,2,5581,6995,696,1023,8,9,71,86,0,0,14,31,5592,7014,701,1039,15,32,77,92,0,2,91,106,3,4,0,0,0,0,0,0,1,2,92,107,4,6,1,2,0,0,0,0
050,10,003,Delaware,New Castle County,1,16,12494,5006,7488,4411,6553,532,846,4,7,47,58,0,1,12,23,4417,6567,539,856,14,24,48,64,3,2,4366,6491,527,841,4,7,47,57,0,1,11,21,4372,6504,533,851,14,22,48,63,2,1,45,62,5,5,0,0,0,1,0,0,1,2,45,63,6,5,0,2,0,1,1,1
050,10,003,Delaware,New Castle County,1,17,8062,2968,5094,2665,4534,263,508,3,2,22,28,1,1,14,21,2675,4550,268,518,11,15,27,34,1,2,2641,4501,263,499,3,1,22,28,0,1,13,20,2650,4516,267,508,11,14,27,34,0,2,24,33,0,9,0,1,0,0,1,0,1,1,25,34,1,10,0,1,0,0,1,0
050,10,003,Delaware,New Castle County,1,18,6443,1768,4675,1579,4087,158,545,4,2,19,21,1,1,7,19,1586,4100,160,556,7,17,20,27,2,4,1554,4043,155,540,4,2,19,21,0,1,7,19,1561,4056,157,551,7,17,20,27,1,4,25,44,3,5,0,0,0,0,1,0,0,0,25,44,3,5,0,0,0,0,1,0
050,10,003,Delaware,New Castle County,2,0,500265,242943,257322,184243,192994,48764,54253,578,556,6583,6670,112,113,2663,2736,186464,195225,50318,55970,1434,1515,7356,7381,194,203,172225,182600,47393,52813,409,409,6511,6609,76,74,2397,2456,174231,184600,48752,54308,1160,1266,7251,7285,149,156,12018,10394,1371,1440,169,147,72,61,36,39,266,280,12233,10625,1566,1662,274,249,105,96,45,47
050,10,003,Delaware,New Castle County,2,1,33384,17089,16295,11752,11061,4204,4136,42,41,548,518,8,5,535,534,12242,11548,4603,4537,124,127,664,636,16,16,10452,9822,4009,3929,17,20,540,513,4,2,492,472,10905,10256,4380,4280,77,85,654,623,11,12,1300,1239,195,207,25,21,8,5,4,3,43,62,1337,1292,223,257,47,42,10,13,5,4
050,10,003,Delaware,New Castle County,2,2,36150,18569,17581,12730,12083,4881,4687,48,38,477,396,9,7,424,370,13112,12407,5176,4957,128,110,592,487,14,12,11556,10934,4678,4498,29,24,470,386,4,4,372,334,11892,11229,4928,4734,95,86,578,476,9,9,1174,1149,203,189,19,14,7,10,5,3,52,36,1220,1178,248,223,33,24,14,11,5,3
050,10,003,Delaware,New Castle County,2,3,34961,18046,16915,12607,11647,4695,4520,35,42,408,413,3,10,298,283,12860,11888,4879,4706,113,119,500,491,10,17,11630,10751,4542,4360,29,30,398,407,2,6,268,258,11860,10971,4705,4529,99,99,481,478,8,12,977,896,153,160,6,12,10,6,1,4,30,25,1000,917,174,177,14,20,19,13,2,5
050,10,003,Delaware,New Castle County,2,4,36309,18128,18181,13139,13286,4265,4150,41,58,405,400,11,16,267,271,13358,13517,4413,4313,124,144,492,482,22,21,11925,12325,4147,4020,24,38,399,397,10,13,237,246,12121,12534,4275,4166,93,114,483,475,20,18,1214,961,118,130,17,20,6,3,1,3,30,25,1237,983,138,147,31,30,9,7,2,3
050,10,003,Delaware,New Castle County,2,5,35499,17458,18041,13140,13504,3527,3757,64,57,464,501,27,19,236,203,13339,13674,3650,3889,137,120,548,559,34,24,11616,12465,3415,3621,41,35,459,496,18,11,203,176,11788,12611,3515,3734,101,87,540,551,24,15,1524,1039,112,136,23,22,5,5,9,8,33,27,1551,1063,135,155,36,33,8,8,10,9
050,10,003,Delaware,New Castle County,2,6,34869,17493,17376,12835,12388,3637,3969,41,40,807,794,11,14,162,171,12961,12525,3717,4057,92,96,876,861,18,25,11442,11308,3498,3818,25,28,801,787,6,6,140,147,11550,11425,3564,3887,67,73,866,852,13,17,1393,1080,139,151,16,12,6,7,5,8,22,24,1411,1100,153,170,25,23,10,9,5,8
050,10,003,Delaware,New Castle County,2,7,39000,19235,19765,14280,14029,4058,4764,61,43,682,750,16,9,138,170,14390,14160,4121,4861,120,128,724,786,24,18,13097,13005,3946,4623,31,32,674,744,9,6,118,149,13189,13120,3996,4702,81,109,713,778,17,14,1183,1024,112,141,30,11,8,6,7,3,20,21,1201,1040,125,159,39,19,11,8,7,4
050,10,003,Delaware,New Castle County,2,8,42472,20933,21539,15860,15751,4188,4905,51,58,687,645,8,13,139,167,15961,15867,4252,5003,121,143,728,688,13,19,14898,14948,4094,4813,43,48,679,641,7,9,127,152,14992,15052,4148,4897,106,131,719,682,12,14,962,803,94,92,8,10,8,4,1,4,12,15,969,815,104,106,15,12,9,6,1,5
050,10,003,Delaware,New Castle County,2,9,41144,20231,20913,15656,15655,3867,4524,51,51,532,536,6,4,119,143,15740,15754,3919,4602,120,129,567,571,12,12,14975,15096,3787,4460,43,40,530,531,5,2,109,130,15052,15184,3832,4527,107,114,565,565,9,10,681,559,80,64,8,11,2,5,1,2,10,13,688,570,87,75,13,15,2,6,3,2
050,10,003,Delaware,New Castle County,2,10,35685,17222,18463,13583,13962,3077,3874,38,37,433,484,3,2,88,104,13649,14030,3116,3922,92,103,454,511,5,7,13095,13489,3018,3820,30,33,429,480,3,2,83,95,13157,13551,3052,3863,84,94,449,506,4,5,488,473,59,54,8,4,4,4,0,0,5,9,492,479,64,59,8,9,5,5,1,2
050,10,003,Delaware,New Castle County,2,11,31197,15043,16154,12012,12636,2550,2974,35,27,354,419,4,3,88,95,12077,12702,2586,3018,94,87,376,440,9,9,11617,12264,2503,2936,30,22,350,415,4,3,84,89,11680,12325,2535,2976,87,78,372,435,8,9,395,372,47,38,5,5,4,4,0,0,4,6,397,377,51,42,7,9,4,5,1,0
050,10,003,Delaware,New Castle County,2,12,23739,11327,12412,9240,9960,1751,2105,20,17,258,265,3,5,55,60,9277,10003,1776,2137,54,53,274,279,5,6,8989,9695,1726,2081,18,15,257,264,3,5,55,53,9026,9733,1751,2107,52,49,273,275,5,6,251,265,25,24,2,2,1,1,0,0,0,7,251,270,25,30,2,4,1,4,0,0
050,10,003,Delaware,New Castle County,2,13,17953,8534,9419,6836,7513,1394,1624,21,18,243,222,0,3,40,39,6869,7545,1409,1644,39,38,257,231,3,6,6670,7357,1377,1604,20,17,240,222,0,2,39,35,6702,7385,1391,1620,38,36,254,231,3,5,166,156,17,20,1,1,3,0,0,1,1,4,167,160,18,24,1,2,3,0,0,1
050,10,003,Delaware,New Castle County,2,14,16183,7428,8755,6246,7244,1018,1338,11,9,126,134,1,0,26,30,6267,7267,1029,1349,28,28,132,142,3,1,6121,7111,1012,1327,10,8,126,134,1,0,25,29,6142,7134,1022,1337,26,26,132,142,3,1,125,133,6,11,1,1,0,0,0,0,1,1,125,133,7,12,2,2,0,0,0,0
050,10,003,Delaware,New Castle County,2,15,14721,6465,8256,5672,7101,699,1027,8,9,71,86,0,0,15,33,5684,7121,705,1045,16,34,77,92,0,2,5581,6995,696,1023,8,9,71,86,0,0,14,31,5592,7014,701,1039,15,32,77,92,0,2,91,106,3,4,0,0,0,0,0,0,1,2,92,107,4,6,1,2,0,0,0,0
050,10,003,Delaware,New Castle County,2,16,12494,5006,7488,4411,6553,532,846,4,7,47,58,0,1,12,23,4417,6567,539,856,14,24,48,64,3,2,4366,6491,527,841,4,7,47,57,0,1,11,21,4372,6504,533,851,14,22,48,63,2,1,45,62,5,5,0,0,0,1,0,0,1,2,45,63,6,5,0,2,0,1,1,1
050,10,003,Delaware,New Castle County,2,17,8062,2968,5094,2665,4534,263,508,3,2,22,28,1,1,14,21,2675,4550,268,518,11,15,27,34,1,2,2641,4501,263,499,3,1,22,28,0,1,13,20,2650,4516,267,508,11,14,27,34,0,2,24,33,0,9,0,1,0,0,1,0,1,1,25,34,1,10,0,1,0,0,1,0
050,10,003,Delaware,New Castle County,2,18,6443,1768,4675,1579,4087,158,545,4,2,19,21,1,1,7,19,1586,4100,160,556,7,17,20,27,2,4,1554,4043,155,540,4,2,19,21,0,1,7,19,1561,4056,157,551,7,17,20,27,1,4,25,44,3,5,0,0,0,0,1,0,0,0,25,44,3,5,0,0,0,0,1,0
050,10,003,Delaware,New Castle County,3,0,501865,243732,258133,184597,193287,48941,54466,582,576,6651,6791,116,115,2845,2898,186935,195639,50596,56258,1484,1545,7465,7538,234,255,172409,182781,47555,53020,426,437,6581,6717,89,91,2560,2582,174514,184861,49006,54573,1201,1272,7364,7435,207,231,12188,10506,1386,1446,156,139,70,74,27,24,285,316,12421,10778,1590,1685,283,273,101,103,27,24
050,10,003,Delaware,New Castle County,3,1,33268,17031,16237,11695,10991,4173,4101,42,41,547,514,6,6,568,584,12205,11515,4582,4528,128,134,690,657,18,21,10383,9745,3980,3895,19,21,539,507,4,5,521,517,10856,10213,4353,4267,86,94,675,637,16,20,1312,1246,193,206,23,20,8,7,2,1,47,67,1349,1302,229,261,42,40,15,20,2,1
050,10,003,Delaware,New Castle County,3,2,35803,18394,17409,12587,11950,4819,4629,48,37,472,390,9,6,459,397,12988,12300,5140,4911,138,112,584,486,24,21,11408,10801,4611,4441,31,26,464,380,5,5,409,354,11768,11114,4895,4690,101,86,569,470,20,20,1179,1149,208,188,17,11,8,10,4,1,50,43,1220,1186,245,221,37,26,15,16,4,1
050,10,003,Delaware,New Castle County,3,3,35013,18072,16941,12593,11639,4707,4541,39,48,400,412,4,9,329,292,12871,11887,4915,4732,123,123,490,487,18,23,11603,10737,4551,4380,33,35,391,404,3,6,299,267,11856,10964,4739,4552,103,97,477,477,17,20,990,902,156,161,6,13,9,8,1,3,30,25,1015,923,176,180,20,26,13,10,1,3
050,10,003,Delaware,New Castle County,3,4,36193,18083,18110,13102,13224,4256,4133,40,55,400,393,10,14,275,291,13328,13462,4410,4302,124,149,483,477,24,29,11898,12266,4138,4003,26,38,396,389,9,12,241,261,12096,12479,4271,4153,93,115,474,470,23,27,1204,958,118,130,14,17,4,4,1,2,34,30,1232,983,139,149,31,34,9,7,1,2
050,10,003,Delaware,New Castle County,3,5,36129,17775,18354,13354,13713,3619,3841,63,53,475,511,22,16,242,220,13546,13886,3747,3969,143,127,555,577,37,31,11787,12650,3502,3702,41,31,469,504,17,11,208,192,11950,12801,3607,3810,106,90,544,567,32,26,1567,1063,117,139,22,22,6,7,5,5,34,28,1596,1085,140,159,37,37,11,10,5,5
050,10,003,Delaware,New Castle County,3,6,34710,17423,17287,12748,12290,3640,3959,38,41,817,808,12,14,168,175,12879,12428,3726,4058,95,98,876,863,22,28,11336,11199,3497,3808,24,30,812,800,7,7,146,148,11449,11313,3567,3886,71,75,869,853,17,21,1412,1091,143,151,14,11,5,8,5,7,22,27,1430,1115,159,172,24,23,7,10,5,7
050,10,003,Delaware,New Castle County,3,7,39070,19272,19798,14280,14033,4061,4773,60,50,697,770,15,8,159,164,14401,14158,4135,4862,127,115,750,817,24,21,13078,12995,3947,4629,31,36,689,764,9,6,138,145,13183,13103,4007,4703,86,93,741,811,18,19,1202,1038,114,144,29,14,8,6,6,2,21,19,1218,1055,128,159,41,22,9,6,6,2
050,10,003,Delaware,New Castle County,3,8,42536,20975,21561,15872,15734,4201,4927,50,52,708,662,7,12,137,174,15974,15858,4258,5019,113,135,755,711,17,25,14892,14926,4109,4832,43,44,700,656,7,10,127,159,14986,15037,4158,4912,102,120,747,705,17,23,980,808,92,95,7,8,8,6,0,2,10,15,988,821,100,107,11,15,8,6,0,2
050,10,003,Delaware,New Castle County,3,9,41402,20356,21046,15723,15726,3901,4564,52,50,543,554,10,5,127,147,15813,15829,3953,4638,119,132,585,590,19,16,15027,15153,3821,4499,43,41,541,548,9,4,114,130,15107,15241,3863,4561,103,114,583,584,18,15,696,573,80,65,9,9,2,6,1,1,13,17,706,588,90,77,16,18,2,6,1,1
050,10,003,Delaware,New Castle County,3,10,36035,17385,18650,13700,14074,3108,3915,41,39,437,501,5,5,94,116,13766,14151,3145,3973,93,107,470,528,10,15,13203,13591,3048,3861,35,34,433,497,5,5,90,104,13266,13657,3081,3911,86,96,466,524,10,15,497,483,60,54,6,5,4,4,0,0,4,12,500,494,64,62,7,11,4,4,0,0
050,10,003,Delaware,New Castle County,3,11,31605,15243,16362,12142,12760,2601,3030,37,31,367,434,5,5,91,102,12207,12832,2640,3083,92,93,392,455,9,10,11739,12379,2553,2991,32,27,363,430,5,5,83,90,11797,12440,2585,3036,84,83,388,451,9,10,403,381,48,39,5,4,4,4,0,0,8,12,410,392,55,47,8,10,4,4,0,0
050,10,003,Delaware,New Castle County,3,12,23903,11401,12502,9294,10019,1763,2121,21,21,256,276,3,6,64,59,9341,10063,1792,2153,61,59,272,287,4,6,9040,9749,1739,2098,19,19,255,274,3,6,60,51,9084,9786,1765,2124,57,53,271,285,4,6,254,270,24,23,2,2,1,2,0,0,4,8,257,277,27,29,4,6,1,2,0,0
050,10,003,Delaware,New Castle County,3,13,18103,8607,9496,6883,7560,1406,1635,18,18,253,234,1,2,46,47,6920,7596,1428,1660,44,46,265,244,1,2,6714,7400,1389,1616,17,17,250,233,1,2,43,41,6748,7430,1409,1637,42,43,262,243,1,2,169,160,17,19,1,1,3,1,0,0,3,6,172,166,19,23,2,3,3,1,0,0
050,10,003,Delaware,New Castle County,3,14,16064,7341,8723,6163,7200,1013,1341,12,12,122,136,2,2,29,32,6188,7225,1027,1360,30,30,127,143,2,2,6036,7066,1007,1332,11,11,122,136,2,2,26,30,6058,7089,1019,1349,28,29,127,143,2,2,127,134,6,9,1,1,0,0,0,0,3,2,130,136,8,11,2,1,0,0,0,0
050,10,003,Delaware,New Castle County,3,15,14822,6508,8314,5705,7141,705,1039,7,12,70,88,1,0,20,34,5721,7167,714,1059,19,32,75,95,1,0,5609,7033,703,1035,7,12,70,88,1,0,20,32,5625,7057,712,1053,19,32,75,95,1,0,96,108,2,4,0,0,0,0,0,0,0,2,96,110,2,6,0,0,0,0,0,0
050,10,003,Delaware,New Castle County,3,16,12530,5064,7466,4454,6522,539,853,6,8,47,56,1,2,17,25,4467,6542,547,867,16,22,51,61,1,2,4407,6458,534,848,6,8,47,55,1,2,16,23,4419,6476,541,860,16,22,51,60,1,2,47,64,5,5,0,0,0,1,0,0,1,2,48,66,6,7,0,0,0,1,0,0
050,10,003,Delaware,New Castle County,3,17,8164,2988,5176,2682,4603,267,515,4,3,22,31,1,2,12,22,2693,4620,271,527,10,15,26,35,1,2,2655,4570,267,506,4,2,22,31,0,2,11,21,2665,4586,271,517,9,14,26,35,0,2,27,33,0,9,0,1,0,0,1,0,1,1,28,34,0,10,1,1,0,0,1,0
050,10,003,Delaware,New Castle County,3,18,6515,1814,4701,1620,4108,162,549,4,5,18,21,2,1,8,17,1627,4120,166,557,9,16,19,25,2,1,1594,4063,159,544,4,5,18,21,1,1,8,17,1601,4075,163,552,9,16,19,25,1,1,26,45,3,5,0,0,0,0,1,0,0,0,26,45,3,5,0,0,0,0,1,0
050,10,003,Delaware,New Castle County,4,0,505888,245787,260101,185072,193323,50024,55856,602,600,6987,7193,126,120,2976,3009,187530,195770,51776,57747,1522,1577,7832,7962,242,262,171996,182046,48660,54419,443,448,6924,7135,94,96,2675,2668,174207,184203,50198,56049,1231,1280,7737,7871,210,238,13076,11277,1364,1437,159,152,63,58,32,24,301,341,13323,11567,1578,1698,291,297,95,91,32,24
050,10,003,Delaware,New Castle County,4,1,32689,16779,15910,11486,10617,4118,4135,32,41,555,519,5,6,583,592,12011,11151,4544,4577,105,120,701,659,20,21,10057,9312,3963,3956,15,22,545,516,4,4,537,526,10544,9790,4354,4343,71,84,685,645,19,19,1429,1305,155,179,17,19,10,3,1,2,46,66,1467,1361,190,234,34,36,16,14,1,2
050,10,003,Delaware,New Castle County,4,2,34322,17550,16772,11904,11480,4608,4415,50,37,500,422,12,8,476,410,12323,11840,4943,4710,141,109,615,524,26,23,10690,10305,4408,4245,30,25,494,410,5,5,420,365,11064,10628,4701,4505,97,82,603,503,19,20,1214,1175,200,170,20,12,6,12,7,3,56,45,1259,1212,242,205,44,27,12,21,7,3
050,10,003,Delaware,New Castle County,4,3,35015,18107,16908,12513,11524,4790,4622,40,51,411,395,3,9,350,307,12811,11786,5016,4826,124,127,505,475,18,23,11447,10545,4628,4449,33,35,403,390,3,6,315,277,11716,10782,4830,4631,101,96,492,467,18,20,1066,979,162,173,7,16,8,5,0,3,35,30,1095,1004,186,195,23,31,13,8,0,3
050,10,003,Delaware,New Castle County,4,4,35394,17982,17412,12959,12723,4283,3927,38,52,406,407,11,14,285,289,13195,12962,4444,4100,124,139,491,491,25,27,11801,11773,4155,3807,26,32,399,400,9,11,252,259,12010,11987,4296,3959,95,105,479,480,23,24,1158,950,128,120,12,20,7,7,2,3,33,30,1185,975,148,141,29,34,12,11,2,3
050,10,003,Delaware,New Castle County,4,5,38179,18595,19584,13817,14375,3966,4365,72,61,456,523,26,15,258,245,14027,14571,4103,4509,160,141,541,595,36,30,12156,13205,3848,4216,43,34,450,517,20,12,225,215,12338,13376,3964,4339,116,99,530,586,30,27,1661,1170,118,149,29,27,6,6,6,3,33,30,1689,1195,139,170,44,42,11,9,6,3
