2005 Colorado River interpolated elevation		
easting (m)	northing (m)	elev (ft)
623832.251	4273877.688	3948.532254
623834.251	4273877.688	3948.745508
623836.251	4273877.688	3949.047344
623838.251	4273877.688	3949.076872
623840.251	4273877.688	3948.781597
623842.251	4273877.688	3948.843933
623844.251	4273877.688	3948.765193
623846.251	4273877.688	3948.758631
623848.251	4273877.688	3948.985009
623850.251	4273877.688	3949.053906
623852.251	4273877.688	3949.214667
623854.251	4273877.688	3948.607713
623856.251	4273877.688	3948.109026
623858.251	4273877.688	3947.521757
623860.251	4273877.688	3947.400366
623862.251	4273877.688	3946.662178
623864.251	4273877.688	3946.366903
623866.251	4273877.688	3945.799319
623868.251	4273877.688	3945.471236
623870.251	4273877.688	3945.533572
623872.251	4273877.688	3945.340003
623874.251	4273877.688	3945.635278
623876.251	4273877.688	3945.60575
623878.251	4273877.688	3945.520448
623880.251	4273877.688	3946.032258
623882.251	4273877.688	3946.855748
623884.251	4273877.688	3947.006666
623886.251	4273877.688	3946.911522
623888.251	4273877.688	3947.525038
623890.251	4273877.688	3947.14118
623892.251	4273877.688	3946.478452
623894.251	4273877.688	3946.465328
623896.251	4273877.688	3946.1963
623898.251	4273877.688	3946.416116
623900.251	4273877.688	3946.406273
623902.251	4273877.688	3946.225828
623904.251	4273877.688	3946.35378
623906.251	4273877.688	3945.940395
623908.251	4273877.688	3946.491575
623910.251	4273877.688	3946.209423
623912.251	4273877.688	3946.320972
623914.251	4273877.688	3946.327533
623916.251	4273877.688	3946.530945
623918.251	4273877.688	3946.097875
623920.251	4273877.688	3946.455486
623922.251	4273877.688	3946.311129
623924.251	4273877.688	3946.166773
623926.251	4273877.688	3946.507979
623928.251	4273877.688	3946.255355
623930.251	4273877.688	3946.166773
623932.251	4273877.688	3946.39315
623934.251	4273877.688	3945.983046
623936.251	4273877.688	3945.553257
623938.251	4273877.688	3945.33016
623940.251	4273877.688	3945.402338
623942.251	4273877.688	3945.474517
623944.251	4273877.688	3944.578849
623946.251	4273877.688	3944.447616
623948.251	4273877.688	3944.047354
623950.251	4273877.688	3943.647093
623952.251	4273877.688	3943.289482
623954.251	4273877.688	3942.774391
623956.251	4273877.688	3943.105755
623958.251	4273877.688	3943.095913
623960.251	4273877.688	3943.384626
623962.251	4273877.688	3943.768483
623964.251	4273877.688	3945.497483
623966.251	4273877.688	3947.390524
623968.251	4273877.688	3948.236979
623970.251	4273877.688	3948.286191
623972.251	4273877.688	3947.84984
623974.251	4273877.688	3947.488949
623976.251	4273877.688	3948.059814
623978.251	4273877.688	3947.915457
623980.251	4273877.688	3947.06244
623982.251	4273877.688	3945.792758
623984.251	4273877.688	3944.578849
623986.251	4273877.688	3943.184495
623988.251	4273877.688	3943.791449
623990.251	4273877.688	3943.47977
623992.251	4273877.688	3943.12544
623994.251	4273877.688	3943.168091
623996.251	4273877.688	3942.912186
623998.251	4273877.688	3943.266516
624000.251	4273877.688	3943.397749
624002.251	4273877.688	3943.886593
624004.251	4273877.688	3943.656935
624006.251	4273877.688	3943.811134
624008.251	4273877.688	3943.397749
624010.251	4273877.688	3942.974522
624012.251	4273877.688	3942.735021
624014.251	4273877.688	3942.659562
624016.251	4273877.688	3942.502082
624018.251	4273877.688	3942.324917
624020.251	4273877.688	3942.33804
624022.251	4273877.688	3942.600507
624024.251	4273877.688	3942.741583
624026.251	4273877.688	3942.840008
624028.251	4273877.688	3943.049981
624030.251	4273877.688	3943.033577
624032.251	4273877.688	3943.089351
624034.251	4273877.688	3943.187776
624036.251	4273877.688	3943.102474
624038.251	4273877.688	3943.043419
624040.251	4273877.688	3943.082789
624042.251	4273877.688	3943.063104
624044.251	4273877.688	3943.020453
624046.251	4273877.688	3942.908905
624048.251	4273877.688	3942.813761
624050.251	4273877.688	3942.643158
624052.251	4273877.688	3942.567698
624054.251	4273877.688	3942.393814
624056.251	4273877.688	3942.311793
624058.251	4273877.688	3942.055888
624060.251	4273877.688	3941.688435
624062.251	4273877.688	3941.360352
624064.251	4273877.688	3940.858384
624066.251	4273877.688	3940.779644
624068.251	4273877.688	3941.580167
624070.251	4273877.688	3942.210088
624072.251	4273877.688	3944.027669
624074.251	4273877.688	3946.03882
624076.251	4273877.688	3947.918738
624078.251	4273877.688	3949.969259
624080.251	4273877.688	3950.517158
624082.251	4273877.688	3951.045372
624084.251	4273877.688	3951.721224
624086.251	4273877.688	3950.868207
624088.251	4273877.688	3949.007974
624090.251	4273877.688	3944.211396
624092.251	4273877.688	3942.02308
624094.251	4273877.688	3940.979775
624096.251	4273877.688	3940.668096
624098.251	4273877.688	3940.930562
624100.251	4273877.688	3941.150378
624102.251	4273877.688	3940.546705
624104.251	4273877.688	3940.76324
624106.251	4273877.688	3940.979775
624108.251	4273877.688	3941.055234
624110.251	4273877.688	3941.439092
624112.251	4273877.688	3942.265862
624114.251	4273877.688	3942.288828
624116.251	4273877.688	3942.797357
624118.251	4273877.688	3943.036858
624120.251	4273877.688	3943.532263
624122.251	4273877.688	3943.627408
624124.251	4273877.688	3943.63725
624126.251	4273877.688	3943.397749
624128.251	4273877.688	3943.181214
624130.251	4273877.688	3942.721898
624132.251	4273877.688	3943.351818
624134.251	4273877.688	3944.037512
624136.251	4273877.688	3944.273732
624138.251	4273877.688	3944.618219
624140.251	4273877.688	3944.673993
624142.251	4273877.688	3944.631343
624144.251	4273877.688	3944.641185
624146.251	4273877.688	3944.979111
624148.251	4273877.688	3944.644466
624150.251	4273877.688	3944.762576
624152.251	4273877.688	3944.785542
624154.251	4273877.688	3945.136591
624156.251	4273877.688	3945.625435
624158.251	4273877.688	3946.110998
624160.251	4273877.688	3947.029632
624162.251	4273877.688	3947.009947
624164.251	4273877.688	3947.443017
624166.251	4273877.688	3947.610339
624168.251	4273877.688	3947.744854
624170.251	4273877.688	3948.145115
624172.251	4273877.688	3948.063094
624174.251	4273877.688	3948.00732
624176.251	4273877.688	3946.885275
624178.251	4273877.688	3946.553911
624180.251	4273877.688	3946.183177
624182.251	4273877.688	3946.147088
624184.251	4273877.688	3946.265198
624186.251	4273877.688	3946.199581
624188.251	4273877.688	3946.153649
624190.251	4273877.688	3945.864936
623584.251	4273875.688	3947.757977
623586.251	4273875.688	3947.846559
623588.251	4273875.688	3948.030286
623590.251	4273875.688	3948.686453
623592.251	4273875.688	3949.152331
623594.251	4273875.688	3949.647737
623596.251	4273875.688	3950.025033
623598.251	4273875.688	3950.297342
623600.251	4273875.688	3950.720569
623602.251	4273875.688	3950.799309
623604.251	4273875.688	3950.717289
623606.251	4273875.688	3951.576867
623608.251	4273875.688	3951.711381
623610.251	4273875.688	3951.773717
623612.251	4273875.688	3951.973848
623614.251	4273875.688	3952.380671
623616.251	4273875.688	3952.157574
623618.251	4273875.688	3951.462038
623620.251	4273875.688	3950.76322
623622.251	4273875.688	3950.307184
623624.251	4273875.688	3950.025033
623626.251	4273875.688	3950.136581
623628.251	4273875.688	3950.166109
623630.251	4273875.688	3950.257972
623632.251	4273875.688	3949.877395
623634.251	4273875.688	3949.080153
623636.251	4273875.688	3948.876741
623638.251	4273875.688	3948.24354
623640.251	4273875.688	3948.633959
623642.251	4273875.688	3949.365585
623644.251	4273875.688	3948.555219
623646.251	4273875.688	3948.394459
623648.251	4273875.688	3947.81047
623650.251	4273875.688	3947.790785
623652.251	4273875.688	3947.830155
623654.251	4273875.688	3948.410863
623656.251	4273875.688	3948.876741
623658.251	4273875.688	3948.866899
623660.251	4273875.688	3948.574904
623662.251	4273875.688	3947.990916
623664.251	4273875.688	3947.544723
623666.251	4273875.688	3947.088687
623668.251	4273875.688	3948.230417
623670.251	4273875.688	3948.840652
623672.251	4273875.688	3948.355089
623674.251	4273875.688	3948.072937
623676.251	4273875.688	3947.439736
623678.251	4273875.688	3947.800628
623680.251	4273875.688	3947.81047
623682.251	4273875.688	3947.610339
623684.251	4273875.688	3947.069002
623686.251	4273875.688	3947.725169
623688.251	4273875.688	3948.5585
623690.251	4273875.688	3948.214013
623692.251	4273875.688	3947.869525
623694.251	4273875.688	3948.32228
623696.251	4273875.688	3948.650364
623698.251	4273875.688	3949.716634
623700.251	4273875.688	3949.962697
623702.251	4273875.688	3950.162828
623704.251	4273875.688	3950.29078
623706.251	4273875.688	3950.553247
623708.251	4273875.688	3950.556528
623710.251	4273875.688	3950.461384
623712.251	4273875.688	3950.297342
623714.251	4273875.688	3950.356397
623716.251	4273875.688	3950.146424
623718.251	4273875.688	3949.998786
623720.251	4273875.688	3949.706792
623722.251	4273875.688	3949.434483
623724.251	4273875.688	3949.342619
623726.251	4273875.688	3950.435137
623728.251	4273875.688	3950.090649
623730.251	4273875.688	3949.631333
623732.251	4273875.688	3949.053906
623734.251	4273875.688	3948.902988
623736.251	4273875.688	3948.768474
623738.251	4273875.688	3948.902988
623740.251	4273875.688	3948.807844
623742.251	4273875.688	3949.355743
623744.251	4273875.688	3949.54275
623746.251	4273875.688	3948.899707
623748.251	4273875.688	3948.220574
623750.251	4273875.688	3948.660206
623752.251	4273875.688	3949.007974
623754.251	4273875.688	3950.300623
623756.251	4273875.688	3950.438418
623758.251	4273875.688	3950.107054
623760.251	4273875.688	3949.657579
623762.251	4273875.688	3949.680545
623764.251	4273875.688	3948.778316
623766.251	4273875.688	3947.492229
623768.251	4273875.688	3947.305222
623770.251	4273875.688	3947.075563
623772.251	4273875.688	3946.494856
623774.251	4273875.688	3946.07819
623776.251	4273875.688	3945.29079
623778.251	4273875.688	3945.175961
623780.251	4273875.688	3945.070974
623782.251	4273875.688	3945.287509
623784.251	4273875.688	3944.965988
623786.251	4273875.688	3944.526356
623788.251	4273875.688	3944.759295
623790.251	4273875.688	3944.97583
623792.251	4273875.688	3945.002077
623794.251	4273875.688	3944.949583
623796.251	4273875.688	3944.805227
623798.251	4273875.688	3944.601815
623800.251	4273875.688	3944.483705
623802.251	4273875.688	3945.011919
623804.251	4273875.688	3945.228454
623806.251	4273875.688	3945.343283
623808.251	4273875.688	3945.917429
623810.251	4273875.688	3945.917429
623812.251	4273875.688	3945.563099
623814.251	4273875.688	3945.559818
623816.251	4273875.688	3945.379373
623818.251	4273875.688	3945.458113
623820.251	4273875.688	3945.530291
623822.251	4273875.688	3945.654963
623824.251	4273875.688	3946.042101
623826.251	4273875.688	3946.501418
623828.251	4273875.688	3946.849186
623830.251	4273875.688	3946.737638
623832.251	4273875.688	3946.855748
623834.251	4273875.688	3946.78685
623836.251	4273875.688	3946.947611
623838.251	4273875.688	3946.90496
623840.251	4273875.688	3946.839343
623842.251	4273875.688	3946.82622
623844.251	4273875.688	3946.580158
623846.251	4273875.688	3946.947611
623848.251	4273875.688	3946.665459
623850.251	4273875.688	3946.43252
623852.251	4273875.688	3946.567034
623854.251	4273875.688	3945.930553
623856.251	4273875.688	3945.44827
623858.251	4273875.688	3945.070974
623860.251	4273875.688	3945.041447
623862.251	4273875.688	3944.906933
623864.251	4273875.688	3944.135937
623866.251	4273875.688	3944.454178
623868.251	4273875.688	3944.290136
623870.251	4273875.688	3944.529637
623872.251	4273875.688	3944.834754
623874.251	4273875.688	3944.805227
623876.251	4273875.688	3945.507325
623878.251	4273875.688	3945.36953
623880.251	4273875.688	3944.910213
623882.251	4273875.688	3945.654963
623884.251	4273875.688	3945.845251
623886.251	4273875.688	3945.238297
623888.251	4273875.688	3944.404965
623890.251	4273875.688	3944.096567
623892.251	4273875.688	3943.227146
623894.251	4273875.688	3943.368222
623896.251	4273875.688	3943.578195
623898.251	4273875.688	3943.706148
623900.251	4273875.688	3943.955491
623902.251	4273875.688	3943.837381
623904.251	4273875.688	3943.712709
623906.251	4273875.688	3943.689743
623908.251	4273875.688	3943.430558
623910.251	4273875.688	3943.847223
623912.251	4273875.688	3943.804573
623914.251	4273875.688	3943.686463
623916.251	4273875.688	3943.847223
623918.251	4273875.688	3943.798011
623920.251	4273875.688	3943.633969
623922.251	4273875.688	3943.538825
623924.251	4273875.688	3943.414153
623926.251	4273875.688	3944.034231
623928.251	4273875.688	3944.309821
623930.251	4273875.688	3944.687117
623932.251	4273875.688	3944.516513
623934.251	4273875.688	3944.500109
623936.251	4273875.688	3944.427931
623938.251	4273875.688	3944.575568
623940.251	4273875.688	3944.365595
623942.251	4273875.688	3944.007984
623944.251	4273875.688	3943.348537
623946.251	4273875.688	3943.118878
623948.251	4273875.688	3943.053262
623950.251	4273875.688	3942.580822
623952.251	4273875.688	3942.078854
623954.251	4273875.688	3941.59001
623956.251	4273875.688	3941.396441
623958.251	4273875.688	3941.094604
623960.251	4273875.688	3941.494866
623962.251	4273875.688	3942.406938
623964.251	4273875.688	3943.801292
623966.251	4273875.688	3945.323598
623968.251	4273875.688	3946.022416
623970.251	4273875.688	3946.416116
623972.251	4273875.688	3946.035539
623974.251	4273875.688	3945.88134
623976.251	4273875.688	3945.612312
623978.251	4273875.688	3944.664151
623980.251	4273875.688	3944.10969
623982.251	4273875.688	3942.518486
623984.251	4273875.688	3940.704185
623986.251	4273875.688	3940.855103
623988.251	4273875.688	3940.80261
623990.251	4273875.688	3941.645784
623992.251	4273875.688	3941.645784
623994.251	4273875.688	3941.419407
623996.251	4273875.688	3942.144471
623998.251	4273875.688	3942.105101
624000.251	4273875.688	3942.229773
624002.251	4273875.688	3942.331478
624004.251	4273875.688	3942.735021
624006.251	4273875.688	3942.367568
624008.251	4273875.688	3942.321636
624010.251	4273875.688	3942.272423
624012.251	4273875.688	3942.462712
624014.251	4273875.688	3942.249458
624016.251	4273875.688	3942.361006
624018.251	4273875.688	3942.216649
624020.251	4273875.688	3942.265862
624022.251	4273875.688	3942.554575
624024.251	4273875.688	3942.498801
624026.251	4273875.688	3942.567698
624028.251	4273875.688	3942.823603
624030.251	4273875.688	3942.830165
624032.251	4273875.688	3942.922028
624034.251	4273875.688	3942.902343
624036.251	4273875.688	3942.705493
624038.251	4273875.688	3942.649719
624040.251	4273875.688	3942.57426
624042.251	4273875.688	3942.666123
624044.251	4273875.688	3942.610349
624046.251	4273875.688	3942.361006
624048.251	4273875.688	3942.2593
624050.251	4273875.688	3942.170718
624052.251	4273875.688	3942.10182
624054.251	4273875.688	3942.065731
624056.251	4273875.688	3941.586729
624058.251	4273875.688	3941.422687
624060.251	4273875.688	3941.022426
624062.251	4273875.688	3940.805891
624064.251	4273875.688	3940.225183
624066.251	4273875.688	3940.33017
624068.251	4273875.688	3940.221902
624070.251	4273875.688	3940.399067
624072.251	4273875.688	3941.622818
624074.251	4273875.688	3943.036858
624076.251	4273875.688	3945.13331
624078.251	4273875.688	3945.956799
624080.251	4273875.688	3946.672021
624082.251	4273875.688	3947.173989
624084.251	4273875.688	3947.108372
624086.251	4273875.688	3946.23567
624088.251	4273875.688	3945.061132
624090.251	4273875.688	3942.912186
624092.251	4273875.688	3941.750771
624094.251	4273875.688	3940.559828
624096.251	4273875.688	3940.412191
624098.251	4273875.688	3940.13332
