SUMLEV,STATE,COUNTY,STNAME,CTYNAME,Sex,Origin,Race,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005
050,17,179,Illinois,Tazewell County,0,0,2,1141,1141,1200,1194,1261,1285,1335,1382
050,17,179,Illinois,Tazewell County,0,0,3,329,329,299,263,295,310,313,319
050,17,179,Illinois,Tazewell County,0,0,4,681,681,666,682,726,729,754,785
050,17,179,Illinois,Tazewell County,0,0,5,11,11,0,0,1,2,1,1
050,17,179,Illinois,Tazewell County,0,0,6,719,719,708,718,735,746,763,792
050,17,179,Illinois,Tazewell County,0,1,1,124366,124366,124345,124039,124009,123819,124421,125112
050,17,179,Illinois,Tazewell County,0,1,2,1123,1123,1182,1176,1243,1266,1314,1360
050,17,179,Illinois,Tazewell County,0,1,3,293,293,266,228,259,274,276,278
050,17,179,Illinois,Tazewell County,0,1,4,669,669,658,674,715,717,745,773
050,17,179,Illinois,Tazewell County,0,1,5,9,9,0,0,0,0,0,0
050,17,179,Illinois,Tazewell County,0,1,6,694,694,700,712,728,738,754,780
050,17,179,Illinois,Tazewell County,0,2,1,1238,1238,1268,1332,1336,1388,1420,1608
050,17,179,Illinois,Tazewell County,0,2,2,18,18,18,18,18,19,21,22
050,17,179,Illinois,Tazewell County,0,2,3,36,36,33,35,36,36,37,41
050,17,179,Illinois,Tazewell County,0,2,4,12,12,8,8,11,12,9,12
050,17,179,Illinois,Tazewell County,0,2,5,2,2,0,0,1,2,1,1
050,17,179,Illinois,Tazewell County,0,2,6,25,25,8,6,7,8,9,12
050,17,179,Illinois,Tazewell County,1,0,1,61500,61500,61508,61416,61396,61339,61669,62149
050,17,179,Illinois,Tazewell County,1,0,2,860,860,870,847,881,894,919,945
050,17,179,Illinois,Tazewell County,1,0,3,190,190,162,146,161,169,173,176
050,17,179,Illinois,Tazewell County,1,0,4,280,280,285,290,306,302,314,330
050,17,179,Illinois,Tazewell County,1,0,5,7,7,0,0,1,2,1,1
050,17,179,Illinois,Tazewell County,1,0,6,349,349,356,359,366,374,383,397
050,17,179,Illinois,Tazewell County,1,1,1,60852,60852,60845,60723,60699,60615,60930,61310
050,17,179,Illinois,Tazewell County,1,1,2,851,851,861,838,872,883,907,932
050,17,179,Illinois,Tazewell County,1,1,3,167,167,143,125,139,147,152,154
050,17,179,Illinois,Tazewell County,1,1,4,273,273,279,285,300,296,309,323
050,17,179,Illinois,Tazewell County,1,1,5,6,6,0,0,0,0,0,0
050,17,179,Illinois,Tazewell County,1,1,6,336,336,349,354,360,367,375,388
050,17,179,Illinois,Tazewell County,1,2,1,648,648,663,693,697,724,739,839
050,17,179,Illinois,Tazewell County,1,2,2,9,9,9,9,9,11,12,13
050,17,179,Illinois,Tazewell County,1,2,3,23,23,19,21,22,22,21,22
050,17,179,Illinois,Tazewell County,1,2,4,7,7,6,5,6,6,5,7
050,17,179,Illinois,Tazewell County,1,2,5,1,1,0,0,1,2,1,1
050,17,179,Illinois,Tazewell County,1,2,6,13,13,7,5,6,7,8,9
050,17,179,Illinois,Tazewell County,2,0,1,64104,64104,64105,63955,63949,63868,64172,64571
050,17,179,Illinois,Tazewell County,2,0,2,281,281,330,347,380,391,416,437
050,17,179,Illinois,Tazewell County,2,0,3,139,139,137,117,134,141,140,143
050,17,179,Illinois,Tazewell County,2,0,4,401,401,381,392,420,427,440,455
050,17,179,Illinois,Tazewell County,2,0,5,4,4,0,0,0,0,0,0
050,17,179,Illinois,Tazewell County,2,0,6,370,370,352,359,369,372,380,395
050,17,179,Illinois,Tazewell County,2,1,1,63514,63514,63500,63316,63310,63204,63491,63802
050,17,179,Illinois,Tazewell County,2,1,2,272,272,321,338,371,383,407,428
050,17,179,Illinois,Tazewell County,2,1,3,126,126,123,103,120,127,124,124
050,17,179,Illinois,Tazewell County,2,1,4,396,396,379,389,415,421,436,450
050,17,179,Illinois,Tazewell County,2,1,5,3,3,0,0,0,0,0,0
050,17,179,Illinois,Tazewell County,2,1,6,358,358,351,358,368,371,379,392
050,17,179,Illinois,Tazewell County,2,2,1,590,590,605,639,639,664,681,769
050,17,179,Illinois,Tazewell County,2,2,2,9,9,9,9,9,8,9,9
050,17,179,Illinois,Tazewell County,2,2,3,13,13,14,14,14,14,16,19
050,17,179,Illinois,Tazewell County,2,2,4,5,5,2,3,5,6,4,5
050,17,179,Illinois,Tazewell County,2,2,5,1,1,0,0,0,0,0,0
050,17,179,Illinois,Tazewell County,2,2,6,12,12,1,1,1,1,1,3
050,17,181,Illinois,Union County,0,0,1,17880,17880,17863,17741,17764,17826,17765,17767
050,17,181,Illinois,Union County,0,0,2,156,156,167,177,178,178,179,182
050,17,181,Illinois,Union County,0,0,3,73,73,79,77,77,79,86,84
050,17,181,Illinois,Union County,0,0,4,51,51,58,61,64,68,71,71
050,17,181,Illinois,Union County,0,0,5,3,3,4,4,4,4,3,4
050,17,181,Illinois,Union County,0,0,6,130,130,85,81,84,84,91,94
050,17,181,Illinois,Union County,0,1,1,17424,17424,17403,17249,17219,17275,17177,17154
050,17,181,Illinois,Union County,0,1,2,149,149,160,170,171,171,172,175
050,17,181,Illinois,Union County,0,1,3,64,64,69,67,67,69,76,74
050,17,181,Illinois,Union County,0,1,4,48,48,58,60,63,67,68,68
050,17,181,Illinois,Union County,0,1,5,2,2,0,0,0,0,0,0
050,17,181,Illinois,Union County,0,1,6,125,125,85,81,84,84,91,94
050,17,181,Illinois,Union County,0,2,1,456,456,460,492,545,551,588,613
050,17,181,Illinois,Union County,0,2,2,7,7,7,7,7,7,7,7
050,17,181,Illinois,Union County,0,2,3,9,9,10,10,10,10,10,10
050,17,181,Illinois,Union County,0,2,4,3,3,0,1,1,1,3,3
050,17,181,Illinois,Union County,0,2,5,1,1,4,4,4,4,3,4
050,17,181,Illinois,Union County,0,2,6,5,5,0,0,0,0,0,0
050,17,181,Illinois,Union County,1,0,1,8667,8667,8658,8594,8608,8614,8586,8591
050,17,181,Illinois,Union County,1,0,2,99,99,106,117,117,117,118,121
050,17,181,Illinois,Union County,1,0,3,34,34,36,35,35,37,38,37
050,17,181,Illinois,Union County,1,0,4,22,22,32,35,37,42,44,45
050,17,181,Illinois,Union County,1,0,5,2,2,2,2,2,2,1,2
050,17,181,Illinois,Union County,1,0,6,63,63,39,38,36,38,43,44
050,17,181,Illinois,Union County,1,1,1,8426,8426,8416,8338,8325,8333,8286,8278
050,17,181,Illinois,Union County,1,1,2,96,96,103,114,114,114,115,118
050,17,181,Illinois,Union County,1,1,3,27,27,28,27,27,29,30,29
050,17,181,Illinois,Union County,1,1,4,21,21,32,34,37,41,42,43
050,17,181,Illinois,Union County,1,1,5,1,1,0,0,0,0,0,0
050,17,181,Illinois,Union County,1,1,6,61,61,39,38,36,38,43,44
050,17,181,Illinois,Union County,1,2,1,241,241,242,256,283,281,300,313
050,17,181,Illinois,Union County,1,2,2,3,3,3,3,3,3,3,3
050,17,181,Illinois,Union County,1,2,3,7,7,8,8,8,8,8,8
050,17,181,Illinois,Union County,1,2,4,1,1,0,1,0,1,2,2
050,17,181,Illinois,Union County,1,2,5,1,1,2,2,2,2,1,2
050,17,181,Illinois,Union County,1,2,6,2,2,0,0,0,0,0,0
050,17,181,Illinois,Union County,2,0,1,9213,9213,9205,9147,9156,9212,9179,9176
050,17,181,Illinois,Union County,2,0,2,57,57,61,60,61,61,61,61
050,17,181,Illinois,Union County,2,0,3,39,39,43,42,42,42,48,47
050,17,181,Illinois,Union County,2,0,4,29,29,26,26,27,26,27,26
050,17,181,Illinois,Union County,2,0,5,1,1,2,2,2,2,2,2
050,17,181,Illinois,Union County,2,0,6,67,67,46,43,48,46,48,50
050,17,181,Illinois,Union County,2,1,1,8998,8998,8987,8911,8894,8942,8891,8876
050,17,181,Illinois,Union County,2,1,2,53,53,57,56,57,57,57,57
050,17,181,Illinois,Union County,2,1,3,37,37,41,40,40,40,46,45
050,17,181,Illinois,Union County,2,1,4,27,27,26,26,26,26,26,25
050,17,181,Illinois,Union County,2,1,5,1,1,0,0,0,0,0,0
050,17,181,Illinois,Union County,2,1,6,64,64,46,43,48,46,48,50
050,17,181,Illinois,Union County,2,2,1,215,215,218,236,262,270,288,300
050,17,181,Illinois,Union County,2,2,2,4,4,4,4,4,4,4,4
050,17,181,Illinois,Union County,2,2,3,2,2,2,2,2,2,2,2
050,17,181,Illinois,Union County,2,2,4,2,2,0,0,1,0,1,1
050,17,181,Illinois,Union County,2,2,5,0,0,2,2,2,2,2,2
050,17,181,Illinois,Union County,2,2,6,3,3,0,0,0,0,0,0
050,17,183,Illinois,Vermilion County,0,0,1,73447,73452,73454,73293,72801,72342,71984,71722
050,17,183,Illinois,Vermilion County,0,0,2,8987,8987,9012,8909,9069,9119,9252,9209
050,17,183,Illinois,Vermilion County,0,0,3,184,184,128,142,133,132,142,142
050,17,183,Illinois,Vermilion County,0,0,4,511,511,512,477,476,466,467,458
050,17,183,Illinois,Vermilion County,0,0,5,17,17,6,6,7,7,6,9
050,17,183,Illinois,Vermilion County,0,0,6,773,773,714,733,740,764,796,804
050,17,183,Illinois,Vermilion County,0,1,1,71158,71163,71134,70858,70346,69818,69405,69109
050,17,183,Illinois,Vermilion County,0,1,2,8845,8845,8868,8762,8921,8968,9097,9051
050,17,183,Illinois,Vermilion County,0,1,3,161,161,107,119,111,110,119,118
050,17,183,Illinois,Vermilion County,0,1,4,505,505,507,467,468,458,458,451
050,17,183,Illinois,Vermilion County,0,1,5,13,13,0,0,0,0,0,1
050,17,183,Illinois,Vermilion County,0,1,6,733,733,705,724,732,759,788,797
050,17,183,Illinois,Vermilion County,0,2,1,2289,2289,2320,2435,2455,2524,2579,2613
050,17,183,Illinois,Vermilion County,0,2,2,142,142,144,147,148,151,155,158
050,17,183,Illinois,Vermilion County,0,2,3,23,23,21,23,22,22,23,24
050,17,183,Illinois,Vermilion County,0,2,4,6,6,5,10,8,8,9,7
050,17,183,Illinois,Vermilion County,0,2,5,4,4,6,6,7,7,6,8
050,17,183,Illinois,Vermilion County,0,2,6,40,40,9,9,8,5,8,7
050,17,183,Illinois,Vermilion County,1,0,1,35639,35641,35638,35511,35259,35004,34803,34622
050,17,183,Illinois,Vermilion County,1,0,2,4958,4958,4964,4912,4983,5004,5053,5019
050,17,183,Illinois,Vermilion County,1,0,3,93,93,65,71,68,66,71,71
050,17,183,Illinois,Vermilion County,1,0,4,244,244,242,226,223,224,224,222
050,17,183,Illinois,Vermilion County,1,0,5,8,8,4,5,6,5,4,6
050,17,183,Illinois,Vermilion County,1,0,6,349,349,344,345,355,368,377,385
050,17,183,Illinois,Vermilion County,1,1,1,34356,34358,34343,34148,33881,33591,33364,33162
050,17,183,Illinois,Vermilion County,1,1,2,4879,4879,4884,4832,4903,4923,4972,4937
050,17,183,Illinois,Vermilion County,1,1,3,79,79,52,57,53,51,57,56
050,17,183,Illinois,Vermilion County,1,1,4,240,240,238,219,217,217,218,216
050,17,183,Illinois,Vermilion County,1,1,5,5,5,0,0,0,0,0,0
050,17,183,Illinois,Vermilion County,1,1,6,331,331,340,339,350,365,374,380
050,17,183,Illinois,Vermilion County,1,2,1,1283,1283,1295,1363,1378,1413,1439,1460
050,17,183,Illinois,Vermilion County,1,2,2,79,79,80,80,80,81,81,82
050,17,183,Illinois,Vermilion County,1,2,3,14,14,13,14,15,15,14,15
050,17,183,Illinois,Vermilion County,1,2,4,4,4,4,7,6,7,6,6
050,17,183,Illinois,Vermilion County,1,2,5,3,3,4,5,6,5,4,6
050,17,183,Illinois,Vermilion County,1,2,6,18,18,4,6,5,3,3,5
050,17,183,Illinois,Vermilion County,2,0,1,37808,37811,37816,37782,37542,37338,37181,37100
050,17,183,Illinois,Vermilion County,2,0,2,4029,4029,4048,3997,4086,4115,4199,4190
050,17,183,Illinois,Vermilion County,2,0,3,91,91,63,71,65,66,71,71
050,17,183,Illinois,Vermilion County,2,0,4,267,267,270,251,253,242,243,236
050,17,183,Illinois,Vermilion County,2,0,5,9,9,2,1,1,2,2,3
050,17,183,Illinois,Vermilion County,2,0,6,424,424,370,388,385,396,419,419
050,17,183,Illinois,Vermilion County,2,1,1,36802,36805,36791,36710,36465,36227,36041,35947
050,17,183,Illinois,Vermilion County,2,1,2,3966,3966,3984,3930,4018,4045,4125,4114
050,17,183,Illinois,Vermilion County,2,1,3,82,82,55,62,58,59,62,62
050,17,183,Illinois,Vermilion County,2,1,4,265,265,269,248,251,241,240,235
050,17,183,Illinois,Vermilion County,2,1,5,8,8,0,0,0,0,0,1
050,17,183,Illinois,Vermilion County,2,1,6,402,402,365,385,382,394,414,417
050,17,183,Illinois,Vermilion County,2,2,1,1006,1006,1025,1072,1077,1111,1140,1153
050,17,183,Illinois,Vermilion County,2,2,2,63,63,64,67,68,70,74,76
050,17,183,Illinois,Vermilion County,2,2,3,9,9,8,9,7,7,9,9
050,17,183,Illinois,Vermilion County,2,2,4,2,2,1,3,2,1,3,1
050,17,183,Illinois,Vermilion County,2,2,5,1,1,2,1,1,2,2,2
050,17,183,Illinois,Vermilion County,2,2,6,22,22,5,3,3,2,5,2
050,17,185,Illinois,Wabash County,0,0,1,12700,12700,12717,12607,12500,12473,12372,12333
050,17,185,Illinois,Wabash County,0,0,2,51,51,53,59,62,64,65,67
050,17,185,Illinois,Wabash County,0,0,3,23,23,4,5,6,10,11,17
050,17,185,Illinois,Wabash County,0,0,4,58,58,57,64,69,71,69,68
050,17,185,Illinois,Wabash County,0,0,5,6,6,3,3,3,3,5,4
050,17,185,Illinois,Wabash County,0,0,6,99,99,66,66,70,73,79,81
050,17,185,Illinois,Wabash County,0,1,1,12609,12609,12621,12510,12401,12371,12273,12231
050,17,185,Illinois,Wabash County,0,1,2,51,51,53,59,62,64,65,67
050,17,185,Illinois,Wabash County,0,1,3,21,21,3,4,5,8,9,15
050,17,185,Illinois,Wabash County,0,1,4,57,57,57,64,67,69,67,66
050,17,185,Illinois,Wabash County,0,1,5,6,6,2,2,1,1,1,1
050,17,185,Illinois,Wabash County,0,1,6,98,98,64,64,67,69,75,79
050,17,185,Illinois,Wabash County,0,2,1,91,91,96,97,99,102,99,102
050,17,185,Illinois,Wabash County,0,2,2,0,0,0,0,0,0,0,0
050,17,185,Illinois,Wabash County,0,2,3,2,2,1,1,1,2,2,2
050,17,185,Illinois,Wabash County,0,2,4,1,1,0,0,2,2,2,2
050,17,185,Illinois,Wabash County,0,2,5,0,0,1,1,2,2,4,3
050,17,185,Illinois,Wabash County,0,2,6,1,1,2,2,3,4,4,2
050,17,185,Illinois,Wabash County,1,0,1,6204,6204,6212,6154,6113,6108,6059,6029
050,17,185,Illinois,Wabash County,1,0,2,36,36,35,39,42,44,45,47
050,17,185,Illinois,Wabash County,1,0,3,10,10,1,1,2,3,6,9
050,17,185,Illinois,Wabash County,1,0,4,20,20,21,21,24,25,24,24
050,17,185,Illinois,Wabash County,1,0,5,5,5,2,2,1,1,2,1
050,17,185,Illinois,Wabash County,1,0,6,39,39,26,27,30,33,36,36
050,17,185,Illinois,Wabash County,1,1,1,6155,6155,6163,6103,6061,6054,6007,5975
050,17,185,Illinois,Wabash County,1,1,2,36,36,35,39,42,44,45,47
050,17,185,Illinois,Wabash County,1,1,3,9,9,1,1,2,2,5,8
050,17,185,Illinois,Wabash County,1,1,4,19,19,21,21,24,25,24,24
050,17,185,Illinois,Wabash County,1,1,5,5,5,1,1,0,0,0,0
050,17,185,Illinois,Wabash County,1,1,6,39,39,25,26,29,32,35,36
050,17,185,Illinois,Wabash County,1,2,1,49,49,49,51,52,54,52,54
050,17,185,Illinois,Wabash County,1,2,2,0,0,0,0,0,0,0,0
050,17,185,Illinois,Wabash County,1,2,3,1,1,0,0,0,1,1,1
050,17,185,Illinois,Wabash County,1,2,4,1,1,0,0,0,0,0,0
050,17,185,Illinois,Wabash County,1,2,5,0,0,1,1,1,1,2,1
050,17,185,Illinois,Wabash County,1,2,6,0,0,1,1,1,1,1,0
050,17,185,Illinois,Wabash County,2,0,1,6496,6496,6505,6453,6387,6365,6313,6304
050,17,185,Illinois,Wabash County,2,0,2,15,15,18,20,20,20,20,20
050,17,185,Illinois,Wabash County,2,0,3,13,13,3,4,4,7,5,8
050,17,185,Illinois,Wabash County,2,0,4,38,38,36,43,45,46,45,44
050,17,185,Illinois,Wabash County,2,0,5,1,1,1,1,2,2,3,3
050,17,185,Illinois,Wabash County,2,0,6,60,60,40,39,40,40,43,45
050,17,185,Illinois,Wabash County,2,1,1,6454,6454,6458,6407,6340,6317,6266,6256
050,17,185,Illinois,Wabash County,2,1,2,15,15,18,20,20,20,20,20
050,17,185,Illinois,Wabash County,2,1,3,12,12,2,3,3,6,4,7
050,17,185,Illinois,Wabash County,2,1,4,38,38,36,43,43,44,43,42
050,17,185,Illinois,Wabash County,2,1,5,1,1,1,1,1,1,1,1
050,17,185,Illinois,Wabash County,2,1,6,59,59,39,38,38,37,40,43
050,17,185,Illinois,Wabash County,2,2,1,42,42,47,46,47,48,47,48
050,17,185,Illinois,Wabash County,2,2,2,0,0,0,0,0,0,0,0
050,17,185,Illinois,Wabash County,2,2,3,1,1,1,1,1,1,1,1
050,17,185,Illinois,Wabash County,2,2,4,0,0,0,0,2,2,2,2
050,17,185,Illinois,Wabash County,2,2,5,0,0,0,0,1,1,2,2
050,17,185,Illinois,Wabash County,2,2,6,1,1,1,1,2,3,3,2
050,17,187,Illinois,Warren County,0,0,1,18167,18167,18148,17940,17807,17595,17097,16943
050,17,187,Illinois,Warren County,0,0,2,307,307,338,345,351,386,369,353
050,17,187,Illinois,Warren County,0,0,3,37,37,36,36,36,33,29,31
050,17,187,Illinois,Warren County,0,0,4,64,64,64,77,81,91,98,102
050,17,187,Illinois,Warren County,0,0,5,19,19,19,15,19,19,17,23
050,17,187,Illinois,Warren County,0,0,6,141,141,84,86,94,106,104,106
050,17,187,Illinois,Warren County,0,1,1,17683,17683,17662,17446,17217,16972,16395,16185
050,17,187,Illinois,Warren County,0,1,2,297,297,328,335,341,376,359,343
050,17,187,Illinois,Warren County,0,1,3,30,30,29,29,29,26,22,24
050,17,187,Illinois,Warren County,0,1,4,62,62,64,77,81,91,98,101
050,17,187,Illinois,Warren County,0,1,5,17,17,7,6,8,7,5,8
050,17,187,Illinois,Warren County,0,1,6,139,139,84,86,94,106,104,106
050,17,187,Illinois,Warren County,0,2,1,484,484,486,494,590,623,702,758
050,17,187,Illinois,Warren County,0,2,2,10,10,10,10,10,10,10,10
050,17,187,Illinois,Warren County,0,2,3,7,7,7,7,7,7,7,7
050,17,187,Illinois,Warren County,0,2,4,2,2,0,0,0,0,0,1
050,17,187,Illinois,Warren County,0,2,5,2,2,12,9,11,12,12,15
050,17,187,Illinois,Warren County,0,2,6,2,2,0,0,0,0,0,0
050,17,187,Illinois,Warren County,1,0,1,8770,8770,8760,8668,8602,8515,8286,8225
050,17,187,Illinois,Warren County,1,0,2,176,176,180,185,187,204,194,185
050,17,187,Illinois,Warren County,1,0,3,18,18,19,19,19,19,17,18
050,17,187,Illinois,Warren County,1,0,4,23,23,29,35,37,41,45,47
050,17,187,Illinois,Warren County,1,0,5,17,17,12,9,12,11,11,14
050,17,187,Illinois,Warren County,1,0,6,64,64,40,40,45,52,50,51
050,17,187,Illinois,Warren County,1,1,1,8537,8537,8526,8433,8312,8206,7933,7832
050,17,187,Illinois,Warren County,1,1,2,169,169,173,178,180,197,187,178
050,17,187,Illinois,Warren County,1,1,3,13,13,14,14,14,14,12,13
050,17,187,Illinois,Warren County,1,1,4,22,22,29,35,37,41,45,46
050,17,187,Illinois,Warren County,1,1,5,15,15,3,2,3,2,2,2
050,17,187,Illinois,Warren County,1,1,6,63,63,40,40,45,52,50,51
050,17,187,Illinois,Warren County,1,2,1,233,233,234,235,290,309,353,393
050,17,187,Illinois,Warren County,1,2,2,7,7,7,7,7,7,7,7
050,17,187,Illinois,Warren County,1,2,3,5,5,5,5,5,5,5,5
050,17,187,Illinois,Warren County,1,2,4,1,1,0,0,0,0,0,1
050,17,187,Illinois,Warren County,1,2,5,2,2,9,7,9,9,9,12
050,17,187,Illinois,Warren County,1,2,6,1,1,0,0,0,0,0,0
050,17,187,Illinois,Warren County,2,0,1,9397,9397,9388,9272,9205,9080,8811,8718
050,17,187,Illinois,Warren County,2,0,2,131,131,158,160,164,182,175,168
050,17,187,Illinois,Warren County,2,0,3,19,19,17,17,17,14,12,13
050,17,187,Illinois,Warren County,2,0,4,41,41,35,42,44,50,53,55
050,17,187,Illinois,Warren County,2,0,5,2,2,7,6,7,8,6,9
050,17,187,Illinois,Warren County,2,0,6,77,77,44,46,49,54,54,55
050,17,187,Illinois,Warren County,2,1,1,9146,9146,9136,9013,8905,8766,8462,8353
050,17,187,Illinois,Warren County,2,1,2,128,128,155,157,161,179,172,165
050,17,187,Illinois,Warren County,2,1,3,17,17,15,15,15,12,10,11
050,17,187,Illinois,Warren County,2,1,4,40,40,35,42,44,50,53,55
050,17,187,Illinois,Warren County,2,1,5,2,2,4,4,5,5,3,6
050,17,187,Illinois,Warren County,2,1,6,76,76,44,46,49,54,54,55
050,17,187,Illinois,Warren County,2,2,1,251,251,252,259,300,314,349,365
050,17,187,Illinois,Warren County,2,2,2,3,3,3,3,3,3,3,3
050,17,187,Illinois,Warren County,2,2,3,2,2,2,2,2,2,2,2
050,17,187,Illinois,Warren County,2,2,4,1,1,0,0,0,0,0,0
050,17,187,Illinois,Warren County,2,2,5,0,0,3,2,2,3,3,3
050,17,187,Illinois,Warren County,2,2,6,1,1,0,0,0,0,0,0
050,17,189,Illinois,Washington County,0,0,1,14960,14960,15005,15047,14966,14968,14924,14731
050,17,189,Illinois,Washington County,0,0,2,50,50,53,64,63,65,66,66
050,17,189,Illinois,Washington County,0,0,3,34,34,34,33,37,38,40,34
050,17,189,Illinois,Washington County,0,0,4,28,28,31,34,33,35,35,35
050,17,189,Illinois,Washington County,0,0,5,4,4,1,2,2,2,2,2
050,17,189,Illinois,Washington County,0,0,6,72,72,48,53,51,53,55,54
050,17,189,Illinois,Washington County,0,1,1,14856,14856,14900,14940,14857,14856,14816,14588
050,17,189,Illinois,Washington County,0,1,2,49,49,52,63,62,64,65,65
050,17,189,Illinois,Washington County,0,1,3,33,33,33,32,36,35,37,31
050,17,189,Illinois,Washington County,0,1,4,27,27,31,33,33,34,34,34
050,17,189,Illinois,Washington County,0,1,5,4,4,0,0,0,0,0,0
050,17,189,Illinois,Washington County,0,1,6,71,71,48,53,51,53,55,54
050,17,189,Illinois,Washington County,0,2,1,104,104,105,107,109,112,108,143
050,17,189,Illinois,Washington County,0,2,2,1,1,1,1,1,1,1,1
050,17,189,Illinois,Washington County,0,2,3,1,1,1,1,1,3,3,3
050,17,189,Illinois,Washington County,0,2,4,1,1,0,1,0,1,1,1
050,17,189,Illinois,Washington County,0,2,5,0,0,1,2,2,2,2,2
050,17,189,Illinois,Washington County,0,2,6,1,1,0,0,0,0,0,0
050,17,189,Illinois,Washington County,1,0,1,7392,7392,7417,7443,7419,7413,7405,7317
050,17,189,Illinois,Washington County,1,0,2,28,28,30,44,44,44,44,44
050,17,189,Illinois,Washington County,1,0,3,17,17,17,16,18,17,18,13
050,17,189,Illinois,Washington County,1,0,4,7,7,11,12,12,12,12,11
050,17,189,Illinois,Washington County,1,0,5,2,2,0,0,0,0,0,0
050,17,189,Illinois,Washington County,1,0,6,36,36,23,25,23,23,23,23
050,17,189,Illinois,Washington County,1,1,1,7347,7347,7372,7396,7372,7363,7358,7249
050,17,189,Illinois,Washington County,1,1,2,28,28,30,44,44,44,44,44
050,17,189,Illinois,Washington County,1,1,3,16,16,16,15,17,16,17,12
050,17,189,Illinois,Washington County,1,1,4,7,7,11,12,12,12,12,11
050,17,189,Illinois,Washington County,1,1,5,2,2,0,0,0,0,0,0
050,17,189,Illinois,Washington County,1,1,6,36,36,23,25,23,23,23,23
050,17,189,Illinois,Washington County,1,2,1,45,45,45,47,47,50,47,68
050,17,189,Illinois,Washington County,1,2,2,0,0,0,0,0,0,0,0
050,17,189,Illinois,Washington County,1,2,3,1,1,1,1,1,1,1,1
050,17,189,Illinois,Washington County,1,2,4,0,0,0,0,0,0,0,0
050,17,189,Illinois,Washington County,1,2,5,0,0,0,0,0,0,0,0
050,17,189,Illinois,Washington County,1,2,6,0,0,0,0,0,0,0,0
050,17,189,Illinois,Washington County,2,0,1,7568,7568,7588,7604,7547,7555,7519,7414
050,17,189,Illinois,Washington County,2,0,2,22,22,23,20,19,21,22,22
050,17,189,Illinois,Washington County,2,0,3,17,17,17,17,19,21,22,21
050,17,189,Illinois,Washington County,2,0,4,21,21,20,22,21,23,23,24
050,17,189,Illinois,Washington County,2,0,5,2,2,1,2,2,2,2,2
050,17,189,Illinois,Washington County,2,0,6,36,36,25,28,28,30,32,31
050,17,189,Illinois,Washington County,2,1,1,7509,7509,7528,7544,7485,7493,7458,7339
050,17,189,Illinois,Washington County,2,1,2,21,21,22,19,18,20,21,21
050,17,189,Illinois,Washington County,2,1,3,17,17,17,17,19,19,20,19
050,17,189,Illinois,Washington County,2,1,4,20,20,20,21,21,22,22,23
050,17,189,Illinois,Washington County,2,1,5,2,2,0,0,0,0,0,0
050,17,189,Illinois,Washington County,2,1,6,35,35,25,28,28,30,32,31
050,17,189,Illinois,Washington County,2,2,1,59,59,60,60,62,62,61,75
050,17,189,Illinois,Washington County,2,2,2,1,1,1,1,1,1,1,1
050,17,189,Illinois,Washington County,2,2,3,0,0,0,0,0,2,2,2
050,17,189,Illinois,Washington County,2,2,4,1,1,0,1,0,1,1,1
050,17,189,Illinois,Washington County,2,2,5,0,0,1,2,2,2,2,2
050,17,189,Illinois,Washington County,2,2,6,1,1,0,0,0,0,0,0
050,17,191,Illinois,Wayne County,0,0,1,16946,16946,16951,16844,16814,16715,16592,16568
050,17,191,Illinois,Wayne County,0,0,2,28,28,33,69,69,69,69,70
050,17,191,Illinois,Wayne County,0,0,3,37,37,33,36,38,34,37,37
050,17,191,Illinois,Wayne County,0,0,4,58,58,63,66,63,63,65,67
050,17,191,Illinois,Wayne County,0,0,5,1,1,0,0,0,0,0,0
050,17,191,Illinois,Wayne County,0,0,6,81,81,48,51,49,51,51,54
050,17,191,Illinois,Wayne County,0,1,1,16860,16860,16859,16752,16723,16620,16500,16476
050,17,191,Illinois,Wayne County,0,1,2,21,21,26,62,63,63,63,63
050,17,191,Illinois,Wayne County,0,1,3,30,30,26,28,29,24,28,28
050,17,191,Illinois,Wayne County,0,1,4,58,58,63,66,63,63,65,67
050,17,191,Illinois,Wayne County,0,1,5,1,1,0,0,0,0,0,0
050,17,191,Illinois,Wayne County,0,1,6,78,78,45,48,46,48,48,51
050,17,191,Illinois,Wayne County,0,2,1,86,86,92,92,91,95,92,92
050,17,191,Illinois,Wayne County,0,2,2,7,7,7,7,6,6,6,7
050,17,191,Illinois,Wayne County,0,2,3,7,7,7,8,9,10,9,9
050,17,191,Illinois,Wayne County,0,2,4,0,0,0,0,0,0,0,0
050,17,191,Illinois,Wayne County,0,2,5,0,0,0,0,0,0,0,0
050,17,191,Illinois,Wayne County,0,2,6,3,3,3,3,3,3,3,3
050,17,191,Illinois,Wayne County,1,0,1,8234,8234,8244,8161,8168,8116,8062,8061
050,17,191,Illinois,Wayne County,1,0,2,19,19,19,54,55,55,55,56
050,17,191,Illinois,Wayne County,1,0,3,22,22,20,21,22,21,23,24
050,17,191,Illinois,Wayne County,1,0,4,27,27,29,30,30,29,30,30
050,17,191,Illinois,Wayne County,1,0,5,0,0,0,0,0,0,0,0
050,17,191,Illinois,Wayne County,1,0,6,44,44,31,30,29,31,33,34
050,17,191,Illinois,Wayne County,1,1,1,8183,8183,8189,8106,8113,8059,8007,8006
