SEQ='MG'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  85997457.5   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2P6 3S1             (2)0( 0.5)        0.0 
     2          2P6 3P1             (2)1( 0.5)   106188.1 
     3          2P6 3P1             (2)1( 1.5)   107487.4 
     4          2P6 3D1             (2)2( 1.5)   248208.2*
     5          2P6 3D1             (2)2( 2.5)   248376.5*

   IC RESOLVED LEVEL INDEXING           BWNR=  86578705.4   NLVL= 411
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
             2.84E-16  7.79E-16  6.17E-16  3.27E-16  1.05E-16  4.04E-17  1.49E-17  3.86E-18  1.38E-18
   140       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.48E-42  2.51E-28  4.90E-20  2.58E-17
             4.51E-16  1.27E-15  1.02E-15  5.41E-16  1.75E-16  6.72E-17  2.48E-17  6.42E-18  2.29E-18
   141       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.72E-43  1.50E-28  2.84E-20  1.37E-17
             2.27E-16  6.26E-16  4.96E-16  2.63E-16  8.49E-17  3.26E-17  1.20E-17  3.11E-18  1.11E-18
   142       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.58E-40  1.96E-28  4.68E-20  1.92E-17
             2.37E-16  5.10E-16  3.70E-16  1.87E-16  5.87E-17  2.23E-17  8.18E-18  2.11E-18  7.53E-19
   143       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.23E-43  6.59E-29  1.40E-20  7.17E-18
             1.23E-16  3.44E-16  2.74E-16  1.46E-16  4.72E-17  1.81E-17  6.67E-18  1.73E-18  6.16E-19
   144       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.31E-43  2.62E-29  4.99E-21  1.92E-18
             2.59E-17  6.28E-17  4.79E-17  2.49E-17  7.95E-18  3.04E-18  1.12E-18  2.89E-19  1.03E-19
   145       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-43  3.18E-29  6.08E-21  2.36E-18
             3.23E-17  7.89E-17  6.03E-17  3.14E-17  1.00E-17  3.83E-18  1.41E-18  3.65E-19  1.30E-19
   146       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.84E-43  3.56E-29  6.66E-21  2.53E-18
             3.38E-17  8.12E-17  6.17E-17  3.20E-17  1.02E-17  3.90E-18  1.43E-18  3.71E-19  1.32E-19
   147       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.22E-45  2.06E-30  4.07E-22  1.40E-19
             1.63E-18  3.48E-18  2.53E-18  1.28E-18  4.04E-19  1.54E-19  5.63E-20  1.46E-20  5.18E-21
   148       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-44  2.72E-30  5.19E-22  1.77E-19
             2.07E-18  4.42E-18  3.22E-18  1.63E-18  5.14E-19  1.95E-19  7.17E-20  1.85E-20  6.60E-21
   149       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-44  3.97E-30  7.28E-22  2.41E-19
             2.72E-18  5.65E-18  4.06E-18  2.05E-18  6.41E-19  2.43E-19  8.92E-20  2.31E-20  8.21E-21
   150       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.22E-46  9.70E-32  1.92E-23  6.41E-21
             7.10E-20  1.44E-19  1.02E-19  5.12E-20  1.60E-20  6.05E-21  2.22E-21  5.73E-22  2.04E-22
   151       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.43E-46  1.36E-31  2.56E-23  8.40E-21
             9.26E-20  1.88E-19  1.33E-19  6.67E-20  2.08E-20  7.90E-21  2.89E-21  7.47E-22  2.66E-22
   152       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.93E-46  2.00E-31  3.66E-23  1.19E-20
             1.30E-19  2.60E-19  1.84E-19  9.22E-20  2.87E-20  1.09E-20  3.99E-21  1.03E-21  3.67E-22
   153       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.30E-46  1.35E-31  2.59E-23  8.53E-21
             9.42E-20  1.91E-19  1.35E-19  6.79E-20  2.12E-20  8.03E-21  2.94E-21  7.60E-22  2.71E-22
   154       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.64E-44  1.16E-29  2.55E-21  1.39E-18
             2.48E-17  7.11E-17  5.70E-17  3.04E-17  9.85E-18  3.78E-18  1.39E-18  3.61E-19  1.29E-19
   155       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-44  2.92E-30  5.51E-22  1.86E-19
             2.15E-18  4.56E-18  3.31E-18  1.68E-18  5.27E-19  2.00E-19  7.34E-20  1.90E-20  6.76E-21
   156       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.80E-43  3.50E-29  6.46E-21  2.36E-18
             3.05E-17  7.15E-17  5.39E-17  2.79E-17  8.88E-18  3.39E-18  1.24E-18  3.22E-19  1.15E-19
   157       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-41  2.01E-27  2.87E-19  8.57E-17
             8.96E-16  1.76E-15  1.23E-15  6.14E-16  1.91E-16  7.24E-17  2.65E-17  6.84E-18  2.43E-18
   158       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-43  2.98E-29  6.58E-21  3.28E-18
             5.51E-17  1.53E-16  1.22E-16  6.48E-17  2.09E-17  8.03E-18  2.96E-18  7.67E-19  2.73E-19
   159       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.04E-43  9.21E-29  2.00E-20  9.37E-18
             1.50E-16  4.06E-16  3.20E-16  1.70E-16  5.47E-17  2.10E-17  7.72E-18  2.00E-18  7.13E-19
   160       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.23E-43  1.62E-28  3.57E-20  1.78E-17
             2.98E-16  8.25E-16  6.56E-16  3.48E-16  1.13E-16  4.32E-17  1.59E-17  4.12E-18  1.47E-18
   161       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.63E-43  8.25E-29  1.79E-20  8.35E-18
             1.33E-16  3.60E-16  2.84E-16  1.50E-16  4.85E-17  1.86E-17  6.84E-18  1.77E-18  6.32E-19
   162       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.29E-37  4.14E-27  7.21E-20  2.27E-17
             2.67E-16  5.83E-16  4.28E-16  2.18E-16  6.89E-17  2.62E-17  9.62E-18  2.49E-18  8.86E-19
   163       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.50E-41  3.17E-27  4.48E-19  1.34E-16
             1.41E-15  2.78E-15  1.96E-15  9.79E-16  3.05E-16  1.16E-16  4.23E-17  1.09E-17  3.89E-18
   164       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.27E-43  5.90E-29  1.41E-20  7.09E-18
             1.19E-16  3.30E-16  2.63E-16  1.40E-16  4.51E-17  1.73E-17  6.38E-18  1.65E-18  5.89E-19
   165       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.48E-43  9.04E-29  2.19E-20  1.13E-17
             1.93E-16  5.42E-16  4.32E-16  2.30E-16  7.44E-17  2.85E-17  1.05E-17  2.73E-18  9.72E-19
   166       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.74E-43  1.22E-28  3.03E-20  1.70E-17
             3.07E-16  8.85E-16  7.11E-16  3.80E-16  1.23E-16  4.73E-17  1.74E-17  4.52E-18  1.61E-18
   167       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.79E-43  7.26E-29  1.78E-20  9.44E-18
             1.64E-16  4.63E-16  3.70E-16  1.97E-16  6.38E-17  2.45E-17  9.03E-18  2.34E-18  8.34E-19
   168       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.40E-44  1.29E-29  3.12E-21  1.31E-18
             1.87E-17  4.68E-17  3.61E-17  1.89E-17  6.04E-18  2.31E-18  8.50E-19  2.20E-19  7.85E-20
   169       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.40E-44  1.58E-29  3.83E-21  1.63E-18
             2.35E-17  5.95E-17  4.59E-17  2.41E-17  7.71E-18  2.95E-18  1.08E-18  2.81E-19  1.00E-19
   170       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.31E-44  1.80E-29  4.26E-21  1.78E-18
             2.52E-17  6.29E-17  4.84E-17  2.53E-17  8.09E-18  3.09E-18  1.14E-18  2.95E-19  1.05E-19
   171       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.40E-45  1.11E-30  2.75E-22  1.03E-19
             1.25E-18  2.74E-18  2.01E-18  1.03E-18  3.24E-19  1.23E-19  4.52E-20  1.17E-20  4.16E-21
   172       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.75E-45  1.47E-30  3.53E-22  1.31E-19
             1.59E-18  3.51E-18  2.58E-18  1.32E-18  4.16E-19  1.58E-19  5.80E-20  1.50E-20  5.35E-21
   173       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.33E-45  2.14E-30  4.95E-22  1.78E-19
             2.09E-18  4.48E-18  3.25E-18  1.65E-18  5.18E-19  1.97E-19  7.23E-20  1.87E-20  6.65E-21
   174       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.91E-46  6.42E-32  1.60E-23  5.74E-21
             6.61E-20  1.37E-19  9.80E-20  4.93E-20  1.54E-20  5.86E-21  2.15E-21  5.54E-22  1.97E-22
   175       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.86E-46  8.83E-32  2.10E-23  7.44E-21
             8.54E-20  1.77E-19  1.27E-19  6.39E-20  2.00E-20  7.58E-21  2.78E-21  7.18E-22  2.56E-22
   176       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.50E-46  1.32E-31  3.05E-23  1.07E-20
             1.21E-19  2.50E-19  1.78E-19  8.97E-20  2.80E-20  1.06E-20  3.89E-21  1.01E-21  3.58E-22
   177       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.92E-46  9.10E-32  2.18E-23  7.75E-21
             8.90E-20  1.85E-19  1.32E-19  6.66E-20  2.08E-20  7.91E-21  2.90E-21  7.48E-22  2.66E-22
   178       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.21E-45  1.58E-30  3.75E-22  1.38E-19
             1.66E-18  3.64E-18  2.67E-18  1.36E-18  4.29E-19  1.63E-19  5.99E-20  1.55E-20  5.52E-21
   179       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.08E-44  1.74E-29  4.07E-21  1.64E-18
             2.26E-17  5.55E-17  4.24E-17  2.21E-17  7.07E-18  2.70E-18  9.93E-19  2.57E-19  9.16E-20
   180       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.58E-42  8.60E-28  1.77E-19  6.09E-17
             7.01E-16  1.48E-15  1.07E-15  5.41E-16  1.70E-16  6.45E-17  2.36E-17  6.11E-18  2.18E-18
   181       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.79E-42  6.62E-28  1.37E-19  4.66E-17
             5.29E-16  1.10E-15  7.89E-16  3.98E-16  1.25E-16  4.73E-17  1.73E-17  4.48E-18  1.59E-18
   182       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.23E-42  5.63E-28  1.22E-19  4.35E-17
             5.21E-16  1.14E-15  8.33E-16  4.25E-16  1.34E-16  5.10E-17  1.87E-17  4.84E-18  1.72E-18
   183       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-42  2.99E-28  6.94E-20  2.87E-17
             4.09E-16  1.03E-15  7.96E-16  4.17E-16  1.34E-16  5.12E-17  1.88E-17  4.88E-18  1.74E-18
   184       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.97E-42  5.16E-28  1.15E-19  4.28E-17
             5.38E-16  1.23E-15  9.14E-16  4.70E-16  1.49E-16  5.68E-17  2.09E-17  5.40E-18  1.92E-18
   185       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.38E-43  6.70E-29  1.63E-20  6.36E-18
             8.23E-17  1.91E-16  1.43E-16  7.40E-17  2.35E-17  8.96E-18  3.29E-18  8.52E-19  3.04E-19
   186       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.57E-42  6.91E-28  1.56E-19  5.59E-17
             6.57E-16  1.40E-15  1.02E-15  5.16E-16  1.62E-16  6.17E-17  2.26E-17  5.85E-18  2.08E-18
   187       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.94E-42  5.03E-28  1.12E-19  4.25E-17
             5.48E-16  1.28E-15  9.60E-16  4.96E-16  1.58E-16  6.02E-17  2.21E-17  5.73E-18  2.04E-18
   188       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.99E-42  5.70E-28  1.32E-19  4.80E-17
             5.78E-16  1.26E-15  9.27E-16  4.72E-16  1.49E-16  5.67E-17  2.08E-17  5.38E-18  1.92E-18
   189       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-43  3.31E-29  8.72E-21  3.49E-18
             4.57E-17  1.07E-16  8.01E-17  4.14E-17  1.32E-17  5.02E-18  1.84E-18  4.77E-19  1.70E-19
   190       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-42  6.32E-28  2.05E-19  1.07E-16
             1.82E-15  5.12E-15  4.10E-15  2.18E-15  7.08E-16  2.72E-16  1.00E-16  2.60E-17  9.26E-18
   191       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.42E-42  6.54E-28  2.10E-19  1.02E-16
             1.63E-15  4.40E-15  3.48E-15  1.85E-15  5.96E-16  2.29E-16  8.42E-17  2.18E-17  7.78E-18
   192       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.78E-43  3.43E-28  1.10E-19  5.79E-17
             9.89E-16  2.80E-15  2.25E-15  1.20E-15  3.89E-16  1.49E-16  5.50E-17  1.43E-17  5.09E-18
   193       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.86E-42  8.51E-28  2.78E-19  1.43E-16
             2.39E-15  6.70E-15  5.35E-15  2.85E-15  9.22E-16  3.54E-16  1.30E-16  3.38E-17  1.21E-17
   194       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.27E-42  6.02E-28  1.99E-19  1.01E-16
             1.68E-15  4.67E-15  3.72E-15  1.98E-15  6.40E-16  2.46E-16  9.05E-17  2.35E-17  8.37E-18
   195       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-42  5.99E-28  2.06E-19  1.22E-16
             2.28E-15  6.76E-15  5.50E-15  2.95E-15  9.60E-16  3.69E-16  1.36E-16  3.53E-17  1.26E-17
   196       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.38E-42  1.12E-27  3.92E-19  2.35E-16
             4.40E-15  1.31E-14  1.06E-14  5.71E-15  1.86E-15  7.14E-16  2.63E-16  6.83E-17  2.43E-17
   197       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.79E-43  4.79E-28  1.62E-19  8.20E-17
             1.35E-15  3.73E-15  2.97E-15  1.58E-15  5.11E-16  1.96E-16  7.23E-17  1.87E-17  6.68E-18
   198       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.05E-43  2.52E-28  8.63E-20  4.50E-17
             7.58E-16  2.13E-15  1.70E-15  9.07E-16  2.94E-16  1.13E-16  4.16E-17  1.08E-17  3.84E-18
   199       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.15E-43  5.83E-29  2.09E-20  1.20E-17
             2.16E-16  6.30E-16  5.10E-16  2.73E-16  8.88E-17  3.41E-17  1.26E-17  3.26E-18  1.16E-18
   200       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-42  8.12E-28  2.80E-19  1.47E-16
             2.48E-15  6.95E-15  5.55E-15  2.95E-15  9.56E-16  3.67E-16  1.35E-16  3.50E-17  1.25E-17
   201       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.04E-42  6.59E-28  2.39E-19  9.61E-17
             1.16E-15  2.47E-15  1.78E-15  8.97E-16  2.81E-16  1.07E-16  3.91E-17  1.01E-17  3.60E-18
   202       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.17E-43  3.24E-28  1.14E-19  5.88E-17
             9.76E-16  2.71E-15  2.16E-15  1.15E-15  3.73E-16  1.43E-16  5.27E-17  1.37E-17  4.87E-18
   203       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.75E-43  4.10E-28  1.46E-19  5.90E-17
             7.20E-16  1.55E-15  1.12E-15  5.69E-16  1.79E-16  6.79E-17  2.49E-17  6.44E-18  2.29E-18
   204       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-42  7.01E-28  2.48E-19  9.98E-17
             1.21E-15  2.60E-15  1.88E-15  9.53E-16  2.99E-16  1.14E-16  4.16E-17  1.08E-17  3.83E-18
   205       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.56E-44  5.14E-29  2.12E-20  8.97E-18
             1.11E-16  2.42E-16  1.76E-16  8.92E-17  2.80E-17  1.07E-17  3.90E-18  1.01E-18  3.59E-19
   206       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.13E-43  4.14E-28  1.44E-19  5.72E-17
             6.88E-16  1.46E-15  1.05E-15  5.30E-16  1.66E-16  6.31E-17  2.31E-17  5.97E-18  2.13E-18
   207       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.36E-43  1.84E-28  7.58E-20  3.21E-17
             3.99E-16  8.67E-16  6.30E-16  3.20E-16  1.01E-16  3.82E-17  1.40E-17  3.62E-18  1.29E-18
   208       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-42  6.78E-28  2.46E-19  9.91E-17
             1.20E-15  2.56E-15  1.84E-15  9.31E-16  2.92E-16  1.11E-16  4.06E-17  1.05E-17  3.74E-18
   209       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.06E-44  5.89E-29  2.18E-20  8.88E-18
             1.09E-16  2.34E-16  1.70E-16  8.59E-17  2.70E-17  1.03E-17  3.76E-18  9.72E-19  3.46E-19
   210       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.15E-44  4.07E-29  1.52E-20  6.24E-18
             7.70E-17  1.67E-16  1.22E-16  6.17E-17  1.94E-17  7.38E-18  2.70E-18  6.99E-19  2.49E-19
   211       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-43  8.28E-29  3.14E-20  1.29E-17
             1.57E-16  3.36E-16  2.43E-16  1.23E-16  3.85E-17  1.46E-17  5.36E-18  1.39E-18  4.93E-19
   212       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-43  1.06E-28  3.93E-20  1.60E-17
             1.94E-16  4.15E-16  2.99E-16  1.51E-16  4.74E-17  1.80E-17  6.60E-18  1.71E-18  6.07E-19
   213       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-42  1.02E-27  3.68E-19  1.49E-16
             1.80E-15  3.83E-15  2.76E-15  1.40E-15  4.38E-16  1.66E-16  6.09E-17  1.57E-17  5.60E-18
   214       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.85E-42  1.19E-27  4.36E-19  1.77E-16
             2.15E-15  4.61E-15  3.33E-15  1.69E-15  5.29E-16  2.01E-16  7.36E-17  1.90E-17  6.78E-18
   215       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.74E-43  2.75E-28  1.11E-19  4.73E-17
             6.02E-16  1.34E-15  9.89E-16  5.05E-16  1.59E-16  6.06E-17  2.22E-17  5.75E-18  2.05E-18
   216       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.51E-43  2.93E-28  1.26E-19  5.34E-17
             6.62E-16  1.43E-15  1.03E-15  5.22E-16  1.64E-16  6.22E-17  2.28E-17  5.89E-18  2.10E-18
   217       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-43  1.14E-28  4.41E-20  1.80E-17
             2.18E-16  4.63E-16  3.33E-16  1.68E-16  5.26E-17  2.00E-17  7.31E-18  1.89E-18  6.73E-19
   218       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-43  1.37E-28  5.21E-20  2.13E-17
             2.57E-16  5.46E-16  3.93E-16  1.98E-16  6.21E-17  2.36E-17  8.63E-18  2.23E-18  7.95E-19
   219       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.21E-43  4.79E-28  1.79E-19  7.29E-17
             8.84E-16  1.88E-15  1.36E-15  6.85E-16  2.15E-16  8.15E-17  2.99E-17  7.72E-18  2.75E-18
   220       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.72E-43  4.41E-28  1.64E-19  6.66E-17
             8.06E-16  1.71E-15  1.23E-15  6.23E-16  1.95E-16  7.41E-17  2.71E-17  7.02E-18  2.50E-18
   221       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.31E-44  6.02E-29  2.37E-20  9.78E-18
             1.19E-16  2.53E-16  1.83E-16  9.21E-17  2.89E-17  1.10E-17  4.02E-18  1.04E-18  3.70E-19
   222       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.58E-43  2.33E-28  8.64E-20  3.51E-17
             4.27E-16  9.11E-16  6.58E-16  3.33E-16  1.04E-16  3.96E-17  1.45E-17  3.75E-18  1.34E-18
   223       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.13E-43  2.79E-28  1.06E-19  4.29E-17
             5.18E-16  1.09E-15  7.85E-16  3.95E-16  1.24E-16  4.70E-17  1.72E-17  4.45E-18  1.58E-18
   224       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.12E-44  4.57E-29  1.83E-20  7.60E-18
             9.32E-17  1.99E-16  1.44E-16  7.28E-17  2.28E-17  8.67E-18  3.18E-18  8.22E-19  2.93E-19
   225       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.61E-43  2.53E-28  9.78E-20  4.00E-17
             4.83E-16  1.02E-15  7.33E-16  3.69E-16  1.16E-16  4.39E-17  1.61E-17  4.15E-18  1.48E-18
   226       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.70E-44  2.71E-29  1.07E-20  4.45E-18
             5.45E-17  1.17E-16  8.43E-17  4.26E-17  1.34E-17  5.08E-18  1.86E-18  4.81E-19  1.71E-19
   227       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.09E-44  4.41E-29  1.74E-20  7.22E-18
             8.85E-17  1.89E-16  1.37E-16  6.92E-17  2.17E-17  8.24E-18  3.02E-18  7.81E-19  2.78E-19
   228       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.30E-43  4.49E-28  1.75E-19  7.20E-17
             8.75E-16  1.86E-15  1.34E-15  6.76E-16  2.12E-16  8.03E-17  2.94E-17  7.61E-18  2.71E-18
   229       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-42  7.77E-28  2.99E-19  1.23E-16
             1.50E-15  3.21E-15  2.32E-15  1.17E-15  3.67E-16  1.39E-16  5.11E-17  1.32E-17  4.70E-18
   230       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-43  1.11E-28  5.12E-20  2.28E-17
             2.96E-16  6.66E-16  4.91E-16  2.51E-16  7.92E-17  3.02E-17  1.11E-17  2.86E-18  1.02E-18
   231       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.90E-44  9.08E-29  4.16E-20  1.84E-17
             2.36E-16  5.27E-16  3.87E-16  1.97E-16  6.22E-17  2.37E-17  8.69E-18  2.25E-18  8.00E-19
   232       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.36E-44  7.79E-29  3.62E-20  1.65E-17
             2.22E-16  5.19E-16  3.89E-16  2.00E-16  6.36E-17  2.43E-17  8.91E-18  2.31E-18  8.22E-19
   233       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-44  1.64E-29  8.46E-21  4.96E-18
             8.78E-17  2.54E-16  2.05E-16  1.10E-16  3.57E-17  1.37E-17  5.06E-18  1.31E-18  4.68E-19
   234       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-44  1.49E-29  7.27E-21  3.50E-18
             4.99E-17  1.23E-16  9.41E-17  4.91E-17  1.57E-17  5.99E-18  2.20E-18  5.71E-19  2.03E-19
   235       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.15E-44  6.70E-29  3.15E-20  1.44E-17
             1.95E-16  4.57E-16  3.42E-16  1.77E-16  5.61E-17  2.14E-17  7.85E-18  2.03E-18  7.24E-19
   236       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.74E-44  6.70E-29  3.30E-20  1.61E-17
             2.33E-16  5.80E-16  4.46E-16  2.33E-16  7.45E-17  2.85E-17  1.05E-17  2.71E-18  9.67E-19
   237       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-43  1.22E-28  5.96E-20  2.74E-17
             3.67E-16  8.49E-16  6.33E-16  3.26E-16  1.03E-16  3.93E-17  1.44E-17  3.74E-18  1.33E-18
   238       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.45E-44  5.52E-29  2.74E-20  1.29E-17
