SEQ='MG'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  85997457.5   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2P6 3S1             (2)0( 0.5)        0.0 
     2          2P6 3P1             (2)1( 0.5)   106188.1 
     3          2P6 3P1             (2)1( 1.5)   107487.4 
     4          2P6 3D1             (2)2( 1.5)   248208.2*
     5          2P6 3D1             (2)2( 2.5)   248376.5*

   IC RESOLVED LEVEL INDEXING           BWNR=  86578705.4   NLVL= 411
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
             4.11E-16  8.78E-16  6.34E-16  3.21E-16  1.01E-16  3.82E-17  1.40E-17  3.62E-18  1.29E-18
   221       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.93E-44  4.24E-29  1.67E-20  6.99E-18
             8.68E-17  1.89E-16  1.38E-16  6.98E-17  2.19E-17  8.34E-18  3.06E-18  7.91E-19  2.82E-19
   222       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.49E-43  9.48E-29  3.47E-20  1.40E-17
             1.67E-16  3.52E-16  2.52E-16  1.27E-16  3.97E-17  1.51E-17  5.52E-18  1.43E-18  5.08E-19
   223       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-43  1.51E-28  5.91E-20  2.43E-17
             2.94E-16  6.23E-16  4.48E-16  2.26E-16  7.07E-17  2.68E-17  9.83E-18  2.54E-18  9.05E-19
   224       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.48E-44  2.54E-29  1.01E-20  4.20E-18
             5.16E-17  1.11E-16  8.01E-17  4.05E-17  1.27E-17  4.83E-18  1.77E-18  4.57E-19  1.63E-19
   225       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.90E-43  1.36E-28  5.33E-20  2.19E-17
             2.66E-16  5.65E-16  4.07E-16  2.05E-16  6.43E-17  2.44E-17  8.94E-18  2.31E-18  8.23E-19
   226       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.13E-45  5.79E-30  2.28E-21  9.39E-19
             1.13E-17  2.39E-17  1.71E-17  8.61E-18  2.69E-18  1.02E-18  3.74E-19  9.67E-20  3.44E-20
   227       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.33E-44  1.68E-29  6.67E-21  2.78E-18
             3.42E-17  7.34E-17  5.31E-17  2.69E-17  8.43E-18  3.20E-18  1.17E-18  3.03E-19  1.08E-19
   228       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.75E-43  3.24E-28  1.25E-19  5.12E-17
             6.22E-16  1.32E-15  9.53E-16  4.81E-16  1.51E-16  5.72E-17  2.10E-17  5.42E-18  1.93E-18
   229       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.12E-42  7.50E-28  2.85E-19  1.17E-16
             1.43E-15  3.06E-15  2.21E-15  1.12E-15  3.51E-16  1.33E-16  4.88E-17  1.26E-17  4.50E-18
   230       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.84E-44  7.45E-29  3.54E-20  1.67E-17
             2.33E-16  5.62E-16  4.27E-16  2.22E-16  7.07E-17  2.70E-17  9.92E-18  2.57E-18  9.15E-19
   231       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.07E-44  7.73E-29  3.73E-20  1.76E-17
             2.46E-16  5.93E-16  4.50E-16  2.34E-16  7.45E-17  2.85E-17  1.05E-17  2.71E-18  9.65E-19
   232       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.14E-44  2.87E-29  1.36E-20  7.04E-18
             1.11E-16  2.97E-16  2.34E-16  1.24E-16  3.99E-17  1.53E-17  5.63E-18  1.46E-18  5.20E-19
   233       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.13E-46  5.73E-31  3.92E-22  4.21E-19
             1.04E-17  3.51E-17  2.96E-17  1.62E-17  5.32E-18  2.05E-18  7.58E-19  1.97E-19  7.02E-20
   234       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.49E-44  7.11E-29  3.33E-20  1.48E-17
             1.92E-16  4.29E-16  3.16E-16  1.61E-16  5.08E-17  1.94E-17  7.10E-18  1.84E-18  6.54E-19
   235       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.78E-44  9.67E-29  4.68E-20  2.18E-17
             3.00E-16  7.15E-16  5.39E-16  2.79E-16  8.88E-17  3.39E-17  1.25E-17  3.22E-18  1.15E-18
   236       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.71E-44  2.80E-29  1.45E-20  7.51E-18
             1.16E-16  3.05E-16  2.39E-16  1.26E-16  4.05E-17  1.55E-17  5.71E-18  1.48E-18  5.28E-19
   237       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.76E-44  6.80E-29  3.30E-20  1.52E-17
             2.04E-16  4.73E-16  3.53E-16  1.82E-16  5.77E-17  2.20E-17  8.07E-18  2.09E-18  7.44E-19
   238       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-44  1.57E-29  8.13E-21  4.46E-18
             7.34E-17  2.02E-16  1.61E-16  8.54E-17  2.76E-17  1.06E-17  3.90E-18  1.01E-18  3.61E-19
   239       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-44  2.12E-29  1.01E-20  4.59E-18
             6.03E-17  1.37E-16  1.02E-16  5.21E-17  1.65E-17  6.27E-18  2.30E-18  5.95E-19  2.12E-19
   240       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.91E-44  5.38E-29  4.13E-20  4.07E-17
             9.84E-16  3.34E-15  2.82E-15  1.54E-15  5.08E-16  1.96E-16  7.24E-17  1.88E-17  6.71E-18
   241       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.43E-44  6.22E-29  4.64E-20  4.31E-17
             1.02E-15  3.41E-15  2.87E-15  1.57E-15  5.17E-16  1.99E-16  7.36E-17  1.91E-17  6.82E-18
   242       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.88E-44  4.04E-29  2.61E-20  1.71E-17
             3.25E-16  9.81E-16  8.03E-16  4.33E-16  1.41E-16  5.44E-17  2.01E-17  5.21E-18  1.86E-18
   243       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.45E-44  1.02E-28  7.43E-20  6.73E-17
             1.57E-15  5.22E-15  4.40E-15  2.40E-15  7.89E-16  3.04E-16  1.12E-16  2.92E-17  1.04E-17
   244       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.53E-44  2.21E-29  2.19E-20  2.86E-17
             7.63E-16  2.68E-15  2.29E-15  1.26E-15  4.15E-16  1.60E-16  5.92E-17  1.54E-17  5.49E-18
   245       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.46E-44  5.09E-29  4.03E-20  4.82E-17
             1.26E-15  4.41E-15  3.76E-15  2.07E-15  6.81E-16  2.63E-16  9.72E-17  2.52E-17  9.01E-18
   246       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.45E-44  3.52E-29  3.21E-20  3.93E-17
             1.03E-15  3.61E-15  3.08E-15  1.69E-15  5.58E-16  2.15E-16  7.96E-17  2.07E-17  7.37E-18
   247       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.26E-44  1.89E-29  1.84E-20  2.36E-17
             6.27E-16  2.21E-15  1.88E-15  1.04E-15  3.42E-16  1.32E-16  4.88E-17  1.27E-17  4.52E-18
   248       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.30E-45  1.35E-29  1.03E-20  9.39E-18
             2.19E-16  7.31E-16  6.16E-16  3.36E-16  1.11E-16  4.27E-17  1.58E-17  4.09E-18  1.46E-18
   249       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.02E-45  6.25E-30  4.24E-21  2.72E-18
             5.01E-17  1.48E-16  1.20E-16  6.48E-17  2.11E-17  8.11E-18  2.99E-18  7.76E-19  2.77E-19
   250       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.69E-44  4.93E-29  4.14E-20  4.66E-17
             1.18E-15  4.07E-15  3.46E-15  1.89E-15  6.24E-16  2.41E-16  8.90E-17  2.31E-17  8.25E-18
   251       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-44  1.75E-29  1.24E-20  9.71E-18
             2.08E-16  6.68E-16  5.57E-16  3.03E-16  9.93E-17  3.83E-17  1.41E-17  3.67E-18  1.31E-18
   252       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.10E-44  8.03E-29  5.09E-20  2.54E-17
             3.54E-16  8.37E-16  6.28E-16  3.24E-16  1.03E-16  3.93E-17  1.44E-17  3.73E-18  1.33E-18
   253       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.78E-44  8.12E-29  5.36E-20  2.72E-17
             3.80E-16  9.02E-16  6.78E-16  3.50E-16  1.11E-16  4.24E-17  1.56E-17  4.03E-18  1.44E-18
   254       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.68E-46  6.82E-31  5.96E-22  5.60E-19
             1.33E-17  4.49E-17  3.80E-17  2.08E-17  6.85E-18  2.65E-18  9.77E-19  2.54E-19  9.05E-20
   255       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.29E-44  7.33E-29  4.87E-20  2.53E-17
             3.69E-16  9.11E-16  6.96E-16  3.63E-16  1.16E-16  4.43E-17  1.63E-17  4.21E-18  1.50E-18
   256       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.95E-46  1.51E-30  1.36E-21  1.32E-18
             3.20E-17  1.09E-16  9.24E-17  5.07E-17  1.67E-17  6.44E-18  2.38E-18  6.18E-19  2.20E-19
   257       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.34E-44  8.61E-29  5.50E-20  2.69E-17
             3.62E-16  8.25E-16  6.09E-16  3.12E-16  9.84E-17  3.75E-17  1.37E-17  3.55E-18  1.27E-18
   258       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.88E-45  1.15E-29  7.56E-21  3.76E-18
             5.12E-17  1.18E-16  8.78E-17  4.50E-17  1.43E-17  5.43E-18  1.99E-18  5.16E-19  1.84E-19
   259       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.65E-45  6.60E-30  4.50E-21  2.26E-18
             3.08E-17  7.09E-17  5.26E-17  2.70E-17  8.53E-18  3.25E-18  1.19E-18  3.08E-19  1.10E-19
   260       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-44  2.76E-29  1.85E-20  9.18E-18
             1.23E-16  2.78E-16  2.05E-16  1.05E-16  3.30E-17  1.26E-17  4.60E-18  1.19E-18  4.24E-19
   261       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.18E-44  5.56E-29  3.71E-20  1.83E-17
             2.44E-16  5.51E-16  4.05E-16  2.06E-16  6.51E-17  2.48E-17  9.08E-18  2.35E-18  8.37E-19
   262       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.25E-46  3.90E-31  2.62E-22  1.34E-19
             1.91E-18  4.62E-18  3.50E-18  1.81E-18  5.77E-19  2.20E-19  8.10E-20  2.10E-20  7.47E-21
   263       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.97E-46  4.98E-31  3.29E-22  1.68E-19
             2.40E-18  5.79E-18  4.38E-18  2.27E-18  7.24E-19  2.76E-19  1.02E-19  2.63E-20  9.37E-21
   264       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-45  2.41E-30  1.60E-21  7.92E-19
             1.07E-17  2.45E-17  1.81E-17  9.25E-18  2.92E-18  1.11E-18  4.08E-19  1.06E-19  3.76E-20
   265       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.80E-45  3.04E-30  2.00E-21  9.87E-19
             1.33E-17  3.04E-17  2.24E-17  1.15E-17  3.62E-18  1.38E-18  5.06E-19  1.31E-19  4.66E-20
   266       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.59E-44  2.63E-29  1.75E-20  9.44E-18
             1.45E-16  3.76E-16  2.93E-16  1.54E-16  4.95E-17  1.90E-17  6.98E-18  1.81E-18  6.44E-19
   267       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.36E-45  1.58E-29  1.09E-20  6.58E-18
             1.14E-16  3.24E-16  2.61E-16  1.39E-16  4.52E-17  1.74E-17  6.40E-18  1.66E-18  5.92E-19
   268       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-44  2.12E-29  1.46E-20  8.09E-18
             1.28E-16  3.39E-16  2.66E-16  1.40E-16  4.52E-17  1.73E-17  6.38E-18  1.65E-18  5.90E-19
   269       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.21E-46  8.23E-31  7.48E-22  6.93E-19
             1.62E-17  5.46E-17  4.61E-17  2.52E-17  8.30E-18  3.20E-18  1.18E-18  3.07E-19  1.10E-19
   270       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-44  2.80E-29  1.92E-20  1.06E-17
             1.68E-16  4.46E-16  3.50E-16  1.85E-16  5.95E-17  2.28E-17  8.40E-18  2.18E-18  7.76E-19
   271       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.76E-45  8.37E-30  5.64E-21  2.86E-18
             3.97E-17  9.35E-17  7.00E-17  3.61E-17  1.15E-17  4.37E-18  1.60E-18  4.15E-19  1.48E-19
   272       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.21E-46  1.09E-30  9.23E-22  7.95E-19
             1.80E-17  5.94E-17  5.00E-17  2.73E-17  8.98E-18  3.47E-18  1.28E-18  3.32E-19  1.19E-19
   273       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.63E-45  1.71E-29  1.15E-20  5.79E-18
             7.98E-17  1.86E-16  1.39E-16  7.13E-17  2.26E-17  8.61E-18  3.16E-18  8.18E-19  2.91E-19
   274       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.75E-46  4.85E-31  3.29E-22  1.70E-19
             2.45E-18  5.97E-18  4.54E-18  2.36E-18  7.51E-19  2.87E-19  1.05E-19  2.73E-20  9.73E-21
   275       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.55E-44  2.52E-29  1.63E-20  8.28E-18
             1.17E-16  2.83E-16  2.14E-16  1.11E-16  3.52E-17  1.35E-17  4.94E-18  1.28E-18  4.56E-19
   276       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.35E-46  5.87E-31  3.97E-22  2.06E-19
             2.96E-18  7.21E-18  5.48E-18  2.85E-18  9.08E-19  3.47E-19  1.27E-19  3.30E-20  1.18E-20
   277       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.56E-47  1.31E-31  9.02E-23  4.77E-20
             7.03E-19  1.76E-18  1.35E-18  7.03E-19  2.25E-19  8.59E-20  3.16E-20  8.18E-21  2.92E-21
   278       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.72E-47  1.03E-31  7.21E-23  3.82E-20
             5.61E-19  1.40E-18  1.07E-18  5.58E-19  1.78E-19  6.81E-20  2.51E-20  6.49E-21  2.31E-21
   279       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.18E-45  2.03E-30  1.41E-21  7.98E-19
             1.29E-17  3.48E-17  2.75E-17  1.46E-17  4.70E-18  1.80E-18  6.64E-19  1.72E-19  6.14E-20
   280       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.68E-45  1.26E-29  8.17E-21  4.01E-18
             5.36E-17  1.21E-16  8.93E-17  4.56E-17  1.44E-17  5.48E-18  2.01E-18  5.19E-19  1.85E-19
   281       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.52E-46  1.17E-30  8.25E-22  4.53E-19
             6.98E-18  1.81E-17  1.41E-17  7.41E-18  2.38E-18  9.11E-19  3.35E-19  8.69E-20  3.10E-20
   282       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.11E-45  1.27E-29  8.62E-21  4.34E-18
             5.96E-17  1.38E-16  1.03E-16  5.29E-17  1.68E-17  6.39E-18  2.35E-18  6.07E-19  2.16E-19
   283       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.90E-46  7.01E-31  4.79E-22  2.45E-19
             3.43E-18  8.15E-18  6.13E-18  3.16E-18  1.01E-18  3.83E-19  1.41E-19  3.65E-20  1.30E-20
   284       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.43E-46  6.13E-31  4.17E-22  2.13E-19
             2.98E-18  7.07E-18  5.31E-18  2.74E-18  8.71E-19  3.32E-19  1.22E-19  3.16E-20  1.12E-20
   285       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.19E-45  8.85E-30  5.92E-21  3.01E-18
             4.23E-17  1.01E-16  7.58E-17  3.92E-17  1.24E-17  4.75E-18  1.74E-18  4.51E-19  1.61E-19
   286       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.83E-48  1.03E-32  6.56E-24  3.20E-21
             4.23E-20  9.45E-20  6.91E-20  3.52E-20  1.11E-20  4.21E-21  1.54E-21  3.99E-22  1.42E-22
   287       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.58E-47  3.17E-32  1.78E-23  8.50E-21
             1.14E-19  2.62E-19  1.94E-19  9.97E-20  3.16E-20  1.20E-20  4.41E-21  1.14E-21  4.07E-22
   288       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.33E-46  4.55E-31  3.34E-22  1.70E-19
             2.29E-18  5.14E-18  3.77E-18  1.92E-18  6.04E-19  2.30E-19  8.43E-20  2.18E-20  7.76E-21
   289       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.03E-46  6.43E-31  4.55E-22  2.71E-19
             4.58E-18  1.28E-17  1.02E-17  5.43E-18  1.76E-18  6.75E-19  2.49E-19  6.45E-20  2.30E-20
   290       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.68E-44  2.68E-29  1.74E-20  8.74E-18
             1.22E-16  2.89E-16  2.17E-16  1.12E-16  3.57E-17  1.36E-17  5.00E-18  1.29E-18  4.61E-19
   291       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-44  2.57E-29  1.75E-20  9.61E-18
             1.50E-16  3.93E-16  3.07E-16  1.62E-16  5.21E-17  1.99E-17  7.34E-18  1.90E-18  6.78E-19
   292       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.67E-45  1.45E-29  1.15E-20  6.70E-18
             1.08E-16  2.91E-16  2.29E-16  1.21E-16  3.91E-17  1.50E-17  5.52E-18  1.43E-18  5.10E-19
   293       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.80E-45  1.68E-29  1.31E-20  7.53E-18
             1.19E-16  3.15E-16  2.47E-16  1.30E-16  4.20E-17  1.61E-17  5.92E-18  1.53E-18  5.47E-19
   294       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.39E-45  5.37E-30  4.49E-21  3.03E-18
             5.67E-17  1.70E-16  1.39E-16  7.46E-17  2.43E-17  9.36E-18  3.45E-18  8.96E-19  3.20E-19
   295       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.73E-45  1.47E-29  1.14E-20  6.21E-18
             9.14E-17  2.25E-16  1.72E-16  8.95E-17  2.86E-17  1.09E-17  4.01E-18  1.04E-18  3.70E-19
   296       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.59E-45  1.52E-29  1.23E-20  7.18E-18
             1.15E-16  3.04E-16  2.39E-16  1.26E-16  4.06E-17  1.56E-17  5.73E-18  1.48E-18  5.29E-19
   297       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.95E-47  4.92E-32  1.06E-22  2.08E-19
             6.23E-18  2.31E-17  2.00E-17  1.11E-17  3.67E-18  1.42E-18  5.25E-19  1.36E-19  4.87E-20
   298       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.55E-45  6.25E-30  5.51E-21  3.58E-18
             6.39E-17  1.84E-16  1.48E-16  7.94E-17  2.58E-17  9.91E-18  3.65E-18  9.48E-19  3.38E-19
   299       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.84E-45  1.36E-29  1.11E-20  6.41E-18
             1.01E-16  2.64E-16  2.06E-16  1.09E-16  3.50E-17  1.34E-17  4.93E-18  1.28E-18  4.55E-19
   300       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.45E-45  3.48E-30  3.15E-21  2.27E-18
             4.46E-17  1.37E-16  1.13E-16  6.09E-17  1.99E-17  7.66E-18  2.83E-18  7.34E-19  2.62E-19
   301       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.79E-45  6.39E-30  5.20E-21  2.87E-18
             4.25E-17  1.05E-16  8.01E-17  4.17E-17  1.33E-17  5.08E-18  1.87E-18  4.83E-19  1.72E-19
   302       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-44  2.78E-29  3.17E-20  3.54E-17
             9.10E-16  3.20E-15  2.74E-15  1.51E-15  4.99E-16  1.93E-16  7.13E-17  1.85E-17  6.61E-18
   303       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-44  3.04E-29  3.66E-20  4.52E-17
             1.21E-15  4.34E-15  3.74E-15  2.06E-15  6.82E-16  2.64E-16  9.75E-17  2.53E-17  9.04E-18
   304       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.41E-45  1.74E-29  1.74E-20  1.46E-17
             3.24E-16  1.07E-15  8.97E-16  4.90E-16  1.61E-16  6.21E-17  2.29E-17  5.96E-18  2.12E-18
   305       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.12E-44  5.53E-29  5.92E-20  6.08E-17
             1.51E-15  5.21E-15  4.44E-15  2.44E-15  8.06E-16  3.11E-16  1.15E-16  2.99E-17  1.07E-17
   306       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.61E-45  1.01E-29  1.38E-20  1.92E-17
             5.34E-16  1.94E-15  1.67E-15  9.23E-16  3.05E-16  1.18E-16  4.37E-17  1.13E-17  4.05E-18
   307       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.51E-45  1.77E-29  2.23E-20  3.14E-17
             8.83E-16  3.22E-15  2.79E-15  1.54E-15  5.11E-16  1.97E-16  7.30E-17  1.90E-17  6.77E-18
   308       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.36E-45  1.76E-29  2.35E-20  3.26E-17
             9.10E-16  3.31E-15  2.86E-15  1.58E-15  5.24E-16  2.03E-16  7.49E-17  1.95E-17  6.94E-18
   309       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.90E-45  8.58E-30  1.10E-20  1.37E-17
             3.67E-16  1.31E-15  1.13E-15  6.24E-16  2.06E-16  7.97E-17  2.95E-17  7.66E-18  2.73E-18
   310       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.81E-45  5.25E-30  5.74E-21  5.42E-18
             1.28E-16  4.34E-16  3.68E-16  2.02E-16  6.65E-17  2.57E-17  9.49E-18  2.47E-18  8.79E-19
   311       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.81E-46  2.32E-30  2.31E-21  1.66E-18
             3.20E-17  9.73E-17  7.99E-17  4.32E-17  1.41E-17  5.43E-18  2.00E-18  5.19E-19  1.85E-19
   312       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.19E-45  2.44E-29  2.99E-20  3.71E-17
             9.90E-16  3.53E-15  3.03E-15  1.67E-15  5.53E-16  2.14E-16  7.90E-17  2.05E-17  7.32E-18
   313       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.23E-44  3.69E-29  3.44E-20  1.99E-17
             3.02E-16  7.62E-16  5.85E-16  3.06E-16  9.79E-17  3.74E-17  1.38E-17  3.56E-18  1.27E-18
   314       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-44  3.84E-29  3.68E-20  2.15E-17
             3.30E-16  8.39E-16  6.47E-16  3.38E-16  1.08E-16  4.15E-17  1.52E-17  3.95E-18  1.41E-18
   315       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.06E-45  8.63E-30  9.21E-21  8.46E-18
             1.97E-16  6.64E-16  5.62E-16  3.08E-16  1.01E-16  3.92E-17  1.45E-17  3.76E-18  1.34E-18
   316       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-46  3.96E-31  4.83E-22  5.04E-19
             1.26E-17  4.38E-17  3.74E-17  2.06E-17  6.81E-18  2.63E-18  9.72E-19  2.53E-19  9.01E-20
   317       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.23E-44  3.88E-29  3.73E-20  2.24E-17
             3.56E-16  9.36E-16  7.31E-16  3.85E-16  1.24E-16  4.74E-17  1.75E-17  4.52E-18  1.61E-18
   318       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.73E-46  9.03E-31  1.13E-21  1.24E-18
             3.19E-17  1.13E-16  9.67E-17  5.33E-17  1.76E-17  6.81E-18  2.52E-18  6.54E-19  2.33E-19
   319       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-44  4.49E-29  4.05E-20  2.23E-17
