UT	Glat	Glon	Radius	Dst	Kp	E23.1-30.5eV	E30.5-42.5eV	E42.5-55.2eV	E55.2-71.9eV	E71.9-93.6eV	E93.6-122.0eV	E122.0-161.0eV	E161.0-210.0eV	E210.0-275.0eV	E275.0-360.0eV	E360.0-471.0eV	E471.0-617.0eV	E617.0-815.0eV	E.815-1.07keV	E1.07-1.40kev	E1.40-1.82keV	E1.82-2.39keV	E2.39-3.12keV	E3.12-4.09keV	E4.09-5.36keV	E5.36-7.02keV	E7.02-9.19keV	E9.19-12.0keV	E12.0-15.8keV	E15.8-20.6keV	E20.6-27.0keV	E27.0-35.4keV	E35.4-46.4-43.37keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P.03-.06eV	P.06-.13eV	P13-.25V	P.25-.52eV	P.52-1.0eV	P1.0-2.3eV	P2.3-4.1eV	P4.1-6.1eV	P6.1-9.0eV	P9.0-12.9eV	P12.9-18.5eV	P18.5-25.5eV	P25.5-34.5eV	P34.5-45.8eV	P45.8-61.2eV	P61.2-80.9eV	P80.9-105.0eV	P105.0-139.0eV	P139.0-182.0eV	P182.0-237.0eV	P237.0-314.0eV	P314.0-408.0eV	P408.0-538.0eV	P538.0-703.0eV	P703.0-925.0eV	P.925-1.22keV	P1.22-1.51keV	P1.51-1.98keV	P1.98-2.58keV	P2.58-3.36keV	P3.36-4.36keV	P4.36-5.82keV	P5.82-7.60keV	P7.60-9.92keV	P9.92-13.0keV	P13.0-16.9keV	P16.9-22.1keV	P22.1-28.8keV	P28.8-37.6keV	P37.6-49.1keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
11.040400	1.087900	69.460000	6.614800   0	1.0	3.3435e+08	1.6516e+08	9.4267e+07	6.3733e+07	4.1278e+07	3.1028e+07	2.2984e+07	1.7625e+07	1.3938e+07	9.0646e+06	6.6897e+06	4.6443e+06	2.827e+06	1.8353e+06	1.4938e+06	1.1764e+06	1.0441e+06	924780	686030	377580	167420	143770	113300	81940	60170	-999	-999	-999	86786.3	15899	5714.23	3058.85	1191.41	634.18	260.77	91.9526	36.1078	6574.1	26.9097	1.49873	0.050301	0.00514232	0.00400168	0.002169	0	0	0	0	0	-999	2.0098e+07	4.1956e+08	1.1913e+09	5.0708e+08	1.1449e+08	4.754e+07	2.2685e+07	1.6657e+07	8.9775e+06	5.6399e+06	3.0272e+06	1.7599e+06	1.5134e+06	693800	342090	309640	341060	223410	159440	146880	94656	52737	31338	39071	42310	50693	88701	138810	203560	155040	44953	57350	47041	39118	93712.9	10931.2	4010.76	1451.91	316.282	92.0913	2.87015	0.643298	0.235495	0.124666	0.173085	0.0100107	-999	-999	-999	10.643	0.46114	0.30103	5645.5	7384.1	258.68	382.79	94.041	-8.0705	102.52	-4.9848	-5.001	
11.064300	1.094700	69.460000	6.614800   0	1.0	3.4306e+08	1.7311e+08	9.3993e+07	6.1779e+07	4.4049e+07	3.1077e+07	2.3311e+07	1.8998e+07	1.2518e+07	9.5213e+06	6.8918e+06	4.7547e+06	2.8593e+06	1.8812e+06	1.4911e+06	1.2427e+06	1.0432e+06	898520	744270	334490	168670	129570	110870	95924	48622	-999	-999	-999	86099.7	15953	5742.28	3021.66	1199.66	640.778	259.972	91.6775	36.2451	6854.51	26.8516	1.48039	0.0492352	0.00511116	0.00383339	0.00216152	0	0	0	0	0	5.1106e+07	1.4671e+07	3.5661e+08	1.0592e+09	5.2178e+08	1.1761e+08	4.2237e+07	2.5956e+07	1.4026e+07	7.5038e+06	4.6353e+06	2.758e+06	1.5379e+06	822480	800290	665920	393190	282380	131870	145150	172480	91690	42910	25491	47113	26123	47667	77051	150980	208700	147680	45297	51479	48778	34648	93722.5	10891.1	3992.37	1486.42	310.223	88.4445	2.84525	0.631398	0.238738	-999	0.174036	0.0150692	-999	-999	-999	10.023	0.45339	0.3024	5587.8	7410.1	251.02	381	99.556	-8.6427	97.826	-11.2	-5.001	
11.088200	1.108200	69.460000	6.614900   0	1.0	3.1041e+08	1.7713e+08	1.0468e+08	5.9886e+07	4.5775e+07	3.5887e+07	2.5159e+07	1.7739e+07	1.1961e+07	9.3494e+06	6.6977e+06	4.9552e+06	2.8254e+06	1.8588e+06	1.4493e+06	1.2007e+06	1.0364e+06	928690	713660	303930	166360	135530	110380	84464	64526	-999	-999	-999	86189	15946.5	5726.53	2998.84	1192.57	642.39	256.257	90.7256	35.3507	6897.04	26.4871	1.46856	0.0488499	0.00532932	0.0035716	0.00222136	0	0	0	0	0	1.5234e+07	1.5907e+07	3.816e+08	1.1561e+09	5.0495e+08	9.6057e+07	4.3353e+07	2.3788e+07	1.654e+07	8.8177e+06	2.9213e+06	2.1786e+06	1.4775e+06	797010	442840	510420	529330	103190	250590	162990	103750	102000	23257	16418	14375	39510	49718	53564	143820	215400	149200	43418	47101	47287	37744	93864.1	11108.2	4044.46	1505.5	315.868	91.4622	2.58418	0.607312	0.241333	0.124666	0.213444	0.0168072	-999	-999	-999	9.8475	0.45795	0.3093	5483.2	7277.8	240.88	365.5	99.816	-7.1951	99.368	-9.2205	-5.001	
11.112100	1.115000	69.460000	6.614900   0	1.0	3.3594e+08	1.6699e+08	9.9828e+07	6.6435e+07	4.2936e+07	3.3092e+07	2.5739e+07	1.8831e+07	1.2199e+07	8.4535e+06	7.2225e+06	4.9735e+06	2.951e+06	1.9612e+06	1.5107e+06	1.1927e+06	1.1538e+06	971620	745430	393720	209520	130080	124730	88906	52978	-999	-999	-999	86630.9	16111.6	5798.03	2998.07	1195.25	634.527	253.641	87.2965	33.896	6915.83	26.0978	1.47056	0.0492875	0.00529815	0.00396429	0.00226249	0	0	0	0	0	7.3264e+06	1.4671e+07	3.4428e+08	1.2461e+09	5.2788e+08	9.9652e+07	3.8508e+07	2.1955e+07	1.6364e+07	7.1012e+06	4.5065e+06	2.9957e+06	1.6659e+06	1.4913e+06	839570	463530	448210	89595	142200	185790	176780	50366	105810	60056	36704	30441	52094	94424	135410	190720	152890	41900	51726	54009	41080	94478	10940.6	4092.11	1530.6	318.034	94.9307	2.3681	0.537556	0.241333	0.122656	0.197288	0.0164332	-999	-999	-999	9.9875	0.45183	0.31127	5726.8	7618	250.01	370.09	97.478	-12.84	100.42	-7.8183	-5.001	
11.136000	1.127300	69.460000	6.614900   0	1.0	3.107e+08	1.7383e+08	1.0471e+08	6.5724e+07	4.4876e+07	3.1446e+07	2.3433e+07	1.7485e+07	1.2824e+07	8.5882e+06	6.6062e+06	4.6677e+06	2.8379e+06	1.9319e+06	1.4558e+06	1.3241e+06	1.1626e+06	970670	756900	389600	230510	147470	108860	100970	65420	-999	-999	-999	86258.4	16293.2	5855.69	2984.45	1181.36	633.527	251.526	88.1503	33.798	6856.61	25.8784	1.46043	0.0500591	0.00526871	0.00441515	0.00224982	0	0	0	0	0	1.3021	1.6767e+07	3.4142e+08	1.134e+09	5.028e+08	9.7605e+07	4.431e+07	2.2566e+07	1.5077e+07	7.4271e+06	5.885e+06	3.2488e+06	2.4891e+06	1.0754e+06	747040	407000	329910	337340	193840	128380	72224	134330	57479	37185	51562	41310	45991	86405	124330	204270	161070	52079	53430	52941	33276	94476.4	10859.9	4058.01	1521.02	311.208	94.5961	2.14474	0.421505	0.237441	0.122656	0.171841	0.0160172	-999	-999	-999	9.6131	0.45969	0.31112	5486.2	7618.3	256.12	366.29	99.5	-11.581	97.509	-6.6428	-5.001	
11.159900	1.134000	69.460000	6.614900   0	1.0	3.1466e+08	1.7426e+08	1.0071e+08	6.1645e+07	4.4482e+07	3.3013e+07	2.3401e+07	1.7012e+07	1.1627e+07	8.5031e+06	6.7402e+06	4.7529e+06	2.4773e+06	1.7522e+06	1.4673e+06	1.3744e+06	1.151e+06	943990	723100	367070	198820	123000	103010	84390	57329	-999	-999	-999	85996.2	16280.1	5870.55	2983.2	1168.68	626.036	252.869	90.0677	33.8828	6863.06	25.9174	1.45834	0.049856	0.00536048	0.00439437	0.00226623	0	0	0	0	0	-999	1.5907e+07	4.2218e+08	1.1546e+09	4.5916e+08	1.0077e+08	4.6327e+07	2.497e+07	1.4394e+07	6.9632e+06	4.594e+06	2.1881e+06	1.2941e+06	1.1781e+06	782110	285570	329910	132820	194280	95581	92699	97378	63550	56830	34338	30374	41240	78825	140600	211680	152780	48401	51887	48849	39658	94322	10945.9	3990.33	1507.64	309.598	92.8705	2.65969	0.667183	0.233548	0.124666	0.190203	0.0127484	-999	-999	-999	10.102	0.47526	0.3093	5532.4	7412.7	257.26	370.25	99.574	-7.1442	99.1	-6.8852	-5.001	
11.183800	1.147600	69.460000	6.614900   0	1.0	3.1535e+08	1.738e+08	1.0133e+08	5.8741e+07	4.5105e+07	3.4805e+07	2.424e+07	1.7054e+07	1.2117e+07	8.9888e+06	6.8515e+06	4.3898e+06	2.7775e+06	1.9471e+06	1.528e+06	1.2746e+06	1.013e+06	958910	706700	382110	178500	129150	83396	70080	49317	-999	-999	-999	85207.2	16225.4	5877.38	2964.64	1179.1	610.374	251.621	90.4771	34.5723	6852.81	26.3387	1.46804	0.0505629	0.00501766	0.00463747	0.00208673	0	0	0	0	0	-999	1.8664e+07	3.0405e+08	1.0751e+09	4.408e+08	9.5527e+07	3.7339e+07	2.4981e+07	1.6431e+07	7.1562e+06	4.0124e+06	3.0969e+06	1.3785e+06	1.1798e+06	486340	366530	406150	194650	216350	121600	75719	113960	48981	23993	36135	56631	43728	89588	148730	208580	144510	50638	55608	49959	38120	94048.5	10797.5	3958.14	1493.87	314.367	88.8738	2.9312	0.583226	0.241333	0.124666	0.19686	0.0143361	-999	-999	-999	9.345	0.43617	0.30448	5955.7	7893.5	245.03	357.89	96.849	-6.3201	98.443	-8.6179	-5.001	
11.207600	1.154400	69.460000	6.615000   0	1.0	3.2685e+08	1.5958e+08	9.5312e+07	5.8132e+07	4.5967e+07	3.1355e+07	2.4549e+07	1.8176e+07	1.3465e+07	9.3316e+06	6.3441e+06	4.5722e+06	2.7893e+06	1.82e+06	1.5445e+06	1.3343e+06	1.0152e+06	967990	757450	309680	183740	130120	89624	78534	55225	-999	-999	-999	84203.6	16245.5	5839.39	2958.15	1175.27	614.284	246.14	91.0157	35.5472	6519.62	26.6668	1.47175	0.0512585	0.00512674	0.00469356	0.00205307	0	0	0	0	0	1.1393	1.3524e+07	4.1896e+08	1.1491e+09	4.3384e+08	9.8762e+07	4.9735e+07	2.1345e+07	1.5578e+07	9.6779e+06	6.0301e+06	3.7556e+06	2.0473e+06	1.3869e+06	962940	601000	470180	354660	186340	205450	76281	57513	58314	31713	56667	39726	50531	88785	147130	187260	137000	44992	59504	46305	35458	94083.8	10762.1	3939.69	1462.07	311.103	88.5254	2.50928	0.504711	0.241333	0.124666	0.151211	0.0167581	-999	-999	-999	10.151	0.47276	0.30028	5478	7172.3	257.58	364.54	98.014	-6.1926	99.334	-12.423	-5.001	
11.231500	1.161200	69.460000	6.615000   0	1.0	2.9606e+08	1.6057e+08	9.3279e+07	5.5702e+07	4.3847e+07	2.8883e+07	2.2675e+07	1.7636e+07	1.3903e+07	9.7498e+06	7.0649e+06	5.1579e+06	2.5133e+06	1.7692e+06	1.5636e+06	1.227e+06	1.0081e+06	915880	670530	345980	179750	120880	121190	92564	66870	-999	-999	-999	84069.8	16135.6	5802.34	2931.97	1173.39	620.022	242.252	91.8316	35.3855	6435.77	26.758	1.46463	0.0497151	0.00562538	0.00448787	0.00224754	0	0	0	0	0	4.0295e+07	2.3055e+07	3.4786e+08	1.1621e+09	4.7109e+08	9.6982e+07	4.2991e+07	2.5799e+07	1.4128e+07	9.8875e+06	6.6896e+06	4.4239e+06	2.5132e+06	971010	613930	483760	522010	413340	247330	164400	157370	123830	84682	47612	42095	47428	52581	72253	138290	198940	153120	47596	54744	48454	41770	94611.1	10811.3	3948.72	1450.38	303.582	88.2233	2.53915	0.512291	0.233548	-999	0.179207	0.0179785	-999	-999	-999	9.9334	0.49695	0.29806	5209.8	7021.2	250.25	374.11	98.403	-8.9121	99.061	-8.2517	-5.001	
11.255400	1.173400	69.460000	6.615000   0	1.0	3.135e+08	1.5937e+08	9.0433e+07	6.3203e+07	4.2648e+07	3.3126e+07	2.357e+07	1.8368e+07	1.3278e+07	9.9334e+06	7.1904e+06	4.3022e+06	2.8763e+06	1.8246e+06	1.6071e+06	1.3444e+06	1.1282e+06	1.0456e+06	693760	371720	184900	126150	92028	83497	59457	-999	-999	-999	83651.9	16122.9	5828.99	2890.48	1172.72	611.185	242.466	91.0949	34.6981	6334.52	26.6178	1.45618	0.0486674	0.00553362	0.00427386	0.00233812	0	0	0	0	0	2.5643e+07	4.1917e+06	4.1552e+08	1.1237e+09	4.75e+08	1.0599e+08	5.058e+07	2.833e+07	1.3078e+07	7.0297e+06	5.4034e+06	4.1737e+06	2.5808e+06	1.6691e+06	905480	769330	628280	289820	255810	178690	136890	115410	48487	44271	52504	39510	59921	76809	149160	234290	138130	46613	56885	48949	36896	94441.3	10830.6	3944.96	1446.3	299.206	85.8431	2.79187	0.430538	0.236143	-999	0.163159	0.0161398	-999	-999	-999	9.5433	0.47843	0.29831	5426.3	7141.1	260.99	367.24	101.71	-10.609	100.38	-5.4502	-5.001	
11.279300	1.180200	69.460000	6.615000   0	1.0	3.0295e+08	1.5948e+08	9.6419e+07	5.8881e+07	4.1358e+07	3.2696e+07	2.382e+07	1.7349e+07	1.2714e+07	9.2246e+06	6.8942e+06	4.1567e+06	2.5012e+06	1.921e+06	1.4842e+06	1.2139e+06	1.142e+06	883890	675690	317470	192800	108570	107920	69387	48405	-999	-999	-999	83151.9	16148.5	5820.87	2889.8	1166.43	607.392	248.132	89.1511	35.0224	6057.15	26.4476	1.47308	0.0477255	0.00492416	0.00388949	0.00221388	0	0	0	0	0	-999	1.8576e+07	3.8721e+08	1.0915e+09	4.2597e+08	8.9998e+07	4.6988e+07	2.2932e+07	1.4445e+07	9.0874e+06	5.2082e+06	2.4573e+06	1.4025e+06	1.3924e+06	848010	292970	286160	284810	222000	176540	139330	66312	39799	51731	40298	46495	49830	87245	145120	198750	152660	52043	55485	48674	38229	93628	10861.3	3913.02	1430.82	295.94	88.3487	2.58257	0.493763	0.238738	-999	0.163694	0.0140559	-999	-999	-999	9.3471	0.43483	0.29719	5692.3	7813.3	244.1	352.03	100.84	-7.7391	98.791	-6.2872	-5.001	
11.303200	1.192400	69.460000	6.615000   0	1.0	3.0884e+08	1.632e+08	9.301e+07	5.5369e+07	4.2626e+07	3.0744e+07	2.3584e+07	1.8307e+07	1.4088e+07	8.7509e+06	6.1595e+06	4.3214e+06	2.5881e+06	1.7558e+06	1.5158e+06	1.1371e+06	1.0112e+06	959730	701220	340370	169730	113190	104860	99364	56077	-999	-999	-999	83171.2	16032.6	5726.98	2897.81	1180.08	598.83	252.606	88.8538	33.8104	6381.46	26.2809	1.4746	0.0479686	0.00464367	0.0034033	0.00209795	0	0	0	0	0	1.099e+07	2.1996e+07	4.0522e+08	1.097e+09	4.2273e+08	8.0778e+07	4.5171e+07	2.2763e+07	1.3909e+07	6.6986e+06	4.8804e+06	3.6228e+06	1.4702e+06	1.2295e+06	768150	187580	391500	103190	165680	195790	115610	60867	73376	66652	16084	51963	63810	97570	160690	185640	155110	45374	51166	48243	40939	93451.2	10859.7	3950.24	1432.78	297.269	89.3276	2.24118	0.553979	0.241333	-999	0.19793	0.0118866	-999	-999	-999	9.1512	0.43564	0.29176	5758.3	7740.9	256.49	358.67	96.299	-6.2916	100.97	-8.9645	-5.001	
11.327100	1.199200	69.460000	6.615100   0	1.0	2.976e+08	1.5527e+08	8.6057e+07	5.5884e+07	4.4368e+07	3.1243e+07	2.5325e+07	1.6972e+07	1.2812e+07	9.9146e+06	6.5984e+06	4.6061e+06	2.7445e+06	1.9885e+06	1.4419e+06	1.2619e+06	1.0552e+06	953840	724630	353660	185150	118080	98734	87624	53415	-999	-999	-999	82994.8	16153.5	5700.38	2914.35	1178.69	606.151	252.701	88.9288	33.1484	6542.16	26.1748	1.46338	0.0494209	0.00487742	0.00369314	0.00206429	0	0	0	0	0	2.8546e+07	-999	4.2317e+08	1.1345e+09	4.4773e+08	1.0537e+08	4.9881e+07	2.6075e+07	1.8386e+07	9.5731e+06	4.8141e+06	2.5145e+06	2.2671e+06	1.5244e+06	496080	578540	368030	202660	189600	119120	118040	108320	47008	79700	42950	47929	59059	82494	161430	203400	122770	49590	55229	43599	38266	93895.3	10908.7	3941.33	1445.26	289.346	88.882	2.41308	0.65514	0.482667	-999	0.164228	0.0110159	-999	-999	-999	9.8278	0.48216	0.29925	5214.1	7232.1	265.61	373.4	100.59	-7.2147	96.904	-10.287	-5.001	
11.351000	1.212800	69.460000	6.615100   0	1.0	2.9212e+08	1.6318e+08	9.4988e+07	5.935e+07	4.4196e+07	2.9578e+07	2.3839e+07	1.6893e+07	1.3308e+07	1.0102e+07	7.0619e+06	4.8226e+06	2.6105e+06	2.0212e+06	1.4448e+06	1.2687e+06	1.1372e+06	978880	734200	331250	182160	103260	99170	71488	52222	-999	-999	-999	83124.2	16243.8	5733.81	2924.76	1153.37	615.249	256.859	90.3271	34.4051	6358.75	26.2392	1.45658	0.0479124	0.00484625	0.00412323	0.002169	0	0	0	0	0	-999	3.6005e+07	3.2529e+08	1.1897e+09	5.2028e+08	1.1771e+08	4.8104e+07	2.4182e+07	1.5092e+07	1.0252e+07	5.9965e+06	2.7551e+06	1.8807e+06	1.1213e+06	808730	521030	352630	319450	156770	218260	209120	123630	69127	78461	38501	39076	48367	91885	165700	219850	134820	43036	57143	42898	33983	94370.7	10903	3888.13	1436.93	289.319	91.2312	2.69664	0.576344	0.319183	-999	0.19686	0.0130099	-999	-999	-999	10.175	0.48738	0.30023	5218.2	6981.6	252.03	367.08	98.223	-9.0808	98.263	-9.7241	-5.001	
11.374900	1.218200	69.460000	6.615100   0	1.0	2.9711e+08	1.5553e+08	9.2455e+07	6.0777e+07	4.045e+07	3.0979e+07	2.2842e+07	1.6017e+07	1.2959e+07	1.0635e+07	6.73e+06	4.3617e+06	2.5402e+06	1.9445e+06	1.5565e+06	1.4094e+06	1.0527e+06	963870	786840	335530	208600	136080	90081	95976	57905	-999	-999	-999	83851.9	16225.9	5742.12	2902.47	1163.88	611.105	251.328	88.4314	34.5691	6406.61	26.2824	1.45039	0.0470544	0.00526871	0.00392065	0.0023805	0	0	0	0	0	1.4653e+07	0.16276	4.6113e+08	1.1292e+09	4.1508e+08	9.5654e+07	4.046e+07	2.1078e+07	1.4842e+07	1.1543e+07	5.2371e+06	3.1857e+06	1.4025e+06	1.3101e+06	776590	725650	276400	167450	324300	190420	125600	92127	80585	33441	37844	46278	55657	102880	153470	203240	131160	46779	51508	50934	37904	94712	10802.7	3865.67	1420.9	297.29	88.5467	3.13024	0.579785	0.236143	0.124666	0.218971	0.0120292	-999	-999	-999	9.4103	0.46579	0.3014	5573	7504.2	258.06	372.58	97.199	-7.4806	101.05	-5.205	-5.001	
11.398800	1.226000	69.587000	6.609600   0	1.0	2.9167e+08	1.5428e+08	9.2052e+07	6.0422e+07	4.0649e+07	3.1635e+07	2.3124e+07	1.7145e+07	1.2039e+07	9.7668e+06	6.8394e+06	4.7511e+06	2.5084e+06	1.8363e+06	1.4654e+06	1.2336e+06	1.0679e+06	1.0483e+06	707910	383140	191980	108650	100460	88540	60608	-999	-999	-999	84507.7	16352.9	5678.87	2898.2	1186.28	618.16	242.512	86.5406	33.4086	6583.66	26.2569	1.44918	0.0477055	0.00551631	0.00388949	0.00238964	0	0	0	0	0	1.6276	3.0004e+07	4.3465e+08	1.1775e+09	4.7348e+08	1.0633e+08	4.6368e+07	2.2724e+07	1.4547e+07	7.8566e+06	5.9388e+06	4.0277e+06	2.0859e+06	1.0406e+06	964240	601990	567450	375700	222000	159770	126910	89405	97278	62043	53446	49296	64511	106880	179230	220170	132770	49321	58150	47943	41656	95014.5	10775.3	3895.64	1439.06	300.967	87.4557	2.9312	0.590107	0.350323	0.124666	0.19686	0.013729	-999	-999	-999	9.8125	0.45093	0.28944	5513.7	7731.2	265.87	366.48	101.66	-8.9219	100.52	-6.4081	-5.001	
11.422700	1.238300	69.587000	6.609700   0	1.0	3.0369e+08	1.5767e+08	1.0291e+08	5.7029e+07	4.1013e+07	3.2752e+07	2.3396e+07	1.6683e+07	1.2129e+07	9.04e+06	6.6602e+06	4.8802e+06	2.5488e+06	1.8692e+06	1.5793e+06	1.1918e+06	1.1697e+06	1.0669e+06	755690	328220	195540	106040	97350	85695	57587	-999	-999	-999	84314.8	16519.8	5692.92	2880.18	1181.88	628.291	246.898	86.0469	32.8545	6336.21	26.2024	1.44378	0.0478987	0.00545398	0.00398298	0.00227745	0	0	0	0	0	-999	2.0385e+07	3.4311e+08	1.1683e+09	4.5312e+08	1.0321e+08	3.5964e+07	2.4548e+07	1.349e+07	6.5389e+06	5.6773e+06	2.5431e+06	1.7068e+06	381110	901260	620250	510740	303420	248310	206860	123970	148810	75842	54208	23272	55847	46317	92566	156130	198800	120910	46895	47196	45825	35353	95101.6	10739.7	3866.2	1451.54	297.883	88.4528	2.53357	0.52129	0.354215	-999	0.167515	0.0158865	-999	-999	-999	9.3616	0.44482	0.29157	5463.5	7679.2	263.9	360.68	98.237	-2.759	100.12	-10.119	-5.001	
11.446600	1.245000	69.587000	6.609700   0	1.0	3.2265e+08	1.6451e+08	8.9589e+07	5.6507e+07	4.1743e+07	3.0736e+07	2.3506e+07	1.677e+07	1.2594e+07	9.336e+06	6.6114e+06	4.5531e+06	2.6686e+06	1.7421e+06	1.448e+06	1.2276e+06	1.0579e+06	1.0875e+06	778340	302250	170830	117650	106730	78655	48143	-999	-999	-999	83783.4	16497.9	5697.09	2864.14	1166.42	620.273	248.965	86.4105	33.3445	6198.39	26.067	1.43343	0.0481829	0.0057033	0.00400168	0.00210543	0	0	0	0	0	-999	1.9812e+07	3.9493e+08	1.1601e+09	4.5422e+08	8.8841e+07	4.0378e+07	2.4162e+07	1.1431e+07	8.8778e+06	3.6144e+06	2.0869e+06	1.6223e+06	1.0754e+06	536660	332460	315270	399740	179270	130530	70601	80800	54368	44761	26865	44544	45504	97523	152440	208790	134000	46906	54629	46586	38626	95009.2	10823.1	3835.59	1427.66	292.958	87.5811	2.91755	0.533177	0.236143	-999	0.129243	0.00991541	-999	-999	-999	9.4792	0.47453	0.30231	5403.4	7325.6	254.22	371.85	94.801	-5.8553	94.938	-11.324	-5.001	
11.470500	1.257300	69.587000	6.609700   0	1.0	2.7206e+08	1.5288e+08	9.2439e+07	5.6637e+07	4.261e+07	3.0521e+07	2.3946e+07	1.8189e+07	1.2393e+07	9.1191e+06	6.8507e+06	4.5505e+06	2.8907e+06	1.9704e+06	1.5912e+06	1.2007e+06	1.1451e+06	1.0102e+06	678500	350280	141890	129040	96366	79742	45978	-999	-999	-999	82968	16414.5	5584.77	2880.7	1147.51	606.833	244.966	87.723	34.0793	6044.51	26.0383	1.43044	0.0488749	0.00539165	0.00394558	0.0020082	0	0	0	0	0	4.244e+06	3.0578e+07	3.4218e+08	1.0105e+09	4.4086e+08	1.0601e+08	3.6556e+07	1.956e+07	1.0762e+07	7.863e+06	4.5276e+06	3.3786e+06	859540	1.2036e+06	982420	795990	309640	62401	177860	113420	104810	58339	51599	30705	24784	38793	50743	86685	144640	209130	126200	52517	48243	46948	38591	94965.8	10840.9	3886.33	1419.62	301.065	86.0954	2.59784	0.539156	0.233548	0.120645	0.163694	0.0132932	-999	-999	-999	9.0971	0.48441	0.29668	5057.4	7075.3	253.57	369.69	102.9	-6.3468	97.595	-10.429	-5.001	
11.494400	1.262700	69.587000	6.609700   0	1.0	2.8645e+08	1.511e+08	9.3707e+07	5.078e+07	4.1698e+07	3.106e+07	2.3384e+07	1.656e+07	1.3243e+07	9.2334e+06	6.624e+06	4.805e+06	2.6576e+06	1.7644e+06	1.3757e+06	1.2479e+06	1.0628e+06	961170	712080	335420	161640	113150	98271	72083	48046	-999	-999	-999	82901.2	16472.4	5501.72	2861.13	1142.98	602.413	242.232	87.2086	33.5347	5988.38	26.1082	1.43904	0.0491019	0.00509211	0.00388533	0.00223569	0	0	0	0	0	3.6632e+06	1.0479e+07	4.2511e+08	1.0067e+09	3.7555e+08	1.0082e+08	3.4215e+07	1.9314e+07	1.2548e+07	6.8584e+06	5.8475e+06	2.7331e+06	1.4221e+06	1.092e+06	283100	497590	265880	134110	347780	168690	123970	40935	69279	24253	37844	33758	57821	86685	142450	218520	122580	41323	57476	45706	35170	95545.6	10819.6	3876.25	1393.89	297.275	82.1262	2.32302	0.581505	0.236143	0.120645	0.169349	0.0162215	-999	-999	-999	8.8455	0.4215	0.28739	5730.2	8027.6	258.7	361.79	100.07	-14.232	99.553	-8.1683	-5.001	
11.518300	1.274900	69.587000	6.609800   0	1.0	3.0835e+08	1.5863e+08	9.0805e+07	5.9788e+07	3.839e+07	2.9536e+07	2.4924e+07	1.7145e+07	1.2158e+07	8.5365e+06	6.0293e+06	4.4066e+06	2.63e+06	1.8873e+06	1.5035e+06	1.1276e+06	995340	974850	722730	294220	182550	97605	97193	68695	44210	-999	-999	-999	82826.1	16565.4	5416	2882.81	1154.12	600.271	240.015	88.2	33.2929	6380.78	26.0792	1.43274	0.0493586	0.00517349	0.00424478	0.00243452	0	0	0	0	0	7.3264e+06	1.0479e+07	4.6317e+08	1.1468e+09	4.3076e+08	1.0421e+08	4.8899e+07	2.9405e+07	1.3137e+07	8.6299e+06	4.4488e+06	3.6515e+06	1.2941e+06	954460	512960	433660	401270	202660	272230	222550	101060	54790	16542	59681	26208	39510	50743	108610	148910	214100	118150	46806	55447	47167	37440	95790.1	10766.4	3833.58	1350.72	297.699	80.0482	2.21145	0.63828	0.238738	-999	0.152638	0.0149957	-999	-999	-999	9.611	0.47404	0.29511	5038.5	7220.1	250.27	365.99	96.438	-10.194	98.61	-6.9447	-5.001	
11.542200	1.281700	69.587000	6.609800   0	1.0	3.748e+08	2.0844e+08	1.216e+08	7.355e+07	4.7651e+07	3.4273e+07	2.3858e+07	1.6411e+07	1.2004e+07	8.4588e+06	6.4952e+06	4.9131e+06	2.6573e+06	2.0388e+06	1.5738e+06	1.198e+06	1.1379e+06	1.0371e+06	738440	330700	155810	113960	103350	94962	53770	-999	-999	-999	82204.7	16703	5422.31	2912.88	1161.95	603.265	239.583	88.8235	34.0567	6600.74	25.9585	1.41898	0.0494284	0.00567213	0.00433828	0.00241208	0	0	0	0	0	1.6976e+07	1.6855e+07	3.5963e+08	8.1821e+08	1.8133e+08	5.8296e+07	2.6529e+07	1.5451e+07	7.7479e+06	7.7467e+06	4.4238e+06	2.926e+06	1.4316e+06	1.1853e+06	720420	524240	565000	152570	423780	239650	139580	99906	107940	12184	52504	69734	65749	105820	156260	207960	126180	53064	58884	46277	39652	95555.5	10567.8	3822.07	1376.91	301.702	82.6433	2.15282	0.782796	0.237441	-999	0.151925	0.0138516	-999	-999	-999	5.5869	0.47427	0.34206	5336.9	7304.9	236.78	311.96	100.07	-4.3791	100.65	-9.6973	-5.001	
