UT	Glat	Glon	Radius	Dst	Kp	E23.1-30.5eV	E30.5-42.5eV	E42.5-55.2eV	E55.2-71.9eV	E71.9-93.6eV	E93.6-122.0eV	E122.0-161.0eV	E161.0-210.0eV	E210.0-275.0eV	E275.0-360.0eV	E360.0-471.0eV	E471.0-617.0eV	E617.0-815.0eV	E.815-1.07keV	E1.07-1.40kev	E1.40-1.82keV	E1.82-2.39keV	E2.39-3.12keV	E3.12-4.09keV	E4.09-5.36keV	E5.36-7.02keV	E7.02-9.19keV	E9.19-12.0keV	E12.0-15.8keV	E15.8-20.6keV	E20.6-27.0keV	E27.0-35.4keV	E35.4-46.4-43.37keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P.03-.06eV	P.06-.13eV	P13-.25V	P.25-.52eV	P.52-1.0eV	P1.0-2.3eV	P2.3-4.1eV	P4.1-6.1eV	P6.1-9.0eV	P9.0-12.9eV	P12.9-18.5eV	P18.5-25.5eV	P25.5-34.5eV	P34.5-45.8eV	P45.8-61.2eV	P61.2-80.9eV	P80.9-105.0eV	P105.0-139.0eV	P139.0-182.0eV	P182.0-237.0eV	P237.0-314.0eV	P314.0-408.0eV	P408.0-538.0eV	P538.0-703.0eV	P703.0-925.0eV	P.925-1.22keV	P1.22-1.51keV	P1.51-1.98keV	P1.98-2.58keV	P2.58-3.36keV	P3.36-4.36keV	P4.36-5.82keV	P5.82-7.60keV	P7.60-9.92keV	P9.92-13.0keV	P13.0-16.9keV	P16.9-22.1keV	P22.1-28.8keV	P28.8-37.6keV	P37.6-49.1keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
4.278500	-1.738100	69.460000	6.616700 -16	2.0	9.1879e+07	6.0881e+07	4.1214e+07	2.9377e+07	1.989e+07	1.4863e+07	1.1287e+07	7.7791e+06	5.8182e+06	4.9669e+06	3.5776e+06	2.7569e+06	1.5051e+06	1.0386e+06	837770	619260	495160	416290	428030	339400	200320	137540	178500	205300	222560	-999	-999	-999	91354.1	20486	6971.3	3514.68	1335.1	703.688	248.653	80.4048	30.96	5856.32	23.8517	1.3764	0.0389353	0.00576563	0.00441307	0.00209421	0	0	0	0	0	1.4653e+07	1.5333e+07	3.533e+08	4.9905e+08	8.2364e+07	1.4744e+07	5.6401e+06	5.0264e+06	3.8893e+06	783490	2.2619e+06	798070	738740	524130	252260	288780	145900	122370	30984	98803	15356	97378	68140	93007	27435	42677	24721	42838	70727	24087	15743	18562	17482	31456	36211	102702	7973.41	2579.47	827.163	145.357	77.5617	2.07173	0.593369	0.228683	0.120645	0.169846	0.0208825	-999	-999	-999	4.1533	0.23208	0.15951	4661	7671.1	870.55	1237.1	106.4	-10.089	107.99	-8.9005	-5.001	
4.302400	-1.724500	69.460000	6.616600 -16	2.0	8.9187e+07	5.9167e+07	3.8485e+07	3.095e+07	2.099e+07	1.7055e+07	1.1332e+07	7.9432e+06	5.4592e+06	5.0895e+06	3.7398e+06	2.5253e+06	1.6049e+06	1.1499e+06	886810	659150	597650	437320	339370	301650	220400	177940	212690	197390	218270	-999	-999	-999	92322.5	20680.3	6958.53	3482.99	1336.25	699.18	255.388	82.0236	31.7504	5685.2	23.7779	1.38029	0.0390126	0.00590588	0.00418868	0.00221949	0	0	0	0	0	2.0058e+07	3.724e+07	2.8393e+08	4.6764e+08	7.3601e+07	1.4007e+07	5.3034e+06	3.4194e+06	4.4325e+06	2.422e+06	1.1535e+06	1.0893e+06	603410	362860	176610	474140	46192	225560	140790	86659	50937	100540	78612	113400	45404	16337	25697	47833	61192	27621	13692	14410	20176	34051	34637	102267	7958.8	2541.72	816.481	142.667	76.6146	2.47538	0.536291	0.2299	-999	0.178137	0.0182509	-999	-999	-999	3.7812	0.23983	0.16229	4704.9	7366.1	841.35	1215.3	107.43	-7.5545	109.87	-10.981	-5.001	
4.326300	-1.724500	69.460000	6.616600 -16	2.0	1.0165e+08	5.3975e+07	4.0916e+07	3.0077e+07	2.1501e+07	1.6003e+07	1.1999e+07	9.5008e+06	5.8382e+06	4.6317e+06	3.7791e+06	2.4509e+06	1.6209e+06	957700	780750	514090	514750	436920	338980	289140	220680	159540	229690	209150	194880	-999	-999	-999	91996.1	20901.2	6850.32	3397.25	1343.34	703.971	257.502	83.1783	31.6893	6003.53	23.7908	1.39304	0.0397083	0.00618637	0.00433827	0.00225315	0	0	0	0	0	2.7385e+07	1.8002e+07	3.1644e+08	4.812e+08	7.455e+07	2.296e+07	4.7234e+06	3.1044e+06	2.7569e+06	2.1575e+06	1.5438e+06	921300	685620	329750	137330	346290	130500	105620	10328	40645	84084	43657	65523	120110	19108	13603	34062	50577	46047	22010	17521	14831	16179	32622	33289	102826	7928.27	2542.82	831.947	144.312	81.2731	2.7337	0.534409	0.233548	-999	0.126381	0.012871	-999	-999	-999	3.9133	0.22813	0.16091	4754.4	7669.6	838.56	1223.3	103.41	-8.7256	106.65	-11.595	-5.001	
4.350200	-1.724500	69.460000	6.616600 -16	2.0	9.9702e+07	6.4997e+07	4.3505e+07	3.1141e+07	2.1039e+07	1.6345e+07	1.313e+07	8.1145e+06	6.5244e+06	5.1448e+06	3.7483e+06	2.5445e+06	1.5687e+06	966670	931010	553390	535960	478890	362140	313190	194050	182590	191840	219530	196460	-999	-999	-999	90741.6	20981.3	6763.28	3345.71	1330.99	711.25	252.973	82.9086	32.1171	6494.34	23.7765	1.40153	0.0396135	0.0058903	0.00473096	0.00219518	0	0	0	0	0	4.9364e+07	2.3716e+07	3.2042e+08	4.269e+08	7.4248e+07	1.5748e+07	9.2349e+06	4.1978e+06	4.3371e+06	1.9479e+06	821900	1.3775e+06	516730	703650	482120	181160	153970	184770	235150	131270	93510	91301	59794	94130	43235	24973	40540	47515	54485	26274	14274	18242	18159	34714	35249	103386	7940.62	2537.37	843.148	151.301	85.2986	2.54919	0.426774	0.2299	-999	0.142931	0.00970431	-999	-999	-999	3.5627	0.24491	0.16577	4719.5	7113.7	795.62	1151.3	104.1	-8.1809	106.82	-8.3309	-5.001	
4.374100	-1.711000	69.460000	6.616600 -16	2.0	9.3116e+07	5.8317e+07	4.1853e+07	2.5772e+07	2.1766e+07	1.6438e+07	1.2753e+07	7.6186e+06	6.3589e+06	4.1023e+06	3.2164e+06	2.5661e+06	1.4641e+06	958650	923210	592230	507170	392670	346740	287880	203390	174900	202740	209820	190000	-999	-999	-999	91112.8	20948	6727.44	3306.93	1327.18	700.051	252.76	84.2221	32.2078	6705.97	23.8793	1.40746	0.0386879	0.00556306	0.00471538	0.00226042	0	0	0	0	0	1.099e+07	2.7048e+07	3.7088e+08	4.072e+08	6.1632e+07	1.7734e+07	3.096e+06	3.0451e+06	3.5215e+06	1.4622e+06	1.3487e+06	886820	647030	353520	141550	101200	270770	138400	128610	49567	73035	63590	59452	84942	36704	9502.3	18894	44892	52811	23833	13744	20018	21376	34518	35923	102905	7940.75	2521.35	842.135	150.952	83.1382	2.50572	0.394033	0.2299	-999	0.196228	0.0115839	-999	-999	-999	3.7298	0.25334	0.16188	4503.1	7092.8	794.46	1189.3	103.93	-12.452	103.88	-7.6369	-5.001	
4.398000	-1.711000	69.460000	6.616600 -16	2.0	8.9829e+07	5.688e+07	4.0048e+07	2.8975e+07	2.1124e+07	1.5132e+07	1.09e+07	8.0484e+06	6.1391e+06	4.8816e+06	3.7223e+06	2.3779e+06	1.7238e+06	1.1882e+06	876660	670230	583190	402890	388960	266420	206050	177660	201320	203740	182210	-999	-999	-999	91104	20814	6628.51	3228.03	1336.05	691.157	257.839	85.4997	31.9038	6549.16	24.0448	1.41702	0.0392121	0.00501766	0.00461877	0.00226997	0	0	0	0	0	6.9825e+07	2.7621e+07	3.2381e+08	4.217e+08	5.1617e+07	1.4498e+07	7.9691e+06	3.3897e+06	1.2942e+06	2.6214e+06	2.4359e+06	1.5199e+06	791870	613670	389590	453900	275650	286100	177860	136970	95133	72827	71252	83934	33111	17771	22671	40057	63562	14756	10853	12520	18607	36044	31902	102403	7965.43	2549.7	847.176	147.043	80.1495	2.8444	0.489718	0.233548	0.116875	0.184921	0.012905	-999	-999	-999	3.5455	0.26564	0.15847	4010.3	6783.8	829.31	1181.5	103.68	-8.5281	106.74	-8.6765	-5.001	
4.421900	-1.711000	69.460000	6.616600 -16	2.0	8.6837e+07	5.8604e+07	4.3395e+07	2.7838e+07	2.2265e+07	1.5274e+07	1.1207e+07	7.8583e+06	5.5944e+06	4.8958e+06	3.7678e+06	2.5372e+06	1.5358e+06	964480	940190	606960	571900	503820	439200	303380	208170	200020	219550	203570	188630	-999	-999	-999	90504	20580.8	6534.16	3223.12	1345.67	694.41	256.293	84.4068	32.2986	6142.2	24.1656	1.41463	0.0400075	0.0051579	0.00417933	0.00224567	0	0	0	0	0	1.0145e+08	1.6282e+07	3.8065e+08	4.1265e+08	5.9268e+07	1.9759e+07	7.2676e+06	5.193e+06	2.5951e+06	2.9742e+06	2.1206e+06	709310	767820	538560	508740	329260	419860	67983	195250	84511	57679	92127	115790	81572	55813	31024	24509	42838	50238	18132	13573	16352	19197	36813	32718	102338	8104.75	2563.01	834.72	142.707	79.4267	2.74424	0.672402	0.226251	0.118132	0.127886	0.0109557	-999	-999	-999	3.7639	0.27075	0.15961	4048.5	6489.9	820.79	1135.2	98.82	-11.601	105.03	-8.3776	-5.001	
4.445800	-1.697400	69.460000	6.616500 -16	2.0	9.858e+07	6.0187e+07	3.8581e+07	2.8111e+07	1.9672e+07	1.4719e+07	1.05e+07	7.4111e+06	5.4831e+06	4.1262e+06	2.9092e+06	2.2655e+06	1.4264e+06	1.0441e+06	855200	639120	470720	412830	348480	244610	202010	183980	203820	218870	185590	-999	-999	-999	89844.5	20473.6	6473.74	3242.73	1348.62	695.767	255.296	84.4334	32.1607	6310.93	24.2204	1.4059	0.0403091	0.00584355	0.00384274	0.00223819	0	0	0	0	0	1.6395e+07	4.3528e+07	4.9157e+08	4.3553e+08	5.2699e+07	1.9286e+07	5.8271e+06	1.518e+06	2.1984e+06	943250	1.3487e+06	1.2793e+06	419980	520310	424660	412430	71353	187200	109800	63115	29651	40303	64043	84683	51649	16337	32387	35501	46989	23881	8461.6	11522	22480	37571	31012	102692	8084.99	2591.02	824.685	143.95	78.5213	2.36393	0.643549	0.226251	0.11876	0.141761	0.011076	-999	-999	-999	3.741	0.26024	0.15944	4204.1	6687.8	803.9	1159.9	102.67	-7.3302	103.07	-10.881	-5.001	
4.469600	-1.697400	69.460000	6.616500 -16	2.0	9.0911e+07	5.9198e+07	4.1636e+07	2.6974e+07	2.1118e+07	1.5196e+07	1.0994e+07	6.8818e+06	6.704e+06	4.2788e+06	3.4522e+06	2.4237e+06	1.5563e+06	964260	862290	707270	464620	386560	328050	242380	209660	186060	181890	205450	182880	-999	-999	-999	89290.4	20290.6	6359.52	3194.27	1344.5	704.924	260.856	86.5045	32.2328	6589.13	24.198	1.40384	0.0397369	0.00560981	0.00385209	0.00219892	0	0	0	0	0	4.6862e+07	3.2475e+07	3.7171e+08	4.4016e+08	5.1265e+07	1.8624e+07	4.1186e+06	1.4974e+06	2.3823e+06	1.2858e+06	1.3573e+06	949910	1.4484e+06	456220	264920	218430	64030	190930	130460	87733	35581	80605	60932	45884	23841	27640	21970	44892	51665	14735	16119	17846	23840	36346	31127	102785	8072.27	2578.53	847.996	145.514	77.0572	2.53187	0.490616	0.233548	-999	0.173979	0.0139606	-999	-999	-999	3.592	0.23026	0.15511	4613.2	7499.9	799.29	1161.9	106.13	-7.6929	105.43	-8.5175	-5.001	
4.493500	-1.697400	69.460000	6.616500 -16	2.0	9.6188e+07	5.6435e+07	3.7872e+07	2.588e+07	2.0336e+07	1.5103e+07	1.0531e+07	8.2531e+06	6.0297e+06	4.6267e+06	3.3041e+06	2.5682e+06	1.533e+06	964430	800260	689350	515470	410730	344520	253740	199780	205590	212160	203710	181230	-999	-999	-999	88761.2	20071	6307.61	3146.44	1321.41	703.856	261.912	85.7866	32.763	6483.76	24.1872	1.4022	0.0393417	0.00511116	0.00375859	0.00231859	0	0	0	0	0	5.1687e+07	1.4473e+07	4.368e+08	3.4696e+08	5.2215e+07	1.5349e+07	5.5715e+06	3.3897e+06	2.0434e+06	1.9312e+06	1.6101e+06	1.1179e+06	716930	370070	186350	229050	229460	143980	147850	62784	51999	69472	72883	98854	35192	13887	22996	50092	43769	18518	12564	10922	21594	37944	32597	102770	8120.88	2564.87	867.145	150.879	79.3664	2.12445	0.436291	0.233548	-999	0.184111	0.0126258	-999	-999	-999	3.3571	0.20999	0.1539	4910	7644.3	782.7	1158.6	107.15	-10.258	104.77	-9.85	-5.001	
4.517400	-1.683800	69.460000	6.616500 -16	2.0	9.4658e+07	5.2643e+07	4.1231e+07	2.5634e+07	2.0428e+07	1.6213e+07	1.0913e+07	7.4813e+06	5.469e+06	4.3514e+06	3.0456e+06	2.4531e+06	1.5309e+06	1.1187e+06	836260	551420	555300	456510	341570	284070	222850	208490	237600	206930	180750	-999	-999	-999	88579.9	19959.1	6267.44	3132.11	1307.72	703.089	255.568	85.079	33.6497	6303.76	24.2555	1.41539	0.038418	0.00548514	0.00405778	0.00229989	0	0	0	0	0	3.3952e+07	2.0098e+07	3.1212e+08	3.4643e+08	3.3299e+07	1.3249e+07	6.0173e+06	3.5084e+06	1.897e+06	1.9479e+06	2.2494e+06	1.1179e+06	304220	670540	318170	291990	46192	138400	97627	69558	57679	76181	50612	83934	30174	14103	10904	41550	44409	13663	14068	15035	19663	37083	32823	102706	8091.62	2597.02	873.465	153.108	79.3369	2.02429	0.490616	0.233548	-999	0.138235	0.0118835	-999	-999	-999	2.9285	0.25057	0.15891	4435.3	6875.7	780.55	1141	106.54	-10.318	105.92	-8.0619	-5.001	
4.541300	-1.683800	69.460000	6.616500 -16	2.0	9.6532e+07	5.7624e+07	4.4445e+07	2.8383e+07	2.1964e+07	1.4602e+07	1.1185e+07	7.3422e+06	6.1421e+06	4.0942e+06	3.5426e+06	2.4794e+06	1.4847e+06	1.0926e+06	962980	640810	541470	457290	394980	301280	196800	176510	208930	215200	165470	-999	-999	-999	88737.8	19904.9	6159.79	3122.79	1312.6	709.964	255.592	84.2733	34.7032	6314.03	24.4069	1.42376	0.037494	0.00591627	0.00478602	0.00216152	0	0	0	0	0	4.9766e+07	2.0098e+07	3.7194e+08	3.8704e+08	4.7135e+07	1.4669e+07	6.326e+06	2.1685e+06	3.8518e+06	888290	1.6351e+06	937440	388660	582690	468160	514620	232650	195220	149700	105580	35831	135590	93522	67890	64709	29507	22783	42316	48747	17266	11863	16721	27687	35372	32786	102313	8026.27	2575.06	877.252	143.93	75.5666	2.29092	0.630847	-999	-999	0.145979	0.0133307	-999	-999	-999	3.2899	0.22293	0.15308	4880.6	7726.9	814.68	1177.7	107.39	-8.1663	107.41	-6.6009	-5.001	
4.565200	-1.670200	69.460000	6.616400 -16	2.0	8.9725e+07	5.5207e+07	4.03e+07	2.4589e+07	1.9427e+07	1.5561e+07	1.1994e+07	8.4578e+06	5.2796e+06	4.2393e+06	3.1838e+06	2.0701e+06	1.4597e+06	1.2114e+06	976950	730010	530130	491400	396350	311850	218810	225450	236890	209960	151690	-999	-999	-999	88528.7	19682.8	6093.57	3078.22	1326.87	699.127	257.319	85.6221	33.2208	6658.97	24.5842	1.42232	0.0378383	0.00606171	0.00488056	0.00211291	0	0	0	0	0	5.2849e+07	1.7142e+07	2.6521e+08	3.7859e+08	6.0085e+07	1.8795e+07	8.8701e+06	4.789e+06	323540	1.898e+06	1.3737e+06	2.0296e+06	412710	879350	463940	288780	248050	190930	191010	133000	78154	72827	74514	80823	48998	17704	32011	66456	55546	12453	16274	15431	24698	35053	30344	102592	7988.89	2590.5	879.709	140.692	77.277	2.44978	0.714678	0.226251	-999	0.19024	0.0125207	-999	-999	-999	3.3129	0.26804	0.15502	4018.1	6477	799.73	1125.4	106.18	-6.2027	107.13	-9.067	-5.001	
4.589100	-1.670200	69.460000	6.616400 -16	2.0	9.1711e+07	4.8099e+07	3.6491e+07	2.6049e+07	1.9629e+07	1.4081e+07	9.7566e+06	8.5171e+06	5.0556e+06	4.0739e+06	3.3754e+06	2.2163e+06	1.3487e+06	1.0136e+06	781510	598910	505250	439600	338130	278560	200220	210910	217400	177130	152320	-999	-999	-999	87420.3	19437.3	6038.35	3069.67	1331.61	697.175	257.475	86.4734	31.3695	7010.26	24.6563	1.42342	0.0376999	0.00612404	0.00454397	0.0021877	0	0	0	0	0	1.157e+07	9.9058e+06	3.3849e+08	3.6493e+08	5.0586e+07	1.128e+07	5.2753e+06	3.8828e+06	1.5581e+06	1.8763e+06	1.739e+06	988050	622980	254640	123370	168330	53515	202660	0.0031789	13548	60363	71563	58959	28602	53161	11153	16193	42474	45196	12955	9419.8	11407	28000	32453	32032	102191	8054.15	2597	864.781	133.025	75.9847	2.59211	0.678446	0.226251	-999	0.173614	0.015044	-999	-999	-999	3.1985	0.2107	0.14782	5006.9	8089.3	821.07	1175.2	103.73	-6.1498	104.26	-7.4233	-5.001	
4.613000	-1.670200	69.460000	6.616400 -16	2.0	8.5477e+07	5.3345e+07	3.8564e+07	2.6035e+07	2.0883e+07	1.6888e+07	1.1499e+07	7.0984e+06	5.4943e+06	4.2615e+06	3.4483e+06	2.7591e+06	1.4118e+06	1.0947e+06	833380	584810	530750	444470	413120	270760	197380	216830	221550	182740	171760	-999	-999	-999	85967.4	19093	5916.97	3022.73	1326.22	702.798	258.672	86.6699	31.7804	6584.01	24.6341	1.4221	0.0374905	0.0058903	0.00460007	0.00225127	0	0	0	0	0	3.7615e+07	5.4272e+06	3.1177e+08	3.2034e+08	5.2705e+07	1.5822e+07	5.7056e+06	3.8919e+06	1.4406e+06	1.2858e+06	1.8755e+06	769460	830460	593730	30843	241880	273960	70416	78384	64189	103750	70931	47008	67141	32826	17921	22133	45499	47383	14233	18052	11419	28152	35138	32570	101356	7965.53	2585.41	861.06	131.684	75.7278	2.42568	0.61481	-999	0.120645	0.177335	0.0164305	-999	-999	-999	2.8483	0.18979	0.1489	5634.8	8367	803.61	1117.2	107.25	-2.1092	108.36	-13.587	-5.001	
4.636900	-1.656700	69.460000	6.616400 -16	2.0	9.2737e+07	5.8084e+07	4.0876e+07	2.5803e+07	2.045e+07	1.4927e+07	1.1552e+07	7.6967e+06	6.5634e+06	4.4023e+06	3.1357e+06	2.5402e+06	1.3653e+06	1.0151e+06	1.0169e+06	695570	575280	509550	404620	278020	259130	205790	210810	194690	150760	-999	-999	-999	85079	18754.7	5803.02	2995.09	1308.9	690.301	256.09	86.4742	31.9367	6232.2	24.5296	1.41901	0.0384828	0.00595263	0.00523585	0.00218396	0	0	0	0	0	2.1979e+07	3.0666e+07	3.2721e+08	3.4779e+08	4.9769e+07	1.6164e+07	8.8701e+06	3.4491e+06	3.5726e+06	1.7216e+06	1.8716e+06	1.2286e+06	1.393e+06	439670	381150	134270	248050	150140	82624	133750	98379	65486	82216	63166	39641	29074	35250	51343	53029	13113	12445	16760	29180	34850	31891	101512	7832.02	2578.89	857.711	140.391	74.8069	2.40836	0.61481	0.233548	0.120645	0.205119	0.0165178	-999	-999	-999	3.1512	0.23638	0.14979	4603.4	7109	789.03	1118.9	108.42	-11.66	107.91	-9.694	-5.001	
4.660800	-1.656700	69.460000	6.616400 -16	2.0	9.0702e+07	5.5891e+07	3.4138e+07	2.5582e+07	2.0013e+07	1.7368e+07	1.1247e+07	8.0471e+06	5.0296e+06	3.2529e+06	3.3989e+06	2.5805e+06	1.3795e+06	1.0548e+06	823230	642000	572380	484140	367400	256460	183450	237080	218450	187230	154830	-999	-999	-999	85229.9	18601.5	5692.92	3033.25	1295.98	681.982	255.296	84.1131	33.3969	6212.56	24.5136	1.41531	0.0390002	0.00620195	0.00521715	0.00209047	0	0	0	0	0	3.9536e+07	2.5239e+07	3.6505e+08	3.4465e+08	4.9989e+07	1.2907e+07	8.1561e+06	4.7593e+06	3.2422e+06	1.2526e+06	456610	579480	159380	485510	133110	101200	86750	315160	134700	137300	67105	20565	133810	71001	72554	20438	19757	38162	40612	7322.7	13898	18115	34178	30975	30082	101439	7807.67	2590.99	853.856	139.992	70.5368	2.36318	0.484458	0.231116	0.116875	0.158979	0.0158972	-999	-999	-999	3.0636	0.21012	0.14791	5147	7573.9	800.52	1140.3	109.19	-14.355	107.13	-9.0901	-5.001	
4.684700	-1.643100	69.460000	6.616300 -16	2.0	8.7935e+07	5.6536e+07	3.9575e+07	2.8572e+07	2.0514e+07	1.2995e+07	1.0531e+07	6.953e+06	6.1542e+06	4.3544e+06	3.0761e+06	2.612e+06	1.3696e+06	1.1572e+06	964490	661440	593440	472580	386620	266420	206770	210220	224820	185650	157100	-999	-999	-999	86118.6	18585	5617.86	3050.06	1308.04	680.02	255.166	84.1872	33.7866	6255.08	24.5117	1.41	0.0391784	0.00606171	0.00423543	0.00212226	0	0	0	0	0	9.779e+07	1.1428e+07	2.7212e+08	2.9772e+08	3.9026e+07	1.5748e+07	6.8778e+06	3.1044e+06	3.7786e+06	1.8047e+06	365290	1.1685e+06	825420	348000	336350	268540	206740	221840	97627	88063	50937	79341	89273	86555	29232	22022	16681	40299	39825	8918.3	11811	18420	30494	32715	30422	101492	7768.11	2601.77	846.247	136.107	69.6206	2.48442	0.402218	0.2299	0.116875	0.182773	0.0126871	-999	-999	-999	2.7329	0.21307	0.14865	4315.9	7820.5	777.15	1138.1	102.02	-11.121	107.46	-9.889	-5.001	
4.708600	-1.643100	69.460000	6.616300 -16	2.0	8.6311e+07	5.0672e+07	3.4207e+07	2.2764e+07	1.7379e+07	1.3983e+07	1.0774e+07	7.9704e+06	5.5101e+06	3.9386e+06	2.8772e+06	2.4785e+06	1.5096e+06	1.0127e+06	905520	604070	549530	446500	359960	288660	205520	207770	198710	171720	157630	-999	-999	-999	87216.7	18795.5	5722.67	3088.34	1317.2	700.795	261.786	83.3907	33.9472	6529.02	24.5669	1.41486	0.0387619	0.00559249	0.00400013	0.00216506	0	0	0	0	0	1.6395e+07	1.2575e+07	3.9452e+08	3.4073e+08	4.0736e+07	1.8567e+07	8.8701e+06	4.9671e+06	3.1758e+06	607110	1.7265e+06	1.0768e+06	806410	982050	433100	268540	130500	54387	44574	96655	92449	72827	54710	83070	40868	15687	29798	46908	38186	10287	12718	19444	31406	29754	29198	105528	8073.99	2653.52	858.973	147.95	75.51	2.56847	0.652957	0.233548	-999	0.210635	0.0107585	-999	-999	-999	3.054	0.21942	0.14287	4735	7604.4	848.75	1179.2	102.29	-7.2986	106.5	-8.4683	-5.001	
4.732500	-1.629500	69.460000	6.616300 -16	2.0	8.7152e+07	6.0094e+07	4.2104e+07	2.7562e+07	2.1665e+07	1.5389e+07	1.0567e+07	7.5984e+06	5.4541e+06	3.6821e+06	3.0834e+06	2.3332e+06	1.5135e+06	1.2363e+06	925830	742460	543870	486350	379770	258030	225690	209530	221550	167880	141990	-999	-999	-999	87345.2	18735.5	5628.28	3118.87	1340.26	713.759	262.197	82.57	33.3049	6440.37	24.7215	1.42773	0.038049	0.00537606	0.00416998	0.00216339	0	0	0	0	0	6.2096e+07	3.0004e+07	3.8387e+08	3.8565e+08	3.973e+07	2.0706e+07	5.5995e+06	5.9326e+06	2.9255e+06	1.567e+06	1.6351e+06	1.3489e+06	1.364e+06	536860	362970	447480	316960	70416	103280	120200	95945	154700	82709	108300	42095	27924	38976	52509	38763	20050	11095	13860	34081	29839	30044	105548	8227.68	2653.41	865.299	156.613	77.4121	2.19049	0.672402	0.233548	-999	0.213979	0.0106972	-999	-999	-999	3.3361	0.24653	0.14625	4449.7	6897.4	820.46	1106.9	106.05	-5.6204	108.45	-9.9687	-5.001	
4.756400	-1.629500	69.460000	6.616300 -16	2.0	9.4384e+07	5.495e+07	3.7404e+07	2.3945e+07	2.0102e+07	1.345e+07	9.7895e+06	7.3584e+06	5.1681e+06	3.8564e+06	3.1338e+06	2.3876e+06	1.439e+06	950460	849080	675080	441490	455760	391400	278020	193530	176630	191950	179260	125190	-999	-999	-999	87419.5	18674.3	5448.15	3131.66	1326.91	695.469	260.875	85.857	31.6904	6338.59	24.7394	1.42731	0.0377844	0.00576563	0.00431958	0.00211291	0	0	0	0	0	1.4653e+07	1.3524e+07	3.7363e+08	3.9162e+08	2.9282e+07	1.0316e+07	3.096e+06	3.4788e+06	904210	1.1695e+06	340290	728380	731470	388320	180840	46895	66471	50665	91539	89881	26405	57075	24244	54957	15514	25190	23371	47310	38397	5404.9	14991	16721	33234	28850	31602	101922	7911	2608.11	853.677	146.863	73.8427	1.78857	0.563575	0.233548	-999	0.149116	0.0123417	-999	-999	-999	3.3901	0.2362	0.14659	4384.9	7187.8	811.35	1156.1	107.06	-9.5554	107.11	-10.888	-5.001	
4.780300	-1.629500	69.460000	6.616300 -16	2.0	8.4538e+07	5.4826e+07	3.5245e+07	2.6127e+07	1.8766e+07	1.2927e+07	1.0962e+07	6.9664e+06	5.9105e+06	3.5595e+06	3.0316e+06	2.3858e+06	1.3698e+06	1.1722e+06	967730	690440	544590	426690	357000	264790	202390	218720	201730	178830	145950	-999	-999	-999	87597.2	18601.9	5480.64	3144.32	1307.8	686.209	258.764	85.998	31.1678	6239.88	24.7654	1.42086	0.0374119	0.00557863	0.00463747	0.00204559	0	0	0	0	0	6.6161e+07	3.6181e+06	3.7926e+08	4.4498e+08	5.7043e+07	1.7545e+07	7.9815e+06	3.9718e+06	1.8084e+06	783490	1.2449e+06	421040	197970	364550	309730	23448	286160	109350	175030	141600	64421	63590	88932	62302	34908	34975	28498	50456	36422	7481.2	9384.2	13043	30454	29174	33591	102198	7866.75	2630.27	860.913	140.12	75.2326	1.93241	0.582991	0.231116	-999	0.176934	0.012477	-999	-999	-999	3.6233	0.22391	0.14702	4380.2	7612.2	807.11	1147	105.07	-7.7207	106.29	-10.457	-5.001	
4.804200	-1.616000	69.460000	6.616200 -16	2.0	9.1678e+07	5.5561e+07	3.6096e+07	2.7541e+07	2.0786e+07	1.5526e+07	1.1716e+07	7.5849e+06	5.7329e+06	3.8011e+06	3.0514e+06	2.6882e+06	1.5487e+06	1.0761e+06	932920	749730	523420	435390	424450	267450	219870	208840	224950	199340	155110	-999	-999	-999	87104.7	18135.5	5436.22	3126.11	1299.45	683.172	250.946	85.2341	31.675	6231	24.7506	1.42443	0.0375391	0.00511116	0.00488056	0.00207551	0	0	0	0	0	2.5464e+07	2.3143e+07	3.7984e+08	5.2695e+08	6.3914e+07	1.6752e+07	7.8069e+06	4.5425e+06	2.1388e+06	1.705e+06	1.5188e+06	1.4692e+06	654300	657810	274660	376150	265880	132250	130020	113420	125850	83960	87793	65903	57237	1367	18894	41830	28926	15147	12275	16032	33845	28785	29119	101949	7997.72	2658.92	834.406	135.547	75.8795	2.53036	0.53629	0.2299	-999	0.205119	0.021043	-999	-999	-999	4.3573	0.25515	0.15019	4206.5	6510.4	805.64	1159.2	104.08	-10.33	104.39	-11.922	-5.001	
