Phase,PC_Date,PC_Time,YearDay,Lat,Lon,Pressure,SBE_Temp,SBE_Cond,SBE_Sal,IR_mVolts,IR_Conc,NewXCO2,dCO2,Avg_mV,GasFlow,WaterFlow,Eq_volts,Eq_Temp,SCS_Temp,SCS_Sal,pH2O,fCO2_weq,fCO2_a,fCO2_wInSitu,dfCO2,AirFlag,IR_Temp,Wind_Dir_Rel,Wind_Speed_Rel,Wind_Dir_Abs,Wind_Speed_Abs,QCFlag,Fluoro,SeaLevelPressure,COG,SOG,AirTemp
AIR,9/8/05,10:39:49,251.4443171,34.51203,-75.868353,1016.267335,28.6373,5.82971,35.9676,0.3494,372.1226,372.2275898,-0.10498978,,524.157166,10.605496,301.701,28.551,28.55,35.88,38.25578895,,358.1845302,,,2,29.26921,135.2,2.14,46.84,15.29,,3.289,1015.9,230.6,13.9,25.14
AIR,9/8/05,10:43:50,251.4471065,34.502282,-75.883055,1016.062048,28.6326,5.82888,35.9655,0.3492,372.0626,372.183306,-0.120706021,,522.943481,10.353925,301.713,28.563,28.53,35.89,38.21120282,,358.0828061,,,2,29.27492,119.8,4.85,36.47,16.55,,3.288,1015.93,231.9,13.9,24.92
WATER,9/8/05,10:47:51,251.4498958,34.49257,-75.897698,1016.221528,28.5894,5.82498,35.971,0.4392,392.2212,392.3253536,-0.104153613,,490.261505,10.345249,301.668,28.518,28.48,35.9,38.1002464,377.5654509,,377.0260438,18.94323776,,29.28071,138.3,5.24,39.73,18.15,2,3.289,1015.95,231.7,14.1,25.04
WATER,9/8/05,10:52:12,251.4529167,34.481778,-75.913287,1016.170865,28.5398,5.82094,35.9805,0.4356,391.3996,391.5114221,-0.111822104,,490.648315,10.184018,301.627,28.477,28.44,35.9,38.01184873,376.7961215,,376.2717585,18.18895243,,29.28215,137.2,3.49,41.3,16.23,2,3.284,1015.96,225.9,13.5,24.99
WATER,9/8/05,10:56:54,251.4561806,34.469723,-75.92963,1016.11844,28.5173,5.8191,35.9847,0.4286,389.8275,389.9307455,-0.103245484,,485.60907,10.457681,301.554,28.404,28.42,35.91,37.9675103,375.2714771,,375.4977034,17.41489737,,29.27531,102.6,3.88,33.48,15.42,2,3.276,1015.94,233.9,14.2,25.04
WATER,9/8/05,11:01:15,251.4592014,34.458823,-75.94467,1016.389545,28.5026,5.81677,35.9796,0.4268,389.4111,389.5247059,-0.1136059,,483.552704,10.547554,301.532,28.382,28.41,35.89,37.94587405,374.9927586,,375.3885289,17.30572279,,29.26476,122.2,3.69,40.43,16.27,2,3.276,1016,228.6,13.6,24.99
STD1,9/8/05,11:05:56,251.4624537,34.44775,-75.961375,1016.177096,28.4875,5.81401,35.9718,0.0246,303.25,0.02445,,0.02445,53.857059,10.282286,301.533,28.383,28.39,35.89,37.90180879,,,,,,29.26356,126.1,6.21,35.76,17.5,,3.277,1016.08,233,13.6,25.22
STD2,9/8/05,11:09:57,251.4652431,34.438268,-75.975658,1016.272606,28.4747,5.81225,35.9693,0.3429,370.9,0.3424,,0.3424,47.502907,10.500605,301.516,28.366,28.37,35.9,37.85758211,,,,,,29.26141,72.4,6.41,24.74,12.46,,3.281,1016.01,229.8,12.7,25.22
STD3,9/8/05,11:13:38,251.4678009,34.429628,-75.98864,1016.370094,28.4461,5.80939,35.971,0.5224,411.42,0.5216,,0.5216,55.665939,10.487515,301.514,28.364,28.37,35.88,37.85799401,,,,,,29.26808,152.6,6.79,40.92,19.58,,3.283,1016.03,232.2,13.3,25.27
WATER,9/8/05,11:17:39,251.4705903,34.42009,-76.002557,1016.298704,28.4629,5.81109,35.9701,0.4303,390.4057,390.5601518,-0.154451773,,491.449219,10.388965,301.532,28.382,28.38,35.89,37.87979286,375.9796449,,375.9513208,17.78678862,,29.2775,121.1,5.24,35.15,16.53,2,3.278,1016.04,234.2,13.7,25.42
WATER,9/8/05,11:22:21,251.4738542,34.408892,-76.01882,1016.366169,28.4578,5.81081,35.972,0.4256,389.3612,389.4984283,-0.137228286,,488.477661,10.48275,301.508,28.358,28.36,35.89,37.83579438,374.9999973,,375.0282583,16.8637261,,29.27712,81.2,2.33,39.8,12.75,2,3.277,1016.07,233.1,13.8,25.49
WATER,9/8/05,11:26:42,251.476875,34.398472,-76.033865,1016.335287,28.4701,5.81083,35.9629,0.4241,389.0082,389.15983,-0.151630038,,488.598816,10.41178,301.5,28.35,28.38,35.88,37.87999893,374.6455289,,375.0693113,16.90477908,,29.27127,135,4.66,37.35,18,2,3.255,1016.05,229.2,13.8,25.72
WATER,9/8/05,11:31:23,251.4801273,34.387088,-76.049975,1016.27507,28.473,5.81052,35.9585,0.4264,389.5331,389.6790634,-0.145963417,,486.84082,10.475007,301.532,28.382,28.38,35.88,37.87999893,375.1223091,,375.0940465,16.92951433,,29.25905,123.3,4.66,37.25,16.62,2,3.312,1015.96,228.8,13,25.77
AIR,9/8/05,11:35:45,251.4831597,34.376765,-76.065208,1016.241023,28.4579,5.80875,35.9576,0.3485,372.1225,372.2509605,-0.128460483,,537.878967,10.446106,301.526,28.376,28.36,35.87,37.83620604,,358.3485513,,,2,29.2519,266.5,2.33,60.85,13.32,,3.281,1015.89,226.9,13.3,25.82
AIR,9/8/05,11:39:46,251.4859491,34.367227,-76.079363,1016.286572,28.4448,5.80733,35.9576,0.3489,372.2088,372.3396179,-0.130817857,,532.738281,10.23501,301.455,28.305,28.35,35.88,37.81401753,,358.4585807,,,2,29.2576,103.5,5.44,31.39,17.01,,3.284,1015.95,233.1,14.3,25.79
AIR,9/8/05,11:43:47,251.4887384,34.357652,-76.093357,1016.234677,28.4265,5.80494,35.9548,0.3475,371.9018,372.0293546,-0.127554634,,538.012878,10.393478,301.488,28.338,28.32,35.87,37.74834149,,358.1645322,,,2,29.26682,225.8,3.49,59.85,15.73,,3.294,1016,232.2,12.9,25.92
WATER,9/8/05,11:47:48,251.4915278,34.347932,-76.107297,1016.308974,28.3731,5.79963,35.9583,0.4342,391.2914,391.4420568,-0.150656803,,493.432892,10.334644,301.445,28.295,28.25,35.89,37.59459666,376.9406136,,376.3018799,18.13734767,,29.28025,152.8,0.19,49.22,13.27,2,3.306,1015.9,223,12.5,25.84
WATER,9/8/05,11:52:29,251.4947801,34.336705,-76.123587,1016.09207,28.2499,5.78624,35.9582,0.4268,389.6306,389.7693939,-0.138793868,,491.364716,10.349012,301.352,28.202,28.12,35.88,37.31147364,375.3535063,,374.1942667,16.02973449,,29.28583,133.9,6.99,34.89,19.7,2,3.33,1015.91,228,13.3,25.97
WATER,9/8/05,11:56:50,251.4978009,34.326213,-76.13873,1016.259758,28.1808,5.77909,35.9607,0.4232,388.8128,388.9567291,-0.143929078,,487.563751,10.271917,301.278,28.128,28.04,35.88,37.13804336,374.700331,,373.4577917,15.29325949,,29.28481,169.3,0.19,49.26,14.09,2,3.354,1015.92,231.5,13.4,26.02
WATER,9/8/05,12:01:12,251.5008333,34.315747,-76.153815,1016.268624,28.0934,5.76892,35.9559,0.4222,388.5973,388.7311124,-0.133812352,,490.411621,10.278319,301.163,28.013,28,35.86,37.05199473,374.5187301,,374.3348421,16.1703099,,29.28032,138.7,1.55,47.13,14.4,2,3.438,1015.84,233.3,14.5,26.12
STD1,9/8/05,12:05:53,251.5040856,34.304648,-76.170088,1016.163345,28.1552,5.77543,35.9546,0.0243,303.25,0.023,,0.023,54.782688,10.126395,301.227,28.077,28.05,35.87,37.15988585,,,,,,29.30492,168,1.75,50.28,15.04,,3.571,1015.93,228.1,12.9,26.24
STD2,9/8/05,12:09:54,251.506875,34.294978,-76.184082,1016.404685,28.1137,5.76944,35.9441,0.3419,370.9,0.3408,,0.3408,49.208973,10.239009,301.189,28.039,28.02,35.85,37.09540095,,,,,,29.34641,91.4,3.11,37.07,14.22,,3.559,1015.86,231.6,13.2,26.27
