s o p   pedestal     gain      rms  nevt  dped     dgain     drms
1 6 6 1818.583008 12.113750 2.670406 96 -0.011230 -0.228804 -0.480313
1 7 1 1812.348511 11.576606 1.384302 96 -0.094727 -0.058643 -0.049177
1 7 2 1819.769653 12.510967 1.344011 96 0.150879 -0.092010 -0.020614
1 7 3 1804.280640 12.326083 1.420281 96 -0.130981 -0.067093 -0.025760
1 7 4 1795.645020 12.402509 1.359958 96 0.291626 -0.069229 -0.008771
1 7 5 1786.535400 12.386252 1.405811 95 -0.167236 -0.002748 -0.013389
1 7 6 1795.985840 12.011968 1.454844 96 0.208984 -0.091716 -0.028333
1 8 1 1854.446655 12.158221 2.153234 64 -0.012573 -0.229528 0.091671
1 8 2 1772.283691 13.188190 1.738524 63 -0.770996 -0.389982 -0.007179
1 8 3 1783.695068 12.106061 1.564579 95 -0.609009 -0.182857 0.008193
1 8 4 1785.723145 13.322918 1.627146 96 0.492676 0.111741 0.022357
1 8 5 1842.723511 12.439549 1.698053 94 1.368164 -0.170832 -0.026958
1 8 6 1790.158569 11.876654 2.217653 95 0.289795 -0.134484 -0.023779
2 1 1 1791.857422 14.844744 1.834160 156 -0.693115 -0.198819 0.032868
2 1 2 1793.729248 12.775647 2.129980 152 -0.031128 -0.230816 0.039908
2 1 3 1797.434937 12.840973 1.980374 155 -0.409058 -0.156956 0.103348
2 1 4 1792.893799 13.170100 1.715148 155 -0.016602 -0.152324 0.055559
2 1 5 1792.587402 12.776246 1.854987 148 -0.432251 -0.165799 0.038696
2 1 6 1745.697510 13.570327 1.665679 156 -0.424683 -0.164920 0.049230
2 2 1 1812.302002 14.088979 1.893956 157 1.366089 -0.178885 0.118109
2 2 2 1799.248413 13.266918 1.931603 159 0.381226 -0.125315 0.091435
2 2 3 1804.043335 13.225776 1.967822 157 1.583740 -0.157949 0.140803
2 2 4 1788.170410 13.166417 1.725548 157 0.485107 -0.108928 0.067541
2 2 5 1801.172119 13.141128 1.905256 156 0.406982 -0.105646 0.082445
2 2 6 1802.080200 14.365020 1.524293 157 2.377075 -0.159980 0.038958
2 3 1 1801.942261 11.699021 1.723044 157 -0.453369 -0.693423 0.032848
2 3 2 1760.625000 9.874666 1.835468 152 -0.209351 -0.104745 0.038363
2 3 3 1773.958252 14.487204 1.913656 157 -0.251831 -0.086320 0.052003
2 3 4 1806.312256 12.482614 1.695468 158 -0.470337 -0.238924 0.067412
2 3 5 1788.558472 13.513519 1.737178 157 0.005737 -0.177551 0.067382
2 3 6 1780.750000 13.418859 1.637218 156 -0.003052 -0.145208 0.038141
2 4 1 1773.460449 15.399924 2.225155 155 -0.724487 -0.133542 -0.060903
2 4 2 1786.838013 13.496139 2.100887 159 -0.375610 -0.148783 -0.112352
2 4 3 1804.410767 13.244055 2.276779 159 -0.518066 -0.140341 -0.233542
2 4 4 1807.084351 12.576470 1.862369 160 -0.527222 -0.153885 -0.140081
2 4 5 1784.075562 14.149347 2.170905 158 -0.503906 -0.153330 -0.172760
2 4 6 1787.818604 14.123963 1.861862 159 -0.332397 -0.122032 -0.078440
2 5 1 1807.855469 15.718287 1.815807 155 2.697632 -0.159539 -0.161292
2 5 2 1782.757568 14.000507 2.240293 123 0.852173 0.180823 -0.068780
2 5 3 1802.927856 14.222292 1.903342 158 -4.071533 -0.158389 -0.143518
2 5 4 1776.600708 13.617107 1.954692 149 -0.969849 0.081661 -0.032066
2 5 5 1791.320923 14.320912 1.896966 149 3.971069 -0.146292 -0.197064
2 5 6 1791.588623 13.341057 1.659588 153 0.377930 -0.184134 -0.184670
2 6 1 1770.667358 14.355207 2.102370 157 0.506104 -0.175584 -0.087929
2 6 2 1832.671631 13.478943 2.398833 156 0.887939 -0.221020 -0.083760
2 6 3 1806.653076 13.119094 2.196158 158 1.260742 -0.172780 -0.095115
2 6 4 1786.482056 12.631000 1.962453 159 0.548828 -0.169794 -0.055081
2 6 5 1775.958374 13.524818 2.086759 157 0.588989 -0.162302 -0.055707
2 6 6 1827.184814 13.494675 1.928761 154 0.435425 -0.154966 -0.022323
2 7 1 1812.729736 15.166126 1.758490 157 1.060913 -0.238755 -0.086866
2 7 2 1827.783081 12.574613 2.148089 157 0.371094 -0.181379 -0.036113
2 7 3 1822.640259 14.064040 2.181542 153 0.415405 -0.193823 -0.037217
2 7 4 1807.425293 12.264095 1.842886 158 0.748169 -0.174567 -0.086502
2 7 5 1798.505615 13.907067 1.946426 155 0.151367 -0.134652 -0.105039
2 7 6 1816.437744 13.421721 1.817722 155 0.021240 -0.136129 -0.045601
2 8 1 1810.778442 15.096879 1.739083 157 1.888062 -0.120181 0.076313
2 8 2 1840.723022 13.375992 2.157340 159 0.024902 -0.149652 0.061283
2 8 3 1822.749634 14.201910 1.715214 159 1.037964 -0.172498 0.068736
2 8 4 1796.167603 12.897617 1.878490 159 -0.005371 -0.131189 0.136434
2 8 5 1822.438843 13.846390 1.682918 159 1.663452 -0.111078 0.107046
2 8 6 1858.130127 14.594877 1.540181 160 0.581543 -0.170052 0.031130
3 1 1 1837.083374 17.875561 1.924500 234 -0.287476 -0.162783 0.175521
3 1 2 1838.115723 16.921144 2.412302 235 0.346069 -0.291286 0.293852
3 1 3 1820.938477 19.162134 2.497344 232 -0.272827 -0.128685 0.273597
3 1 4 1816.838745 14.607637 2.399876 236 0.372192 -0.303303 0.226590
3 2 1 1791.316895 17.020731 1.658551 236 0.230103 -0.072725 -1.252229
3 2 2 1789.575073 18.350628 1.760566 235 -0.707397 -0.034971 -1.139657
3 2 3 1829.707886 18.728752 1.810436 234 3.779907 -0.092873 -0.293214
3 2 4 1812.696411 15.693666 1.878979 237 -7.473633 -0.223292 -0.412807
3 3 1 1789.146606 17.310343 2.147334 216 0.254150 -0.098400 -0.057184
3 3 2 1782.595581 18.568302 2.642087 207 -1.444336 -0.212736 -0.111261
3 3 3 1810.141357 19.663614 2.661394 198 -4.354492 -0.128061 -0.138883
3 3 4 1809.890137 15.667033 3.274864 206 0.631592 -0.269122 0.149873
3 4 1 1774.401245 15.912312 1.835403 238 -0.273682 -0.240677 -0.008048
3 4 2 1779.351318 17.436087 2.063699 239 0.979248 -0.293383 -0.047473
3 4 3 1769.913086 17.501055 2.306114 238 -0.418213 -0.189678 0.019127
3 4 4 1771.378296 15.828056 2.560339 239 -0.382446 -0.250778 -0.017079
3 5 1 1800.453247 15.877125 1.827546 238 2.006348 -0.302542 -0.023627
3 5 2 1799.159546 17.347162 1.922569 234 1.960327 -0.126595 -0.101467
3 5 3 1783.152588 17.871378 2.035881 236 -0.487671 -0.130110 0.038120
3 5 4 1774.521240 15.710445 2.238966 231 2.531494 -0.137615 -0.168022
3 6 1 1821.054199 17.900513 1.745545 237 -0.845947 -0.109053 0.040830
3 6 2 1823.959106 17.584776 1.877769 238 0.205688 -0.180214 0.057368
3 6 3 1819.855347 19.302418 1.727752 230 -1.681396 -0.154688 0.042993
3 6 4 1816.995117 16.418200 1.736877 236 0.409424 -0.267046 0.065937
3 7 1 1805.930176 16.835045 1.675542 236 -1.868164 -0.249454 0.069129
3 7 2 1813.997192 18.751743 1.768438 224 -1.158081 -0.154245 -0.051469
3 7 3 1786.754761 18.473501 2.030948 234 -1.042236 -0.109983 0.150632
3 7 4 1789.043579 16.304190 1.831456 239 0.142334 -0.168396 0.014686
3 8 1 1784.958130 16.603102 1.513088 239 -0.069946 -0.166222 -0.014795
3 8 2 1782.004517 17.921978 1.698510 233 -0.629761 -0.061987 -0.047503
3 8 3 1812.298340 18.740591 1.675298 238 -0.238892 -0.103533 -0.033098
3 8 4 1811.770752 16.073490 1.725160 238 0.017090 -0.240683 -0.059041
