_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ACRNM,V_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ID,V_LRT_EF_COVERAGE_SRC_EZ.REGISTRY_ID,V_LRT_EF_COVERAGE_SRC_EZ.COUNTY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.STATE_CODE
WI-ESR,402589,110016870705,PIERCE,WI
WI-ESR,54590886,110016709212,ROCK,WI
WI-ESR,402697,110016870288,POLK,WI
WI-ESR,402494,110016870821,MONROE,WI
WI-ESR,402544,110016870956,MONROE,WI
WI-ESR,405989,110016889777,RACINE,WI
WI-ESR,198999,110016932202,KENOSHA,WI
AIRS/AFS,5577700051,110016950548,LA CROSSE,WI
WI-ESR,9591,110016950548,LA CROSSE,WI
WI-ESR,408452,110016905900,COLUMBIA,WI
WI-ESR,396419,110016932961,DANE,WI
WI-ESR,398395,110016934576,WASHINGTON,WI
WI-ESR,410554,110016918004,SAWYER,WI
WI-ESR,411134,110016918754,DOOR,WI
WI-ESR,408598,110016905250,MILWAUKEE,WI
WI-ESR,408594,110016905278,MILWAUKEE,WI
WI-ESR,407936,110016905447,SHEBOYGAN,WI
WI-ESR,397089,110016937939,ROCK,WI
WI-ESR,399034,110016948008,BROWN,WI
WI-ESR,399050,110016947875,BROWN,WI
WI-ESR,396603,110016935245,ROCK,WI
WI-ESR,410587,110016917826,WALWORTH,WI
WI-ESR,410941,110016919502,MILWAUKEE,WI
WI-ESR,396382,110016932532,DANE,WI
WI-ESR,396295,110016932729,DANE,WI
WI-ESR,396290,110016932774,DANE,WI
WI-ESR,396446,110016932827,DANE,WI
WI-ESR,411385,110016920714,BARRON,WI
WI-ESR,411515,110016920858,ST. CROIX,WI
WI-ESR,397042,110016934308,ROCK,WI
WI-ESR,8010,110016934317,DANE,WI
WI-ESR,411970,110016921312,WAUKESHA,WI
WI-ESR,397167,110016938260,SAUK,WI
WI-ESR,397964,110016937467,RACINE,WI
WI-ESR,398736,110016937546,WAUKESHA,WI
WI-ESR,398655,110016937626,WAUKESHA,WI
WI-ESR,398354,110016947777,WASHINGTON,WI
WI-ESR,410981,110016919334,RACINE,WI
WI-ESR,396297,110016932685,DANE,WI
WI-ESR,411415,110016920616,CHIPPEWA,WI
WI-ESR,396274,110016933531,DANE,WI
WI-ESR,411838,110016921893,OZAUKEE,WI
WI-ESR,411836,110016921900,FOND DU LAC,WI
NCDB,I05#19900912WI010 2,110016921928,ONEIDA,WI
WI-ESR,398857,110016934905,WAUKESHA,WI
WI-ESR,397057,110016935076,ROCK,WI
WI-ESR,9577,110016938821,WASHINGTON,WI
WI-ESR,48546818,110016925265,WOOD,WI
WI-ESR,47316117,110016925274,EAU CLAIRE,WI
WI-ESR,396592,110016939438,COLUMBIA,WI
WI-ESR,397029,110016939553,ROCK,WI
WI-ESR,397570,110016937644,MILWAUKEE,WI
WI-ESR,397698,110016937984,OZAUKEE,WI
WI-ESR,397682,110016938000,OZAUKEE,WI
RCRAINFO,WIR000116889,110017286792,MILWAUKEE,WI
WI-ESR,411741,110016922320,BURNETT,WI
WI-ESR,8552,110016934969,RACINE,WI
WI-ESR,396481,110016935398,DODGE,WI
WI-ESR,53010697,110016925407,RACINE,WI
WI-ESR,45138442,110016925489,DODGE,WI
WI-ESR,8066,110016940015,DANE,WI
WI-ESR,52373763,110016925979,DUNN,WI
WI-ESR,109074,110016950129,WAUKESHA,WI
WI-ESR,411877,110016921713,GRANT,WI
WI-ESR,397542,110016945779,MILWAUKEE,WI
WI-ESR,412199,110016923613,RACINE,WI
WI-ESR,412195,110016923631,OZAUKEE,WI
WI-ESR,412073,110016930525,RUSK,WI
WI-ESR,397565,110016945699,MILWAUKEE,WI
WI-ESR,412511,110016931132,MILWAUKEE,WI
WI-ESR,398717,110016946448,WAUKESHA,WI
WI-ESR,412036,110016930268,WAUKESHA,WI
WI-ESR,398049,110016946563,ADAMS,WI
ICIS,7376215,110016946590,RACINE,WI
WI-ESR,398019,110016946643,RACINE,WI
WI-ESR,398015,110016946652,RACINE,WI
WI-ESR,398500,110016946983,WASHINGTON,WI
WI-ESR,403480,110016872295,LINCOLN,WI
WI-ESR,405242,110016886654,SAWYER,WI
WI-ESR,405234,110016886672,SAWYER,WI
WI-ESR,405368,110016886164,TAYLOR,WI
WI-ESR,405184,110016886850,SAWYER,WI
WI-ESR,137610,110017317713,MILWAUKEE,WI
WI-ESR,398939,110016936627,WAUKESHA,WI
WI-ESR,45384456,110016950575,VILAS,WI
WI-ESR,3041914,110016950584,VILAS,WI
WI-ESR,129563,110016950726,OUTAGAMIE,WI
WI-ESR,9458,110016950986,PORTAGE,WI
PCS,WI0058602,110031276152,MANITOWOC,WI
WI-ESR,397014,110016938304,RICHLAND,WI
WI-ESR,396865,110016938518,JEFFERSON,WI
NCDB,C05#GM03FI705,110017864131,WAUKESHA,WI
NCDB,C05#GM03FI1052,110017864836,KEWAUNEE,WI
NCDB,I05#20020911FTL46 1,110017362021,KENOSHA,WI
ICIS,600005805,110017773738,BROWN,WI
WI-ESR,7963,110016940060,COLUMBIA,WI
RCRAINFO,WIR000115006,110017612172,BURNETT,WI
NCDB,C05#042804PG003,110017752010,ROCK,WI
ICIS,6667059,110017752010,ROCK,WI
WI-ESR,410862,110016920046,JEFFERSON,WI
WI-ESR,409685,110016912064,MARATHON,WI
RCRAINFO,WIR000119628,110018882556,FOND DU LAC,WI
RCRAINFO,WIR000118422,110018881227,BARRON,WI
RCRAINFO,WIR000118505,110018881334,DANE,WI
RCRAINFO,WIR000119560,110018882468,MILWAUKEE,WI
AIRS/AFS,5513916366,110018882609,WINNEBAGO,WI
RCRAINFO,WIR000119677,110018882663,CALUMET,WI
RCRAINFO,WIR000113696,110018880923,LINCOLN,WI
RCRAINFO,WIR000118463,110018881272,EAU CLAIRE,WI
RCRAINFO,WIR000119065,110018881771,OUTAGAMIE,WI
RCRAINFO,WIR000119313,110018882100,ASHLAND,WI
RCRAINFO,WIR000119354,110018882173,MANITOWOC,WI
ICIS,6680530,110018922219,WAUKESHA,WI
RCRAINFO,WIR000118638,110020118264,RUSK,WI
RCRAINFO,WIR000130344,110032961365,RUSK,WI
ICIS,7195489,110020501287,WOOD,WI
ICIS,7376210,110020774321,RACINE,WI
RCRAINFO,WIR000120220,110020479114,OZAUKEE,WI
ICIS,7376212,110020774465,WASHINGTON,WI
MD-EPSC,5663,110019901864,MILWAUKEE,WI
RCRAINFO,WIR000110627,110020886219,ST CROIX,WI
MD-EPSC,5368,110035462807,BROWN,WI
WI-ESR,174326,110005513765,PIERCE,WI
RCRAINFO,WIR000120345,110021003643,CHIPPEWA,WI
NCDB,D05#TSCA-05-4-0020,110020506488,KENOSHA,WI
WI-ESR,45384449,110016926022,SAUK,WI
WI-ESR,414821,110016850601,BAYFIELD,WI
WI-ESR,50487952,110016925844,DUNN,WI
WI-ESR,402461,110016868451,LA CROSSE,WI
RCRAINFO,WIR000121566,110022311158,WAUKESHA,WI
RCRAINFO,WIR000121764,110022311210,PORTAGE,WI
RCRAINFO,WIR000131094,110021804564,PIERCE,WI
RCRAINFO,WID988642021,110005505890,GREEN LAKE,WI
WI-ESR,414571,110016909844,CRAWFORD,WI
RCRAINFO,WIR000002659,110008248351,DUNN,WI
RCRAINFO,WIR000008102,110006146205,RACINE,WI
WI-ESR,409454,110016913615,BAYFIELD,WI
AIRS/AFS,5500922239,110021037670,BROWN,WI
AIRS/AFS,5513915398,110021037689,WINNEBAGO,WI
WI-ESR,148307,110005500500,WAUKESHA,WI
AIRS/AFS,5507108917,110020903557,MANITOWOC,WI
RCRAINFO,WIR000114033,110015664761,CLARK,WI
WI-ESR,402904,110016872357,TREMPEALEAU,WI
WI-ESR,412391,110016948124,DODGE,WI
WI-ESR,406627,110016898106,WAUPACA,WI
RCRAINFO,WID981191836,110008238040,CHIPPEWA,WI
WI-ESR,404778,110016885450,BURNETT,WI
WI-ESR,457398,110016875416,DOOR,WI
RCRAINFO,WIR000121855,110022311309,SHEBOYGAN,WI
AIRS/AFS,5502538200,110022402229,DANE,WI
RCRAINFO,WIR000123745,110023065261,EAU CLAIRE,WI
AIRS/AFS,5502538101,110022398467,DANE,WI
AIRS/AFS,5502538112,110022398485,DANE,WI
AIRS/AFS,5577701664,110022402158,PORTABLE SOURCE,WI
RCRAINFO,WIR000121939,110022433133,DANE,WI
WI-ESR,405463,110016888803,WASHBURN,WI
AIRS/AFS,5502538332,110022402327,DANE,WI
AIRS/AFS,5577738475,110022402434,DANE,WI
AIRS/AFS,5502538662,110022402577,DANE,WI
AIRS/AFS,5503100508,110022402988,DOUGLAS,WI
RCRAINFO,WIR000121871,110022432893,WAUKESHA,WI
AIRS/AFS,5506722811,110022405609,LANGLADE,WI
AIRS/AFS,5506730973,110022405636,LANGLADE,WI
RCRAINFO,WIR000133256,110037449918,MILWAUKEE,WI
AIRS/AFS,5577730500,110022404628,DODGE,WI
AIRS/AFS,5577730588,110022404628,DODGE,WI
AIRS/AFS,5510131875,110022407689,RACINE,WI
WI-ESR,9686,110012602898,JEFFERSON,WI
RCRAINFO,WIR000122069,110022479708,WINNEBAGO,WI
RCRAINFO,WIR000122085,110022479726,GRANT,WI
RCRAINFO,WIR000122119,110022479753,SAUK,WI
WI-ESR,413953,110016848535,SHAWANO,WI
RCRAINFO,WIR000122762,110022483784,WINNEBAGO,WI
RCRAINFO,WIR000121376,110021018584,JEFFERSON,WI
WI-ESR,9578,110016943352,MONROE,WI
WI-ESR,401046,110016862055,SHEBOYGAN,WI
WI-ESR,399503,110016941158,DOOR,WI
RCRAINFO,WIR000123430,110022818183,MARATHON,WI
RCRAINFO,WIR000123448,110022926235,ST CROIX,WI
RCRAINFO,WIR000123463,110022926253,WASHINGTON,WI
WI-ESR,401388,110016863839,WAUSHARA,WI
WI-ESR,400302,110016860903,MARQUETTE,WI
AIRS/AFS,5510585424,110022936812,ROCK,WI
WI-ESR,402633,110016869744,PIERCE,WI
RCRAINFO,WID048154033,110008234348,BARRON,WI
WI-ESR,411006,110016919218,WALWORTH,WI
WI-ESR,46449325,110016870670,PIERCE,WI
WI-ESR,402598,110016870670,PIERCE,WI
WI-ESR,112822,110008234099,POLK,WI
RCRAINFO,WID145934261,110008237005,VERNON,WI
RCRAINFO,WID988617643,110005490888,JEFFERSON,WI
RCRAINFO,WIR000009613,110005513872,DOOR,WI
WI-ESR,145278,110006141558,BUFFALO,WI
WI-ESR,413308,110016845119,BAYFIELD,WI
WI-ESR,400085,110016858532,MARINETTE,WI
WI-ESR,409065,110016912359,WAUSHARA,WI
NEI,NEIWI1134400,110013863006,SAWYER,WI
RCRAINFO,WIR000123075,110022817870,MILWAUKEE,WI
WI-ESR,401136,110016864909,WAUPACA,WI
RCRAINFO,WIR000123570,110023064841,WAUKESHA,WI
WI-ESR,20065638,110016893156,WASHBURN,WI
WI-ESR,405181,110013055077,SAWYER,WI
RCRAINFO,WIR000123992,110023066439,MONROE,WI
WI-ESR,404962,110016884488,DOUGLAS,WI
WI-ESR,407578,110016904251,DODGE,WI
WI-ESR,402188,110016869637,DUNN,WI
WI-ESR,412355,110016948204,COLUMBIA,WI
WI-ESR,3044806,110016878903,LINCOLN,WI
WI-ESR,396588,110016938929,DODGE,WI
WI-ESR,36871331,110016895859,MARATHON,WI
WI-ESR,400089,110016858523,MARINETTE,WI
RCRAINFO,WI0000029082,110005408692,SAWYER,WI
RCRAINFO,WIR000004168,110005510116,SAWYER,WI
WI-ESR,3042883,110016876932,JEFFERSON,WI
WI-ESR,408131,110016905036,BAYFIELD,WI
WI-ESR,34783334,110012558561,SHEBOYGAN,WI
WI-ESR,3033358,110016876200,BUFFALO,WI
WI-ESR,413971,110016848410,VERNON,WI
WI-ESR,51430209,110016926139,DOOR,WI
WI-ESR,396869,110016938509,JEFFERSON,WI
RCRAINFO,WID988615035,110005489113,WOOD,WI
SDWIS,WI1280109,110013087907,JEFFERSON,WI
WI-ESR,412576,110012850165,WALWORTH,WI
WI-ESR,411169,110016918594,GREEN LAKE,WI
WI-ESR,126167,110033028747,WAUKESHA,WI
WI-ESR,409531,110016912821,RUSK,WI
NPDES,WIU000017,110010890884,WALWORTH,WI
WI-ESR,406019,110016889606,VILAS,WI
RCRAINFO,WID982611147,110008240554,WAUKESHA,WI
WI-ESR,408483,110016906491,DODGE,WI
RCRAINFO,WID023597586,110008233802,FOND DU LAC,WI
WI-ESR,411432,110016920545,CLARK,WI
NCDB,C05#GM98FI950,110011831697,OCONTO,WI
RCRAINFO,WIR000129247,110031427551,MARQUETTE,WI
WI-ESR,396535,110016939660,DODGE,WI
WI-ESR,127103,110008243203,CLARK,WI
WI-ESR,128138,110008243686,ST. CROIX,WI
WI-ESR,400992,110016861813,SHEBOYGAN,WI
WI-ESR,454350,110016853608,MONROE,WI
WI-ESR,412761,110016845306,GREEN LAKE,WI
WI-ESR,47922342,110016924836,WAUSHARA,WI
WI-ESR,405391,110016886066,TAYLOR,WI
WI-ESR,14676737,110016892184,SHAWANO,WI
WI-ESR,401302,110016863394,WAUPACA,WI
WI-ESR,402081,110016866462,CLARK,WI
AIRS/AFS,5507511009,110024420982,MARINETTE,WI
RCRAINFO,WIR000028639,110008250828,DOUGLAS,WI
WI-ESR,414634,110016909032,LA CROSSE,WI
WI-ESR,8220,110016940195,ROCK,WI
WI-ESR,414567,110016909862,EAU CLAIRE,WI
WI-ESR,402492,110016870849,LA CROSSE,WI
NCDB,C05#0593112PXG049WR,110011828184,BUFFALO,WI
PCS,WI0058815,110031276189,DANE,WI
RCRAINFO,WID034258707,110005433824,WAUKESHA,WI
WI-ESR,413504,110016847279,BURNETT,WI
WI-ESR,110991,110009515195,WAUKESHA,WI
RCRAINFO,WIR000051474,110005544982,WAUKESHA,WI
WI-ESR,9993,110012603450,RUSK,WI
NCDB,D05#TSCA-V-C-179-87,110008235953,LAFAYETTE,WI
RCRAINFO,WID100082148,110008235953,LAFAYETTE,WI
NCDB,C05#020189WI00201,110008235953,LAFAYETTE,WI
WI-ESR,406927,110016900175,LA CROSSE,WI
WI-ESR,396187,110016933942,COLUMBIA,WI
WI-ESR,408815,110016854787,DOOR,WI
NCDB,I05#19911217WI011 1,110011708848,DOUGLAS,WI
RCRAINFO,WIR000105577,110012181067,MARATHON,WI
ICIS,1000003830,110037076197,MILWAUKEE,WI
WI-ESR,407536,110008242213,JEFFERSON,WI
RCRAINFO,WIR000025197,110006464398,WAUKESHA,WI
RCRAINFO,WIR000124867,110024435039,WOOD,WI
RCRAINFO,WIR000124875,110024435048,MARATHON,WI
RCRAINFO,WID988588844,110008242883,TREMPEALEAU,WI
RCRAINFO,WID981095607,110008237835,MARINETTE,WI
WI-ESR,120222,110008237835,MARINETTE,WI
WI-ESR,198253,110016932033,WAUSHARA,WI
RCRAINFO,WIR000125344,110024545474,MILWAUKEE,WI
WI-ESR,401663,110016865882,BARRON,WI
RCRAINFO,WIR000125369,110024545508,MILWAUKEE,WI
WI-ESR,27035620,110016894752,FOND DU LAC,WI
WI-ESR,125017,110005468706,BARRON,WI
RCRAINFO,WIR000125807,110024869515,OZAUKEE,WI
WI-ESR,200958,110016932248,VERNON,WI
ICIS,7732564,110024280302,WALWORTH,WI
RCRAINFO,WID089776850,110005444028,CHIPPEWA,WI
WI-ESR,116729,110005444028,CHIPPEWA,WI
RCRAINFO,WIR000124982,110024542645,BROWN,WI
RCRAINFO,WIR000125096,110024542887,WAUPACA,WI
RCRAINFO,WIR000125153,110024542896,MILWAUKEE,WI
RCRAINFO,WIR000004531,110008248583,SAWYER,WI
WI-ESR,401156,110016864883,WAUPACA,WI
WI-ESR,406080,110016889214,DOOR,WI
RCRAINFO,WID981534928,110008238335,DOUGLAS,WI
WI-ESR,396101,110016932346,COLUMBIA,WI
RCRAINFO,WI0000122515,110005409879,WAUKESHA,WI
RCRAINFO,WID988611901,110005488383,MARATHON,WI
RCRAINFO,WID981787864,110008238816,POLK,WI
RCRAINFO,WIR000125740,110024832350,CALUMET,WI
WI-ESR,3033977,110016878002,WAUPACA,WI
WI-ESR,3054868,110016878075,DOOR,WI
RCRAINFO,WID982626160,110005464354,SAWYER,WI
WI-ESR,144399,110008246148,RICHLAND,WI
AIRS/AFS,5507505686,110035882015,MARQUETTE,WI
RCRAINFO,WID981953664,110008239414,MANITOWOC,WI
WI-ESR,402593,110012845608,PIERCE,WI
RCRAINFO,WID050683051,110005436340,DUNN,WI
TRIS,53208PLRMV331WC,110025318396,MILWAUKEE,WI
WI-ESR,398192,110016946144,WALWORTH,WI
WI-ESR,406849,110016900102,SHEBOYGAN,WI
RCRAINFO,WIR000132084,110037448465,ST CROIX,WI
WI-ESR,152946,110005409655,WAUKESHA,WI
ICIS,8029457,110028154930,MILWAUKEE,WI
ICIS,8076185,110028161138,GRANT,WI
ICIS,600006333,110028191873,WOOD,WI
ICIS,600004295,110028195450,WAUSHARA,WI
ICIS,600006200,110028195165,MARATHON,WI
ICIS,200002100,110028229432,KENOSHA,WI
ICIS,600005676,110028230536,WOOD,WI
ICIS,200003131,110028227023,DANE,WI
ICIS,200003130,110028227014,DANE,WI
ICIS,200002119,110028231090,ROCK,WI
WI-ESR,403565,110016872614,MARATHON,WI
ICIS,600005997,110028251460,BROWN,WI
WI-ESR,411862,110016921777,MARINETTE,WI
WI-ESR,126779,110008242990,WALWORTH,WI
RCRAINFO,WID988589651,110008242990,WALWORTH,WI
WI-ESR,396585,110016938947,DODGE,WI
RCRAINFO,WIR000132928,110037449641,SAUK,WI
WI-ESR,11913458,110028260067,WAUKESHA,WI
AIRS/AFS,5513357204,110028260067,WAUKESHA,WI
ICIS,600010200,110028255206,DOUGLAS,WI
WI-ESR,401838,110016868004,BUFFALO,WI
AIRS/AFS,5505300006,110007331805,JACKSON,WI
WI-ESR,402089,110016867167,CLARK,WI
WI-ESR,408527,110016905615,JEFFERSON,WI
PCS,MN0069175,110037502002,DOUGLAS,WI
WI-ESR,402396,110016868567,LA CROSSE,WI
RCRAINFO,WID055468797,110007331173,CHIPPEWA,WI
WI-ESR,402621,110016870545,PIERCE,WI
WI-ESR,399641,110016857267,FOND DU LAC,WI
ICIS,1400002991,110037227685,MILWAUKEE,WI
NCDB,C05#GM04FI446,110022297450,GREEN LAKE,WI
RCRAINFO,WIR000002931,110005509226,WAUKESHA,WI
RCRAINFO,WID183585751,110008237210,POLK,WI
WI-ESR,408181,110016904126,JEFFERSON,WI
WI-ESR,396864,110016944574,JEFFERSON,WI
WI-ESR,399708,110016856794,FOND DU LAC,WI
WI-ESR,122986,110008240233,POLK,WI
WI-ESR,412584,110016931276,WALWORTH,WI
AIRS/AFS,5577724274,110013963210,BROWN,WI
RCRAINFO,WID139823256,110008236952,DUNN,WI
RCRAINFO,WIR000133827,110037450594,TREMPEALEAU,WI
WI-ESR,139805,110006144626,SHAWANO,WI
AIRS/AFS,5507500002,110035934503,MARINETTE,WI
RCRAINFO,WID004369831,110009514123,MILWAUKEE,WI
RCRAINFO,WI0001012756,110005419485,MILWAUKEE,WI
RCRAINFO,WI0000999102,110005419234,MILWAUKEE,WI
RCRAINFO,WID005780093,110005422863,OUTAGAMIE,WI
RCRAINFO,WI0180000069,110005420062,SHEBOYGAN,WI
RCRAINFO,WID006069223,110002121301,ROCK,WI
WI-ESR,107668,110002318368,WINNEBAGO,WI
RCRAINFO,WID006069652,110008247600,FOND DU LAC,WI
RCRAINFO,WI0001028760,110005419831,WAUKESHA,WI
RCRAINFO,WI0001028950,110005419886,RACINE,WI
RCRAINFO,WID006071179,110005423158,SHEBOYGAN,WI
RCRAINFO,WI0001020486,110005419715,KENOSHA,WI
RCRAINFO,WI0001020502,110005419724,WAUKESHA,WI
RCRAINFO,WID006073225,110000416381,SHEBOYGAN,WI
RCRAINFO,WI0001020544,110005419751,FOND DU LAC,WI
NCDB,C05#GM03FI101,110000417148,WASHINGTON,WI
RCRAINFO,WID006070437,110001925917,WINNEBAGO,WI
RCRAINFO,WID006073894,110008232162,WALWORTH,WI
WI-ESR,107702,110000418995,MILWAUKEE,WI
RCRAINFO,WID006073605,110002121203,RACINE,WI
RCRAINFO,WID006076574,110000747185,MANITOWOC,WI
RCRAINFO,WI0000961763,110006141497,ST. CROIX,WI
RCRAINFO,WI0000129130,110005410625,DOUGLAS,WI
RCRAINFO,WI0000135699,110005410723,OZAUKEE,WI
RCRAINFO,WID002270247,110000421151,OCONTO,WI
RCRAINFO,WID002462356,110007332680,ST. CROIX,WI
RCRAINFO,WID002959021,110005422550,WAUKESHA,WI
RCRAINFO,WI0000136168,110005410803,MILWAUKEE,WI
RCRAINFO,WI0000136234,110005410858,ROCK,WI
RCRAINFO,WI0000976720,110005418770,MILWAUKEE,WI
RCRAINFO,WID001854454,110000423541,OUTAGAMIE,WI
RCRAINFO,WI0000990770,110012508036,MILWAUKEE,WI
WI-ESR,152209,110005542403,BROWN,WI
RCRAINFO,WI0000888438,110006461649,MILWAUKEE,WI
RCRAINFO,WID000808774,110005422122,BROWN,WI
RCRAINFO,WI0000139279,110005411009,MILWAUKEE,WI
RCRAINFO,WI0000995944,110005419056,MARATHON,WI
RCRAINFO,WI0000995969,110005419074,WAUKESHA,WI
RCRAINFO,WI0000996074,110005419127,WASHINGTON,WI
RCRAINFO,WI0000998930,110005419154,WALWORTH,WI
RCRAINFO,WI0000998997,110009513749,COLUMBIA,WI
RCRAINFO,WI0000072082,110005266149,WINNEBAGO,WI
RCRAINFO,WI0000881912,110005417156,MILWAUKEE,WI
RCRAINFO,WID981798671,110005458940,WINNEBAGO,WI
RCRAINFO,WID988608584,110008245103,BROWN,WI
RCRAINFO,WI0000197095,110005411624,DANE,WI
RCRAINFO,WI0000199380,110005411722,OUTAGAMIE,WI
WI-ESR,153533,110005411795,DANE,WI
RCRAINFO,WI0001005156,110000855165,MILWAUKEE,WI
RCRAINFO,WI0001005198,110005419403,WINNEBAGO,WI
RCRAINFO,WID082812215,110005443047,DANE,WI
RCRAINFO,WID106643117,110005447980,MANITOWOC,WI
RCRAINFO,WID084223569,110005443289,RACINE,WI
RCRAINFO,WID038985545,110005434262,RACINE,WI
RCRAINFO,WI0000085753,110005409094,WAUKESHA,WI
RCRAINFO,WI0000116525,110009513366,BARRON,WI
RCRAINFO,WI0000116665,110005409423,OUTAGAMIE,WI
WI-ESR,155603,110005417511,RACINE,WI
RCRAINFO,WI0000909127,110005417619,MILWAUKEE,WI
RCRAINFO,WI0000121699,110000418272,MILWAUKEE,WI
RCRAINFO,WI0000122226,110005409691,MILWAUKEE,WI
RCRAINFO,WID982644502,110005465692,LA CROSSE,WI
RCRAINFO,WID982650467,110005465941,MILWAUKEE,WI
RCRAINFO,WI0000122465,110005409851,MILWAUKEE,WI
RCRAINFO,WID981797467,110005458851,JEFFERSON,WI
RCRAINFO,WID988566121,110021726587,DANE,WI
RCRAINFO,WID982630311,110005464719,MILWAUKEE,WI
RCRAINFO,WID988579702,110005268218,SHEBOYGAN,WI
RCRAINFO,WID988594214,110005477117,WAUKESHA,WI
RCRAINFO,WI0000232124,110005412286,RACINE,WI
RCRAINFO,WI0000200410,110005411893,MILWAUKEE,WI
WI-ESR,157393,110005419582,WINNEBAGO,WI
RCRAINFO,WID059677856,110005438482,BURNETT,WI
RCRAINFO,WID040785263,110001927078,ROCK,WI
WI-ESR,8185,110009515863,ROCK,WI
RCRAINFO,WID060435294,110005438696,RACINE,WI
RCRAINFO,WID060439965,110024424005,RACINE,WI
RCRAINFO,WID988570339,110005466717,MILWAUKEE,WI
RCRAINFO,WID988599098,110005480577,WAUKESHA,WI
RCRAINFO,WID988566204,110005466076,OUTAGAMIE,WI
RCRAINFO,WID988566303,110005466101,WINNEBAGO,WI
WI-ESR,123843,110005465059,MARATHON,WI
RCRAINFO,WID982646333,110005465834,MILWAUKEE,WI
RCRAINFO,WID988581153,110005471836,OCONTO,WI
RCRAINFO,WID988567301,110022245079,KENOSHA,WI
RCRAINFO,WID988594321,110005477206,BARRON,WI
RCRAINFO,WID988594404,110005477288,SHAWANO,WI
RCRAINFO,WID988594412,110005477297,CALUMET,WI
RCRAINFO,WID988594693,110005477475,JEFFERSON,WI
RCRAINFO,WID988594503,110005477331,MILWAUKEE,WI
RCRAINFO,WI0000263806,110005412927,BROWN,WI
RCRAINFO,WI0000239145,110005412534,WAUKESHA,WI
RCRAINFO,WI0000239194,110005412570,CHIPPEWA,WI
RCRAINFO,WI0000259952,110005412703,MILWAUKEE,WI
WI-ESR,129797,110005420366,TREMPEALEAU,WI
RCRAINFO,WI4180090314,110005420393,MARATHON,WI
WI-ESR,39880977,110005420213,DANE,WI
RCRAINFO,WI2180090464,110005420231,WAUKESHA,WI
RCRAINFO,WID040786287,110005434404,WALWORTH,WI
RCRAINFO,WID040788465,110005434431,MILWAUKEE,WI
RCRAINFO,WID040792392,110005434495,GRANT,WI
WI-ESR,155260,110005438981,PIERCE,WI
RCRAINFO,WID061736559,110005439016,MILWAUKEE,WI
RCRAINFO,WID988586640,110002121695,LANGLADE,WI
RCRAINFO,WID988598801,110005480372,VILAS,WI
RCRAINFO,WID988598827,110005480381,JEFFERSON,WI
RCRAINFO,WID988599155,110006462693,WASHINGTON,WI
RCRAINFO,WID988596672,110005479142,MILWAUKEE,WI
RCRAINFO,WID988598330,110005480087,WAUPACA,WI
RCRAINFO,WID988598629,110005480256,DANE,WI
RCRAINFO,WID988597241,110005479570,WAUKESHA,WI
RCRAINFO,WID988615795,110005489676,LA CROSSE,WI
RCRAINFO,WID988611158,110005487785,PORTAGE,WI
RCRAINFO,WID988581633,110005472194,KENOSHA,WI
RCRAINFO,WID988581708,110005472238,BARRON,WI
RCRAINFO,WID988567277,110005466307,KENOSHA,WI
RCRAINFO,WID988581260,110000884455,WAUKESHA,WI
RCRAINFO,WID982635286,110005464915,MARATHON,WI
RCRAINFO,WID988579900,110005268370,OCONTO,WI
RCRAINFO,WID982636904,110005465077,DANE,WI
RCRAINFO,WID982638066,110005465184,BARRON,WI
RCRAINFO,WID988579447,110005470917,WALWORTH,WI
RCRAINFO,WID988594123,110005477055,BROWN,WI
RCRAINFO,WID988579157,110005470702,BROWN,WI
RCRAINFO,WID982639080,110005465255,BROWN,WI
RCRAINFO,WID988580205,110005471202,WINNEBAGO,WI
RCRAINFO,WI4180090470,110005420400,WAUKESHA,WI
RCRAINFO,WI4210090003,110005420419,BUFFALO,WI
RCRAINFO,WID006072425,110001922572,MILWAUKEE,WI
RCRAINFO,WID006072003,110005266648,WINNEBAGO,WI
RCRAINFO,WID006072250,110005266666,ROCK,WI
RCRAINFO,WID988581468,110005472050,CHIPPEWA,WI
RCRAINFO,WID988581765,110005472274,CLARK,WI
RCRAINFO,WID988582102,110005472336,BROWN,WI
WI-ESR,138234,110005472336,BROWN,WI
RCRAINFO,WID988582938,110014012344,KENOSHA,WI
WI-ESR,126256,110009518977,LA CROSSE,WI
RCRAINFO,WID988595153,110005477858,MILWAUKEE,WI
WI-ESR,125915,110000422276,LINCOLN,WI
NCDB,I05#19911210AV012 1,110000422276,LINCOLN,WI
AIRS/AFS,5510500020,110000856002,ROCK,WI
RCRAINFO,WID988597803,110005479847,MILWAUKEE,WI
RCRAINFO,WID988595161,110005477867,PORTAGE,WI
RCRAINFO,WID988595195,110005477894,OCONTO,WI
WI-ESR,121385,110005420437,WINNEBAGO,WI
RCRAINFO,WI4211890021,110005458012,MARATHON,WI
RCRAINFO,WI4690308693,110005420473,DOOR,WI
WI-ESR,129822,110005420507,DANE,WI
RCRAINFO,WID006078331,110005423700,MILWAUKEE,WI
RCRAINFO,WID006076673,110005423568,OZAUKEE,WI
RCRAINFO,WID006076848,110000421339,MANITOWOC,WI
RCRAINFO,WID988580445,110005471346,GREEN,WI
RCRAINFO,WID988581492,110022156940,WINNEBAGO,WI
