UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
C,4.1,2000,9,4267320,2186291,2081029,1677034,1588931,351496,341143,27700,27008,74445,69899,4582,4484,51034,49564,1722264,1632808,373417,362750,42736,41880,93926,88387,9788,9506,1822050,1732846,1345457,1272895,335496,325589,21331,20736,71815,67304,3473,3368,44478,42954,1384929,1310979,354713,344484,33767,32925,89180,83636,7795,7548,364241,348183,331577,316036,16000,15554,6369,6272,2630,2595,1109,1116,6556,6610,337335,321829,18704,18266,8969,8955,4746,4751,1993,1958
C,4.1,2000,10,4274056,2191244,2082812,1681644,1591058,353135,342364,28190,27169,74270,69905,4470,4347,49535,47969,1725530,1633526,373652,362700,43615,42150,92954,87852,9527,9131,1839802,1746640,1361771,1285682,337810,327330,21936,21096,71762,67542,3422,3336,43101,41654,1400036,1322594,355627,345000,34797,33545,88442,83490,7619,7335,351442,336172,319873,305376,15325,15034,6254,6073,2508,2363,1048,1011,6434,6315,325494,310932,18025,17700,8818,8605,4512,4362,1908,1796
C,4.1,2000,11,4115093,2108157,2006936,1623663,1539074,331781,322141,26927,26052,75333,70473,4394,4041,46059,45155,1664382,1578810,350210,340591,41694,40738,93035,87524,9233,8669,1780419,1694001,1325586,1254315,317513,308547,20870,20356,72971,68219,3379,3108,40100,39456,1361011,1289113,333544,324711,33181,32633,88797,83479,7425,6964,327738,312935,298077,284759,14268,13594,6057,5696,2362,2254,1015,933,5959,5699,303371,289697,16666,15880,8513,8105,4238,4045,1808,1705
C,4.1,2000,12,4075842,2087228,1988614,1615910,1531994,323053,314156,26760,25853,73156,69125,4337,4081,44012,43405,1654697,1570207,340219,331579,41415,40348,90009,85575,9003,8519,1766693,1681430,1323522,1252481,309504,300953,21077,20086,70835,66918,3356,3174,38399,37818,1357391,1285811,324440,316061,33434,32194,85866,81630,7279,6914,320535,307184,292388,279513,13549,13203,5683,5767,2321,2207,981,907,5613,5587,297306,284396,15779,15518,7981,8154,4143,3945,1724,1605
C,4.1,2000,13,4010850,2054008,1956842,1596312,1513884,313222,303781,26199,25306,71466,68047,4120,3950,42689,41874,1633854,1550608,329260,320320,40967,39800,87825,83712,8727,8235,1744972,1659617,1314441,1243397,300120,291044,20592,19637,69311,65927,3222,3070,37286,36542,1347225,1275434,314064,305418,33076,31812,83934,79963,7107,6672,309036,297225,281871,270487,13102,12737,5607,5669,2155,2120,898,880,5403,5332,286629,275174,15196,14902,7891,7988,3891,3749,1620,1563
C,4.1,2000,14,4052231,2079560,1972671,1620109,1528585,313480,304093,26435,25180,73819,69832,4268,4013,41449,40968,1656357,1564342,328651,319715,41230,39867,89837,85271,8875,8398,1771126,1679960,1338072,1261907,300791,291715,20861,19711,71788,67743,3379,3152,36235,35732,1369732,1293078,313973,305251,33349,32141,86167,81542,7271,6903,308434,292711,282037,266678,12689,12378,5574,5469,2031,2089,889,861,5214,5236,286625,271264,14678,14464,7881,7726,3670,3729,1604,1495
C,4.1,2000,15,4019404,2065127,1954277,1611373,1517796,308753,296892,26158,25123,74586,70810,4363,3925,39894,39731,1646154,1552447,322763,311524,40794,39769,90336,86036,8833,8211,1757206,1665390,1329353,1253982,296347,285095,20622,19726,72471,68770,3457,3100,34956,34717,1359840,1284256,308522,297808,33035,32102,86649,82424,7239,6686,307921,288887,282020,263814,12406,11797,5536,5397,2115,2040,906,825,4938,5014,286314,268191,14241,13716,7759,7667,3687,3612,1594,1525
C,4.1,2000,16,3975021,2048582,1926439,1597965,1493515,305910,293078,25746,24786,75749,72538,4422,3992,38790,38530,1631633,1526884,319230,306915,40215,39116,90949,87470,9048,8369,1732474,1640016,1307803,1231887,293505,281303,20149,19465,73715,70541,3504,3167,33798,33653,1337092,1261013,304961,293277,32406,31575,87326,83943,7454,6878,316108,286423,290162,261628,12405,11775,5597,5321,2034,1997,918,825,4992,4877,294541,265871,14269,13638,7809,7541,3623,3527,1594,1491
C,4.1,2000,17,4044336,2089951,1954385,1634093,1517813,308423,295092,26800,24848,78430,74573,4308,4004,37897,38055,1666830,1550620,321427,308610,41174,39192,93164,89408,8747,8410,1748773,1657880,1319900,1246287,295653,283096,20660,19606,76200,72519,3313,3141,33047,33231,1348390,1274871,306740,294807,32928,31783,89468,85845,7119,6915,341178,296505,314193,271526,12770,11996,6140,5242,2230,2054,995,863,4850,4824,318440,275749,14687,13803,8246,7409,3696,3563,1628,1495
C,4.1,2000,18,4020342,2053857,1966485,1608202,1524591,298596,297910,24924,23377,81371,78847,4543,4385,36221,37375,1639035,1556316,310570,311343,38635,37130,96086,93778,9197,9054,1702722,1665073,1284325,1248929,285362,285193,18861,18167,79230,76753,3495,3481,31449,32550,1311040,1276494,295478,296654,30426,29846,92491,90157,7498,7487,351135,301412,323877,275662,13234,12717,6063,5210,2141,2094,1048,904,4772,4825,327995,279822,15092,14689,8209,7284,3595,3621,1699,1567
C,4.1,2000,19,4055299,2046932,2008367,1606026,1555740,293713,305358,24791,23410,83185,82902,4751,4527,34466,36430,1634959,1586324,305038,318654,37533,36407,97511,97609,9574,9372,1684376,1700595,1271180,1274606,280276,291971,18494,18204,80939,80594,3619,3605,29868,31615,1296122,1301017,289688,303195,29267,29181,93946,93856,7873,7801,362556,307772,334846,281134,13437,13387,6297,5206,2246,2308,1132,922,4598,4815,338837,285307,15350,15459,8266,7226,3565,3753,1701,1571
C,4.1,2000,20,3966794,2001741,1965053,1572544,1520554,285976,300410,23510,22334,83280,82818,4768,4492,31663,34445,1599009,1549335,296616,313020,35310,34576,96284,96917,9191,8994,1629571,1655897,1228053,1237855,272407,286917,17276,17151,80989,80562,3616,3591,27230,29821,1250655,1262645,281078,297481,27227,27466,92774,93311,7513,7507,372170,309156,344491,282699,13569,13493,6234,5183,2291,2256,1152,901,4433,4624,348354,286690,15538,15539,8083,7110,3510,3606,1678,1487
C,4.1,2000,21,3759182,1896662,1862520,1495167,1440821,264415,283228,22336,20952,80919,81795,4658,4309,29167,31415,1519604,1467020,274214,294633,33158,32377,92975,94653,8652,8390,1534687,1564168,1159663,1168223,251523,269803,16353,16049,78695,79575,3552,3452,24901,27066,1180383,1190677,259419,279268,25416,25587,89579,91191,6991,7056,361975,298352,335504,272598,12892,13425,5983,4903,2224,2220,1106,857,4266,4349,339221,276343,14795,15365,7742,6790,3396,3462,1661,1334
C,4.1,2000,22,3682615,1857619,1824996,1473022,1417062,251142,272423,21829,20564,79752,81156,4507,4233,27367,29558,1495943,1441734,260232,282996,32036,31163,91153,93476,8179,8083,1488919,1521906,1130763,1139288,238145,258980,15785,15785,77599,78984,3357,3344,23270,25525,1150107,1160468,245366,267702,24243,24747,87978,90166,6531,6663,368700,303090,342259,277774,12997,13443,6044,4779,2153,2172,1150,889,4097,4033,345836,281266,14866,15294,7793,6416,3175,3310,1648,1420
C,4.1,2000,23,3608359,1820966,1787393,1444859,1385072,240785,264720,21543,20041,83248,85303,4538,4184,25993,28073,1466529,1408450,249123,274773,31289,30171,94286,97134,8116,7802,1452641,1479975,1102023,1102739,228650,251605,15452,15244,81130,83114,3422,3232,21964,24041,1120183,1122647,235230,259742,23498,23717,91055,93766,6555,6366,368325,307418,342836,282333,12135,13115,6091,4797,2118,2189,1116,952,4029,4032,346346,285803,13893,15031,7791,6454,3231,3368,1561,1436
C,4.1,2000,24,3583889,1805928,1777961,1431299,1374615,236156,261600,21023,19673,88429,91064,4353,4101,24668,26908,1451848,1396994,244055,270950,30362,29426,98841,102380,7775,7631,1434161,1467476,1084829,1088887,224032,248498,14945,15020,86351,88933,3196,3213,20808,22925,1101996,1107837,230163,256078,22711,23167,95746,99112,6162,6231,371767,310485,346470,285728,12124,13102,6078,4653,2078,2131,1157,888,3860,3983,349852,289157,13892,14872,7651,6259,3095,3268,1613,1400
C,4.1,2000,25,3691538,1861410,1830128,1478351,1417165,238056,264863,20678,19284,95421,98239,4399,3996,24505,26581,1498580,1439282,245867,273998,29981,29007,105863,109469,7746,7429,1485706,1515306,1127667,1127048,226022,251735,14730,14650,93338,96100,3263,3134,20686,22639,1144593,1145740,232069,259026,22433,22771,102792,106296,6183,6138,375704,314822,350684,290117,12034,13128,5948,4634,2083,2139,1136,862,3819,3942,353987,293542,13798,14972,7548,6236,3071,3173,1563,1291
C,4.1,2000,26,3571178,1791235,1779943,1419428,1374216,229744,258859,19896,18939,95067,98791,4093,3856,23007,25282,1438461,1395171,236841,267471,28815,28323,104991,109605,7212,7054,1436169,1475375,1087604,1093254,218497,246133,14325,14544,93052,96797,3137,3033,19554,21614,1103576,1110994,223968,252998,21836,22469,102090,106637,5895,5792,355066,304568,331824,280962,11247,12726,5571,4395,2015,1994,956,823,3453,3668,334885,284177,12873,14473,6979,5854,2901,2968,1317,1262
C,4.1,2000,27,3743495,1875327,1868168,1482187,1440359,243393,273181,20708,19475,101085,105701,4189,3838,23765,25614,1501753,1461532,250583,281864,30031,29266,111291,116531,7432,7058,1511611,1555535,1142496,1152008,231756,260100,15007,14998,98969,103584,3164,3029,20219,21816,1158928,1169887,237350,266961,22874,23265,108279,113376,6015,5820,363716,312633,339691,288351,11637,13081,5701,4477,2116,2117,1025,809,3546,3798,342825,291645,13233,14903,7157,6001,3012,3155,1417,1238
C,4.1,2000,28,3939573,1972016,1967557,1572472,1529838,249534,281738,20672,20047,101422,106345,4063,3898,23853,25691,1592105,1551022,256639,290119,30305,29926,111586,117324,7321,7293,1616126,1657151,1239983,1243791,238153,268669,15176,15439,99408,104198,3075,3047,20331,22007,1256508,1261750,243630,275362,23348,23857,108725,114168,5958,6018,355890,310406,332489,286047,11381,13069,5496,4608,2014,2147,988,851,3522,3684,335597,289272,13009,14757,6957,6069,2861,3156,1363,1275
C,4.1,2000,29,4198691,2097169,2101522,1682589,1644176,261631,298482,21472,20734,102438,107629,4176,4074,24863,26427,1703065,1666020,269018,307258,31655,31269,112885,118506,7601,7534,1737660,1787267,1347308,1354959,249783,284916,15794,16206,100359,105445,3221,3181,21195,22560,1364605,1373431,255471,291884,24426,25196,109875,115238,6233,6205,359509,314255,335281,289217,11848,13566,5678,4528,2079,2184,955,893,3668,3867,338460,292589,13547,15374,7229,6073,3010,3268,1368,1329
C,4.1,2000,30,4250236,2139901,2110335,1721516,1656221,264372,294748,21135,20280,104413,109051,4303,4074,24162,25961,1741373,1677422,271481,303051,31167,31028,114500,119731,7690,7560,1775450,1797090,1381358,1367483,252366,281534,15557,15729,102332,106897,3370,3250,20467,22197,1397973,1385466,257783,288130,24091,24932,111475,116510,6336,6266,364451,313245,340158,288738,12006,13214,5578,4551,2081,2154,933,824,3695,3764,343400,291956,13698,14921,7076,6096,3025,3221,1354,1294
C,4.1,2000,31,3974559,1987620,1986939,1602997,1565273,241825,271810,20224,19115,96964,103278,3725,3654,21885,23809,1620976,1584765,247939,279295,29814,29395,105865,112798,6831,6854,1656995,1696982,1294769,1297831,230826,259903,14887,14712,95104,101245,2862,2908,18547,20383,1309783,1314346,235413,265808,23098,23562,103162,109859,5633,5747,330625,289957,308228,267442,10999,11907,5337,4403,1860,2033,863,746,3338,3426,311193,270419,12526,13487,6716,5833,2703,2939,1198,1107
C,4.1,2000,32,3957929,1977326,1980603,1596240,1557780,243926,277822,19763,19384,92569,99252,3701,3747,21127,22618,1613594,1576212,249880,284762,29133,29226,101041,108211,6684,6931,1648919,1691828,1289810,1291528,233014,265732,14681,15071,90704,97291,2856,2975,17854,19231,1304264,1307061,237437,271071,22704,23539,98417,105356,5516,5773,328407,288775,306430,266252,10912,12090,5082,4313,1865,1961,845,772,3273,3387,309330,269151,12443,13691,6429,5687,2624,2855,1168,1158
C,4.1,2000,33,3989730,1985785,2003945,1609913,1586569,244230,278584,19716,19730,87691,93060,3643,3612,20592,22390,1626778,1604743,249907,285553,29062,29889,95878,101745,6564,6640,1670532,1723491,1315732,1327879,233708,267009,14714,15412,85962,91221,2874,2856,17542,19114,1329941,1343271,237956,272407,22788,24225,93418,99032,5438,5507,315253,280454,294181,258690,10522,11575,5002,4318,1729,1839,769,756,3050,3276,296837,261472,11951,13146,6274,5664,2460,2713,1126,1133
C,4.1,2000,34,4150313,2067611,2082702,1669506,1642435,261011,295931,20812,20427,91196,96805,3781,3705,21305,23399,1686824,1661499,266881,302954,30736,31157,99501,105763,6790,6957,1747806,1799592,1371739,1381750,250053,283967,15631,16007,89412,94939,2916,2927,18055,20002,1386253,1397866,254377,289352,24197,25374,96945,103015,5583,5792,319805,283110,297767,260685,10958,11964,5181,4420,1784,1866,865,778,3250,3397,300571,263633,12504,13602,6539,5783,2556,2748,1207,1165
C,4.1,2000,35,4476675,2230843,2245832,1811385,1781486,276966,314650,21696,21944,94881,99701,3845,3943,22070,24108,1829463,1800934,282595,321533,32325,33631,103414,108763,7024,7281,1907801,1957247,1510044,1514993,266251,302997,16422,17447,93026,97748,3062,3159,18996,20903,1525488,1531703,270554,308455,25690,27735,100781,105959,5867,6113,323042,288585,301341,266493,10715,11653,5274,4497,1855,1953,783,784,3074,3205,303975,269231,12041,13078,6635,5896,2633,2804,1157,1168
C,4.1,2000,36,4470763,2211897,2258866,1804459,1802458,266986,306806,21703,22026,92867,99735,3818,3822,22064,24019,1822516,1821840,272638,313600,32635,33786,101150,108728,6948,7134,1909320,1980649,1522782,1545927,256585,295528,16638,17508,91190,97871,3082,3042,19043,20773,1538194,1562481,260909,300888,26218,27870,98752,106010,5864,5968,302577,278217,281677,256531,10401,11278,5065,4518,1677,1864,736,780,3021,3246,284322,259359,11729,12712,6417,5916,2398,2718,1084,1166
C,4.1,2000,37,4476421,2214254,2262167,1809335,1810725,265918,304247,21256,21516,92224,97698,3631,3810,21890,24171,1827171,1830318,271252,310870,32387,33928,100507,106419,6637,7045,1924294,1992589,1539335,1562198,255990,293136,16428,17199,90524,95867,2950,3136,19067,21053,1554754,1579126,260080,298397,26291,28242,98090,103781,5654,5990,289960,269578,270000,248527,9928,11111,4828,4317,1700,1831,681,674,2823,3118,272417,251192,11172,12473,6096,5686,2417,2638,983,1055
C,4.1,2000,38,4516553,2235151,2281402,1842383,1838526,262196,302663,21140,21605,84189,91263,3594,3558,21649,23787,1860063,1857836,267364,309165,32401,34025,92216,99702,6599,6715,1955402,2023299,1581670,1600459,252916,292323,16438,17357,82573,89530,2877,2870,18928,20760,1596975,1617147,256907,297491,26422,28422,89951,97189,5580,5663,279749,258103,260713,238067,9280,10340,4702,4248,1616,1733,717,688,2721,3027,263088,240689,10457,11674,5979,5603,2265,2513,1019,1052
C,4.1,2000,39,4576971,2259462,2317509,1860516,1867343,268273,306552,20810,21957,84590,94151,3582,3681,21691,23825,1878190,1886525,273480,312987,32111,34706,92675,102535,6591,6791,1988883,2062270,1608605,1631730,259096,296323,16255,17899,82992,92413,2904,3015,19031,20890,1623994,1648397,263169,301503,26335,29304,90402,100018,5602,5789,270579,255239,251911,235613,9177,10229,4555,4058,1598,1738,678,666,2660,2935,254196,238128,10311,11484,5776,5402,2273,2517,989,1002
C,4.1,2000,40,4685600,2330049,2355551,1914674,1893062,279736,316045,21257,22191,88397,96293,3746,3715,22239,24245,1932802,1912539,285062,322646,33046,35273,96562,104751,6669,6793,2058128,2103392,1661486,1660549,270426,305802,16752,18098,86775,94548,3087,3061,19602,21334,1677298,1677536,274602,311112,27335,29885,94322,102221,5698,5797,271921,252159,253188,232513,9310,10243,4505,4093,1622,1745,659,654,2637,2911,255504,235003,10460,11534,5711,5388,2240,2530,971,996
C,4.1,2000,41,4445500,2194639,2250861,1812683,1819184,256527,293801,19645,20542,81642,91065,3315,3200,20827,23069,1829628,1837845,261517,299883,30818,33482,89214,98683,6007,6196,1957152,2023252,1591988,1609471,248336,284459,15549,16733,80184,89505,2736,2681,18359,20403,1606793,1625836,252276,289391,25565,28437,87140,96445,5167,5309,237487,227609,220695,209713,8191,9342,4096,3809,1458,1560,579,519,2468,2666,222835,212009,9241,10492,5253,5045,2074,2238,840,887
C,4.1,2000,42,4529391,2241076,2288315,1854499,1856487,260031,294076,20041,20825,82320,91099,3260,3060,20925,22768,1871446,1874756,264871,300064,31474,33717,89845,98673,6134,5937,2005306,2062800,1635384,1648360,251851,285007,15924,17187,80892,89594,2707,2533,18548,20119,1650284,1664353,255713,289854,26250,28808,87804,96512,5308,5113,235770,225515,219115,208127,8180,9069,4117,3638,1428,1505,553,527,2377,2649,221162,210403,9158,10210,5224,4909,2041,2161,826,824
C,4.1,2000,43,4393610,2166130,2227480,1795379,1806142,249697,286259,18981,20001,78756,89875,3052,3085,20265,22118,1811978,1823915,254367,292089,30340,32780,85846,96986,5608,5788,1946959,2013534,1591757,1608885,242010,277452,15117,16527,77456,88472,2563,2564,18056,19634,1606410,1624513,245722,282192,25444,28148,84004,94957,4899,4969,219171,213946,203622,197257,7687,8807,3864,3474,1300,1403,489,521,2209,2484,205568,199402,8645,9897,4896,4632,1842,2029,709,819
C,4.1,2000,44,4296907,2118364,2178543,1758045,1767607,241638,276784,18364,19356,78001,90166,2915,2985,19401,21645,1773773,1784974,246173,282451,29450,31955,84719,97154,5352,5628,1908112,1972670,1562893,1577769,234043,268397,14713,16102,76721,88723,2431,2468,17311,19211,1576810,1593058,237697,272981,24765,27528,82958,95118,4621,4854,210252,205873,195152,189838,7595,8387,3651,3254,1280,1443,484,517,2090,2434,196963,191916,8476,9470,4685,4427,1761,2036,731,774
C,4.1,2000,45,4331856,2142861,2188995,1779511,1778587,243179,276622,18395,19000,79411,90644,2962,3006,19403,21136,1795233,1795505,247761,282103,29419,31528,85958,97276,5479,5645,1935994,1987869,1587733,1593078,235541,268298,14863,15884,78149,89250,2477,2537,17231,18822,1601582,1608040,239141,272709,24849,27309,84206,95345,4758,4922,206867,201126,191778,185509,7638,8324,3532,3116,1262,1394,485,469,2172,2314,193651,187465,8620,9394,4570,4219,1752,1931,721,723
C,4.1,2000,46,4079601,2002772,2076829,1673869,1699556,219654,253810,16979,18047,71815,83084,2621,2783,17834,19549,1688405,1715329,223757,258747,27392,29918,77742,89015,4921,5149,1818931,1892713,1503568,1529741,212804,246360,13763,15081,70676,81813,2221,2355,15899,17363,1516394,1543627,216072,250359,23251,25872,76133,87234,4310,4492,183841,184116,170301,169815,6850,7450,3216,2966,1139,1271,400,428,1935,2186,172011,171702,7685,8388,4141,4046,1609,1781,611,657
C,4.1,2000,47,4012843,1970255,2042588,1650735,1674596,211452,245513,16261,17228,71761,83513,2570,2608,17476,19130,1664918,1689930,215381,250363,26660,28864,77481,89381,4819,4956,1796843,1866429,1490015,1511960,204978,238403,13311,14391,70711,82319,2165,2195,15663,17161,1502639,1525595,208109,242375,22816,25111,76017,87681,4225,4342,173412,176159,160720,162636,6474,7110,2950,2837,1050,1194,405,413,1813,1969,162279,164335,7272,7988,3844,3753,1464,1700,594,614
C,4.1,2000,48,3879654,1904852,1974802,1603804,1624798,201389,236383,15316,16386,65837,76675,2415,2527,16091,18033,1616936,1639317,205011,241038,25127,27735,70819,81765,4392,4696,1742080,1810043,1452705,1472471,195461,229877,12642,13806,64858,75560,2028,2192,14386,16137,1464352,1485339,198356,233707,21636,24239,69449,80200,3815,4162,162772,164759,151099,152327,5928,6506,2674,2580,979,1115,387,335,1705,1896,152584,153978,6655,7331,3491,3496,1370,1565,577,534
C,4.1,2000,49,3753959,1838991,1914968,1537491,1566048,201427,233863,15305,15833,66452,79270,2465,2421,15851,17533,1550428,1580082,205027,238437,24955,26789,71334,84318,4488,4539,1680356,1752831,1390247,1416440,195651,227274,12714,13333,65426,78140,2078,2043,14240,15601,1401795,1428805,198508,230971,21593,23369,69948,82712,3939,3954,158635,162137,147244,149608,5776,6589,2591,2500,1026,1130,387,378,1611,1932,148633,151277,6519,7466,3362,3420,1386,1606,549,585
C,4.1,2000,50,3804729,1868274,1936455,1562699,1584466,202711,234327,15122,15744,69811,82061,2481,2473,15450,17384,1575242,1598345,206281,238899,24603,26677,74480,87025,4548,4540,1712020,1775916,1417652,1435886,196917,227923,12591,13366,68855,81021,2143,2139,13862,15581,1428832,1448213,199767,231660,21307,23463,73143,85541,4036,4014,156254,160539,145047,148580,5794,6404,2531,2378,956,1040,338,334,1588,1803,146410,150132,6514,7239,3296,3214,1337,1484,512,526
