,Not surveyed Jan 1995,,,,,,, 9/4/95,13:08:15,,,,,, 2/19/96,11:02,,,,,, 8/12/96,16:09,,,,,, 1/9/97,16:00,,,,,, 7/7/97,10:22:28,,,,,, 1/13/98,11:13:44,,,,,, Not surveyed June 1998,,,,,,, 7/8/98,9:54:28,,,,,, 1/13/99,14:01:30,,,,,, 6/28/99,17:00:03,,,,
,,,,,,,29,59.466,1.927,-0.933,0.852,,EB,29,74.286,0.576,-2.841,-1.056,,S,24,59.572,3.298,-1.122,0.663,,,18,60.672,1.674,-1.248,0.537,,WD,26,66.978,1.011,-2.137,-0.352,,S,21,54.311,0.06,-0.461,1.324,,,,,,,,,,15,58.529,2.023,-0.963,0.822,,BS,18,56.06,1.259,-0.381,1.404,,,18,67.705,0.789,-1.365,0.42,,
,,,,,,,30,63.271,2.27,-1.356,0.429,,WD,30,76.559,0.664,-2.703,-0.918,,BASE.BR,25,60.823,3.409,-1.24,0.545,,,19,62.815,1.712,-1.612,0.173,,,25,69.917,1.094,-2.353,-0.568,,HS/S,22,58.467,0.099,-0.42,1.365,,VL1.TS,,,,,,,,16,59.724,2.239,-1.153,0.632,,S,19,57.911,1.127,-0.42,1.365,,TS/MAKAI.EDGE.GRASS,19,69.58,0.696,-1.719,0.066,,HS
,,,,,,,31,66.825,2.284,-1.849,-0.064,,MS,31,76.641,0.739,-2.381,-0.596,,,26,62.166,3.375,-1.397,0.388,,WD,20,64.366,1.802,-1.836,-0.051,,,24,73.997,0.084,-2.503,-0.718,,S/SEA.LEVEL(NO.SWASH),23,58.475,0.107,-0.672,1.113,,BS,,,,,,,,17,61.34,2.32,-1.253,0.532,,S,20,58.533,1.332,-0.889,0.896,,BS/EB,20,70.326,0.645,-1.83,-0.045,,SL
,,,,,,,32,68.215,2.414,-1.903,-0.118,,TT,32,78.873,0.828,-2.509,-0.724,,BR.RIDGE#1,27,63.627,3.351,-1.627,0.158,,,21,66.672,2.043,-2.11,-0.325,,,23,77.436,0.684,-2.694,-0.909,,S,24,59.692,0.021,-1.005,0.78,,VL2,,,,,,,,18,63.998,2.654,-1.329,0.456,,S,21,61.497,1.206,-1.068,0.717,,,21,71.269,0.624,-1.92,-0.135,,TT
,,,,,,,33,68.581,2.393,-2.029,-0.244,,BT,33,78.979,0.898,-1.995,-0.21,,BR.RIDGE#1,28,65.078,3.23,-1.827,-0.042,,MS,22,66.71,1.763,-2.107,-0.322,,,22,77.79,0.466,-2.449,-0.664,,R,25,60.387,-0.012,-1.14,0.645,,WD,,,,,,,,19,65.394,2.33,-1.448,0.337,,,22,65.533,1.365,-1.362,0.423,,,22,72.927,0.782,-2.142,-0.357,,BT
,,,,,,,34,71.952,2.436,-2.329,-0.544,,S,34,81.142,1.31,-2.416,-0.631,,BR.RIDGE#1,29,66.685,2.947,-2,-0.215,,TT,23,68.327,1.82,-2.261,-0.476,,MS,21,78.664,0.555,-1.937,-0.152,,R,26,66.494,0.15,-1.994,-0.209,,,,,,,,,,20,66.379,2.319,-1.586,0.199,,HT,23,66.598,1.549,-1.548,0.237,,HT,23,76.366,0.882,-2.299,-0.514,,S
,,,,,,,35,75.773,2.89,-2.581,-0.796,,S,35,86.069,1.07,-2.906,-1.121,,R,30,66.952,2.881,-2.067,-0.282,,BT,24,69.136,2.014,-2.306,-0.521,,TT,20,81.624,0.298,-2.397,-0.612,,R,27,68.844,0.068,-2.296,-0.511,,FIRST.BEACHROCK,,,,,,,,21,69.545,2.542,-2.126,-0.341,,,24,67.376,1.52,-1.602,0.183,,BC,24,77.467,0.819,-2.348,-0.563,,R
,,,,,,,36,76.65,3.138,-1.928,-0.143,,BR#1,36,87.061,0.974,-3.293,-1.508,,S,31,69.045,3.425,-2.197,-0.412,,,25,69.718,1.982,-2.363,-0.578,,BT,19,85.851,0.366,-2.818,-1.033,,R,28,70.293,0.076,-2.399,-0.614,,WATERLINE,,,,,,,,22,71.651,2.667,-2.312,-0.527,,EDGE.RIPPLES,25,68.533,1.297,-1.922,-0.137,,,25,78.646,0.882,-1.912,-0.127,,R
,,,,,,,37,81.597,3.099,-2.303,-0.518,,BR#1,37,91.298,1.223,-3.543,-1.758,,S,32,71.61,3.674,-2.383,-0.598,,,26,71.96,2.356,-2.49,-0.705,,,18,86.704,0.526,-3.309,-1.524,,S,29,72.851,0.106,-2.554,-0.769,,TIDE.POOL,,,,,,,,23,74.497,2.815,-2.455,-0.67,,EDGE.TIDEPOOL,26,70.889,1.378,-2.195,-0.41,,,26,82.45,0.977,-2.428,-0.643,,
,,,,,,,38,84.282,3.094,-2.546,-0.761,,BR#1,38,96.109,1.328,-3.334,-1.549,,BR.RIDGE#2,33,75.307,3.934,-2.641,-0.856,,,27,76.571,2.731,-2.567,-0.782,,BASE.BR1,17,91.497,1.194,-3.409,-1.624,,S,30,74.056,0.029,-2.605,-0.82,,,,,,,,,,24,76.368,3.074,-2.579,-0.794,,TIDEPOOL/R,27,71.574,1.368,-2.312,-0.527,,HS/MS/SL,27,85.725,1.375,-2.636,-0.851,,
,,,,,,,39,85.232,3.459,-3.026,-1.241,,S,39,96.754,1.21,-2.791,-1.006,,BR.RIDGE#2,34,76.443,3.931,-2.642,-0.857,,START.ROCK,28,76.713,2.878,-1.9,-0.115,,LANDWARD.TOP.BR1,16,96.494,0.51,-3.202,-1.417,,S,31,76.613,0.113,-2.624,-0.839,,S/LANDWARD.BASE.BR.RIDGE1,,,,,,,,25,76.707,3.064,-1.913,-0.128,,LNDWD.TOP.BR1,28,75.567,1.608,-2.497,-0.712,,S,28,86.372,1.266,-3.151,-1.366,,S
,,,,,,,40,91.918,4.012,-3.337,-1.552,,S,40,103.068,1.499,-2.959,-1.174,,BR.RIDGE#2,35,76.641,3.914,-2.277,-0.492,,ROCK,29,78.621,3.269,-1.87,-0.085,,MID.TOP.BR1,15,96.959,0.572,-2.832,-1.047,,R,32,76.785,0.122,-2.341,-0.556,,BR.RIDGE1,,,,,,,,26,82.829,3.35,-2.374,-0.589,,TOP.BR1,29,76.429,1.708,-2.571,-0.786,,S,29,90.835,1.02,-3.311,-1.526,,R
,,,,,,,41,96.164,4.244,-3.438,-1.653,,S,41,106.3,1.779,-3.495,-1.71,,BR.RIDGE#2,36,77.94,4.028,-2.009,-0.224,,CREST.ROCK,30,81.584,3.214,-2.263,-0.478,,SEAWARD.TOP.BR1,14,99.448,0.523,-2.657,-0.872,,R,33,81.337,0.137,-2.323,-0.538,,BR.RIDGE1(BREAKERS),,,,,,,,27,83.224,3.213,-2.57,-0.785,,WATERLINE,30,76.589,1.582,-2.32,-0.535,,R/RIDGE#1,30,96.234,1.261,-2.948,-1.163,,S
,,,,,,,42,96.708,4.22,-2.797,-1.012,,BR#2,42,107.026,2.006,-3.771,-1.986,,S,37,81.41,4.196,-2.332,-0.547,,,31,84.53,3.548,-2.847,-1.062,,SEAWARD.BOTTOM.BR1,13,102.678,0.651,-2.935,-1.15,,S/R,34,86.023,-0.014,-2.774,-0.989,,SWRD.EDGE.BR.RIDGE1,,,,,,,,28,86.368,3.395,-3.307,-1.522,,R/S.INTERFACE,31,78.246,1.647,-2.417,-0.632,,R,31,97.175,1.175,-2.715,-0.93,,R
,,,,,,,43,101.109,4.937,-2.721,-0.936,,BR#2,43,110.678,5.705,-4.14,-2.355,,,38,83.776,4.348,-2.56,-0.775,,MAKAI.SLOPE,32,88.531,4.38,-3.459,-1.674,,SEAWARD.BOTTOM.BR1,12,106.345,0.432,-3.3,-1.515,,S,35,87.452,0.223,-3.341,-1.556,,S,,,,,,,,29,91.744,3.703,-3.4,-1.615,,S,32,78.512,1.706,-1.955,-0.17,,R,32,99.105,1.151,-2.433,-0.648,,R/EOL.VHBP
,,,,,,,44,102.159,4.847,-2.929,-1.144,,S,44,113.298,8.771,-2.83,-1.045,,R,39,85.434,4.482,-2.822,-1.037,,EDGE.BEACHROCK,33,92.987,4.609,-3.645,-1.86,,SEAWARD.BOTTOM.BR1,11,109.384,0.419,-3.577,-1.792,,S,36,93.008,-0.08,-3.56,-1.775,,S,,,,,,,,30,96.414,3.882,-3.15,-1.365,,S/R.INTERFACE,33,80.161,1.661,-2.148,-0.363,,,,,,,,,
,,,,,,,45,107.779,4.618,-3.604,-1.819,,S,45,113.321,9.608,-2.828,-1.043,,R,40,86.478,4.765,-3.21,-1.425,,,34,94.881,4.036,-3.419,-1.634,,LANDWARD.EDGE.BR2,10,113.783,0.321,-3.724,-1.939,,S,37,95.997,0.222,-3.462,-1.677,,S,,,,,,,,31,96.744,3.969,-2.758,-0.973,,LNDWD.BR2,34,86.421,1.524,-2.904,-1.119,,,999,54.718,-4.219,-0.361,1.424,,GEODIMETER.LOCATION
,,,,,,,46,113.279,3.133,-3.869,-2.084,,S,46,115.66,9.134,-2.702,-0.917,,R,40,89.902,4.363,-3.354,-1.569,,SAND,35,96.75,4.578,-2.732,-0.947,,LANDWARD.TOP.BR2,9,114.01,0.44,-2.812,-1.027,,R,38,97.009,0.181,-2.739,-0.954,,R/LNDWRD.EDGE.BR.RIDGE2,,,,,,,,32,103.149,4.173,-2.935,-1.15,,BR2,35,86.766,1.644,-3.31,-1.525,,"S,G",996,15.225,-10.84,-0.779,1.006,0.018,SRP (RP3?).MEDIAN
,,,,,,,47,114.333,2.997,-2.745,-0.96,,BR#3,47,123.293,3.805,-3.308,-1.523,,R,41,96.24,4.957,-3.513,-1.728,,,36,99.55,4.974,-2.706,-0.921,,,8,116.508,0.359,-2.834,-1.049,,R,39,100.589,-0.083,-2.685,-0.9,,BR.RIDGE2,,,,,,,,33,105.236,4.096,-3.269,-1.484,,R/S.INTERFACE,36,91.79,2.009,-3.562,-1.777,,S,,,,,,,
,,,,,,,48,118.034,2.99,-3.046,-1.261,,BR#3,48,124.392,3.788,-3.777,-1.992,,S,42,96.662,4.934,-2.832,-1.047,,,37,99.934,4.671,-2.539,-0.754,,SEAWARD.EDGE.BR2,7,122.398,0.837,-3.263,-1.478,,R,40,105.789,0.25,-2.955,-1.17,,BR.RIDGE2,,,,,,,,34,110.839,4.501,-3.82,-2.035,,S,37,96.236,1.882,-3.207,-1.422,,S
,,,,,,,49,121.94,4.152,-3.311,-1.526,,R/S,49,133.904,0.728,-4.297,-2.512,,R,43,99.046,4.96,-2.473,-0.688,,CREST.ROCK,38,102.229,4.943,-2.905,-1.12,,SEAWARD.BASE.BR2,6,125.1,1.107,-3.723,-1.938,,S,41,107.545,0.597,-3.76,-1.975,,R/SWRD.EDGE.BR.RIDGE2,,,,,,,,35,113.505,4.366,-3.518,-1.733,,S/R.INTERFACE,38,96.95,1.841,-2.827,-1.042,,R/RIDGE#2
,,,,,,,50,127.511,4.568,-3.904,-2.119,,S,50,148.786,-2.968,-4.769,-2.984,,,44,101.795,4.83,-2.813,-1.028,,,39,104.989,4.793,-3.332,-1.547,,RS,5,132.432,1.194,-4.061,-2.276,,S,42,111.43,0.114,-3.754,-1.969,,S,,,,,,,,36,113.789,4.429,-2.759,-0.974,,R,39,99.419,1.838,-2.495,-0.71,,R
,,,,,,,51,135.537,3.403,-4.154,-2.369,,S,51,164.927,0.318,-5.056,-3.271,,,45,104.174,5.253,-3.056,-1.271,,S,40,106.282,4.479,-3.705,-1.92,,S,4,143.659,3.635,-4.203,-2.418,,R/S,43,113.714,0.159,-3.912,-2.127,,S,,,,,,,,37,118.186,4.759,-2.992,-1.207,,R,40,106.761,1.841,-3.377,-1.592,,R
,,,,,,,52,141.578,4.279,-4.084,-2.299,,S/R,52,179.628,5.962,-4.567,-2.782,,,46,112.136,6.531,-4.006,-2.221,,BR#3,41,108.627,4.696,-3.931,-2.146,,S,3,153.451,3.312,-4.809,-3.024,,S,44,114.742,0.157,-2.815,-1.03,,R/LNDWRD.EDGE.BR.RIDGE3,,,,,,,,38,124.662,4.977,-3.433,-1.648,,R,41,107.283,1.793,-3.755,-1.97,,S
,,,,,,,53,151.754,4.642,-4.754,-2.969,,S,53,196.479,11.22,-4.372,-2.587,,,47,113.682,6.564,-2.782,-0.997,,,42,113.531,2.037,-3.813,-2.028,,LANDWARD.EDGE.BR3,2,164.857,3.154,-5.48,-3.695,,S,45,119.248,0.552,-3.16,-1.375,,BR.RIDGE3,,,,,,,,39,126.933,5.092,-3.868,-2.083,,S,42,112.152,1.956,-4.035,-2.25,,S
,,,,,,,54,162.691,4.355,-5.706,-3.921,,EOL.VHBP/S,54,210.696,14.635,-4.946,-3.161,,,48,117.735,6.604,-3.039,-1.254,,R,43,113.971,2.798,-2.703,-0.918,,LANDWARD.TOP.BR3,1,176.085,-0.46,-4.43,-2.645,,R,46,123.691,0.561,-3.429,-1.644,,R/SWRD.EDGE.BR.RIDGE3,,,,,,,,40,131.81,5.566,-4.063,-2.278,,R,43,114.161,2.555,-2.804,-1.019,,R/RIDGE#3
,,,,,,,,,,,,,,55,223.144,17.537,-5.204,-3.419,,EOL.VHBP,49,121.897,6.882,-3.317,-1.532,,R,44,115.822,3.048,-2.694,-0.909,,SEAWARD.TOP.BR3,0,200.079,0.007,-4.588,-2.803,,EOL.VHBP,47,124.24,0.243,-3.832,-2.047,,S,,,,,,,,41,141.45,5.939,-4.109,-2.324,,S/R,44,123.441,2.668,-3.303,-1.518,,RS
,,,,,,,995,-3.056,-41.357,0.195,1.98,0.028,SRP4(RP4/FIRE.HYDRANT).MED,,,,,,,,50,127.28,7.133,-4.031,-2.246,,S,45,121.513,4.709,-3.16,-1.375,,SEAWARD.BASE.BR3,,,,,,,,48,133.426,-0.426,-4.452,-2.667,,S,,,,,,,,42,153.893,6.208,-4.878,-3.093,,S,45,128.422,2.561,-4.047,-2.262,,S
,,,,,,,996,15.258,-10.835,-0.775,1.01,0.022,SRP3(RP3/BBQ).MED,995,-3.048,-41.347,0.186,1.971,0.019,SRP2(RP4).MEDIAN,51,141.628,8.536,-4.185,-2.4,,RS,46,127.33,6.49,-3.94,-2.155,,RS,996,15.113,-10.878,-0.797,0.988,,SRP(RP3).MEDIAN,49,139.966,0.024,-4.069,-2.284,,R,,,,,,,,43,169.598,5.646,-5.273,-3.488,,R,46,138.948,3.274,-4.167,-2.382,,RS
,,,,,,,,,,,,,,996,15.288,-10.835,-0.778,1.007,0.019,SRP1(RP3).MEDIAN,52,154.551,6.95,-5.053,-3.268,,S,47,134.289,6.31,-4.026,-2.241,,RS,995,-3.783,-41.058,0.167,1.952,,GPS2(RP4).MEDIAN,50,158.804,0.824,-5.347,-3.562,,S,,,,,,,,44,208.188,6.797,-4.701,-2.916,,EOL.VHBP/R,47,150.09,2.962,-4.678,-2.893,,S
,,,,,,,,,,,,,,,,,,,,,53,167.848,6.494,-5.171,-3.386,,R,48,147.114,7.899,-4.224,-2.439,,RS,,,,,,,,51,183.552,-0.141,-4.329,-2.544,,R,,,,,,,,,,,,,,,48,164.729,4.339,-5.347,-3.562,,R/RIDGE#4??
,,,,,,,,,,,,,,,,,,,,,54,190.971,8.988,-4.423,-2.638,,R,49,161.502,10.479,-4.965,-3.18,,,,,,,,,,52,217.923,-1.179,-5.142,-3.357,,R,,,,,,,,997,13.289,0.49,0.392,2.177,,SRP(RP5/NEW).MED,49,216.652,4.134,-4.949,-3.164,,R
,,,,,,,,,,,,,,,,,,,,,55,226.983,9.617,-6.434,-4.649,,R,50,175.833,14.377,-4.943,-3.158,,S,,,,,,,,53,254.205,-2.317,-6.303,-4.518,,EOL.VHBP/R,,,,,,,,996,15.257,-10.81,-0.776,1.009,0.021,SRP(RP3/BBQ).MED,50,261.395,2.921,-7.234,-5.449,,S/STRONG.CURRENT
,,,,,,,,,,,,,,,,,,,,,56,258.375,17.605,-6.461,-4.676,,S,51,184.158,14.328,-5.278,-3.493,,RS,,,,,,,,,,,,,,,,,,,,,,995,-3,-41.385,0.182,1.967,0.015,GPS(RP4/HYDRANT).MED,51,299.084,7.643,-7.914,-6.129,,R/EOL.VHBP
,,,,,,,,,,,,,,,,,,,,,57,289.709,25.912,-7.951,-6.166,,EOL.VHBP,52,186.501,14.67,-4.863,-3.078,,RS,,,,,,,,998,-3.09,-41.373,0.189,1.974,0.022,GPS(RP4).MEDIAN,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,196.182,17.008,-4.013,-2.228,,,,,,,,,,996,15.273,-10.829,-0.776,1.009,0.021,SRP(RP3).MEDIAN,,,,,,,,,,,,,,,998,15.304,-10.815,-0.811,0.974,-0.014,SRP/RP3.MEDIAN
,,,,,,,,,,,,,,,,,,,,,996,15.486,-10.563,-0.823,0.962,-0.026,SRP(RP3).MEDIAN,54,219.448,12.65,-5.132,-3.347,,EOL.VHBP(R),,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,56.603,0.218,-0.399,1.386,,GEODIMETER.LOCATION

,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,15.239,-10.84,-0.777,1.008,0.02,SRP.MEDIAN(RP3/BBQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.952,Primary GPS for elevation control: HBP2/RP4 = 1.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.785,Primary reference point: BRP/RP1 = 1.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.452,Calculated GPS1 (relative to GPS2) - surveyed GPS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.512,GPS1-GPS2 (GPS survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.964,GPS1-GPS2 (EDM survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPS1/RP3,,1.44,,MM5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPS2/RP4,,1.952,,HBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LTD Volume calc. area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,1.485,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,-1.015,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,-1.015,,


,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP Volume calc. area,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,-0.3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,-2.8,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,-2.8,,


,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There is a 45 cm discrepancy between GPS vs. EDM calculated elevations at MM5A and HBP2.   ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBP2 was chosen because of its  higher order (mm vs. cm) of vertical resolution.,,,
