s o p   pedestal     gain      rms  nevt  dped     dgain     drms
1 7 5 1787.929321 -1.000000 1.663593 96 0.165527 -13.025116 -0.110354
1 7 6 1797.291382 -1.000000 1.950552 96 0.096191 -12.717467 0.012417
1 8 1 1823.325073 -1.000000 1.596114 96 -0.036743 -12.962769 -0.054074
1 8 2 1726.046875 -1.000000 2.009907 96 -0.117676 -13.654948 0.114292
1 8 3 1785.437012 -1.000000 1.525771 96 0.657104 -13.017334 -0.198239
1 8 4 1786.313599 -1.000000 1.677635 96 0.281860 -14.092010 -0.051807
1 8 5 1843.573242 -1.000000 1.728625 96 0.858154 -13.817524 -0.030007
1 8 6 1791.486450 -1.000000 2.177917 96 0.429321 -12.942685 -0.067904
2 1 1 1811.356079 -1.000000 1.842175 160 -0.803833 -15.468399 0.043078
2 1 2 1792.000610 -1.000000 2.100543 160 -2.041382 -13.490224 0.039273
2 1 3 1783.491943 -1.000000 1.898400 160 1.572998 -13.651898 0.026593
2 1 4 1792.975342 -1.000000 1.696488 160 -0.309326 -14.116121 0.020841
2 1 5 1808.779297 -1.000000 1.788562 160 -0.533447 -13.657409 0.000227
2 1 6 1746.866211 -1.000000 1.634063 160 -0.185669 -14.520366 0.052031
2 2 1 1813.181885 -1.000000 1.849607 160 1.055908 -14.859229 0.078472
2 2 2 1800.609741 -1.000000 1.967988 160 0.464233 -13.992537 0.156863
2 2 3 1805.226562 -1.000000 1.940756 160 0.793091 -14.209532 0.077182
2 2 4 1790.464478 -1.000000 1.739519 160 1.029907 -14.129109 0.116544
2 2 5 1803.035522 -1.000000 1.862206 160 0.762207 -14.285899 0.099270
2 2 6 1803.322876 -1.000000 1.538800 160 1.927124 -15.553768 0.072724
2 3 1 1802.531494 -1.000000 1.773619 160 0.457397 -12.454641 -0.051407
2 3 2 1762.946899 -1.000000 1.852538 160 1.240112 -10.616262 -0.012824
2 3 3 1774.839233 -1.000000 2.008575 160 0.018433 -15.510660 0.038645
2 3 4 1806.781250 -1.000000 1.762425 160 -0.329224 -13.599183 0.021808
2 3 5 1790.636963 -1.000000 1.811038 160 1.244873 -14.404819 0.049929
2 3 6 1782.052979 -1.000000 1.667412 160 0.376099 -14.366499 0.022105
2 4 1 1774.573853 -1.000000 2.245005 160 -0.823730 -16.393884 -0.052738
2 4 2 1787.965210 -1.000000 2.029051 160 -0.269409 -14.520647 -0.134323
2 4 3 1804.785889 -1.000000 2.210326 160 -0.785156 -14.351822 -0.206402
2 4 4 1808.321899 -1.000000 1.766594 160 -0.829102 -13.699107 -0.185613
2 4 5 1785.433350 -1.000000 1.985156 160 -0.398682 -15.218603 -0.253559
2 4 6 1790.289062 -1.000000 1.746212 160 0.612549 -15.234307 -0.131712
2 5 1 1808.867798 -1.000000 1.914581 160 0.351196 -16.510354 -0.121270
2 5 2 1792.019165 -1.000000 2.146657 160 6.605103 -14.761010 -0.348696
2 5 3 1803.511719 -1.000000 2.056900 160 -0.055786 -15.384385 -0.081095
2 5 4 1782.503662 -1.000000 1.945306 160 1.689209 -14.737587 -0.192932
2 5 5 1800.780640 -1.000000 1.981400 160 1.426880 -15.124671 -0.205492
2 5 6 1793.797852 -1.000000 1.724669 160 2.618774 -14.308012 -0.106462
2 6 1 1771.705322 -1.000000 2.199631 160 0.650757 -15.165799 -0.052628
2 6 2 1834.148438 -1.000000 2.529806 160 1.574951 -14.348828 -0.061073
2 6 3 1807.171631 -1.000000 2.340569 160 0.040283 -13.819447 -0.088287
2 6 4 1787.268921 -1.000000 2.187543 160 0.113403 -13.345586 0.029361
2 6 5 1776.593384 -1.000000 2.213481 160 -0.407593 -14.730652 -0.058391
2 6 6 1826.379150 -1.000000 2.048682 160 -0.124268 -14.585848 -0.030990
2 7 1 1814.536377 -1.000000 1.958912 160 0.983887 -15.975226 -0.093495
2 7 2 1827.714233 -1.000000 2.405557 160 -0.338501 -13.392996 -0.083609
2 7 3 1822.457764 -1.000000 2.425619 160 -0.595459 -14.789841 -0.088336
2 7 4 1808.067993 -1.000000 2.138731 160 -0.262085 -12.983013 -0.012882
2 7 5 1799.076782 -1.000000 2.224875 160 0.126343 -14.694469 -0.088981
2 7 6 1816.831299 -1.000000 1.995362 160 -0.765747 -14.325598 -0.114509
2 8 1 1810.892822 -1.000000 1.793838 160 0.511475 -16.030968 -0.056521
2 8 2 1841.452881 -1.000000 2.235007 160 1.031860 -14.365049 -0.024410
2 8 3 1823.291260 -1.000000 1.734663 160 0.001343 -15.063423 -0.040206
2 8 4 1797.320679 -1.000000 1.914587 160 0.663086 -13.704904 0.016039
2 8 5 1823.214111 -1.000000 1.756163 160 0.188354 -14.560111 -0.002440
2 8 6 1858.076172 -1.000000 1.662069 160 0.200928 -15.274529 0.044835
3 1 1 1837.737427 -1.000000 1.618421 240 0.140137 -18.603430 -0.002334
3 1 2 1837.939697 -1.000000 1.918516 240 0.030518 -17.694761 0.008614
3 1 3 1821.904297 -1.000000 2.050509 240 0.519165 -20.038998 0.028534
3 1 4 1816.671265 -1.000000 2.060608 240 0.630615 -15.712951 -0.007447
3 2 1 1792.437744 -1.000000 1.557471 240 1.422119 -18.014368 -0.008944
3 2 2 1790.608032 -1.000000 1.687462 240 1.220581 -19.104305 -0.017846
3 2 3 1830.437744 -1.000000 1.714841 239 0.578735 -19.541330 -0.001434
3 2 4 1813.160889 -1.000000 1.724729 240 0.180420 -16.615747 -0.026738
3 3 1 1795.425415 -1.000000 1.869570 240 0.143433 -18.481102 0.121984
3 3 2 1794.640015 -1.000000 2.295208 240 -0.027588 -19.347927 0.192876
3 3 3 1811.154175 -1.000000 2.261451 240 0.245483 -20.567747 0.210970
3 3 4 1813.738159 -1.000000 2.737293 240 0.783691 -16.577775 0.219061
3 4 1 1776.023438 -1.000000 7.562902 240 0.595215 -17.215462 0.093871
3 4 2 1780.656738 -1.000000 9.761830 240 1.109497 -18.005266 0.222449
3 4 3 1771.740967 -1.000000 9.468288 240 1.031372 -18.722214 -0.029351
3 4 4 1772.750732 -1.000000 9.534255 240 0.846313 -16.925051 -0.036706
3 5 1 1816.769287 -1.000000 2.914854 240 0.529297 -17.253302 0.037632
3 5 2 1815.626343 -1.000000 3.552129 240 1.288574 -18.647348 -0.047220
3 5 3 1793.468506 -1.000000 3.682701 240 1.275391 -18.782370 0.020278
3 5 4 1786.546021 -1.000000 4.355697 240 2.233276 -16.919456 0.090896
3 6 1 1821.575439 -1.000000 2.271329 240 -0.562866 -18.905907 0.081022
3 6 2 1824.301636 -1.000000 2.542871 240 -0.068359 -18.525938 0.495204
3 6 3 1822.265625 -1.000000 2.317554 240 0.401733 -20.190380 0.402483
3 6 4 1817.697510 -1.000000 2.382137 240 0.892578 -17.458345 0.416603
3 7 1 1808.958374 -1.000000 2.189188 240 0.217285 -17.917690 0.215363
3 7 2 1815.326050 -1.000000 2.170829 240 -0.341431 -19.655979 0.050778
3 7 3 1788.717285 -1.000000 2.292538 240 -0.379272 -19.330235 0.209533
3 7 4 1789.600952 -1.000000 2.177588 240 -0.625854 -17.255020 0.179867
3 8 1 1787.014282 -1.000000 1.528650 240 0.430420 -17.548101 0.114675
3 8 2 1782.109741 -1.000000 1.700912 240 -1.096558 -18.830416 0.054729
3 8 3 1813.342163 -1.000000 1.706504 240 -0.260986 -19.461668 0.089214
3 8 4 1812.730957 -1.000000 1.820996 240 0.216675 -16.957708 0.116703
