"date"	"origin"	"destination"	"owac"	"dwac"	"carrier"	"Group"	"type"	"Total"	"Schedule"	"Charter"
200001.00	"ATL"	"BRU"	34	409	"SN"	0	"Passengers"	9879	9879	0
200001.00	"ATL"	"CCS"	34	388	"DL"	3	"Passengers"	4150	4150	0
200001.00	"ATL"	"CDG"	34	427	"AF"	0	"Passengers"	8302	8302	0
200001.00	"ATL"	"CDG"	34	427	"DL"	3	"Passengers"	12067	12067	0
200001.00	"ATL"	"CUN"	34	148	"AM"	0	"Passengers"	6504	6504	0
200001.00	"ATL"	"CUN"	34	148	"DL"	3	"Passengers"	263	263	0
200001.00	"ATL"	"CUN"	34	148	"LGQ"	0	"Passengers"	3444	0	3444
200001.00	"ATL"	"CUN"	34	148	"TZ"	3	"Passengers"	2611	0	2611
200001.00	"ATL"	"CUN"	34	148	"X9"	1	"Passengers"	217	0	217
200001.00	"ATL"	"CUR"	34	259	"LM"	0	"Passengers"	714	714	0
200001.00	"ATL"	"CZM"	34	148	"AM"	0	"Passengers"	313	313	0
200001.00	"ATL"	"DUB"	34	441	"DL"	3	"Passengers"	2364	2364	0
200001.00	"ATL"	"EZE"	34	303	"MJ"	0	"Passengers"	2882	2882	0
200001.00	"ATL"	"FCO"	34	450	"DL"	3	"Passengers"	8138	8138	0
200001.00	"ATL"	"FRA"	34	429	"DL"	3	"Passengers"	18059	18059	0
200001.00	"ATL"	"FRA"	34	429	"LH"	0	"Passengers"	9388	9388	0
200001.00	"ATL"	"GCM"	34	233	"DL"	3	"Passengers"	7426	7426	0
200001.00	"ATL"	"GDL"	34	148	"DL"	3	"Passengers"	4981	4981	0
200001.00	"ATL"	"GRU"	34	316	"DL"	3	"Passengers"	10861	10861	0
200001.00	"ATL"	"GUA"	34	127	"DL"	3	"Passengers"	5988	5988	0
200001.00	"ATL"	"HAM"	34	429	"DL"	3	"Passengers"	3557	3557	0
200001.00	"ATL"	"IST"	34	679	"DL"	3	"Passengers"	5	5	0
200001.00	"ATL"	"LGW"	34	493	"BA"	0	"Passengers"	9522	9522	0
200001.00	"ATL"	"LGW"	34	493	"DL"	3	"Passengers"	20345	20345	0
200001.00	"ATL"	"LIM"	34	368	"DL"	3	"Passengers"	7130	7130	0
200001.00	"ATL"	"MAD"	34	482	"DL"	3	"Passengers"	5464	5464	0
200001.00	"ATL"	"MAN"	34	493	"DL"	3	"Passengers"	9516	9516	0
200001.00	"ATL"	"MBJ"	34	243	"JM"	0	"Passengers"	14057	14057	0
200001.00	"ATL"	"MBJ"	34	243	"MMQ"	1	"Passengers"	296	0	296
200001.00	"ATL"	"MEX"	34	148	"AM"	0	"Passengers"	12141	12141	0
200001.00	"ATL"	"MEX"	34	148	"DL"	3	"Passengers"	16715	16715	0
200001.00	"ATL"	"MTY"	34	148	"AM"	0	"Passengers"	8670	8670	0
200001.00	"ATL"	"MUC"	34	429	"DL"	3	"Passengers"	8467	8467	0
200001.00	"ATL"	"NAS"	34	204	"DL"	3	"Passengers"	16618	16618	0
200001.00	"ATL"	"NAS"	34	204	"MMQ"	1	"Passengers"	168	0	168
200001.00	"ATL"	"NCE"	34	427	"DL"	3	"Passengers"	5	5	0
200001.00	"ATL"	"NRT"	34	736	"DL"	3	"Passengers"	8782	8782	0
200001.00	"ATL"	"PLS"	34	281	"MMQ"	1	"Passengers"	635	0	635
200001.00	"ATL"	"PTP"	34	235	"FCQ"	1	"Passengers"	63	0	63
200001.00	"ATL"	"PTY"	34	162	"DL"	3	"Passengers"	5682	5682	0
200001.00	"ATL"	"SAL"	34	118	"DL"	3	"Passengers"	6722	6722	0
200001.00	"ATL"	"SID"	34	507	"SA"	0	"Passengers"	253	253	0
200001.00	"ATL"	"SJO"	34	110	"DL"	3	"Passengers"	9826	9826	0
200001.00	"ATL"	"SNN"	34	441	"DL"	3	"Passengers"	2386	2386	0
200001.00	"ATL"	"SNN"	34	441	"SR"	0	"Passengers"	246	246	0
200001.00	"ATL"	"STR"	34	429	"DL"	3	"Passengers"	5889	5889	0
200001.00	"ATL"	"SVO"	34	475	"DL"	3	"Passengers"	111	111	0
200001.00	"ATL"	"YUL"	34	941	"DL"	3	"Passengers"	11287	11287	0
200001.00	"ATL"	"YYZ"	34	936	"AC"	0	"Passengers"	11961	11961	0
200001.00	"ATL"	"YYZ"	34	936	"DL"	3	"Passengers"	14475	14475	0
200001.00	"ATL"	"YYZ"	34	936	"US"	3	"Passengers"	1	1	0
200001.00	"ATL"	"ZLO"	34	148	"MMQ"	1	"Passengers"	128	0	128
200001.00	"ATL"	"ZRH"	34	486	"DL"	3	"Passengers"	5946	5946	0
200001.00	"ATL"	"ZRH"	34	486	"SR"	0	"Passengers"	15326	15326	0
200001.00	"AUS"	"PVR"	74	148	"MMQ"	1	"Passengers"	171	0	171
200001.00	"AVP"	"FPO"	23	204	"7Z"	0	"Passengers"	325	325	0
200001.00	"AVP"	"YYZ"	23	936	"US"	3	"Passengers"	42	42	0
200001.00	"BDL"	"AUA"	11	277	"LGQ"	0	"Passengers"	919	0	919
200001.00	"BDL"	"AUA"	11	277	"XG"	1	"Passengers"	308	0	308
200001.00	"BDL"	"FPO"	11	204	"7Z"	0	"Passengers"	2353	2353	0
200001.00	"BDL"	"GIG"	11	316	"AA"	3	"Passengers"	82	82	0
200001.00	"BDL"	"NAS"	11	204	"MMQ"	1	"Passengers"	284	0	284
200001.00	"BDL"	"SDQ"	11	224	"LGQ"	0	"Passengers"	167	0	167
200001.00	"BFI"	"YVR"	93	906	"PCQ"	1	"Passengers"	59	0	59
200001.00	"BGR"	"BLL"	12	419	"TZQ"	0	"Passengers"	601	0	601
200001.00	"BGR"	"CPH"	12	419	"TZQ"	0	"Passengers"	1204	0	1204
200001.00	"BGR"	"CUN"	12	148	"AY"	0	"Passengers"	1264	0	1264
200001.00	"BGR"	"CUN"	12	148	"TZ"	3	"Passengers"	65	0	65
200001.00	"BGR"	"DUS"	12	429	"TZ"	3	"Passengers"	65	0	65
200001.00	"BGR"	"HEL"	12	425	"AY"	0	"Passengers"	6173	1579	4594
200001.00	"BGR"	"POP"	12	224	"AY"	0	"Passengers"	3327	0	3327
200001.00	"BGR"	"PVR"	12	148	"TZQ"	0	"Passengers"	1805	0	1805
200001.00	"BGR"	"STR"	12	429	"DL"	3	"Passengers"	233	233	0
200001.00	"BIL"	"YVR"	84	906	"UA"	3	"Passengers"	99	99	0
200001.00	"BNA"	"CUN"	54	148	"5X"	3	"Passengers"	1330	0	1330
200001.00	"BNA"	"YYC"	54	916	"AC"	0	"Passengers"	36	0	36
200001.00	"BNA"	"ZRH"	54	486	"AA"	3	"Passengers"	76	76	0
200001.00	"BOI"	"CUN"	83	148	"LGQ"	0	"Passengers"	113	0	113
200001.00	"BOI"	"YVR"	83	906	"HP"	3	"Passengers"	69	69	0
200001.00	"BOS"	"AMS"	13	461	"NW"	3	"Passengers"	12129	12129	0
200001.00	"BOS"	"ANU"	13	206	"LGQ"	0	"Passengers"	645	0	645
200001.00	"BOS"	"ATH"	13	433	"OA"	0	"Passengers"	1894	1894	0
200001.00	"BOS"	"AUA"	13	277	"LGQ"	0	"Passengers"	2071	0	2071
200001.00	"BOS"	"AUA"	13	277	"X9"	1	"Passengers"	27466	0	27466
200001.00	"BOS"	"AUA"	13	277	"XG"	1	"Passengers"	413	0	413
200001.00	"BOS"	"BDA"	13	207	"DL"	3	"Passengers"	5099	5099	0
200001.00	"BOS"	"BDA"	13	207	"X9"	1	"Passengers"	324	0	324
200001.00	"BOS"	"BHX"	13	493	"TZQ"	0	"Passengers"	259	0	259
200001.00	"BOS"	"BRU"	13	409	"SN"	0	"Passengers"	8430	8430	0
200001.00	"BOS"	"CDG"	13	427	"AA"	3	"Passengers"	4983	4983	0
200001.00	"BOS"	"CDG"	13	427	"AF"	0	"Passengers"	9065	9065	0
200001.00	"BOS"	"CUN"	13	148	"LGQ"	0	"Passengers"	2610	0	2610
200001.00	"BOS"	"CUN"	13	148	"X9"	1	"Passengers"	15680	0	15680
200001.00	"BOS"	"CUN"	13	148	"XG"	1	"Passengers"	3561	0	3561
200001.00	"BOS"	"DUB"	13	441	"EI"	0	"Passengers"	5353	5353	0
200001.00	"BOS"	"FRA"	13	429	"LH"	0	"Passengers"	16271	16271	0
200001.00	"BOS"	"FRA"	13	429	"UA"	3	"Passengers"	160	160	0
200001.00	"BOS"	"KEF"	13	439	"FI"	0	"Passengers"	5074	5074	0
200001.00	"BOS"	"LGW"	13	493	"DL"	3	"Passengers"	158	158	0
200001.00	"BOS"	"LGW"	13	493	"VS"	0	"Passengers"	15354	15354	0
200001.00	"BOS"	"LHR"	13	493	"AA"	3	"Passengers"	13291	13291	0
200001.00	"BOS"	"LHR"	13	493	"BA"	0	"Passengers"	31810	31810	0
200001.00	"BOS"	"LHR"	13	493	"UA"	3	"Passengers"	6070	6070	0
200001.00	"BOS"	"LIS"	13	469	"TP"	0	"Passengers"	992	992	0
200001.00	"BOS"	"MAN"	13	493	"CO"	3	"Passengers"	118	118	0
200001.00	"BOS"	"MBJ"	13	243	"1I"	1	"Passengers"	2155	0	2155
200001.00	"BOS"	"MBJ"	13	243	"PN"	1	"Passengers"	127	0	127
200001.00	"BOS"	"MBJ"	13	243	"SM"	1	"Passengers"	733	733	0
200001.00	"BOS"	"MBJ"	13	243	"SY"	2	"Passengers"	1163	0	1163
200001.00	"BOS"	"MXP"	13	450	"AZ"	0	"Passengers"	6860	6860	0
200001.00	"BOS"	"NAS"	13	204	"1I"	1	"Passengers"	803	0	803
200001.00	"BOS"	"NAS"	13	204	"LGQ"	0	"Passengers"	297	0	297
200001.00	"BOS"	"NAS"	13	204	"X9"	1	"Passengers"	633	0	633
200001.00	"BOS"	"PDL"	13	469	"TP"	0	"Passengers"	860	860	0
200001.00	"BOS"	"PDL"	13	469	"XG"	1	"Passengers"	634	0	634
200001.00	"BOS"	"PLS"	13	281	"LGQ"	0	"Passengers"	1147	0	1147
200001.00	"BOS"	"PLS"	13	281	"SY"	2	"Passengers"	100	0	100
200001.00	"BOS"	"PLS"	13	281	"XG"	1	"Passengers"	156	0	156
200001.00	"BOS"	"POP"	13	224	"SY"	2	"Passengers"	1166	0	1166
200001.00	"BOS"	"PUJ"	13	224	"LGQ"	0	"Passengers"	1195	0	1195
200001.00	"BOS"	"SDQ"	13	224	"LGQ"	0	"Passengers"	1021	0	1021
200001.00	"BOS"	"SKB"	13	275	"LGQ"	0	"Passengers"	433	0	433
200001.00	"BOS"	"SNN"	13	441	"EI"	0	"Passengers"	6756	6756	0
200001.00	"BOS"	"SXM"	13	259	"SY"	2	"Passengers"	98	0	98
200001.00	"BOS"	"SXM"	13	259	"XG"	1	"Passengers"	1415	0	1415
200001.00	"BOS"	"TER"	13	469	"TP"	0	"Passengers"	1283	1283	0
200001.00	"BOS"	"TLV"	13	636	"TW"	3	"Passengers"	214	214	0
200001.00	"BOS"	"UVF"	13	276	"SY"	2	"Passengers"	289	0	289
200001.00	"BOS"	"UVF"	13	276	"XG"	1	"Passengers"	1383	0	1383
200001.00	"BOS"	"YMX"	13	941	"BA"	0	"Passengers"	152	152	0
200001.00	"BOS"	"YQX"	13	961	"NW"	3	"Passengers"	224	224	0
200001.00	"BOS"	"YUL"	13	941	"AA"	3	"Passengers"	101	101	0
200001.00	"BOS"	"YUL"	13	941	"SR"	0	"Passengers"	169	169	0
200001.00	"BOS"	"YVR"	13	906	"CP"	0	"Passengers"	3583	3583	0
200001.00	"BOS"	"YYZ"	13	936	"AC"	0	"Passengers"	18312	18312	0
200001.00	"BOS"	"YYZ"	13	936	"BA"	0	"Passengers"	66	66	0
200001.00	"BOS"	"YYZ"	13	936	"CP"	0	"Passengers"	161	161	0
200001.00	"BOS"	"YYZ"	13	936	"LH"	0	"Passengers"	177	177	0
200001.00	"BOS"	"ZRH"	13	486	"SR"	0	"Passengers"	11737	11737	0
200001.00	"BRO"	"CUN"	74	148	"MG"	1	"Passengers"	97	0	97
200001.00	"BTV"	"NAS"	16	204	"LGQ"	0	"Passengers"	116	0	116
200001.00	"BUF"	"CUN"	22	148	"LGQ"	0	"Passengers"	857	0	857
200001.00	"BUF"	"YUL"	22	941	"AC"	0	"Passengers"	88	0	88
200001.00	"BWI"	"AUA"	35	277	"FQ"	0	"Passengers"	871	871	0
200001.00	"BWI"	"AUA"	35	277	"RYQ"	2	"Passengers"	1174	0	1174
200001.00	"BWI"	"BDA"	35	207	"US"	3	"Passengers"	2735	2735	0
200001.00	"BWI"	"CDG"	35	427	"US"	3	"Passengers"	156	156	0
200001.00	"BWI"	"CUN"	35	148	"LGQ"	0	"Passengers"	305	0	305
200001.00	"BWI"	"CUN"	35	148	"RYQ"	2	"Passengers"	4382	0	4382
200001.00	"BWI"	"FPO"	35	204	"7Z"	0	"Passengers"	2104	2104	0
200001.00	"BWI"	"KEF"	35	439	"FI"	0	"Passengers"	5226	5226	0
200001.00	"BWI"	"LGW"	35	493	"BA"	0	"Passengers"	6815	6815	0
200001.00	"BWI"	"LHR"	35	493	"AA"	3	"Passengers"	73	73	0
200001.00	"BWI"	"LHR"	35	493	"UA"	3	"Passengers"	170	170	0
200001.00	"BWI"	"MBJ"	35	243	"JM"	0	"Passengers"	7995	7995	0
200001.00	"BWI"	"NAS"	35	204	"LGQ"	0	"Passengers"	2249	0	2249
200001.00	"BWI"	"POP"	35	224	"RYQ"	2	"Passengers"	149	0	149
200001.00	"BWI"	"PUJ"	35	224	"LGQ"	0	"Passengers"	285	0	285
200001.00	"BWI"	"PUJ"	35	224	"RYQ"	2	"Passengers"	1352	0	1352
200001.00	"BWI"	"PVR"	35	148	"RYQ"	2	"Passengers"	327	0	327
200001.00	"BWI"	"TFS"	35	482	"TZ"	3	"Passengers"	422	0	422
200001.00	"BWI"	"YYZ"	35	936	"PCQ"	1	"Passengers"	38	0	38
200001.00	"CHS"	"PUJ"	37	224	"MMQ"	1	"Passengers"	170	0	170
200001.00	"CID"	"CUN"	61	148	"TZ"	3	"Passengers"	75	0	75
200001.00	"CLE"	"AUA"	44	277	"RYQ"	2	"Passengers"	1152	0	1152
200001.00	"CLE"	"CDG"	44	427	"CO"	3	"Passengers"	176	176	0
200001.00	"CLE"	"CUN"	44	148	"CO"	3	"Passengers"	575	575	0
200001.00	"CLE"	"CUN"	44	148	"LGQ"	0	"Passengers"	644	0	644
200001.00	"CLE"	"CUN"	44	148	"RYQ"	2	"Passengers"	2360	0	2360
200001.00	"CLE"	"CUN"	44	148	"TZ"	3	"Passengers"	2412	0	2412
200001.00	"CLE"	"FPO"	44	204	"7Z"	0	"Passengers"	1374	1374	0
200001.00	"CLE"	"GCM"	44	233	"SM"	1	"Passengers"	23	0	23
200001.00	"CLE"	"LGW"	44	493	"CO"	3	"Passengers"	4853	4853	0
200001.00	"CLE"	"NAS"	44	204	"RYQ"	2	"Passengers"	1173	0	1173
200001.00	"CLE"	"POP"	44	224	"RYQ"	2	"Passengers"	132	0	132
200001.00	"CLE"	"PUJ"	44	224	"RYQ"	2	"Passengers"	876	0	876
200001.00	"CLE"	"PVR"	44	148	"RYQ"	2	"Passengers"	600	0	600
200001.00	"CLE"	"YUL"	44	941	"CO"	3	"Passengers"	65	65	0
200001.00	"CLE"	"YUL"	44	941	"RU"	2	"Passengers"	3465	3465	0
200001.00	"CLE"	"YYZ"	44	936	"CO"	3	"Passengers"	50	50	0
200001.00	"CLE"	"YYZ"	44	936	"RU"	2	"Passengers"	3247	3247	0
200001.00	"CLT"	"CDG"	36	427	"US"	3	"Passengers"	114	114	0
200001.00	"CLT"	"CUN"	36	148	"FCQ"	1	"Passengers"	3601	0	3601
200001.00	"CLT"	"CUN"	36	148	"US"	3	"Passengers"	6329	6329	0
200001.00	"CLT"	"GCM"	36	233	"US"	3	"Passengers"	6442	6442	0
200001.00	"CLT"	"LGW"	36	493	"BA"	0	"Passengers"	5924	5924	0
200001.00	"CLT"	"LGW"	36	493	"US"	3	"Passengers"	6674	6674	0
200001.00	"CLT"	"LHR"	36	493	"BA"	0	"Passengers"	113	113	0
200001.00	"CLT"	"MAD"	36	482	"US"	3	"Passengers"	64	64	0
200001.00	"CLT"	"MBJ"	36	243	"US"	3	"Passengers"	6903	6903	0
200001.00	"CLT"	"MUC"	36	429	"US"	3	"Passengers"	85	85	0
200001.00	"CLT"	"NAS"	36	204	"LOQ"	1	"Passengers"	120	0	120
200001.00	"CLT"	"NAS"	36	204	"US"	3	"Passengers"	7204	7204	0
200001.00	"CLT"	"SXM"	36	259	"US"	3	"Passengers"	1196	1196	0
200001.00	"CLT"	"YOW"	36	936	"US"	3	"Passengers"	100	100	0
200001.00	"CLT"	"YYZ"	36	936	"AC"	0	"Passengers"	1013	1013	0
200001.00	"CLT"	"YYZ"	36	936	"US"	3	"Passengers"	1	1	0
200001.00	"CMH"	"CUN"	44	148	"5X"	3	"Passengers"	208	0	208
200001.00	"CMH"	"CUN"	44	148	"LGQ"	0	"Passengers"	838	0	838
200001.00	"CMH"	"CUN"	44	148	"X9"	1	"Passengers"	162	0	162
200001.00	"CMH"	"NAS"	44	204	"RYQ"	2	"Passengers"	168	0	168
200001.00	"CPR"	"YYZ"	88	936	"AC"	0	"Passengers"	71	71	0
200001.00	"CVG"	"AMS"	44	461	"DL"	3	"Passengers"	101	101	0
200001.00	"CVG"	"ATH"	44	433	"DL"	3	"Passengers"	176	176	0
200001.00	"CVG"	"AUA"	44	277	"LGQ"	0	"Passengers"	817	0	817
200001.00	"CVG"	"BCN"	44	482	"DL"	3	"Passengers"	70	70	0
200001.00	"CVG"	"BRU"	44	409	"DL"	3	"Passengers"	221	221	0
200001.00	"CVG"	"BRU"	44	409	"SN"	0	"Passengers"	9596	9596	0
200001.00	"CVG"	"CDG"	44	427	"DL"	3	"Passengers"	7551	7551	0
200001.00	"CVG"	"CUN"	44	148	"5X"	3	"Passengers"	1658	0	1658
200001.00	"CVG"	"CUN"	44	148	"LGQ"	0	"Passengers"	1575	0	1575
200001.00	"CVG"	"FCO"	44	450	"DL"	3	"Passengers"	24	24	0
200001.00	"CVG"	"FPO"	44	204	"7Z"	0	"Passengers"	2190	2190	0
200001.00	"CVG"	"FRA"	44	429	"DL"	3	"Passengers"	9339	9339	0
200001.00	"CVG"	"GCM"	44	233	"MMQ"	1	"Passengers"	170	0	170
200001.00	"CVG"	"GCM"	44	233	"SM"	1	"Passengers"	523	0	523
200001.00	"CVG"	"LGW"	44	493	"DL"	3	"Passengers"	9963	9963	0
200001.00	"CVG"	"MAD"	44	482	"DL"	3	"Passengers"	102	102	0
200001.00	"CVG"	"MAN"	44	493	"DL"	3	"Passengers"	175	175	0
200001.00	"CVG"	"MBJ"	44	243	"SM"	1	"Passengers"	614	614	0
200001.00	"CVG"	"MUC"	44	429	"DL"	3	"Passengers"	10	10	0
200001.00	"CVG"	"MXP"	44	450	"DL"	3	"Passengers"	88	88	0
200001.00	"CVG"	"NAS"	44	204	"LGQ"	0	"Passengers"	979	0	979
200001.00	"CVG"	"NAS"	44	204	"RYQ"	2	"Passengers"	526	0	526
200001.00	"CVG"	"PUJ"	44	224	"LGQ"	0	"Passengers"	195	0	195
200001.00	"CVG"	"PUJ"	44	224	"MMQ"	1	"Passengers"	169	0	169
200001.00	"CVG"	"PUJ"	44	224	"RYQ"	2	"Passengers"	688	0	688
200001.00	"CVG"	"SDQ"	44	224	"LGQ"	0	"Passengers"	92	0	92
200001.00	"CVG"	"STR"	44	429	"DL"	3	"Passengers"	40	40	0
200001.00	"CVG"	"SVO"	44	475	"DL"	3	"Passengers"	150	150	0
200001.00	"CVG"	"YUL"	44	941	"DL"	3	"Passengers"	9238	9238	0
200001.00	"CVG"	"ZRH"	44	486	"DL"	3	"Passengers"	6142	6142	0
200001.00	"DCA"	"YUL"	32	941	"AC"	0	"Passengers"	40	0	40
200001.00	"DEN"	"CUN"	82	148	"LGQ"	0	"Passengers"	2618	0	2618
200001.00	"DEN"	"CUN"	82	148	"MG"	1	"Passengers"	2359	0	2359
200001.00	"DEN"	"CUN"	82	148	"RYQ"	2	"Passengers"	3312	0	3312
200001.00	"DEN"	"CZM"	82	148	"LGQ"	0	"Passengers"	2299	0	2299
200001.00	"DEN"	"CZM"	82	148	"RYQ"	2	"Passengers"	621	0	621
200001.00	"DEN"	"LGW"	82	493	"BA"	0	"Passengers"	12086	12086	0
200001.00	"DEN"	"LTO"	82	148	"LGQ"	0	"Passengers"	211	0	211
200001.00	"DEN"	"MZT"	82	148	"LGQ"	0	"Passengers"	624	0	624
200001.00	"DEN"	"MZT"	82	148	"MX"	0	"Passengers"	1375	1375	0
200001.00	"DEN"	"PVR"	82	148	"LGQ"	0	"Passengers"	1954	0	1954
200001.00	"DEN"	"PVR"	82	148	"MG"	1	"Passengers"	1296	0	1296
200001.00	"DEN"	"PVR"	82	148	"MX"	0	"Passengers"	1718	1718	0
200001.00	"DEN"	"PVR"	82	148	"RYQ"	2	"Passengers"	1612	0	1612
200001.00	"DEN"	"SJD"	82	148	"LGQ"	0	"Passengers"	839	0	839
200001.00	"DEN"	"SJD"	82	148	"MX"	0	"Passengers"	1140	1140	0
200001.00	"DEN"	"SJD"	82	148	"RYQ"	2	"Passengers"	1547	0	1547
200001.00	"DEN"	"YEG"	82	916	"AC"	0	"Passengers"	72	0	72
200001.00	"DEN"	"YEG"	82	916	"ZX"	0	"Passengers"	5080	5080	0
200001.00	"DEN"	"YHU"	82	941	"AC"	0	"Passengers"	46	0	46
200001.00	"DEN"	"YVR"	82	906	"CO"	3	"Passengers"	95	95	0
200001.00	"DEN"	"YVR"	82	906	"UA"	3	"Passengers"	5636	5636	0
200001.00	"DEN"	"YWG"	82	926	"ZX"	0	"Passengers"	2279	2279	0
200001.00	"DEN"	"YYC"	82	916	"AC"	0	"Passengers"	34	0	34
200001.00	"DEN"	"YYC"	82	916	"UA"	3	"Passengers"	10821	10821	0
200001.00	"DEN"	"YYZ"	82	936	"AC"	0	"Passengers"	14194	14194	0
200001.00	"DEN"	"ZCL"	82	148	"MX"	0	"Passengers"	721	721	0
200001.00	"DEN"	"ZIH"	82	148	"RYQ"	2	"Passengers"	677	0	677
200001.00	"DEN"	"ZLO"	82	148	"LGQ"	0	"Passengers"	549	0	549
200001.00	"DFW"	"ACA"	74	148	"AA"	3	"Passengers"	13878	12360	1518
200001.00	"DFW"	"ACA"	74	148	"DL"	3	"Passengers"	342	0	342
200001.00	"DFW"	"ACA"	74	148	"MMQ"	1	"Passengers"	147	0	147
200001.00	"DFW"	"AUA"	74	277	"X9"	1	"Passengers"	321	0	321
200001.00	"DFW"	"BJX"	74	148	"AA"	3	"Passengers"	8626	8626	0
200001.00	"DFW"	"BZE"	74	106	"AA"	3	"Passengers"	4271	4271	0
200001.00	"DFW"	"CCS"	74	388	"AA"	3	"Passengers"	738	738	0
200001.00	"DFW"	"CDG"	74	427	"AA"	3	"Passengers"	7604	7604	0
200001.00	"DFW"	"CUN"	74	148	"AA"	3	"Passengers"	22719	22719	0
200001.00	"DFW"	"CUN"	74	148	"AM"	0	"Passengers"	702	702	0
200001.00	"DFW"	"CUN"	74	148	"MG"	1	"Passengers"	5132	0	5132
200001.00	"DFW"	"CUN"	74	148	"SY"	2	"Passengers"	2472	0	2472
200001.00	"DFW"	"CUN"	74	148	"X9"	1	"Passengers"	354	0	354
200001.00	"DFW"	"CZM"	74	148	"MG"	1	"Passengers"	2508	0	2508
200001.00	"DFW"	"CZM"	74	148	"SY"	2	"Passengers"	155	0	155
200001.00	"DFW"	"FRA"	74	429	"AA"	3	"Passengers"	9510	9510	0
200001.00	"DFW"	"FRA"	74	429	"LH"	0	"Passengers"	9443	9443	0
200001.00	"DFW"	"GDL"	74	148	"AA"	3	"Passengers"	16371	16371	0
200001.00	"DFW"	"GDL"	74	148	"LGQ"	0	"Passengers"	100	0	100
200001.00	"DFW"	"GRU"	74	316	"AA"	3	"Passengers"	9042	9042	0
200001.00	"DFW"	"GUA"	74	127	"GU"	0	"Passengers"	3805	3805	0
200001.00	"DFW"	"HUX"	74	148	"AA"	3	"Passengers"	1092	0	1092
200001.00	"DFW"	"KIX"	74	736	"AA"	3	"Passengers"	9491	9491	0
200001.00	"DFW"	"LGW"	74	493	"AA"	3	"Passengers"	18651	18651	0
200001.00	"DFW"	"LGW"	74	493	"BA"	0	"Passengers"	9213	9213	0
200001.00	"DFW"	"LIM"	74	368	"AA"	3	"Passengers"	7245	7245	0
200001.00	"DFW"	"MBJ"	74	243	"MG"	1	"Passengers"	1250	0	1250
200001.00	"DFW"	"MEX"	74	148	"AA"	3	"Passengers"	31592	31592	0
200001.00	"DFW"	"MEX"	74	148	"AM"	0	"Passengers"	11366	11366	0
200001.00	"DFW"	"MTY"	74	148	"AA"	3	"Passengers"	18798	18798	0
200001.00	"DFW"	"MZT"	74	148	"MG"	1	"Passengers"	143	0	143
200001.00	"DFW"	"NRT"	74	736	"AA"	3	"Passengers"	10790	10790	0
200001.00	"DFW"	"NRT"	74	736	"JL"	0	"Passengers"	7322	7322	0
200001.00	"DFW"	"PVR"	74	148	"AA"	3	"Passengers"	9672	9672	0
200001.00	"DFW"	"PVR"	74	148	"RYQ"	2	"Passengers"	129	0	129
