       2      10       6      99       0      15       0     -999.000
      Alt            U            V       U_quality    V_quality
      885.000     -999.000     -999.000     -999.000     -999.000
      895.000     -999.000     -999.000     -999.000     -999.000
      905.000     -999.000     -999.000     -999.000     -999.000
      915.000     -999.000     -999.000     -999.000     -999.000
      925.000     -999.000     -999.000     -999.000     -999.000
      935.000     -999.000     -999.000     -999.000     -999.000
      945.000     -999.000     -999.000     -999.000     -999.000
      955.000     -999.000     -999.000     -999.000     -999.000
      965.000     -999.000     -999.000     -999.000     -999.000
      975.000     -999.000     -999.000     -999.000     -999.000
      985.000     -999.000     -999.000     -999.000     -999.000
      995.000     -999.000     -999.000     -999.000     -999.000
       2      10       6      99      12      60       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -1.57637      2.83674   0.00546560   0.00421328
      25.0000     -1.62632      3.43376   0.00458037   0.00351315
      35.0000     -1.60656      4.27740   0.00432196   0.00330908
      45.0000     -1.52650      5.22467   0.00450055   0.00347239
      55.0000     -1.45104      6.18880   0.00485713   0.00379617
      65.0000     -1.35845      7.15659   0.00550872   0.00435018
      75.0000     -1.15294      8.15104   0.00634247   0.00504016
      85.0000    -0.723798      9.13702   0.00743620   0.00594250
      95.0000   -0.0784767      9.97170   0.00865731   0.00697670
      105.000     0.539926      10.4910   0.00991808   0.00810858
      115.000     0.994227      10.6945    0.0111420   0.00931851
      125.000      1.33085      10.7313    0.0118802    0.0102048
      135.000      1.58554      10.7027    0.0133303    0.0119473
      145.000      1.80212      10.6649    0.0150282    0.0143214
      155.000      2.00242      10.6382    0.0156649    0.0162017
      165.000      2.12658      10.4748    0.0184628    0.0210561
      175.000      2.08028      10.1055    0.0231582    0.0286812
      185.000      1.97138      9.70365    0.0309410    0.0410447
      195.000      1.80986      9.28742    0.0406294    0.0564670
      205.000      1.41036      8.51838    0.0522721    0.0762431
      215.000     0.716226      7.23294    0.0712847     0.107756
      225.000    -0.173117      5.55461    0.0956490     0.149612
      235.000    -0.117080      5.64005     0.104451     0.166372
      245.000     -999.000     -999.000     -999.000     -999.000
      255.000     -999.000     -999.000     -999.000     -999.000
      265.000     -999.000     -999.000     -999.000     -999.000
      275.000     -999.000     -999.000     -999.000     -999.000
      285.000     -999.000     -999.000     -999.000     -999.000
      295.000     -999.000     -999.000     -999.000     -999.000
      305.000     -999.000     -999.000     -999.000     -999.000
      315.000     -999.000     -999.000     -999.000     -999.000
      325.000     -999.000     -999.000     -999.000     -999.000
      335.000     -999.000     -999.000     -999.000     -999.000
      345.000     -999.000     -999.000     -999.000     -999.000
      355.000     -999.000     -999.000     -999.000     -999.000
      365.000     -999.000     -999.000     -999.000     -999.000
      375.000     -999.000     -999.000     -999.000     -999.000
      385.000     -999.000     -999.000     -999.000     -999.000
      395.000     -999.000     -999.000     -999.000     -999.000
      405.000     -999.000     -999.000     -999.000     -999.000
      415.000     -999.000     -999.000     -999.000     -999.000
      425.000     -999.000     -999.000     -999.000     -999.000
      435.000     -999.000     -999.000     -999.000     -999.000
      445.000     -999.000     -999.000     -999.000     -999.000
      455.000     -999.000     -999.000     -999.000     -999.000
      465.000     -999.000     -999.000     -999.000     -999.000
      475.000     -999.000     -999.000     -999.000     -999.000
      485.000     -999.000     -999.000     -999.000     -999.000
      495.000     -999.000     -999.000     -999.000     -999.000
      505.000     -999.000     -999.000     -999.000     -999.000
      515.000     -999.000     -999.000     -999.000     -999.000
      525.000     -999.000     -999.000     -999.000     -999.000
      535.000     -999.000     -999.000     -999.000     -999.000
      545.000     -999.000     -999.000     -999.000     -999.000
      555.000     -999.000     -999.000     -999.000     -999.000
      565.000     -999.000     -999.000     -999.000     -999.000
      575.000     -999.000     -999.000     -999.000     -999.000
      585.000     -999.000     -999.000     -999.000     -999.000
      595.000     -999.000     -999.000     -999.000     -999.000
      605.000     -999.000     -999.000     -999.000     -999.000
      615.000     -999.000     -999.000     -999.000     -999.000
      625.000     -999.000     -999.000     -999.000     -999.000
      635.000     -999.000     -999.000     -999.000     -999.000
      645.000     -999.000     -999.000     -999.000     -999.000
      655.000     -999.000     -999.000     -999.000     -999.000
      665.000     -999.000     -999.000     -999.000     -999.000
      675.000     -999.000     -999.000     -999.000     -999.000
      685.000     -999.000     -999.000     -999.000     -999.000
      695.000     -999.000     -999.000     -999.000     -999.000
      705.000     -999.000     -999.000     -999.000     -999.000
      715.000     -999.000     -999.000     -999.000     -999.000
      725.000     -999.000     -999.000     -999.000     -999.000
      735.000     -999.000     -999.000     -999.000     -999.000
      745.000     -999.000     -999.000     -999.000     -999.000
      755.000     -999.000     -999.000     -999.000     -999.000
      765.000     -999.000     -999.000     -999.000     -999.000
      775.000     -999.000     -999.000     -999.000     -999.000
      785.000     -999.000     -999.000     -999.000     -999.000
      795.000     -999.000     -999.000     -999.000     -999.000
      805.000     -999.000     -999.000     -999.000     -999.000
      815.000     -999.000     -999.000     -999.000     -999.000
      825.000     -999.000     -999.000     -999.000     -999.000
      835.000     -999.000     -999.000     -999.000     -999.000
      845.000     -999.000     -999.000     -999.000     -999.000
      855.000     -999.000     -999.000     -999.000     -999.000
      865.000     -999.000     -999.000     -999.000     -999.000
      875.000     -999.000     -999.000     -999.000     -999.000
      885.000     -999.000     -999.000     -999.000     -999.000
      895.000     -999.000     -999.000     -999.000     -999.000
      905.000     -999.000     -999.000     -999.000     -999.000
      915.000     -999.000     -999.000     -999.000     -999.000
      925.000     -999.000     -999.000     -999.000     -999.000
      935.000     -999.000     -999.000     -999.000     -999.000
      945.000     -999.000     -999.000     -999.000     -999.000
      955.000     -999.000     -999.000     -999.000     -999.000
      965.000     -999.000     -999.000     -999.000     -999.000
      975.000     -999.000     -999.000     -999.000     -999.000
      985.000     -999.000     -999.000     -999.000     -999.000
      995.000     -999.000     -999.000     -999.000     -999.000
       2      10       6      99      13      15       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -1.93132      2.75922   0.00801944   0.00485624
      25.0000     -2.05206      3.32360   0.00683105   0.00407471
      35.0000     -2.13694      4.12173   0.00611221   0.00360147
      45.0000     -2.14668      4.98470   0.00585626   0.00345457
      55.0000     -2.10973      5.88415   0.00610451   0.00361978
      65.0000     -2.00953      6.82215   0.00689744   0.00412392
      75.0000     -1.79283      7.81096   0.00782854   0.00475065
      85.0000     -1.37566      8.83258   0.00895229   0.00558267
      95.0000    -0.721767      9.78665   0.00989377   0.00641428
      105.000   -0.0311721      10.4815    0.0103084   0.00695197
      115.000     0.489200      10.7828    0.0109566   0.00766712
      125.000     0.866445      10.8463    0.0114835   0.00828351
      135.000      1.16736      10.8165    0.0131366   0.00988542
      145.000      1.36180      10.6674    0.0163558    0.0130318
      155.000      1.48173      10.4815    0.0189663    0.0163293
      165.000      1.51514      10.2660    0.0219122    0.0207558
      175.000      1.48833      10.0228    0.0251705    0.0259605
      185.000      1.38191      9.68210    0.0343259    0.0382527
      195.000      1.17631      9.28154    0.0450129    0.0538408
      205.000     0.881375      8.64208    0.0594581    0.0763658
      215.000    -0.200652      6.63207    0.0905781     0.126169
      225.000     -1.61011      4.01927     0.121095     0.178618
      235.000     -999.000     -999.000     -999.000     -999.000
      245.000     -999.000     -999.000     -999.000     -999.000
      255.000     -999.000     -999.000     -999.000     -999.000
      265.000     -999.000     -999.000     -999.000     -999.000
      275.000     -999.000     -999.000     -999.000     -999.000
      285.000     -999.000     -999.000     -999.000     -999.000
      295.000     -999.000     -999.000     -999.000     -999.000
      305.000     -999.000     -999.000     -999.000     -999.000
      315.000     -999.000     -999.000     -999.000     -999.000
      325.000     -999.000     -999.000     -999.000     -999.000
      335.000     -999.000     -999.000     -999.000     -999.000
      345.000     -999.000     -999.000     -999.000     -999.000
      355.000     -999.000     -999.000     -999.000     -999.000
      365.000     -999.000     -999.000     -999.000     -999.000
      375.000     -999.000     -999.000     -999.000     -999.000
      385.000     -999.000     -999.000     -999.000     -999.000
      395.000     -999.000     -999.000     -999.000     -999.000
      405.000     -999.000     -999.000     -999.000     -999.000
      415.000     -999.000     -999.000     -999.000     -999.000
      425.000     -999.000     -999.000     -999.000     -999.000
      435.000     -999.000     -999.000     -999.000     -999.000
      445.000     -999.000     -999.000     -999.000     -999.000
      455.000     -999.000     -999.000     -999.000     -999.000
      465.000     -999.000     -999.000     -999.000     -999.000
      475.000     -999.000     -999.000     -999.000     -999.000
      485.000     -999.000     -999.000     -999.000     -999.000
      495.000     -999.000     -999.000     -999.000     -999.000
      505.000     -999.000     -999.000     -999.000     -999.000
      515.000     -999.000     -999.000     -999.000     -999.000
      525.000     -999.000     -999.000     -999.000     -999.000
      535.000     -999.000     -999.000     -999.000     -999.000
      545.000     -999.000     -999.000     -999.000     -999.000
      555.000     -999.000     -999.000     -999.000     -999.000
      565.000     -999.000     -999.000     -999.000     -999.000
      575.000     -999.000     -999.000     -999.000     -999.000
      585.000     -999.000     -999.000     -999.000     -999.000
      595.000     -999.000     -999.000     -999.000     -999.000
      605.000     -999.000     -999.000     -999.000     -999.000
      615.000     -999.000     -999.000     -999.000     -999.000
      625.000     -999.000     -999.000     -999.000     -999.000
      635.000     -999.000     -999.000     -999.000     -999.000
      645.000     -999.000     -999.000     -999.000     -999.000
      655.000     -999.000     -999.000     -999.000     -999.000
      665.000     -999.000     -999.000     -999.000     -999.000
      675.000     -999.000     -999.000     -999.000     -999.000
      685.000     -999.000     -999.000     -999.000     -999.000
      695.000     -999.000     -999.000     -999.000     -999.000
      705.000     -999.000     -999.000     -999.000     -999.000
      715.000     -999.000     -999.000     -999.000     -999.000
      725.000     -999.000     -999.000     -999.000     -999.000
      735.000     -999.000     -999.000     -999.000     -999.000
      745.000     -999.000     -999.000     -999.000     -999.000
      755.000     -999.000     -999.000     -999.000     -999.000
      765.000     -999.000     -999.000     -999.000     -999.000
      775.000     -999.000     -999.000     -999.000     -999.000
      785.000     -999.000     -999.000     -999.000     -999.000
      795.000     -999.000     -999.000     -999.000     -999.000
      805.000     -999.000     -999.000     -999.000     -999.000
      815.000     -999.000     -999.000     -999.000     -999.000
      825.000     -999.000     -999.000     -999.000     -999.000
      835.000     -999.000     -999.000     -999.000     -999.000
      845.000     -999.000     -999.000     -999.000     -999.000
      855.000     -999.000     -999.000     -999.000     -999.000
      865.000     -999.000     -999.000     -999.000     -999.000
      875.000     -999.000     -999.000     -999.000     -999.000
      885.000     -999.000     -999.000     -999.000     -999.000
      895.000     -999.000     -999.000     -999.000     -999.000
      905.000     -999.000     -999.000     -999.000     -999.000
      915.000     -999.000     -999.000     -999.000     -999.000
      925.000     -999.000     -999.000     -999.000     -999.000
      935.000     -999.000     -999.000     -999.000     -999.000
      945.000     -999.000     -999.000     -999.000     -999.000
      955.000     -999.000     -999.000     -999.000     -999.000
      965.000     -999.000     -999.000     -999.000     -999.000
      975.000     -999.000     -999.000     -999.000     -999.000
      985.000     -999.000     -999.000     -999.000     -999.000
      995.000     -999.000     -999.000     -999.000     -999.000
       2      10       6      99      13      30       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -2.10082      2.97936    0.0108484   0.00522149
      25.0000     -2.19566      3.50292   0.00900188   0.00430220
      35.0000     -2.29619      4.23210   0.00736455   0.00349776
      45.0000     -2.28278      4.99259   0.00667012   0.00316428
      55.0000     -2.20935      5.76792   0.00710959   0.00337269
      65.0000     -2.09461      6.60042   0.00833031   0.00396901
      75.0000     -1.91225      7.50435   0.00970313   0.00465773
      85.0000     -1.65266      8.46230    0.0110345   0.00537512
      95.0000     -1.25979      9.43472    0.0119617   0.00595199
      105.000    -0.746615      10.2961    0.0119682   0.00610851
      115.000    -0.225493      10.8005    0.0128290   0.00673642
      125.000     0.199244      10.9332    0.0156648   0.00843413
      135.000     0.555307      10.8906    0.0197346    0.0110107
      145.000     0.817724      10.7370    0.0243509    0.0141987
      155.000      1.01208      10.5721    0.0291437    0.0179979
      165.000      1.02671      10.3468    0.0378174    0.0250177
      175.000     0.993049      10.1414    0.0436540    0.0309582
      185.000     0.897303      9.85888    0.0597146    0.0456293
      195.000     0.470497      9.28660    0.0864707    0.0706245
      205.000     0.165745      8.73708     0.119642     0.104574
      215.000    -0.247711      8.07874     0.168138     0.164107
      225.000     -999.000     -999.000     -999.000     -999.000
      235.000     -999.000     -999.000     -999.000     -999.000
      245.000     -999.000     -999.000     -999.000     -999.000
      255.000     -999.000     -999.000     -999.000     -999.000
      265.000     -999.000     -999.000     -999.000     -999.000
      275.000     -999.000     -999.000     -999.000     -999.000
      285.000     -999.000     -999.000     -999.000     -999.000
      295.000     -999.000     -999.000     -999.000     -999.000
      305.000     -999.000     -999.000     -999.000     -999.000
      315.000     -999.000     -999.000     -999.000     -999.000
      325.000     -999.000     -999.000     -999.000     -999.000
      335.000     -999.000     -999.000     -999.000     -999.000
      345.000     -999.000     -999.000     -999.000     -999.000
      355.000     -999.000     -999.000     -999.000     -999.000
      365.000     -999.000     -999.000     -999.000     -999.000
      375.000     -999.000     -999.000     -999.000     -999.000
      385.000     -999.000     -999.000     -999.000     -999.000
      395.000     -999.000     -999.000     -999.000     -999.000
      405.000     -999.000     -999.000     -999.000     -999.000
      415.000     -999.000     -999.000     -999.000     -999.000
      425.000     -999.000     -999.000     -999.000     -999.000
      435.000     -999.000     -999.000     -999.000     -999.000
      445.000     -999.000     -999.000     -999.000     -999.000
      455.000     -999.000     -999.000     -999.000     -999.000
      465.000     -999.000     -999.000     -999.000     -999.000
      475.000     -999.000     -999.000     -999.000     -999.000
      485.000     -999.000     -999.000     -999.000     -999.000
      495.000     -999.000     -999.000     -999.000     -999.000
      505.000     -999.000     -999.000     -999.000     -999.000
      515.000     -999.000     -999.000     -999.000     -999.000
      525.000     -999.000     -999.000     -999.000     -999.000
      535.000     -999.000     -999.000     -999.000     -999.000
      545.000     -999.000     -999.000     -999.000     -999.000
      555.000     -999.000     -999.000     -999.000     -999.000
      565.000     -999.000     -999.000     -999.000     -999.000
      575.000     -999.000     -999.000     -999.000     -999.000
      585.000     -999.000     -999.000     -999.000     -999.000
      595.000     -999.000     -999.000     -999.000     -999.000
      605.000     -999.000     -999.000     -999.000     -999.000
      615.000     -999.000     -999.000     -999.000     -999.000
      625.000     -999.000     -999.000     -999.000     -999.000
      635.000     -999.000     -999.000     -999.000     -999.000
      645.000     -999.000     -999.000     -999.000     -999.000
      655.000     -999.000     -999.000     -999.000     -999.000
      665.000     -999.000     -999.000     -999.000     -999.000
      675.000     -999.000     -999.000     -999.000     -999.000
      685.000     -999.000     -999.000     -999.000     -999.000
      695.000     -999.000     -999.000     -999.000     -999.000
      705.000     -999.000     -999.000     -999.000     -999.000
      715.000     -999.000     -999.000     -999.000     -999.000
      725.000     -999.000     -999.000     -999.000     -999.000
      735.000     -999.000     -999.000     -999.000     -999.000
      745.000     -999.000     -999.000     -999.000     -999.000
      755.000     -999.000     -999.000     -999.000     -999.000
      765.000     -999.000     -999.000     -999.000     -999.000
      775.000     -999.000     -999.000     -999.000     -999.000
      785.000     -999.000     -999.000     -999.000     -999.000
      795.000     -999.000     -999.000     -999.000     -999.000
      805.000     -999.000     -999.000     -999.000     -999.000
      815.000     -999.000     -999.000     -999.000     -999.000
      825.000     -999.000     -999.000     -999.000     -999.000
      835.000     -999.000     -999.000     -999.000     -999.000
      845.000     -999.000     -999.000     -999.000     -999.000
      855.000     -999.000     -999.000     -999.000     -999.000
      865.000     -999.000     -999.000     -999.000     -999.000
      875.000     -999.000     -999.000     -999.000     -999.000
      885.000     -999.000     -999.000     -999.000     -999.000
      895.000     -999.000     -999.000     -999.000     -999.000
      905.000     -999.000     -999.000     -999.000     -999.000
      915.000     -999.000     -999.000     -999.000     -999.000
      925.000     -999.000     -999.000     -999.000     -999.000
      935.000     -999.000     -999.000     -999.000     -999.000
      945.000     -999.000     -999.000     -999.000     -999.000
      955.000     -999.000     -999.000     -999.000     -999.000
      965.000     -999.000     -999.000     -999.000     -999.000
      975.000     -999.000     -999.000     -999.000     -999.000
      985.000     -999.000     -999.000     -999.000     -999.000
      995.000     -999.000     -999.000     -999.000     -999.000
       2      10       6      99      13      45       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -1.51977      3.26975   0.00840927   0.00332334
      25.0000     -1.63487      3.67848   0.00667525   0.00261802
      35.0000     -1.84848      4.18639   0.00547941   0.00213431
      45.0000     -2.03644      4.67224   0.00574225   0.00224017
      55.0000     -2.16536      5.21988   0.00703213   0.00276624
      65.0000     -2.13687      5.93913   0.00849410   0.00338851
      75.0000     -2.07263      6.69664    0.0104237   0.00420136
      85.0000     -2.12115      7.44378    0.0131363   0.00534646
      95.0000     -2.18909      8.26131    0.0163925   0.00677155
      105.000     -2.12061      9.17013    0.0194409   0.00821362
      115.000     -1.67387      10.0362    0.0213861   0.00929208
      125.000    -0.943827      10.5977    0.0271782    0.0121631
      135.000    -0.343968      10.7734    0.0378350    0.0174656
      145.000   -0.0899626      10.6682    0.0476151    0.0226600
      155.000   -0.0112679      10.4524    0.0634030    0.0311276
      165.000     0.103282      10.2018    0.0937370    0.0475723
      175.000     0.380754      10.0250     0.126894    0.0666528
      185.000     0.123488      9.65266     0.172931    0.0946700
      195.000     -999.000     -999.000     -999.000     -999.000
      205.000     -999.000     -999.000     -999.000     -999.000
      215.000     -999.000     -999.000     -999.000     -999.000
      225.000     -999.000     -999.000     -999.000     -999.000
      235.000     -999.000     -999.000     -999.000     -999.000
      245.000     -999.000     -999.000     -999.000     -999.000
      255.000     -999.000     -999.000     -999.000     -999.000
      265.000     -999.000     -999.000     -999.000     -999.000
      275.000     -999.000     -999.000     -999.000     -999.000
      285.000     -999.000     -999.000     -999.000     -999.000
      295.000     -999.000     -999.000     -999.000     -999.000
      305.000     -999.000     -999.000     -999.000     -999.000
      315.000     -999.000     -999.000     -999.000     -999.000
      325.000     -999.000     -999.000     -999.000     -999.000
      335.000     -999.000     -999.000     -999.000     -999.000
      345.000     -999.000     -999.000     -999.000     -999.000
      355.000     -999.000     -999.000     -999.000     -999.000
      365.000     -999.000     -999.000     -999.000     -999.000
      375.000     -999.000     -999.000     -999.000     -999.000
      385.000     -999.000     -999.000     -999.000     -999.000
      395.000     -999.000     -999.000     -999.000     -999.000
      405.000     -999.000     -999.000     -999.000     -999.000
      415.000     -999.000     -999.000     -999.000     -999.000
      425.000     -999.000     -999.000     -999.000     -999.000
      435.000     -999.000     -999.000     -999.000     -999.000
      445.000     -999.000     -999.000     -999.000     -999.000
      455.000     -999.000     -999.000     -999.000     -999.000
      465.000     -999.000     -999.000     -999.000     -999.000
      475.000     -999.000     -999.000     -999.000     -999.000
      485.000     -999.000     -999.000     -999.000     -999.000
      495.000     -999.000     -999.000     -999.000     -999.000
      505.000     -999.000     -999.000     -999.000     -999.000
      515.000     -999.000     -999.000     -999.000     -999.000
      525.000     -999.000     -999.000     -999.000     -999.000
      535.000     -999.000     -999.000     -999.000     -999.000
      545.000     -999.000     -999.000     -999.000     -999.000
      555.000     -999.000     -999.000     -999.000     -999.000
      565.000     -999.000     -999.000     -999.000     -999.000
      575.000     -999.000     -999.000     -999.000     -999.000
      585.000     -999.000     -999.000     -999.000     -999.000
      595.000     -999.000     -999.000     -999.000     -999.000
      605.000     -999.000     -999.000     -999.000     -999.000
      615.000     -999.000     -999.000     -999.000     -999.000
      625.000     -999.000     -999.000     -999.000     -999.000
      635.000     -999.000     -999.000     -999.000     -999.000
      645.000     -999.000     -999.000     -999.000     -999.000
      655.000     -999.000     -999.000     -999.000     -999.000
      665.000     -999.000     -999.000     -999.000     -999.000
      675.000     -999.000     -999.000     -999.000     -999.000
      685.000     -999.000     -999.000     -999.000     -999.000
      695.000     -999.000     -999.000     -999.000     -999.000
      705.000     -999.000     -999.000     -999.000     -999.000
      715.000     -999.000     -999.000     -999.000     -999.000
      725.000     -999.000     -999.000     -999.000     -999.000
      735.000     -999.000     -999.000     -999.000     -999.000
      745.000     -999.000     -999.000     -999.000     -999.000
      755.000     -999.000     -999.000     -999.000     -999.000
      765.000     -999.000     -999.000     -999.000     -999.000
      775.000     -999.000     -999.000     -999.000     -999.000
      785.000     -999.000     -999.000     -999.000     -999.000
      795.000     -999.000     -999.000     -999.000     -999.000
      805.000     -999.000     -999.000     -999.000     -999.000
      815.000     -999.000     -999.000     -999.000     -999.000
      825.000     -999.000     -999.000     -999.000     -999.000
      835.000     -999.000     -999.000     -999.000     -999.000
      845.000     -999.000     -999.000     -999.000     -999.000
      855.000     -999.000     -999.000     -999.000     -999.000
      865.000     -999.000     -999.000     -999.000     -999.000
      875.000     -999.000     -999.000     -999.000     -999.000
      885.000     -999.000     -999.000     -999.000     -999.000
      895.000     -999.000     -999.000     -999.000     -999.000
      905.000     -999.000     -999.000     -999.000     -999.000
      915.000     -999.000     -999.000     -999.000     -999.000
      925.000     -999.000     -999.000     -999.000     -999.000
      935.000     -999.000     -999.000     -999.000     -999.000
      945.000     -999.000     -999.000     -999.000     -999.000
      955.000     -999.000     -999.000     -999.000     -999.000
      965.000     -999.000     -999.000     -999.000     -999.000
      975.000     -999.000     -999.000     -999.000     -999.000
      985.000     -999.000     -999.000     -999.000     -999.000
      995.000     -999.000     -999.000     -999.000     -999.000
       2      10       6      99      13      60       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -1.32657      3.70228   0.00599497   0.00244927
      25.0000     -1.38843      4.03603   0.00506569   0.00196584
      35.0000     -1.45434      4.41265   0.00468801   0.00172048
      45.0000     -1.52955      4.76049   0.00539183   0.00190338
      55.0000     -1.63001      5.16279   0.00638544   0.00223905
      65.0000     -1.72057      5.70837   0.00723278   0.00255524
      75.0000     -1.76416      6.23800   0.00837039   0.00297564
      85.0000     -1.82387      6.73917    0.0104350   0.00373995
      95.0000     -1.89179      7.30533    0.0135711   0.00494574
      105.000     -2.02042      7.92712    0.0184851   0.00692052
      115.000     -2.28120      8.56413    0.0267950    0.0104060
      125.000     -2.66405      9.14475    0.0453638    0.0185125
      135.000     -2.82919      9.53951    0.0823295    0.0357682
      145.000     -2.85656      9.47767     0.150103    0.0690296
      155.000     -999.000     -999.000     -999.000     -999.000
      165.000     -999.000     -999.000     -999.000     -999.000
      175.000     -999.000     -999.000     -999.000     -999.000
      185.000     -999.000     -999.000     -999.000     -999.000
      195.000     -999.000     -999.000     -999.000     -999.000
      205.000     -999.000     -999.000     -999.000     -999.000
      215.000     -999.000     -999.000     -999.000     -999.000
      225.000     -999.000     -999.000     -999.000     -999.000
      235.000     -999.000     -999.000     -999.000     -999.000
      245.000     -999.000     -999.000     -999.000     -999.000
      255.000     -999.000     -999.000     -999.000     -999.000
      265.000     -999.000     -999.000     -999.000     -999.000
      275.000     -999.000     -999.000     -999.000     -999.000
      285.000     -999.000     -999.000     -999.000     -999.000
      295.000     -999.000     -999.000     -999.000     -999.000
      305.000     -999.000     -999.000     -999.000     -999.000
      315.000     -999.000     -999.000     -999.000     -999.000
      325.000     -999.000     -999.000     -999.000     -999.000
      335.000     -999.000     -999.000     -999.000     -999.000
      345.000     -999.000     -999.000     -999.000     -999.000
      355.000     -999.000     -999.000     -999.000     -999.000
      365.000     -999.000     -999.000     -999.000     -999.000
      375.000     -999.000     -999.000     -999.000     -999.000
      385.000     -999.000     -999.000     -999.000     -999.000
      395.000     -999.000     -999.000     -999.000     -999.000
      405.000     -999.000     -999.000     -999.000     -999.000
      415.000     -999.000     -999.000     -999.000     -999.000
      425.000     -999.000     -999.000     -999.000     -999.000
      435.000     -999.000     -999.000     -999.000     -999.000
      445.000     -999.000     -999.000     -999.000     -999.000
      455.000     -999.000     -999.000     -999.000     -999.000
      465.000     -999.000     -999.000     -999.000     -999.000
      475.000     -999.000     -999.000     -999.000     -999.000
      485.000     -999.000     -999.000     -999.000     -999.000
      495.000     -999.000     -999.000     -999.000     -999.000
      505.000     -999.000     -999.000     -999.000     -999.000
      515.000     -999.000     -999.000     -999.000     -999.000
      525.000     -999.000     -999.000     -999.000     -999.000
      535.000     -999.000     -999.000     -999.000     -999.000
      545.000     -999.000     -999.000     -999.000     -999.000
      555.000     -999.000     -999.000     -999.000     -999.000
      565.000     -999.000     -999.000     -999.000     -999.000
      575.000     -999.000     -999.000     -999.000     -999.000
      585.000     -999.000     -999.000     -999.000     -999.000
      595.000     -999.000     -999.000     -999.000     -999.000
      605.000     -999.000     -999.000     -999.000     -999.000
      615.000     -999.000     -999.000     -999.000     -999.000
      625.000     -999.000     -999.000     -999.000     -999.000
      635.000     -999.000     -999.000     -999.000     -999.000
      645.000     -999.000     -999.000     -999.000     -999.000
      655.000     -999.000     -999.000     -999.000     -999.000
      665.000     -999.000     -999.000     -999.000     -999.000
      675.000     -999.000     -999.000     -999.000     -999.000
      685.000     -999.000     -999.000     -999.000     -999.000
      695.000     -999.000     -999.000     -999.000     -999.000
      705.000     -999.000     -999.000     -999.000     -999.000
      715.000     -999.000     -999.000     -999.000     -999.000
      725.000     -999.000     -999.000     -999.000     -999.000
      735.000     -999.000     -999.000     -999.000     -999.000
      745.000     -999.000     -999.000     -999.000     -999.000
      755.000     -999.000     -999.000     -999.000     -999.000
      765.000     -999.000     -999.000     -999.000     -999.000
      775.000     -999.000     -999.000     -999.000     -999.000
      785.000     -999.000     -999.000     -999.000     -999.000
      795.000     -999.000     -999.000     -999.000     -999.000
      805.000     -999.000     -999.000     -999.000     -999.000
      815.000     -999.000     -999.000     -999.000     -999.000
      825.000     -999.000     -999.000     -999.000     -999.000
      835.000     -999.000     -999.000     -999.000     -999.000
      845.000     -999.000     -999.000     -999.000     -999.000
      855.000     -999.000     -999.000     -999.000     -999.000
      865.000     -999.000     -999.000     -999.000     -999.000
      875.000     -999.000     -999.000     -999.000     -999.000
      885.000     -999.000     -999.000     -999.000     -999.000
      895.000     -999.000     -999.000     -999.000     -999.000
      905.000     -999.000     -999.000     -999.000     -999.000
      915.000     -999.000     -999.000     -999.000     -999.000
      925.000     -999.000     -999.000     -999.000     -999.000
      935.000     -999.000     -999.000     -999.000     -999.000
      945.000     -999.000     -999.000     -999.000     -999.000
      955.000     -999.000     -999.000     -999.000     -999.000
      965.000     -999.000     -999.000     -999.000     -999.000
      975.000     -999.000     -999.000     -999.000     -999.000
      985.000     -999.000     -999.000     -999.000     -999.000
      995.000     -999.000     -999.000     -999.000     -999.000
       2      10       6      99      14      15       0     -999.000
      Alt            U            V       U_quality    V_quality
      15.0000     -1.11489      4.44485   0.00381990   0.00280247
      25.0000     -1.18467      4.64253   0.00347338   0.00241242
      35.0000     -1.24677      4.94770   0.00339607   0.00221506
      45.0000     -1.28231      5.27156   0.00391953   0.00247154
      55.0000     -1.28850      5.62525   0.00434751   0.00277065
      65.0000     -1.28438      6.04959   0.00474252   0.00308257
      75.0000     -1.26009      6.43893   0.00538171   0.00351151
      85.0000     -1.26055      6.83049   0.00617052   0.00409175
      95.0000     -1.23993      7.28645   0.00712116   0.00491704
      105.000     -1.18611      7.73139   0.00801437   0.00598085
      115.000     -1.12118      8.18032   0.00882645   0.00745859
      125.000     -1.08672      8.69279    0.0100689   0.00989435
      135.000     -1.02738      9.22449    0.0111157    0.0122002
      145.000    -0.946647      9.79713    0.0121688    0.0139893
      155.000    -0.841331      10.3896    0.0141180    0.0162304
      165.000    -0.632403      10.9878    0.0164860    0.0188017
      175.000    -0.307622      11.4912    0.0184999    0.0211145
      185.000    0.0683789      11.8678    0.0167241    0.0193571
      195.000     0.408973      12.0728    0.0156249    0.0185256
      205.000     0.620997      12.1275    0.0163510    0.0199872
      215.000     0.718458      12.1258    0.0162419    0.0203861
      225.000     0.825359      12.0548    0.0180932    0.0235191
      235.000     0.958099      12.0068    0.0206394    0.0282089
      245.000      1.08364      12.0409    0.0220713    0.0321268
      255.000      1.17262      12.0853    0.0221951    0.0337326
      265.000      1.25796      12.1531    0.0174327    0.0278224
      275.000      1.29559      12.1199    0.0160434    0.0266515
