        CERES Azimuth Position File

 Terra Satellite Orbit Inclination:  98.140
    GERB longitude:   -3.4  (if different - recompile!!)
    * DOY 2004001 = 01 January 2004

------------------------------------------------------------
--DOY*------ hhmmss ---orbit -- XT_Azimuth     (lat  lon)
------------------------------------------------------------
2006007     114221     32214      227.03       18.54 -15.68
2006007     114240     32214      224.73       17.35 -15.95
2006007     114300     32214      222.24       16.15 -16.22
2006007     114320     32214      219.56       14.96 -16.49
2006007     114340     32214      216.68       13.76 -16.75
2006007     114400     32214      213.58       12.57 -17.02
2006007     114413     32214      211.40       11.77 -17.19
2006007     114426     32214      209.13       10.97 -17.37
2006007     114439     32214      206.76       10.17 -17.54
2006007     114452     32214      204.31        9.38 -17.72
2006007     114506     32214      201.77        8.58 -17.89
2006007     114519     32214      199.15        7.78 -18.06
2006007     114532     32214      196.46        6.98 -18.23
2006007     114545     32214      193.72        6.19 -18.40
2006007     114558     32214      190.92        5.39 -18.58
2006007     114612     32214      188.10        4.59 -18.75
2006007     114625     32214      185.25        3.79 -18.92
2006007     114638     32214      182.39        3.00 -19.09
2006007     114651     32214      179.55        2.20 -19.26
2006007     114704     32214      176.72        1.40 -19.43
2006007     114718     32214      173.94        0.60 -19.60
2006007     114731     32214      171.20       -0.19 -19.77
2006007     114744     32214      168.52       -0.99 -19.94
2006007     114757     32214      165.92       -1.79 -20.11
2006007     114810     32214      163.39       -2.59 -20.28
2006007     114824     32214      160.95       -3.38 -20.45
2006007     114837     32214      158.60       -4.18 -20.62
2006007     114850     32214      156.34       -4.98 -20.79
2006007     114903     32214      154.17       -5.78 -20.96
2006007     114923     32214      151.11       -6.97 -21.22
2006007     114943     32214      148.25       -8.17 -21.47
2006007     115003     32214      145.60       -9.36 -21.73
2006007     115022     32214      143.14      -10.56 -21.99
2006007     115042     32214      140.87      -11.75 -22.25
2006007     115102     32214      138.76      -12.95 -22.51
2006007     115128     32214      136.21      -14.54 -22.87
2006007     115155     32214      133.90      -16.13 -23.22
2006007     115228     32214      131.34      -18.12 -23.68
2006007     115301     32214      129.09      -20.11 -24.13
2006007     115340     32214      126.73      -22.49 -24.70
2006007     115427     32214      124.38      -25.27 -25.37
2006007     115519     32214      122.12      -28.44 -26.17
2006007     115625     32214      119.83      -32.39 -27.21
2006007     115745     32214      117.66      -37.13 -28.56
2006007     115930     32214      115.52      -43.42 -30.58
2006007     120056     32214      180.00      -48.50 -32.46

2006007     131300     32215      221.71       48.15 -31.86
2006007     131359     32215      219.35       44.62 -33.19
2006007     131452     32215      217.04       41.47 -34.26
2006007     131538     32215      214.86       38.71 -35.14
2006007     131624     32215      212.52       35.94 -35.96
2006007     131704     32215      210.37       33.57 -36.64
2006007     131743     32215      208.11       31.19 -37.29
2006007     131823     32215      205.73       28.81 -37.91
2006007     131903     32215      203.23       26.43 -38.52
2006007     131936     32215      201.07       24.44 -39.00
2006007     132009     32215      198.85       22.45 -39.48
2006007     132042     32215      196.56       20.46 -39.95
2006007     132115     32215      194.21       18.47 -40.41
2006007     132148     32215      191.82       16.48 -40.87
2006007     132221     32215      189.40       14.49 -41.31
2006007     132254     32215      186.96       12.50 -41.75
2006007     132327     32215      184.50       10.51 -42.19
2006007     132400     32215      182.05        8.51 -42.62
2006007     132433     32215      179.61        6.52 -43.05
2006007     132506     32215      177.19        4.52 -43.48
2006007     132539     32215      174.81        2.53 -43.91
2006007     132612     32215      172.48        0.54 -44.33
2006007     132645     32215      170.20       -1.46 -44.76
2006007     132718     32215      167.99       -3.45 -45.18
2006007     132751     32215      165.85       -5.45 -45.61
2006007     132830     32215      163.38       -7.84 -46.12
2006007     132910     32215      161.04      -10.23 -46.64
2006007     132949     32215      158.81      -12.62 -47.16
2006007     133029     32215      156.71      -15.00 -47.69
2006007     133115     32215      154.42      -17.79 -48.32
2006007     133148     32215      180.00      -19.78 -48.78

