"uscode","sic","empflag","emp","qp1","ap","est","f1_4","e1_4","q1_4","a1_4","n1_4","f5_9","e5_9","q5_9","a5_9","n5_9","f10_19","e10_19","q10_19","a10_19","n10_19","f20_49","e20_49","q20_49","a20_49","n20_49","f50_99","e50_99","q50_99","a50_99","n50_99","f100_249","e100_249","q100_249","a100_249","n100_249","f250_499","e250_499","q250_499","a250_499","n250_499","f500_999","e500_999","q500_999","a500_999","n500_999","f1000","e1000","q1000","a1000","n1000"
"98","4410",,14277,154547,647933,244,,169,2260,9131,79,,256,2958,11795,37,"D",0,0,0,29,,1320,11300,57835,44,,2246,23535,110449,31,,2343,24331,102255,15,"D",0,0,0,5,"D",0,0,0,1,,5341,58270,226457,3
"98","4420",,9546,102148,436173,183,"D",0,0,0,79,,124,1104,5349,17,"D",0,0,0,20,,966,7756,42277,30,,863,8937,34266,11,,2800,25841,111393,18,,2662,28480,122079,6,"D",0,0,0,2,,0,0,0,0
"98","4430",,1091,11268,74497,24,"D",0,0,0,9,"D",0,0,0,1,"D",0,0,0,1,,227,3534,25291,8,"D",0,0,0,1,,770,6973,40612,4,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","4440",,10611,79027,335079,259,"D",0,0,0,104,"D",0,0,0,38,"D",0,0,0,33,,1263,8740,39179,38,,1320,8170,33874,18,,2786,21651,88454,18,,2405,17995,73383,8,"D",0,0,0,1,"D",0,0,0,1
"98","4480",,15377,81618,379061,505,,346,1402,17081,255,,431,2011,10069,67,,831,3134,16590,63,,1845,8764,46221,56,,2084,9916,47026,32,,3082,14579,61193,21,,2103,12224,55377,6,"D",0,0,0,2,"D",0,0,0,3
"98","4481",,8760,54744,234563,86,,32,171,5014,22,,59,404,1795,9,,194,948,4047,14,,374,2520,10157,13,,614,3376,14637,10,,1353,7672,30898,9,"D",0,0,0,4,"D",0,0,0,2,"D",0,0,0,3
"98","4482",,1655,8743,46230,96,,79,367,3947,42,"D",0,0,0,15,,193,749,3557,15,,518,2762,16164,15,,407,2389,11423,7,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","4489",,4654,17058,93661,321,,235,864,8113,190,"D",0,0,0,43,,444,1437,8986,34,,953,3482,19900,28,,1063,4151,20966,15,"D",0,0,0,10,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","4490",,101389,652239,2797863,5117,,4609,25371,147499,2679,"D",0,0,0,969,,9067,48084,209064,683,,13624,78257,355905,450,,11377,65276,277539,163,,16678,108076,445978,110,,13740,77997,315687,39,,11603,61963,246353,16,"D",0,0,0,8
"98","4491",,54617,390581,1625077,746,,408,3817,19604,203,"D",0,0,0,107,,1737,12658,55161,129,,3763,25479,112766,121,,5190,30571,131128,74,,9593,60269,244297,62,,11089,59542,236333,31,,7913,37007,145563,11,"D",0,0,0,8
"98","4492",,19706,130741,552555,713,,433,2175,18052,203,,1176,6575,30014,166,,1724,9269,39084,130,,3797,21836,95498,123,,3495,21878,91996,49,,4633,35098,137751,32,"D",0,0,0,7,"D",0,0,0,3,,0,0,0,0
"98","4493",,16443,69060,322248,2537,,2622,10741,60859,1511,,3511,13524,63840,531,,4453,19100,86228,336,,4039,18117,80230,137,,1115,4294,17950,18,,703,3284,13141,4,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","4499",,10617,61848,297725,1111,,1140,8629,48726,752,,1080,5878,25759,165,,1153,7057,28591,88,,2025,12825,67411,69,,1577,8533,36465,22,,1749,9425,50789,12,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0
"98","4500",,674058,5418998,21393780,9631,,6462,37998,224518,3590,,10349,56238,242319,1552,,18437,104675,424049,1323,,46870,299033,1208406,1496,,56473,387730,1548199,798,,77638,536322,2149926,534,,52318,333244,1340415,156,,55753,379013,1521196,82,,349758,3284745,12734752,100
"98","4510",,571097,4879689,19125110,5242,,2806,19417,104998,1478,,4689,29060,125975,699,,10503,66756,265196,740,,32117,224940,899280,1016,,44278,323892,1290767,622,,61606,452729,1804221,424,,36415,248929,992899,108,,42104,309521,1247683,62,,336579,3204445,12394091,93
"98","4520",,15321,98509,423625,928,,756,4980,26480,435,,1249,7203,31889,187,,1991,11362,46456,148,,3165,18203,79360,106,,2017,11091,45793,30,,2101,13053,57040,13,,2096,18715,74976,6,,1946,13902,61631,3,,0,0,0,0
"98","4580",,84323,423747,1764790,2777,,2178,9835,66905,1149,,3859,17383,72657,584,,5379,24129,101893,392,,11043,52985,219321,355,,9588,50006,201193,137,,13587,67919,277738,94,,13807,65600,272540,42,,11703,55590,211882,17,,13179,80300,340661,7
"98","4600",,15310,157749,644468,660,,511,4816,20773,282,,800,7477,31428,116,,1568,15550,64153,109,,3004,28862,120846,96,,2316,23378,94105,33,,2708,28341,112896,14,,2558,28981,116106,7,,1845,20344,84161,3,,0,0,0,0
"98","4610",,15193,156020,638590,649,"D",0,0,0,275,"D",0,0,0,114,,1568,15550,64153,109,,2983,28697,120180,95,,2246,21990,89221,32,,2708,28341,112896,14,,2558,28981,116106,7,,1845,20344,84161,3,,0,0,0,0
"98","4619",,1280,11602,47453,54,"D",0,0,0,29,"D",0,0,0,6,"D",0,0,0,6,,220,2330,8744,7,,179,1669,6964,3,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","4700",,370094,1919672,8183557,42520,,49884,214139,1051699,24331,,67317,307572,1296714,10359,,59611,302044,1285234,4528,,66855,363806,1558195,2259,,44988,254833,1049095,668,,45329,252421,1024613,312,,16417,106626,438897,46,,7024,43093,187550,10,,12669,75138,291560,7
"98","4720",,197144,905973,3857075,28295,,36662,136446,625859,16891,,47721,188563,787740,7392,,34136,150597,638262,2624,,28397,138728,603470,977,,16861,87218,369185,249,,19964,104500,431099,139,,6848,43499,175857,18,"D",0,0,0,3,"D",0,0,0,2
"98","4724",,146877,645063,2758554,22737,,29630,107915,490479,13439,,39955,153729,644033,6203,,27533,120894,508651,2127,,20493,99992,438703,711,"D",0,0,0,158,,12294,65191,274823,86,,4207,30346,119923,11,"D",0,0,0,1,"D",0,0,0,1
"98","4725",,26762,134186,582431,2239,,2318,10407,51906,1161,,3490,18408,76007,525,,3725,17932,80321,279,,5104,24838,109440,170,,4311,22931,101494,61,,5173,26517,107329,36,,2641,13153,55934,7,,0,0,0,0,,0,0,0,0
"98","4729",,14575,88349,349635,1320,,1750,6859,30797,818,"D",0,0,0,293,"D",0,0,0,109,,1910,9679,37891,64,,1276,5315,20712,20,"D",0,0,0,13,,0,0,0,0,"D",0,0,0,2,"D",0,0,0,1
"98","4730",,115956,769113,3227743,8905,,8473,56231,269629,4142,,13754,94768,402959,2078,,18266,121611,517291,1371,,26925,177662,750134,897,,18642,125740,499531,278,,16384,103937,413871,113,,6589,47295,197265,19,"D",0,0,0,4,"D",0,0,0,3
"98","4740",,2579,21361,88343,148,,173,1702,6968,88,,115,803,3369,20,,272,1614,7655,20,,305,2531,13066,9,,489,3270,10433,7,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","4780",,33929,145991,623455,1673,,1333,5303,30743,734,,2038,9289,39422,304,,3153,13328,56987,229,,7196,31050,128256,238,,7209,30645,140504,107,,7627,36447,147304,51,"D",0,0,0,8,"D",0,0,0,1,"D",0,0,0,1
"98","4800",,1273849,10883663,41435180,33095,,20148,163804,810307,10942,,36780,248243,1001304,5406,,79771,504514,1992100,5778,,177138,1312685,5159827,5738,,178548,1480799,5714319,2575,,272431,2323569,8874081,1804,,184492,1648712,6168009,548,,136735,1285690,4694116,205,,187806,1915647,7021117,99
"98","4810",,859506,7813361,29431043,18355,,12939,116071,502065,6679,,19974,168789,675244,2959,,34866,305786,1212008,2553,,85268,780548,3050821,2712,,110054,1006559,3855495,1570,,182661,1548914,5938806,1203,,142536,1246757,4640193,421,,117239,1112069,4047356,176,,153969,1527868,5509055,82
"98","4812",,37055,262419,1036875,1583,"D",0,0,0,551,"D",0,0,0,331,,4047,26539,104502,297,,7361,48676,198136,245,,5674,31293,122730,84,,8552,49141,209297,56,,4683,54985,189977,14,,2381,23568,87357,4,"D",0,0,0,1
"98","4813",,819297,7532281,28316415,16576,"D",0,0,0,6037,,17385,153590,611184,2582,,30478,277638,1100607,2229,,77343,728473,2838414,2449,,103661,968597,3709346,1475,,173896,1497674,5720715,1145,,137853,1191772,4450216,407,,114003,1086097,3948755,171,"D",0,0,0,81
"98","4820",,12788,126386,481393,576,,553,6020,21245,312,,698,6011,22797,104,,815,7297,29262,60,,1601,12303,48645,51,,1613,13258,52883,24,,2965,27294,100288,20,"D",0,0,0,3,,0,0,0,0,"D",0,0,0,2
"98","4830",,236313,1771951,7029639,7899,,2179,13024,119519,1391,,8473,28283,117297,1196,,30764,103413,412362,2204,,63370,347883,1394514,2101,,43266,304336,1203537,633,,45061,440358,1690061,309,,17520,214322,844270,52,,2577,26923,109180,4,,23103,293409,1138899,9
"98","4840",,120212,836515,3125306,3478,"D",0,0,0,947,,4645,26770,107640,692,,8782,56687,210296,628,,19931,123676,471364,636,,18444,115069,434754,270,,35097,248344,916669,230,,18079,135444,480533,56,,11902,106509,390629,18,"D",0,0,0,1
"98","4890",,34609,277144,1098243,1201,,962,8355,43312,573,,1262,10073,42326,188,,2367,18526,74174,168,,4500,33042,133410,149,,3930,34959,140031,59,,6012,55004,210640,37,"D",0,0,0,16,,4196,35846,127626,6,"D",0,0,0,5
"98","4900",,871335,8119361,32973457,19471,,14640,69267,367666,7359,,20899,124579,524328,3137,,38762,283194,1178135,2801,,92087,729788,3017834,2933,,110653,923199,3779114,1585,,164955,1495997,6030101,1078,,105570,1027447,4178449,309,,113456,1204839,4848460,166,,210313,2261051,9049370,103
"98","4910",,436002,4315221,17550158,4934,,1971,15730,90503,862,,3728,29350,120365,564,,10858,91371,373408,766,,37737,321487,1309479,1179,,49702,447244,1804182,710,,78535,757549,3047782,507,,61941,616417,2518047,181,,72708,785746,3201894,105,,118822,1250327,5084498,60
"98","4920",,132169,1153348,4671874,3485,,1771,13621,64414,788,,5037,37445,158495,725,,10843,87956,360708,789,,19716,164728,671774,641,,18847,157198,650521,273,,30077,259933,1055328,196,,14582,129384,526082,43,"D",0,0,0,18,"D",0,0,0,12
"98","4930",,154550,1655521,6532917,1114,,494,3267,21080,231,,913,6692,27008,136,,2150,18198,73281,153,,6230,57012,225378,188,,10095,94723,384264,144,,20865,206089,815234,137,,20969,219463,873042,61,,24017,256848,997748,35,,68817,793229,3115882,29
"98","4931",,105104,1105199,4416720,738,,283,2253,10193,121,,580,4658,19149,87,,1376,12259,49450,97,,4651,43708,173721,138,,7623,72121,291685,109,,15224,151709,593035,99,,15096,152955,611295,44,,17080,182258,711155,25,,43191,483278,1957037,18
"98","4932",,44380,511004,1954862,161,"D",0,0,0,20,,64,448,1789,10,,250,1854,7168,19,,808,7580,29442,25,,1652,17226,69972,23,,4087,40079,164407,28,"D",0,0,0,16,"D",0,0,0,9,,25626,309951,1158845,11
"98","4939",,4469,35255,143669,145,"D",0,0,0,48,"D",0,0,0,26,,410,3160,12421,28,,625,5039,19247,20,,820,5376,22607,12,,1378,12657,51507,9,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","4940",,24976,149540,612602,3237,,4822,12348,52873,2261,,3579,14977,61490,563,,2732,15851,63422,208,,3601,23813,98657,120,,3431,26414,106806,49,,4626,38079,155459,30,"D",0,0,0,5,"D",0,0,0,1,,0,0,0,0
"98","4950",,109885,755631,3237674,5110,,3811,17222,100606,2189,,5801,28269,122112,869,,10153,58756,264189,733,,21656,142592,628311,703,,27592,191781,808796,394,,29048,217666,892150,196,,6079,44067,187167,18,"D",0,0,0,7,"D",0,0,0,1
"98","4960",,2661,26969,109094,74,,21,277,1952,15,,62,508,2064,9,"D",0,0,0,16,"D",0,0,0,24,"D",0,0,0,3,,1055,10151,43084,6,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","4970",,1908,8380,35888,331,,389,1000,4821,230,,340,1141,5352,53,,375,1463,6142,27,,522,2639,11116,17,,282,2137,8457,4,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","497\",,325298,3390948,13216052,4336,,3059,31716,129751,1593,,3786,47519,170629,565,,7877,77202,310169,574,,20672,221908,839514,654,,23773,238590,929948,338,,52599,500478,2034416,340,,55526,586760,2288665,158,,49089,496583,1909746,71,,108917,1190192,4603214,43
"98","50--",,6327616,43843551,181039836,476355,,431892,2699030,12828344,221564,,704636,4238137,17828862,105982,,1047020,6614886,27628621,77435,,1495389,9946769,41163605,50031,,930813,6527619,26694331,13739,,864458,6460478,25904820,5876,,414329,3446131,13730843,1231,,252119,2195736,8497804,378,,186960,1714765,6762606,119
"98","5000",,3559942,25245463,104029217,299697,,274463,1729915,8178459,139215,,457235,2796730,11738761,68774,,674029,4398523,18293590,49938,,916257,6344581,26088643,30809,,498611,3661618,14861254,7440,,406131,3202558,12681887,2789,,181812,1629023,6402936,548,,95947,910031,3501666,144,,55457,572484,2282021,40
"98","5010",,483761,2744626,11397078,42678,,40008,183502,834620,18479,,75048,353708,1476774,11290,,98789,524460,2172498,7371,,123632,737625,3039575,4143,,66891,435276,1779247,998,,45847,272122,1116412,320,,19624,109077,454556,61,,7119,59730,237534,11,,6803,69126,285862,5
"98","5012",,127118,773743,3175674,6433,,4862,27321,132631,2559,,7147,39021,165735,1071,,13443,80836,329523,962,,38556,250802,1012261,1236,,30398,205376,834192,447,,17803,94978,390602,120,,10821,45140,190276,33,"D",0,0,0,3,"D",0,0,0,2
"98","5013",,272029,1527012,6343832,25674,,25015,116195,515242,10797,,49286,230819,962405,7440,,61352,318849,1320117,4591,,64459,368213,1526271,2183,,29716,186194,765531,445,,25648,161454,662613,183,"D",0,0,0,26,,3681,31107,124729,6,"D",0,0,0,3
"98","5014",,39815,247311,1044324,3365,"D",0,0,0,1051,,6443,35471,150844,933,,11556,70123,295967,852,,12628,82359,343919,439,,4794,34277,141411,76,,1793,12392,52171,13,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","5015",,37453,155289,647220,5727,,6447,22132,95369,3018,,10427,40895,166208,1575,,11092,48347,200058,862,,6891,32194,140143,245,"D",0,0,0,24,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1,,0,0,0,0
"98","5020",,155321,1025876,4201482,13914,"D",0,0,0,7305,,17972,109831,444232,2729,,26508,169565,682939,1975,,40208,267963,1084611,1343,,27398,191573,756094,406,,19086,132617,531426,134,,6114,38419,167542,17,,2133,10440,42319,3,"D",0,0,0,2
"98","5021",,68882,471375,1910715,6125,,6109,43475,192123,3223,,7525,47024,188103,1145,,11726,77426,308846,871,,18163,124723,497558,612,,13979,95569,383509,207,,8501,64131,262247,60,"D",0,0,0,6,"D",0,0,0,1,,0,0,0,0
"98","5023",,83042,539252,2217794,6867,,6509,41345,197798,3372,,9620,58888,240828,1452,,14106,89238,361796,1050,,21496,140589,573597,709,,13158,95257,369286,196,,10476,68123,267663,73,"D",0,0,0,11,"D",0,0,0,2,"D",0,0,0,2
"98","5030",,237939,1524698,6335888,19321,,15431,100197,486811,7776,,29228,182706,766897,4361,,51603,328859,1369449,3777,,80206,511545,2101222,2686,,36834,236433,956531,559,,20324,132180,540828,151,,2334,21949,65990,8,,1979,10829,48160,3,,0,0,0,0
"98","5031",,118902,774226,3134739,7677,,5674,40708,189615,2847,,9636,62116,250837,1433,,20623,130238,533267,1493,,44298,284790,1154362,1448,,23174,148900,591626,350,,13453,88544,359545,100,"D",0,0,0,5,"D",0,0,0,1,,0,0,0,0
"98","5032",,33415,216293,929381,3746,,3446,21024,102261,1625,,6812,44997,191311,1039,,9451,62857,265597,700,,9477,59155,256369,324,,3373,22254,92810,51,,856,6006,21033,7,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","5033",,30878,209061,895325,2442,"D",0,0,0,733,,4524,29798,126281,667,,8546,57463,245701,631,,9582,65798,275030,338,,3476,23732,104052,54,,2507,16917,70226,18,,0,0,0,0,"D",0,0,0,1,,0,0,0,0
"98","5039",,48675,295532,1231921,4170,,3513,20774,96201,1701,,6745,38582,166177,995,,11138,69057,287313,814,,15687,96966,395372,531,,6545,40147,161916,100,,3378,20109,87500,25,"D",0,0,0,3,"D",0,0,0,1,,0,0,0,0
"98","5040",,743390,6349337,25545296,40948,,33076,229665,1077306,17122,,58241,380443,1585095,8725,,98198,703041,2879512,7195,,156551,1165454,4786765,5205,,104223,849237,3439923,1531,,126077,1196566,4701831,835,,78061,833427,3248143,232,,51201,567686,2144403,76,,37762,423818,1682318,27
"98","5043",,31529,297528,1069785,1372,"D",0,0,0,545,"D",0,0,0,290,,3352,23627,99490,240,,5461,38585,154844,181,,4547,38976,147542,63,,6393,68945,243262,38,"D",0,0,0,6,"D",0,0,0,8,"D",0,0,0,1
"98","5044",,196197,1396159,5582154,10103,,7800,44190,197446,3771,,14493,81315,326690,2148,,25933,159967,645062,1888,,46688,295579,1203438,1541,,29938,205265,819363,443,,32752,266826,1057042,223,,22920,212878,826158,70,,10861,85359,337094,15,,4812,44780,169861,4
"98","5045",,288723,3029736,12080410,12514,,9330,76409,380638,5237,,16492,129311,532799,2444,,30419,256635,1031236,2223,,48303,438709,1777451,1611,,33031,337374,1345242,477,,53780,602137,2370952,343,,39625,487999,1904887,114,,30831,380278,1436303,46,,26912,320884,1300902,19
"98","5046",,52073,331079,1388677,4801,"D",0,0,0,2131,,7907,43967,183391,1192,,11692,72717,307944,877,,13275,85270,355409,455,,7092,49814,215680,107,,4561,34915,136437,34,"D",0,0,0,4,,0,0,0,0,"D",0,0,0,1
"98","5047",,109464,886701,3713008,7528,,6386,50516,233054,3404,,10783,74718,320579,1637,,16235,121607,513543,1190,,25773,201100,846194,857,,19057,159094,662900,285,,17823,148613,602456,125,,7133,68853,271965,22,"D",0,0,0,6,"D",0,0,0,2
"98","5048",,27998,155493,652221,1603,"D",0,0,0,668,,2053,11960,49984,306,,3959,21561,91210,285,,6846,35900,148348,224,,4960,24846,104937,73,,5609,34527,140640,38,,2651,15960,69251,8,"D",0,0,0,1,,0,0,0,0
"98","5049",,34698,237076,988399,2629,,2359,16142,69928,1104,,4075,24268,106268,628,,6264,45037,182635,465,,9618,66616,285634,317,,5173,31961,136216,76,,4780,38026,139287,31,,2429,15026,68431,8,,0,0,0,0,,0,0,0,0
"98","5050",,152617,1195043,4924466,10922,,9656,84363,396181,4902,,14420,114574,479538,2174,,24720,184737,763896,1824,,43106,333695,1353709,1395,,30503,237878,986916,453,,21549,166401,665437,155,,5007,41775,170596,15,"D",0,0,0,2,"D",0,0,0,2
"98","5051",,144931,1131928,4646476,9673,,8295,73510,334402,4052,,13009,102567,427411,1958,,23336,172128,714163,1721,,41143,316745,1280730,1332,,29653,230747,959138,441,,21102,164970,660415,151,"D",0,0,0,14,"D",0,0,0,2,"D",0,0,0,2
"98","5052",,5487,51729,217303,679,,811,7402,37903,413,,852,9121,38167,130,,956,10268,39618,72,,1584,14768,63141,50,"D",0,0,0,11,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","5060",,438377,3458920,13965442,34032,,30397,229512,1062088,15057,,52454,381959,1577363,7857,,79804,610906,2477220,5909,,112871,875757,3530958,3796,,63680,511593,2012805,951,,51706,441523,1692786,353,,26556,238628,922135,80,"D",0,0,0,28,"D",0,0,0,1
"98","5063",,175660,1311160,5243772,14824,,11998,87445,394873,5769,,24697,171775,699448,3671,,41076,300846,1186493,3037,,54559,407260,1625511,1863,,24719,199085,774833,379,,12579,99231,372379,92,,3300,20953,85845,9,,2732,24565,104390,4,,0,0,0,0
"98","5064",,56325,427088,1744790,3385,"D",0,0,0,1422,,5176,36816,155787,774,,7395,53951,226472,540,,13086,95589,381486,429,,10535,76766,298231,156,,7422,59271,240648,48,,2919,28863,115710,9,"D",0,0,0,6,"D",0,0,0,1
"98","5065",,200580,1686954,6808708,14320,,13754,108536,508903,6752,,20993,164110,681010,3166,,29996,248716,1031170,2229,,44187,366671,1495983,1467,,28219,234525,934173,413,,31705,283021,1079759,213,,20337,188812,720580,62,,11389,92563,357130,18,,0,0,0,0
"98","5070",,247182,1655312,6820623,22827,,21157,126687,581762,9726,,39148,245739,1024357,5879,,55763,366574,1514106,4131,,71746,508879,2079232,2435,,33203,235378,941231,502,"D",0,0,0,132,"D",0,0,0,20,"D",0,0,0,2,,0,0,0,0
"98","5072",,92669,595558,2462073,7061,,6290,37976,173410,2890,,11332,69784,290970,1686,,17185,108012,455428,1278,,26319,180042,737506,881,,15601,106148,424914,237,,10465,60712,251237,74,"D",0,0,0,13,"D",0,0,0,2,,0,0,0,0
"98","5074",,94194,619285,2541666,8659,,7251,41089,187421,3254,,16121,97918,405002,2394,,24778,161791,658938,1820,,29289,205503,838939,997,,10354,68609,279809,156,"D",0,0,0,33,"D",0,0,0,5,,0,0,0,0,,0,0,0,0
"98","5075",,44832,337244,1380562,4837,,5165,33103,147342,2236,,8467,58229,244954,1297,,10274,74596,304670,768,,12468,97222,399488,431,,5691,49178,191038,86,"D",0,0,0,17,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","5078",,12097,84470,353205,1340,,1514,9378,41838,664,,2160,13998,59241,332,,2751,18222,79094,203,,3276,23104,94719,113,,1443,11071,44317,21,,953,8697,33996,7,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","5080",,773019,5374564,22532238,74776,,69346,453589,2115650,33912,,122163,763207,3232825,18328,,180529,1192165,5040874,13411,,210492,1491391,6201218,7204,,92915,703350,2863555,1401,,62756,480304,1915695,430,"D",0,0,0,77,"D",0,0,0,12,"D",0,0,0,1
"98","5082",,81947,639844,2584858,4644,"D",0,0,0,1497,,6781,43689,181663,1006,,14258,100380,415625,1031,,24047,180336,739528,812,,13206,107925,439276,199,,11622,99443,391211,74,,7470,67150,254072,23,"D",0,0,0,2,,0,0,0,0
"98","5083",,103114,529038,2294067,10314,,7809,30447,156515,3616,,19256,81303,355788,2838,,36558,178351,774771,2698,,28904,159381,689899,1049,,5759,39642,157878,86,"D",0,0,0,22,"D",0,0,0,5,,0,0,0,0,,0,0,0,0
"98","5084",,287075,2205975,9169445,27809,,27746,212843,954790,13187,,43589,318091,1343176,6534,,62711,470547,1970924,4676,,77751,597414,2457053,2626,,39193,310988,1249686,588,,24131,195686,780715,167,"D",0,0,0,28,"D",0,0,0,2,"D",0,0,0,1
"98","5085",,157159,1117610,4693574,14070,,11623,79284,361321,5247,,26508,178508,744541,3953,,39221,277689,1171436,2931,,45168,333254,1391621,1552,,19697,142767,594737,303,"D",0,0,0,75,"D",0,0,0,8,"D",0,0,0,1,,0,0,0,0
"98","5087",,75232,397966,1662671,8072,,8568,36692,167560,3832,,14382,65874,272664,2229,,15450,83566,353802,1144,,21102,126236,523847,706,,7414,44638,182922,113,"D",0,0,0,41,"D",0,0,0,6,"D",0,0,0,1,,0,0,0,0
"98","5088",,39940,313280,1326353,3148,,3160,28165,121056,1601,,4517,34326,151419,675,,5828,42648,188201,440,,8696,65836,275551,286,,6141,46772,196220,89,,6328,49497,205424,46,,1631,15308,61698,5,,3639,30728,126784,6,,0,0,0,0
"98","5090",,292774,1733991,7403241,30186,,31340,178646,869637,17072,,39483,217367,945468,6014,,50671,281292,1226405,3773,,71481,421635,1778891,2394,,41353,253049,1091771,614,,39433,253290,1004457,272,,11810,90524,360161,38,"D",0,0,0,7,"D",0,0,0,2
"98","5091",,46518,276334,1165286,4242,,4016,24028,117819,2120,,6271,35521,153573,941,,8859,50329,225257,653,,11280,68532,285156,380,,6648,39716,164325,98,,6608,43565,189160,46,"D",0,0,0,3,,0,0,0,0,"D",0,0,0,1
"98","5092",,24291,146385,637734,2123,,2115,12521,61694,1141,,2914,17100,78630,443,,3756,20730,94473,281,,5101,30596,123827,170,,3843,24258,119538,57,,3695,24674,86840,24,"D",0,0,0,4,"D",0,0,0,3,,0,0,0,0
"98","5093",,102179,550674,2389833,8628,,7446,36666,185536,3973,,11905,58265,250183,1805,,19209,96390,429011,1404,,32479,180182,773512,1089,,17337,99366,430119,261,,12602,75187,300690,92,,1201,4618,20782,4,,0,0,0,0,,0,0,0,0
