"uscode","sic","empflag","emp","qp1","ap","est","f1_4","e1_4","q1_4","a1_4","n1_4","f5_9","e5_9","q5_9","a5_9","n5_9","f10_19","e10_19","q10_19","a10_19","n10_19","f20_49","e20_49","q20_49","a20_49","n20_49","f50_99","e50_99","q50_99","a50_99","n50_99","f100_249","e100_249","q100_249","a100_249","n100_249","f250_499","e250_499","q250_499","a250_499","n250_499","f500_999","e500_999","q500_999","a500_999","n500_999","f1000","e1000","q1000","a1000","n1000"
"98","2672",,33174,235398,950780,414,"D",0,0,0,50,"D",0,0,0,50,,1134,6927,29566,78,,3161,19600,85350,97,,3967,25158,101669,56,,7863,57122,238448,52,,5697,42517,173237,18,,6339,50164,201417,10,"D",0,0,0,3
"98","2673",,39911,236442,966986,460,,98,465,3391,50,"D",0,0,0,42,"D",0,0,0,59,,3830,19868,84245,116,,5512,31135,124981,82,,11522,65625,264254,77,,6703,40920,158538,19,,8717,55879,231867,13,"D",0,0,0,2
"98","2674",,18267,100980,412699,138,,17,151,1092,9,,24,76,294,4,,61,358,1834,4,,1025,5663,23479,30,,1536,8898,33743,21,,7156,37984,157359,45,,6894,37586,153317,22,,1554,10264,41581,3,,0,0,0,0
"98","2675",,16853,87825,355308,360,,117,787,2917,63,"D",0,0,0,54,"D",0,0,0,77,,2512,12290,52133,80,,3397,18793,78590,47,,3823,19191,76306,25,,3941,20847,80451,12,"D",0,0,0,1,"D",0,0,0,1
"98","2676",,39274,325005,1314507,137,,5,104,963,5,,33,203,1319,5,,57,211,652,5,,946,4707,19141,28,,973,5602,23234,14,,5678,35856,152873,33,,6831,49634,204556,18,,15636,137177,560478,23,,9115,91511,351291,6
"98","2677",,26601,163074,658520,277,,28,139,959,12,,121,526,2448,18,,473,2455,9742,34,,1589,9168,36238,50,,4142,24606,100227,58,,13401,86253,344593,85,,5053,30908,127138,17,,1794,9019,37175,3,,0,0,0,0
"98","2678",,11480,54157,229374,168,,48,424,1477,27,,154,684,2988,24,,359,1488,6019,25,,1433,6261,27257,42,,1170,6132,27967,17,,3809,17638,74975,22,,2608,13314,55367,8,,1899,8216,33324,3,,0,0,0,0
"98","2679",,30772,168019,702727,675,,273,1240,8547,129,,577,2526,10505,82,,2096,10187,43253,149,,5208,27538,116055,164,,6036,33357,136382,86,,7085,42043,168870,47,,4068,21911,86411,12,"D",0,0,0,5,"D",0,0,0,1
"98","2700",,1551685,9826665,39619897,63133,,54301,229494,1139041,27429,,87819,391135,1624898,13206,,128008,649848,2693187,9455,,222308,1280677,5304103,7229,,211817,1322864,5399223,3074,,280492,1790331,7230237,1851,,188530,1261373,5000659,554,,142420,963129,3765376,205,,235990,1937814,7463173,130
"98","2710",,443133,2533205,10225440,8576,,5531,18058,90790,2579,,11724,38028,158136,1740,,19575,68314,285218,1444,,43386,168463,695762,1391,,42506,177431,714372,617,,76893,362978,1468791,493,,60020,323099,1301244,174,,48549,300647,1212864,69,,134949,1076187,4298263,69
"98","2720",,116125,1016047,3897545,4255,,3651,20966,114347,1998,,5180,31755,134904,775,,8231,55211,232589,600,,14965,111808,462206,482,,14185,109909,443440,209,,17863,156404,633839,117,,14980,135653,518280,44,,12414,112953,408189,17,,24656,281388,949751,13
"98","2730",,121483,891654,3424690,2648,,2145,11718,55685,1179,,2872,15325,64265,428,,4637,28173,118530,338,,9131,59740,239395,293,,12183,85289,341479,173,,19296,134295,549383,128,,20875,157574,604093,58,,23476,165645,625956,35,,26868,233895,825904,16
"98","2731",,74357,610607,2285335,2144,,1946,10536,50641,1079,,2394,12987,54917,360,,3542,22084,94095,257,,5962,39566,156104,194,,7900,56904,227808,112,,11423,83569,333673,80,,13407,108463,414832,36,,10810,97202,351298,16,,16973,179296,601967,10
"98","2732",,47119,281003,1139121,498,,197,1178,4936,95,,473,2298,9222,67,,1095,6089,24435,81,,3169,20174,83291,99,,4283,28385,113671,61,,7873,50726,215710,48,,7468,49111,189261,22,,12666,68443,274658,19,,9895,54599,223937,6
"98","2740",,70113,459009,1853054,2250,,1785,9175,52611,1034,,2401,13858,64535,366,,4084,25578,110121,297,,8157,46792,198521,268,,9913,59752,242186,146,,14189,91765,361317,92,,8898,62485,238805,26,,9526,67766,243902,14,,11160,81838,341056,7
"98","2750",,566369,3484548,14297795,32352,,30055,121984,541826,13632,,51095,223731,921304,7699,,71217,361321,1493610,5281,,107259,646326,2686728,3542,,86140,581828,2397817,1259,,103738,729192,2960302,695,,59712,435052,1762833,178,,35236,237813,945145,50,,21917,147301,588230,16
"98","2752",,410056,2580572,10543237,22535,,20244,81898,365268,9060,,36754,162997,667989,5514,,51032,263680,1088746,3791,,76424,473347,1948123,2535,,63027,442168,1817219,922,,79191,579174,2348057,532,,45804,330791,1337322,137,,23910,160856,635818,34,,13670,85661,334695,10
"98","2754",,24181,178273,727994,351,,319,1092,4891,140,,377,1846,7006,58,,684,3927,15398,50,,1407,9984,40281,41,,1236,8997,33471,18,,2740,20855,84103,17,"D",0,0,0,13,,7133,51504,209066,10,"D",0,0,0,4
"98","2759",,128027,703183,2925355,8754,"D",0,0,0,3919,,13206,56225,235410,2010,,18809,90774,377009,1387,,28863,160268,685232,947,,21448,127659,537369,313,,21338,126810,517900,143,,9000,63213,252772,27,,4193,25453,100261,6,"D",0,0,0,2
"98","2760",,50675,335029,1336685,847,,211,1665,7258,110,,472,2912,12106,69,,1697,9138,36581,119,,6996,43930,177284,208,,14079,93827,380827,198,,16855,114672,454222,113,,8630,57781,222644,27,,1735,11104,45763,3,,0,0,0,0
"98","2770",,20697,140551,573394,150,,109,483,3342,59,,124,1002,2717,19,,268,1147,5131,20,,511,2698,11661,16,,707,3370,15636,10,"D",0,0,0,11,,1893,9290,42802,6,"D",0,0,0,3,,12962,99505,390687,6
"98","2780",,68271,341778,1392058,1523,,665,2794,15795,343,,1548,6491,27155,230,,3691,16857,70686,267,,9453,44450,186456,299,,15949,76983,318574,227,,17410,89732,355813,116,,9597,49412,186891,28,,6480,37359,161406,10,,3478,17700,69282,3
"98","2782",,37463,201976,811628,488,,123,782,4182,61,,347,1541,6471,54,,920,4367,17932,63,,3411,15696,64470,104,,7805,39533,160444,110,,10788,59021,231139,68,,6273,36566,137522,18,"D",0,0,0,8,"D",0,0,0,2
"98","2789",,30797,139764,580250,1033,,538,1981,11459,281,,1194,4943,20658,175,,2771,12490,52754,204,,6042,28754,121986,195,,8144,37450,158130,117,,6622,30711,124674,48,,3324,12846,49369,10,"D",0,0,0,2,"D",0,0,0,1
"98","2790",,67575,503124,2034600,4205,"D",0,0,0,1862,,5593,31086,123804,847,,8488,56563,226585,622,,17760,134484,550916,570,,14483,124352,500610,211,,10900,89039,357489,76,,3925,31027,123067,13,"D",0,0,0,4,,0,0,0,0
"98","2791",,34173,210063,842094,2843,"D",0,0,0,1532,,3891,19959,79603,598,,4363,25673,98980,323,,8173,53692,212984,268,,5474,38122,154178,80,,4631,30118,120885,32,,1948,10342,44307,6,"D",0,0,0,4,,0,0,0,0
"98","2796",,33195,291433,1185530,1348,,726,4389,20815,326,,1691,11065,44060,247,,4066,30516,126168,295,,9457,79627,332691,298,,9009,86230,346432,131,,6269,58921,236604,44,,1977,20685,78760,7,,0,0,0,0,,0,0,0,0
"98","2800",,864307,7523449,30857138,12301,,6030,35511,213433,3177,,13307,83171,352666,1961,,27816,181224,769888,1982,,74146,515689,2139778,2340,,86605,638588,2637821,1242,,144976,1177847,4791523,940,,124413,1054302,4349473,357,,126520,1166664,4728130,184,,260494,2670453,10874426,118
"98","2810",,101288,935891,3868597,1420,,743,5690,27782,390,,1488,10865,45254,221,,3255,23953,100688,230,,8788,69187,285347,281,,9357,79327,320008,136,,15509,141228,580396,101,"D",0,0,0,33,"D",0,0,0,18,"D",0,0,0,10
"98","2812",,5035,48889,197699,46,"D",0,0,0,3,,41,236,1079,6,,75,397,1988,5,,179,1234,5732,6,,738,6738,26739,10,,2054,19139,83098,12,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0
"98","2813",,9928,78840,318421,587,"D",0,0,0,239,,688,5364,21050,98,,1401,10457,43196,101,,3393,26486,108029,108,,1846,14822,61727,29,,1216,9651,39253,10,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","2816",,8798,79005,308214,97,"D",0,0,0,17,"D",0,0,0,9,,222,1678,8294,15,,690,4905,19690,22,,940,6810,28740,13,,1865,16977,72080,11,,2088,19331,80560,6,,2902,28395,94558,4,,0,0,0,0
"98","2819",,77519,729091,3043730,685,"D",0,0,0,127,,696,4792,20314,107,,1557,11421,47210,109,,4526,36562,151896,145,,5833,50957,202802,84,,10374,95461,385965,68,,8474,74379,312709,24,,7921,76922,306128,11,"D",0,0,0,10
"98","2820",,130180,1191088,4784752,685,,172,1499,8587,103,,421,3602,12148,63,,823,6495,27316,60,,4564,35031,138960,137,,7939,63796,259628,112,,15276,135091,564641,95,,18218,169227,689213,49,,23699,225143,950043,34,,59068,551204,2134216,32
"98","2821",,61767,609281,2466131,510,,119,1222,6197,73,,303,2618,8843,46,,665,5616,23673,48,,3901,30580,120512,118,,6940,57025,233973,98,,10699,99392,414422,68,,12250,123962,498135,32,,15074,156271,639210,21,,11816,132595,521166,6
"98","2822",,12274,120307,501361,86,,43,241,1158,21,,91,431,1872,13,,113,660,2793,9,,290,2099,8685,8,,589,4527,17811,8,,2186,18856,77741,12,,2469,23294,98038,7,"D",0,0,0,6,"D",0,0,0,2
"98","2823",,9255,76948,290956,10,,0,0,0,0,,0,0,0,0,"D",0,0,0,1,,124,758,4087,4,,0,0,0,0,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,"D",0,0,0,4
"98","2824",,46279,380131,1504646,74,,6,30,1173,6,,27,553,1433,4,"D",0,0,0,2,,217,1481,5154,6,,410,2244,7844,6,,2391,16843,72478,15,"D",0,0,0,9,"D",0,0,0,6,,35859,312569,1206257,20
"98","2830",,187747,1706532,7124771,1343,,586,3937,23911,288,,958,7066,29349,142,,2854,18326,75845,202,,8869,52820,223794,277,,9963,66420,276141,139,,21562,152956,632830,141,,24851,195020,779744,73,,32837,271596,1116709,48,,85267,938391,3966448,33
"98","2833",,12671,108622,466114,226,,119,672,4357,62,"D",0,0,0,36,"D",0,0,0,35,,1403,9329,40962,45,"D",0,0,0,23,,2010,15136,61026,13,,1812,14165,54352,6,,3621,38427,162361,5,"D",0,0,0,1
"98","2834",,143955,1356258,5666659,680,,279,1878,11970,125,,463,3644,13946,67,,1342,8851,37209,96,"D",0,0,0,133,,4974,32057,135956,69,,12178,84092,352804,78,,17524,140759,560814,51,,20116,148673,611690,30,"D",0,0,0,31
"98","2835",,16421,134409,564317,161,,53,345,1501,23,,78,587,2401,12,"D",0,0,0,25,"D",0,0,0,40,"D",0,0,0,16,,3926,28824,122134,26,,4056,29035,118730,12,,4182,40676,171431,6,"D",0,0,0,1
"98","2836",,14446,105306,415505,220,,82,673,2421,35,,143,985,4066,21,,580,3012,12713,41,,1707,7373,31073,58,,2109,13478,51291,30,,3448,24904,96866,24,,1459,11061,45848,4,,4918,43820,171227,7,,0,0,0,0
"98","2840",,126118,908359,3815696,2345,,1405,7095,45527,726,,2869,15295,66632,427,,4898,29396,127739,354,,11595,73225,310820,364,,14414,94339,395050,210,,22089,150830,625416,146,,26629,194040,822615,73,,22509,189121,768739,34,,19710,155018,653158,11
"98","2841",,31459,251658,1057105,715,,467,2160,10842,219,,980,5245,22757,146,,1721,10426,46197,122,"D",0,0,0,110,,3781,27789,115855,57,,5286,38104,156861,32,,7087,62171,263660,20,"D",0,0,0,8,"D",0,0,0,1
"98","2842",,21392,141009,607643,636,,390,1907,9227,186,,868,4491,20662,127,,1397,8723,36228,99,"D",0,0,0,108,,4270,25543,104600,65,"D",0,0,0,38,,4149,26633,110505,11,"D",0,0,0,1,"D",0,0,0,1
"98","2843",,8840,81162,328129,197,,86,520,2029,37,,192,1351,5878,30,,478,3447,15046,35,,1447,12178,52024,44,,1911,16859,66674,26,"D",0,0,0,19,,1669,16959,69088,5,"D",0,0,0,1,,0,0,0,0
"98","2844",,63637,431327,1808850,682,,375,2189,20513,208,"D",0,0,0,106,,1116,5995,26882,84,,3119,16801,70765,98,,4300,23610,105677,60,,9062,58917,243517,56,,13724,88277,379362,37,,16149,125969,510108,24,"D",0,0,0,9
"98","2850",,54678,411381,1698357,1418,,595,3012,15155,282,,1598,10098,41539,234,,3914,24770,107972,272,,10412,72391,302763,327,,12760,93617,380170,181,,16024,126900,510660,99,"D",0,0,0,20,"D",0,0,0,2,"D",0,0,0,1
"98","2860",,129286,1343922,5345225,909,,259,1347,10133,127,,586,4196,19136,87,,1548,11268,48206,109,,5538,43916,182792,174,,9464,82943,342749,134,,24986,235254,945932,159,,22033,223938,926422,64,,24328,262014,1034004,35,,40544,479046,1835851,20
"98","2861",,2689,16079,63683,76,,50,207,925,25,,66,307,1200,9,,133,613,2456,10,,359,2119,8347,13,,703,3733,14814,10,,1378,9100,35941,9,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2865",,23409,234918,963745,185,"D",0,0,0,23,,65,765,3664,10,,297,2292,11370,22,,1211,9517,40644,37,,1930,17646,78289,28,,5624,50912,210614,35,,6808,67812,275109,20,,5251,61334,243071,8,"D",0,0,0,2
"98","2869",,103188,1092925,4317797,648,"D",0,0,0,79,,455,3124,14272,68,,1118,8363,34380,77,,3968,32280,133801,124,,6831,61564,249646,96,,17984,175242,699377,115,,15225,156126,651313,44,,19077,200680,790933,27,"D",0,0,0,18
"98","2870",,42507,336574,1374917,873,,453,2376,10802,210,,1135,6360,25892,169,,2242,11321,48341,161,,5577,31233,126672,169,,5435,33894,140436,80,,8230,64605,253613,52,,6203,51646,214938,19,,2910,27853,117068,5,,10322,107286,437155,8
"98","2873",,7155,55203,233070,151,,74,376,1686,36,,98,496,2133,16,,245,1219,5303,18,,1328,8342,33871,40,,1174,9477,39264,17,,3080,26553,105804,21,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0
"98","2874",,11001,87405,361609,75,,18,59,272,8,,115,646,2892,17,,180,960,3811,13,,226,1315,5020,6,,562,2939,10082,8,,1546,12105,52245,9,"D",0,0,0,9,"D",0,0,0,2,,4076,33191,139071,3
"98","2875",,7313,40142,159463,400,,233,1004,4797,97,,691,3891,14514,100,,1308,6189,26071,95,,2609,13265,52555,80,,1312,6584,28543,20,,1160,9209,32983,8,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2879",,16994,153668,619879,237,,122,925,3880,61,"D",0,0,0,35,,509,2953,13156,35,"D",0,0,0,42,,2387,14894,62547,35,,2444,16738,62581,14,"D",0,0,0,8,"D",0,0,0,2,,6246,74095,298084,5
"98","2890",,87962,668979,2737884,2685,,1310,7928,46937,631,,3603,22697,98617,524,,7473,51279,213566,533,,17907,133959,549884,578,,16589,120792,508036,240,,20652,167803,665012,143,,8347,64216,268358,25,,5725,50287,198434,8,,6356,50018,189040,3
"98","2891",,22062,169045,692288,710,"D",0,0,0,161,,935,5489,23592,136,,1650,11050,45565,119,,5583,40106,160682,174,,5390,40541,166446,76,,5303,43158,171207,36,"D",0,0,0,7,"D",0,0,0,1,,0,0,0,0
"98","2892",,12345,87695,350113,129,,67,386,2354,31,"D",0,0,0,26,,371,2261,9412,26,"D",0,0,0,15,,535,3125,12420,9,,1574,11442,45819,11,,2587,16581,74246,7,"D",0,0,0,2,"D",0,0,0,2
"98","2893",,11471,87747,365226,491,"D",0,0,0,67,"D",0,0,0,98,,1786,13145,53196,123,,4434,35523,148395,153,,2455,18548,79992,36,,1661,12807,51011,13,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","2895",,1777,17222,73152,22,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,"D",0,0,0,3,,872,8515,35821,12,,773,7319,30896,5,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2899",,40283,307149,1256201,1329,,748,4378,23461,368,,1765,11590,51593,263,,3652,24744,104851,264,,7341,54090,222071,233,,7337,50063,213357,107,,11341,93077,366079,78,,3163,24221,97737,10,"D",0,0,0,5,"D",0,0,0,1
"98","2900",,113467,1077585,4602818,2264,,1671,11234,73649,748,,3067,20327,106822,460,,4774,34018,169062,351,,9753,71593,326942,314,,10977,84324,367466,158,,21846,186841,775523,139,,16492,168058,698876,48,,18001,199069,839341,27,,26886,302121,1245137,19
"98","2910",,73527,790937,3274229,335,"D",0,0,0,59,"D",0,0,0,30,,464,3703,16847,34,,1365,13638,49391,43,,1586,14961,60548,22,,10379,100228,405823,59,,15053,159130,658743,43,"D",0,0,0,26,,26886,302121,1245137,19
"98","2950",,25755,177665,877980,1315,,1201,8474,53414,488,,2174,14521,82644,326,,2798,19057,106001,207,,5019,31376,171884,163,,4513,30411,142421,66,,8708,64414,279502,61,"D",0,0,0,3,"D",0,0,0,1,,0,0,0,0
"98","2951",,12551,83771,481139,1063,,1124,7985,50619,443,,1980,13480,77240,298,"D",0,0,0,168,,3445,21542,129905,113,,1973,13895,66836,30,,1224,8050,48779,9,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","2952",,13185,93825,396345,249,,74,487,2565,43,,194,1041,5404,28,"D",0,0,0,38,,1574,9834,41979,50,,2540,16516,75585,36,,7484,56364,230723,52,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","2990",,13624,106036,435803,490,"D",0,0,0,114,,565,3918,16058,86,,1329,9950,41010,96,,3231,26033,103679,103,,4878,38952,164497,70,,2759,22199,90198,19,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","2992",,11455,90074,368597,391,"D",0,0,0,77,"D",0,0,0,71,,1109,8674,35710,79,,2894,23596,93735,92,,3829,30358,127463,54,,2372,19641,80091,16,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","2999",,2169,15962,67203,98,"D",0,0,0,36,"D",0,0,0,15,,220,1276,5300,17,,337,2437,9944,11,,1049,8594,37034,16,,387,2558,10107,3,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","3000",,882821,5068000,21020157,15302,,5943,29279,212458,3317,,13286,62447,277070,1952,,32887,163524,698562,2353,,108702,544326,2321436,3385,,143602,740935,3120970,2052,,241462,1309245,5406040,1587,,161421,913878,3756802,476,,83227,527056,2143053,126,,92291,777310,3083766,54
"98","3010",,68505,586108,2358168,145,,51,455,2233,27,,123,603,2832,18,,84,582,2133,6,,356,1722,7350,11,,880,4652,18471,12,,3171,17654,74432,20,,4616,29626,118943,14,,6313,52104,211436,9,,52911,478710,1920338,28
"98","3020",,10704,41206,168407,61,"D",0,0,0,16,,43,122,502,7,,47,118,450,3,"D",0,0,0,3,,601,2068,8568,8,,2092,7982,32190,12,,2415,9482,34662,7,"D",0,0,0,2,,4021,14375,61733,3
"98","3050",,55085,343060,1425613,679,"D",0,0,0,89,,558,3092,13670,78,,1510,9136,39443,107,,5182,29460,127789,166,,6733,37431,156537,100,,13297,77596,312671,83,,14500,88502,357067,44,"D",0,0,0,7,,8724,65022,285814,5
"98","3052",,23805,145470,614257,195,"D",0,0,0,23,,148,968,3956,21,,344,2144,9520,25,,1106,7326,31372,34,,1925,11191,44643,27,,6084,34338,140415,37,,6496,38990,157323,21,"D",0,0,0,4,"D",0,0,0,3
"98","3053",,31280,197590,811356,484,"D",0,0,0,66,,410,2124,9714,57,,1166,6992,29923,82,,4076,22134,96417,132,,4808,26240,111894,73,,7213,43258,172256,46,,8004,49512,199744,23,,2106,18500,72655,3,"D",0,0,0,2
"98","3060",,105809,607505,2483451,1619,,615,2991,21382,301,,1425,7008,29654,209,,3481,17935,75482,251,,11978,60596,262907,378,,14912,76893,317747,215,,24281,132382,549635,164,,23331,133275,539902,69,,18531,117017,478787,27,,7255,59408,207955,5
"98","3061",,48436,283196,1172147,613,"D",0,0,0,91,,562,2920,11605,82,,1291,6509,28005,92,,4169,21296,92848,132,,5895,30181,123738,85,,11733,63659,266715,80,,11616,67118,279658,34,,9826,63677,263706,15,"D",0,0,0,2
"98","3069",,57299,324025,1309956,998,"D",0,0,0,205,,863,4088,18049,127,,2165,11340,47089,157,,7763,39137,169352,245,,9017,46712,194009,130,,12548,68723,282920,84,,11715,66157,260244,35,,8705,53340,215081,12,"D",0,0,0,3
"98","3080",,636896,3463523,14468740,12341,,4691,22874,163622,2647,,10668,49273,220572,1569,,26884,132133,565294,1919,,89338,445588,1893039,2770,,119210,612825,2591900,1699,,197840,1069519,4417498,1302,,116291,652271,2705506,341,,52594,319245,1303383,81,,19380,159795,607926,13
"98","3081",,52094,362644,1493708,581,"D",0,0,0,73,,259,1455,6063,39,,1153,6418,27846,83,,4232,25988,111231,127,,7272,45499,194660,100,,17705,112073,451332,115,,11096,78331,333118,31,,8019,72999,290309,11,"D",0,0,0,2
"98","3082",,27475,156283,649171,531,,212,981,5944,94,,408,2026,9197,60,,1139,5712,26039,81,,4648,24764,107962,144,,5380,27965,117451,77,,8824,52086,212540,59,,4772,32247,129945,13,,2092,10502,40093,3,,0,0,0,0
"98","3083",,16373,107220,437290,234,,100,485,2375,53,,181,1068,4753,28,,678,3576,14463,49,,1241,6403,25969,41,,1430,8476,34200,21,,3287,20074,81906,23,,3140,21480,86569,10,,6316,45658,187055,9,,0,0,0,0
"98","3084",,12750,71120,306552,236,,20,152,1043,12,"D",0,0,0,17,"D",0,0,0,28,,2585,13858,62083,79,,4829,27034,116353,70,,3402,19242,81614,26,,861,5410,23082,3,"D",0,0,0,1,,0,0,0,0
"98","3085",,24407,135368,560760,284,,28,193,1362,14,,81,308,1272,12,,366,1643,7304,26,,2499,12887,54043,76,,4626,25100,102360,65,,12292,71422,297918,79,,4515,23815,96501,12,,0,0,0,0,,0,0,0,0
"98","3086",,63637,333956,1371675,968,,211,1171,8522,118,,556,2674,11564,83,,2246,10902,44959,159,,9322,45785,189843,289,,10997,54639,228018,154,,19050,104857,421358,121,,10454,58579,242798,30,"D",0,0,0,12,"D",0,0,0,2
"98","3087",,17977,115872,487761,382,,114,618,3295,56,,307,1457,6228,43,,1076,5998,26553,79,,3031,19188,79819,90,,4801,31434,127680,70,,5795,39934,167274,38,,1083,6525,28117,3,,1770,10718,48795,3,,0,0,0,0
"98","3088",,7427,35998,146826,177,,74,269,2004,35,,181,750,2986,27,,579,2492,10356,40,,1165,6294,23728,38,"D",0,0,0,15,,2636,11819,45938,18,,965,4589,20175,3,"D",0,0,0,1,,0,0,0,0
"98","3089",,407959,2119709,8881122,8045,,3145,14981,105648,1659,,7452,34701,155494,1091,,17660,86826,367249,1257,,58829,283909,1208114,1823,,77618,384381,1631650,1110,,124372,636340,2651392,819,,79405,421295,1745201,236,,24718,129635,534133,41,,14760,127641,482241,9
"98","3100",,118175,468906,1891184,2041,"D",0,0,0,669,"D",0,0,0,256,"D",0,0,0,284,"D",0,0,0,327,,14350,58383,241356,200,,27022,101555,423721,171,,38578,152318,579106,107,,14774,62959,257049,23,,6314,27464,108873,4
"98","3110",,15462,92410,354545,316,,224,1217,5008,99,"D",0,0,0,36,,606,2392,9098,45,,1694,8016,31635,54,,3418,17036,70645,48,,3412,20319,78909,21,,3115,25385,84679,9,"D",0,0,0,4,,0,0,0,0
"98","3130",,5300,19942,87681,105,"D",0,0,0,17,,158,726,3263,22,"D",0,0,0,15,,778,3431,14634,25,,977,4536,19529,14,,721,2735,12495,6,,1797,6017,22642,5,"D",0,0,0,1,,0,0,0,0
"98","3140",,62768,220690,877872,421,"D",0,0,0,81,,235,792,3313,35,,472,1972,8508,35,,1643,5362,22382,53,,3004,11084,47806,41,,13385,44105,176615,79,,28547,99663,385549,78,,10048,36330,147501,16,"D",0,0,0,3
"98","3142",,3972,16327,62141,33,"D",0,0,0,3,"D",0,0,0,3,,50,132,513,4,,116,267,1231,4,,704,2580,11850,10,,376,1226,4930,3,,1518,8121,26337,4,"D",0,0,0,2,,0,0,0,0
"98","3143",,28365,102885,419094,129,"D",0,0,0,19,"D",0,0,0,6,"D",0,0,0,8,,409,1538,6133,12,,742,3020,12264,9,,5745,18850,74887,32,,10645,36869,152613,30,,7203,27284,110715,11,"D",0,0,0,2
"98","3144",,22237,73324,279789,128,"D",0,0,0,13,"D",0,0,0,8,"D",0,0,0,8,"D",0,0,0,21,,991,3581,15483,14,,4496,14924,59312,27,,13001,42366,158041,34,"D",0,0,0,2,"D",0,0,0,1
"98","3149",,8007,27521,112678,102,,61,169,1145,29,"D",0,0,0,11,"D",0,0,0,14,"D",0,0,0,12,,567,1903,8209,8,,2768,9105,37486,17,,3383,12307,48558,10,"D",0,0,0,1,,0,0,0,0
"98","3150",,2895,8276,34482,73,,19,54,203,10,"D",0,0,0,9,"D",0,0,0,15,,596,1683,7120,20,,676,2008,8023,10,,1042,2802,12249,8,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","3160",,9996,43915,175367,224,"D",0,0,0,59,"D",0,0,0,26,"D",0,0,0,30,,1627,5736,23664,52,,2464,9797,36855,35,,2314,9237,38078,17,,1189,5075,22014,3,"D",0,0,0,1,"D",0,0,0,1
"98","3170",,14144,56722,243072,428,,340,1068,5399,173,"D",0,0,0,60,"D",0,0,0,67,,1839,8887,31757,58,,2103,7867,33336,29,,4884,17990,86582,31,,3000,12422,49677,9,"D",0,0,0,1,,0,0,0,0
"98","3171",,7649,32175,140538,235,"D",0,0,0,93,,210,720,3484,33,,624,2105,9204,43,,985,5523,19872,31,,1118,4469,18563,15,,1902,7550,41876,12,"D",0,0,0,8,,0,0,0,0,,0,0,0,0
"98","3172",,6401,24181,101389,189,"D",0,0,0,78,"D",0,0,0,26,"D",0,0,0,24,,854,3364,11885,27,"D",0,0,0,13,,2982,10440,44706,19,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","3190",,6961,25113,108176,352,"D",0,0,0,142,,355,984,4262,52,,927,3258,14984,66,,1884,6861,29987,59,,1708,6055,25162,23,,1137,4218,18149,8,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","3200",,522856,3282826,13732948,16155,,9312,38077,252714,4821,,20709,93024,439845,3037,,43620,221236,1012491,3150,,91658,514723,2264831,2988,,78325,471012,1966309,1127,,101201,664979,2667239,684,,78908,538479,2151957,226,,62816,445413,1753227,96,,36307,295883,1224335,26
"98","3210",,15117,132134,523863,124,,61,166,1210,40,,94,370,1411,14,,212,802,3330,17,,589,3052,11872,18,,415,1950,8187,6,,1391,7892,33714,9,"D",0,0,0,9,,6050,55094,216796,9,"D",0,0,0,2
"98","3220",,74350,524072,2085341,505,,256,1160,8075,142,,497,2381,10653,73,,794,5487,21908,59,,1435,7650,32058,50,,2376,12667,51187,34,,7203,52458,205085,40,,20397,154704,597613,56,,23988,171915,682700,37,,17404,115650,476062,14
"98","3221",,37597,276203,1086771,99,"D",0,0,0,7,,19,141,533,3,"D",0,0,0,1,"D",0,0,0,1,,230,1165,3686,3,,3059,22997,89300,15,,15252,114940,447470,42,,15272,112912,445961,24,"D",0,0,0,3
"98","3229",,36729,247660,997600,404,,238,881,5182,134,,478,2240,10120,70,"D",0,0,0,58,,1390,7404,30421,48,,2146,11502,47501,31,,4144,29461,115785,25,,5145,39764,150143,14,,8716,59003,236739,13,"D",0,0,0,11
"98","3230",,55347,304454,1255582,1497,"D",0,0,0,604,,1842,7818,33046,274,,2608,11457,48195,192,,6297,31125,131887,191,,7992,42326,167922,115,,10012,52202,220705,68,,13548,82455,337792,38,,9099,49221,191168,13,"D",0,0,0,2
"98","3240",,19085,157929,614513,225,,70,340,1972,38,"D",0,0,0,26,"D",0,0,0,26,,606,4303,17150,18,,2067,16442,67410,26,,11581,98538,390151,78,,3596,25563,114798,12,"D",0,0,0,1,,0,0,0,0
