UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
N,1,2005,9,4016688,2056901,1959787,1576033,1493921,312971,302652,24334,23467,80428,79146,4497,4334,58638,56267,1628780,1544428,341792,330905,38343,36745,102030,99608,9776,9291,1655328,1576444,1209987,1144634,295970,286281,17853,17304,77555,76396,3209,3144,50754,48685,1255721,1188462,321183,311099,29086,27929,96641,94353,7540,7140,401573,383343,366046,349287,17001,16371,6481,6163,2873,2750,1288,1190,7884,7582,373059,355966,20609,19806,9257,8816,5389,5255,2236,2151
N,1,2005,10,4052236,2074488,1977748,1585945,1503614,323318,314567,24960,24114,79874,76455,4581,4305,55810,54693,1635931,1552550,350371,341629,38914,37675,100340,96239,9755,9198,1678371,1599552,1224643,1159372,306488,298140,18532,17857,77024,73634,3354,3138,48330,47411,1267989,1201874,330163,321863,29735,28773,95166,91126,7597,7138,396117,378196,361302,344242,16830,16427,6428,6257,2850,2821,1227,1167,7480,7282,367942,350676,20208,19766,9179,8902,5174,5113,2158,2060
N,1,2005,11,4103955,2102129,2001826,1604017,1519741,333829,324320,25592,25031,80001,75810,4536,4435,54154,52489,1652501,1566556,359366,349589,39741,38891,99957,94701,9523,9381,1709108,1626362,1245630,1177745,316892,307913,19115,18806,77259,73145,3323,3314,46889,45439,1287729,1218347,339252,330050,30542,30044,94837,89783,7408,7367,393021,375464,358387,341996,16937,16407,6477,6225,2742,2665,1213,1121,7265,7050,364772,348209,20114,19539,9199,8847,5120,4918,2115,2014
N,1,2005,12,4222378,2161629,2060749,1650396,1565273,345775,335813,26843,26327,81007,77083,4649,4445,52959,51808,1697564,1611282,369813,359988,41285,40740,101006,95982,9735,9395,1766945,1682958,1290019,1221110,329180,319478,20207,19811,78152,74359,3468,3307,45919,44893,1330956,1261039,350179,340600,31929,31598,95982,91079,7677,7386,394684,377791,360377,344163,16595,16335,6636,6516,2855,2724,1181,1138,7040,6915,366608,350243,19634,19388,9356,9142,5024,4903,2058,2009
N,1,2005,13,4234485,2163939,2070546,1655229,1577477,345532,336372,27229,26656,79893,75086,4697,4335,51359,50620,1700824,1622320,368094,358986,42047,41312,99247,93770,9778,9381,1781188,1703757,1305822,1243574,329211,320327,20733,20329,77259,72466,3578,3275,44585,43786,1345440,1282358,348920,340000,32932,32314,94463,89010,7779,7495,382751,366789,349407,333903,16321,16045,6496,6327,2634,2620,1119,1060,6774,6834,355384,339962,19174,18986,9115,8998,4784,4760,1999,1886
N,1,2005,14,4355859,2228910,2126949,1710054,1622698,352932,345934,27774,27304,82173,76729,4727,4603,51250,49681,1755450,1666634,374561,367408,42987,42205,102019,95421,9957,9631,1845534,1760371,1360136,1289134,336562,329864,21207,20738,79472,74114,3588,3460,44569,43061,1399642,1327282,355403,348592,33776,32948,97181,90679,7942,7631,383376,366578,349918,333564,16370,16070,6567,6566,2701,2615,1139,1143,6681,6620,355808,339352,19158,18816,9211,9257,4838,4742,2015,2000
N,1,2005,15,4274296,2183937,2090359,1678450,1596213,343594,339376,27783,26972,80856,75971,4521,4507,48733,47320,1721652,1637931,363623,359199,42876,41831,99381,93897,9602,9314,1823210,1743912,1349434,1280562,328347,324459,21266,20768,78277,73613,3461,3431,42425,41079,1387097,1316808,345720,341649,33867,33100,94823,89584,7721,7462,360727,346447,329016,315651,15247,14917,6517,6204,2579,2358,1060,1076,6308,6241,334555,321123,17903,17550,9009,8731,4558,4313,1881,1852
N,1,2005,16,4122815,2101487,2021328,1624605,1550319,318577,318899,26427,26028,82382,77243,4459,4171,45037,44668,1664403,1589612,336257,336943,40770,40590,100123,94226,9146,8787,1760021,1692694,1312801,1250585,304481,304952,20318,20129,79910,74862,3395,3217,39116,38949,1347348,1284927,319796,320674,32223,32273,95780,90051,7293,7100,341466,328634,311804,299734,14096,13947,6109,5899,2472,2381,1064,954,5921,5719,317055,304685,16461,16269,8547,8317,4343,4175,1853,1687
N,1,2005,17,4090595,2080704,2009891,1618766,1546817,308040,314020,26336,25829,79714,75592,4425,4179,43423,43454,1656989,1584976,324913,331353,40776,40303,96397,92146,9097,8670,1744741,1686326,1311327,1251545,294462,300571,20363,19759,77370,73316,3417,3249,37802,37886,1344608,1284839,309029,315626,32525,31845,92264,88138,7356,7046,335963,323565,307439,295272,13578,13449,5973,6070,2344,2276,1008,930,5621,5568,312381,300137,15884,15727,8251,8458,4133,4008,1741,1624
N,1,2005,18,4020394,2035161,1985233,1590699,1534383,294072,304378,25711,25300,78565,75415,4249,4093,41865,41664,1627525,1570768,309599,320677,40096,39769,94865,91194,8787,8478,1705130,1668962,1288609,1245845,280714,291103,19771,19378,76306,73236,3284,3156,36446,36244,1320623,1277474,294149,305134,31847,31522,90903,87383,7112,6867,330031,316271,302090,288538,13358,13275,5940,5922,2259,2179,965,937,5419,5420,306902,293294,15450,15543,8249,8247,3962,3811,1675,1611
N,1,2005,19,4041656,2036618,2005038,1601923,1553167,284533,303491,25613,25602,80228,77604,4220,4145,40101,41029,1637058,1588931,299007,319037,39923,40384,95987,93142,8613,8562,1699666,1687805,1291752,1263008,272032,290664,19667,19792,78044,75425,3273,3208,34898,35708,1322333,1294112,284493,304100,31660,32268,92188,89303,6975,6964,336952,317233,310171,290159,12501,12827,5946,5810,2184,2179,947,937,5203,5321,314725,294819,14514,14937,8263,8116,3799,3839,1638,1598
N,1,2005,20,3961040,1989347,1971693,1570298,1529547,269855,293975,25221,25069,81409,79342,4387,4167,38177,39593,1603700,1563970,283247,308459,38912,39508,96595,94694,8675,8529,1647760,1656763,1255376,1240879,257584,281648,19133,19337,79126,77205,3367,3265,33174,34429,1284401,1270789,269062,294087,30585,31466,92763,90975,7011,6936,341587,314930,314922,288668,12271,12327,6088,5732,2283,2137,1020,902,5003,5164,319299,293181,14185,14372,8327,8042,3832,3719,1664,1593
N,1,2005,21,3952505,1988150,1964355,1574644,1524039,264506,291101,24832,24829,82741,81897,4361,4239,37066,38250,1606982,1557042,277154,304704,38588,39114,97377,96918,8642,8571,1626017,1643643,1239422,1229464,252115,278743,18548,19115,80629,79772,3306,3284,31997,33265,1267268,1258129,262832,290472,30018,31140,93745,93233,6960,6932,362133,320712,335222,294575,12391,12358,6284,5714,2112,2125,1055,955,5069,4985,339714,298913,14322,14232,8570,7974,3632,3685,1682,1639
N,1,2005,22,4036035,2032214,2003821,1613095,1555331,265067,294825,25713,24970,87626,86012,4359,4304,36354,38379,1644629,1588411,277390,308455,39259,39235,101919,101051,8632,8785,1636070,1667028,1245275,1245618,252084,281877,18755,19176,85320,83779,3185,3307,31451,33271,1272499,1274197,262466,293486,30131,31164,98202,97306,6846,7168,396144,336793,367820,309713,12983,12948,6958,5794,2306,2233,1174,997,4903,5108,372130,314214,14924,14969,9128,8071,3717,3745,1786,1617
N,1,2005,23,4044856,2017371,2027485,1603327,1569550,258752,300138,24158,23471,91414,91916,4715,4740,35005,37670,1633172,1601208,270049,313765,37157,37083,106012,107209,9298,9665,1611577,1685227,1226704,1255140,245116,286278,17116,17787,89119,89617,3460,3736,30062,32669,1252186,1282489,254421,297802,27930,29308,102309,103354,7445,7982,405794,342258,376623,314410,13636,13860,7042,5684,2295,2299,1255,1004,4943,5001,380986,318719,15628,15963,9227,7775,3703,3855,1853,1683
N,1,2005,24,4155355,2071184,2084171,1646113,1609670,264996,310353,24674,23992,96183,98514,5066,4867,34152,36775,1674860,1640455,276286,323683,37055,36982,110488,113627,9765,9758,1638219,1726651,1243553,1281286,250707,295841,17320,18077,93682,95976,3708,3816,29249,31655,1268004,1307623,259866,306895,27646,28922,106647,109598,7852,8067,432965,357520,402560,328384,14289,14512,7354,5915,2501,2538,1358,1051,4903,5120,406856,332832,16420,16788,9409,8060,3841,4029,1913,1691
N,1,2005,25,4002187,1998095,2004092,1590738,1545252,251370,298083,23361,22260,96547,99351,4981,4725,31098,34421,1616817,1573931,261818,310693,34736,34351,109475,113597,9211,9270,1569930,1653710,1192415,1223341,237208,283545,16169,16603,94092,96928,3659,3759,26387,29534,1214301,1247798,245531,293957,25602,26664,105790,109787,7356,7732,428165,350382,398323,321911,14162,14538,7192,5657,2455,2423,1322,966,4711,4887,402516,326133,16287,16736,9134,7687,3685,3810,1855,1538
N,1,2005,26,3847542,1918931,1928611,1532550,1487167,233428,282527,22328,21111,96523,101375,4975,4628,29127,31803,1557068,1513567,243025,294015,33003,32466,108822,114676,8861,8766,1496556,1582482,1139242,1168815,219733,268056,15302,15745,94078,98959,3665,3643,24536,27264,1159704,1191274,227256,277479,24050,25187,105215,111007,7011,7275,422375,346129,393308,318352,13695,14471,7026,5366,2445,2416,1310,985,4591,4539,397364,322293,15769,16536,8953,7279,3607,3669,1850,1491
N,1,2005,27,3799060,1893833,1905227,1518111,1469682,223522,275880,21820,21061,97875,103912,4862,4494,27643,30198,1541279,1494829,232595,286690,31989,31699,109575,116740,8591,8456,1471814,1555431,1124707,1147352,210031,261434,14885,15682,95490,101564,3515,3490,23186,25909,1143940,1168769,217068,270224,23166,24593,106090,113189,6745,6930,422019,349796,393404,322330,13491,14446,6935,5379,2385,2348,1347,1004,4457,4289,397339,326060,15527,16466,8823,7106,3485,3551,1846,1526
N,1,2005,28,3691127,1836648,1854479,1470472,1427441,209966,263795,21230,20175,104044,110089,4784,4406,26152,28573,1492315,1451096,218251,273872,30936,30336,115324,122345,8311,8130,1421755,1503855,1082632,1103598,197528,249875,14406,14996,101754,107775,3516,3372,21919,24239,1100756,1123535,203909,257896,22337,23409,111946,118821,6591,6568,414893,350624,387840,323843,12438,13920,6824,5179,2290,2314,1268,1034,4233,4334,391559,327561,14342,15976,8599,6927,3378,3524,1720,1562
N,1,2005,29,3714280,1843817,1870463,1472994,1433475,209447,266281,20633,19871,111207,118798,4609,4355,24927,27683,1493832,1456463,217321,275860,29870,29745,121920,130652,7942,7996,1430395,1518697,1086270,1108336,197002,252163,13898,14877,109042,116506,3312,3353,20871,23462,1103534,1127674,202982,259789,21508,23064,118740,127211,6192,6493,413422,351766,386724,325139,12445,14118,6735,4994,2165,2292,1297,1002,4056,4221,390298,328789,14339,16071,8362,6681,3180,3441,1750,1503
N,1,2005,30,3762209,1867096,1895113,1492495,1456823,209333,265231,20157,19435,116070,122454,4484,4138,24557,27032,1512767,1479263,217024,274484,29274,29176,126903,134074,7780,7638,1460879,1545549,1111913,1133134,197330,251608,13871,14428,113850,120151,3294,3241,20621,22987,1128735,1152035,203172,258944,21358,22520,123698,130774,6162,6282,406217,349564,380582,323689,12003,13623,6286,5007,2220,2303,1190,897,3936,4045,384032,327228,13852,15540,7916,6656,3205,3300,1618,1356
N,1,2005,31,3679382,1817301,1862081,1446818,1425805,205690,262739,19455,19223,117565,124367,4249,4062,23524,25885,1466265,1447166,212845,271479,28430,28615,127890,135692,7414,7358,1433245,1523326,1086956,1112245,194247,249152,13473,14496,115445,122238,3187,3197,19937,21998,1103209,1130201,199720,256023,20954,22387,124910,132531,6003,6042,384056,338755,359862,313560,11443,13587,5982,4727,2120,2129,1062,865,3587,3887,363056,316965,13125,15456,7476,6228,2980,3161,1411,1316
N,1,2005,32,3887850,1921384,1966466,1527692,1506770,221910,278689,20313,20013,122937,130471,4258,4157,24274,26366,1547677,1528439,229155,287547,29669,29933,133612,141915,7527,7513,1527373,1619034,1158667,1185265,210037,264783,14306,15056,120687,128220,3142,3231,20534,22479,1175315,1203541,215541,271774,22125,23422,130480,138626,6028,6161,394011,347432,369025,321505,11873,13906,6007,4957,2250,2251,1116,926,3740,3887,372362,324898,13614,15773,7544,6511,3132,3289,1499,1352
N,1,2005,33,4046177,1994473,2051704,1603150,1590611,224144,284516,20107,20205,118623,125754,4216,3989,24233,26629,1623154,1612577,231328,293244,29793,30380,129076,137130,7429,7459,1620297,1714066,1253070,1278634,212756,270790,14248,15365,116506,123451,3194,3077,20523,22749,1269790,1297211,218210,277672,22394,24015,126091,133799,6024,6138,374176,337638,350080,311977,11388,13726,5859,4840,2117,2303,1022,912,3710,3880,353364,315366,13118,15572,7399,6365,2985,3331,1405,1321
N,1,2005,34,4297205,2121933,2175272,1711920,1693097,238230,301368,20909,20877,121522,128572,4261,4288,25091,27070,1732636,1715347,245603,310347,30994,31546,132275,139871,7662,7877,1737153,1834031,1352200,1378248,226174,287061,14938,15997,119287,126279,3238,3342,21316,23104,1369613,1397054,231784,294181,23473,25083,129109,136500,6220,6461,384780,341241,359720,314849,12056,14307,5971,4880,2235,2293,1023,946,3775,3966,363023,318293,13819,16166,7521,6463,3166,3371,1442,1416
N,1,2005,35,4184236,2070532,2113704,1678745,1654809,227133,285986,19947,19941,116982,122831,4163,4137,23562,26000,1698115,1676073,233961,294256,29631,30618,126979,133693,7475,7623,1702615,1784990,1334897,1351246,215494,272606,14229,15151,114872,120591,3218,3288,19905,22108,1351022,1369152,220589,279096,22442,24182,123955,130399,6164,6336,367917,328714,343848,303563,11639,13380,5718,4790,2110,2240,945,849,3657,3892,347093,306921,13372,15160,7189,6436,3024,3294,1311,1287
N,1,2005,36,3979311,1959648,2019663,1588394,1581248,215872,272499,19265,19186,110716,119145,3715,3826,21686,23759,1606233,1600659,221980,279875,28522,29241,119723,128785,6744,7046,1612857,1707751,1264459,1293069,204888,259793,13665,14529,108796,117031,2802,3016,18247,20313,1279222,1309485,209364,265545,21502,23194,117021,125787,5503,5869,346791,311912,323935,288179,10984,12706,5600,4657,1920,2114,913,810,3439,3446,327011,291174,12616,14330,7020,6047,2702,2998,1241,1177
N,1,2005,37,3968145,1948115,2020030,1586067,1586014,215325,276470,18804,19476,103441,111423,3711,3777,20767,22870,1603161,1604584,221111,283538,27956,29378,111876,120613,6572,6929,1614664,1715779,1274593,1305091,204595,263991,13607,14933,101560,109392,2829,2984,17480,19388,1288779,1320676,208820,269369,21407,23447,109246,117682,5371,5756,333451,304251,311474,280923,10730,12479,5197,4543,1881,2031,882,793,3287,3482,314382,283908,12291,14169,6549,5931,2630,2931,1201,1173
N,1,2005,38,4005326,1965063,2040263,1601564,1608521,220720,279620,18957,19699,99366,105676,3700,3806,20756,22941,1618639,1627145,226400,286688,28208,30016,107747,114628,6643,6947,1638775,1742891,1296725,1333972,210204,267521,13763,15181,97614,103735,2877,2986,17592,19496,1311008,1349650,214361,272934,21726,24069,105270,111795,5453,5734,326288,297372,304839,274549,10516,12099,5194,4518,1752,1941,823,820,3164,3445,307631,277495,12039,13754,6482,5947,2477,2833,1190,1213
N,1,2005,39,4239148,2086147,2153001,1695336,1693765,240449,299894,20535,20813,104386,110629,3844,3880,21597,24020,1712880,1713272,246327,306975,30444,31698,113037,120042,6874,7271,1752898,1850167,1384697,1414459,229426,287317,15082,16147,102478,108661,2949,3052,18266,20531,1399369,1430938,233720,292698,23550,25695,110362,117169,5653,6025,333249,302834,310639,279306,11023,12577,5453,4666,1908,1968,895,828,3331,3489,313511,282334,12607,14277,6894,6003,2675,2873,1221,1246
N,1,2005,40,4490173,2207407,2282766,1805572,1809408,250563,311789,20925,22106,104387,110896,3945,4009,22015,24558,1823651,1829156,256128,318895,31396,33885,112989,120191,7127,7434,1880353,1981798,1500333,1531261,240004,299808,15514,17436,102529,108857,3107,3221,18866,21215,1515676,1548110,244199,305426,24616,27759,110350,117307,5898,6265,327054,300968,305239,278147,10559,11981,5411,4670,1858,2039,838,788,3149,3343,307975,281046,11929,13469,6780,6126,2639,2884,1229,1169
N,1,2005,41,4462594,2182932,2279662,1790840,1816063,243060,303283,20855,21705,102280,110253,3796,3924,22101,24434,1808934,1835742,248631,310171,31775,33582,110720,119507,6868,7309,1874845,1989309,1503687,1548134,232689,291596,15775,17021,100608,108298,3047,3143,19039,21117,1519086,1564970,236873,296962,25349,27509,108341,116688,5803,6102,308087,290353,287153,267929,10371,11687,5080,4684,1672,1955,749,781,3062,3317,289848,270772,11758,13209,6426,6073,2379,2819,1065,1207
N,1,2005,42,4489670,2200868,2288802,1808897,1830082,245185,302386,20762,21408,100290,106597,3775,3853,21959,24476,1826793,1849862,250572,309074,31707,33800,108772,115653,6841,7196,1903661,2007591,1531874,1570418,235418,290988,15739,17035,98573,104730,2999,3164,19058,21256,1547260,1587442,239515,296245,25375,28025,106345,112951,5768,6123,297207,281211,277023,259664,9767,11398,5023,4373,1717,1867,776,689,2901,3220,279533,262420,11057,12829,6332,5775,2427,2702,1073,1073
N,1,2005,43,4490808,2198843,2291965,1825470,1847534,238237,296655,20271,21515,89750,98892,3665,3624,21450,23745,1843045,1866723,243295,303144,31342,33914,97785,107345,6578,6787,1920276,2026740,1565587,1602632,229401,286216,15561,17165,88098,97073,2914,2921,18715,20733,1580765,1619197,233275,291409,25345,28167,95506,104779,5529,5730,278567,265225,259883,244902,8836,10439,4710,4350,1652,1819,751,703,2735,3012,262280,247526,10020,11735,5997,5747,2279,2566,1049,1057
N,1,2005,44,4626647,2268734,2357913,1871652,1891473,255783,310623,20573,22167,94834,105278,3727,3821,22165,24551,1889669,1911164,261185,317261,31962,35117,103200,114056,6767,7053,1985597,2087830,1607632,1641906,246464,299858,15866,17947,93210,103448,3016,3132,19409,21539,1623251,1659026,250649,305187,26024,29555,100919,111417,5743,6010,283137,270083,264020,249567,9319,10765,4707,4220,1624,1830,711,689,2756,3012,266418,252138,10536,12074,5938,5562,2281,2639,1024,1043
N,1,2005,45,4576320,2250384,2325936,1862800,1872533,250746,302942,20117,21640,91493,101339,3594,3652,21634,23830,1880417,1891684,255948,309409,31440,34486,99578,109688,6414,6729,1986169,2072145,1616796,1638498,241881,292650,15662,17472,89884,99582,2956,3049,18990,20894,1632088,1655125,245915,297802,25775,28993,97340,107169,5489,5770,264215,253791,246004,234035,8865,10292,4455,4168,1609,1757,638,603,2644,2936,248329,236559,10033,11607,5665,5493,2238,2519,925,959
N,1,2005,46,4413425,2160946,2252479,1790617,1818153,238528,288635,19084,20315,88707,99033,3329,3232,20681,23111,1807416,1836715,243448,294809,30101,33105,96300,106853,6072,6243,1921935,2018205,1568378,1601913,230466,279197,14872,16553,87289,97421,2725,2688,18205,20433,1583029,1618188,234327,284191,24753,28115,94264,104546,5190,5349,239011,234274,222239,216240,8062,9438,4212,3762,1418,1612,604,544,2476,2678,224387,218527,9121,10618,5348,4990,2036,2307,882,894
N,1,2005,47,4476992,2195257,2281735,1823286,1849425,241175,288310,19119,20392,87736,97790,3257,3107,20684,22711,1840073,1867667,245984,294207,30452,33212,95165,105423,5985,5984,1959006,2050414,1603511,1635732,233143,279103,15046,16738,86272,96280,2705,2578,18329,19983,1618255,1651608,236969,283843,25271,28235,93131,103244,5183,5159,236251,231321,219775,213693,8032,9207,4073,3654,1464,1510,552,529,2355,2728,221818,216059,9015,10364,5181,4977,2034,2179,802,825
N,1,2005,48,4333666,2115115,2218551,1759441,1796041,230474,280434,18217,19855,84104,96820,3013,3169,19866,22232,1775636,1813857,235077,286341,29255,32640,91210,104071,5551,5863,1896069,1999887,1555834,1594218,222947,271577,14368,16349,82755,95375,2515,2633,17650,19735,1570079,1609892,226583,276352,24356,27985,89334,101991,4831,5032,219046,218664,203607,201823,7527,8857,3849,3506,1349,1445,498,536,2216,2497,205557,203965,8494,9989,4899,4655,1876,2080,720,831
N,1,2005,49,4241621,2074700,2166921,1727811,1756967,223619,269774,17709,18874,83398,96947,2944,2989,19219,21370,1743402,1774133,228169,275388,28590,31263,90084,103861,5355,5617,1862300,1955283,1530652,1561767,215928,261017,14031,15625,82132,95495,2451,2485,17106,18894,1544410,1576800,219509,265510,23894,26834,88375,101823,4618,4856,212400,211638,197159,195200,7691,8757,3678,3249,1266,1452,493,504,2113,2476,198992,197333,8660,9878,4696,4429,1709,2038,737,761
N,1,2005,50,4231426,2071618,2159808,1727825,1757163,222134,266417,17416,18699,82454,93591,2932,3058,18857,20880,1743093,1773855,226565,271860,28026,31081,88937,100117,5422,5671,1868608,1956236,1539360,1569118,214850,258210,13975,15565,81217,92183,2454,2600,16752,18560,1552793,1583846,218346,262577,23605,26841,87187,98195,4719,4958,203010,203572,188465,188045,7284,8207,3441,3134,1237,1408,478,458,2105,2320,190300,190009,8219,9283,4421,4240,1750,1922,703,713
