        CERES Azimuth Position File

 Terra Satellite Orbit Inclination:  98.140
    GERB longitude:   -6.6  (if different - recompile!!)
    * DOY 2006001 = 01 January 2006

------------------------------------------------------------
--DOY*------ hhmmss ---orbit -- XT_Azimuth     (lat  lon)
------------------------------------------------------------
2006193     122107     34923      211.07       16.42 -25.49
2006193     122127     34923      208.65       15.23 -25.76
2006193     122146     34923      206.12       14.03 -26.02
2006193     122206     34923      203.48       12.83 -26.29
2006193     122226     34923      200.75       11.64 -26.55
2006193     122246     34923      197.93       10.44 -26.81
2006193     122306     34923      195.04        9.25 -27.07
2006193     122325     34923      192.08        8.05 -27.33
2006193     122345     34923      189.08        6.85 -27.59
2006193     122405     34923      186.05        5.66 -27.84
2006193     122425     34923      183.00        4.46 -28.10
2006193     122445     34923      179.97        3.26 -28.36
2006193     122504     34923      176.95        2.07 -28.61
2006193     122524     34923      173.98        0.87 -28.86
2006193     122544     34923      171.07       -0.33 -29.12
2006193     122604     34923      168.23       -1.52 -29.37
2006193     122624     34923      165.48       -2.72 -29.63
2006193     122643     34923      162.82       -3.92 -29.88
2006193     122703     34923      160.27       -5.11 -30.14
2006193     122723     34923      157.82       -6.31 -30.40
2006193     122743     34923      155.48       -7.50 -30.65
2006193     122803     34923      153.25       -8.70 -30.91
2006193     122822     34923      151.14       -9.89 -31.17
2006193     122849     34923      148.48      -11.49 -31.52
2006193     122915     34923      146.02      -13.08 -31.87
2006193     122942     34923      143.74      -14.67 -32.22
2006193     123008     34923      141.62      -16.27 -32.58
2006193     123041     34923      139.20      -18.25 -33.03
2006193     123114     34923      137.01      -20.24 -33.49
2006193     123154     34923      134.65      -22.63 -34.04
2006193     123240     34923      132.22      -25.40 -34.72
2006193     123326     34923      130.11      -28.18 -35.41
2006193     123425     34923      127.79      -31.74 -36.35
2006193     123531     34923      125.63      -35.69 -37.45
2006193     123651     34923      123.53      -40.42 -38.88
2006193     123750     34923      180.00      -43.95 -40.06

2006193     135300     34924      210.56       41.68 -43.54
2006193     135352     34924      208.19       38.52 -44.54
2006193     135439     34924      206.00       35.75 -45.36
2006193     135525     34924      203.69       32.98 -46.14
2006193     135611     34924      201.26       30.21 -46.89
2006193     135651     34924      199.10       27.82 -47.50
2006193     135730     34924      196.88       25.44 -48.09
2006193     135810     34924      194.60       23.06 -48.67
2006193     135849     34924      192.27       20.67 -49.24
2006193     135929     34924      189.90       18.28 -49.79
2006193     140009     34924      187.51       15.89 -50.33
2006193     140048     34924      185.10       13.50 -50.86
2006193     140128     34924      182.69       11.11 -51.39
2006193     140207     34924      180.29        8.71 -51.91
2006193     140247     34924      177.92        6.32 -52.42
2006193     140327     34924      175.58        3.93 -52.93
2006193     140406     34924      173.30        1.53 -53.44
2006193     140446     34924      171.07       -0.86 -53.95
2006193     140525     34924      168.91       -3.25 -54.46
2006193     140545     34924      180.00       -4.45 -54.72

