        CERES Azimuth Position File

 Terra Satellite Orbit Inclination:  98.140
    GERB longitude:   -6.6  (if different - recompile!!)
    * DOY 2006001 = 01 January 2006

------------------------------------------------------------
--DOY*------ hhmmss ---orbit -- XT_Azimuth     (lat  lon)
------------------------------------------------------------
2006188     120936     34850      147.98       -9.11 -26.36
2006188     120955     34850      145.58      -10.30 -26.62
2006188     121015     34850      143.35      -11.50 -26.88
2006188     121042     34850      140.61      -13.09 -27.23
2006188     121108     34850      138.12      -14.68 -27.58
2006188     121134     34850      135.87      -16.27 -27.94
2006188     121207     34850      133.33      -18.26 -28.39
2006188     121240     34850      131.09      -20.25 -28.85
2006188     121320     34850      128.72      -22.63 -29.41
2006188     121406     34850      126.33      -25.41 -30.08
2006188     121459     34850      124.03      -28.58 -30.88
2006188     121558     34850      121.88      -32.14 -31.81
2006188     121711     34850      119.76      -36.49 -33.04
2006188     121850     34850      117.55      -42.39 -34.89
2006188     121956     34850      180.00      -46.31 -36.27

2006188     133300     34851      219.14       46.81 -37.09
2006188     133352     34851      216.98       43.67 -38.23
2006188     133445     34851      214.64       40.52 -39.27
2006188     133531     34851      212.42       37.76 -40.13
2006188     133618     34851      210.05       34.99 -40.94
2006188     133657     34851      207.90       32.61 -41.61
2006188     133737     34851      205.65       30.23 -42.24
2006188     133816     34851      203.28       27.85 -42.85
2006188     133856     34851      200.82       25.47 -43.45
2006188     133929     34851      198.70       23.48 -43.93
2006188     134002     34851      196.52       21.49 -44.41
2006188     134035     34851      194.30       19.50 -44.87
2006188     134108     34851      192.03       17.51 -45.33
2006188     134141     34851      189.73       15.52 -45.78
2006188     134214     34851      187.40       13.52 -46.22
2006188     134247     34851      185.07       11.53 -46.66
2006188     134320     34851      182.73        9.54 -47.09
2006188     134353     34851      180.40        7.54 -47.52
2006188     134426     34851      178.09        5.55 -47.95
2006188     134459     34851      175.82        3.56 -48.38
2006188     134532     34851      173.58        1.56 -48.80
2006188     134605     34851      171.39       -0.43 -49.22
2006188     134638     34851      169.26       -2.43 -49.65
2006188     134718     34851      166.78       -4.82 -50.16
2006188     134757     34851      164.41       -7.21 -50.67
2006188     134837     34851      162.14       -9.60 -51.19
2006188     134916     34851      159.98      -11.99 -51.71
2006188     135003     34851      157.61      -14.78 -52.32
2006188     135049     34851      180.00      -17.57 -52.95

2006189     075100     34862      162.92        9.80  41.03
2006189     075146     34862      165.32        7.01  40.43
2006189     075225     34862      167.47        4.61  39.92
2006189     075305     34862      169.71        2.22  39.41
2006189     075345     34862      172.03       -0.17  38.90
2006189     075424     34862      174.42       -2.57  38.39
2006189     075504     34862      176.86       -4.96  37.88
2006189     075543     34862      179.35       -7.35  37.37
2006189     075623     34862      181.87       -9.74  36.85
2006189     075656     34862      183.98      -11.73  36.42
2006189     075729     34862      186.10      -13.72  35.98
2006189     075802     34862      188.21      -15.71  35.54
2006189     075842     34862      190.72      -18.10  34.99
2006189     075921     34862      193.21      -20.49  34.44
2006189     080001     34862      195.64      -22.87  33.88
2006189     080040     34862      198.02      -25.25  33.31
2006189     080120     34862      200.33      -27.63  32.71
2006189     080200     34862      202.56      -30.00  32.10
2006189     080239     34862      204.71      -32.38  31.47
2006189     080325     34862      207.11      -35.14  30.70
2006189     080412     34862      209.38      -37.90  29.89
2006189     080458     34862      211.51      -40.66  29.04
2006189     080551     34862      213.80      -43.80  27.98
2006189     080551     34862      180.00      -43.80  27.98

2006189     092000     34863      119.99       45.44  25.75
2006189     092145     34863      122.20       39.14  23.64
2006189     092304     34863      124.38       34.39  22.24
2006189     092410     34863      126.65       30.43  21.16
2006189     092503     34863      128.81       27.26  20.34
2006189     092549     34863      131.02       24.48  19.65
2006189     092629     34863      133.19       22.09  19.08
2006189     092709     34863      135.64       19.70  18.52
2006189     092742     34863      137.93       17.71  18.07
2006189     092815     34863      140.48       15.72  17.62
2006189     092841     34863      142.72       14.12  17.26
2006189     092907     34863      145.15       12.53  16.91
2006189     092934     34863      147.79       10.94  16.56
2006189     092954     34863      149.91        9.74  16.30
2006189     093013     34863      152.16        8.54  16.04
2006189     093033     34863      154.54        7.35  15.78
2006189     093053     34863      157.05        6.15  15.53
2006189     093113     34863      159.69        4.95  15.27
2006189     093133     34863      162.45        3.76  15.01
2006189     093152     34863      165.33        2.56  14.76
2006189     093212     34863      168.33        1.36  14.50
2006189     093232     34863      171.42        0.17  14.25
2006189     093245     34863      173.53       -0.63  14.08
2006189     093258     34863      175.67       -1.43  13.91
2006189     093312     34863      177.83       -2.23  13.74
2006189     093325     34863      180.02       -3.02  13.57
2006189     093338     34863      182.21       -3.82  13.40
2006189     093351     34863      184.42       -4.62  13.23
2006189     093404     34863      186.62       -5.42  13.06
2006189     093418     34863      188.81       -6.21  12.89
2006189     093431     34863      190.99       -7.01  12.72
2006189     093444     34863      193.15       -7.81  12.55
2006189     093457     34863      195.28       -8.60  12.38
2006189     093517     34863      198.41       -9.80  12.12
2006189     093537     34863      201.45      -10.99  11.86
2006189     093557     34863      204.38      -12.19  11.60
2006189     093616     34863      207.21      -13.38  11.33
2006189     093636     34863      209.90      -14.58  11.07
2006189     093656     34863      212.47      -15.77  10.80
2006189     093716     34863      214.92      -16.97  10.53
2006189     093736     34863      217.23      -18.16  10.26
2006189     093755     34863      219.41      -19.35   9.99
2006189     093822     34863      222.14      -20.94   9.62
2006189     093848     34863      224.66      -22.53   9.24
2006189     093915     34863      226.98      -24.12   8.86
2006189     093941     34863      229.12      -25.70   8.47
2006189     094014     34863      231.56      -27.69   7.98
2006189     094047     34863      233.77      -29.67   7.47
2006189     094127     34863      236.14      -32.04   6.84
2006189     094213     34863      238.57      -34.80   6.07
2006189     094259     34863      240.69      -37.57   5.27
2006189     094352     34863      242.80      -40.71   4.29
2006189     094458     34863      245.03      -44.64   2.97
2006189     094617     34863      247.28      -49.33   1.15
2006189     094650     34863      180.00      -51.27   0.33

2006189     105700     34864      269.70       52.14   3.76
2006189     110143     34864      267.54       35.24  -2.24
2006189     110415     34864      265.32       26.12  -4.66
2006189     110541     34864      263.21       20.95  -5.91
2006189     110640     34864      261.02       17.36  -6.73
2006189     110727     34864      258.57       14.57  -7.36
2006189     110800     34864      256.15       12.58  -7.80
2006189     110826     34864      253.63       10.99  -8.15
2006189     110846     34864      251.21        9.79  -8.41
2006189     110906     34864      248.17        8.59  -8.67
2006189     110919     34864      245.69        7.80  -8.84
2006189     110932     34864      242.72        7.00  -9.01
2006189     110945     34864      239.13        6.20  -9.18
2006189     110958     34864      234.75        5.40  -9.36
2006189     111005     34864      232.20        5.01  -9.44
2006189     111012     34864      229.36        4.61  -9.53
2006189     111018     34864      226.20        4.21  -9.61
2006189     111025     34864      222.69        3.81  -9.70
2006189     111031     34864      218.79        3.41  -9.78
2006189     111038     34864      214.48        3.01  -9.87
2006189     111045     34864      209.74        2.61  -9.95
2006189     111051     34864      204.60        2.21 -10.04
2006189     111058     34864      199.08        1.81 -10.12
2006189     111104     34864      193.26        1.42 -10.21
2006189     111111     34864      187.24        1.02 -10.29
2006189     111118     34864      181.14        0.62 -10.38
2006189     111124     34864      175.10        0.22 -10.46
2006189     111131     34864      169.25       -0.18 -10.55
2006189     111137     34864      163.70       -0.58 -10.63
2006189     111144     34864      158.52       -0.98 -10.71
2006189     111151     34864      153.74       -1.38 -10.80
2006189     111157     34864      149.39       -1.78 -10.88
2006189     111204     34864      145.45       -2.17 -10.97
2006189     111210     34864      141.90       -2.57 -11.05
2006189     111217     34864      138.71       -2.97 -11.14
2006189     111224     34864      135.84       -3.37 -11.22
2006189     111230     34864      133.26       -3.77 -11.31
2006189     111237     34864      130.93       -4.17 -11.39
2006189     111250     34864      126.93       -4.97 -11.56
2006189     111303     34864      123.65       -5.76 -11.74
2006189     111316     34864      120.92       -6.56 -11.91
2006189     111330     34864      118.62       -7.36 -12.08
2006189     111349     34864      115.80       -8.55 -12.33
2006189     111409     34864      113.54       -9.75 -12.59
2006189     111436     34864      111.17      -11.34 -12.94
2006189     111509     34864      108.90      -13.33 -13.38
2006189     111555     34864      106.59      -16.12 -14.00
2006189     111701     34864      104.35      -20.10 -14.91
2006189     111846     34864      102.17      -26.45 -16.43
2006189     112224     34864      100.04      -39.48 -20.05
2006189     112555     34864      180.00      -52.00 -24.72

2006189     123600     34865      238.50       51.73 -21.15
2006189     123712     34865      236.22       47.43 -22.93
2006189     123812     34865      234.03       43.89 -24.24
2006189     123904     34865      231.82       40.74 -25.30
2006189     123951     34865      229.65       37.98 -26.16
2006189     124037     34865      227.24       35.21 -26.97
2006189     124116     34865      224.95       32.84 -27.64
2006189     124156     34865      222.44       30.46 -28.28
2006189     124229     34865      220.18       28.47 -28.79
2006189     124302     34865      217.74       26.49 -29.29
2006189     124335     34865      215.13       24.50 -29.78
2006189     124401     34865      212.91       22.91 -30.17
2006189     124428     34865      210.57       21.32 -30.54
2006189     124454     34865      208.11       19.73 -30.91
2006189     124521     34865      205.55       18.14 -31.28
2006189     124547     34865      202.87       16.54 -31.64
2006189     124613     34865      200.09       14.95 -32.00
2006189     124633     34865      197.94       13.75 -32.26
2006189     124653     34865      195.75       12.56 -32.53
2006189     124713     34865      193.52       11.36 -32.79
2006189     124733     34865      191.26       10.16 -33.05
2006189     124752     34865      188.97        8.97 -33.31
2006189     124812     34865      186.67        7.77 -33.57
2006189     124832     34865      184.35        6.58 -33.82
2006189     124852     34865      182.04        5.38 -34.08
2006189     124912     34865      179.73        4.18 -34.34
2006189     124931     34865      177.45        2.99 -34.59
2006189     124951     34865      175.18        1.79 -34.85
2006189     125011     34865      172.95        0.59 -35.10
2006189     125031     34865      170.76       -0.60 -35.36
2006189     125051     34865      168.61       -1.80 -35.61
2006189     125117     34865      165.83       -3.40 -35.95
2006189     125143     34865      163.15       -4.99 -36.29
2006189     125210     34865      160.59       -6.59 -36.63
2006189     125236     34865      158.13       -8.18 -36.98
2006189     125303     34865      155.79       -9.77 -37.32
2006189     125329     34865      153.58      -11.37 -37.67
2006189     125402     34865      150.98      -13.36 -38.10
2006189     125435     34865      148.56      -15.35 -38.55
2006189     125508     34865      146.31      -17.34 -39.00
2006189     125548     34865      143.84      -19.72 -39.54
2006189     125627     34865      141.59      -22.11 -40.10
2006189     125713     34865      139.23      -24.89 -40.77
2006189     125800     34865      137.12      -27.66 -41.46
2006189     125852     34865      134.99      -30.83 -42.28
2006189     125958     34865      132.71      -34.78 -43.36
2006189     130045     34865      180.00      -37.54 -44.17

2006190     082800     34877      139.72       32.46  35.60
2006190     082859     34877      141.85       28.89  34.66
2006190     082952     34877      144.00       25.71  33.86
2006190     083045     34877      146.40       22.53  33.09
2006190     083131     34877      148.73       19.74  32.44
2006190     083210     34877      150.91       17.36  31.89
2006190     083250     34877      153.25       14.97  31.35
2006190     083330     34877      155.78       12.57  30.82
2006190     083403     34877      158.02       10.58  30.39
2006190     083436     34877      160.38        8.59  29.96
2006190     083509     34877      162.87        6.59  29.53
2006190     083542     34877      165.47        4.60  29.10
2006190     083608     34877      167.63        3.00  28.76
2006190     083634     34877      169.85        1.41  28.42
2006190     083701     34877      172.13       -0.19  28.08
2006190     083727     34877      174.46       -1.78  27.74
2006190     083754     34877      176.84       -3.38  27.40
2006190     083820     34877      179.25       -4.97  27.06
2006190     083846     34877      181.68       -6.57  26.72
2006190     083913     34877      184.12       -8.16  26.38
2006190     083939     34877      186.56       -9.76  26.03
2006190     084006     34877      189.00      -11.35  25.68
2006190     084032     34877      191.41      -12.94  25.33
2006190     084058     34877      193.79      -14.53  24.98
2006190     084125     34877      196.14      -16.13  24.63
2006190     084151     34877      198.43      -17.72  24.27
2006190     084218     34877      200.68      -19.31  23.90
2006190     084244     34877      202.85      -20.90  23.53
2006190     084310     34877      204.97      -22.49  23.16
2006190     084343     34877      207.51      -24.47  22.68
2006190     084416     34877      209.93      -26.45  22.19
2006190     084449     34877      212.23      -28.43  21.69
2006190     084522     34877      214.42      -30.41  21.18
2006190     084602     34877      216.87      -32.79  20.54
