UW DIC Data - RB-98-04 Leg1 (TAO),,,,,,,,,
,,,,,,,,,
Julian Date,Date,Lat (dec),Long (dec),DIC,Chl,SST(TSG),Sal(TSG),"fCO2w, in situ",fCO2a
295.1721644,10/22/98,10.051728,-112.384216,1947.7,2.778,27.63,33.73,340.13,352.06
295.1940741,10/22/98,9.974775,-112.292564,1942.5,2.746,27.58,33.59,336.96,352.12
295.2140278,10/22/98,9.898358,-112.20298,1920.0,2.754,27.58,33.58,337.69,352.12
295.2284606,10/22/98,9.853342,-112.151474,1915.3,2.743,27.62,33.55,336.27,352.21
295.2428935,10/22/98,9.797753,-112.08963,1911.8,2.740,27.64,33.56,336.55,352.21
295.2573264,10/22/98,9.740381,-112.026779,1910.5,2.728,27.6,33.54,336.71,352.21
295.2719213,10/22/98,9.6816,-111.962181,1908.9,2.733,27.59,33.54,336.18,352.13
295.2865278,10/22/98,9.62574,-111.901718,1908.1,2.730,27.59,33.53,336.26,352.13
295.3011111,10/22/98,9.571555,-111.840195,1907.0,2.725,27.59,33.54,336.36,352.13
295.3157176,10/22/98,9.514892,-111.775322,1906.7,2.731,27.57,33.55,336.9,352.09
295.3303588,10/22/98,9.460506,-111.711327,1907.6,2.710,27.63,33.62,337.68,352.09
295.3449769,10/22/98,9.408673,-111.647369,1906.4,2.725,27.64,33.62,338.33,352.09
295.3595486,10/22/98,9.364783,-111.594101,1907.2,2.712,27.54,33.46,335.69,351.81
295.3741435,10/22/98,9.310523,-111.528633,1904.4,2.731,27.55,33.5,336.18,351.81
295.3887384,10/22/98,9.257215,-111.464676,1905.1,2.726,27.56,33.53,336.16,351.77
295.4034722,10/22/98,9.202858,-111.400093,1903.9,2.726,27.5,33.52,336.58,351.77
295.4181366,10/22/98,9.147202,-111.33371,1903.6,2.717,27.49,33.48,335.52,351.77
295.4327315,10/22/98,9.094705,-111.271103,1903.3,2.721,27.45,33.42,333.17,351.79
295.4473148,10/22/98,9.042421,-111.208199,1901.7,2.713,27.44,33.41,333.02,351.79
295.4619329,10/22/98,8.987106,-111.142052,1899.0,2.722,27.43,33.43,332.71,351.79
295.4765278,10/22/98,8.932625,-111.07756,1898.5,2.707,27.45,33.5,334.46,351.86
295.4911227,10/22/98,8.878326,-111.013802,1898.1,2.720,27.48,33.55,335.1,351.86
295.505706,10/22/98,8.82316,-110.948715,1900.4,2.723,27.47,33.53,336.51,351.86
295.5203125,10/22/98,8.77869,-110.89653,1900.4,2.713,27.45,33.45,333.82,351.94
295.5349074,10/22/98,8.7246,-110.833221,1899.8,2.720,27.41,33.42,332.33,351.94
295.5494907,10/22/98,8.668377,-110.769302,1897.0,2.711,27.41,33.43,332.86,351.94
295.5640856,10/22/98,8.609838,-110.703804,1897.2,2.707,27.42,33.47,333.8,352.3
295.5786921,10/22/98,8.55364,-110.64048,1895.5,2.706,27.45,33.54,334.95,352.3
295.5932755,10/22/98,8.498181,-110.5774,1898.9,2.725,27.58,33.66,337.63,352.3
295.6078704,10/22/98,8.440311,-110.512115,1903.6,2.727,27.58,33.7,340.6,352.42
295.6224769,10/22/98,8.384153,-110.448517,1908.3,2.726,27.63,33.76,342.4,352.42
295.6370949,10/22/98,8.329099,-110.385254,1909.4,2.724,27.67,33.82,344.48,352.66
295.759213,10/22/98,8.107047,-110.109718,1892.2,2.714,27.52,33.47,337.02,352.83
295.7736227,10/22/98,8.107168,-110.109398,1886.4,2.707,27.49,33.46,336.42,-999.99
295.7880671,10/22/98,8.107302,-110.109314,1885.9,2.709,27.53,33.47,336.75,-999.99
295.8024884,10/22/98,8.110091,-110.10717,1885.0,2.704,27.55,33.47,337.08,-999.99
295.8169213,10/22/98,8.110138,-110.107155,1887.0,2.711,27.5,33.46,336.15,-999.99
295.831412,10/22/98,8.11008,-110.107208,1888.8,2.718,27.51,33.46,336.2,-999.99
295.8461574,10/22/98,8.110078,-110.10717,1887.9,2.695,27.57,33.46,336.48,-999.99
295.893588,10/22/98,8.108002,-110.106514,1885.5,2.711,27.7,33.46,338.81,351.41
295.9081944,10/22/98,8.060805,-110.127647,1890.1,2.673,27.78,33.55,339.64,351.41
295.9226157,10/22/98,8.017075,-110.160629,1892.0,2.694,27.76,33.54,340.17,351.41
295.9370486,10/22/98,7.98413,-110.189377,1891.5,2.683,27.77,33.58,341.14,-999.99
295.9514815,10/22/98,7.986328,-110.185646,1893.2,2.682,27.77,33.57,340.59,-999.99
295.9658912,10/22/98,7.987035,-110.184731,1895.8,2.681,27.73,33.55,340.34,-999.99
295.9801157,10/22/98,7.985188,-110.186539,1892.6,2.673,27.68,33.54,338.91,351.32
296.0090856,10/23/98,7.985275,-110.187302,1891.8,2.695,27.72,33.55,339.82,351.32
296.0301157,10/23/98,7.985538,-110.187035,1891.6,2.691,27.64,33.53,338.71,351.65
296.0445486,10/23/98,7.990545,-110.183784,1890.6,2.681,27.61,33.52,338.04,351.65
296.0589583,10/23/98,7.994858,-110.181076,1893.2,2.687,27.6,33.52,337.66,352.09
296.0734028,10/23/98,7.999728,-110.177155,1891.4,2.697,27.59,33.52,337.96,352.09
296.0878241,10/23/98,8.00444,-110.173317,1887.7,2.687,27.58,33.52,337.71,352.09
296.1022222,10/23/98,8.007143,-110.169975,1901.0,2.696,27.57,33.52,337.2,352.05
296.1166667,10/23/98,8.01476,-110.165192,1889.3,2.696,27.58,33.52,336.93,352.05
296.1310995,10/23/98,8.029048,-110.156464,1888.5,2.696,27.58,33.52,337.66,352.05
296.1455093,10/23/98,8.04024,-110.147308,1889.5,2.708,27.57,33.52,337.8,-999.99
296.1599421,10/23/98,8.042354,-110.145447,1888.9,2.709,27.56,33.52,336.95,-999.99
296.1743634,10/23/98,8.049757,-110.135048,1887.0,2.724,27.57,33.52,337.72,-999.99
296.1887963,10/23/98,8.05633,-110.128052,1890.5,2.723,27.56,33.52,337.65,352.48
296.2104051,10/23/98,8.06723,-110.124985,1895.9,2.713,27.57,33.52,338.32,352.48
296.2433333,10/23/98,8.053273,-110.133751,1897.5,2.719,27.55,33.52,337.24,352.58
296.2551968,10/23/98,8.049176,-110.133049,1895.9,2.721,27.55,33.52,337.86,352.58
296.2696181,10/23/98,8.051715,-110.106682,1893.6,2.707,27.53,33.5,337.7,352.61
296.2840625,10/23/98,8.085366,-110.103531,1895.4,2.721,27.61,33.54,337.39,352.61
296.2984722,10/23/98,8.090707,-110.127991,1894.0,2.724,27.51,33.5,337.32,352.61
296.3129861,10/23/98,8.09069,-110.15892,1893.4,2.715,27.55,33.55,338.12,352.55
296.3274074,10/23/98,8.065857,-110.16703,1897.4,2.729,27.53,33.56,337.83,352.55
296.3418519,10/23/98,8.05681,-110.192268,1915.4,2.719,27.52,33.56,338.27,352.55
296.3562963,10/23/98,8.053635,-110.216873,1903.1,2.716,27.51,33.58,338.99,352.15
296.3707176,10/23/98,8.048944,-110.24614,1904.5,2.723,27.48,33.57,337.7,352.15
296.3853588,10/23/98,8.027415,-110.267601,1907.4,2.730,27.46,33.57,337.62,352.15
296.4004977,10/23/98,8.004492,-110.290558,1907.6,2.752,27.46,33.6,338.19,351.74
296.414919,10/23/98,7.983423,-110.29705,1907.1,2.739,27.47,33.62,339.58,351.74
296.4293634,10/23/98,7.983312,-110.261574,1908.9,2.730,27.43,33.58,337.99,351.83
296.4438194,10/23/98,8.002865,-110.244987,1908.9,2.719,27.45,33.58,338.81,351.83
296.4582523,10/23/98,8.036315,-110.244995,1908.3,2.726,27.46,33.57,337.88,351.83
296.4727083,10/23/98,8.053045,-110.245644,1910.0,2.727,27.43,33.56,337.01,351.74
296.4871181,10/23/98,8.055326,-110.244865,1909.4,2.730,27.42,33.57,337.06,351.74
296.5015625,10/23/98,8.055245,-110.244774,1900.8,2.744,27.44,33.58,337.9,351.74
296.5160185,10/23/98,8.055273,-110.244804,1899.6,2.728,27.44,33.58,337.95,351.84
296.5311806,10/23/98,8.055268,-110.244804,1899.6,2.727,27.44,33.59,338.11,351.84
296.5456019,10/23/98,8.05695,-110.244797,1898.6,2.718,27.43,33.57,338,351.84
296.56,10/23/98,8.106568,-110.244331,1898.1,2.730,27.43,33.56,338.24,351.94
296.5744213,10/23/98,8.162042,-110.243889,1896.3,2.734,27.46,33.58,337.81,351.94
296.5881713,10/23/98,8.145699,-110.24395,1898.1,2.736,27.46,33.58,339.32,351.94
296.8559722,10/23/98,7.65831,-110.203323,1905.9,2.716,27.54,33.56,338.4,351.41
296.8704051,10/23/98,7.58266,-110.19471,1892.0,2.716,27.55,33.59,337.92,351.41
296.8848032,10/23/98,7.507087,-110.18499,1890.3,2.696,27.57,33.61,338.73,351.41
296.8992014,10/23/98,7.42902,-110.175072,1892.4,2.685,27.67,33.67,341.15,350.94
296.913588,10/23/98,7.353115,-110.168411,1893.7,2.689,27.64,33.59,340.67,350.94
296.9279977,10/23/98,7.294317,-110.163704,1891.4,2.694,27.63,33.57,340.17,350.94
296.9423843,10/23/98,7.21508,-110.15802,1887.5,2.683,27.63,33.49,337.7,350.85
296.956794,10/23/98,7.137235,-110.152031,1886.8,2.699,27.56,33.41,334.96,350.85
296.9712037,10/23/98,7.06039,-110.148048,1881.7,2.713,27.51,33.35,332.89,350.99
296.9858565,10/23/98,7.000134,-110.144646,1877.4,2.711,27.49,33.32,332.76,350.99
296.9946528,10/23/98,6.99971,-110.144539,1892.1,2.706,27.48,33.32,332.03,350.99
297.0002315,10/24/98,6.999653,-110.144547,1872.2,2.699,27.47,33.32,332.13,350.99
297.0145949,10/24/98,6.999667,-110.144539,1874.8,2.705,27.47,33.32,332.15,351.35
297.0296528,10/24/98,6.99095,-110.143387,1873.2,2.705,27.46,33.32,332.6,351.35
297.0440046,10/24/98,6.928657,-110.135948,1871.9,2.709,27.42,33.31,331.49,351.35
297.0583912,10/24/98,6.852638,-110.127495,1872.1,2.702,27.36,33.31,329.73,351.47
297.0727894,10/24/98,6.77655,-110.119484,1870.1,2.713,27.36,33.33,330.08,351.47
297.0871991,10/24/98,6.696437,-110.110565,1873.5,2.720,27.32,33.37,330.65,351.47
297.1016088,10/24/98,6.618731,-110.102127,1877.8,2.733,27.2,33.34,331.38,351.84
297.1159954,10/24/98,6.541962,-110.096764,1889.1,2.755,27.18,33.33,331.18,351.84
297.131088,10/24/98,6.463483,-110.092422,1878.9,2.763,27.17,33.28,330.09,351.84
297.1455093,10/24/98,6.400402,-110.089478,1882.0,2.760,27.14,33.35,330.07,352.28
297.1599074,10/24/98,6.325692,-110.085754,1879.3,2.806,26.94,33.41,328.85,352.28
297.1743056,10/24/98,6.25143,-110.080879,1883.2,2.800,26.92,33.39,329.67,352.28
297.1886806,10/24/98,6.176394,-110.074417,1883.2,2.800,26.94,33.38,329.64,352.47
297.2030787,10/24/98,6.103662,-110.066849,1882.0,2.811,26.96,33.37,328.57,352.47
297.2175,10/24/98,6.030025,-110.058998,1882.7,2.799,26.98,33.37,329.59,352.47
297.2318981,10/24/98,6.00421,-110.053345,1882.8,2.775,27.08,33.4,330.6,352.47
297.2462847,10/24/98,6.0041,-110.052612,1884.9,2.784,27.06,33.4,330.11,352.47
297.2606597,10/24/98,6.004107,-110.052071,1883.3,2.786,27.07,33.4,330.49,352.47
297.2750116,10/24/98,6.00414,-110.052109,1884.2,2.781,27.05,33.4,330.57,352.37
297.2893866,10/24/98,5.957793,-110.045708,1882.4,2.774,27.1,33.41,331.95,352.37
297.3038773,10/24/98,5.900321,-110.038795,1883.8,2.779,27.12,33.41,330.38,352.08
297.3182639,10/24/98,5.825171,-110.034798,1883.7,2.798,27.09,33.4,331.39,352.08
297.332662,10/24/98,5.763588,-110.032112,1884.9,2.814,27.01,33.36,328.29,352.08
297.3470602,10/24/98,5.689786,-110.027481,1893.9,2.800,26.97,33.31,326.08,351.89
297.3614468,10/24/98,5.614528,-110.021812,1880.2,2.780,26.97,33.3,326.85,351.89
297.3758565,10/24/98,5.537199,-110.014793,1878.3,2.763,27,33.3,327.34,351.89
297.3903819,10/24/98,5.46325,-110.007401,1877.8,2.756,27.04,33.3,327.18,351.8
297.4047917,10/24/98,5.38964,-109.999352,1877.7,2.759,27.04,33.3,327.83,351.8
297.4192014,10/24/98,5.326318,-109.992638,1877.9,2.771,27.04,33.3,327.56,351.8
297.433588,10/24/98,5.252883,-109.985397,1880.0,2.766,27.07,33.3,327.33,351.92
297.4479861,10/24/98,5.179288,-109.979095,1877.9,2.783,27.05,33.3,327.29,351.92
297.4625579,10/24/98,5.102855,-109.988335,1901.2,2.791,27.04,33.31,327.91,351.92
297.4769444,10/24/98,5.050853,-109.997261,1882.5,2.792,27.04,33.32,327.92,352.14
297.4913542,10/24/98,5.043157,-109.994476,1881.2,2.791,27.03,33.33,326.25,352.14
297.5057176,10/24/98,5.043792,-109.991005,1876.8,2.783,27.01,33.33,327.24,352.14
297.5207755,10/24/98,5.044497,-109.987602,1875.8,2.785,27.01,33.33,326.95,352.06
297.535162,10/24/98,5.047616,-109.98436,1885.4,2.789,27.01,33.33,327.05,352.06
297.5509722,10/24/98,5.046245,-109.990395,1878.1,2.775,27.02,33.33,327.46,352.06
297.5653588,10/24/98,5.0408,-109.999847,1884.1,2.774,27,33.33,326.96,352.22
297.5839236,10/24/98,4.978333,-109.999428,1877.1,2.776,27.03,33.37,329.01,352.22
297.5983102,10/24/98,4.919725,-109.999748,1899.6,2.778,26.96,33.37,328.53,352.6
297.616875,10/24/98,4.963737,-109.966431,1876.5,2.775,26.98,33.39,326.55,352.6
297.6333333,10/24/98,4.97616,-109.962334,1878.1,2.766,26.97,33.38,327.26,352.6
297.6477083,10/24/98,4.9731,-109.961296,1879.7,2.768,26.97,33.39,328.27,352.62
297.7595486,10/24/98,4.64285,-109.967697,1883.9,2.773,26.77,33.48,329.74,352.68
297.7739699,10/24/98,4.567673,-109.973763,1883.8,2.795,26.77,33.49,329.19,352.77
297.7883449,10/24/98,4.510026,-109.978836,1885.3,2.798,26.72,33.51,329.24,352.77
297.8027199,10/24/98,4.43888,-109.983406,1886.0,2.818,26.71,33.51,329.65,352.77
297.8170718,10/24/98,4.363877,-109.988953,1889.1,2.810,26.72,33.53,330.06,352.67
297.8314468,10/24/98,4.29036,-109.993805,1893.2,2.860,26.7,33.61,331.3,352.67
297.8458449,10/24/98,4.217878,-109.995789,1894.8,2.889,26.62,33.64,332.72,352.61
297.8602431,10/24/98,4.143563,-109.997475,1904.2,2.913,26.61,33.64,333.74,352.61
297.8746528,10/24/98,4.083905,-109.999191,1905.0,2.943,26.6,33.64,333.4,352.61
297.8890394,10/24/98,4.013015,-110.002975,1910.1,2.998,26.62,33.62,333.66,352.57
297.9034375,10/24/98,4.000003,-110.000565,1909.1,3.069,26.61,33.62,333.38,352.57
297.9177662,10/24/98,4.000193,-109.999718,1910.1,3.093,26.62,33.62,333.35,352.57
297.9320949,10/24/98,3.999573,-109.999016,1926.5,3.056,26.63,33.61,332.71,352.21
297.9464815,10/24/98,3.94245,-110.017792,1912.1,3.153,26.63,33.61,333.6,352.21
297.9608681,10/24/98,3.884938,-110.039627,1912.4,3.159,26.59,33.63,334.3,352.21
297.9752431,10/24/98,3.81648,-110.061226,1911.3,3.207,26.59,33.65,334.42,352.34
297.9896181,10/24/98,3.747818,-110.083054,1912.2,3.246,26.58,33.65,335.28,352.34
298.0039931,10/25/98,3.675075,-110.105659,1915.2,3.233,26.6,33.64,333.51,352.34
298.0184144,10/25/98,3.60564,-110.12767,1916.9,3.244,26.59,33.63,332.99,352.33
298.0328125,10/25/98,3.538697,-110.149651,1918.7,3.255,26.59,33.62,331.31,352.33
298.0471759,10/25/98,3.471377,-110.172844,1919.5,3.281,26.59,33.63,333.22,352.33
298.0615509,10/25/98,3.4163,-110.191879,1916.7,3.305,26.6,33.61,333.13,352.59
298.0759606,10/25/98,3.350138,-110.214386,1918.8,3.298,26.61,33.6,331.11,352.59
298.0903125,10/25/98,3.281413,-110.238266,1918.6,3.244,26.62,33.58,332.13,352.59
298.1049769,10/25/98,3.211335,-110.2631,1918.1,3.192,26.65,33.58,332.25,352.86
298.119375,10/25/98,3.14375,-110.287094,1918.8,3.165,26.63,33.55,331.4,352.86
298.1337616,10/25/98,3.075377,-110.311157,1918.5,3.171,26.61,33.54,331.74,352.86
298.1482639,10/25/98,3.015948,-110.324455,1939.6,3.199,26.62,33.54,333.09,353.21
298.1628241,10/25/98,3.002932,-110.32914,1917.0,3.181,26.61,33.53,331.85,353.21
298.177338,10/25/98,3.004155,-110.332603,1916.4,3.199,26.59,33.54,331.78,353.21
298.1918519,10/25/98,3.002898,-110.332573,1915.5,3.195,26.6,33.53,332.06,353.38
298.2063657,10/25/98,2.975737,-110.332924,1916.3,3.207,26.59,33.53,332.37,353.38
298.2209028,10/25/98,2.920465,-110.350159,1915.5,3.249,26.61,33.52,331.23,353.49
298.2354398,10/25/98,2.86809,-110.367279,1916.5,3.256,26.61,33.52,332.78,353.49
298.2499421,10/25/98,2.814645,-110.385185,1916.5,3.327,26.63,33.52,333.35,353.49
298.264456,10/25/98,2.774748,-110.398598,1916.2,3.306,26.64,33.52,333.33,353.36
298.2796759,10/25/98,2.714933,-110.419342,1916.0,3.254,26.65,33.51,333.7,353.36
298.2941898,10/25/98,2.684025,-110.433319,1916.8,3.271,26.64,33.51,332.32,353.36
298.3087384,10/25/98,2.655235,-110.44548,1919.5,3.284,26.63,33.5,331.62,353.17
298.3232523,10/25/98,2.624615,-110.45636,1919.0,3.320,26.62,33.49,331.64,353.17
298.3384722,10/25/98,2.592967,-110.468193,1917.6,3.371,26.6,33.49,331.16,353.17
298.3536806,10/25/98,2.561785,-110.479202,1917.9,3.265,26.59,33.51,330.58,353.11
298.368206,10/25/98,2.530928,-110.489883,1917.2,3.217,26.55,33.52,328.8,353.11
298.3834144,10/25/98,2.493268,-110.502365,1918.2,3.203,26.55,33.51,329.5,353.11
298.3979745,10/25/98,2.467312,-110.511314,1920.8,3.189,26.51,33.51,328.68,352.81
298.4125,10/25/98,2.436488,-110.520782,1923.1,3.169,26.49,33.51,328.02,352.81
298.4291551,10/25/98,2.398372,-110.532761,1928.7,3.130,26.49,33.51,327.26,352.59
298.4443634,10/25/98,2.36606,-110.54306,1929.1,3.121,26.49,33.52,328.35,352.59
298.4602662,10/25/98,2.326183,-110.554329,1930.6,3.129,26.47,33.54,328.76,352.59
298.476169,10/25/98,2.27733,-110.570831,1932.6,3.236,26.48,33.64,331.35,352.8
298.4920949,10/25/98,2.237002,-110.585999,1932.3,3.352,26.29,33.63,331.18,352.8
298.5088194,10/25/98,2.188158,-110.604874,1935.2,3.369,26.25,33.62,331.53,352.8
298.5247222,10/25/98,2.171993,-110.613693,1936.2,3.275,26.17,33.6,329.84,353.19
298.5405787,10/25/98,2.165465,-110.618729,1940.8,3.273,26.17,33.61,329.6,353.19
298.555787,10/25/98,2.166735,-110.626175,1943.3,3.250,26.17,33.61,328.86,353.39
298.5723843,10/25/98,2.16788,-110.62989,1944.5,3.257,26.18,33.61,329.79,353.39
298.5889815,10/25/98,2.156513,-110.618561,1945.6,3.237,26.18,33.61,330.27,353.39
298.6049306,10/25/98,2.146118,-110.605934,1948.4,3.209,26.17,33.61,329.55,353.52
298.6215162,10/25/98,2.143822,-110.60186,1948.1,3.177,26.17,33.61,329.44,353.52
298.6367245,10/25/98,2.139323,-110.600204,1951.0,3.197,26.16,33.61,328.95,353.55
298.7623032,10/25/98,2.141342,-110.62114,1965.3,3.170,26.23,33.6,327.98,353.35
298.7766551,10/25/98,2.143315,-110.628914,1942.4,3.190,26.24,33.6,328.49,353.35
298.7909954,10/25/98,2.136357,-110.597969,1927.1,3.116,26.29,33.61,329.27,353.35
298.8053472,10/25/98,2.123428,-110.536705,1916.2,3.114,26.3,33.6,328.59,353.04
298.8197222,10/25/98,2.109962,-110.473824,1914.5,3.097,26.3,33.6,329.84,353.04
298.8340741,10/25/98,2.095672,-110.408669,1908.2,3.084,26.3,33.63,329.59,353.04
298.8484375,10/25/98,2.083173,-110.346664,1907.6,3.109,26.31,33.63,331.12,352.82
298.8628356,10/25/98,2.069763,-110.285141,1908.5,3.113,26.33,33.67,331.78,352.82
298.8771528,10/25/98,2.059285,-110.232956,1908.2,3.109,26.33,33.66,334.41,352.82
298.8915278,10/25/98,2.046367,-110.17234,1909.3,3.112,26.33,33.66,333.01,352.6
298.9058796,10/25/98,2.033115,-110.111412,1912.2,3.159,26.32,33.67,333.53,352.6
298.9202546,10/25/98,2.019722,-110.047684,1909.2,3.177,26.31,33.67,332.98,352.6
298.9346181,10/25/98,2.006407,-109.985527,1909.7,3.219,26.38,33.66,333.18,352.67
298.9489468,10/25/98,2.00345,-109.966095,1910.5,3.231,26.36,33.66,332.99,352.67
298.9633565,10/25/98,2.006735,-109.977409,1911.7,3.307,26.33,33.66,331.9,352.67
298.9777083,10/25/98,2.01197,-109.99398,1910.1,3.296,26.33,33.66,331.55,-999.99
299.0063657,10/26/98,2.024387,-110.027,1909.4,3.324,26.33,33.66,331.47,-999.99
299.0207176,10/26/98,2.036777,-110.045357,1908.6,3.348,26.31,33.66,331.73,352.82
299.0350463,10/26/98,2.041802,-110.057129,1911.5,3.355,26.29,33.66,331.14,352.82
299.049456,10/26/98,2.039997,-110.067375,1908.2,3.400,26.28,33.66,331.45,352.82
299.063912,10/26/98,2.05572,-110.083694,1909.3,3.518,26.27,33.67,331.38,353.3
299.0782407,10/26/98,2.070652,-110.098694,1913.2,3.603,26.27,33.67,331.67,353.3
299.0926852,10/26/98,2.078977,-110.111023,1916.1,3.630,26.26,33.66,331.82,353.3
299.1073843,10/26/98,2.082667,-110.128265,1913.2,3.645,26.26,33.66,331.83,353.5
299.1218634,10/26/98,2.078933,-110.140182,1914.6,3.728,26.26,33.66,331.49,353.5
299.1361806,10/26/98,2.072148,-110.136108,1920.8,3.796,26.26,33.66,331.11,353.47
299.1505208,10/26/98,2.068348,-110.120705,1923.5,3.817,26.26,33.66,332.26,353.47
299.1648727,10/26/98,2.068267,-110.116615,1924.8,3.821,26.25,33.66,332.32,353.47
299.1792014,10/26/98,2.066388,-110.117393,1928.9,3.834,26.25,33.66,331.6,354.05
299.1935532,10/26/98,2.073507,-110.124924,1927.4,3.847,26.25,33.66,332.73,354.05
299.2079051,10/26/98,2.068382,-110.123619,1930.8,3.885,26.24,33.66,332.34,354.05
299.2229282,10/26/98,2.066642,-110.124985,1934.8,3.868,26.24,33.66,331.11,353.73
299.2372801,10/26/98,2.04075,-110.128235,1934.9,3.861,26.24,33.66,331.65,353.73
299.2516667,10/26/98,1.963793,-110.121262,1932.5,3.971,26.17,33.67,330.41,353.73
299.2660532,10/26/98,1.890428,-110.115685,1934.0,4.007,26.15,33.71,331.14,353.52
299.2804282,10/26/98,1.81798,-110.110153,1934.6,4.058,26.13,33.71,331.06,353.52
299.2947801,10/26/98,1.745713,-110.09359,1934.7,3.941,25.94,33.74,333.09,353.52
299.3091667,10/26/98,1.690127,-110.080246,1935.9,3.943,25.89,33.77,331.91,353.51
299.3235532,10/26/98,1.621282,-110.064713,1936.7,4.034,25.89,33.78,331.73,353.51
299.3379167,10/26/98,1.550933,-110.04998,1932.3,4.105,25.79,33.78,331.8,353.51
299.3522454,10/26/98,1.483033,-110.035728,1932.4,4.203,25.69,33.81,331.81,353.63
299.3666204,10/26/98,1.415692,-110.022034,1932.0,4.308,25.43,33.75,330.6,353.63
299.3810185,10/26/98,1.345793,-110.008095,1968.0,4.337,25.39,33.77,332.16,353.63
299.4043866,10/26/98,1.23498,-109.986862,1945.2,4.365,25.24,33.74,331.65,353.61
299.4208333,10/26/98,1.163697,-109.973457,1940.5,4.378,25.17,33.75,331.16,353.61
299.4358796,10/26/98,1.093978,-109.960846,1939.9,4.401,25.14,33.76,332.88,353.61
299.4502431,10/26/98,1.038205,-109.952766,1939.2,4.436,25.02,33.78,332.49,353.61
299.4645833,10/26/98,1.03965,-109.963379,1937.3,4.415,25.02,33.78,333.31,353.61
299.4789468,10/26/98,1.040808,-109.965439,1964.0,4.407,25,33.78,334.04,353.79
299.4946528,10/26/98,1.03827,-109.968422,1951.9,4.377,25.04,33.77,333.47,353.79
299.5096991,10/26/98,0.971322,-109.956833,1938.0,4.395,25,33.78,333.85,353.79
299.5240509,10/26/98,0.899842,-109.944786,1937.8,4.445,24.57,33.85,336.71,354.21
299.5384375,10/26/98,0.828755,-109.932632,1937.9,4.420,24.42,33.88,344.68,354.21
299.5528009,10/26/98,0.773445,-109.923355,1940.6,4.337,24.3,33.9,344.23,354.21
299.568588,10/26/98,0.686463,-109.90918,1947.5,4.341,24.04,33.93,347.48,354.98
299.7458449,10/26/98,-0.031532,-109.871872,2044.2,7.407,21.9,34.47,412.37,356.94
299.760162,10/26/98,-0.03215,-109.892601,2042.7,7.473,21.86,34.45,410.08,356.94
299.7744792,10/26/98,-0.03539,-109.908424,2050.3,7.498,21.91,34.46,413.15,-999.99
299.7887731,10/26/98,-0.026088,-109.899101,2054.0,7.470,21.84,34.48,412.68,-999.99
299.8030903,10/26/98,0.006467,-109.843872,2058.4,7.407,21.86,34.47,412.94,356.06
299.8174306,10/26/98,0.033792,-109.798332,2062.3,7.415,21.89,34.47,409.83,356.06
299.831713,10/26/98,0.05515,-109.763733,2065.1,7.379,22.03,34.4,400.96,356.06
299.8460301,10/26/98,0.054228,-109.774437,2076.1,7.115,22.45,34.39,406.85,355.87
299.8603356,10/26/98,0.052195,-109.791168,2067.4,7.012,22.49,34.38,405.73,355.87
299.8746296,10/26/98,0.051007,-109.802765,2066.8,7.150,22.36,34.39,403.94,355.87
299.8889468,10/26/98,0.05026,-109.812805,2063.3,7.312,21.54,34.53,393.44,355.41
299.9032407,10/26/98,0.046837,-109.83046,2072.2,7.140,22.37,34.38,408.32,355.41
299.9175463,10/26/98,0.044498,-109.842834,2062.7,7.363,21.73,34.51,398.36,355.41
299.9318519,10/26/98,0.042567,-109.846848,2060.0,7.418,22.3,34.4,407.48,-999.99
299.9461458,10/26/98,0.039068,-109.866226,2062.2,7.259,22.27,34.4,405.16,-999.99
299.9604514,10/26/98,0.037152,-109.884361,2059.7,7.226,22.44,34.38,404.57,-999.99
299.9747454,10/26/98,0.03539,-109.905823,2058.4,7.165,22.53,34.38,405.92,355.07
299.9890509,10/26/98,0.033623,-109.926811,2069.7,7.225,22.42,34.38,405.01,355.07
300.0040394,10/27/98,0.032758,-109.94606,2058.2,7.260,22.29,34.42,404.59,355.07
300.0183449,10/27/98,0.043588,-109.957726,2057.1,7.174,22.64,34.37,404.08,354.97
300.0326505,10/27/98,0.043087,-109.956512,2060.5,7.219,22.63,34.36,406.02,354.97
300.0490278,10/27/98,0.043513,-109.955421,2059.8,7.350,22.59,34.37,404.06,354.97
300.0633218,10/27/98,0.030542,-109.946892,2057.7,7.776,22.36,34.37,403.04,355.45
300.0776273,10/27/98,0.012488,-109.94529,2060.1,8.089,22.29,34.4,405.07,355.45
300.0919444,10/27/98,0.056333,-110.012184,2056.3,8.362,22.31,34.39,405.21,355.45
300.10625,10/27/98,0.100442,-110.067741,2059.1,8.565,22.51,34.35,400.63,355.67
300.1205671,10/27/98,0.105592,-110.087204,2059.3,8.691,22.45,34.37,402.43,355.67
300.1348611,10/27/98,0.11269,-110.095306,2056.9,8.759,22.42,34.35,401.68,355.67
300.1491551,10/27/98,0.11671,-110.088295,2060.4,8.848,22.42,34.35,399.44,355.93
300.1641551,10/27/98,0.117165,-110.089233,2057.8,8.903,22.44,34.34,400.05,355.93
300.179838,10/27/98,0.11362,-110.09697,2058.7,8.827,22.42,34.34,400.76,356.23
300.1948958,10/27/98,0.11178,-110.099869,2061.9,8.747,22.44,34.34,396.12,356.23
300.2098843,10/27/98,0.112023,-110.107948,2062.7,8.704,22.44,34.33,396.71,356.23
