sumlev,State,County,Stname,Ctyname,time,popestimate,popest_male,popest_fem,under5_tot,under5_male,under5_fem,age513_tot,age513_male,age513_fem,age1417_tot,age1417_male,age1417_fem,age1824_tot,age1824_male,age1824_fem,age16plus_tot,age16plus_male,age16plus_fem,age18plus_tot,age18plus_male,age18plus_fem,age1544_tot,age1544_male,age1544_fem,age4564_tot,age4564_male,age4564_fem,age65plus_tot,age65plus_male,age65plus_fem,age85plus_tot,age85plus_male,age85plus_fem,median_age_tot,median_age_male,median_age_fem
050,09,003,Connecticut,Hartford County,4,862185,414855,447330,53351,27389,25962,109485,55909,53576,46866,23930,22936,69635,35181,34454,675601,319409,356192,652483,307627,344856,355490,176283,179207,206894,99137,107757,125006,49999,75007,18600,5429,13171,38.1,36.7,39.5
050,09,003,Connecticut,Hartford County,5,867072,417438,449634,52753,27174,25579,108434,55283,53151,47977,24583,23394,71470,36288,35182,681610,322548,359062,657908,310398,347510,354448,176084,178364,214301,102736,111565,124823,49854,74969,19819,5926,13893,38.5,37.1,39.8
050,09,003,Connecticut,Hartford County,6,873001,420252,452749,52461,27046,25415,107178,54714,52464,48666,24779,23887,74326,37889,36437,688712,325979,362733,664696,313713,350983,354495,176278,178217,221393,106209,115184,125156,49795,75361,20944,6354,14590,38.8,37.3,40.2
050,09,003,Connecticut,Hartford County,7,875602,421542,454060,52180,26817,25363,105692,53988,51704,50114,25540,24574,76431,39023,37408,692224,327786,364438,667616,315197,352419,352361,175377,176984,226791,108752,118039,125455,49890,75565,22007,6824,15183,39.1,37.5,40.5
050,09,005,Connecticut,Litchfield County,1,182193,89044,93149,10684,5433,5251,23923,12325,11598,10239,5306,4933,10311,5358,4953,142284,68573,73711,137347,65980,71367,72024,35798,36226,46886,23347,23539,25941,10711,15230,3634,1047,2587,39.6,38.8,40.5
050,09,005,Connecticut,Litchfield County,2,182212,89053,93159,10685,5434,5251,23927,12328,11599,10240,5306,4934,10313,5360,4953,142297,68578,73719,137360,65985,71375,72031,35802,36229,46889,23348,23541,25944,10711,15233,3634,1047,2587,39.6,38.8,40.5
050,09,005,Connecticut,Litchfield County,3,182665,89306,93359,10631,5404,5227,23927,12338,11589,10301,5335,4966,10421,5423,4998,142765,68834,73931,137806,66229,71577,72062,35838,36224,47329,23570,23759,25985,10730,15255,3706,1077,2629,39.7,38.9,40.6
050,09,005,Connecticut,Litchfield County,4,184431,90162,94269,10331,5271,5060,23634,12133,11501,10514,5474,5040,11478,5922,5556,145036,69907,75129,139952,67284,72668,72317,36040,36277,49236,24478,24758,26240,10840,15400,3978,1180,2798,40.2,39.3,41.0
050,09,005,Connecticut,Litchfield County,5,186414,91163,95251,10052,5121,4931,23220,11913,11307,10854,5583,5271,12528,6496,6032,147634,71266,76368,142288,68546,73742,72598,36255,36343,51368,25489,25879,26371,10948,15423,4177,1281,2896,40.5,39.7,41.4
050,09,005,Connecticut,Litchfield County,6,187961,91920,96041,9836,5022,4814,22628,11586,11042,11180,5823,5357,13538,6956,6582,149785,72348,77437,144317,69489,74828,72641,36276,36365,53353,26516,26837,26628,11023,15605,4405,1347,3058,40.9,40.0,41.8
050,09,005,Connecticut,Litchfield County,7,189246,92554,96692,9722,5025,4697,21998,11231,10767,11516,5970,5546,14546,7505,7041,151575,73212,78363,146010,70328,75682,72725,36374,36351,54875,27249,27626,26899,11122,15777,4612,1389,3223,41.2,40.2,42.1
050,09,007,Connecticut,Middlesex County,1,155071,75594,79477,9632,4908,4724,18462,9448,9014,7886,4127,3759,11279,5705,5574,122921,59121,63800,119091,57111,61980,65401,32617,32784,38458,18953,19505,21085,8638,12447,3086,883,2203,38.6,37.7,39.4
050,09,007,Connecticut,Middlesex County,2,155071,75594,79477,9632,4908,4724,18462,9448,9014,7886,4127,3759,11279,5705,5574,122921,59121,63800,119091,57111,61980,65401,32617,32784,38458,18953,19505,21085,8638,12447,3086,883,2203,38.6,37.7,39.4
050,09,007,Connecticut,Middlesex County,3,155651,75883,79768,9641,4912,4729,18530,9481,9049,7951,4162,3789,11384,5761,5623,123382,59350,64032,119529,57328,62201,65471,32665,32806,38836,19138,19698,21133,8653,12480,3146,907,2239,38.6,37.8,39.5
050,09,007,Connecticut,Middlesex County,4,157269,76653,80616,9463,4814,4649,18629,9525,9104,8057,4223,3834,11994,6064,5930,125098,60193,64905,121120,58091,63029,65567,32639,32928,40378,19920,20458,21238,8709,12529,3303,1002,2301,39.0,38.1,39.9
050,09,007,Connecticut,Middlesex County,5,159586,77809,81777,9313,4701,4612,18739,9617,9122,8214,4285,3929,12670,6404,6266,127360,61287,66073,123320,59206,64114,65861,32771,33090,41970,20734,21236,21578,8875,12703,3515,1085,2430,39.4,38.4,40.2
050,09,007,Connecticut,Middlesex County,6,161637,78750,82887,9275,4698,4577,18700,9571,9129,8455,4398,4057,13235,6663,6572,129263,62162,67101,125207,60083,65124,66119,32887,33232,43493,21494,21999,21831,8936,12895,3722,1144,2578,39.7,38.8,40.6
050,09,007,Connecticut,Middlesex County,7,162295,79046,83249,9209,4647,4562,18655,9568,9087,8647,4532,4115,13449,6732,6717,129924,62458,67466,125784,60299,65485,65478,32574,32904,44626,22069,22557,22099,9027,13072,3980,1221,2759,40.0,39.1,41.0
050,09,009,Connecticut,New Haven County,1,824008,395931,428077,53094,27056,26038,104976,53714,51262,43609,22598,21011,71509,35829,35680,643671,303694,339977,622329,292563,329766,350719,173601,177118,184680,88458,96222,119292,47341,71951,16928,4775,12153,37.0,35.6,38.3
050,09,009,Connecticut,New Haven County,2,824008,395931,428077,53094,27056,26038,104976,53714,51262,43609,22598,21011,71509,35829,35680,643671,303694,339977,622329,292563,329766,350719,173601,177118,184680,88458,96222,119292,47341,71951,16928,4775,12153,37.0,35.6,38.3
050,09,009,Connecticut,New Haven County,3,825062,396536,428526,52830,26918,25912,105033,53745,51288,43805,22685,21120,72093,36167,35926,644782,304337,340445,623394,293188,330206,350678,173682,176996,186013,89099,96914,119278,47344,71934,17222,4905,12317,37.1,35.6,38.4
050,09,009,Connecticut,New Haven County,4,829565,398967,430598,51926,26372,25554,104353,53405,50948,44615,23019,21596,73862,37109,36753,650732,307690,343042,628671,296171,332500,351125,174170,176955,192336,92076,100260,118477,47177,71300,18351,5473,12878,37.4,36.0,38.7
050,09,009,Connecticut,New Haven County,5,834856,401834,433022,51305,25940,25365,103562,52996,50566,45846,23594,22252,75586,38240,37346,656969,311144,345825,634143,299304,334839,351560,174648,176912,199094,95440,103654,117675,46828,70847,19538,5898,13640,37.7,36.2,39.0
050,09,009,Connecticut,New Haven County,6,841445,404814,436631,51139,25840,25299,102513,52329,50184,46705,24012,22693,77523,39338,38185,664233,314526,349707,641088,302633,338455,351878,174886,176992,206207,98980,107227,117841,46656,71185,20838,6333,14505,38.0,36.4,39.4
050,09,009,Connecticut,New Haven County,7,845694,406937,438757,51420,25973,25447,101335,51727,49608,48044,24643,23401,78391,39853,38538,668584,316779,351805,644895,304594,340301,350861,174771,176090,211692,101457,110235,117972,46711,71261,22283,6851,15432,38.2,36.6,39.6
050,09,011,Connecticut,New London County,1,259088,128172,130916,16379,8308,8071,33082,16771,16311,13770,6931,6839,22177,12075,10102,202601,99550,103051,195857,96162,99695,113178,57924,55254,59095,29365,29730,33765,13996,19769,4077,1126,2951,37.0,35.9,38.0
050,09,011,Connecticut,New London County,2,259106,128181,130925,16382,8309,8073,33083,16771,16312,13770,6931,6839,22177,12075,10102,202615,99558,103057,195871,96170,99701,113186,57928,55258,59097,29366,29731,33769,13999,19770,4077,1126,2951,37.0,35.9,38.0
050,09,011,Connecticut,New London County,3,259483,128355,131128,16462,8347,8115,33247,16848,16399,13866,6973,6893,22367,12178,10189,202689,99589,103100,195908,96187,99721,113002,57833,55169,59392,29513,29879,33790,14005,19785,4157,1162,2995,37.0,36.0,38.1
050,09,011,Connecticut,New London County,4,260795,129278,131517,15884,8043,7841,33088,16732,16356,14083,7209,6874,23408,12793,10615,204685,100831,103854,197740,97294,100446,113312,58193,55119,61207,30467,30740,33750,13979,19771,4320,1233,3087,37.3,36.3,38.4
050,09,011,Connecticut,New London County,5,262718,129925,132793,15745,8030,7715,32733,16527,16206,14475,7375,7100,23668,12754,10914,206932,101599,105333,199765,97993,101772,113121,57905,55216,63335,31492,31843,34050,14079,19971,4648,1361,3287,37.7,36.7,38.8
050,09,011,Connecticut,New London County,6,265184,131170,134014,15888,8115,7773,32218,16275,15943,14818,7573,7245,24584,13254,11330,209534,102944,106590,202260,99207,103053,113364,58061,55303,65497,32605,32892,34424,14181,20243,5029,1551,3478,38.0,36.9,39.1
050,09,011,Connecticut,New London County,7,266466,131792,134674,16066,8192,7874,31796,16098,15698,15099,7716,7383,25114,13491,11623,210945,103616,107329,203505,99786,103719,112814,57702,55112,67147,33484,33663,34800,14373,20427,5312,1716,3596,38.2,37.1,39.3
050,09,013,Connecticut,Tolland County,1,136364,68383,67981,8103,4128,3975,16399,8343,8056,7018,3619,3399,17580,8946,8634,108261,54058,54203,104844,52293,52551,64535,33048,31487,31585,15954,15631,13869,5958,7911,1566,457,1109,35.7,35.1,36.3
050,09,013,Connecticut,Tolland County,2,136364,68383,67981,8103,4128,3975,16399,8343,8056,7018,3619,3399,17580,8946,8634,108261,54058,54203,104844,52293,52551,64535,33048,31487,31585,15954,15631,13869,5958,7911,1566,457,1109,35.7,35.1,36.3
050,09,013,Connecticut,Tolland County,3,136889,68645,68244,8068,4107,3961,16433,8359,8074,7066,3644,3422,17706,9015,8691,108756,54310,54446,105322,52535,52787,64626,33100,31526,31904,16119,15785,13985,6009,7976,1607,474,1133,35.8,35.2,36.4
050,09,013,Connecticut,Tolland County,4,138978,69628,69350,7785,3931,3854,16342,8366,7976,7288,3724,3564,18568,9403,9165,111097,55441,55656,107563,53607,53956,65302,33431,31871,33293,16785,16508,14373,6176,8197,1787,549,1238,36.2,35.5,36.8
050,09,013,Connecticut,Tolland County,5,142390,71354,71036,7517,3788,3729,16189,8321,7868,7474,3766,3708,20616,10378,10238,114908,57382,57526,111210,55479,55731,67226,34427,32799,34865,17585,17280,14699,6310,8389,1967,628,1339,36.2,35.4,36.9
050,09,013,Connecticut,Tolland County,6,145285,72840,72445,7388,3731,3657,15951,8168,7783,7637,3859,3778,21514,10830,10684,118150,59013,59137,114309,57082,57227,68514,35059,33455,36451,18370,18081,15086,6512,8574,2097,662,1435,36.3,35.5,37.1
050,09,013,Connecticut,Tolland County,7,146667,73552,73115,7288,3735,3553,15691,8002,7689,7781,3931,3850,21201,10724,10477,119786,59795,59991,115907,57884,58023,68478,35120,33358,37744,19007,18737,15475,6678,8797,2312,776,1536,36.5,35.7,37.4
050,09,015,Connecticut,Windham County,1,109091,53792,55299,6664,3436,3228,14252,7442,6810,6470,3315,3155,10433,5296,5137,84825,41203,43622,81705,39599,42106,48304,24354,23950,24742,12292,12450,13440,5405,8035,1936,523,1413,36.3,35.2,37.5
050,09,015,Connecticut,Windham County,2,109091,53792,55299,6664,3436,3228,14252,7442,6810,6470,3315,3155,10433,5296,5137,84825,41203,43622,81705,39599,42106,48304,24354,23950,24742,12292,12450,13440,5405,8035,1936,523,1413,36.3,35.2,37.5
050,09,015,Connecticut,Windham County,3,109195,53846,55349,6630,3418,3212,14275,7452,6823,6504,3328,3176,10499,5336,5163,84913,41254,43659,81786,39648,42138,48242,24335,23907,24914,12376,12538,13447,5406,8041,1973,539,1434,36.4,35.3,37.5
050,09,015,Connecticut,Windham County,4,109947,54237,55710,6463,3362,3101,14063,7316,6747,6566,3401,3165,11033,5569,5464,86101,41845,44256,82855,40158,42697,48483,24507,23976,25909,12810,13099,13397,5392,8005,2063,588,1475,36.8,35.6,37.9
050,09,015,Connecticut,Windham County,5,111150,54824,56326,6470,3364,3106,13816,7155,6661,6644,3452,3192,11442,5808,5634,87627,42597,45030,84220,40853,43367,49017,24783,24234,26868,13306,13562,13377,5361,8016,2146,596,1550,37.1,35.7,38.3
050,09,015,Connecticut,Windham County,6,112764,55582,57182,6456,3316,3140,13562,7039,6523,6664,3466,3198,11910,6052,5858,89460,43508,45952,86082,41761,44321,49693,25176,24517,27965,13845,14120,13411,5345,8066,2253,641,1612,37.3,35.9,38.5
050,09,015,Connecticut,Windham County,7,114343,56336,58007,6516,3306,3210,13440,7002,6438,6746,3519,3227,12218,6186,6032,90960,44261,46699,87641,42509,45132,50273,25508,24765,28955,14287,14668,13432,5340,8092,2361,691,1670,37.3,35.9,38.7
