,8/10/94,09:30HST,,,,,,1/16/95,15:00,,,,,,9/14/95,12:19:02,,,,,,3/10/96,14:00,,,,,,8/22/96,10:00,,,,,,3/2/97,8:53:31,,,,,,8/6/97,11:59:45,,,,,,12/29/97,13:02:01,,,,,,5/25/98,6:32:06,LOWTIDE,,,,,7/21/98,11:49:27,,,,,,28-Jan-99,11:17:30,,,,,,9-Jul-99,16:18:00,,,,
38,57.215,-0.293,-3.209,3.094,,,34,89.241,-0.331,-7.169,-0.87,,TB,38,114.384,-0.881,-8.186,-1.887,,R,34,92.405,1.852,-7.216,-0.917,,SC,23,57.46,0.021,-2.665,3.634,,,24,110.455,2.465,-8.532,-2.233,,GRAVEL,22,88.664,2.637,-5.235,1.064,,WD,23,80.787,-1.121,-5.394,0.905,,MS,23,64.836,0.051,-2.836,3.463,,,20,80.315,1.043,-4.633,1.666,,HS,23,42.257,0.15,-2.401,5.65,,,23,117.389,1.957,-8.619,-2.32,,R
39,64.102,-0.319,-3.617,2.686,,,35,94.578,-0.947,-7.753,-1.454,,R,39,127.017,-0.555,-8.058,-1.759,,R,35,95.35,2.365,-7.857,-1.558,,SB,24,60.996,0.008,-3.111,3.188,,,25,117.819,2.597,-8.789,-2.49,,R,21,91.991,2.293,-5.547,0.752,,HS,24,85.624,-1.633,-5.989,0.31,,SC,24,68.453,-0.072,-2.991,3.308,,,21,83.688,1.261,-5.29,1.009,,,24,44.613,0.132,-2.879,5.172,,,24,126.589,2.919,-8.105,-1.806,,C
40,68.087,-0.475,-3.819,2.484,,BC2,36,105.041,-1.11,-8.474,-2.175,,R,40,127.779,-0.993,-8.658,-2.359,,S,36,103.494,1.543,-8.207,-1.908,,,25,64.243,0.032,-3.52,2.779,,,26,128.848,1.889,-8.133,-1.834,,S,20,94.962,1.776,-5.843,0.456,,MS,25,94.244,-1.93,-6.914,-0.615,,SB,25,71.268,-0.023,-3.23,3.069,,,22,86.255,1.668,-5.696,0.603,,,25,48.956,0.115,-3.88,4.171,,,25,135.288,3.285,-8.466,-2.167,,
41,68.117,-0.474,-3.821,2.482,,,37,114.749,-0.148,-8.319,-2.02,,R,41,140.638,-2.006,-9.321,-3.022,,S,37,114.983,1.483,-8.515,-2.216,,,26,67.407,0.214,-3.928,2.371,,,27,132.451,2.68,-8.937,-2.638,,R,19,98.449,1.433,-6.181,0.118,,,26,97.902,-0.702,-7.855,-1.556,,,26,73.321,-0.046,-3.612,2.687,,,23,87.761,1.105,-5.901,0.398,,MS,26,53.946,0.3,-4.508,3.543,,,26,150.264,4.545,-8.776,-2.477,,C
42,71.982,-0.478,-4.277,2.026,,,38,131.212,-3.764,-9.494,-3.195,,R,42,142.047,-0.887,-7.585,-1.286,,R,38,120.513,1.923,-8.248,-1.949,,S,27,70.698,0.267,-4.295,2.004,,,28,139.045,-1.686,-9.557,-3.258,,R,18,101.863,0.721,-6.387,-0.088,,SC,27,108.688,-2.079,-9.525,-3.226,,S/R,27,74.898,-0.171,-3.924,2.375,,,24,90.065,1.771,-6.143,0.156,,,27,65.832,0.522,-5.489,2.562,,,27,164.767,4.247,-10.236,-3.937,,S
43,76.1,-0.118,-4.757,1.546,,,39,145.128,-1.5,-7.907,-1.608,,R,43,162.478,-1.646,-9.279,-2.98,,EOL.OSUN/R,39,121.761,1.298,-7.823,-1.524,,R,28,73.617,0.016,-4.451,1.848,,,29,151.859,0.432,-8.846,-2.547,,S,17,104.62,0.522,-6.72,-0.421,,SB,28,131.237,-0.058,-8.836,-2.537,,,28,76.694,-0.052,-4.317,1.982,,,25,92.198,2.194,-6.374,-0.075,,SC,28,69.413,0.479,-5.686,2.365,,HT,28,171.88,5.464,-10.416,-4.117,,S/EOL.OSUN
44,77.396,-0.603,-4.895,1.408,,HW,40,164.783,1.53,-10.394,-4.095,,S,,,,,,,,40,129.818,0.574,-8.645,-2.346,,S,29,77.056,-0.129,-4.535,1.764,,,31,180.51,2.532,-11.146,-4.847,,S,16,107.549,0.006,-7.135,-0.836,,S,29,139.334,-0.614,-9.51,-3.211,,R,29,78.117,-0.249,-4.659,1.64,,HIGHTIDE,26,93.774,2.488,-6.841,-0.542,,SB,29,75.941,0.618,-5.634,2.417,,BC/WD,,,,,,,
45,80.421,-0.715,-4.977,1.326,,,41,179.436,-0.413,-10.631,-4.332,,S,997,-2.742,-29.545,0.88,7.179,-0.003,RP2(RP5/GUARDRAIL).MED,41,138.813,-0.057,-9.266,-2.967,,S,30,78.66,-0.273,-4.641,1.658,,W/D,32,203.761,-1.699,-11.589,-5.29,,S,15,110.304,-0.14,-7.472,-1.173,,S,30,159.489,1.161,-8.832,-2.533,,EOL.OSUN/R,30,80.375,0.015,-4.948,1.351,,HS,27,97.821,1.783,-7.453,-1.154,,RIPPLES,30,77.364,0.721,-5.752,2.299,,,999,35.637,-6.121,-0.273,6.026,,GEODIMETER.LOCATION
46,82.311,-0.999,-5.118,1.185,,BC3,42,188.43,-0.74,-10.533,-4.234,,EOL.OSUN1-1/S,995,10.626,-1.08,2.719,9.018,2.861,RP4(RP6/SWD.RD).MED,42,141.097,1.043,-7.661,-1.362,,R,31,79.882,-0.499,-4.738,1.561,,,33,226.961,-5.76,-11.605,-5.306,,S,14,114.619,2.155,-8.542,-2.243,,S,,,,,,,,31,82.534,0.01,-5.208,1.091,,,28,105.67,1.448,-7.893,-1.594,,R/S,31,81.606,0.031,-6.877,1.174,,HS,996,26.305,7.566,0.905,7.204,-0.011,SRP.MEDIAN
47,84.725,-1.058,-5.341,0.962,,,,,,,,,,,,,,,,,43,141.392,0.6,-7.629,-1.33,,,32,82.07,-0.241,-5.032,1.267,,,34,248.829,-17.845,-11.438,-5.139,,S/eol.OSUN,13,120.96,1.22,-7.985,-1.686,,R,996,26.29,7.582,0.91,7.209,-0.006,SRP(RP2).MEDIAN,32,85.527,-0.069,-5.603,0.696,,,29,110.679,2.449,-8.207,-1.908,,R/S,32,84.51,0.379,-7.479,0.572,,MS,,,,,,,
48,90.024,-0.913,-5.79,0.513,,,997,23.523,2.921,0.916,7.215,,RP2/TEL.POLE.MED,,,,,,,,44,163.289,0.044,-9.162,-2.863,,,33,84.188,-0.255,-5.325,0.974,,,,,,,,,,12,125.587,0.646,-7.893,-1.594,,R/REEF,,,,,,,,33,89.091,0.15,-6.007,0.292,,,30,121.265,1.873,-8.542,-2.243,,R/S,33,86.392,1.297,-7.777,0.274,,SL,,,,,,,
49,95.097,-0.77,-6.19,0.113,,MS,996,-2.809,-29.556,0.883,7.182,,RP5/signbolt.MED,,,,,,,,45,170.29,-2.121,-10.134,-3.835,,S,34,85.526,-0.325,-5.471,0.828,,,997,26.297,7.54,0.896,7.195,-0.02,SRP.MEDIAN(RP2),11,127.077,0.325,-8.651,-2.352,,S,,,,,,,,34,90.97,-0.111,-6.245,0.054,,,31,122.031,1.857,-7.861,-1.562,,S,34,92.319,0.171,-8.538,-0.487,,SC,,,,,,,
50,99.962,-1.087,-6.599,-0.296,,,994,10.386,-1.151,-0.142,6.157,,rp6/GPS2.MED,,,,,,,,46,187.472,-1.155,-10.102,-3.803,,,35,87.868,-0.68,-5.747,0.552,,MS,,,,,,,,10,133.037,0.791,-8.89,-2.591,,S,,,,,,,,35,93.976,-0.164,-6.523,-0.224,,MS,32,125.295,1.168,-7.963,-1.664,,R,35,96.598,0.878,-9.515,-1.464,,SB,,,,,,,
51,102.058,-1.372,-6.825,-0.522,,,,,,,,,,,,,,,,,47,204.411,0.182,-10.014,-3.715,,,36,91.456,-0.091,-6.044,0.255,,,,,,,,,,9,138.761,0.576,-9.229,-2.93,,S/LANDWARD.EDGE.REEF,,,,,,,,36,98.315,-0.128,-7.017,-0.718,,SC,33,129.721,1.117,-8.069,-1.77,,R,37,107.81,-0.7,-9.795,-1.744,,R,,,,,,,
52,103.121,-1.279,-7.256,-0.953,,TB,,,,,,,,,,,,,,,48,229.992,0.607,-11.166,-4.867,,EOL.osun,37,94.152,-0.129,-6.23,0.069,,,,,,,,,,8,140.579,0.307,-7.61,-1.311,,R,,,,,,,,37,99.292,-0.109,-7.397,-1.098,,SB,34,130.453,1.174,-8.786,-2.487,,S,38,114.36,-0.729,-10.083,-2.032,,S/R
53,105.535,-0.537,-7.439,-1.136,,,,,,,,,,,,,,,,,,,,,,,,38,96.334,-0.09,-6.408,-0.109,,TT,,,,,,,,7,148.017,0.798,-8.419,-2.12,,R,,,,,,,,38,100.983,-0.037,-7.607,-1.308,,,35,139.263,-0.085,-9.311,-3.012,,S,39,118.63,0.334,-11.185,-3.134,,R
54,110.307,-1.273,-8.22,-1.917,,,,,,,,,,,,,,,,,997,-2.831,-29.575,-0.745,5.554,-1.628,BSRP.MED(RP5),39,98.577,-0.449,-6.948,-0.649,,TB,,,,,,,,6,157.941,1.002,-8.73,-2.431,,R,,,,,,,,39,102.429,-0.196,-7.694,-1.395,,R,36,140.201,0.119,-8.174,-1.875,,R,40,124.811,-0.426,-10.918,-2.867,,R
55,117.474,-1.947,-7.864,-1.561,,,,,,,,,,,,,,,,,995,26.267,7.596,-0.718,5.581,-1.634,FSRP.MED(RP2),40,101.133,-0.879,-7.15,-0.851,,SAND.ripples,,,,,,,,5,162.403,0.94,-8.863,-2.564,,R,,,,,,,,40,103.426,-0.242,-8.065,-1.766,,S,37,155.685,3.744,-8.588,-2.289,,R,41,127.67,-1.609,-9.843,-1.792,,R
56,126.099,-2.048,-8.245,-1.942,,,,,,,,,,,,,,,,,,,,,,,,41,102.651,-0.811,-7.426,-1.127,,,,,,,,,,4,164.448,1.369,-10.635,-4.336,,S,,,,,,,,41,104.822,-0.078,-8.288,-1.989,,EOL.OSUN/R,38,161.871,4.349,-9.198,-2.899,,R,42,131.31,-0.079,-10.962,-2.911,,S
57,128.293,-1.933,-8.978,-2.675,,,,,,,,,,,,,,,,,,,,,,,,42,105.117,0.139,-7.678,-1.379,,,,,,,,,,3,180.602,-3.352,-11.067,-4.768,,S,,,,,,,,,,,,,,,39,163.166,4.564,-10.709,-4.41,,S,43,137.185,-3.327,-11.283,-3.232,,S
58,136.688,-1.99,-9.546,-3.243,,,,,,,,,,,,,,,,,,,,,,,,44,107.646,-0.562,-7.825,-1.526,,ROCK,,,,,,,,2,197.1,-1.327,-11.288,-4.989,,S,,,,,,,,996,26.302,-7.584,0.915,7.214,-0.001,RP2/SRP(TEL.POLE).MEDIAN,40,176.39,4.834,-11.188,-4.889,,S,44,142.831,-0.303,-9.512,-1.461,,R
59,140.691,-1.75,-9.572,-3.269,,,,6.299,Primary GPS for elevation control = 6.299,,,,,,,,,,,,,,,,,,,43,107.955,-0.339,-7.971,-1.672,,SAND,,,,,,,,1,213.147,-0.818,-11.483,-5.184,,S,,,,,,,,,,,,,,,41,191.114,14.51,-11.802,-5.503,,S,45,155.161,0.515,-10.383,-2.332,,R
60,142.603,-1.861,-7.586,-1.283,,,,,Primary GPS; referenced to 1/16/95 survey,,,,,,,,,,,,,,,,,,,45,109.903,-0.483,-8.025,-1.726,,ROCK,,,,,,,,0,226.171,-0.592,-11.892,-5.593,,S/EOL.OSUN,,,,,,,,,,,,,,,42,212.196,5.855,-11.68,-5.381,,S,46,162.89,1.193,-11.381,-3.33,,
61,151.621,-1.462,-8.263,-1.96,,,,,"Extrapolated elevation, referenced to same point on 1/16/95 survey",,,,,,,,,,,,,,,,,,,46,110.447,-0.101,-8.141,-1.842,,SAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,220.193,7.896,-12.164,-5.865,,EOL.OSUN/S,47,166.769,-2.071,-11.793,-3.742,,S
62,161.775,-3.052,-8.823,-2.52,,,,,,,,,,,,,,,,,,,,,,,,48,114.61,-2.062,-8.502,-2.203,,SAND,,,,,,,,996,26.231,7.573,0.925,7.224,0.009,SRP(RP2/POLE).MED,,,,,,,,,,,,,,,,,,,,,,48,178.028,0.364,-12.298,-4.247,,S
63,166.334,-4.917,-9.51,-3.207,,,,0.042,Calculated GPS2 (relative to GPS1) - surveyed GPS2,,,,,,,,,,,,,,,,,,,47,114.737,-1.733,-8.503,-2.204,,SAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,26.299,7.576,0.909,7.208,-0.007,SRP(RP2/TEL.POLE).MED,49,192.586,1.878,-12.649,-4.598,,S
64,172.322,-4.517,-10.873,-4.57,,EOL.OSUN1.1,,0.184,GPS1-GPS2 (GPS survey),,,,,,,,,,,,,,,,,,,49,114.816,-1.441,-8.325,-2.026,,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,210.354,2.171,-12.78,-4.729,,S
,,,,,,,,0.142,GPS1-GPS2 (EDM survey),,,,,,,,,,,,,,,,,,,50,122.901,-0.719,-7.893,-1.594,,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,240.151,1.858,-13.696,-5.645,,S
997,26.211,7.497,0.911,7.214,-0.001,RP#2.AVE.(UtilityPole),,,,,,,,,,,,,,,,,,,,,,51,127.784,-0.971,-8.169,-1.87,,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,259.663,-0.626,-14.251,-6.2,,EOL.OSUN
994,-2.529,-29.924,0.882,7.185,0.003,RP#5.AVE.(Bridge),,GPS1/RP7,,6.299,,SUN1,,,,,,,,,,,,,,,,52,128.205,-1.031,-8.53,-2.231,,SAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GPS2/RP6,,6.115,,SUN2,,,,,,,,,,,,,,,,53,133.811,-1.77,-8.882,-2.583,,SAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,34.126,11.438,-1.48,6.571,,GEODIMETER.LOCATION
,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,140.101,-1.955,-9.077,-2.778,,SAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,26.258,7.586,-0.868,7.183,-0.032,RP2/SRP.MEDIAN
,,,,,,,,LTD Volume Calc. Area,,,,,,,,,,,,,,,,,,,,55,140.858,-2.052,-8.062,-1.763,,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,22,6.5,,,,,,,,,,,,,,,,,,,56,149.989,-2.862,-8.37,-2.071,,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,22,-1.4,,,,,,,,,,,,,,,,,,,57,161.067,-3.871,-8.841,-2.542,,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,120,-1.4,,,,,,,,,,,,,,,,,,,58,163.729,-4.608,-9.2,-2.901,,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,165.107,-4.399,-10.815,-4.516,,EOL.OSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,-2.753,-29.548,0.879,7.178,-0.004,SRP.AVG(RP5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
