SEQ='MG'     NUCCHG=12                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  43787696.4   NPRNTI= 2   NPRNTF= 2
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2P6 3S1             (2)0( 0.5)        0.0 
     2          2P6 3P1             (2)1( 2.5)    37302.4 

   LS RESOLVED TERM INDEXING            BWNR=  43832756.5   NTRM= 205
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.36E-37
             1.96E-26  4.53E-20  5.99E-18  4.69E-17  7.83E-17  5.21E-17  2.53E-17  7.74E-18  2.92E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.90E-37
             2.62E-26  3.47E-20  2.28E-18  1.15E-17  1.48E-17  9.07E-18  4.22E-18  1.26E-18  4.71E-19
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.64E-38
             3.01E-27  4.21E-21  3.12E-19  1.77E-18  2.49E-18  1.57E-18  7.44E-19  2.24E-19  8.40E-20
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.05E-36
             5.12E-25  7.37E-19  4.68E-17  2.23E-16  2.69E-16  1.60E-16  7.37E-17  2.18E-17  8.12E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.12E-36
             6.66E-26  9.90E-20  7.46E-18  4.27E-17  6.02E-17  3.81E-17  1.80E-17  5.44E-18  2.04E-18
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.58E-36
             1.53E-25  2.30E-19  1.77E-17  1.03E-16  1.47E-16  9.31E-17  4.42E-17  1.33E-17  5.00E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.45E-39
             4.79E-28  3.88E-21  7.88E-19  6.93E-18  1.21E-17  8.17E-18  3.99E-18  1.22E-18  4.62E-19
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.31E-37
             8.88E-27  2.71E-20  4.16E-18  3.44E-17  5.89E-17  3.95E-17  1.92E-17  5.90E-18  2.22E-18
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.85E-37
             1.82E-26  2.71E-20  1.90E-18  1.01E-17  1.34E-17  8.29E-18  3.88E-18  1.16E-18  4.35E-19
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.28E-38
             2.10E-27  3.39E-21  2.80E-19  1.72E-18  2.53E-18  1.63E-18  7.75E-19  2.35E-19  8.82E-20
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-39
             7.20E-29  1.12E-22  8.58E-21  4.96E-20  7.02E-20  4.45E-20  2.11E-20  6.36E-21  2.39E-21
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.19E-40
             1.40E-29  2.43E-23  2.27E-21  1.52E-20  2.35E-20  1.53E-20  7.36E-21  2.24E-21  8.42E-22
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.54E-36
             3.89E-25  5.93E-19  3.84E-17  1.85E-16  2.26E-16  1.35E-16  6.20E-17  1.84E-17  6.84E-18
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.13E-37
             5.49E-26  9.05E-20  7.38E-18  4.47E-17  6.54E-17  4.19E-17  2.00E-17  6.04E-18  2.27E-18
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.88E-36
             1.27E-25  2.06E-19  1.62E-17  9.58E-17  1.38E-16  8.76E-17  4.16E-17  1.26E-17  4.72E-18
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.57E-39
             2.78E-28  3.39E-21  7.35E-19  6.61E-18  1.17E-17  7.90E-18  3.86E-18  1.19E-18  4.48E-19
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.56E-36
             4.27E-25  5.67E-19  4.04E-17  2.23E-16  3.07E-16  1.93E-16  9.08E-17  2.73E-17  1.02E-17
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.53E-38
             4.83E-27  1.86E-20  3.17E-18  2.71E-17  4.71E-17  3.17E-17  1.55E-17  4.75E-18  1.79E-18
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.97E-36
             2.95E-25  4.66E-19  3.06E-17  1.49E-16  1.82E-16  1.09E-16  5.01E-17  1.48E-17  5.53E-18
