
 Processing inputs for a 50 channel scanner,
 using 2 visual and 2 IR nadir pixel bands
 The first line of the config.asc file is:
 "50 MAS Configuration for 06-613 28 Jul 2006  CCVEX"

 Ch Sb Nb Vi Slp/Emis Intcpt   Left   Peak  Right   Fctr    Ssi
 002300 00060879 19.302561 +29.33212  -80.97628 -17.820  317.22 0.13304  301.07  295.23
 002301 00060899 19.303453 +29.33710  -80.98022 -17.710  321.44 0.13969  302.60  295.23
 002302 00060919 19.304348 +29.34328  -80.98572 -17.688  317.82 0.13637  301.19  295.37
 002303 00060939 19.305239 +29.34774  -80.99018 -17.842  317.88 0.14634  300.73  295.30
 002304 00060959 19.306133 +29.35204  -80.99499 -17.842  320.07 0.16297  300.46  295.14
 002305 00060979 19.307028 +29.35633  -80.99979 -17.798  322.45 0.18626  300.42  295.10
 002306 00060999 19.307919 +29.36165  -81.00666 -17.820  331.90 0.23615  298.79  294.27
 002307 00061019 19.308813 +29.36543  -81.01215 -17.600  423.62 0.51220  304.30  290.85
 002308 00061039 19.309706 +29.36886  -81.01765 -17.644  447.20 0.54214  309.51  291.30
 002309 00061059 19.310600 +29.37229  -81.02332 -17.710  398.73 0.41242  309.25  292.93
 002310 00061079 19.311491 +29.37538  -81.02932 -17.776  327.20 0.21952  302.46  295.04
 002311 00061099 19.312386 +29.37933  -81.03739 -17.798  323.76 0.19956  302.78  295.15
 002312 00061119 19.313278 +29.38208  -81.04357 -17.842  318.83 0.16630  301.40  295.34
 002313 00061139 19.314173 +29.38448  -81.04992 -17.798  319.00 0.15632  301.73  295.48
 002314 00061159 19.315063 +29.38671  -81.05627 -17.688  319.90 0.15632  302.15  295.46
 002315 00061179 19.315958 +29.38860  -81.06280 -17.776  317.76 0.15300  300.90  296.57
 002316 00061199 19.316851 +29.39100  -81.07172 -17.732  316.93 0.14302  301.61  295.53
 002317 00061219 19.317745 +29.39238  -81.07841 -17.688  317.28 0.15300  301.46  295.76
 002318 00061239 19.318636 +29.39358  -81.08528 -17.798  325.42 0.17295  302.70  296.28
 002319 00061259 19.319530 +29.39461  -81.09215 -17.644  326.91 0.21286  306.48  298.75
 002320 00061279 19.320423 +29.39547  -81.10142 -17.688  325.48 0.21619  307.18  299.39
 002321 00061299 19.321316 +29.39598  -81.10846 -17.732  326.61 0.25943  307.49  300.10
 002322 00061319 19.322208 +29.39615  -81.11549 -17.732  324.95 0.26275  305.60  298.70
 002323 00061339 19.323103 +29.39598  -81.12254 -17.688  344.85 0.34258  307.85  297.18
 002324 00061359 19.323994 +29.39564  -81.12957 -17.644  367.60 0.41575  306.39  294.98
 002325 00061379 19.324888 +29.39478  -81.13884 -17.776  436.80 0.63194  313.73  294.10
 002326 00061399 19.325781 +29.39392  -81.14571 -17.776  374.55 0.46897  311.44  296.93
 002327 00061419 19.326675 +29.39272  -81.15275 -17.798  446.67 0.69513  312.83  293.70
 002328 00061439 19.327566 +29.39135  -81.15944 -17.798  354.83 0.44236  308.03  298.08
 002329 00061459 19.328461 +29.38894  -81.16854 -18.876  360.65 0.47562  308.20  296.91
 002330 00061479 19.329355 +29.38705  -81.17506 -19.030  344.85 0.42905  306.68  298.33
 002331 00061499 19.330248 +29.38482  -81.18159 -18.920  337.90 0.42905  310.41  300.76
 002332 00061519 19.331142 +29.38225  -81.18793 -18.876  329.46 0.40577  308.08  299.84
 002333 00061539 19.332037 +29.37950  -81.19411 -12.650  355.78 0.51553  311.05  298.12
 002334 00061559 19.332928 +29.37572  -81.20219  -9.020  344.13 0.47894  310.23  298.01
 002335 00061579 19.333820 +29.37263  -81.20819  -8.426  333.44 0.44236  306.58  298.45
 002336 00061599 19.334713 +29.36937  -81.21403  +1.496  344.25 0.46231  305.55  296.77
 002337 00061619 19.335606 +29.36628  -81.21986  +2.486  439.95 0.81487  311.23  291.34
 002338 00061639 19.336500 +29.36302  -81.22570  -3.432  406.98 0.70511  312.29  293.91
 002339 00061659 19.337391 +29.35890  -81.23343 -21.362  356.19 0.58205  330.65  298.25
 002340 00061679 19.338285 +29.35598  -81.23943 -20.944  335.52 0.48227  310.25  300.68
 002341 00061699 19.339178 +29.35238  -81.24510 -20.636  333.44 0.49225  312.48  302.46
 002342 00061719 19.340073 +29.34860  -81.25042 -19.536  337.84 0.49557  310.36  299.60
 002343 00061739 19.340963 +29.34448  -81.25540 -15.752  335.99 0.48892  311.34  299.41
 002344 00061759 19.341858 +29.33899  -81.26192 -12.760  324.83 0.42905  308.35  300.79
 002345 00061779 19.342752 +29.33453  -81.26656 -10.472  323.99 0.45234  308.23  298.60
 002346 00061799 19.343645 +29.33006  -81.27102  -8.756  322.21 0.44236  305.89  299.64
 002347 00061819 19.344536 +29.32560  -81.27531  -7.480  332.55 0.50555  312.57  301.24
 002348 00061839 19.345430 +29.31942  -81.28098  -6.314  337.48 0.50888  311.66  300.34
 002349 00061859 19.346323 +29.31479  -81.28510  -5.324  325.72 0.44901  307.61  299.43
 002350 00061879 19.347218 +29.30998  -81.28922  -4.686  322.93 0.44901  306.77  300.12
 002351 00061899 19.348110 +29.30534  -81.29351  -4.092  338.13 0.50888  307.95  299.67
 002352 00061919 19.349005 +29.30054  -81.29745  -3.498  362.73 0.61531  312.56  297.44
 002353 00061939 19.349897 +29.29419  -81.30260  -2.838  410.55 0.80157  315.96  294.88
 002354 00061959 19.350792 +29.28955  -81.30656  -2.420  338.67 0.52218  312.70  300.51
 002355 00061979 19.351683 +29.28457  -81.31033  -1.892  340.45 0.54546  311.93  298.41
 002356 00061999 19.352577 +29.27977  -81.31411  -1.672  324.95 0.46231  307.43  300.18
 002357 00062019 19.353470 +29.27290  -81.31943  -1.298  331.30 0.50888  311.37  301.01
 002358 00062039 19.354364 +29.26809  -81.32320  -1.122  338.07 0.51553  309.52  299.18
 002359 00062059 19.355255 +29.26311  -81.32698  -0.990  331.66 0.50888  309.63  300.24
 002360 00062079 19.356150 +29.25814  -81.33076  -0.726  329.34 0.51553  311.11  301.49
 002361 00062099 19.357042 +29.25333  -81.33471  -0.770  356.13 0.66187  313.47  297.66
 002362 00062119 19.357933 +29.24681  -81.33968  -0.528  340.81 0.59203  312.37  299.62
 002363 00062139 19.358828 +29.24183  -81.34329  -0.462  331.84 0.54879  313.12  302.23
 002364 00062159 19.359722 +29.23719  -81.34707  -0.418  327.02 0.51220  308.94  300.23
 002365 00062179 19.360615 +29.23222  -81.35067  -0.308  325.72 0.46231  307.64  299.51
 002366 00062199 19.361507 +29.22724  -81.35445  -0.264  334.81 0.49890  303.97  296.81
 002367 00062219 19.362400 +29.22071  -81.35943  -0.154  330.23 0.47229  306.63  297.12
 002368 00062239 19.363295 +29.21556  -81.36337  -0.286  331.42 0.52218  310.50  301.55
 002369 00062259 19.364189 +29.21059  -81.36715  -0.132  334.33 0.62529  309.82  299.62
 002370 00062279 19.365084 +29.20561  -81.37093  -0.066  334.27 0.79159  307.19  296.79
 002371 00062299 19.365974 +29.19909  -81.37591  -0.220  370.57  1.3437  309.64  286.89
 002372 00062319 19.366867 +29.19411  -81.37968  -0.088  351.80  1.5699  305.51  284.88
 002373 00062339 19.367762 +29.18930  -81.38346  -0.154  351.56  2.0089  299.24  277.51
 002374 00062359 19.368652 +29.18432  -81.38724  -0.088  339.68  1.3504  299.66  285.21
 002375 00062379 19.369547 +29.17969  -81.39084  -0.198  336.59  1.0943  302.35  288.21
 002376 00062399 19.370440 +29.17316  -81.39582  -0.110  343.00  1.2705  303.40  287.09
 002377 00062419 19.371334 +29.16819  -81.39960  -0.088  356.61  1.5798  302.11  282.26
 002378 00062439 19.372225 +29.16304  -81.40354  -0.132  360.23  2.0555  298.41  277.21
 002379 00062459 19.373119 +29.15823  -81.40732  -0.176  360.11  2.1220  297.76  275.15
 002380 00062479 19.374012 +29.15342  -81.41093  -0.154  375.86  2.7040  296.71  269.40
 002381 00062499 19.374905 +29.14690  -81.41608  -0.132  363.92  1.9823  300.95  278.40
 002382 00062519 19.375797 +29.14192  -81.41985  -0.154  367.30  1.9923  299.61  278.60
 002383 00062539 19.376688 +29.13712  -81.42345  -0.242  375.32  2.2883  299.64  272.94
 002384 00062559 19.377583 +29.13231  -81.42723  -0.154  370.75  2.6874  296.94  270.81
 002385 00062579 19.378477 +29.12596  -81.43204  -0.242  357.68  2.0255  320.08  278.56
 002386 00062599 19.379370 +29.12115  -81.43581  -0.220  348.94  1.7528  297.07  278.91
 002387 00062619 19.380264 +29.11634  -81.43959  -0.154  342.05  1.4767  297.25  281.75
 002388 00062639 19.381155 +29.11119  -81.44354  -0.242  338.07  1.2639  298.57  284.37
 002389 00062659 19.382050 +29.10639  -81.44732  -0.264  330.05 0.93793  300.01  289.95
 002390 00062679 19.382942 +29.09986  -81.45213  -0.132  326.67 0.88472  299.42  290.28
 002391 00062699 19.383837 +29.09506  -81.45590  -0.242  325.96 0.90467  299.29  289.42
 002392 00062719 19.384727 +29.09042  -81.45968  -0.220  326.19 0.96121  299.16  288.39
 002393 00062739 19.385622 +29.08562  -81.46328  -0.176  329.16  1.1275  297.57  286.18
 002394 00062759 19.386515 +29.08081  -81.46706  -0.154  331.18  1.2240  296.72  284.95
 002395 00062779 19.387409 +29.07429  -81.47204  -0.308  334.51  1.3936  296.39  282.69
 002396 00062799 19.388302 +29.06948  -81.47581  -0.286  338.91  1.5665  294.67  280.42
 002397 00062819 19.389194 +29.06467  -81.47959  -0.242  371.88  2.1918  287.97  270.49
 002398 00062839 19.390089 +29.05970  -81.48319  -0.176  367.95  2.8105  289.38  266.89
 002399 00062859 19.390980 +29.05317  -81.48852  -0.308  375.97  3.2196  287.19  263.91
 002400 00062879 19.391874 +29.04819  -81.49229  -0.154  387.62  3.7817  284.49  259.06
 002401 00062899 19.392767 +29.04339  -81.49590  -0.220  392.43  4.1442  285.02  257.66
 002402 00062919 19.393658 +29.03875  -81.49967  -0.286  402.11  4.6863  282.58  254.24
 002403 00062939 19.394552 +29.03378  -81.50345  -0.242  422.90  5.7972  277.29  250.67
 002404 00062959 19.395447 +29.02725  -81.50843  -0.176  429.50  5.9668  278.94  251.00
 002405 00062979 19.396339 +29.02245  -81.51237  -0.176  431.70  5.7107  279.38  254.04
 002406 00062999 19.397230 +29.01764  -81.51615  -0.198  442.33  6.0234  277.27  251.86
 002407 00063019 19.398125 +29.01266  -81.51976  -0.286  446.55  6.0300  275.74  251.00
 002408 00063039 19.399019 +29.00614  -81.52491  -0.176  447.62  5.9303  275.58  251.42
 002409 00063059 19.399912 +29.00099  -81.52885  -0.330  445.54  5.6575  276.35  252.89
 002410 00063079 19.400803 +28.99618  -81.53263  -0.176  441.56  5.3482  277.64  254.40
 002411 00063099 19.401697 +28.99120  -81.53641  -0.286  439.30  5.1686  277.89  255.77
 002412 00063119 19.402590 +28.98657  -81.54018  -0.220  441.38  5.2351  276.38  254.92
 002413 00063139 19.403482 +28.98005  -81.54517  -0.352  440.31  5.1520  277.32  255.15
 002414 00063159 19.404377 +28.97507  -81.54894  -0.264  441.14  5.1985  276.97  254.74
 002415 00063179 19.405270 +28.97026  -81.55272  -0.330  442.09  5.2218  275.93  254.18
 002416 00063199 19.406164 +28.96511  -81.55684  -0.418  443.46  5.2917  275.93  253.87
 002417 00063219 19.407055 +28.96030  -81.56062  -0.264  438.71  5.0256  276.80  255.55
 002418 00063239 19.407949 +28.95378  -81.56559  -0.286  445.83  5.1719  276.26  254.36
 002419 00063259 19.408842 +28.94897  -81.56937  -0.440  461.64  5.7008  272.65  251.46
 002420 00063279 19.409737 +28.94400  -81.57314  -0.352  469.66  5.9136  272.80  250.55
 002421 00063299 19.410627 +28.93919  -81.57692  -0.220  471.74  5.7906  272.25  251.42
 002422 00063319 19.411522 +28.93301  -81.58190  -0.374  472.27  5.5644  270.14  252.11
 002423 00063339 19.412415 +28.92803  -81.58550  -0.264  476.07  5.5145  269.58  251.78
 002424 00063359 19.413309 +28.92323  -81.58928  -0.374  475.12  5.3914  269.55  252.05
 002425 00063379 19.414200 +28.91842  -81.59306  -0.176  465.38  4.8925  272.45  254.04
 002426 00063399 19.415094 +28.91361  -81.59683  -0.396  451.30  4.2406  275.01  256.14
 002427 00063419 19.415987 +28.90709  -81.60181  -0.330  448.57  4.1176  274.65  255.81
 002428 00063439 19.416880 +28.90228  -81.60559  -0.242  464.84  4.6098  270.65  253.36
 002429 00063459 19.417772 +28.89730  -81.60954  -0.308  492.41  5.2584  263.69  250.82
 002430 00063479 19.418667 +28.89233  -81.61331  -0.396  507.20  5.6076  264.25  249.35
 002431 00063499 19.419558 +28.88752  -81.61692  -0.286  503.81  5.3815  264.81  249.88
 002432 00063519 19.420452 +28.88117  -81.62189  -0.330  497.93  5.0189  302.99  248.95
 002433 00063539 19.421345 +28.87653  -81.62567  -0.396  484.33  4.5699  258.93  247.39
 002434 00063559 19.422239 +28.87173  -81.62928  -0.286  486.35  5.2551  259.42  243.21
 002435 00063579 19.423130 +28.86692  -81.63306  -0.308  516.82  7.9059  261.33  236.46
 002436 00063599 19.424025 +28.86040  -81.63821  -0.396  542.13  9.3128  259.83  235.09
 002437 00063619 19.424919 +28.85559  -81.64181  -0.286  564.35  10.360  259.83  234.75
 002438 00063639 19.425812 +28.85078  -81.64558  -0.286  581.81  10.946  257.58  234.57
 002439 00063659 19.426702 +28.84598  -81.64919  -0.330  598.03  11.308  259.39  235.26
 002440 00063679 19.427597 +28.84117  -81.65314  -0.308  613.12  11.761  258.09  235.18
 002441 00063699 19.428490 +28.83482  -81.65794  -0.308  629.99  12.346  259.35  234.64
 002442 00063719 19.429384 +28.82984  -81.66172  -0.220  646.03  12.559  256.59  235.31
 002443 00063739 19.430275 +28.82538  -81.66533  -0.396  655.18  12.749  257.56  235.45
 002444 00063759 19.431170 +28.82057  -81.66911  -0.286  653.69  12.436  257.14  235.64
 002445 00063779 19.432060 +28.81559  -81.67271  -0.352  658.56  12.662  259.46  235.60
 002446 00063799 19.432955 +28.80907  -81.67803  -0.242  660.11  11.927  258.98  237.49
 002447 00063819 19.433847 +28.80426  -81.68163  -0.242  661.83  11.212  259.47  239.13
 002448 00063839 19.434742 +28.79946  -81.68541  -0.308  654.94  10.533  260.27  241.02
 002449 00063859 19.435637 +28.79465  -81.68902  -0.308  643.12  10.124  259.88  241.43
 002450 00063879 19.436527 +28.78813  -81.69417  -0.352  632.60  10.078  261.16  241.37
 002451 00063899 19.437420 +28.78332  -81.69777  -0.418  626.07  10.084  258.08  241.77
 002452 00063919 19.438314 +28.77851  -81.70155  -0.308  622.51  10.011  261.46  242.66
 002453 00063939 19.439205 +28.77405  -81.70515  -0.330  606.53  9.1831  261.55  243.72
 002454 00063959 19.440100 +28.76925  -81.70876  -0.352  589.30  8.3848  261.97  243.61
 002455 00063979 19.440992 +28.76289  -81.71374  -0.352  575.99  7.8261  261.49  242.50
 002456 00063999 19.441887 +28.75809  -81.71734  -0.242  591.38  9.0401  261.12  240.41
 002457 00064019 19.442778 +28.75311  -81.72129  -0.418  600.82  9.2729  261.03  239.98
 002458 00064039 19.443672 +28.74830  -81.72489  -0.418  599.16  9.0035  256.60  239.21
 002459 00064059 19.444565 +28.74350  -81.72867  -0.286  601.36  9.2829  260.30  237.87
 002460 00064079 19.445457 +28.73732  -81.73365  -0.418  607.53  9.1332  259.98  239.31
 002461 00064099 19.446350 +28.73251  -81.73725  -0.330  608.90  8.8638  260.44  240.10
 002462 00064119 19.447245 +28.72770  -81.74086  -0.352  610.03  8.9170  260.66  239.97
 002463 00064139 19.448135 +28.72307  -81.74446  -0.264  615.97  8.9137  260.30  240.27
 002464 00064159 19.449030 +28.71689  -81.74944  -0.352  614.07  8.7041  257.67  240.00
 002465 00064179 19.449923 +28.71208  -81.75304  -0.330  601.77  8.3217  259.98  238.97
 002466 00064199 19.450817 +28.70728  -81.75665  -0.242  605.57  9.1365  259.49  237.66
 002467 00064219 19.451708 +28.70230  -81.76060  -0.374  625.89  10.567  259.07  236.72
 002468 00064239 19.452602 +28.69749  -81.76421  -0.220  637.06  10.387  257.67  236.18
 002469 00064259 19.453495 +28.69114  -81.76918  -0.154  651.97  9.9248  259.04  237.53
 002470 00064279 19.454390 +28.68650  -81.77279  -0.264  681.73  11.275  260.78  238.38
 002471 00064299 19.455280 +28.68187  -81.77639  -0.352  707.75  11.671  259.54  238.70
 002472 00064319 19.456175 +28.67706  -81.78017  -0.418  712.62  11.142  263.02  239.59
 002473 00064339 19.457067 +28.67226  -81.78378  -0.220  705.61  10.394  262.05  240.39
 002474 00064359 19.457962 +28.66608  -81.78875  -0.462  692.60  10.005  260.76  240.27
 002475 00064379 19.458853 +28.66127  -81.79236  -0.440  686.84  9.5722  258.67  240.58
 002476 00064399 19.459747 +28.65646  -81.79596  -0.440  686.25  10.474  257.72  240.01
 002477 00064419 19.460638 +28.65166  -81.79974  -0.396  696.82  11.282  258.64  241.28
 002478 00064439 19.461533 +28.64531  -81.80472  -0.286  703.53  10.743  259.15  240.54
 002479 00064459 19.462425 +28.64050  -81.80832  -0.110  685.95  9.9980  259.62  239.22
 002480 00064479 19.463320 +28.63569  -81.81193  -0.242  664.92  9.6055  260.03  235.51
 002481 00064499 19.464211 +28.63106  -81.81553  -0.242  649.77  8.8072  259.64  237.48
 002482 00064519 19.465105 +28.62625  -81.81931  -0.374  628.98  8.4281  258.24  236.57
 002483 00064539 19.465998 +28.61990  -81.82411  -0.220  622.92  9.7419   -0.41  235.52
 002484 00064559 19.466892 +28.61509  -81.82789  -0.286  631.65  10.304  260.79  235.32
 002485 00064579 19.467787 +28.61029  -81.83167  -0.286  631.89  10.520  260.08  234.49
 002486 00064599 19.468678 +28.60565  -81.83527  -0.242  629.99  11.372  260.03  232.47
 002487 00064619 19.469570 +28.59913  -81.84042  -0.308  639.02  12.639  260.48  231.65
 002488 00064639 19.470465 +28.59432  -81.84402  -0.374  648.52  13.474  260.87  232.60
 002489 00064659 19.471359 +28.58952  -81.84763  -0.286  659.63  14.026  258.31  229.44
 002490 00064679 19.472250 +28.58488  -81.85123  -0.286  667.36  14.169  261.28  225.94
 002491 00064699 19.473141 +28.58025  -81.85484  -0.396  686.07  17.212  260.57  226.96
 002492 00064719 19.474035 +28.57389  -81.85965  -0.198  696.17  15.978  261.71  227.68
 002493 00064739 19.474928 +28.56909  -81.86325  -0.264  683.28  15.702  261.75  224.99
 002494 00064759 19.475822 +28.56445  -81.86703  -0.374  665.57  14.927  259.27  228.88
 002495 00064779 19.476713 +28.55965  -81.87080  -0.330  631.48  12.589  256.39  224.61
 002496 00064799 19.477608 +28.55484  -81.87441  -0.264  624.35  13.573  261.58  221.34
 002497 00064819 19.478500 +28.54849  -81.87922  -0.308  644.54  15.522  260.59  219.97
 002498 00064839 19.479395 +28.54368  -81.88300  -0.484  670.80  16.859  263.01  219.67
 002499 00064859 19.480286 +28.53888  -81.88660  -0.308  695.10  16.617  261.75  221.85
 002500 00064879 19.481180 +28.53407  -81.89021  -0.396  680.13  17.212  259.25  220.58
 002501 00064899 19.482073 +28.52961  -81.89381  -0.418  682.39  16.830  261.68  220.89
 002502 00064919 19.482967 +28.52325  -81.89861  -0.198  681.79  15.785  256.87  219.88
 002503 00064939 19.483858 +28.51845  -81.90222  -0.264  694.15  16.464  260.48  221.44
 002504 00064959 19.484753 +28.51364  -81.90600  -0.242  720.64  18.300  264.15  218.74
 002505 00064979 19.485645 +28.50883  -81.90994  -0.264  728.25  18.599  261.37  219.87
 002506 00064999 19.486540 +28.50231  -81.91475  -0.242  741.08  18.892  261.81  219.15
 002507 00065019 19.487431 +28.49768  -81.91836  -0.286  708.11  16.983  259.37  218.65
 002508 00065039 19.488325 +28.49287  -81.92213  -0.308  704.19  18.253  258.90  216.86
 002509 00065059 19.489216 +28.48806  -81.92574  -0.440  734.01  18.649  261.78  218.07
 002510 00065079 19.490110 +28.48343  -81.92934  -0.308  733.00  18.985  261.03  218.29
 002511 00065099 19.491003 +28.47725  -81.93415  -0.352  725.04  19.507  263.36  217.65
 002512 00065119 19.491898 +28.47261  -81.93775  -0.286  735.20  18.044  259.77  221.29
 002513 00065139 19.492788 +28.46781  -81.94136  -0.220  726.94  18.117  264.06  217.30
 002514 00065159 19.493683 +28.46300  -81.94496  -0.176  731.69  17.817  266.09  217.37
 002515 00065179 19.494576 +28.45665  -81.94994  -0.396  740.66  17.797  267.76  218.35
 002516 00065199 19.495466 +28.45184  -81.95354  -0.374  739.59  19.620  266.87  217.31
 002517 00065219 19.496361 +28.44704  -81.95715  -0.154  743.28  20.029  267.15  217.25
 002518 00065239 19.497255 +28.44223  -81.96110  -0.396  745.65  20.026  267.87  220.83
 002519 00065259 19.498148 +28.43742  -81.96471  -0.330  734.96  19.603  269.63  217.82
 002520 00065279 19.499043 +28.43107  -81.96951  -0.154  736.68  19.061  269.78  217.15
 002521 00065299 19.499933 +28.42627  -81.97311  -0.154  721.71  17.342  267.40  214.26
 002522 00065319 19.500828 +28.42163  -81.97672  -0.286  712.98  17.368  268.21  217.48
 002523 00065339 19.501719 +28.41700  -81.98032  -0.220  712.50  18.622  268.42  216.19
 002524 00065359 19.502613 +28.41219  -81.98393  -0.374  727.35  19.617  268.08  215.44
 002525 00065379 19.503508 +28.40567  -81.98908  -0.440  742.92  19.876  267.34  216.74
 002526 00065399 19.504400 +28.40103  -81.99268  -0.352  763.41  19.514  270.11  217.30
 002527 00065419 19.505295 +28.39622  -81.99629  -0.396  775.83  18.799  268.84  216.01
 002528 00065439 19.506186 +28.39159  -81.99973  -0.308  772.03  18.872  272.45  218.65
 002529 00065459 19.507078 +28.38524  -82.00470  -0.286  757.00  19.115  274.43  218.54
 002530 00065479 19.507973 +28.38060  -82.00831  -0.286  755.22  19.244  271.28  218.13
 002531 00065499 19.508863 +28.37580  -82.01191  -0.286  758.90  18.972  267.24  218.71
 002532 00065519 19.509758 +28.37133  -82.01552  -0.374  770.30  18.330  264.13  219.41
 002533 00065539 19.510651 +28.36653  -82.01912  -0.308  753.37  17.738  260.87  222.49
 002534 00065559 19.511545 +28.36018  -82.02393  -0.198  735.91  17.950  262.69  222.35
 002535 00065579 19.512440 +28.35520  -82.02788  -0.242  689.63  16.031  272.81  220.64
 002536 00065599 19.513330 +28.35039  -82.03148  -0.286  679.06  15.206  266.49  219.08
 002537 00065619 19.514223 +28.34558  -82.03509  -0.264  664.98  14.960  267.36  218.28
 002538 00065639 19.515116 +28.34078  -82.03869  -0.330  667.59  15.493  265.89  217.70
 002539 00065659 19.516008 +28.33477  -82.04350  -0.308  691.89  17.595  267.79  216.51
 002540 00065679 19.516903 +28.32996  -82.04710  -0.264  716.19  18.722  268.09  216.69
 002541 00065699 19.517794 +28.32516  -82.05070  -0.264  719.99  18.143  268.70  213.53
 002542 00065719 19.518688 +28.32035  -82.05448  -0.440  721.47  18.436  265.63  217.16
 002543 00065739 19.519581 +28.31400  -82.05929  -0.264  732.82  19.550  267.00  216.72
 002544 00065759 19.520475 +28.30919  -82.06290  -0.242  734.72  19.866  269.07  216.85
 002545 00065779 19.521366 +28.30456  -82.06650  -0.330  740.01  20.006  268.63  217.21
 002546 00065799 19.522261 +28.29958  -82.07045  -0.308  728.90  19.537  267.38  217.26
 002547 00065819 19.523153 +28.29477  -82.07405  -0.198  717.37  18.582  265.24  216.61
 002548 00065839 19.524048 +28.28825  -82.07886  -0.308  715.47  18.270  265.84  217.29
 002549 00065859 19.524939 +28.28379  -82.08247  -0.418  704.54  18.253  269.53  215.98
 002550 00065879 19.525833 +28.27898  -82.08607  -0.352  712.56  19.637  267.98  213.55
 002551 00065899 19.526726 +28.27417  -82.08968  -0.220  723.32  19.224  268.71  215.94
 002552 00065919 19.527620 +28.26937  -82.09328  -0.330  720.88  18.360  267.14  216.62
 002553 00065939 19.528511 +28.26302  -82.09826  -0.352  708.23  17.352  265.99  217.27
 002554 00065959 19.529406 +28.25821  -82.10186  -0.308  697.00  18.210  264.86  214.21
 002555 00065979 19.530296 +28.25357  -82.10547  -0.264  702.58  18.117  264.01  214.21
 002556 00065999 19.531191 +28.24860  -82.10941  -0.484  708.88  19.238  263.54  209.13
 002557 00066019 19.532084 +28.24242  -82.11405  -0.462  711.20  19.125  263.71  212.62
 002558 00066039 19.532978 +28.23761  -82.11765  -0.352  709.12  18.642  264.68  212.55
 002559 00066059 19.533873 +28.23298  -82.12143  -0.374  710.31  18.809  263.22  212.27
 002560 00066079 19.534763 +28.22834  -82.12486  -0.308  714.17  19.810  262.92  211.16
 002561 00066099 19.535658 +28.22353  -82.12847  -0.418  731.51  20.831  266.44  211.45
 002562 00066119 19.536551 +28.21735  -82.13328  -0.264  749.75  21.436  266.48  212.84
 002563 00066139 19.537445 +28.21289  -82.13671  -0.462  751.24  21.243  264.71  212.84
 002564 00066159 19.538336 +28.20808  -82.14031  -0.396  761.33  21.513  265.97  214.44
 002565 00066179 19.539230 +28.20345  -82.14375  -0.220  771.02  20.625  262.63  215.55
 002566 00066199 19.540123 +28.19864  -82.14770  -0.352  759.97  19.470  263.90  215.83
 002567 00066219 19.541018 +28.19246  -82.15233  -0.330  738.70  20.395  264.13  213.98
 002568 00066239 19.541908 +28.18783  -82.15576  -0.374  750.05  20.119  264.65  214.88
 002569 00066259 19.542803 +28.18319  -82.15937  -0.308  765.85  19.766  263.92  216.35
 002570 00066279 19.543694 +28.17873  -82.16280  -0.352  776.42  19.430  264.72  217.46
 002571 00066299 19.544586 +28.17255  -82.16743  -0.308  760.09  18.845  264.99  216.24
 002572 00066319 19.545481 +28.16774  -82.17104  -0.110  747.67  18.875  268.60  213.43
 002573 00066339 19.546375 +28.16294  -82.17482  -0.374  725.28  19.081  269.05  211.67
 002574 00066359 19.547266 +28.15830  -82.17842  -0.308  721.18  19.510  270.61  208.31
 002575 00066379 19.548161 +28.15350  -82.18185  -0.286  724.21  18.276  268.80  212.78
 002576 00066399 19.549053 +28.14732  -82.18684  -0.396  714.05  18.014  267.84  212.46
 002577 00066419 19.549948 +28.14268  -82.19027  -0.440  704.54  18.270  265.86  211.19
 002578 00066439 19.550838 +28.13787  -82.19387  -0.330  712.09  19.786  266.80  208.97
 002579 00066459 19.551733 +28.13324  -82.19730  -0.242  721.77  18.892  267.98  210.44
 002580 00066479 19.552626 +28.12723  -82.20211  -0.330  713.69  18.965  266.67  208.99
 002581 00066499 19.553520 +28.12260  -82.20554  -0.308  714.29  19.763  267.39  210.03
 002582 00066519 19.554411 +28.11796  -82.20915  -0.286  728.01  19.041  267.08  208.43
 002583 00066539 19.555305 +28.11316  -82.21293  -0.352  726.76  19.500  267.14  207.93
 002584 00066559 19.556198 +28.10835  -82.21653  -0.330  720.64  20.468  265.55  206.75
 002585 00066579 19.557091 +28.10200  -82.22117  -0.220  718.15  20.219  267.97  209.15
 002586 00066599 19.557983 +28.09736  -82.22477  -0.286  717.49  19.301  265.49  207.56
 002587 00066619 19.558878 +28.09256  -82.22838  -0.352  720.05  19.411  265.96  207.38
 002588 00066639 19.559772 +28.08792  -82.23198  -0.330  722.31  19.391  265.66  207.83
 002589 00066659 19.560663 +28.08311  -82.23559  -0.352  719.69  20.069  265.85  207.35
 002590 00066679 19.561556 +28.07711  -82.24022  -0.440  724.92  21.246  263.85  207.19
 002591 00066699 19.562450 +28.07247  -82.24383  -0.352  719.75  21.203  265.83  207.38
 002592 00066719 19.563341 +28.06767  -82.24726  -0.242  716.31  21.313  264.71  203.25
 002593 00066739 19.564236 +28.06286  -82.25086  -0.110  710.01  20.871  266.57  205.89
 002594 00066759 19.565130 +28.05805  -82.25481  -0.242  707.87  20.448  266.62  203.24
 002595 00066779 19.566023 +28.05170  -82.25945  -0.330  706.09  19.507  266.80  209.00
 002596 00066799 19.566917 +28.04689  -82.26305  -0.264  708.82  18.439  268.69  212.34
