"State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006"
"NH","CLCCD","0.94875","0.66531","1.11107","1.35129","1.85177","2.64528","1.85386","2.07780","1.79976","1.55308","1.69325","1.90009","2.03504","1.98138","2.40017","2.40624","2.58736","2.39313","2.55014","2.60410","2.62161","2.64201","2.59525","2.31505","2.23240","2.25648","2.30292","2.53480","2.29387","2.30703","2.00148","2.06300","2.41379","2.29870","2.40672","3.11761","3.47998"
"NH","CLCCV","0.07777","0.06046","0.08613","0.11055","0.14226","0.17231","0.11784","0.13691","0.10597","0.07443","0.09117","0.25899","0.45665","0.57207","0.58623","0.34581","0.58331","0.48450","0.56669","0.44288","0.63349","1.20432","0.84347","0.45742","0.38007","0.39055","0.39700","0.32088","0.23955","0.16767","0.18472","0.18513","0.21407","0.10082","0.10921","0.28931","0.32279"
"NH","CLEID","0.36100","0.43900","0.47900","0.50100","0.81000","1.20700","1.25300","1.30100","1.47600","1.52500","1.59800","1.71500","1.88400","1.93800","2.00200","2.00900","1.99000","1.91800","1.77700","1.72800","1.78100","1.74400","1.68500","1.60800","1.52200","1.58900","1.60600","1.63230","1.61220","1.51500","1.48450","1.67217","1.80270","1.70280","2.01580","2.43690","2.55710"
"NH","CLEIV","9.65628","11.00437","14.55980","14.06789","20.19823","31.32927","25.32686","33.34369","29.94207","44.19801","46.28711","41.13821","48.86410","53.51413","64.96045","77.44699","49.07500","59.86455","57.65244","53.48850","54.39886","57.44736","55.88976","56.71577","50.80436","56.19181","57.72928","72.44963","62.07938","53.51738","65.21260","66.92694","71.64650","70.80755","87.47765","107.39071","114.31186"
"NH","CLICD","0.94876","0.66529","1.11103","1.35131","1.85175","2.64528","1.85369","2.07780","1.79969","1.55310","1.69323","1.90014","2.03504","1.98138","2.40017","2.40624","2.58733","2.39316","2.55006","2.60409","2.62160","2.64201","2.59525","2.31505","0.00000","2.25637","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","CLICV","0.20307","0.16693","0.13005","0.15573","0.41846","0.36436","0.05293","1.55691","0.08398","0.05894","0.40828","0.13725","2.88346","2.82634","3.13600","2.37007","0.25469","0.18046","0.06460","0.97456","1.83062","3.40374","2.89124","4.56857","0.00000","0.03209","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","CLKCD","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","CLKCV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","CLOCD","0.94875","0.66531","1.11107","1.35129","1.85177","2.64528","1.85386","2.07780","1.79976","1.55308","1.69325","1.90009","2.03504","1.98138","2.40017","2.40624","2.58736","2.39313","2.55014","2.60410","2.62161","2.64201","2.59525","2.31505","0.00000","2.25648","0.00000","2.59052","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","CLOCV","0.20307","0.16693","0.13005","0.15573","0.41846","0.36436","0.05293","1.55691","0.08398","0.05894","0.40828","0.13725","2.88346","2.82634","3.13600","2.37007","0.25469","0.18046","0.06460","0.97456","1.83062","3.40374","2.89124","4.56857","0.00000","0.03209","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","CLOSB","214.03770","250.91297","117.05332","115.24386","225.98039","137.73990","28.55387","749.30772","46.66370","37.94984","241.12432","72.23154","1416.90636","1426.44954","1306.57411","984.96966","98.43724","75.40669","25.33270","374.24205","698.28220","1288.31508","1114.05184","1973.42000","0.00000","14.22198","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","CLRCD","1.29229","1.56940","1.58798","1.83200","2.18500","2.62200","2.64100","3.12200","3.68400","3.63838","3.90366","4.86638","4.42543","4.05650","4.76449","4.39029","4.92611","4.03893","4.07582","4.09163","4.23042","4.15312","3.95987","3.94055","3.81230","3.94055","3.96339","3.93352","3.69635","3.56284","3.52594","4.05474","4.13335","3.99852","4.91206","5.42153","5.68505"
"NH","CLRCV","0.13482","0.13702","0.09287","0.08802","0.07900","0.07320","0.06857","0.08000","0.06479","0.04359","0.05587","0.14560","0.20339","0.22309","0.27297","0.17796","0.33173","0.24425","0.25546","0.18498","0.25556","0.41557","0.28251","0.17091","0.11454","0.10191","0.09317","0.06154","0.04771","0.03531","0.04022","0.04497","0.04999","0.02620","0.02477","0.04375","0.04585"
"NH","CLRFB","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","CLTCD","0.37099","0.44591","0.48513","0.50918","0.82445","1.21965","1.25749","1.32669","1.47958","1.52595","1.60009","1.72049","1.89720","1.94450","2.02478","2.02272","2.00562","1.92625","1.78724","1.74651","1.81074","1.79596","1.72745","1.65165","1.52765","1.59422","1.61086","1.63567","1.61474","1.51720","1.48611","1.67370","1.80477","1.70379","2.01654","2.43888","2.55957"
"NH","CLTCV","10.07226","11.36900","14.86898","14.42230","20.83817","31.93920","25.56620","35.11761","30.19681","44.37497","46.84243","41.68005","52.40760","57.13563","68.95565","80.34083","50.24473","60.77376","58.53919","55.09092","57.11853","62.47099","59.90698","61.91267","51.29897","56.71636","58.21945","72.83205","62.36664","53.72036","65.43754","67.15704","71.91056","70.93457","87.61163","107.72377","114.68050"
"NH","CLXCD","0.37099","0.44591","0.48513","0.50918","0.82445","1.21965","1.25749","1.32669","1.47958","1.52595","1.60009","1.72049","1.89720","1.94450","2.02478","2.02272","2.00562","1.92625","1.78724","1.74651","1.81074","1.79596","1.72745","1.65165","1.52765","1.59422","1.61086","1.63567","1.61474","1.51720","1.48611","1.67370","1.80477","1.70379","2.01654","2.43888","2.55957"
"NH","CLXCV","10.07226","11.36900","14.86898","14.42230","20.83817","31.93920","25.56620","35.11761","30.19681","44.37497","46.84243","41.68005","52.40760","57.13563","68.95565","80.34083","50.24473","60.77376","58.53919","55.09092","57.11853","62.47099","59.90698","61.91267","51.29897","56.71636","58.21945","72.83205","62.36664","53.72036","65.43754","67.15704","71.91056","70.93457","87.61163","107.72377","114.68050"
"NH","DFACD","1.31583","1.48950","1.50276","1.80443","2.73015","2.90266","3.10043","3.62026","3.79080","5.37548","7.37644","9.00851","8.71684","9.03090","8.95519","8.94798","7.10936","7.47708","7.39056","7.75828","9.16549","8.76652","8.40721","8.30855","8.42163","8.33511","9.40944","9.10120","8.04670","8.46489","11.42112","10.39725","9.77717","11.65185","13.64910","17.31914","19.35245"
"NH","DFACV","2.44669","2.44076","2.59396","4.58682","7.72742","7.07097","9.16672","11.18262","13.17439","21.32330","29.52594","37.01134","38.32459","41.97193","48.47713","55.32552","51.92029","60.55070","60.76931","64.26672","65.76194","59.06681","60.73886","61.43636","64.06947","71.50236","78.06148","79.19616","111.34735","116.61386","153.87369","145.29837","220.40739","162.85491","222.35355","255.68261","292.70433"
"NH","DFCCD","1.11301","1.17482","1.17647","1.39426","2.31639","2.45989","2.63725","2.98513","3.14429","4.55253","6.44185","8.12557","7.75773","6.86421","6.87142","6.52532","4.16755","4.49923","4.47039","4.98953","5.83313","5.56635","5.13373","4.98232","4.90300","4.67948","5.55193","5.57356","4.31897","4.44155","7.10215","6.55416","6.25854","7.63571","9.36618","12.87760","15.27863"
"NH","DFCCV","4.06846","4.53571","4.72216","5.60673","8.54414","8.50046","11.25995","11.96192","12.72712","11.88650","39.16760","25.21491","26.71849","16.17080","19.03927","23.35820","24.28238","50.14944","34.38200","38.33201","48.06673","42.78552","39.25455","34.76536","40.63433","30.76655","42.69673","43.02137","31.07043","37.11592","78.74596","66.64253","56.39528","86.68146","100.12751","115.36068","100.90500"
"NH","DFEID","0.39650","0.40036","0.47013","1.13400","2.07300","2.19700","2.37395","2.69100","2.82000","4.22000","5.93700","7.47700","6.95300","6.10500","6.17700","5.79500","3.61200","4.03800","3.67500","4.26400","5.69000","4.83400","4.43900","4.04700","3.72100","3.73100","4.75100","4.27100","3.23000","3.83000","7.42200","5.73920","5.21365","6.64000","8.27000","12.40000","14.22000"
"NH","DFEIV","0.42504","0.45459","0.52502","0.58003","0.68753","0.17746","0.14697","0.05543","0.05467","0.08753","0.43039","0.70030","0.60610","0.71589","1.05101","1.05038","0.73530","0.65443","1.33189","1.52623","1.29273","1.08808","0.97678","1.14526","1.20490","1.11206","0.76789","0.91043","0.59381","0.80103","1.27642","1.25539","1.72544","2.56366","8.26664","9.72447","21.20122"
"NH","DFICD","0.68766","0.72984","0.72792","0.92137","2.18967","2.29442","2.33953","2.71084","2.89506","2.89338","5.73156","6.32944","6.13624","6.69837","6.38112","6.03502","3.56910","4.36944","4.24687","4.79485","6.02060","5.11931","4.76601","4.39107","4.64343","4.68670","5.42215","5.45820","4.28292","4.21082","6.33064","6.60464","6.42438","7.57803","9.73391","13.62026","16.30249"
"NH","DFICV","2.04857","2.44647","2.47789","3.00760","5.81039","5.67824","6.89472","7.54077","7.62753","6.90356","18.61515","21.03893","17.46309","10.54781","11.81813","15.05407","7.90705","15.52044","14.06808","16.74076","18.13460","15.40686","16.15039","11.53755","10.98421","11.82036","12.42153","9.88791","9.32903","11.50197","21.39681","24.42751","23.17741","31.95359","43.95113","62.14383","58.20218"
"NH","DFISB","2979.04847","3352.06493","3404.06278","3264.27123","2653.54724","2474.80275","2947.05320","2781.70952","2634.67080","2385.98390","3247.83377","3323.97998","2845.89369","1574.68268","1852.04582","2494.45268","2215.41712","3552.04358","3312.57585","3491.40481","3012.09177","3009.55737","3388.66078","2627.50215","2365.53902","2522.10757","2290.88716","1811.56941","2178.19363","2731.52750","3379.88041","3698.53721","3607.72697","4216.60968","4515.25999","4562.60256","3570.14075"
"NH","DFRCD","1.50548","1.58249","1.58958","1.78669","2.72053","2.87069","3.05636","3.42197","3.62678","5.22747","7.23914","8.91914","8.46489","7.50592","7.81597","7.38335","5.47262","5.51588","5.63845","6.43880","7.41219","6.60464","6.17202","5.97013","5.71056","5.61682","6.77768","6.79210","5.68172","5.55193","9.23639","9.05614","8.06833","9.45991","10.79382","14.21871","16.46112"
"NH","DFRCV","52.95744","58.79438","61.39918","69.14098","96.56743","95.46264","125.57702","131.95761","141.26979","131.34979","148.39796","180.62927","158.89684","132.18715","161.89248","155.64411","115.10558","144.70347","138.82672","179.61087","174.16523","158.78708","153.94314","141.48553","141.13746","145.53523","183.29462","183.39580","142.94060","146.51245","246.24165","238.58022","195.67976","273.40990","335.48099","397.13250","406.30374"
"NH","DFRFB","0.00000","0.00000","0.00000","0.00000","179.39066","203.77300","127.55416","171.74809","232.18025","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","DFTCD","1.38451","1.45676","1.46703","1.69102","2.65193","2.80301","2.98205","3.35736","3.55907","5.02914","6.96515","8.56816","8.19118","7.66329","7.83581","7.47140","5.46588","5.52073","5.64076","6.29791","7.29322","6.64581","6.24257","6.10934","5.95915","5.94149","6.97498","6.96227","6.08180","6.07322","9.15674","8.75302","8.32507","9.47527","11.17044","14.73804","17.08308"
"NH","DFTCV","61.94620","68.67191","71.71821","82.92216","119.33691","116.88977","153.04538","162.69835","174.85350","171.55068","236.13704","264.59475","242.00911","201.59358","242.27802","250.43228","199.95060","271.57848","249.37800","300.47659","307.42123","277.13435","271.06372","250.37006","258.03037","260.73656","317.24225","316.41167","295.28122","312.54523","501.53453","476.20402","497.38528","557.46352","710.17982","840.04409","879.31647"
"NH","DKEID","0.39650","0.40036","0.63610","1.25529","2.08371","2.25950","2.40220","2.80626","2.94183","4.45159","6.16897","7.59057","7.14959","6.10499","6.17703","5.79499","3.61199","4.03797","3.67499","4.26399","5.69002","4.83399","4.43900","4.04700","3.72099","3.73100","4.75102","4.27099","3.22999","3.82999","7.42203","5.73918","5.21364","6.64001","8.27000","12.40000","14.22000"
"NH","DKEIV","0.42504","0.45459","0.83659","0.82001","0.92737","0.34906","0.28492","0.15327","0.12375","0.16806","0.65707","0.84005","0.78539","0.71589","1.05101","1.05038","0.73530","0.65443","1.33189","1.52623","1.29273","1.08808","0.97678","1.14526","1.20490","1.11206","0.76789","0.91043","0.59381","0.80103","1.27642","1.25539","1.72544","2.56366","8.26664","9.72447","21.20122"
"NH","ELEXD","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","6.31999","5.28003","9.85637","0.00000","0.00000","9.60208","10.87584","16.03628","12.95309"
"NH","ELEXV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.13454","0.00038","12.17639","0.00000","0.00000","1.75123","1.04690","4.61230","4.68448"
"NH","ELIMD","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","9.34270","9.26750","8.96871","8.83852","8.88457","8.37329","7.19680","6.59833","6.60671","6.35231","6.21106","6.36572","6.71103","7.86625","8.68517","16.78353","20.47368","8.94293","13.20815","13.83907","16.53396","17.31766"
"NH","ELIMV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","28.45428","26.30508","34.00220","21.73598","5.59714","1.04864","13.19021","20.31435","24.24985","25.56016","27.04453","28.78501","38.91164","47.38730","57.32274","111.50601","53.48717","9.93661","9.02791","21.34934","32.45539","34.46045"
"NH","ENACV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.12499","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","ENCCV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00124","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","ENICV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00024","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","ENTCV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.12647","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","ESACD","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","ESACV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","ESCCD","8.79828","8.99549","9.27160","9.67545","12.80679","15.39438","16.05794","16.89507","18.92857","19.96191","24.30350","28.47376","26.60341","27.05105","26.88108","25.54853","24.03068","25.01458","25.78445","26.22978","28.33345","28.61242","30.88825","32.63632","32.23980","33.45363","33.37746","33.45355","34.27562","33.23238","31.82714","31.13435","29.75730","30.18335","32.22169","35.33950","41.22761"
"NH","ESCCV","20.98226","23.59722","26.59365","30.05678","38.64761","46.40345","50.69926","56.31084","67.03848","73.21829","92.04513","114.83577","111.02480","123.90173","136.14280","137.93299","140.89983","162.98840","179.97476","190.03735","204.66100","208.92303","231.15703","249.55296","367.77101","383.13400","384.12160","388.87074","406.69490","423.12263","424.09999","429.56505","422.22805","444.67293","479.67802","551.73300","641.80797"
"NH","ESICD","4.18099","4.08658","4.24821","4.71139","7.51677","9.41581","9.27468","9.87126","11.41367","12.54940","15.82169","21.73325","20.02809","20.58714","20.68877","19.32042","18.21872","18.70872","19.66177","19.79597","21.90697","21.79401","23.94532","26.49112","27.32230","28.01491","26.79557","26.35959","27.56170","26.95398","26.86863","26.70575","26.63555","28.56429","29.35190","33.64011","34.04766"
"NH","ESICV","20.71697","21.77453","24.54625","29.65331","44.67276","56.86501","61.85561","68.07472","87.27578","100.57939","125.46366","179.52172","160.24284","169.54680","179.62360","196.05942","191.40174","204.41630","223.98633","231.00118","255.51304","242.79105","272.29004","280.16500","203.44699","218.54400","214.27991","213.31039","228.03575","231.41752","238.11900","226.21000","201.96300","234.18902","233.19601","249.47801","247.58200"
"NH","ESISB","4955.03947","5328.30203","5778.02069","6293.96286","5943.07950","6039.31158","6669.29886","6896.25452","7646.60137","8014.67708","7929.85192","8260.23363","8000.90457","8235.56828","8682.17861","10147.78274","10505.77319","10926.25784","11391.97195","11669.10142","11663.55009","11140.26530","11371.32594","10575.80790","7446.18844","7800.98867","7996.84088","8092.32570","8273.64620","8585.65313","8862.34245","8470.46060","7582.46030","8198.66409","7944.83518","7416.08777","7271.63052"
"NH","ESRCD","8.29069","8.08932","8.23678","8.74430","11.74025","14.25453","14.39368","15.08332","17.05550","17.97270","20.92899","26.80398","26.24484","27.59524","27.33902","26.15401","25.02196","26.68280","27.75153","27.96785","30.30466","30.41637","33.29277","36.07206","37.82435","39.56876","39.39000","39.97075","40.72654","40.26064","38.54448","36.61427","34.85831","35.11567","36.61451","39.58692","43.03157"
"NH","ESRCV","41.75850","45.99504","53.67043","61.61170","84.85085","104.46065","113.99813","120.70501","140.88614","151.09951","176.95327","226.91603","220.33083","236.66197","257.22434","254.37858","262.48709","296.92672","327.96278","338.02936","356.12804","348.36104","389.43001","420.96594","442.73695","454.22701","460.87014","462.13603","472.56564","500.04638","480.83195","473.38800","476.04593","509.43207","534.91200","607.19300","646.11201"
"NH","ESRFB","0.00000","0.00000","0.00000","0.00000","218.37493","235.55090","238.31220","242.42059","259.00263","266.24692","279.42008","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","ESTCD","6.74316","6.69971","6.91258","7.37680","10.38853","12.68043","12.76601","13.44304","15.17841","16.17229","19.55483","25.11069","23.89946","24.78073","24.74534","23.28078","22.14455","23.25275","24.24410","24.48562","26.64307","26.76269","29.22472","31.80350","33.18065","34.35724","33.94510","34.02725","34.88376","34.22202","32.97689","32.08154","31.05547","31.74005","33.32679","36.70905","40.56391"
"NH","ESTCV","83.45773","91.36679","104.81033","121.32179","168.17122","207.72911","226.55300","245.09057","295.20040","324.89719","394.46206","521.27352","491.59847","530.11050","572.99074","588.37099","594.78866","664.33142","731.92387","759.06789","816.30208","800.07512","892.87708","950.68390","1013.95495","1055.90501","1059.27165","1064.31716","1107.29629","1154.58653","1143.05094","1129.16305","1100.23698","1188.29402","1247.78603","1408.40401","1535.50198"
"NH","FNICD","0.79600","0.84400","0.83800","0.97200","2.12700","2.43300","2.55100","2.80300","3.23700","3.66400","6.68300","8.26000","7.25800","6.79500","6.71000","6.27000","3.41000","4.19500","3.43828","4.21172","5.20781","4.46719","4.31953","3.84609","3.65391","4.03828","4.85391","4.46250","2.93438","4.10391","6.62344","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","FNICV","0.28778","0.03027","0.03072","0.03487","0.08309","0.08219","0.69317","0.77183","0.89872","1.17783","2.24145","1.40594","0.88655","0.74497","0.71585","0.57126","0.27759","0.34801","0.29153","0.39025","0.43191","0.52080","0.63528","0.52585","0.56761","0.58736","18.02156","18.54096","13.27417","15.96068","31.47788","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","FOICD","0.93700","0.99400","0.98700","1.14500","2.50300","2.86400","3.00400","3.30000","3.42100","4.97300","7.64300","9.72200","8.79300","7.99800","7.89800","7.38000","4.01400","4.93800","4.04716","4.95756","6.13005","5.25827","5.08447","4.52719","4.30097","4.75341","5.71347","5.25275","3.45402","4.83066","7.79636","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","FOICV","0.20573","0.02615","0.03523","0.04868","0.09859","0.09540","0.76774","1.33306","1.71960","2.97319","4.63676","2.73344","1.77293","1.58138","1.43433","1.44077","0.58404","0.65385","0.56274","0.64481","1.10203","1.69646","1.61504","1.49022","1.40664","1.48486","32.29205","35.04263","21.90367","30.35203","43.61198","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"NH","FSICD","0.00000","0.00000","0.00000","0.00000","1.14779","1.31357","1.37811","1.65823","1.19206","2.88359","4.03570","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
