
 Processing inputs for a 4 channel scanner,
 using 2 visual and 2 IR nadir pixel bands
 The first line of the config.asc file is:
 "4 MASTER Configuration for 07-927  05 Aug 2007  TC4 Deployment"

 Ch Sb Nb Vi Slp/Emis Intcpt   Left   Peak  Right   Fctr    Ssi
 05 05 16  0 0.068890 0.0000  0.633  0.656  0.692  0.1000 1546.61
 17 17 16  0 0.003870 0.0000  1.855  1.876  1.900  0.0100  140.11
 30 30 16  1 0.956340 0.0000  3.659  3.740  3.804  0.0060   11.90
 48 48 16  1 0.966670 0.0000 11.027 11.304 11.724  0.0100    0.15

 Record ScanLine -2007217-  INU_Lat    INU_Lon    Roll   Rad_05  Rad_17  Tmp_30  Tmp_48
 001911 00051888 15.060044  +6.30890  -79.60677 +23.292  345.00  11.730  259.93  214.04
 001912 00051908 15.060933  +6.30341  -79.60848 +22.550  342.31  11.536  258.71  213.63
 001913 00051928 15.061822  +6.29620  -79.61140 +22.412  339.08  11.579  257.42  212.58
 001914 00051948 15.062711  +6.29087  -79.61398 +22.951  337.84  11.548  259.39  213.82
 001915 00051968 15.063602  +6.28590  -79.61689 +23.111  332.33  11.285  259.92  213.78
 001916 00051988 15.064491  +6.28109  -79.61998 +22.819  332.67  11.196  260.63  215.41
 001917 00052008 15.065380  +6.27645  -79.62325 +22.610  330.40  11.130  258.68  214.45
 001918 00052028 15.066270  +6.27045  -79.62805 +22.511  328.54  11.126  259.95  214.28
 001919 00052048 15.067159  +6.26633  -79.63200 +22.764  325.57  11.072  258.82  213.92
 001920 00052068 15.068050  +6.26238  -79.63612 +22.803  322.89  10.948  259.89  214.35
 001921 00052088 15.068939  +6.25860  -79.64058 +22.830  320.96  10.987  259.36  214.86
 001922 00052108 15.069828  +6.25517  -79.64522 +22.649  316.76  10.735  259.40  215.12
 001923 00052128 15.070720  +6.25105  -79.65157 +22.528  312.00  10.546  260.14  215.43
 001924 00052148 15.071609  +6.24830  -79.65655 +22.633  306.84  10.321  258.08  215.67
 001925 00052168 15.072497  +6.24573  -79.66170 +22.555  302.84  10.221  260.06  216.05
 001926 00052188 15.073386  +6.24367  -79.66702 +22.280  300.02  10.085  260.61  216.21
 001927 00052208 15.074275  +6.24178  -79.67234 +15.691  300.43  9.9382  261.07  217.30
 001928 00052228 15.075167  +6.23972  -79.67972 +12.518  298.16  9.6982  258.27  218.61
 001929 00052248 15.076056  +6.23835  -79.68521 +11.165  296.78  9.7060  259.89  218.16
 001930 00052268 15.076944  +6.23732  -79.69070 +10.620  295.88  9.7679  260.03  217.31
 001931 00052288 15.077836  +6.23629  -79.69637  +1.573  294.99  9.7679  258.77  218.61
 001932 00052308 15.078725  +6.23543  -79.70187  +7.364  293.54  9.6905  259.38  218.67
 001933 00052328 15.079614  +6.23440  -79.70942  +6.204  292.51  9.6673  259.40  219.07
 001934 00052348 15.080503  +6.23371  -79.71491  +5.247  291.89  9.6711  261.40  218.71
 001935 00052368 15.081391  +6.23302  -79.72057  +4.460  290.03  9.5589  260.65  219.09
 001936 00052388 15.082283  +6.23251  -79.72624  +3.690  288.30  9.4815  261.72  219.50
 001937 00052408 15.083172  +6.23217  -79.73190  +3.080  285.96  9.3847  260.24  218.22
 001938 00052428 15.084061  +6.23148  -79.73946  +2.563  283.90  9.2880  259.31  219.75
 001939 00052448 15.084950  +6.23114  -79.74512  +2.051  283.28  9.2609  260.05  219.61
 001940 00052468 15.085842  +6.23165  -79.75130  +1.600  282.79  9.2957  258.83  219.08
 001941 00052488 15.086731  +6.23131  -79.75697  +0.858  281.97  9.3112  260.63  219.31
 001942 00052508 15.087620  +6.23114  -79.76263  +0.676  280.52  9.2841  259.36  219.48
 001943 00052528 15.088509  +6.23079  -79.77019  +0.517  277.56  9.0326  259.38  220.60
 001944 00052548 15.089400  +6.23062  -79.77602  +0.368  277.14  9.0364  258.71  220.08
 001945 00052568 15.090289  +6.23028  -79.78168  +0.385  276.11  9.0171  259.45  220.99
 001946 00052588 15.091178  +6.23011  -79.78735  +0.187  274.73  8.9165  259.39  220.69
 001947 00052608 15.092067  +6.22993  -79.79336  +0.088  273.36  8.9049  261.60  221.20
 001948 00052628 15.092958  +6.22976  -79.80091  +0.132  271.36  8.7539  261.12  221.87
 001949 00052648 15.093847  +6.22959  -79.80658  +0.022  270.05  8.6378  258.65  221.72
 001950 00052668 15.094736  +6.22942  -79.81224  -0.044  267.36  8.4908  261.07  222.78
 001951 00052688 15.095625  +6.22925  -79.81773  -0.187  266.74  8.5024  262.14  222.51
 001952 00052708 15.096517  +6.22908  -79.82546  -0.137  264.33  8.3205  259.88  223.31
 001953 00052728 15.097405  +6.22890  -79.83112  -0.242  262.26  8.1928  259.49  223.73
 001954 00052748 15.098294  +6.22873  -79.83696  -0.314  261.02  8.1076  259.15  223.71
 001955 00052768 15.099183  +6.22856  -79.84263  -0.225  258.75  7.9335  259.96  224.43
 001956 00052788 15.100075  +6.22839  -79.84829  -0.291  258.06  7.9799  260.61  224.34
 001957 00052808 15.100964  +6.22822  -79.85396  -0.275  261.16  8.1231  259.35  224.68
 001958 00052828 15.101852  +6.22805  -79.86168  -0.374  258.75  8.0496  256.67  224.49
 001959 00052848 15.102741  +6.22787  -79.86735  -0.357  258.68  7.9528  258.83  224.51
 001960 00052868 15.103633  +6.22770  -79.87301  -0.242  258.54  7.8987  260.59  224.94
 001961 00052888 15.104522  +6.22770  -79.87868  -0.368  256.96  7.7516  259.09  224.96
 001962 00052908 15.105412  +6.22736  -79.88623  -0.297  256.96  7.6819  260.47  225.64
 001963 00052928 15.106300  +6.22719  -79.89189  -0.286  254.14  7.5001  259.17  226.67
 001964 00052948 15.107192  +6.22719  -79.89790  -0.346  251.38  7.3336  262.02  226.90
 001965 00052968 15.108081  +6.22702  -79.90356  -0.308  251.31  7.3414  262.88  226.50
 001966 00052988 15.108970  +6.22684  -79.90923  -0.385  251.10  7.2098  262.59  226.91
 001967 00053008 15.109859  +6.22650  -79.91679  -0.269  251.38  7.0550  261.06  228.19
 001968 00053028 15.110750  +6.22650  -79.92262  -0.445  254.55  6.9892  260.51  228.28
 001969 00053048 15.111639  +6.22633  -79.92828  -0.352  259.65  7.0782  261.63  228.31
 001970 00053068 15.112528  +6.22616  -79.93395  -0.297  264.54  7.2601  261.00  227.69
 001971 00053088 15.113417  +6.22599  -79.93945  -0.440  276.32  8.3128  260.44  224.74
 001972 00053108 15.114308  +6.22581  -79.94717  -0.390  270.19  7.8987  258.82  225.03
 001973 00053128 15.115197  +6.22564  -79.95284  -0.319  260.89  7.1285  259.93  226.59
 001974 00053148 15.116086  +6.22547  -79.95850  -0.385  262.06  7.1053  256.64  226.99
 001975 00053168 15.116975  +6.22530  -79.96416  -0.335  263.64  7.2175  259.86  227.20
 001976 00053188 15.117867  +6.22513  -79.97000  -0.269  262.20  7.1634  259.27  227.73
 001977 00053208 15.118755  +6.22496  -79.97755  -0.357  261.85  7.2253  260.52  227.16
 001978 00053228 15.119644  +6.22478  -79.98339  -0.385  258.61  6.8654  258.64  228.87
 001979 00053248 15.120533  +6.22461  -79.98905  -0.297  257.92  6.8189  259.73  229.18
 001980 00053268 15.121422  +6.22444  -79.99489  -0.308  254.82  6.8151  260.98  229.58
 001981 00053288 15.122313  +6.22427  -80.00056  -0.319  253.86  6.8267  262.01  229.75
 001982 00053308 15.123202  +6.22410  -80.00793  -0.396  256.89  7.0202  260.85  228.84
 001983 00053328 15.124092  +6.22393  -80.01360  -0.324  251.31  6.5519  261.59  230.72
 001984 00053348 15.124981  +6.22375  -80.01926  -0.352  249.80  6.4822  260.92  230.94
 001985 00053368 15.125873  +6.22375  -80.02528  -0.291  250.83  6.5016  261.88  230.76
 001986 00053388 15.126761  +6.22358  -80.03094  -0.407  253.79  6.7106  262.12  230.47
 001987 00053408 15.127650  +6.22324  -80.03849  -0.236  253.79  6.7493  261.19  230.25
 001988 00053428 15.128539  +6.22324  -80.04416  -0.291  254.96  6.9196  263.14  229.80
 001989 00053448 15.129431  +6.22307  -80.04982  -0.380  254.76  6.9428  262.08  229.65
 001990 00053468 15.130320  +6.22290  -80.05566  -0.264  252.00  6.8422  264.89  229.32
 001991 00053488 15.131208  +6.22272  -80.06133  -0.363  249.93  6.6448  260.58  229.63
 001992 00053508 15.132097  +6.22255  -80.06870  -0.385  250.48  6.7028  260.96  229.76
 001993 00053528 15.132989  +6.22238  -80.07437  -0.308  248.00  6.6138  262.67  230.27
 001994 00053548 15.133878  +6.22221  -80.08003  -0.407  248.28  6.6564  260.43  230.54
 001995 00053568 15.134767  +6.22204  -80.08604  -0.335  245.73  6.6216  261.67  230.91
 001996 00053588 15.135655  +6.22187  -80.09171  -0.308  240.91  6.4049  261.53  232.03
 001997 00053608 15.136544  +6.22152  -80.09943  -0.396  241.25  6.3429  261.50  232.26
 001998 00053628 15.137436  +6.22135  -80.10509  -0.269  241.53  6.1920  263.06  232.86
 001999 00053648 15.138325  +6.22135  -80.11076  -0.412  238.57  6.1920  264.14  233.10
 002000 00053668 15.139214  +6.22118  -80.11660  -0.280  236.84  6.1301  264.23  233.55
 002001 00053688 15.140102  +6.22101  -80.12226  -0.269  241.53  6.1959  261.46  233.04
 002002 00053708 15.140994  +6.22084  -80.12965  -0.380  242.77  6.1456  262.16  233.63
 002003 00053728 15.141883  +6.22066  -80.13531  -0.275  239.19  5.9985  260.94  234.19
 002004 00053748 15.142773  +6.22049  -80.14098  -0.396  234.91  5.9714  262.00  234.31
 002005 00053768 15.143661  +6.22015  -80.14681  -0.231  235.33  6.0411  264.98  234.48
 002006 00053788 15.144553  +6.22015  -80.15282  -0.335  231.47  5.8205  263.12  235.42
 002007 00053808 15.145442  +6.21981  -80.16037  -0.380  233.33  5.5999  263.75  236.04
 002008 00053828 15.146331  +6.21964  -80.16604  -0.390  223.20  5.6270  264.19  236.95
 002009 00053848 15.147220  +6.21964  -80.17188  -0.319  229.40  5.5186  264.68  237.24
 002010 00053868 15.148111  +6.21946  -80.17771  -0.280  242.63  5.5496  265.10  236.77
 002011 00053888 15.149000  +6.21929  -80.18337  -0.259  240.56  5.5070  263.90  236.43
 002012 00053908 15.149889  +6.21912  -80.19076  -0.346  234.91  5.3638  263.52  237.31
 002013 00053928 15.150778  +6.21878  -80.19659  -0.434  226.85  5.2942  264.56  238.03
 002014 00053948 15.151670  +6.21861  -80.20226  -0.253  222.72  5.2632  264.97  238.80
 002015 00053968 15.152558  +6.21843  -80.20809  -0.363  207.36  5.2245  269.12  239.08
 002016 00053988 15.153447  +6.21843  -80.21410  -0.302  219.90  5.1239  266.31  239.06
 002017 00054008 15.154336  +6.21809  -80.22166  -0.357  205.09  5.1007  267.51  239.54
 002018 00054028 15.155228  +6.21792  -80.22749  -0.236  207.57  5.3367  267.19  238.49
 002019 00054048 15.156116  +6.21775  -80.23299  -0.324  185.59  5.0620  270.94  241.86
 002020 00054068 15.157005  +6.21758  -80.23865  -0.308  180.15  4.9226  273.59  243.05
 002021 00054088 15.157894  +6.21740  -80.24448  -0.308  177.81  4.8955  274.11  243.98
 002022 00054108 15.158783  +6.21723  -80.25221  -0.335  177.19  4.8878  273.95  244.08
 002023 00054128 15.159675  +6.21706  -80.25787  -0.330  166.58  4.5627  276.14  246.67
 002024 00054148 15.160563  +6.21689  -80.26371  -0.423  170.36  4.4737  275.87  246.69
 002025 00054168 15.161453  +6.21672  -80.26955  -0.259  210.18  4.9420  267.78  241.21
 002026 00054188 15.162342  +6.21655  -80.27556  -0.324  228.03  5.4683  265.82  238.22
 002027 00054208 15.163234  +6.21637  -80.28328  -0.401  236.15  5.5148  265.57  237.15
 002028 00054228 15.164123  +6.21620  -80.28895  -0.253  237.74  3.9126  265.50  244.50
 002029 00054248 15.165011  +6.21603  -80.29478  -0.319  240.08  4.2802  267.90  243.36
 002030 00054268 15.165900  +6.21586  -80.30028  -0.335  237.67  4.6595  266.72  242.16
 002031 00054288 15.166792  +6.21569  -80.30611  -0.374  234.23  5.2284  267.80  238.59
 002032 00054308 15.167681  +6.21552  -80.31367  -0.231  206.88  4.1370  270.11  244.81
 002033 00054328 15.168570  +6.21534  -80.31950  -0.352  186.76  3.6494  274.31  248.85
 002034 00054348 15.169458  +6.21517  -80.32534  -0.324  182.15  3.3321  276.75  250.85
 002035 00054368 15.170350  +6.21500  -80.33100  -0.302  158.93  3.0844  281.02  253.66
 002036 00054388 15.171239  +6.21483  -80.33907  -0.357  157.48  3.4636  282.51  250.74
 002037 00054408 15.172128  +6.21466  -80.34473  -0.302  150.39  3.5217  282.08  250.50
 002038 00054428 15.173017  +6.21449  -80.35057  -0.302  198.20  3.2972  279.78  250.75
 002039 00054448 15.173905  +6.21414  -80.35624  -0.346  244.70  3.2856  280.50  250.53
 002040 00054468 15.174797  +6.21414  -80.36190  -0.418  174.57  3.1811  281.42  250.84
 002041 00054488 15.175686  +6.21380  -80.36945  -0.253  170.98  3.4598  283.60  249.29
 002042 00054508 15.176575  +6.21363  -80.37529  -0.259  147.36  3.3243  286.48  251.63
 002043 00054528 15.177464  +6.21363  -80.38113  -0.352  145.98  3.5023  286.70  251.27
 002044 00054548 15.178355  +6.21328  -80.38680  -0.291  150.04  3.5410  287.74  250.84
 002045 00054568 15.179244  +6.21311  -80.39263  -0.308  159.00  3.6958  286.84  249.08
 002046 00054588 15.180133  +6.21294  -80.40018  -0.368  170.43  3.6688  285.15  248.45
 002047 00054608 15.181023  +6.21277  -80.40619  -0.275  185.31  3.5488  283.89  248.78
 002048 00054628 15.181914  +6.21260  -80.41203  -0.314  204.95  3.6920  282.26  247.78
 002049 00054648 15.182803  +6.21243  -80.41769  -0.297  218.31  3.6649  280.62  247.77
 002050 00054668 15.183692  +6.21225  -80.42319  -0.247  265.23  3.8893  277.32  246.46
 002051 00054688 15.184581  +6.21208  -80.43091  -0.380  274.94  4.3151  274.94  242.71
 002052 00054708 15.185470  +6.21191  -80.43658  -0.302  258.06  4.8375  273.39  239.03
 002053 00054728 15.186361  +6.21174  -80.44241  -0.308  236.29  5.0890  271.32  237.42
 002054 00054748 15.187250  +6.21157  -80.44842  -0.368  232.50  5.0310  272.30  237.18
 002055 00054768 15.188139  +6.21140  -80.45409  -0.462  241.11  5.3251  272.29  236.75
 002056 00054788 15.189028  +6.21122  -80.46181  -0.314  243.53  5.5225  271.96  235.58
 002057 00054808 15.189919  +6.21105  -80.46764  -0.302  242.01  5.6734  271.37  234.36
 002058 00054828 15.190808  +6.21088  -80.47331  -0.291  247.59  5.4296  270.34  235.19
 002059 00054848 15.191697  +6.21071  -80.47915  -0.330  245.94  5.3832  271.60  234.78
 002060 00054868 15.192586  +6.21054  -80.48499  -0.314  253.17  5.6231  274.25  234.18
 002061 00054888 15.193475  +6.21019  -80.49236  -0.242  250.42  4.6711  270.88  239.97
 002062 00054908 15.194366  +6.21002  -80.49820  -0.330  263.09  4.6595  273.06  240.48
 002063 00054928 15.195255  +6.20985  -80.50404  -0.341  274.39  4.3576  270.59  243.26
 002064 00054948 15.196144  +6.20968  -80.51005  -0.269  274.46  4.2918  270.68  243.16
 002065 00054968 15.197033  +6.20951  -80.51588  -0.407  299.53  4.2918  272.87  244.27
 002066 00054988 15.197925  +6.20934  -80.52361  -0.324  307.18  4.1332  274.45  245.28
 002067 00055008 15.198813  +6.20916  -80.52927  -0.253  315.10  4.1757  272.89  245.21
 002068 00055028 15.199703  +6.20899  -80.53511  -0.401  319.99  4.2299  272.56  244.15
 002069 00055048 15.200592  +6.20882  -80.54095  -0.385  339.08  4.2144  273.62  244.89
 002070 00055068 15.201484  +6.20865  -80.54678  -0.390  336.94  4.2415  274.13  244.76
 002071 00055088 15.202373  +6.20848  -80.55434  -0.385  340.32  4.3537  272.98  244.20
 002072 00055108 15.203261  +6.20831  -80.56000  -0.286  343.49  4.1525  271.32  245.40
 002073 00055128 15.204150  +6.20813  -80.56583  -0.390  334.60  4.2493  272.77  244.47
 002074 00055148 15.205039  +6.20796  -80.57185  -0.286  324.82  4.5008  271.33  242.54
 002075 00055168 15.205931  +6.20779  -80.57768  -0.335  316.41  4.5898  271.17  242.01
 002076 00055188 15.206820  +6.20762  -80.58558  -0.291  308.21  4.5511  269.71  241.76
 002077 00055208 15.207708  +6.20728  -80.59142  -0.291  305.04  4.4195  271.49  242.87
 002078 00055228 15.208597  +6.20728  -80.59708  -0.440  292.51  4.2531  270.79  243.66
 002079 00055248 15.209489  +6.20710  -80.60291  -0.308  287.68  4.3151  271.15  243.74
 002080 00055268 15.210378  +6.20693  -80.60875  -0.314  284.17  4.1796  270.06  244.33
 002081 00055288 15.211267  +6.20659  -80.61630  -0.357  271.01  4.1641  270.50  244.25
 002082 00055308 15.212155  +6.20642  -80.62197  -0.297  277.83  4.2918  269.97  243.72
 002083 00055328 15.213044  +6.20625  -80.62781  -0.341  275.63  4.2338  270.74  243.56
 002084 00055348 15.213936  +6.20607  -80.63364  -0.352  274.25  4.1951  271.44  244.29
 002085 00055368 15.214825  +6.20590  -80.63965  -0.231  264.74  4.0906  271.78  244.27
 002086 00055388 15.215714  +6.20573  -80.64738  -0.385  263.09  3.8081  272.83  247.09
 002087 00055408 15.216602  +6.20556  -80.65321  -0.253  300.50  3.7036  271.42  247.51
 002088 00055428 15.217494  +6.20539  -80.65887  -0.319  289.68  3.5797  272.77  248.37
 002089 00055448 15.218384  +6.20522  -80.66471  -0.291  284.72  3.5527  272.28  248.50
 002090 00055468 15.219273  +6.20504  -80.67055  -0.330  269.15  3.6455  271.89  247.97
 002091 00055488 15.220161  +6.20487  -80.67828  -0.324  273.08  3.6494  271.56  246.97
 002092 00055508 15.221053  +6.20470  -80.68394  -0.225  276.52  3.6881  274.91  247.95
 002093 00055528 15.221942  +6.20453  -80.68977  -0.275  262.13  3.5952  273.39  248.61
 002094 00055548 15.222831  +6.20419  -80.69561  -0.264  253.10  3.4133  273.81  249.88
 002095 00055568 15.223720  +6.20419  -80.70162  -0.319  248.83  3.3863  273.15  249.87
 002096 00055588 15.224608  +6.20384  -80.70934  -0.308  242.98  3.2934  273.37  250.83
 002097 00055608 15.225500  +6.20367  -80.71518  -0.308  234.57  3.3785  275.78  251.02
 002098 00055628 15.226389  +6.20350  -80.72067  -0.308  288.86  3.4172  279.69  249.64
 002099 00055648 15.227278  +6.20333  -80.72651  -0.280  332.46  3.4482  279.42  249.14
 002100 00055668 15.228167  +6.20316  -80.73235  -0.324  321.58  3.4482  270.56  248.61
 002101 00055688 15.229058  +6.20298  -80.74007  -0.269  310.49  3.4327  268.75  248.93
 002102 00055708 15.229947  +6.20281  -80.74625  -0.314  319.03  3.4520  270.18  247.94
 002103 00055728 15.230836  +6.20264  -80.75209  -0.368  321.85  3.4249  268.42  248.94
 002104 00055748 15.231725  +6.20247  -80.75793  -0.363  312.07  3.4714  270.27  248.23
 002105 00055768 15.232614  +6.20230  -80.76359  -0.231  317.31  3.4946  271.48  248.59
 002106 00055788 15.233505  +6.20195  -80.77132  -0.352  312.14  3.5797  271.80  248.06
 002107 00055808 15.234394  +6.20178  -80.77715  -0.319  313.52  3.6223  273.69  247.66
 002108 00055828 15.235283  +6.20161  -80.78299  -0.269  306.22  3.7423  274.22  246.86
 002109 00055848 15.236173  +6.20144  -80.78883  -0.341  298.16  3.7655  273.62  247.40
 002110 00055868 15.237064  +6.20127  -80.79466  -0.302  299.88  3.8816  275.43  246.48
 002111 00055888 15.237953  +6.20110  -80.80238  -0.247  303.39  3.8429  274.24  246.19
 002112 00055908 15.238842  +6.20092  -80.80788  -0.297  302.36  3.8661  275.88  246.38
 002113 00055928 15.239731  +6.20075  -80.81371  -0.390  328.81  3.8158  276.50  246.44
 002114 00055948 15.240620  +6.20058  -80.81955  -0.236  327.92  3.9319  274.00  244.78
 002115 00055968 15.241511  +6.20041  -80.82539  -0.308  317.45  3.9745  273.60  244.56
 002116 00055988 15.242400  +6.20024  -80.83328  -0.401  322.34  4.0906  273.19  243.91
 002117 00056008 15.243289  +6.20007  -80.83912  -0.225  320.61  4.1448  273.81  244.90
 002118 00056028 15.244178  +6.19989  -80.84496  -0.341  322.75  3.9667  273.38  246.21
 002119 00056048 15.245070  +6.19972  -80.85045  -0.247  307.52  4.1719  272.30  243.87
 002120 00056068 15.245958  +6.19955  -80.85629  -0.253  287.89  4.0867  272.63  245.43
 002121 00056088 15.246847  +6.19921  -80.86401  -0.341  297.95  4.0751  271.91  244.87
 002122 00056108 15.247736  +6.19904  -80.87002  -0.297  299.05  4.1602  271.41  244.96
 002123 00056128 15.248625  +6.19886  -80.87585  -0.269  286.93  3.9977  271.50  246.38
 002124 00056148 15.249516  +6.19869  -80.88169  -0.385  258.68  4.0519  273.49  246.15
 002125 00056168 15.250405  +6.19852  -80.88942  -0.291  243.87  4.0674  272.38  245.16
 002126 00056188 15.251294  +6.19835  -80.89491  -0.346  247.04  4.2841  273.04  244.08
 002127 00056208 15.252183  +6.19818  -80.90075  -0.314  242.22  4.3615  273.79  243.20
 002128 00056228 15.253075  +6.19801  -80.90659  -0.280  242.49  4.4273  272.91  242.51
 002129 00056248 15.253963  +6.19783  -80.91242  -0.396  262.40  4.4157  271.49  242.57
 002130 00056268 15.254853  +6.19766  -80.91826  -0.259  259.58  4.1332  269.41  244.35
 002131 00056288 15.255742  +6.19749  -80.92598  -0.314  242.42  4.1757  271.79  244.06
 002132 00056308 15.256631  +6.19732  -80.93182  -0.242  231.61  4.0403  274.30  245.39
 002133 00056328 15.257523  +6.19698  -80.93765  -0.291  275.42  3.9010  270.05  245.83
 002134 00056348 15.258411  +6.19680  -80.94349  -0.319  282.59  3.9590  270.81  244.71
 002135 00056368 15.259300  +6.19663  -80.95122  -0.297  277.28  3.8739  269.97  245.02
 002136 00056388 15.260189  +6.19646  -80.95705  -0.357  289.54  3.8893  269.02  245.46
 002137 00056408 15.261081  +6.19629  -80.96289  -0.368  301.81  3.9358  270.22  245.09
 002138 00056428 15.261970  +6.19612  -80.96873  -0.247  317.17  3.9667  270.81  245.49
 002139 00056448 15.262858  +6.19595  -80.97456  -0.324  306.22  4.0325  270.61  244.84
 002140 00056468 15.263747  +6.19577  -80.98212  -0.291  295.26  4.1177  270.06  244.53
 002141 00056488 15.264636  +6.19560  -80.98795  -0.253  284.38  4.0712  271.81  245.00
 002142 00056508 15.265528  +6.19543  -80.99379  -0.368  266.95  3.9048  272.36  245.68
 002143 00056528 15.266417  +6.19526  -80.99963  -0.330  281.14  3.8468  271.74  245.91
 002144 00056548 15.267305  +6.19509  -81.00546  -0.220  289.41  3.7771  273.15  247.19
 002145 00056568 15.268194  +6.19474  -81.01318  -0.302  290.65  3.6881  274.48  247.90
 002146 00056588 15.269086  +6.19457  -81.01885  -0.302  272.87  3.6649  275.97  248.54
 002147 00056608 15.269975  +6.19440  -81.02469  -0.319  232.57  3.6881  276.36  247.68
 002148 00056628 15.270864  +6.19423  -81.03035  -0.264  247.59  3.7036  278.90  247.69
 002149 00056648 15.271752  +6.19406  -81.03619  -0.214  265.16  3.6842  276.80  247.89
 002150 00056668 15.272642  +6.19389  -81.04357  -0.297  236.36  3.5294  274.90  249.39
 002151 00056688 15.273533  +6.19371  -81.04941  -0.324  231.68  3.6223  277.85  248.60
 002152 00056708 15.274423  +6.19354  -81.05524  -0.264  235.19  3.5952  277.99  248.22
 002153 00056728 15.275311  +6.19337  -81.06108  -0.374  248.21  3.6301  276.87  248.27
 002154 00056748 15.276200  +6.19320  -81.06692  -0.275  230.78  3.5488  278.77  249.04
 002155 00056768 15.277092  +6.19286  -81.07464  -0.346  250.76  3.5565  278.29  248.84
 002156 00056788 15.277981  +6.19268  -81.08047  -0.368  267.84  3.5294  277.35  249.62
 002157 00056808 15.278870  +6.19251  -81.08597  -0.259  250.97  3.4172  276.21  250.00
 002158 00056828 15.279758  +6.19234  -81.09164  -0.352  254.00  3.4598  278.11  249.89
 002159 00056848 15.280647  +6.19217  -81.09747  -0.269  234.23  3.4791  279.22  249.84
 002160 00056868 15.281539  +6.19200  -81.10519  -0.291  215.35  3.5952  283.30  249.01
 002161 00056888 15.282428  +6.19183  -81.11086  -0.269  249.18  3.5759  281.06  248.79
 002162 00056908 15.283317  +6.19165  -81.11670  -0.407  220.72  3.5720  281.68  248.84
 002163 00056928 15.284205  +6.19148  -81.12254  -0.341  203.43  3.5875  283.57  248.65
 002164 00056948 15.285094  +6.19131  -81.12854  -0.269  175.95  3.4327  285.84  250.74
 002165 00056968 15.285986  +6.19097  -81.13627  -0.346  171.33  3.3708  286.26  251.72
 002166 00056988 15.286875  +6.19080  -81.14211  -0.308  185.04  3.2779  284.78  251.46
 002167 00057008 15.287764  +6.19062  -81.14760  -0.302  180.63  3.3088  284.76  250.77
 002168 00057028 15.288652  +6.19045  -81.15343  -0.357  155.07  3.1734  286.69  253.46
 002169 00057048 15.289544  +6.19028  -81.15927  -0.280  164.30  3.1115  287.26  253.56
 002170 00057068 15.290433  +6.19011  -81.16682  -0.253  179.05  3.0070  287.51  253.42
 002171 00057088 15.291322  +6.18994  -81.17266  -0.368  182.08  2.8948  288.26  254.81
 002172 00057108 15.292212  +6.18977  -81.17850  -0.275  173.74  2.8715  286.98  255.04
 002173 00057128 15.293100  +6.18959  -81.18433  -0.319  158.24  2.9528  288.72  254.66
 002174 00057148 15.293992  +6.18942  -81.19017  -0.314  141.84  2.9992  288.18  254.29
 002175 00057168 15.294881  +6.18908  -81.19789  -0.242  137.23  2.9838  287.02  253.50
 002176 00057188 15.295770  +6.18891  -81.20373  -0.259  145.70  3.0031  284.92  252.56
 002177 00057208 15.296659  +6.18874  -81.20922  -0.308  127.24  3.0070  287.78  253.81
 002178 00057228 15.297550  +6.18856  -81.21506  -0.341  115.18  2.9180  287.79  256.35
 002179 00057248 15.298439  +6.18839  -81.22073  -0.259  103.33  2.8754  287.76  258.53
 002180 00057268 15.299328  +6.18822  -81.22845  -0.297  101.34  2.8135  288.41  259.44
 002181 00057288 15.300217  +6.18805  -81.23412  -0.368  109.40  2.8986  289.36  256.82
 002182 00057308 15.301105  +6.18788  -81.23995  -0.275  100.44  2.9760  287.79  258.71
 002183 00057328 15.301997  +6.18771  -81.24579  -0.275  108.98  3.0147  289.27  255.73
 002184 00057348 15.302886  +6.18753  -81.25179  -0.319  97.617  2.8328  290.06  259.03
 002185 00057368 15.303775  +6.18719  -81.25952  -0.352  106.85  2.8212  290.55  256.27
 002186 00057388 15.304664  +6.18702  -81.26536  -0.341  95.482  2.6548  291.19  259.35
 002187 00057408 15.305552  +6.18685  -81.27119  -0.396  88.110  2.4729  292.40  262.25
 002188 00057428 15.306444  +6.18668  -81.27669  -0.314  83.908  2.4188  293.13  263.55
 002189 00057448 15.307333  +6.18650  -81.28252  -0.280  81.152  2.2833  294.54  265.01
 002190 00057468 15.308222  +6.18633  -81.29025  -0.060  82.944  2.2214  295.56  266.31
 002191 00057488 15.309111  +6.18616  -81.29591  -0.049  79.706  2.1595  295.80  267.38
 002192 00057508 15.310002  +6.18599  -81.30175  -0.099  78.535  2.0550  297.16  268.09
 002193 00057528 15.310892  +6.18582  -81.30759 +16.258  104.30  2.1827  298.36  261.06
 002194 00057548 15.311781  +6.18582  -81.31342 +21.973  98.375  2.5194  293.30  258.77
 002195 00057568 15.312670  +6.18599  -81.32132 +22.104  101.61  2.5658  293.77  257.85
 002196 00057588 15.313559  +6.18668  -81.32698 +20.075  91.486  2.2059  296.24  261.54
 002197 00057608 15.314450  +6.18771  -81.33282 +18.870  95.137  2.0627  297.79  262.30
 002198 00057628 15.315339  +6.18891  -81.33849 +19.893  101.20  2.0395  297.82  261.33
 002199 00057648 15.316228  +6.19045  -81.34398 +18.304  99.753  1.7686  299.40  263.97
 002200 00057668 15.317117  +6.19286  -81.35136 +18.133  109.47  1.7647  300.25  263.93
