
 Processing inputs for a 4 channel scanner,
 using 2 visual and 2 IR nadir pixel bands
 The first line of the config.asc file is:
 "4 MASTER Configuration for 07-927  05 Aug 2007  TC4 Deployment"

 Ch Sb Nb Vi Slp/Emis Intcpt   Left   Peak  Right   Fctr    Ssi
 05 05 16  0 0.068890 0.0000  0.633  0.656  0.692  0.1000 1546.61
 17 17 16  0 0.003870 0.0000  1.855  1.876  1.900  0.0100  140.11
 30 30 16  1 0.956340 0.0000  3.659  3.740  3.804  0.0060   11.90
 48 48 16  1 0.966670 0.0000 11.027 11.304 11.724  0.0100    0.15

 Record ScanLine -2007217-  INU_Lat    INU_Lon    Roll   Rad_05  Rad_17  Tmp_30  Tmp_48
 001215 00037968 14.440861  +6.20247  -80.29770  -0.280  172.29  5.4180  270.27  236.40
 001216 00037988 14.441750  +6.20230  -80.30319  -0.231  174.09  5.4877  270.21  236.74
 001217 00038008 14.442639  +6.20195  -80.31109  -0.352  186.97  5.6928  267.43  234.36
 001218 00038028 14.443530  +6.20178  -80.31693  -0.297  197.58  5.8398  267.91  233.41
 001219 00038048 14.444420  +6.20161  -80.32294  -0.335  210.80  5.9366  263.41  232.72
 001220 00038068 14.445309  +6.20144  -80.32877  -0.346  217.42  5.9714  262.34  232.41
 001221 00038088 14.446198  +6.20127  -80.33461  -0.357  228.71  6.3391  261.77  230.00
 001222 00038108 14.447089  +6.20092  -80.34216  -0.412  235.74  6.5713  260.70  229.87
 001223 00038128 14.447978  +6.20075  -80.34800  -0.231  241.53  6.4784  261.25  230.01
 001224 00038148 14.448867  +6.20058  -80.35384  -0.407  244.90  6.2578  261.65  230.98
 001225 00038168 14.449759  +6.20041  -80.35967  -0.275  246.56  5.9791  263.67  232.99
 001226 00038188 14.450647  +6.20024  -80.36551  -0.368  247.87  6.0217  262.65  232.11
 001227 00038208 14.451536  +6.20007  -80.37323  -0.264  247.73  6.0720  262.78  231.70
 001228 00038228 14.452428  +6.19989  -80.37907  -0.314  248.69  6.0140  263.30  232.63
 001229 00038248 14.453317  +6.19955  -80.38525  -0.401  247.73  5.8979  264.34  233.30
 001230 00038268 14.454206  +6.19938  -80.39108  -0.264  242.84  5.7856  262.27  233.16
 001231 00038288 14.455094  +6.19921  -80.39692  -0.368  243.25  5.7469  262.87  233.07
 001232 00038308 14.455986  +6.19904  -80.40465  -0.341  242.77  5.7431  262.66  233.55
 001233 00038328 14.456875  +6.19886  -80.41048  -0.286  239.53  5.6734  263.26  233.31
 001234 00038348 14.457764  +6.19869  -80.41632  -0.264  231.61  5.2477  263.83  235.52
 001235 00038368 14.458655  +6.19852  -80.42216  -0.401  229.61  5.1007  265.11  237.16
 001236 00038388 14.459544  +6.19818  -80.42765  -0.302  225.68  5.0929  264.97  237.03
 001237 00038408 14.460433  +6.19801  -80.43555  -0.324  220.10  5.0890  265.93  238.28
 001238 00038428 14.461322  +6.19783  -80.44138  -0.297  223.69  5.2322  264.71  237.03
 001239 00038448 14.462214  +6.19766  -80.44722  -0.335  229.54  5.1665  266.31  237.84
 001240 00038468 14.463102  +6.19749  -80.45322  -0.291  231.47  5.0078  266.58  238.69
 001241 00038488 14.463992  +6.19732  -80.45906  -0.308  228.09  5.0271  267.37  238.90
 001242 00038508 14.464884  +6.19698  -80.46679  -0.368  231.61  5.0658  266.44  238.66
 001243 00038528 14.465773  +6.19680  -80.47228  -0.346  238.50  4.9729  267.43  238.70
 001244 00038548 14.466661  +6.19663  -80.47812  -0.341  239.46  4.8607  268.19  240.18
 001245 00038568 14.467550  +6.19646  -80.48396  -0.302  240.49  4.9304  267.13  239.20
 001246 00038588 14.468442  +6.19629  -80.48979  -0.346  238.98  5.0581  264.72  238.67
 001247 00038608 14.469331  +6.19595  -80.49751  -0.286  232.57  4.8375  267.99  239.64
 001248 00038628 14.470220  +6.19577  -80.50335  -0.335  236.50  4.6788  268.11  240.32
 001249 00038648 14.471111  +6.19560  -80.50919  -0.412  232.85  4.6247  270.66  240.31
 001250 00038668 14.472000  +6.19543  -80.51537  -0.324  238.63  4.5782  269.50  241.60
 001251 00038688 14.472889  +6.19526  -80.52120  -0.269  241.11  4.4660  268.31  242.06
 001252 00038708 14.473778  +6.19492  -80.52893  -0.368  245.66  4.4815  269.17  242.46
 001253 00038728 14.474669  +6.19474  -80.53459  -0.341  240.49  4.4505  271.50  242.35
 001254 00038748 14.475558  +6.19457  -80.54043  -0.324  225.82  4.3499  272.34  243.33
 001255 00038768 14.476447  +6.19440  -80.54626  -0.385  241.18  4.2918  270.71  243.59
 001256 00038788 14.477339  +6.19423  -80.55210  -0.341  243.80  4.5047  269.78  241.39
 001257 00038808 14.478228  +6.19389  -80.56000  -0.242  240.84  4.5472  271.30  241.03
 001258 00038828 14.479116  +6.19371  -80.56583  -0.363  250.28  4.5279  270.62  241.31
 001259 00038848 14.480005  +6.19354  -80.57167  -0.385  241.94  4.8065  269.98  239.23
 001260 00038868 14.480897  +6.19337  -80.57751  -0.335  240.43  4.8994  269.40  238.58
 001261 00038888 14.481786  +6.19320  -80.58334  -0.280  232.02  4.8298  269.78  239.25
 001262 00038908 14.482675  +6.19303  -80.59124  -0.462  244.77  4.8839  267.24  238.70
 001263 00038928 14.483566  +6.19286  -80.59708  -0.330  240.08  5.0465  267.64  236.96
 001264 00038948 14.484455  +6.19251  -80.60257  -0.181  238.84  5.2748  266.47  236.22
 001265 00038968 14.485345  +6.19234  -80.60841  -0.314  231.06  5.3019  266.21  235.59
 001266 00038988 14.486234  +6.19217  -80.61424  -0.330  227.89  5.1742  266.96  236.29
 001267 00039008 14.487125  +6.19183  -80.62214  -0.275  220.72  5.2013  270.29  236.98
 001268 00039028 14.488014  +6.19165  -80.62798  -0.214  221.76  5.1703  268.07  237.18
 001269 00039048 14.488903  +6.19148  -80.63381  -0.396  219.97  5.1703  265.86  237.48
 001270 00039068 14.489795  +6.19131  -80.63948  -0.236  223.07  5.4490  266.96  236.28
 001271 00039088 14.490684  +6.19114  -80.64720  -0.335  214.73  5.3019  268.07  236.86
 001272 00039108 14.491572  +6.19097  -80.65304  -0.341  210.80  5.0039  267.86  237.90
 001273 00039128 14.492461  +6.19080  -80.65887  -0.374  209.77  4.8685  268.83  238.69
 001274 00039148 14.493353  +6.19045  -80.66471  -0.346  207.57  4.7794  268.19  239.12
 001275 00039168 14.494242  +6.19028  -80.67055  -0.352  204.95  4.8336  269.36  238.39
 001276 00039188 14.495131  +6.19011  -80.67638  -0.380  197.92  4.8839  269.35  238.50
 001277 00039208 14.496022  +6.18994  -80.68411  -0.286  199.85  5.0271  269.51  237.91
 001278 00039228 14.496911  +6.18977  -80.68995  -0.324  192.55  5.1819  269.05  236.49
 001279 00039248 14.497800  +6.18959  -80.69579  -0.264  189.65  5.1897  268.28  235.42
 001280 00039268 14.498689  +6.18925  -80.70162  -0.264  176.08  4.9188  270.27  238.12
 001281 00039288 14.499580  +6.18908  -80.70934  -0.324  165.27  4.7756  272.63  240.48
 001282 00039308 14.500469  +6.18891  -80.71518  -0.280  163.96  4.6711  273.05  240.45
 001283 00039328 14.501358  +6.18874  -80.72085  -0.259  163.20  4.6672  273.74  241.89
 001284 00039348 14.502250  +6.18839  -80.72651  -0.412  160.93  4.5085  274.96  242.96
 001285 00039368 14.503139  +6.18822  -80.73235  -0.259  160.24  4.5743  274.89  242.10
 001286 00039388 14.504027  +6.18805  -80.74007  -0.407  178.01  4.6904  271.43  240.42
 001287 00039408 14.504916  +6.18788  -80.74591  -0.280  187.86  4.6479  270.02  240.07
 001288 00039428 14.505808  +6.18771  -80.75191  -0.302  191.31  4.8065  269.02  239.96
 001289 00039448 14.506698  +6.18753  -80.75775  -0.390  192.00  4.8220  269.55  239.26
 001290 00039468 14.507586  +6.18736  -80.76359  -0.390  186.35  4.4931  271.09  241.63
 001291 00039488 14.508478  +6.18702  -80.77114  -0.380  194.61  4.8491  268.62  239.75
 001292 00039508 14.509367  +6.18685  -80.77681  -0.225  184.69  5.1819  270.88  237.09
 001293 00039528 14.510256  +6.18668  -80.78265  -0.385  195.30  4.8375  269.61  238.90
 001294 00039548 14.511145  +6.18650  -80.78848  -0.314  190.89  4.7020  268.31  239.16
 001295 00039568 14.512036  +6.18633  -80.79432  -0.346  164.72  4.7446  272.86  240.23
 001296 00039588 14.512925  +6.18599  -80.80204  -0.269  184.35  4.7678  270.44  238.97
 001297 00039608 14.513814  +6.18582  -80.80788  -0.280  184.42  4.6247  269.31  240.05
 001298 00039628 14.514706  +6.18565  -80.81406  -0.330  163.13  4.6208  273.09  241.39
 001299 00039648 14.515594  +6.18547  -80.81973  -0.308  178.36  4.5279  271.65  241.64
 001300 00039668 14.516483  +6.18530  -80.82556  -0.390  172.98  4.6556  273.42  241.98
 001301 00039688 14.517372  +6.18496  -80.83311  -0.374  185.59  4.6556  269.83  241.02
 001302 00039708 14.518264  +6.18479  -80.83895  -0.297  168.57  4.6827  270.53  240.86
 001303 00039728 14.519153  +6.18462  -80.84496  -0.418  194.06  4.6556  270.51  241.20
 001304 00039748 14.520041  +6.18444  -80.85079  -0.401  172.78  4.5859  271.37  241.67
 001305 00039768 14.520933  +6.18427  -80.85663  -0.297  173.67  4.8955  271.80  239.84
 001306 00039788 14.521822  +6.18393  -80.86436  -0.412  155.28  4.5085  272.39  242.49
 001307 00039808 14.522711  +6.18376  -80.87019  -0.429  152.32  4.4311  274.30  243.05
 001308 00039828 14.523600  +6.18359  -80.87637  -0.314  148.87  4.4737  274.49  242.38
 001309 00039848 14.524491  +6.18341  -80.88221  -0.341  156.79  4.4311  273.04  242.18
 001310 00039868 14.525380  +6.18324  -80.88805  -0.363  157.28  4.3228  273.55  243.35
 001311 00039888 14.526270  +6.18290  -80.89594  -0.314  138.19  4.4892  276.15  242.93
 001312 00039908 14.527161  +6.18273  -80.90160  -0.445  144.74  4.4660  274.59  241.81
 001313 00039928 14.528050  +6.18256  -80.90744  -0.269  144.94  4.6440  274.61  241.24
 001314 00039948 14.528939  +6.18238  -80.91328  -0.352  145.56  4.6247  274.80  241.06
 001315 00039968 14.529828  +6.18221  -80.91946  -0.380  147.42  4.6827  274.20  240.28
 001316 00039988 14.530720  +6.18187  -80.92719  -0.269  147.42  4.8491  272.98  239.54
 001317 00040008 14.531609  +6.18170  -80.93302  -0.407  141.29  4.8878  275.10  239.08
 001318 00040028 14.532497  +6.18153  -80.93903  -0.269  133.10  4.5627  276.69  242.13
 001319 00040048 14.533389  +6.18135  -80.94486  -0.423  138.12  4.4350  274.26  242.32
 001320 00040068 14.534278  +6.18118  -80.95070  -0.396  145.70  4.3151  274.26  242.31
 001321 00040088 14.535167  +6.18084  -80.95860  -0.280  143.08  4.1757  274.28  243.34
 001322 00040108 14.536056  +6.18067  -80.96409  -0.368  143.36  4.0674  274.46  244.07
 001323 00040128 14.536947  +6.18050  -80.97010  -0.314  133.44  4.0054  276.37  245.23
 001324 00040148 14.537836  +6.18032  -80.97594  -0.291  130.34  3.9087  278.55  245.79
 001325 00040168 14.538725  +6.18015  -80.98177  -0.396  112.91  3.7732  281.65  248.91
 001326 00040188 14.539617  +6.17981  -80.98949  -0.231  103.20  3.7965  283.95  251.59
 001327 00040208 14.540505  +6.17964  -80.99533  -0.401  96.170  3.7694  284.06  253.75
 001328 00040228 14.541394  +6.17947  -81.00134  -0.225  95.964  3.6146  284.11  253.76
 001329 00040248 14.542283  +6.17929  -81.00735  -0.319  95.482  3.5797  283.77  253.73
 001330 00040268 14.543175  +6.17912  -81.01318  -0.401  105.33  3.5681  282.62  251.62
 001331 00040288 14.544064  +6.17878  -81.02108  -0.341  118.97  3.4598  281.23  249.39
 001332 00040308 14.544952  +6.17861  -81.02675  -0.269  133.23  3.4288  276.47  247.87
 001333 00040328 14.545841  +6.17844  -81.03259  -0.352  130.55  3.2895  276.86  247.82
 001334 00040348 14.546733  +6.17826  -81.03842  -0.308  128.76  3.1076  277.76  249.86
 001335 00040368 14.547623  +6.17809  -81.04426  -0.231  119.04  3.0766  281.48  250.93
 001336 00040388 14.548512  +6.17775  -81.05232  -0.363  112.08  2.9605  283.25  252.58
 001337 00040408 14.549403  +6.17758  -81.05816  -0.259  102.44  2.8638  284.81  254.03
 001338 00040428 14.550292  +6.17741  -81.06400  -0.390  92.037  2.8174  287.15  256.30
 001339 00040448 14.551181  +6.17706  -81.06983  -0.363  72.059  2.7825  288.72  262.63
 001340 00040468 14.552070  +6.17689  -81.07773  -0.473  67.512  2.6858  288.70  263.91
 001341 00040488 14.552961  +6.17672  -81.08356  -0.264  62.965  2.6084  289.36  265.86
 001342 00040508 14.553850  +6.17655  -81.08940  -0.330  60.830  2.5194  290.14  266.79
 001343 00040528 14.554739  +6.17638  -81.09507  -0.335  59.521  2.4458  288.86  267.72
 001344 00040548 14.555631  +6.17603  -81.10091  -0.297  60.072  2.4536  289.29  266.80
 001345 00040568 14.556520  +6.17586  -81.10674  -0.280  58.625  2.3684  290.66  267.99
 001346 00040588 14.557408  +6.17569  -81.11498  -0.352  62.345  2.2291  291.58  269.29
 001347 00040608 14.558297  +6.17552  -81.12082  -0.308  60.279  2.1401  291.80  269.81
 001348 00040628 14.559189  +6.17517  -81.12666  -0.242  66.548  2.0975  291.62  269.45
 001349 00040648 14.560078  +6.17500  -81.13249  -0.357  70.268  2.1362  292.79  269.81
 001350 00040668 14.560966  +6.17483  -81.14021  -0.259  63.999  2.1324  291.50  269.86
 001351 00040688 14.561855  +6.17466  -81.14622  -0.319  90.177  2.0279  290.68  268.92
 001352 00040708 14.562747  +6.17432  -81.15206  -0.346  92.106  2.1091  291.91  269.12
 001353 00040728 14.563636  +6.17414  -81.15772  -0.380  73.299  2.0782  291.30  269.90
 001354 00040748 14.564525  +6.17397  -81.16356  -0.440  78.810  2.1362  291.41  268.42
 001355 00040768 14.565416  +6.17380  -81.17146  -0.335  87.008  2.1749  291.71  268.84
 001356 00040788 14.566305  +6.17346  -81.17764  -0.280  94.242  2.1556  292.18  268.55
 001357 00040808 14.567194  +6.17329  -81.18347  -0.346  96.446  2.0704  292.04  269.22
 001358 00040828 14.568084  +6.17311  -81.18931  -0.198  101.54  2.1324  291.78  268.08
 001359 00040848 14.568975  +6.17294  -81.19514  -0.341  115.60  2.1324  291.05  267.85
 001360 00040868 14.569864  +6.17260  -81.20287  -0.346  103.13  2.1633  291.36  268.06
 001361 00040888 14.570753  +6.17243  -81.20871  -0.319  103.13  2.1208  292.13  268.63
 001362 00040908 14.571645  +6.17226  -81.21455  -0.176  100.85  2.1788  291.54  267.93
 001363 00040928 14.572534  +6.17208  -81.22021  -0.335  113.05  2.2717  290.63  266.77
 001364 00040948 14.573422  +6.17191  -81.22604  -0.280  121.11  2.3646  290.88  265.82
 001365 00040968 14.574311  +6.17157  -81.23377  -0.484  181.39  2.2717  287.17  266.03
 001366 00040988 14.575203  +6.17140  -81.23978  -0.280  103.89  2.1982  290.62  266.54
 001367 00041008 14.576092  +6.17123  -81.24579  -0.297  80.739  2.1865  291.74  268.49
 001368 00041028 14.576981  +6.17105  -81.25163  -0.259  80.808  2.0821  291.92  268.92
 001369 00041048 14.577872  +6.17088  -81.25746  -0.324  81.015  2.0201  291.92  268.95
 001370 00041068 14.578761  +6.17054  -81.26501  -0.314  85.699  2.0704  291.64  268.62
 001371 00041088 14.579650  +6.17037  -81.27085  -0.286  88.868  2.1865  290.69  267.02
 001372 00041108 14.580539  +6.17020  -81.27669  -0.319  78.190  2.2407  291.76  266.37
 001373 00041128 14.581430  +6.17002  -81.28252  -0.341  65.928  2.1827  291.34  268.03
 001374 00041148 14.582319  +6.16985  -81.28836  -0.225  58.901  2.1362  291.56  268.55
 001375 00041168 14.583208  +6.16951  -81.29608  -0.374  54.699  2.0472  291.30  269.39
 001376 00041188 14.584097  +6.16934  -81.30192  -0.269  52.425  2.0782  291.48  270.08
 001377 00041208 14.584989  +6.16917  -81.30775  -0.247  53.665  2.1091  291.32  269.41
 001378 00041228 14.585877  +6.16899  -81.31359  -0.380  51.392  1.9350  292.37  270.95
 001379 00041248 14.586766  +6.16865  -81.31943  -0.297  49.670  1.9350  292.04  271.40
 001380 00041268 14.587658  +6.16848  -81.32732  -0.434  52.012  1.8189  292.62  272.03
 001381 00041288 14.588547  +6.16831  -81.33316  -0.363  51.805  1.7995  292.74  272.33
 001382 00041308 14.589437  +6.16814  -81.33900  -0.302  51.667  1.8421  292.45  271.59
 001383 00041328 14.590325  +6.16796  -81.34483  -0.346  53.872  1.8615  292.16  270.75
 001384 00041348 14.591217  +6.16762  -81.35067  -0.363  54.079  1.7841  292.72  272.23
 001385 00041368 14.592106  +6.16745  -81.35857  -0.346  50.703  1.7454  292.99  273.67
 001386 00041388 14.592995  +6.16728  -81.36440  -0.423  55.181  1.5828  293.13  273.71
 001387 00041408 14.593884  +6.16711  -81.37041  -0.264  91.830  1.6022  291.71  271.56
 001388 00041428 14.594775  +6.16676  -81.37625  -0.412  71.921  1.5790  292.78  272.77
 001389 00041448 14.595664  +6.16659  -81.38209  -0.280  83.977  1.6525  291.45  272.16
 001390 00041468 14.596553  +6.16642  -81.38981  -0.308  80.326  1.5596  293.34  272.16
 001391 00041488 14.597445  +6.16625  -81.39548  -0.385  74.332  1.5867  294.67  272.77
 001392 00041508 14.598333  +6.16590  -81.40131  -0.242  71.921  1.5635  294.46  273.39
 001393 00041528 14.599222  +6.16573  -81.40715  -0.440  65.170  1.5170  295.29  274.14
 001394 00041548 14.600111  +6.16556  -81.41299  -0.352  68.614  1.4899  294.41  275.02
 001395 00041568 14.601003  +6.16539  -81.42088  -0.231  69.923  1.4396  294.98  275.40
 001396 00041588 14.601892  +6.16505  -81.42672  -0.401  73.368  1.4396  295.72  275.44
 001397 00041608 14.602780  +6.16488  -81.43256  -0.264  79.706  1.4087  295.93  274.92
 001398 00041628 14.603672  +6.16470  -81.43874  -0.390  81.152  1.4358  295.63  274.60
 001399 00041648 14.604561  +6.16453  -81.44457  -0.286  98.857  1.4629  293.76  275.17
 001400 00041668 14.605450  +6.16419  -81.45229  -0.352  97.962  1.3661  293.47  274.98
 001401 00041688 14.606339  +6.16402  -81.45796  -0.385  143.91  1.3274  294.73  275.04
 001402 00041708 14.607230  +6.16385  -81.46380  -0.314  152.73  1.4048  292.01  274.14
 001403 00041728 14.608119  +6.16367  -81.46964  -0.368  128.55  1.4125  292.30  274.32
 001404 00041748 14.609009  +6.16350  -81.47547  -0.297  131.24  1.3816  292.91  273.64
 001405 00041768 14.609898  +6.16316  -81.48354  -0.368  147.15  1.4396  292.61  273.19
 001406 00041788 14.610789  +6.16299  -81.48937  -0.308  128.76  1.3932  292.77  273.30
 001407 00041808 14.611678  +6.16282  -81.49521  -0.253  65.928  1.3390  296.01  275.60
 001408 00041828 14.612567  +6.16264  -81.50105  -0.275  56.628  1.1881  296.88  277.50
 001409 00041848 14.613459  +6.16247  -81.50688  -0.286  39.956  1.1649  295.89  280.25
 001410 00041868 14.614347  +6.16213  -81.51461  -0.396  36.512  1.1184  295.29  280.39
 001411 00041888 14.615236  +6.16196  -81.52027  -0.335  34.583  1.1649  295.27  281.73
 001412 00041908 14.616125  +6.16179  -81.52611  -0.396  36.649 0.98685  296.35  281.59
 001413 00041928 14.617017  +6.16144  -81.53194  -0.341  50.565 0.98298  297.13  280.84
 001414 00041948 14.617906  +6.16127  -81.53984  -0.330  39.612 0.98298  296.49  282.23
 001415 00041968 14.618794  +6.16110  -81.54602  -0.357  38.096 0.92493  296.52  282.34
 001416 00041988 14.619683  +6.16093  -81.55186  -0.390  70.268 0.95202  295.14  281.63
 001417 00042008 14.620575  +6.16058  -81.55753  -0.225  37.821 0.90171  296.74  282.43
 001418 00042028 14.621464  +6.16041  -81.56353  -0.291  35.341 0.86688  296.40  282.98
 001419 00042048 14.622353  +6.16024  -81.56937  -0.324  47.259 0.87849  297.57  282.89
 001420 00042068 14.623244  +6.15990  -81.57710  -0.275  36.925 0.85914  296.14  283.21
 001421 00042088 14.624133  +6.15973  -81.58293  -0.280  40.921 0.89397  296.76  283.22
 001422 00042108 14.625022  +6.15955  -81.58859  -0.324  36.098 0.82818  297.37  283.57
 001423 00042128 14.625911  +6.15938  -81.59443  -0.308  33.412 0.80496  296.62  284.34
 001424 00042148 14.626802  +6.15904  -81.60216  -0.275  29.347 0.71595  296.39  284.40
 001425 00042168 14.627691  +6.15887  -81.60834  -0.412  79.775 0.77400  298.80  283.80
 001426 00042188 14.628580  +6.15870  -81.61417  -0.390  25.352 0.73530  296.31  284.96
 001427 00042208 14.629470  +6.15852  -81.62001  -0.253  23.423 0.70434  296.40  285.39
 001428 00042228 14.630362  +6.15835  -81.62585  -0.341  22.871 0.68112  295.86  285.20
